"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"31","2021-03-15 16:37:00-03","NY","NYBG","1006538","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","E. P. Heringer","17363","1977","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006538","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. H. Nee","Goiás",NA,"NY01006538_01","Luziânia","-47.9503","-16.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","626567","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","E. P. Heringer","10610","1965","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626567","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein",NA,"Granja do Tamanduá.","NY00626567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","626559","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","A. C. Cervi","3216","1990","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626559","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Paraná",NA,"NY00626559_01","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1006540","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","E. P. Heringer","17977","1980","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114091' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006540","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Distrito Federal","Trevo de Unaí.","NY01006540_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1006539","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","S. Tsugaru","B-2064","1987","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114087' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006539","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. H. Nee","Mato Grosso do Sul","near Anhanduí, 65 km SSE from Campo Grande, along the Rt. BR-163.","NY01006539_01",NA,"-54.4113","-21.3588","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1006522","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","11138","1965","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006522","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Immediately E. of Lago Paranoá","NY01006522_01","Brasília","-47.9294","-15.7797","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","626569","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","I. Mimura","617","1967","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626569","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","São Paulo","Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6½km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 100-500m ao lado SE da rodovia. O trecho mais para o oeste ainda existente do cerrado de Sao José dos Campos","NY00626569_01","Sao José dos Campos","-45.88","-23.1703","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","626560","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","P. K. H. Dusén","17376","1915","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626560","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Paraná",NA,"NY00626560_01","Jaguariaíva","-49.7056","-24.2511","730","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1006545","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","A. F. M. Glaziou","21462",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006545","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey",NA,"Goyaz. Guariroba.","NY01006545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","626571","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","J. A. Ratter","4935","1983","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626571","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","São Paulo","Floresta de Angatuba. Instituto Florestal de SP.","NY00626571_01",NA,"-48.42","-23.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1006530","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","26517","1970","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006530","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Campo slopes at Rajadinha, ca. 15 km S. of Planaltina, BR-13","NY01006530_01","Brasília","-47.66345","-15.74705","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1006527","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","13035","1966","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006527","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Ca. 25 km S.W. of Brasília","NY01006527_01","Brasília","-48.08168","-15.94305","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
