"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"1","2020-09-23 10:38:24-03","E","E","312926","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","Krapovickas, A.; Harley, R.M.; Cristobal, C.L.; Schinini, A.","46139","1994","10","28","Temperate South America","AR","herbarium specimen of unspecif","BGBASE:315302","<a href=http://data.rbge.org.uk/herb/E00312926 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00312926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:38:24-03","E","E","312919","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","Krapovickas, A.; Harley, R.M.; Cristobal, C.L.; Schinini, A.","45755","1994","10","19","Temperate South America","AR","herbarium specimen of unspecif","BGBASE:315258","<a href=http://data.rbge.org.uk/herb/E00312919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00312919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","626563","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","O. Handro","149","1949","12","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626563","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","São Paulo","Jabaquara.","NY00626563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","626561","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","I. Mimura","237","1962","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626561","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","São Paulo","Ca. 7,3km SSE em linha reta da praça principal de Sao José dos Campos.","NY00626561_01","Sao José dos Campos","-45.88","-23.1703","620","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1006536","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","G. T. Prance","18950","1973","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114073' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006536","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Mato Grosso","Vicinity of Veu de Noiva.","NY01006536_01","Chapada dos Guimarães","-55.832445","-15.40761","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1006519","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","10999","1965","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113863' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006519","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Goiás","Serra dos Pirineus, ca. 20 km S. of Corumbá de Goiás","NY01006519_01","Abadiânia","-48.8086","-16.10434","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","626570","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","P. E. Gibbs","3548","1976","04","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626570","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","São Paulo","25km NW de Moji-Guaçú. Estaçao Experimental de Moji-Guaçú (Fazenda Campininha).","NY00626570_01",NA,"-47.164784","-22.242395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1006535","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","W. W. Thomas","5939","1988","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114063' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006535","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Minas Gerais","Serra do Cabral, hills above Joaquim Felício, along or near road to TV tower.","NY01006535_01","Joaquim Felício","-44.2","-17.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1006525","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","13454","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113897' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006525","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Goiás","Serra dos Cristais, ca. 10 km W. of Cristalina","NY01006525_01","Cristalina","-47.69379","-16.75","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1006516","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","8273","1965","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006516","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Summit of Chapada da Contagem, ca. 10 km. E. of Brasília.","NY01006516_01","Brasília","-47.82337","-15.7833","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1006537","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","E. P. Heringer","17968","1980","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006537","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Distrito Federal","(Monumento do Candango).","NY01006537_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1550508","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","J. A. Ratter","R2965","1976","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550508","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. H. Nee","Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","NY01550508_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","626565","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","P. K. H. Dusén","7277","1908","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626565","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Paraná","Villa Velha.","NY00626565_01",NA,"-50.012929","-25.234872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1006543","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","M. Aparecida da Silva","2832","1995","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006543","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. H. Nee","Distrito Federal","Escola Fazendária/Jardim Botânico de Brasília.","NY01006543_01","Brasília","-47.9294","-15.7797","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1006515","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","7458","1964","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006515","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Goiás","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","NY01006515_01","Caiapônia","-51.78","-17.27","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1006533","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","27145","1970","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006533","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Minas Gerais","Summit of Serra do Cabral, ca. 7 km W. of Joaquim Felício","NY01006533_01","Joaquim Felício","-44.1708333","-17.7588","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","626741","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","W. W. Thomas","5747","1987","12","07","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626741","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Santa Cruz","Serranía de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado. Northwest of airstrip.",NA,"José Miguel de Velasco","-60.72","-13.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1006524","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","11636","1966","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113882' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006524","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Summit of Chapada da Contagem","NY01006524_01","Brasília","-47.9167","-15.7833","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","626562","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","G. G. Hatschbach","5337","1958","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626562","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Paraná","Fda. Morungava, Rio do Funil.","NY00626562_01","Sengés","-49.4633","-24.1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1006528","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","25289","1970","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006528","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Goiás","Contraforte Central, Serra do Facão, ca. 35 km N.E. of Catalão","NY01006528_01","Catalão","-47.71609","-17.9431","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1006526","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","12235","1966","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006526","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal",NA,"NY01006526_01","Brasília","-47.9167","-15.7833","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1522847","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","M. L. Fonseca","3911","2002","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1786382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522847","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. L. Fonseca","Distrito Federal","APA Gama - Cabeça de Veado. ARIE do Corrego do Cedro - RA do Núcleo Bandeirante. Lagoa do Córrego do Cedro. En frente ao SMPW Q.16 conj. 1 lote 04.","NY01522847_01","Gama","-47.94464","-15.9014","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1006541","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","G. M. Magalhaes","19034","1963","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114093' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006541","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","M. H. Nee","Minas Gerais","40 km. de Araguari.","NY01006541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1006523","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","11367","1965","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006523","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.",NA,"Distrito Federal","Chapada da Contegem, ca. 10 km E. of Brasília","NY01006523_01","Brasília","-47.82337","-15.7833","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1006513","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","5758","1964","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113846' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006513","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Ca. 15 km E. of Brasília.","NY01006513_01","Brasília","-47.85","-15.68","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1006544","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","G. M. Araújo","377","1992","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114110' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006544","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","V. L. Gomes-Klein","Minas Gerais","Estação Ecológica do Panga, Uberlândia.","NY01006544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 01:12:00-03","NY","NYBG","01038626","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","M. G. da Silva","4070","1979","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01038626","Magnoliophyta","Cucurbitales",NA,NA,"Rondônia","Arredores do aeroporto.","NY01038626_01","Vilhena","-60.1456","-12.7408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1006517","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","9023","1965","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113854' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006517","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Distrito Federal","Ca. 1.5 km E. of Sobradinho","NY01006517_01","Brasília","-47.80271","-15.6333","1115","1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 18:31:00-03","NY","NYBG","2063520","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","D. C. Imig","33","2011","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499960' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063520","Magnoliophyta","Cucurbitales",NA,NA,"Paraná","Parque Estadual do Cerrado","NY02063520_01","Jaguariaíva","-49.65","-24.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1006532","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","espelina","Cayaponia espelina","H. S. Irwin","26904","1970","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114021' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006532","Magnoliophyta","Cucurbitales","(Silva Manso) Cogn.","C. Jeffrey","Minas Gerais","Ca. 12 km W of Corinto.","NY01006532_01","Corinto","-44.55675","-18.3589","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
