"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","scientificNameAuthorship","coordinatePrecision","geoFlag","imagecode","typeStatus","continentOcean","individualCount","relatedCatalogItem","class","order"
"12","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","11122",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","2322","1999","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Arvoreto 6m. Dap 8m. Frutos verdes.","MBML011122","Lombardi",NA,NA,"MBML011122","PARATIPO",NA,"1",NA,NA,NA
"13","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","15813",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. Kollmann; et al","5183","2001","12","11","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Arvoreto 9m. DAP 18cm. Fuste 5m. Botões brancos.","MBML015813","Lombardi",NA,NA,"MBML015813","PARATIPO",NA,"1",NA,NA,NA
"14","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","20401",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J.A. Lombardi/IV-2013",NA,NA,NA,"R.R. Vervloet; et al","2187","2003","04","10","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Árvore de 14m, frutos de cor verde claro, meia encosta, dossel 19m.","MBML020401","Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","3534",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"W. Boone","262","1984","07","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Porte arbustivo com frutos jovens, solo escuro.","MBML003534","Lombardi",NA,NA,"MBML003534","PARATIPO",NA,NA,NA,NA,NA
"16","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","4218",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"W. Boone","1068","1986","01","30","Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333","40W33'10","19S57'12",NA,NA,"Árvore 6m, diâmetro 5cm, folhas com nervuras amarelas, (primárias e secundárias), flores claras, ciófilas, capoeirão, a beira de riacho.","MBML004218","Lombardi",NA,NA,"MBML004218","PARATIPO",NA,NA,NA,NA,NA
"17","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","4465",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"H. Q. Boudet Fernandes; et al","2439","1988","03","24","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Arbusto 5m, 5 cm de diâmetro, folha com nervuras amarelas, frutos verde claros, semi-sombra, mata baixa sobre afloramento de rocha em córrego próximo ao rio Timbuí.","MBML004465","Lombardi",NA,NA,"MBML004465","PARATIPO",NA,NA,NA,NA,NA
"18","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","7142",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. D. Thomaz","1664","1994","04","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Não amostrada, ao lado da parcela 96; altura 9m, frutos verde-claro.","MBML007142","Lombardi",NA,NA,"MBML007142","PARATIPO",NA,NA,NA,NA,NA
"19","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","7143",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. D. Thomaz","962","1993","08","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Altura 8m, PAP 20cm, caule interno branco, tronco úmido, fruto globoso verde.","MBML007143","Lombardi",NA,NA,"MBML007143","PARATIPO",NA,NA,NA,NA,NA
"20","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","7151",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. D. Thomaz","1823","1993","07","27","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Não amostrada, trilha principal, perto do rio, próximo à entrada A2, frutos verde-claro.","MBML007151","Lombardi",NA,NA,"MBML007151","PARATIPO",NA,NA,NA,NA,NA
"21","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","9497",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1167","1998","12","02","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111","40W41'1","19S55'52",NA,NA,"Mata de encosta. Árvore 18m. DAP 22cm. Fuste 10m. Frutos verdes, botões brancos.","MBML009497","Lombardi",NA,NA,"MBML009497","PARATIPO",NA,"1",NA,NA,NA
"22","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","14863",NA,"Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Lombardi/2009",NA,NA,NA,"L. Kollmann; et al","4383","2001","08","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de São Lourenço","-40.455278","-19.247222","40W27'19","19S14'50",NA,NA,"Arbusto 4m na sombra. Frutos verdes.","MBML014863","Lombardi",NA,NA,"MBML014863","PARATIPO",NA,NA,NA,NA,NA
"23","2020-07-15 14:43:41-03","UNESP-RC","HRCB","51495","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J. A. Lombardi",NA,NA,NA,"Lombardi, J. A.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.1493988037109","-16.2488994598389",NA,NA,NA,NA,NA,NA,"Lombardi ","24863","auto",NA,"Isótipo",NA,NA,NA,NA,NA
"24","2020-07-15 14:43:41-03","UNESP-RC","HRCB","74164","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J.A. Lombardi",NA,NA,NA,"Lombardi",NA,NA,NA,NA,"Brasil","Espírito Santo","Cariacica","Parque Estadual Duas Bocas","-40.521725","-20.2825","40º31'18.21W","20º16'57S","564","564",NA,NA,"Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:31:15-03","USP","SPF","96062","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Ramos, E","2011","11",NA,"Godoi, JV","410","1994","05","04","Brasil","São Paulo","Itariri","Parque Estadual da Serra do Mar","-47.1699981689453","-24.2800006866455",NA,NA,NA,NA,NA,"SPF00096062","Lombardi","15115","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:31:15-03","USP","SPF","107366","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Ramos, E","2011","11",NA,"Baitello, JB","805","1995","09","06","Brasil","São Paulo","Miracatu","Parque Estadual do Jurupará","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,"SPF00107366","Lombardi","43974","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-01-25 15:46:26-02","IAC","IAC","20320","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E. Ramos","2004","11","21","H.F. Leitão Filho","606","1968","11","21","Brasil","São Paulo","São Paulo","Rodovia São Paulo-Curitiba BR-2, Km. 92.","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-01-25 15:46:26-02","IAC","IAC","31761","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E. Ramos","2011","12","31","L.D. Thomaz","962","1993","08","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6003","-19.9356","-40.6003","-19.9356",NA,NA,NA,NA,"Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-24 08:13:59-03","IAC","IAC","40293","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E. Ramos",NA,NA,NA,"J.V. Godoi; S. Romaniuc Neto; C.F.S. Muniz & M.M.R.F. Melo","410","1994","05","04","Brasil","São Paulo","Itariri","Parque Serra do Mar","-47.1744","-24.2892","-47.1744","-24.2892",NA,NA,NA,NA,"Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-01-25 15:46:26-02","IAC","IAC","54570","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E. Ramos","2009","10","09","H. Lorenzi","6729","2009","09","09","Brasil","Minas Gerais","Santana do Paraíso","Caminho para Achado","-42.5686","-19.3636","-42.5686","-19.3636",NA,NA,NA,NA,"Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-23 12:21:46-03","CEPLAC","CEPEC","119091","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","R. Perdiz",NA,NA,NA,"R. R. Vervloet","2187","2003","04","10","Brasil","Espírito Santo","SANTA TERESA","Nova Lombardia. Reserva Biológica Augusto Ruschi.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,"30/05/2009",NA,NA
"32","2020-07-23 12:21:46-03","CEPLAC","CEPEC","119217","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J. A. Lombardi",NA,NA,NA,"L. Kollmann","5183","2001","12","11","Brasil","Espírito Santo","SANTA TERESA","Nova Lombrdia. Reserva Biológica Augusto Ruschi. Estrada para Goiapabo-Açu.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,"Paratipo",NA,NA,"30/12/2009",NA,NA
"33","2020-07-23 12:21:46-03","CEPLAC","CEPEC","119376","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","R. Perdiz",NA,NA,NA,"L. Kollmann","4365","2001","08","21","Brasil","Espírito Santo","SANTA TERESA","São Lourenço. Estação Biológica de São Lourenço, trilha do Caravagem.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,"30/05/2009",NA,NA
"34","2020-07-23 12:21:46-03","CEPLAC","CEPEC","119257","PreservedSpecimen","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J. A. Lombardi",NA,NA,NA,"L. Kollmann","1167","1994","02","03","Brasil","Espírito Santo","SANTA TERESA","São Lourenço, terreno de Clério Loss. Valão à direita do asfalto.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,"Paratipo",NA,NA,"30/12/2009",NA,NA
"35","2021-03-04 15:45:52-03","IF","SPSF","19311","PreservedSpecimen","Plantae","Magnoliophyta","Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E.Ramos","2011","11","01","O.T. Aguiar & J.A.Pastore","591","1995","08","11","Brasil","SP","Ibiúna","Parque Estadual de Jurupará, Fazenda Tucano","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 20 m de altura, inflorescência jovem e frutos imaturos verdes.; GEOGRAFIA: margem da estrada&nf;;",NA,"Lombardi","43112","auto",NA,NA,"América do Sul",NA,NA,"Magnoliopsida","Ranunculales"
"36","2021-03-04 15:45:52-03","IF","SPSF","19482","PreservedSpecimen","Plantae","Magnoliophyta","Sabiaceae","Meliosma","chartacea","Meliosma chartacea","E.Ramos","2011","11","01","J.B.Baitello & O.T. Aguiar","805","1995","09","06","Brasil","SP","Miracatu","Parque Estadual do Jurupará, estrada do Mono","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com aprox. 10-12 m com frutos elípticos verdes.; GEOGRAFIA: caminho p/ o Parque.;",NA,"Lombardi","43974","auto",NA,NA,"América do Sul",NA,NA,"Magnoliopsida","Ranunculales"
"37","2021-03-04 15:45:52-03","IF","SPSF","47220","PreservedSpecimen","Plantae","Magnoliophyta","Sabiaceae","Meliosma","chartacea","Meliosma chartacea","F.A.R.D.P.Arzolla","2013","11","26","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & C. de Moura & D.Souza","1570","2012","04","04","Brasil","SP","Capão Bonito","Parque Estadual Nascentes do Paranapanema","-48.1425","-24.171389",NA,NA,"810","810","COLETA: Árvore com 10m de altura, frutos verdes.&nf;1 duplicata.; GEOGRAFIA: Acesso pelo rancho do Matias Queiroz. Floresta Ombrófila Densa Montana.&nf;Floresta madura.;",NA,"Lombardi",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliopsida","Ranunculales"
"38","2021-03-04 15:45:52-03","IF","SPSF","34816","PreservedSpecimen","Plantae","Magnoliophyta","Sabiaceae","Meliosma","chartacea","Meliosma chartacea","F. A. R. D. P. Arzolla","2013","11","26","F. M. Souza & M.T.Z.Toniato & D.Souza","499","2005","02","23","Brasil","SP","Salesópolis","Parque Estadual da Serra do Mar","-44.577778","-22.516667",NA,NA,"1331","1331","COLETA: Árvore ca. 17 m de altura; frutos imaturos verdes.; GEOGRAFIA: Estrada Intermediária da PETROBRAS.&nf;Trilha da Torre (SABESP). &nf;Floresta Ombrófila Densa Montana.;",NA,"Lombardi",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliopsida","Ranunculales"
"39","2021-03-04 15:45:52-03","IF","SPSF","34609","PreservedSpecimen","Plantae","Magnoliophyta","Sabiaceae","Meliosma","chartacea","Meliosma chartacea","J.A.Lombardi","2009","03","19","R.Cielo-Filho & N.M.Ivanauskas & D.de Souza","378","2005","03","13","Brasil","SP","Iguape","Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 14m. Frutos de coloração creme.; GEOGRAFIA: Trilha do Rio do Ouro&nf;UTM: X=292151 Y=7323419;",NA,"Lombardi","55628","auto",NA,"Parátipo","América do Sul",NA,NA,"Magnoliopsida","Ranunculales"
"40","2019-11-21 10:18:49-03","IBt","SP","289393","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Ramos, E","2011","11",NA,"Aguiar, OT; Pastore, JA","591","1995","08","11","Brasil","São Paulo","Ibiúna","Parque Estadual de Jurupará, Caminho da Fazenda Tucano, na mergem da estrada","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,NA,"SP003851","Lombardi","43112","auto","SP003851","Paratype",NA,NA,NA,NA,NA
"41","2019-11-21 10:18:49-03","IBt","SP","289391","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Ramos, E","2010",NA,NA,"Godoi, JV; et al.","410","1994","05","04","Brasil","São Paulo","Itariri","Parque Estadual da Serra do Mar","-47.1699981689453","-24.2800006866455",NA,NA,NA,NA,NA,NA,"Lombardi","15115","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:18:49-03","IBt","SP","289392","S","Plantae",NA,"Sabiaceae","Meliosma","chartacea","Meliosma chartacea","Mamede, MCH","2017","12",NA,"Baitello, JB; Aguiar, OT","805","1995","09","06","Brasil","São Paulo","Miracatu","Parque Estadual de Jurupará, Estrada do Mono, caminho para o Parque","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,"SP003852","Lombardi","43974","auto","SP003852","Paratype",NA,NA,NA,NA,NA
