"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber","infraspecificEpithet"
"121","2020-12-20 21:16:12-03","UFV","VIC","16899","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Scudeller, V.V.","274","1996","03","13",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Região do Celeste - aceiro.",NA,NA,NA,"Liana.","VIC016899","VIC016899",NA,NA,NA,"Scudeller, V.V.","1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-20 21:16:12-03","UFV","VIC","16900","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Scudeller, V.V.","428","1996","06","01",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Aceiro da portaria.",NA,NA,NA,"Liana.","VIC016900","VIC016900",NA,NA,NA,"Scudeller, V.V.","1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-20 21:16:12-03","UFV","VIC","16901","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Scudeller, V.V.","429","1996","06","01",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Aceiro da portaria.",NA,NA,NA,"Liana. Fruto imaturo marrom esverdeado.","VIC016901","VIC016901",NA,NA,NA,"Scudeller, V.V.","1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-20 21:16:12-03","UFV","VIC","18491","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Scudeller, V.V.","720","1997","02","26",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Estrada da Campolina.",NA,NA,NA,"Cálice verde a lilás, corola lilás, interior do tubo branco, antera vinho.","VIC018491","VIC018491",NA,NA,NA,"Scudeller, V.V.","1997","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-20 21:16:12-03","UFV","VIC","21763","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Araújo, R.S. de","156","2008","01","15",NA,"Brasil","Minas Gerais","Estrada Mariana - Ouro Preto, Próximo a uma mancha de Cerrado.",NA,NA,NA,"Liana escandente, folhas 2-foliolada. Cálice diminuto, flores rosa escura a purpúrea.","VIC021763","VIC021763",NA,NA,NA,"Araújo, R.S. de","2008","01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-20 21:16:12-03","UFV","VIC","8654","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Garcia, M.V.B.","s.n.","1984","03","31",NA,"Brasil","Minas Gerais","Ao redor de um apíario, localizado à 10 km de Guaraciaba. Lugar denominado por Café.",NA,NA,NA,"Liana, folhas compostas bifolioladas, gavinhas presentes; flores em inflorescências axilares, com corolas roxas.","VIC008654","VIC008654",NA,NA,NA,"Lopes, M.M.M.","2003","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-20 21:16:12-03","UFV","VIC","12318","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Vieira, M.F.","791","1993","05","19",NA,"Brasil","Minas Gerais","A 1,5 Km do Sítio São Mateus","-42.8027992248535","-20.8567008972168",NA,"Trepadeira com frutos. (Planta com flor: Vieira, M.F. - 767).","VIC012318","VIC012318","Coimbra",NA,NA,"Scudeller, V.V.","1998","06","28",NA,NA,"10161","auto",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-20 21:16:12-03","UFV","VIC","18490","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Lopes, W.P. de","s.n.","1996","02","24",NA,"Brasil","Minas Gerais","Rodovia Manhumirim - Jequitibá, Lado esquerdo da rodovia que liga Manhumirim à Jequitibá (neste sentido). Aproximadamente 500 metros após a entrada que leva à Fazenda Modelo. Sol pleno.","-41.9580993652344","-20.3577995300293",NA,"Liana. Cálice fortemente lilás, tendendo ao roxo. Corola lilás, lobos mais escuros. Guias de néctar lilases. Porção mediana inferior dos filetes lilás. Anteras lilases, tendendo ao marrom. Gavinhas unciladas.","VIC018490","VIC018490","Manhumirim",NA,NA,"Scudeller, V.V.","1997","09","30",NA,NA,"14432","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-20 21:16:12-03","UFV","VIC","30408","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Araújo, R.S. de; et al.","137","2007","09","05",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha da Mata do Belém. Floresta Estacional Semidecidual.","-43.5080986022949","-20.2875003814697",NA,"Liana escandente, folhas 2-folioladas, gavinha simples; cálice esverdeado. Corola rosa escuro.","VIC030408","VIC030408","Ouro Preto",NA,NA,"Araújo, R.S. de","2007","09","10",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-20 21:16:12-03","UFV","VIC","30409","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Araújo, R.S. de; et al.","61","2007","02","02",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha do Tezoreiro. Capão de mata sobre canga ferruginosa.","-43.5080986022949","-20.2875003814697",NA,"Liana escandente, folhas 2-folioladas, gavinha simples, cálice esverdeado. Corola rosa escuro.","VIC030409","VIC030409","Ouro Preto",NA,NA,"Araújo, R.S. de","2007","09","04",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-20 21:16:12-03","UFV","VIC","13161","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Heringer, E.P.","1824","1945","02","26",NA,"Brasil","Minas Gerais","Fazenda São Geraldo","-43.3227996826172","-21.5093994140625",NA,"Cipó trepador, fruto vagem de 20 cm de comprimento, flores roseas pequenas.","VIC013161","VIC013161","Piau",NA,NA,"Lopes, M.M.M.","2005","05","03",NA,NA,"12556","auto",NA,NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:16:12-03","UFV","VIC","10634","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Oliveira, M.J.F. de","s.n.","1989","03","03",NA,"Brasil","Minas Gerais","Campus da UFV, Estrada da pedreira.","-42.8819007873535","-20.7539005279541",NA,"Trepadeira com gavinhas simples. Flores de corola purpúrea com tubo branco interiormente.","VIC010634","VIC010634","Viçosa",NA,NA,"Scudeller, V.V.","1998","06","28",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-20 21:16:12-03","UFV","VIC","2879","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) A.H. Gentry","Kuhlmann, J.G.","s.n.","1936","02","09",NA,"Brasil","Minas Gerais","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002879","VIC002879","Viçosa",NA,NA,"Lopes, M.M.M.","2003","09","01",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:32:24-03","UFJF","CESJ","69490","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","M.A. de Assis","1435","2001","01","16","América do Sul","Brasil","São Paulo","Fazenda Areia que canta.","-48.1199989318848","-22.2800006866455",NA,"Mata Ciliar. Liana, ramos e folhas com indumento esbranquiçado; flores rosadas com lobos mais escuros; interior alvo; inflorescência até 45cm (2 partes da exsicata), claro; lobos rosa; interno alvo; anteras retrossas.","CESJ069490",NA,"Brotas",NA,NA,"M.A. de Assis","2001","01",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:32:25-03","UFJF","CESJ","36334","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.C. Forzza; V.R. Scalon; A.V. Lopes","2083","2002","03","03","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana, sobre afloramento rochoso. Folhas discolores. Flores com cálice verde; Corola rosa-claro com falce alva.","CESJ036334",NA,"Descoberto",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:32:25-03","UFJF","CESJ","32054","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.M. Castro; P. Fiaschi","154","2001","02","22","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de mata a 3m de altura. Folhas discolores. Flores lilás.","CESJ032054",NA,"Descoberto",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:32:25-03","UFJF","CESJ","40305","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.M. Castro; A.S.M. Valente; D.S. Pifano; R.O.Garcia; K. Antunes","798","2003","02","12","América do Sul","Brasil","Minas Gerais","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,"Cipó heliófilo a ca. 10m alt., na borda da mata, próximo ao curso d'água. Flores róseas. Muito frequente.","CESJ040305",NA,"São João Nepomuceno",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"20981","auto",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 14:32:25-03","UFJF","CESJ","34364","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","L.C.S. Assis; M.K. Ladeira","240","2001","09","17","América do Sul","Brasil","Minas Gerais","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Liana epífita encontrada na borda da mata. Cálice verde com os lacínios rosados, corola branca e rosa, verticilos de reprodução brancos. Folhas unicolores. Comum.","CESJ034364",NA,"Barroso",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-07-02 18:52:08-03","UFJF","CESJ","32016","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.M. Castro; L.D. Meireles; P. Fiaschi","116","2001","02","21","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Escandente na estrada próximo a reserva, frequente. Folhas discolores. Flores com cálice verde e corola alva tendendo a rosa no tubo e rósea nos lacínios filetes rosa na base e alvo no ápice. Anteras escuras. Gineceu com ovário verde, estilete alvo e est","CESJ032016",NA,"Descoberto",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 14:32:25-03","UFJF","CESJ","31732","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.M. Castro; F.R.G. Salimena; L.F.A. Fazza; P.H. Nobre","105","2001","02","11","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Escandente na estrada próximo a reserva. Folhas discolores. Cálice e corola roxa. Parte interna do tubo alvo. Filete branco antera preta. Estilete alvo, ovário verde. Frutos em início de formação verde.","CESJ031732",NA,"Descoberto",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:32:25-03","UFJF","CESJ","31598-A","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","R.C. Forzza; R.M. Castro; L.F.Fazza; L.S. Fernandes","1765","2001","01","24","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de capoeira. Folhas discolores. Flores com cálice rosa e corola rosa.","CESJ31598A",NA,"Descoberto",NA,NA,"L.C.Pereira","2011","08","31",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:41:45-03","UFMS","CGMS","41364","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","V.A. Assunção","773","2010","01",NA,NA,"Brasil","Mato Grosso do Sul","Furnas do Dionísio; Parcela 5.","-54.5669445","-20.1463889",NA,"Flor lilás. Habitat: Cerradão. Encosta de escarpa. Habito: Trepadeira.","CGMS1071345",NA,"Jaraguari",NA,NA,NA,"2020",NA,NA,"-54,5669445","-20,1463889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:41:45-03","UFMS","CGMS","5791","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","M.L. Guedes","2822","1993","07","16",NA,"Brasil","Bahia",NA,"-42.4749984741211","-14.0693998336792",NA,"Flor lilás. Folhas membranáceas, imparipenadas, discolores. Habito: Árvore.","CGMS1012293",NA,"Caetité",NA,NA,NA,"2020",NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:41:45-03","UFMS","CGMS","10189","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","A.C. Araújo; R.S. de Arruda",NA,"1999","08","03",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás. Habitat: Borda de capão. Habito: Liana.","CGMS1039476",NA,"Corumbá",NA,NA,NA,"2020",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:41:45-03","UFMS","CGMS","10190","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","A.C. Araújo; R.S. de Arruda",NA,"1999","06","01",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás. Habitat: Borda de capão. Habito: Liana.","CGMS1039477",NA,"Corumbá",NA,NA,NA,"2020",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:41:45-03","UFMS","CGMS","10188","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","A.C. Araújo; R.S. de Arruda",NA,"1999","06","01",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás. Habitat: Borda de capão. Habito: Liana.","CGMS1039475",NA,"Corumbá",NA,NA,NA,"2020",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:41:45-03","UFMS","CGMS","10163","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","A.C. Araújo; R.S. de Arruda",NA,"1999","08","06",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás. Habitat: Borda de capão. Habito: Liana.","CGMS1039450",NA,"Corumbá",NA,NA,NA,"2020",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-27 13:46:28-03","UFS","ASE","7458","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A. Gentry","Noblick, LR","3620","1985","01","13","Southern America","Brasil","Bahia","Fazenda Suíbra(Boa Sorte),18km a leste da cidade","-41.166667","-12.716667",NA,"Cipó escandente. Folhas bi e trilobadas. Flores de cálice arroxeado e corola lilás. Comum.; Cipó escandente. Folhas bi e trilobadas. Flores de cálice arroxeado e corola lilás. Comum.","ASE0025654","ASE0025654","Iaçu",NA,NA,"Gentry, A","1987",NA,NA,"-41.166667","-12.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-27 13:46:28-03","UFS","ASE","7459","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Noblick, L.R.","3620","1985","03","13","Southern America","Brasil","Bahia","Faz. Suíbra (Boa Sorte), 18km a leste da cidade seguindo a ferrovia","-40.212378","-12.759567",NA,"cipó escandente. folhas bi e trilobadas, flores de cálice arroxeado e corola lilás. comum; cipó escandente. folhas bi e trilobadas, flores de cálice arroxeado e corola lilás. comum","ASE0012049","ASE0012049","Iaçu",NA,NA,"Via FB 2020","2019","08","20","-40.212378","-12.759567",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-08-20 10:07:48-03","UNICAMP","UEC","41404","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Gentry, AH; Zardini, EM","49251","1985","01","05",NA,"Brazil","São Paulo","Cerrado like patch of roadside vegetation, E of Atibaia","-46.5","-22.833333",NA,"Flores, Vine, Flowers magenta",NA,NA,"Jacareí","600","600",NA,NA,NA,NA,"-46.5","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:07:48-03","UNICAMP","UEC","20085","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Gentry, AH","21501","1978","01","29",NA,"Brazil","São Paulo","Weedy second growth at border with Minas",NA,NA,NA,"Flores, Vine, flowers ligth magenta, old fruits brown",NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-20 10:07:48-03","UNICAMP","UEC","47281","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Gentry, AH; Silva, A","58734","1987","08","27",NA,"Brazil","São Paulo","Santa Genebra Forest Reserve, Barão Gera","-46.833333","-22.866667",NA,"ORI, Liana 12 cm dbh, sterile",NA,NA,"Campinas","550","550",NA,NA,NA,NA,"-46.833333","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:26:34-03","UNICAMP","UEC","124160","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Forzza, RC; Castro, RM; Fazza, LFA; Fernandes, LS","1765","2001","01","24",NA,"Brazil","Minas Gerais","reserva Biologica da Repressa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de capoeira. Folhas discolores. Folhas com cálice rosa e corola rosa","UEC109967","UEC109967","Descoberto",NA,NA,"Semir, J","2015","02",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-08-20 10:07:56-03","UNICAMP","UEC","36636","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Garcia, MVB","8654","1984","03","31",NA,"Brazil","Minas Gerais","Ao redor de um apiário a 10 km da cidade","-43.0074996948242","-20.57080078125",NA,"Flores, Liana, flores em inflorescências axilares, corola roxa, folhas compostas bifoliadas","UEC109935","UEC109935","Guaraciaba",NA,NA,"Semir, J","2015","02",NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-19 14:05:05-03","UFRPE","PEUFR","38763","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H. Gentry","L. R. Noblick","3620","1985","03","13",NA,"Brasil","Bahia","Fazenda Suíbra (Boa Sorte), 18 km a leste da cidade, seguido á ferrovia","-40.116667","-12.716667",NA,"Cipó escandente. Folhas bi e trilobadas. Flores de cálice arroxeado e corola lilás. Comum.","PEUFR038763",NA,"Iaçu",NA,NA,"A. Gentry","1987",NA,NA,"40°07'00''W","12°43'00''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-13 12:29:28-03","UFRPE","PEUFR","2285","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G. Lohmann","I. Pontual","744","1968","02","25",NA,"Brasil","Bahia","Margem da estrada","-38.510833","-12.971389",NA,"Planta escandente. Flores róseas, muito vistosas. Abundante em toda a regão; coordenadas geográficas do município.","PEUFR002285",NA,"Flamengo/Bonfim",NA,NA,"S. L. Costa","2017","07","06","38°30'39W","12°58'17S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-19 14:05:07-03","UFRPE","PEUFR","38763","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G. Lohmann","L. R. Noblick","3620","1985","03","13",NA,"Brasil","Bahia","Fazenda Suíbra (Boa Sorte), 18 km a leste da cidade, seguido á ferrovia","-40.116667","-12.716667",NA,"Cipó escandente. Folhas bi e trilobadas. Flores de cálice arroxeado e corola lilás. Comum.","PEUFR038763",NA,"Iaçu",NA,NA,"S. L. Costa","2017","07","06","40°07'00''W","12°43'00''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-04-22 16:18:00-03","UFPB","JPB","64103","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Araújo, LDA","20","2012","03","20","Southern America","Brasil","Paraíba","Parque Estadual Mata do Pau-Ferro","-35.756139","-6.977806",NA,"Trepadeira com gavinha. Bifoliolada. Flor róseo.; HABITAT: Floresta Ombrófila Aberta; DESC: Trepadeira com gavinha. Bifoliolada. Flor róseo.","JPB0064103",NA,"Areia","542","542",NA,NA,NA,NA,"-35.756139","-6.977806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-05 16:46:16-03","UFOP","OUPR","1027","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Badini, J.","s.n.","1976","02","08",NA,"Brasil","Minas Gerais",NA,"-43.1446990966797","-20.3624992370605",NA,"Trepadeira, flor purpúrea-violácea. Beira de córrego na mata.",NA,NA,"Acaiaca",NA,NA,NA,NA,NA,NA,NA,NA,"14401","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-02-22 12:11:49-03","UNEMAT","HERBAM","8165","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Soares, C.R.A.; Moura, V.A.; Barros, M.; Bennetti, E.; Brito, P.O.S. & Silva, G.M.","Rosa 1146079","2012","04","21",NA,"Brasil","Mato Grosso","Terreno rochoso.","-56.780556","-9.339167",NA,NA,"HERBAM008165",NA,"Paranaíta","167","167","Silva, DR","2012","07","05","-56.780556","-9.339167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-03-16 16:14:09-03","UNEMAT","HERBAM","11021","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Rodrigues, L.; Silva, P. .L.","078664","2015","03","31",NA,"Brasil","Mato Grosso","Casa de Sementes - Jacamim, Área Seca, Capoeira, Planície.","-56.350722","-10.356417",NA,NA,"HERBAM011021",NA,"Alta Floresta","384","384","Silva, D R","2015",NA,NA,"-56.350722","-10.356417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-03-16 13:30:58-03","UNEMAT","HERBAM","8165","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Soares, C.R.A.; Moura, V.A.; Barros, M.; Bennetti, E.; Brito, P.O.S. & Silva, G.M.","Rosa 1146079","2012","04","21",NA,"Brasil","Mato Grosso","Terreno rochoso.","-56.780556","-9.339167",NA,NA,"HERBAM008165",NA,"Paranaíta","167","167","Silva, DR","2012","07","05","-56.780556","-9.339167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-02-21 19:29:00-03","UNEMAT","HERBAM","4695","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Cabral, F.F.; Piva, J.H.; Pedroga, J.A.; Rodrigues, L.; Ribeiro, I.L. & Zampieri, A.","125","2009","07","23",NA,"Brasil","Mato Grosso","Parque Zoobotânico, Mata de terra firme.","-56.0861015319824","-9.87555980682373",NA,NA,"HERBAM004695",NA,"Alta Floresta",NA,NA,"Silva, DR","2012","10","10",NA,NA,"109392","auto",NA,NA,NA,NA,NA,NA,NA
"164","2019-02-22 12:11:49-03","UNEMAT","HERBAM","11021","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Rodrigues, L.","078664","2015","03","31",NA,"Brasil","Mato Grosso","Casa de Sementes - Jacamim, Área Seca, Capoeira, Planície.","-56.350722","-10.356417",NA,NA,"HERBAM011021",NA,"Alta Floresta","384","384","Silva, R D","2015",NA,NA,"-56.350722","-10.356417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-04-27 16:08:57-03","UFES","VIES","30522","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Manhães, V.C.","242","2009","09","20",NA,"Brasil","Espírito Santo",NA,"-41.5331001281738","-20.763599395752",NA,NA,"VIES030522","VIES030522","Alegre",NA,NA,"R.S. Ribeiro","2020","02","27",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA
"166","2020-06-29 09:29:47-03","UFRRJ","RBR","9061","S","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","blanchetii","Arrabidaea blanchetii","A. DC.","C. Garcia",NA,"2002",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"RBR00009061","RBR00009061","Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
