"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","infraspecificEpithet","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount","eventTime","sex"
"169","2021-03-30 12:46:27-03","EAO","IAN","170149","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Glaziou, AFM","12670",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"IAN170149",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-30 12:46:27-03","EAO","IAN","171591","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Lohmann, LG",NA,NA,NA,"Costa, MAS da","152","1996","02","12","Brasil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.966667","-2.883333","-59.966667","-2.883333","Erva terrícola.","IAN171591",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-30 12:46:27-03","EAO","IAN","173137","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"D, R","s.n.","2001","03","22","Brasil","Pará","Carajás","Jazida N5, próx. ao ETA, em canga.",NA,NA,NA,NA,NA,"IAN173137",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-30 12:46:27-03","EAO","IAN","173137","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"D, R","s.n.","2001","03","22","Brasil","Pará","Carajás","Jazida N5, próx. ao ETA, em canga.",NA,NA,NA,NA,NA,"IAN173137",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-30 12:46:27-03","EAO","IAN","32932","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","472168","1947","12","30","Brasil","Pará",NA,"Lago de Caxias, Lago do Rio Cupari. Numa ilha do lago.",NA,NA,NA,NA,NA,"IAN032932",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-30 12:46:27-03","EAO","IAN","54259","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","508943","1950","02","20","Brasil","Pará","Marajó","Rio Paracauary, Fazenda Menino Deus.",NA,NA,NA,NA,NA,"IAN054259",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-30 12:46:27-03","EAO","IAN","54260","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","508942","1950","02","20","Brasil","Pará","Marajó","Rio Paracauary, Fazenda MeninoDeus.",NA,NA,NA,NA,NA,"IAN054260",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-30 12:46:27-03","EAO","IAN","54331","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","509015","1950","02","22","Brasil","Pará","Marajó","Campo da Fazenda Menino Deus.",NA,NA,NA,NA,NA,"IAN054331",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-30 12:46:27-03","EAO","IAN","182075","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Souza, MAD de; Coelho, A; Carvalhaes, A; ER; Borghetti, C","1731",NA,NA,NA,"Brasil","Amapá","Calçoene","Cachoeira Grande (balneário). Igarapé de águas claras com corredeiras, solo arenoso com grandes pedras emersas e submersas (com vegetação herbácea), e algumas emersas com vegetação rasteira e arbustiva. Vegetação ciliar de igapó, campina/campinarana.","-51",NA,"-51",NA,NA,"IAN182075",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-30 12:46:27-03","EAO","IAN","74105","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1977",NA,NA,"Black, GA","14377","1952","05","02","Brasil","Pará","Marajó","Rio Ararí, Fazenda Tuiuiú, campo semi-inundado.",NA,NA,NA,NA,NA,"IAN074105",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-30 12:46:27-03","EAO","IAN","182075","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Souza, MAD de; Coelho, A; Carvalhaes, A; ER; Borghetti, C","1731",NA,NA,NA,"Brasil","Amapá","Calçoene","Cachoeira Grande (balneário). Igarapé de águas claras com corredeiras, solo arenoso com grandes pedras emersas e submersas (com vegetação herbácea), e algumas emersas com vegetação rasteira e arbustiva. Vegetação ciliar de igapó, campina/campinarana.","-51",NA,"-51",NA,NA,"IAN182075",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-30 12:46:27-03","EAO","IAN","182076","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Souza, MAD de; Coelho, A; Carvalhaes, A; ER; Borghetti, C","1732",NA,NA,NA,"Brasil","Amapá","Calçoene","Cachoeira Grande (balneário). Igarapé de águas claras com corredeiras, solo arenoso com grandes pedras emersas e submersas (com vegetação herbácea), e algumas emersas com vegetação rasteira e arbustiva. Vegetação ciliar de igapó, campina/campinarana.","-51",NA,"-51",NA,NA,"IAN182076",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-30 12:46:27-03","EAO","IAN","182076","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Souza, MAD de; Coelho, A; Carvalhaes, A; ER; Borghetti, C","1732",NA,NA,NA,"Brasil","Amapá","Calçoene","Cachoeira Grande (balneário). Igarapé de águas claras com corredeiras, solo arenoso com grandes pedras emersas e submersas (com vegetação herbácea), e algumas emersas com vegetação rasteira e arbustiva. Vegetação ciliar de igapó, campina/campinarana.","-51",NA,"-51",NA,NA,"IAN182076",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-30 12:46:27-03","EAO","IAN","86158","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Nascimento, EAP","2019","03","28","Smith, SG","1202","1950","07","12","Colômbia",NA,NA,"In wet silt near river and rice fields. Rio Cabrera ca. 18km northeast of Villavieja; upper basin of rio Magdalena.",NA,NA,NA,NA,"Erect herb 17-60cm tall, petals early deciduous.","IAN086158",NA,NA,"450","450",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-30 12:46:27-03","EAO","IAN","91670","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Raven, PH","1971",NA,NA,"Pires, JM; Black, GA","6265","1956","12","14","Brasil","Pará","Serra do Cachimbo",NA,NA,NA,NA,NA,NA,"IAN091670",NA,NA,"425","425","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-30 12:46:27-03","EAO","IAN","92104","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Luiza, M","1203","1955","06","17","Brasil",NA,NA,"Margem do igarapé do Passarinho, terra firme, arenosa, capoeira.",NA,NA,NA,NA,"Arbusto de 2m de altura.","IAN092104",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-30 12:46:27-03","EAO","IAN","137599","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis octovalvis","(Jacq.) P.H.Raven","Raven, PH","1971","01",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","13132","1966","02","24","Brasil","Distrito Federal",NA,"Gallery margin, ca. 5km S.E. of Brasília on road to Belo Horizonte.",NA,NA,NA,NA,"Herb to ca. 40cm tall. Corolla yellow; anthers red-purple.","IAN137599","octovalvis",NA,"1000","1000","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-30 12:46:27-03","EAO","IAN","143251","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis octovalvis","(Jacq.) P.H.Raven","Raven, PH","1976","08",NA,"Cordeiro, MR","35","1974","06","13","Brasil","Mato Grosso","Dardanelos","Rio Aripuanã.",NA,NA,NA,NA,NA,"IAN143251","octovalvis",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-30 12:46:27-03","EAO","IAN","143333","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis octovalvis","(Jacq.) P.H.Raven","Raven, PH","1976","08",NA,"Cordeiro, MR","117","1974","06","16","Brasil","Mato Grosso","Dardanelos","Rio Aripuanã. Estrada Santa Helena, capoeira terra firme.",NA,NA,NA,NA,"Arbusto de 1m de altura.","IAN143333","octovalvis",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-30 12:46:27-03","EAO","IAN","166255","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Cordeiro, MR; Batista, J","2618","1997","04","26","Brasil","Amapá","Macapá","Fazenda São Bento. Bloco-5. Ponto-14. Igarapé Glória. Coleta Geral.","-51.0663986206055","-0.366667002439499",NA,NA,"Arbusto. Flor amarela.","IAN166255",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-30 12:46:27-03","EAO","IAN","166311","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Cordeiro, MR; Batista, J","2674","1997","04","30","Brasil","Amapá","Macapá","Rio Tartarugal Grande, grande pedra à margem do rio em conexão com o campo cerrado. Coleta feita sobre pedra.","-51.0663986206055","-0.366667002439499",NA,NA,"Erva. Frutos verdes.","IAN166311",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-30 12:46:27-03","EAO","IAN","166317","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Cordeiro, MR; Batista, J","2680","1997","04","30","Brasil","Amapá","Macapá","Rio Tartarugal Grande, grande pedra à margem do rio em conexão com o campo cerrado. Coleta feita sobre pedra.","-51.0663986206055","-0.366667002439499",NA,NA,"Arbusto. Frutos verdes.","IAN166317",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-30 12:46:27-03","EAO","IAN","159381","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Cordeiro, MR","1982",NA,NA,"Dantas, M; Cordeiro, MR","1422","1982","11","10","Brasil","Amapá","Porto Grande","Rio Aproema, Bonito, margem do Rio Aporema.","-51.4132995605469","0.713333010673523",NA,NA,NA,"IAN159381",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"112612","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-30 12:46:25-03","EAO","IAN","118823","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Vieira, AOS","2003","07","22","Belém, RP; Magalhães, MG","533","1965","03","25","Brasil","Bahia","Ilhéus","Centro de Pesquisa do cacau, CEPLAC,CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,"Planta de 1m de altura, caule e avermelhado.","IAN118823",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-30 12:46:25-03","EAO","IAN","118823","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Vieira, AOS","2003","07","22","Belém, RP; Magalhães, MG","533","1965","03","25","Brasil","Bahia","Ilhéus","Centro de Pesquisa do cacau, CEPLAC,CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,"Planta de 1m de altura, caule e avermelhado.","IAN118823",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-30 12:46:25-03","EAO","IAN","119303","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Sucre, D","714","1965","07","20","Brasil","Distrito Federal","Brasília","Pântanos do Zoo-botânico.","-47.9296989440918","-15.7797002792358",NA,NA,"50cm de altura; flores amarelas; palustre.","IAN119303",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-30 12:46:26-03","EAO","IAN","151931","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Raven, PH","1976",NA,NA,"Ribeiro, BGS; Pinheiro, GS","1272","1976","02","02","Brasil","Maranhão","Maracaçumé",NA,"-45.9592018127441","-2.04277992248535",NA,NA,"Planta rasteira, cálice verde, corola e estame amarelos.","IAN151931",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"27807","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-30 12:46:27-03","EAO","IAN","59962","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1977",NA,NA,"Fróes, RL","26822","1951","01","15","Brasil","Maranhão","São Luis","Reservatório Sacaven, beira d'água.","-44.3027992248535","-2.52972006797791",NA,NA,"Erva.","IAN059962",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"33693","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-30 12:46:25-03","EAO","IAN","104177","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Magalhães, MG","234","1940","06","11","Brasil","Minas Gerais","Nova Ponte","Margem arenosa do rio das Velhas, em Nova Ponte.","-47.6747016906738","-19.1525001525879",NA,NA,"Subarbusto de 1m de altura, flor amarela.","IAN104177",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-30 12:46:26-03","EAO","IAN","158251","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Cordeiro, MR","1982",NA,NA,"Cordeiro, MR; Conceição, NSCA","1670","1982","08","04","Brasil","Pará","Afuá","Várzea, ao lado da ponte perto da fábrica de palmito.","-50.3866996765137","-0.156666994094849",NA,NA,NA,"IAN158251",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"124640","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-30 12:46:26-03","EAO","IAN","158323","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Cordeiro, MR",NA,NA,NA,"Cordeiro, MR; Sena, NA","1742","1982","08","20","Brasil","Pará","Anajás","Ao lado do aeroporto, várzea alta, solo hidromórfico.","-49.939998626709","-0.986666977405548",NA,NA,"Erva, fruto vermelho.","IAN158323",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"81910","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-30 12:46:27-03","EAO","IAN","17345","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Pires, JM; Black, GA","349","1945","10","04","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,NA,"Flores amarelas.","IAN017345",NA,"IAN017345 IAN017345_e",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-30 12:46:27-03","EAO","IAN","167788","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ribeiro, BGS",NA,NA,NA,"Nitta, A","17803","1997","02","09","Brasil","Pará","Belém","Campo da EMBRAPA-CPATU.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN167788",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-30 12:46:27-03","EAO","IAN","62229","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Phillip, AM","1963",NA,NA,"Black, GA","10951","1950","12","19","Brasil","Pará","Belém","Catú, terra firme.","-48.5043983459473","-1.4558299779892",NA,NA,"Anual, ruderal, flor amarela, pátala caducissíma.","IAN062229",NA,"IAN062229 IAN062229_e",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-30 12:46:27-03","EAO","IAN","89081","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","18134","1955","03","02","Brasil","Pará","Belém","IAN, capoeira 157 L.","-48.5043983459473","-1.4558299779892",NA,NA,"Erva, flor amarela.","IAN089081",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-30 12:46:25-03","EAO","IAN","133526","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Oliveira, E","5459","1971","04","09","Brasil","Pará","Belém","Mosqueiro, Estrada que liga a Vila. Terreno baixo úmido.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN133526",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-30 12:46:27-03","EAO","IAN","163547","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Marinho, LR","1987",NA,NA,"Marinho, LR","1384","1987","07","15","Brasil","Pará","Marabá","Floresta do Rio Doce, campo de terra firme.","-49.1178016662598","-5.36860990524292",NA,NA,NA,"IAN163547",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-30 12:46:27-03","EAO","IAN","162284","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"Marinho, LR","11","1988","06","17","Brasil","Pará","Marabá","Quadra da Castanha nas parcelas de experimento do dr. Mário Dantas. Floresta Doce.","-49.1178016662598","-5.36860990524292",NA,NA,"Arbusto de 50cm com frutos maduros.","IAN162284",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-30 12:46:27-03","EAO","IAN","83659","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Munz, PA","1963",NA,NA,"Black, GA","16229","1954","05","31","Brasil","Pará","Moju","Rio Moju, Campina da Fábrica, campo secundário.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"IAN083659",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-30 12:46:27-03","EAO","IAN","74560","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Pires, JM","4328","1952","10","05","Brasil","Pará","Salinópolis","Na areia da praia.","-47.3560981750488","-0.613610982894897",NA,NA,NA,"IAN074560",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"23190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-30 12:46:27-03","EAO","IAN","54184","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","508860","1950","01","30","Brasil","Pará","Soure","Fezendinha, pasto com torrões.","-48.5233001708984","-0.716666996479034",NA,NA,NA,"IAN054184",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-30 12:46:27-03","EAO","IAN","54443","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Ramamoorthy, TP","1980",NA,NA,"Black, GA","509139","1950","03","14","Brasil","Pará","Soure","Rio Paracauary, Fazenda Genipapo.","-48.5233001708984","-0.716666996479034",NA,NA,NA,"IAN054443",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-30 12:46:26-03","EAO","IAN","155787","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Rosa, NA",NA,NA,NA,"Rosa, NA","2429","1978","06","19","Brasil","Pará","Tucuruí","Arredores do aeroporto de Tucuruí. Mata de terra firme, latosolo amarelo.","-49.6725006103516","-3.76610994338989",NA,NA,"Arbusto de 1,50m de altura; frutos marrons-verde, folhas atacadas por largatão.","IAN155787",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-30 12:46:27-03","EAO","IAN","122545","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","suffruticosa","Ludwigia suffruticosa","Walter",NA,NA,NA,NA,"D'Arcy, WG","953","1966","09","03","Estados Unidos","Flórida",NA,"Plentiful in 2 dm of quiet water at edge of Lake Brooklyn beside Fla 21, Clay County.",NA,NA,NA,NA,"Heads dirty white to yellow; submerged leaves purplish red; stems erect to 1m.","IAN122545",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2013-07-03 11:18:57-03","EBDA","BAH","6834","S","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H. Raven",NA,NA,NA,NA,"L. R. Noblick",NA,"1980","07","31","Brasil","Bahia","Gov. Mangabeira","Represa de Bananeira","-39.05","-12.533333","39W 03'","12S 32'","Subarbusto de mais ou menos 50cm, ramificado, piloso com flores amarelas vistosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2013-07-03 11:18:57-03","EBDA","BAH","3502","S","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H. Raven","Scardino, Noblick, Paranhos,Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","1980","07",NA,"Grupo Pedra do Cavalo","277","1980","06",NA,"Brasil","Bahia","Cachoeira","Porto Castro Alves","-38.9558","-12.6183",NA,NA,"Planta herbácea, pilosa e com flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"215","2013-07-03 11:18:57-03","EBDA","BAH","3598","S","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H. Raven","E. Zardini","1989",NA,NA,"Edna L. Paiva Oliveira","356","1981","09","23","Brasil","Bahia","Itaberaba","Faz. Morro de Pedra - próximo a sede","-40.3069","-12.5275",NA,NA,"Erva de flores amarelas que caem com muita facilidade, cálice persistente; muito frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA,NA,NA,NA
"216","2013-07-03 11:18:57-03","EBDA","BAH","6885","S","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H. Raven","L. R. Noblick","1985",NA,NA,"L. R. Noblick","4141","1985","07","17","Brasil","Bahia","Serra Preta","Faz. Santa Clara, 7km W do Ponto de Serra Preta","-39.3317","-12.1603",NA,NA,"Subarbusto de 50-80cm com pétalas amarelas, caule e fruto arroxeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25913","auto",NA,NA,NA,NA,NA,NA,NA,NA
