"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"94","2021-03-16 17:52:36-03","UCS","HUCS","830","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","Smith & Downs","Smith, L.B.","1968",NA,NA,"Klein, R.M.","7276","1967","03","14","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Mata",NA,NA,"Angiospermae","Gentianales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:52:36-03","UCS","HUCS","833","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","Smith & Downs","Smith, L.B.","1968",NA,NA,"Klein, R.M.","7299","1967","03","15","Brasil","Santa Catarina","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Mata",NA,NA,"Angiospermae","Gentianales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:52:36-03","UCS","HUCS","42560","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F.","2015","03","05","Gonzatti, F.","1559","2015","01","21","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Veados","-50.169714","-29.897839","-50.169714","-29.897839","7","7","arvoreta no sub-bosque; mata de Restinga úmida",NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:52:36-03","UCS","HUCS","44364","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F.","2015","11",NA,"Gonzatti, F.","2122","2015","09","13","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.191164","-29.870872","-50.191164","-29.870872","8","8","Arvoreta com cálices bem desenvolvidos na frutificação; No interior da mata paludosa",NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:52:36-03","UCS","HUCS","51335","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Roncen, B.P.","2020","10",NA,"Gonzatti, F.","4193","2018","02","24","Brasil","Rio Grande do Sul","São Francisco de Paula","Canion Josafaz - Trilha da Tajuva para a Cachoeira Josafaz","-50.032764","-29.350542","-50.032764","-29.350542","925","925","Arvoreta ca. 1,7m de altura. Ramosa, flores brancas. No subosque da mata de encosta. Subida da Tajuva.",NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-16 17:52:36-03","UCS","HUCS","35751","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Roncen, B.P.","2020","10",NA,"Wasum, R.","4599","2010","02","23","Brasil","Rio Grande do Sul","Nova Petrópolis","Aldeia Parque do Imigrante","-51.1143989562988","-29.3763999938965",NA,NA,"700","700","interior da mata.",NA,NA,"Angiospermae","Gentianales",NA,NA,"14669","auto",NA,NA,NA,NA,NA,NA
"100","2020-04-27 16:11:29-03","UFES","VIES","28962","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F.","2015","03","05","Gonzatti, F.","1559","2015","01","21","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Veados.","-50.169722","-29.897778","50º10'11''W","29º53'52''S","7","7",NA,"VIES028962","VIES028962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-03-01 12:47:40-03","UTFPR","HCF","30667","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","F. Marinero","2017","10","04","F. Marinero","644","2017","09","25","Brasil","SC","Balneário Camboriu","Praia do Estaleiro","-48.586389","-27.029722","48°35'11 W","27°01'47 S","10","10","arbusto 1,5 m. Frutos imaturos verdes com cálice persistente verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-08-16 08:40:57-03","UTFPR","HCF","28605","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","F. Gonzatti","2015","03","05","F. Gonzatti","1559","2015","01","21","Brasil","RS","Osório","próximo à Lagoa dos Veados","-50.169722","-29.897778","50°10'11 W","29°53'52 S","7","7","arvoreta no subosque. Mata de Restinga úmida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-06-29 09:32:02-03","UFRRJ","RBR","10963","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","F.R. Di-Maio","2004","02",NA,"L.F.T. Menezes","902","2002","01","04","Brasil","Rio de Janeiro","Ilha de Guaratiba","Estrada das Tachas, remanescente de Floresta Atlântica.",NA,NA,NA,NA,NA,NA,NA,"RBR00010963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-06-29 09:32:02-03","UFRRJ","RBR","26768","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","D. Hottz","2007","12","26","A. Puttemans","s.n.","1991","01","15","Brasil","Rio de Janeiro","Corcovado","paineira.",NA,NA,NA,NA,NA,NA,NA,"RBR00026768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-06-29 09:32:02-03","UFRRJ","RBR","29762","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"D. Hottz","108","2007","11","24","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Acima da Gruta da Santana, floresta atlantica de encosta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00029762",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"106","2020-06-29 09:32:02-03","UFRRJ","RBR","10961","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"G. Siqueira","81","2002","08","17","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Trilha da Senzala.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00010961",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"107","2020-06-29 09:32:02-03","UFRRJ","RBR","22540","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"F.C. Nettesheim","181","2006","04","15","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, descida da triloha da senzala sentido bravo 10.'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00022540",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"108","2020-06-29 09:32:02-03","UFRRJ","RBR","10962","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"G. Siqueira","48","2002","04","14","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Floresta da Gruta da Santa.'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00010962",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:43:44-03","MBM","MBM","153663","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","7348",NA,NA,NA,"Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"MBM153663","MBM153663",NA,NA,"Southern America",NA,"21922","auto",NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:43:44-03","MBM","MBM","427516","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Korte, A.","2011","01","11","Korte, A.; Kniess, A.; Kniess, A.","4865","2010","11","09","Brazil","Santa Catarina","Camboriú","Cobra Fria","-48.780556","-27.09","-48.780556","-27.09","341","341","Arbusto.; Floresta Ombrófila Densa. Estágio médio de regeneração.","MBM427516",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:43:44-03","MBM","MBM","427694","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M.","2010","08","15","Verdi, M.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.","4226","2010","04","07","Brazil","Santa Catarina","Armazém","São José dos Macacos, Mineiração","-48.959444","-28.2625","-48.959444","-28.2625","412","412","Arbusto. Fruto roxo.; Floresta Ombrófila Densa. Estágio Médio. Interior do fragmento.","MBM427694",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:43:44-03","MBM","MBM","427196","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Schwirkowski, P.","2018","06","18","Schwirkowski, P.","2803","2018","06","18","Brazil","Santa Catarina","São Bento do Sul","Centro, Atrás do Hotel Serra Alta","-49.383333","-26.241389","-49.383333","-26.241389","850","850","Arbusto, heliófita. Frutos esverdeados imaturos, flores brancas; Floresta Ombrófila Mista, capão.","MBM427196",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:43:44-03","MBM","MBM","427516","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Korte, A.","2011","01","11","Korte, A.; Kniess, A.; Kniess, A.","4865","2010","11","06","Brazil","Santa Catarina","Camboriú","Cobra Fria","-48.780556","-27.09","-48.780556","-27.09","341","341","Arbusto.; Floresta Ombrófila Densa. Estágio médio de regenração.","MBM427516",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:43:49-03","MBM","MBM","148523","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Hatschbach, G.; Campos, A.R.; Campos, A.R.","56369",NA,NA,NA,"Brazil","Paraná","Morretes","Caminho Prainhas - Engenheiro Lange","-48.834400177002","-25.476900100708",NA,NA,"350","350","Arbusto ramoso, 2m, flor alva, demum creme. Mata pluvial","MBM148523","MBM148523",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:43:49-03","MBM","MBM","111897","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","J.H.; Kirbride Jr.",NA,NA,NA,"Lima, H.C. de; et al.; et al.","2372",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,"MBM111897","MBM111897",NA,NA,"Southern America",NA,"20531","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:43:49-03","MBM","MBM","111899","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","J.H.; Kirbride Jr.",NA,NA,NA,"Lima, H.C. de; et al.; et al.","2464",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,"MBM111899","MBM111899",NA,NA,"Southern America",NA,"20531","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:43:49-03","MBM","MBM","97694","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","7299",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"200","200","Mata. Arvoreta 5m alt. Flor branca","MBM097694","MBM097694",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:43:49-03","MBM","MBM","51787","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Klein, R.","1848",NA,NA,NA,"Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,"30","30","Capoeirão, Arbusto, 3m de alt.; flor branca","MBM051787","MBM051787",NA,NA,"Southern America",NA,"27253","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:43:49-03","MBM","MBM","104400","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","39625",NA,NA,NA,"Brazil","Santa Catarina","Penha","Armação, 7km S de Penha","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,"Arbusto 2,5m alt. Cáliz blanco amarillento. Fruto azul","MBM104400","MBM104400",NA,NA,"Southern America",NA,"9872","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:43:49-03","MBM","MBM","416682","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Marinero, F.","2017","10","04","Marinero, F.; Bianchin, J.E.; Bianchin, J.E.","644","2017","09","25","Brazil","Santa Catariana","Balneário Camboriú","Praia do Estaleiro, Propriedade particular, avenida interpraias","-48.586389","-27.029722","-48.586389","-27.029722","10","10","Arbusto 1,5 m; frutos imaturos verdes com cálice persitente verde.; Floresta Ombrofila Densa das Terras Baixas.","MBM416682",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:43:49-03","MBM","MBM","159842","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Prado, J.; et al.; et al.","488",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Trllha do Vele do Rio Real","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arvoreta ca. de 2m de altura; cálice arroxeado, pétalas amarelas, estames brancos.","MBM159842","MBM159842",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:43:49-03","MBM","MBM","139792","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Klein, R.; et al.; et al.","10866",NA,NA,NA,"Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,"100","100","Mata. Arbusto, 2m de alt.; flor branca","MBM139792","MBM139792",NA,NA,"Southern America",NA,"29971","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:43:49-03","MBM","MBM","9663","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Jardim, J.","2009","07",NA,"Hatschbach, G.","19014",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"50","50","Arbusto 2,50 m, flor creme, tubo int. amarelo, fruto violeta. Mata pluvial, encosta de morro","MBM009663","MBM009663",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7481","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"W.R. Matos","130","2004","02","13","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Trilha da Caixa D'água.","-43.216667","-22.966667","-43.216667","-22.966667",NA,NA,"Parcela C.","FCAB007481",NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-01 15:28:39-03","PUC-RIO","FCAB","6333","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","Sebastião Nto","2002","08","12","A. Solórzano; R.R. Oliveira","s.n.","2002","03","12","Brasil","Rio de Janeiro","Rio de Janeiro","Maciço a Pedra Branca, Floresta do Camorim, Morro","-43.2075004577637","-22.9027996063232",NA,NA,"350","350","Arbusto de aproximadamente 4m. Em floresta secundária em estágio avançado.","006333",NA,NA,"Angiospermae",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"126","2021-02-11 17:21:35-03","UFPR","UPCB","60722","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","Witt, N.G.P.M.","2008","01","01","Lima, D.F.S.","16","2008","09","12","Brasil","Paraná","Antonina","Reserva Natural do Rio Cachoeira.","-48.710556","-25.435278","-48.710556","-25.435278","5","5","Arbusto, flores brancas e frutos verdes. Floresta ombrófila densa..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:21:35-03","UFPR","UPCB","47250","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","Fl. Il. Catarinense - Rubiáceas, vol. 2, pg. 596",NA,NA,NA,"Klein, R.M.","1848","1956","02","20","Brasil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Arbusto 3m, flor branca. Capoeirão. Alt.: 30m s.n.m..",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"128","2021-02-11 17:21:35-03","UFPR","UPCB","2035","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","Fl. Il. Catarinense - Rubiáceas, vol. 2, pg. 596",NA,NA,NA,"Klein, R.M.","1848","1956","02","20","Brasil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Arbusto 3m, flor branca. Capoeirão. Alt.: 30m s.n.m..",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"129","2021-02-11 17:21:35-03","UFPR","UPCB","40408","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","Fl. Il. Catarinense - Rubiáceas, vol. 2, pg. 596",NA,NA,NA,"Gonçalves, O.M.",NA,"1998","04","03","Brasil","Paraná","Arapongas","Parque da Raposa","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,"Arvoreta 1,5m-2m, frutos imaturos verdes e maduros arroxeados. Interior da mata..",NA,NA,NA,NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA
"130","2020-03-30 09:21:00-03","MO","MOBOT","100991299","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","S. L. Jung Mendacolli",NA,NA,NA,"C.B. Toledo|Fábio de Barros|M.M.R.F. Melo","Toledo 52","1985","3","6","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro das Pedras.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"37574","auto",NA,NA,NA,"1",NA,NA
"131","2020-03-24 08:57:00-03","MO","MOBOT","100991296","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","S. L. Jung Mendacolli",NA,NA,NA,"R.D. Calasans X.|et al.","Calasans X. 33","1982","10","28","Brazil","São Paulo","Cananéia","Rio Tajuba, NA Reserva Biologica da Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"37574","auto",NA,NA,NA,"1",NA,NA
"132","2014-11-02 16:56:00-02","MO","MOBOT","3206062","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"H.F. Leitao Filho|R.R. Rodrigues|A. Rozza|T. Sposito|K. Santos|A.P. Vieira","Leitão 33537","1995",NA,NA,"Brazil","São Paulo",NA,"Iguape, Morro do Cristo, 41:29'28,2W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-01-10 05:16:00-02","MO","MOBOT","3206360","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"M. Kirizawa","Kirizawa 3201","1995",NA,NA,"Brazil","São Paulo",NA,"município de Ilhabela. Parque Estadual de Ilhabela. Mata Atlãntica. Trilha Toca da Goteira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","3206614","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"Hoffmann","Hoffmann 59","1994","9","8","Brazil","São Paulo",NA,"Município de Cananéia. Ilha Comprida. Estrada entre a balsa e a Praia de Ilha Comprida. Área de mata de restinga com transição para dunas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2012-04-26 10:04:00-03","MO","MOBOT","3206949","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 19014","1968","4","11","Brazil","Paraná",NA,"Rio do Cedro (mun. Guaraqueçaba)",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"136","2011-03-22 12:00:00-03","MO","MOBOT","3206996","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.",NA,NA,NA,NA,"Ludwig Riedel","Riedel s.n.","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2013-12-28 19:53:00-02","MO","MOBOT","3207288","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"Piero G. Delprete|A. Reis|O. Iza","Delprete 6977","1998","12","2","Brazil","Santa Catarina",NA,"Ilhota, Parque Botânico do Morro Baù. Trilha a lado da Cachoeira Central. Vegetação quasi primária.","-48.95","-26.8",NA,NA,"200.00000000","250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2013-12-28 19:53:00-02","MO","MOBOT","3207460","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"Piero G. Delprete|A. Reis|O. Iza","Delprete 7045","1998","12","10","Brazil","Santa Catarina",NA,"Mun. Florianopolis, Unidade de Conservaçao Ambiental Desterro Vegetação secundária sobre solo granitico.","-48.5","-27.51666",NA,NA,"50.00000000","150.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","3207701","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C. M. Taylor",NA,NA,NA,"* SANCHES","SANCHES 51","1994","9","7","Brazil","São Paulo",NA,"Município de Subaúma. Beira da estrada Subaúma-Iguape, próximo a Subaúma 24:48'54,3S 47:44'32,4W Área de Transição mata de restinga-mata altântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2017-08-09 11:19:00-03","MO","MOBOT","538021","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C.M. Taylor",NA,NA,NA,"Ariane L. Peixoto|Alwyn H. Gentry|O.L. Peixoto","Peixoto 3991","1987","1","19","Brazil","Rio de Janeiro",NA,"Jacarepaguà, represa de Camorin. Floresta Atlantica de encosta. Transect 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"2","87-1",NA
"141","2020-06-22 14:18:15-03","UNESP-IBILCE","SJRP","33888","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.",NA,NA,NA,NA,"Gonzatti, F.","1559.0","2015","01","21","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Veados","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Mata de Restinga úmida. Arvoreta no sub-bosque.",NA,NA,"Tracheophyta","Gentianales","America do Sul",NA,"27350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"142","2020-08-31 08:57:38-03","INPA","INPA","212814","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Taylor, CM","2014","10",NA,"Laclette, P","54","1973","05","10","Brasil","Rio de Janeiro","Rio Bonito","Braçona das Cachoeiras.","-42.6096992492676","-22.7085990905762",NA,NA,NA,NA,NA,"INPA0212814","INPA0212814 INPA0212814_e","Dicotyledon Asterids","Gentianales","Southern America",NA,"20195","auto",NA,NA,NA,NA,NA,NA
"143","2021-01-09 21:48:48-03","UNICENTRO","HUCO","4124","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M.","2010","08","15","Verdi, M.; et al.; et al.","4201","2010","04","06","Brasil","Santa Catarina","Armazém",NA,"-49.0175018310547","-28.2618999481201",NA,NA,NA,NA,"FURB 30116","HUCO004124",NA,NA,NA,NA,NA,"12605","auto",NA,NA,NA,NA,NA,NA
"144","2021-01-09 21:48:48-03","UNICENTRO","HUCO","3825","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M.","2010","08","15","Verdi, M.; et al.; et al.","3554","2010","08","15","Brasil","Santa Catarina","Cocal do Sul","Linha Cabral","-49.3258018493652","-28.6011009216309",NA,NA,NA,NA,"Florística IFFSC 50, FURB 29950; Arbustivo, 2 metros, flor branca , fruto roxo, estádio de sucessão médio; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arbustivo, 2 metros, flor branca , fruto roxo, estádio de sucessão médio",NA,NA,NA,NA,NA,NA,"8237","auto",NA,NA,NA,NA,NA,NA
