"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"156","2020-12-21 16:20:31-03","MBM","MBM","410030","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Bello, D.A.; Resende, J.; Terra, G.; Ramos, M.; Resende, J.; Terra, G.; Ramos, M.","2014","08","20","Southern America","Brazil",NA,NA,"Árvore, com 6 m de altura. Base reta. casca interna rosada e externa acastanhada, fina, áspera. Flor branca.; Floresta Ombrófila Densa Submontana. Solo argiloso, serrapilheira densa.","MBM410030",NA,NA,"(Reissek) Biral","113","Rio de Janeiro","Saquarema","Conglomerado 163-3-10-42. IFN","-42.5102996826172","-22.9200000762939",NA,NA,"MBM410030","17036","auto",NA,NA,"Biral, L.","2019","02",NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:20:31-03","MBM","MBM","72349","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Hatschbach, G.","1981","10","10","Southern America","Brazil",NA,NA,"Arbusto 1,50m, fruto creme.; Caatinga.","MBM072349",NA,NA,"(Reissek) Biral","44136","Bahia","Cristópolis","Rod. BR-242","-44.4207992553711","-12.2335996627808",NA,NA,"MBM072349","44260","auto",NA,NA,"Biral, L.","2019","02",NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:20:31-03","MBM","MBM","350598","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Barros, M.A.G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM350598",NA,NA,"(Reissek) Biral","2365","Distrito Federal","Brasilia","Parque Nacional de Brasilia","-47.9296989440918","-15.7797002792358",NA,NA,"MBM350598","70570","auto",NA,NA,"Biral, L.","2019","02",NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:20:31-03","MBM","MBM","301880","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Hatschbach, G.; Barboza, E.; Barboza, E.","2004","12","04","Southern America","Brazil",NA,NA,"Arbusto 1m.; Campo cerrado, rochoso, encosta do morro.","MBM301880",NA,NA,"(Reissek) Biral","78821B","Minas Gerais","Juramento","Pau d'Alho","-43.5868988037109","-16.8481006622314",NA,NA,"MBM301880","19357","auto",NA,NA,"Biral, L.","2019","02",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:20:31-03","MBM","MBM","207102","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Jarenkow, J.A.","1993","05","25","Southern America","Brazil",NA,NA,"Árvore com ca. 14m alt., em mata atlântica de encosta. Com frutos imaturos verdes.; Árvore com ca. 14m alt. Com frutos imaturos verdes.; Mata Atlântica de Encosta.","MBM207102",NA,NA,"(Reissek) Biral","2368","Rio Grande do Sul","Morrinhos do Sul","Perdida","-49.934700012207","-29.3649997711182",NA,NA,"MBM207102","12766","auto",NA,NA,"Biral, L.","2019","02",NA,NA,NA,NA,NA,NA,NA
"161","2015-09-05 10:59:38-03","MNHN","RECOLNAT_MNHN_P","P05556062","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Marquete, R.|Klein, V.L.G.|Alvarenga, D.","1995","3","28",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05556062' target='other'> <mi>dwc_moreinfo</mi></a>","P05556062",NA,NA,"Reissek",NA,"Distrito Federal",NA,"Reserva Ecológica do IBGE. Entre a Cjacara 2 e 3 e o Ribeirão do Roncador.",NA,NA,NA,NA,"P05556062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2109",NA,NA,NA
"162","2017-09-17 18:58:35-03","MNHN","RECOLNAT_MNHN_P","P05585693","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Loefgren",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585693' target='other'> <mi>dwc_moreinfo</mi></a>","P05585693",NA,NA,"Reissek",NA,NA,NA,"Bresil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-09-05 10:26:06-03","MNHN","RECOLNAT_MNHN_P","P05585695","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Glaziou, A.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585695' target='other'> <mi>dwc_moreinfo</mi></a>","P05585695",NA,NA,"Reissek",NA,"Rio de Janeiro",NA,"Brésil (Rio Jan.) Alto Macahé","-43.188","-22.9325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18983",NA,NA,NA
"164","2015-09-05 10:26:05-03","MNHN","RECOLNAT_MNHN_P","P05585691","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Mendonça, R.C.|Walter, B.M.T.|Alvarenga, D.|Cardoso, E.","1989","3","21",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585691' target='other'> <mi>dwc_moreinfo</mi></a>","P05585691",NA,NA,"Reissek",NA,"Goiás",NA,"Brasil. Goiás, Municipio de Silvania, Estaçao Florestal e Experimental - EFLEX, WGr. Cerrado.","-48.60806","-16.65889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1347",NA,NA,NA
"165","2015-09-05 10:26:06-03","MNHN","RECOLNAT_MNHN_P","P05585692","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Glaziou, A.","1894","8","4",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585692' target='other'> <mi>dwc_moreinfo</mi></a>","P05585692",NA,NA,"Reissek",NA,"Goiás",NA,"Brésil (Minas) Cassu, route de Goyaz","-51.13083","-18.55667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20841",NA,NA,NA
"166","2016-03-09 18:11:24-03","MNHN","RECOLNAT_MNHN_P","P05556061","PreservedSpecimen",NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Marquete, R.|Klein, V.L.G.|Alvarenga, D.","1995","3","28",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05556061' target='other'> <mi>dwc_moreinfo</mi></a>","P05556061",NA,NA,"Reissek",NA,"Distrito Federal","Brasília","Reserva Ecológica do IBGE, entre a chácara 2 e 3 e o Ribeirão do Roncador","-47.9296989440918","-15.7797002792358",NA,NA,"P05556061_01","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"2111",NA,NA,NA
"167","2020-10-01 14:16:12-03","JBB","HEPH","27091","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Ramos, AE; Reis, GC; Silva, MR da","2010","09","15","Southern America","Brasil",NA,NA,"Semente com arilo branco; planta cultivada no quintal remanescente",NA,"Dicotyledon","Celastrales","Reissek","2315","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga.","-47.5625","-15.4375","978","978",NA,NA,NA,"-47.5625","-15.4375","Oliveira, MS","2010","09",NA,NA,NA,NA,NA,NA,NA
"168","2020-10-01 14:16:12-03","JBB","HEPH","15337","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Paiva, VF","1999","11","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Celastrales","Reissek","18","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a portaria privativa","-47.833333","-15.866667","1025","1025",NA,NA,NA,"-47.833333","-15.866667","Chacon, RG","2007","09",NA,"14",NA,NA,NA,NA,NA
"169","2020-10-01 14:16:12-03","JBB","HEPH","19331","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Nóbrega, MGG; Jesus, FPR de","2003","06","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Celastrales","Reissek","1895","Distrito Federal","Taguatinga","Parque Saburo Onoyama córrego","-42.057778","-15.846667",NA,NA,NA,NA,NA,"-42.057778","-15.846667","Sevilha, AC","2006","09",NA,"20",NA,NA,NA,NA,NA
"170","2020-10-01 14:16:12-03","JBB","HEPH","33043","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Kuhlmann, MP","2014","01","31","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"Dicotyledon","Celastrales","Reissek","270","Distrito Federal","Samambaia","Núcleo Rural Guariroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhlmann, MP","2014","01",NA,"31",NA,NA,NA,NA,NA
"171","2020-10-01 14:16:12-03","JBB","HEPH","18027","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Nóbrega, MGG; Oliveira, MS","2002","07","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Celastrales","Reissek","1619","Minas Gerais","Uberlândia","Distrito Industrial de Uberlândia; Córrego do Salto - Fazenda Colorado - Área próximo ao Rio Uberabinha","-48.390556","-19.466389","808","808",NA,NA,NA,"-48.390556","-19.466389","Nóbrega, MGG","2002","07",NA,"08",NA,NA,NA,NA,NA
"172","2020-10-01 14:16:12-03","JBB","HEPH","1892","S","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Ferreira, MB","1972","01","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Celastrales","Reissek","1523","Pernambuco","Garanhuns",NA,"-36.4928016662598","-8.89027976989746",NA,NA,NA,"21839","auto",NA,NA,"Ferreira, MB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-11 11:34:27-03","UFMG","BHCB","180376","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Mendes, MS; Pirani, A","2012","10","15","Southern America","Brasil",NA,NA,"Árvore; Vegetação Ciliar- Faixa estreita Floresta Estacional Decidual",NA,"Dicotyledon",NA,"Reissek","s.n.","Goiás","Goiatuba","Região da PCH Cachoeira do Meia Ponte, Região do baixo curso do rio Meia Ponte","-49.848889","-18.240278","480","480",NA,NA,NA,"-49.848889","-18.240278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-11 11:34:27-03","UFMG","BHCB","34847","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-11 11:34:27-03","UFMG","BHCB","34847","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-11 11:34:27-03","UFMG","BHCB","40730","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Lombardi, JA; Temponi, LG","1998","02","15","Southern America","Brasil",NA,NA,"Arbusto, ca 2,5m. Folhas cartáceas, frutos imaturos laranja.; Mata seca/carrasco.","BHCB034647","Dicotyledon",NA,"Reissek","2182","Minas Gerais","Januária","Distrito de Fabião.","-44.265556","-15.1125",NA,NA,NA,NA,NA,"-44.265556","-15.1125",NA,"2013","01",NA,NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:34:27-03","UFMG","BHCB","29873","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:34:27-03","UFMG","BHCB","29873","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:34:27-03","UFMG","BHCB","139366","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Schiavini, I; Lopes, SF; Oliveira, AP; Vale, VS; Dias Neto, OC; Gusson, AE","2008","09",NA,"Southern America","Brasil",NA,NA,"Floresta Estacional Semidecidual. Árvore ca. de 5m de altura e 15cm de circunferência. Indivíduo n° 40","BHCB003417","Dicotyledon",NA,"Reissek","467","Minas Gerais","Monte Carmelo",NA,"-47.4986000061035","-18.7247009277344",NA,NA,NA,"36771","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:34:27-03","UFMG","BHCB","25340","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:34:27-03","UFMG","BHCB","25340","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:34:27-03","UFMG","BHCB","4748","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Oliveira, JA de","1980","08","28","Southern America","Brasil",NA,NA,"terrestre;arbusto;",NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Belo Horizonte","Campus da UFMG. Educação Física.","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:34:27-03","UFMG","BHCB","38047","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:34:27-03","UFMG","BHCB","99065","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Tameirão Neto, E","2004","10","04","Southern America","Brasil",NA,NA,"Floresta ciliar, arbóreo",NA,"Dicotyledon",NA,"Reissek","4271","Minas Gerais","Juramento","Fazenda Tamanduá - Córrego Brejinho.","-43.5868988037109","-16.8481006622314",NA,NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:34:27-03","UFMG","BHCB","80849","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Magalhães, GM","1958","09",NA,"Southern America","Brasil",NA,NA,"Arbusto, 3-4 metros.; Mata caducifolia (mata cipó), terreno plano, seco, clareira.","BHCB034655","Dicotyledon",NA,"Reissek","17298","Minas Gerais","Divisa Alegre","Margem BH 04, Limite Bahia e Minas Gerais.","-41.3450012207031","-15.7256002426147",NA,NA,NA,"13399","auto",NA,NA,NA,"2014","05",NA,NA,NA,NA,NA,NA,NA
"186","2020-12-11 11:34:27-03","UFMG","BHCB","38904","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Salino, A; Melo, LCN","1997","10","24","Southern America","Brasil",NA,NA,"Arvoreta, 3,5 metros, folhas cartáceas, frutos maduros alaranjados; Veredas","BHCB034652","Dicotyledon",NA,"Reissek","3652","Minas Gerais","Januária","Vale do Peruaçu., Veredas depois de Caraibas","-44.3616981506348","-15.4881000518799",NA,NA,NA,"148972","auto",NA,NA,NA,"2013","01",NA,NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:34:27-03","UFMG","BHCB","37738","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek","s.n.","Minas Gerais","Januária","vale do Rio Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-11 17:18:30-03","UFPR","UPCB","56440","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Reginato, M.","2005","12","22",NA,"Brasil",NA,NA,"Arbórea 10m, frutos secos. Floresta ombrófila mista/densa..",NA,NA,NA,"Reissek","598","Paraná","Piraquara","Mananciais da Serra, trilha da Represa do Carvalinho","-48.983333","-25.483333","1000","1000",NA,NA,NA,"-48.983333","-25.483333","Groppo, M.","2007","01",NA,"01",NA,NA,NA,NA,NA
"189","2020-08-03 14:58:00-03","MO","MOBOT","1719874","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Martín Cárdenas","1921","10","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Cárdenas Hermosa 1379","Beni","Gral. Ballivian","Vic. Reyes, San Rafael","-67.1833333","-14.2","304.80000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"190","2020-08-03 14:40:00-03","MO","MOBOT","100162708","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","D. Villarroel|Aquilino Molina|G.A. Parada","2005","8","9","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Villarroel Segarra 42","Santa Cruz","Florida","Bella Vista, Sendero Ecológico el Cañadón, Cima de las montañas con especies como Clusia lechleri, Dodonea viscosa y Cordyline dracaenoides, gran diversidad y abundancia de gramíneas.","-63.7061111","-18.1958333","1470.00000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"191","2019-01-31 12:56:00-02","MO","MOBOT","100163307","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Maribel Vargas C.","2006","8","31","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Vargas Contreras 184","Santa Cruz","Florida","Bella Vista, Sedero Ecológico el Cañandon, a orillas de la quebrada el Limon.","-63.7013889","-18.2408333","1420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"192","2020-08-03 14:46:00-03","MO","MOBOT","100287419","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Magalhães Gomes, Carlos Thomaz","1895","6","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Magalhães Gomes 1498","Minas Gerais",NA,"Ad rivulus ad [Taqueral] prope O. Preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"193","2020-08-03 15:05:00-03","MO","MOBOT","100305409","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Ivan Linneo","2008","1","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Linneo Foronda 1286","Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos. Sobre las colinas.","-63.4691667","-17.8933333","1070.00000000","1100.00000000",NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"194","2020-08-03 15:02:00-03","MO","MOBOT","100306994","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","G.A. Parada|Y. Inturias","2008","1","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Parada-Gutierrez 804","Santa Cruz","Andrés Ibáñez","Monumento Natural Espejillos, Bosque bajo, dosel 5 m con emergentes de hasta 10 m, dominado por myrtaceas.","-63.4713889","-17.895","1115.00000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"195","2020-08-03 15:02:00-03","MO","MOBOT","100313613","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Maribel Vargas C.","2006","8","31","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Vargas Contreras 184","Santa Cruz","Florida","Bella Vista, Sendero Ecológioc el Cañadon, a orillas de la quebrada el Limón.","-63.7013889","-18.2408333","1420.00000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"196","2019-01-31 12:58:00-02","MO","MOBOT","100314687","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Luzmila Arroyo P.|Mary Mendizábal","2009","9","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Arroyo Padilla 4558","Santa Cruz","Vallegrande","Alrededores de la Cascada la P'ajcha. Limítrofe con la provincia Florida.","-63.8241667","-18.4019444","1705.00000000","1845.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-13",NA,"1",NA
"197","2019-01-31 12:10:00-02","MO","MOBOT","100315651","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Luzmila Arroyo P.|Mary Mendizábal","2009","9","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Arroyo Padilla 4626","Santa Cruz","Vallegrande","Alrededores de la Cascada la P'ajcha. Limítrofe con la provincia Florida.","-63.8216667","-18.4","1770.00000000","1845.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,"09-16",NA,"1",NA
"198","2020-08-03 15:05:00-03","MO","MOBOT","100361608","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Ivan Linneo","2008","1","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Linneo Foronda 1230","Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos.","-63.4402777","-17.9177778","500.00000000","800.00000000",NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"199","2020-08-03 14:40:00-03","MO","MOBOT","100417042","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Douglas C. Daly|et al.","1991","10","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Daly 6954",NA,NA,"Mun. Brasiléia, Serringal Poromgaba. Colocação São José. 25 km N of km 4 Brasiléia-Assis Brasil road.","-68.75","-10.75",NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA
"200","2019-01-31 12:39:00-02","MO","MOBOT","100476722","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","E. Mosqueira|I. Loza|E. Renjifo|R. Villanueva|Lander Cuevas","2012","4","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Mosqueira 5","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, comunidad Virgen del Rosario, arroyo Yarimita.","-68.6901389","-14.5414444","984.00000000",NA,NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,"12-02",NA,"2",NA
"201","2019-01-31 12:39:00-02","MO","MOBOT","100479135","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","2012","4","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Quispe Paucara 41","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333","902.00000000",NA,NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,"12-05",NA,"1",NA
"202","2019-01-31 12:40:00-02","MO","MOBOT","100479137","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","2012","4","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Quispe Paucara 43","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333","902.00000000",NA,NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,"12-05",NA,"1",NA
"203","2019-01-31 12:41:00-02","MO","MOBOT","100479194","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","2012","4","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Quispe Paucara 47","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333","902.00000000",NA,NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,"12-05",NA,"1",NA
"204","2019-01-31 12:24:00-02","MO","MOBOT","100509394","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","Jeaneth Villalobos|L. Villalobos|H. Panique","2008","11","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Reissek) Biral","Villalobos 1733","Chuquisaca","Luis Calvo","Municipio Villa Vaca Guzmán. P.N. y Área de Manejo Integrado Serranía del Iñao. Comunidad de Monte Grande. Por las afueras de la comunidad.","-63.8839166","-19.2685556","798.00000000",NA,NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,"1",NA
