"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","locality","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"48","2019-08-27 13:34:57-03","IAP","PACA-AGP","100316","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Fraga, L.L.","293",NA,"Brasil","RS",NA,NA,"Habitat: epífito","PACA100316","Pteridophyta","Polypodiales","Rosenst.","Fleck, R.","2006","Parque Municipal da Ronda.",NA,"07","25","São Francisco de Paula","-50.55","-29.433333",NA,NA,NA,"50°33'W","29°26'S",NA,NA,"Filicopsida","2006","09","14",NA,NA,NA,NA
"49","2019-08-27 13:34:57-03","IAP","PACA-AGP","113495","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","A. Rohr SJ",NA,NA,"Brasil","RS",NA,NA,"Depositado no Museu (Rambo) 24.08.1940.","PACA113495","Pteridophyta","Polypodiales","Rosenst.",NA,"1939","Morro Dois Irmãos.",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:34:57-03","IAP","PACA-AGP","73388","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.",NA,NA,"Brasil","PR",NA,NA,"Habitat: epiphytum ad ripam fluminis Hábito: epífito","PACA073388","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1954","Terras Citla ad fl. Capanema medium",NA,"01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:34:57-03","IAP","PACA-AGP","73398","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","5858",NA,"Brasil","RS",NA,NA,"Habitat: ad terram in silva Hábito: terrícola","PACA073398","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1952","ad fl. Uruguay supremum",NA,"01","15",NA,NA,NA,"900",NA,NA,NA,NA,NA,NA,"Filicopsida","2000","03",NA,"900",NA,NA,NA
"52","2019-08-27 13:34:57-03","IAP","PACA-AGP","73408","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","5825",NA,"Brasil","RS",NA,NA,"Habitat: in silva terrestre Hábito: terrícola","PACA073408","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1952","Ad fl. Uruguay supremum",NA,"02","21",NA,NA,NA,"850",NA,NA,NA,NA,NA,NA,"Filicopsida","2000","03",NA,"850",NA,NA,NA
"53","2019-08-27 13:34:57-03","IAP","PACA-AGP","84884","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","771",NA,"Brasil","RS",NA,NA,"Habitat: Super rupem in silva.","PACA084884","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1936","Morro perto de Estância Velha.",NA,"08","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:34:57-03","IAP","PACA-AGP","73378","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Hatschbach, G.","14801",NA,"Brasil","PR",NA,NA,"ASSL 8965 Habitat: mata de galeria","PACA073378","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1966","Rodovia do Xisto, Rio Barigui",NA,"10","09","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"25180","auto","Filicopsida","2000","03",NA,NA,NA,NA,NA
"55","2019-08-27 13:34:57-03","IAP","PACA-AGP","101758","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Windisch, P. G.","10218",NA,"Brasil","RS",NA,NA,NA,"PACA101758","Pteridophyta","Polypodiales","Rosenst.",NA,"2007",NA,NA,"10","13","Jaquirana","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,NA,"31282","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:34:57-03","IAP","PACA-AGP","99676","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Steffens, C.",NA,NA,"Brasil","RS",NA,NA,"Sem nº de HASU&nf;Em topo de afloramento arenítico; hemicriptófita rosulada e preferência lunimosa heliófita Habitat: rupícola","PACA099676","Pteridophyta","Polypodiales","Rosenst.","Steffens, C.","2005","Guaritas",NA,"05","28","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,"50525","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:34:57-03","IAP","PACA-AGP","73387","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","3542",NA,"Brasil","RS",NA,NA,"Habitat: ad marginem rivi Encantado","PACA073387","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1948",NA,NA,"12","20","Cerro Largo","-54.7380981445312","-28.1485996246338","300",NA,NA,NA,NA,"13082","auto","Filicopsida","2000","03",NA,"300",NA,NA,NA
"58","2019-08-27 13:34:57-03","IAP","PACA-AGP","73376","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","15855",NA,"Brasil","RS",NA,NA,"Habitat: ad ripam rivi ad Comandaí flumen","PACA073376","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1978","Caraguatá",NA,"02","14","Cerro Largo","-54.7380981445312","-28.1485996246338","200",NA,NA,NA,NA,"13082","auto","Filicopsida","2000","03",NA,"200",NA,NA,NA
"59","2019-08-27 13:34:57-03","IAP","PACA-AGP","90687","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. R. Lehn","869",NA,"Brasil","RS",NA,NA,"Habitat: Terrícola, em mata ciliar. Hábito: terrícola Ecossistema: MATA","PACA090687","Pteridophyta","Polypodiales","Rosenst.","C. R. Lehn","2003",NA,NA,"11","18","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,NA,NA,NA,"68371","auto","Filicopsida","2004","04","05",NA,NA,NA,NA
"60","2019-08-27 13:34:57-03","IAP","PACA-AGP","73386","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii",NA,NA,NA,"Brasil","RS",NA,NA,"ASSL 855","PACA073386","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1937","Júlio de Castilhos",NA,"01",NA,"Lageado","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,NA,"36738","auto","Filicopsida","2000","03",NA,NA,NA,NA,NA
"61","2019-08-27 13:34:57-03","IAP","PACA-AGP","73391","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.",NA,NA,"Brasil","RS",NA,NA,"Habitat: ad petras terrosas in silva Hábito: rupícola","PACA073391","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1948","Tupandi - Ritter",NA,"06","08","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,"21601","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:34:57-03","IAP","PACA-AGP","87751","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","D. Berlitz",NA,NA,"Brasil","RS",NA,NA,"HASU 13297.","PACA087751","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","2001",NA,NA,"11","03","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,NA,"18269","auto","Filicopsida","2005","12","14",NA,NA,NA,NA
"63","2019-08-27 13:34:57-03","IAP","PACA-AGP","90688","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. R. Lehn","907",NA,"Brasil","RS",NA,NA,"HASU 16319. Habitat: Em mata ciliar. Ecossistema: MATA","PACA090688","Pteridophyta","Polypodiales","Rosenst.","C. R. Lehn","2003",NA,NA,"11","03","Rosário do Sul","-54.9141998291016","-30.25830078125",NA,NA,NA,NA,NA,"71660","auto","Filicopsida","2004","04","05",NA,NA,NA,NA
"64","2019-08-27 13:34:57-03","IAP","PACA-AGP","73396","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.",NA,NA,"Brasil","RS",NA,NA,"Habitat: ad rupem humosam in silva Hábito: rupícola","PACA073396","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1950","Boa Vista",NA,"12","12","Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,NA,"38612","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:34:57-03","IAP","PACA-AGP","90692","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Windisch, P. G.","8729",NA,"Brasil","RS",NA,NA,"HASU 7436. Habitat: Sobre rocha, interior de mata com araucária. Hábito: rupícola Ecossistema: MATA ARAUCARIA","PACA090692","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1997","Estrada Silveiras a Pico de Montenegro, coxilhas com campo e formações de araucária.",NA,"04","26","São José dos Ausentes","-50.0657997131348","-28.7483005523682","1300",NA,NA,NA,NA,"42598","auto","Filicopsida","2005","12","14","1300",NA,NA,NA
"66","2019-08-27 13:34:57-03","IAP","PACA-AGP","73394","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","E. Maurmann",NA,NA,"Brasil","RS",NA,NA,"Hábito: rupícola","PACA073394","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1940","Travessao",NA,"11","13","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,"10287","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:34:57-03","IAP","PACA-AGP","90689","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Silva Jr., A.",NA,NA,"Brasil","RS",NA,NA,"HASU 3856. Habitat: Interior de mata sobre rocha. Hábito: rupícola Ecossistema: MATA","PACA090689","Pteridophyta","Polypodiales","Rosenst.","L. Silvestre","1994","Picada Verão.",NA,"03","19","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,NA,"11711","auto","Filicopsida","2000","03",NA,NA,NA,NA,NA
"68","2019-08-27 13:34:57-03","IAP","PACA-AGP","2557","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii var. gracillima","Sehnem, A.",NA,NA,"Brasil","RS",NA,NA,"Habitat: In rupe.","PACA002557","Pteridophyta","Polypodiales","Rosenst.",NA,NA,"Morro Dois Irmãos",NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"var. gracillima",NA,NA,NA,"10287","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:34:57-03","IAP","PACA-AGP","73389","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii var. serrato-dentatum","G.L. Brauner","72",NA,"Brasil","RS",NA,NA,"Habitat: interior de mato","PACA073389","Pteridophyta","Polypodiales","Ros.","A. Sehnem SJ",NA,NA,NA,NA,NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,"var. serrato-dentatum",NA,NA,NA,"51462","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:15:35-03","UFV","VIC","037056","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","221",NA,"Brasil","Rio Grande do Sul",NA,NA,"Terricola em barranco, próximo a curso de água.","VIC037056",NA,NA,"Rosenst",NA,"2012",NA,"VIC037056","05",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:15:35-03","UFV","VIC","041879","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","697",NA,"Brasil","Rio Grande do Sul",NA,NA,"Em mata ciliar, interior de mata.","VIC041879",NA,NA,"Rosenst",NA,"2013",NA,"VIC041879","06","03","São Lourenço do Sul","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:51:33-03","UFJF","CESJ","20893","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","W. Hoehne","2614","América do Sul","Brasil","São Paulo",NA,NA,NA,"CESJ020893","Polypodiopsida",NA,"Rosenst.","L.Sylvestre","1948","Terrestre, beira de córrego. Mata da S.A.F.B. Parece que caiu em sinonímia.",NA,"07","12","Limeira","-47.4000015258789","-22.5599994659424",NA,NA,NA,NA,NA,"20999","auto",NA,"2000","03",NA,NA,NA,NA,NA
"73","2019-11-21 14:51:33-03","UFJF","CESJ","72491","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","F. Gonzatti; L.O. da Rosa; M. Bettio","3541","América do Sul","Brasil","Rio Grande do Sul",NA,NA,"Erva rosetada prolífera em bordo de arroio, mata de ciliar à sombra","CESJ072491","Polypodiopsida",NA,"Rosenst.","F. Gonzatti","2017",NA,NA,"06","03","Sant'ana do Livramento","-55.583875","-30.776731","288",NA,NA,"-55.583875","-30.776731",NA,NA,NA,"2018","11",NA,"288",NA,NA,NA
"74","2019-11-21 14:51:33-03","UFJF","CESJ","71311","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","F. Gonzatti","66","América do Sul","Brasil","Rio Grande do Sul",NA,NA,"Em barranco do rio, terrícola.","CESJ071311","Polypodiopsida",NA,"Rosenst.","S.M. Schuh et ali","2010","Linha 130 da Graciema.",NA,"12","19","Santa Tereza","-51.7352981567383","-29.1688995361328",NA,NA,NA,NA,NA,"10273","auto",NA,"2011","01","20",NA,NA,NA,NA
"75","2020-10-14 09:58:47-03","FURB","FURB","35229","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Korte, A.","6480",NA,"Brasil","Santa Catarina",NA,NA,"Florística IFFSC 924 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola;","FURB06072",NA,NA,"Rosenst.","Gasper, AL de","2011","Santa Terezinha.","FURB06072","03","31","Novo Horizonte","-52.74","-26.46","536",NA,NA,"-52.7400000","-26.4600000",NA,NA,NA,"2011","07","14","536",NA,NA,NA
"76","2020-10-14 09:58:47-03","FURB","FURB","66138","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","5124",NA,"Brasil","Rio Grande do Sul",NA,NA,"Terrestre rosetado em barranco do Rio Marrecão","FURB66138",NA,NA,"Rosenst.","Gonzatti, F.","2019","Linha São José de Costa Real, Estrada para São Pantaleão.",NA,"09","29","Garibaldi","-51.6325","-29.2219445","233",NA,NA,"-51.6325000","-29.2219445",NA,NA,NA,"2019","09",NA,"233",NA,NA,NA
"77","2021-03-24 16:38:34-03","FURB","FURB","66961","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","5124",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"FURB66961",NA,NA,"Rosenst.","Gonzatti, F.","2019",NA,"FURB66961","09","29","Garibaldi","-51.6325","-29.2219445","233",NA,NA,"-51.6325000","-29.2219445",NA,NA,NA,"2019","09",NA,"233",NA,NA,NA
"78","2020-10-14 09:58:47-03","FURB","FURB","7836","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gasper, A.L. de","1798",NA,"Brasil","Santa Catarina",NA,NA,"Florística IFFSC 69. Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado; interior da mata Habito: terrícola;","FURB00037",NA,NA,"Rosenst.","Sylvestre, LS","2008",NA,"FURB00037","05","27","São Joaquim","-49.9477777","-28.4388889","1091",NA,NA,"-49.9477777","-28.4388889",NA,NA,NA,"2009","03",NA,"1091",NA,NA,NA
"79","2019-11-08 08:49:28-03","FURB","FURB","38508","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","221",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"FURB06071",NA,NA,"Rosenst.","Gonzatti, F","2011","Desvio Rizzo.","FURB06071","10","20","Caxias do Sul","-51.1794013977051","-29.1681003570557","780",NA,NA,NA,NA,"49662","auto",NA,"2012","05",NA,"780",NA,NA,NA
"80","2021-03-16 17:56:33-03","UCS","HUCS","40866","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","937",NA,"Brasil","Rio Grande do Sul",NA,NA,"em interior de mata",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2013",NA,NA,"10","09","Mostardas","-50.9376","-31.114986",NA,NA,NA,"-50.9376","-31.114986",NA,NA,NA,"2013","11",NA,NA,NA,NA,NA
"81","2021-03-16 17:56:33-03","UCS","HUCS","41100","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","697",NA,"Brasil","Rio Grande do Sul",NA,NA,"em mata ciliar, interior de mata",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2013","Arroio do Pinto",NA,"06","03","São Lourenço do Sul","-52.072139","-31.346556",NA,NA,NA,"-52.072139","-31.346556",NA,NA,NA,"2013","06","11",NA,NA,NA,NA
"82","2021-03-16 17:56:33-03","UCS","HUCS","41523","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","1204a",NA,"Brasil","Rio Grande do Sul",NA,NA,"rosetado em mata ciliar, terrícola.",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2014","Margem do Rio Camaquã",NA,"05","23","Cristal","-52.078611","-30.997064","27",NA,NA,"-52.078611","-30.997064",NA,NA,NA,"2014","05","15","27",NA,NA,NA
"83","2021-03-16 17:56:33-03","UCS","HUCS","47467","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","3478",NA,"Brasil","Rio Grande do Sul",NA,NA,"erva rosetada, sobre rochas no interior de mata de Araucária",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2017","Parque das Cachoeira, Refugiados",NA,"03","26","Vacaria","-50.914725","-28.664719","738",NA,NA,"-50.914725","-28.664719",NA,NA,NA,"2018","04",NA,"738",NA,NA,NA
"84","2021-03-16 17:56:33-03","UCS","HUCS","49056","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","4633",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rastejante em barrancos do rio",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2018","Estrada Alegrete a Sant'ana do Livramento, RS 183",NA,"09","08","Quaraí","-55.472778","-30.2975","150",NA,NA,"-55.472778","-30.2975",NA,NA,NA,"2018","10",NA,"150",NA,NA,NA
"85","2021-03-16 17:56:33-03","UCS","HUCS","48819","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","3541",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rosetada prolífera em bordo de arroio, mata de ciliar à sombra",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2017","Fazenda Lolita, Sede Campestre da Brigada Militar",NA,"06","03","Sant'ana do Livramento","-55.583875","-30.776731","288",NA,NA,"-55.583875","-30.776731",NA,NA,NA,"2018","11",NA,"288",NA,NA,NA
"86","2021-03-16 17:56:33-03","UCS","HUCS","48827","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","3626",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rosetada em barrancos úmidos de arroio",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2017","Parque Eólico, Ponte do Rio, Estância Varola",NA,"06","04","Sant'ana do Livramento","-55.6952","-30.712708","205",NA,NA,"-55.6952","-30.712708",NA,NA,NA,"2018","11",NA,"205",NA,NA,NA
"87","2021-03-16 17:56:33-03","UCS","HUCS","49631","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","2577",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rosetada em interior de mata ciliar, sobre rochas.",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2016","Criúva, cascata da Mulada",NA,"08","15","Caxias do Sul","-50.93725","-28.866333","623",NA,NA,"-50.93725","-28.866333",NA,NA,NA,"2019","05",NA,"623",NA,NA,NA
"88","2021-03-16 17:56:33-03","UCS","HUCS","50570","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","5124",NA,"Brasil","Rio Grande do Sul",NA,NA,"Terrestre rosetado em barranco do Rio Marrecão","HUCS002339","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2019","Linha São José de Costa Real, Estrada para São Pantaleão","HUCS002339","09","29","Garibaldi","-51.6325","-29.221944","233",NA,NA,"-51.6325","-29.221944",NA,NA,NA,"2019","09",NA,"233",NA,NA,NA
"89","2021-03-16 17:56:33-03","UCS","HUCS","51418","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","3419",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rupícola em paredão rochoso, junto à arroio. À sombra.","HUCS007425","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2017","Boca da Serra",NA,"03","25","Bom Jesus","-50.4501","-28.756964","925",NA,NA,"-50.4501","-28.756964",NA,NA,NA,"2021","01",NA,"925",NA,NA,NA
"90","2021-03-16 17:56:33-03","UCS","HUCS","51434","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","2444",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rosetada em barrancos de arroio. À sombra. Frondes pequenas, ápices radicantes.","HUCS007580","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2016","Fazenda Caraúno",NA,"05","28","Bom Jesus","-50.317944","-28.696111","985",NA,NA,"-50.317944","-28.696111",NA,NA,NA,"2021","01",NA,"985",NA,NA,NA
"91","2021-03-16 17:56:33-03","UCS","HUCS","23356","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Jürgens, C.","174",NA,"Brasil","Rio Grande do Sul",NA,NA,"Referência. Rosenstock, E. Beitrage zur Pteridophytenflora&nf;Sudbrasiliens.Hedwigia v.46, 57-144, 1907.","HUCS004673","Pteridophyta","Polypodiales","Rosenst.","Sylvestre, L.","1900","Arroio Castelhaninho","HUCS004673",NA,NA,"Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,NA,"38612","auto",NA,"2011",NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:56:33-03","UCS","HUCS","37915","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","221",NA,"Brasil","Rio Grande do Sul",NA,NA,"terrícola em barranco",NA,"Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","2011","Desvio Rizzo",NA,"10","20","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"49662","auto",NA,"2012","05",NA,NA,NA,NA,NA
"93","2021-03-16 17:56:33-03","UCS","HUCS","23197","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii major","Jürgens, C.","293",NA,"Brasil","Rio Grande do Sul",NA,NA,"Referência. Rosenstock, E. Beitrage zur Pteridophytenflora&nf;Sudbrasiliens.Hedwigia v.46, 57-144, 1907.","HUCS005485","Pteridophyta","Polypodiales","Rosenst.","Rosenstock, E.","1900","estação João Rodriguez","HUCS005485 HUCS005485_01 HUCS005485_02",NA,NA,"Rio Pardo","-52.378101348877","-29.9897003173828",NA,"major","isosintype",NA,NA,"46320","auto",NA,"1907",NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:56:33-03","UCS","HUCS","37473","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","142",NA,"Brasil","Rio Grande do Sul",NA,NA,"no solo, interior da mata",NA,"Pteridophyta","Polypodiales","Rosenst.","Sylvestre, L.","2011","Fazenda do Cilho",NA,"09","11","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"55856","auto",NA,"2011",NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:56:33-03","UCS","HUCS","22791","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Jürgens, C.","123",NA,"Brasil","Rio Grande do Sul",NA,NA,"Referência. Rosenstock, E. Beitrage zur Pteridophytenflora&nf;Sudbrasiliens.Hedwigia v.46, 57-144, 1907.","HUCS004674","Pteridophyta","Polypodiales","Rosenst.","Rosenstock, E.","1900","Fazenda Leitão","HUCS004674",NA,NA,"Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,NA,"38612","auto",NA,"1907",NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:56:33-03","UCS","HUCS","36453","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Gonzatti, F.","66",NA,"Brasil","Rio Grande do Sul",NA,NA,"Herbário MBM; em barranco do rio, terrícola.",NA,"Pteridophyta","Polypodiales","Rosenst.","Schuh, S.M.","2010","Linha 130 da Graciema",NA,"12","19","Santa Tereza","-51.7352981567383","-29.1688995361328",NA,NA,NA,NA,NA,"10273","auto",NA,"2011","01","20",NA,NA,NA,NA
