"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","sex"
"780","2020-12-11 11:41:03-03","UFMG","BHCB","83418","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Barreto, HLM","11337","1941","04","07","Brasil","Minas Gerais","Santos Drumont",NA,NA,NA,NA,"BHCB044072","BHCB044072","2003",NA,NA,"Estrada para São João da Serra","Arbusto, 2 metros, cálice vermelho, corolla amarella, fruto azul; Mata embrejada",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2020-12-11 11:41:03-03","UFMG","BHCB","51169","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Lombardi, JA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"782","2020-12-11 11:41:03-03","UFMG","BHCB","22259","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Strier, KB","s.n.","1983","09","18","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"783","2020-12-11 11:41:03-03","UFMG","BHCB","22259","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Strier, KB","s.n.","1983","09","18","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"784","2020-12-11 11:41:03-03","UFMG","BHCB","34891","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"785","2020-12-11 11:41:03-03","UFMG","BHCB","34891","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"786","2020-12-11 11:41:03-03","UFMG","BHCB","70739","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Paciornik, EF","105",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"787","2020-12-11 11:41:03-03","UFMG","BHCB","21112","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Spósito, TC","56","1990","09","21","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"788","2020-12-11 11:41:03-03","UFMG","BHCB","21112","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Spósito, TC","56","1990","09","21","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"789","2020-12-11 11:41:03-03","UFMG","BHCB","17759","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Costa, LVC","261","1989","05","12","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"790","2020-12-11 11:41:03-03","UFMG","BHCB","17365","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Rimdi, J","s.n.","1988","05","05","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"791","2020-12-11 11:41:03-03","UFMG","BHCB","17365","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Rimdi, J","s.n.","1988","05","05","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"792","2020-12-11 11:41:03-03","UFMG","BHCB","10195","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Andrade, IR; Costa, LVC","127","1987","07","08","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"793","2020-12-11 11:41:03-03","UFMG","BHCB","19268","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Spósito, TC","40","1990","09",NA,"Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"794","2020-12-11 11:41:03-03","UFMG","BHCB","7757","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Lopes, MA; et al.","242","1984","04","20","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Estação Biológica de Caratinga. Matão.","Mata Atlântica. Arbusto;cálice avermelhado;corola amarela;",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"795","2020-12-11 11:41:03-03","UFMG","BHCB","18228","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Leoni, LS","115","1987","09",NA,"Brasil","Minas Gerais","Carangola","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,NA,NA,NA,"Fazenda Santa Rita.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"21913","auto",NA,NA,NA,NA,NA,NA,NA
"796","2020-12-11 11:41:03-03","UFMG","BHCB","73225","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Barreto, HLM","4065","1936","01","08","Brasil","Minas Gerais","Tombos","-42.0228004455566","-20.9046993255615",NA,NA,"BHCB044074","BHCB044074","1936",NA,NA,"Fazenda São Pedro.","Arbusto; 2,00 metros; flor vermelha; muito frequente; Mata",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA
"797","2020-12-11 11:41:03-03","UFMG","BHCB","28672","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,NA,"s.n.",NA,NA,NA,"Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"Juréia",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"798","2020-12-11 11:41:03-03","UFMG","BHCB","28672","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,NA,"s.n.",NA,NA,NA,"Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"Juréia",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"799","2020-12-11 11:41:03-03","UFMG","BHCB","60025","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Brina, AE","s.n.","2000","12","10","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,"Samarco",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"800","2020-12-11 11:41:03-03","UFMG","BHCB","73228","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Oliveira, JE","516","1941","06","04","Brasil","Minas Gerais","Tombos","-42.0228004455566","-20.9046993255615",NA,NA,"BHCB044075","BHCB044075","1941",NA,NA,"Sítio de Jacinto Bissiato - Pedra Dourada","Arbusto; 1,50 metros; flor amarela, cálice vermelho; muito frequente; Mata",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA
"801","2020-03-11 09:01:36-03","URCA","HCDAL","10705","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Rebelo, C.","106","2001","03","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,"Estrada do PIraí, Municipio de Joinville, estrada do Piraí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"802","2021-02-11 17:21:35-03","UFPR","UPCB","16514","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Silva, S.M.","Shirata, M.T.","179","1985","05","20","Brasil","Paraná","Caiobá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ilha do Farol","Árvore, flor amarela. Interior da floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2021-02-11 17:21:35-03","UFPR","UPCB","19118","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra",NA,"Cardoso da Silva, F.","692","1983","08","09","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marumbi, trilha para Pico Boa Vista, km 60 da Ferrovia Curitiba- Paranaguá","Arbusto, 1,8m, flor avermelhada, pétalas amarelas. Freqüente, Flroesta Atlântica. Procuradas por beija-flor..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2021-02-11 17:21:35-03","UFPR","UPCB","21290","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Hatschbach, G.","Prado, J.","445","1993","01","20","Brasil","Paraná","Guaraqueçaba","-48.25","-25.416667","-48.25","-25.416667",NA,NA,"1993","01","01","Morro do Rio das Pacas","Árvore, ca. 3m, cálice rubro, fruto verde quando imaturo e roxo quando maduro..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2021-02-11 17:21:35-03","UFPR","UPCB","21322","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Guimarães, O.A.","Prado, J.","488","1993","04","17","Brasil","Paraná","Guaraqueçaba","-48.2","-25.333333","-48.2","-25.333333",NA,NA,"1994","05",NA,"Trilha do Vale do Rio Real","Arvoreta, ca. 2m, cálice arroxeado, pétalas amarelas, estames brancos..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2021-02-11 17:21:35-03","UFPR","UPCB","21323","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Guimarães, O.A.","Prado, J.","489","1993","04","17","Brasil","Paraná","Guaraqueçaba","-48.2","-25.333333","-48.2","-25.333333",NA,NA,"1994","05",NA,"Trilha do Vale do Rio Real","Arvoreta, ca. 2m, cálice vermelho, pétalas amarelas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","2021-02-11 17:21:35-03","UFPR","UPCB","25501","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Athayde, S.F.","Athayde, S.F.","112","1994","07","15","Brasil","Paraná","Guaraqueçaba","-48.333333","-25.283333","-48.333333","-25.283333",NA,NA,"1994","07",NA,"Morro do Quitumbê ou do Costão","Árvore, 3m x 13 + 7cm, flor amarela. Freqüente no subosque da floresta secundária..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","2021-02-11 17:21:35-03","UFPR","UPCB","28468","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Athayde, S.F.","Athayde, S.F.","63","1994","05","07","Brasil","Paraná","Guaraqueçaba","-48.333333","-25.283333","-48.333333","-25.283333",NA,NA,"1994","05",NA,"Morro do Quitumbê ou do Costão","Arvoreta, 5m, flor amarelo-ouro. Freqüente no subosque de floresta secundária..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2021-02-11 17:21:35-03","UFPR","UPCB","28512","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Athayde, S.F.","Athayde, S.F.","63","1994","05","07","Brasil","Paraná","Guaraqueçaba","-48.333333","-25.283333","-48.333333","-25.283333",NA,NA,"1994","05",NA,"Morro do Quitumbê ou do Costão","Arvoreta, 5m, flor amarelo-ouro. Freqüente no subosque de floresta secundária..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","2021-02-11 17:21:35-03","UFPR","UPCB","3147","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Braga, R.","Braga, R.","1616","1961","06","01","Brasil","Paraná","Caiobá",NA,NA,NA,NA,NA,NA,"1961","01","01","Morro da Passagem, Serra da Prata","Arbusto, 3m, cálice cor de pinha, corola amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2021-02-11 17:21:35-03","UFPR","UPCB","60721","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Witt, N.G.P.M.","Lima, D.F.S.","14","2008","09","12","Brasil","Paraná","Antonina","-48.710556","-25.435278","-48.710556","-25.435278",NA,NA,"2008","01","01","Reserva Natural do Rio Cachoeira.","Arbusto, flores com sépalas vermelhas e pétalas amarelas. Floresta ombrófila densa..","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","2021-02-11 17:21:35-03","UFPR","UPCB","69946","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra",NA,"Fraga, C.N.","2019","2008","05","05","Brasil","Espírito Santo","Cariacica",NA,NA,"9999","9999",NA,NA,NA,NA,NA,"BLOQUEADO","Arbusto, ca. 3m. Sépalas vermelhas, pétalas amarelas..","590","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","2021-02-11 17:21:35-03","UFPR","UPCB","91083","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Matos, F.B.","Quisberth, R.E.","20","2017","04","12","Brasil","Paraná","Antonina","-48.695556","-25.462778","-48.695556","-25.462778","UPCB0034073",NA,"2017","04",NA,"Reserva Natural Guaricica","Árvore de aprox. 5-6 m de altura no interior da mata, frutos azuis..","25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","2021-02-11 17:21:35-03","UFPR","UPCB","18373","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Cervi, A.C.","Aranda, S.",NA,"1986","09","10","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, ca. 3m, ramos que enraizam facilmente e bastante quebradiços, corola amarela, cálice vermelho vivo..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"815","2021-02-11 17:21:35-03","UFPR","UPCB","5439","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Smith, L.B.","Moreira Filho, H.","379","1961","07","27","Brasil","Santa Catarina","Corupá","-49.2430992126465","-26.4253005981445",NA,NA,NA,NA,"1966","09",NA,NA,"Árvore, 5m..",NA,NA,NA,NA,NA,NA,NA,NA,"23917","auto",NA,NA,NA,NA,NA,NA,NA
"816","2021-02-11 17:21:35-03","UFPR","UPCB","24936","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Salimon, C.I.","Salimon, C.I.","10","1995","03","10","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"1995","05",NA,"Arredores","Arvoreta, 3,5m. Típica do interior da floresta..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"817","2021-02-11 17:21:35-03","UFPR","UPCB","2032","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Smith, L.B.","Reitz, R.","1962","1954","07","17","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"1956","01","01","Braço Joaquim, Luis Alves","Arbusto, 2,5m, flor amarela. Mata..",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"818","2021-02-11 17:21:35-03","UFPR","UPCB","47170","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Smith, L.B.","Reitz, R.","1962","1954","07","17","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"1956","01","01","Braço Joaquim, Luis Alves","Arbusto, 2,5m, flor amarela. Mata..",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"819","2021-02-11 17:21:35-03","UFPR","UPCB","19173","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Smith, S.F.","Paciornik, E.F.","101","1984","10","07","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"1990","01","01","Floresta da Tijuca, próximo Capela Marynk Veiga","Arbusto, 1,20m, cálice vernelho, corola amarela. Mata secundária..",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"820","2021-02-11 17:21:35-03","UFPR","UPCB","29048","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Ribas, O.S.","Barbola, I.F.",NA,"1995","03","21","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"1996","10",NA,"IAPAR: Estação Experimental Morretes II","Arbusto..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"821","2021-02-11 17:21:35-03","UFPR","UPCB","13467","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Silva, S.M.","Silva, S.M.","235","1986","03","08","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Ilha do Mel, Morro Bento Alves","Árvore, 4m, corola amarela, cálice vermelho..",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"822","2021-02-11 17:21:35-03","UFPR","UPCB","15107","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Souza, W.S.","Souza, W.S.","566","1987","02","13","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Ilha do Mel, Morro Bento Alves","Árvore, 5m, flor alaranjada até vermelha. Área alterada..",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"823","2021-02-11 17:21:35-03","UFPR","UPCB","42042","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Kozera, C.","Kozera, C.","1073","1999","05","02","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"1999","05",NA,"Ilha do Mel, Morro Bento Alves","Árvore ca. 3m, botões florais amarelos, próxima a um córrego. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"824","2021-02-11 17:21:35-03","UFPR","UPCB","45229","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Jardim, J.G.","Cervi, A.C.","8210","2002","03","12","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"2002","12",NA,"Mãe Catira","Arvoreta ca. 3m, flores alvas. Beira da floresta..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"825","2021-02-11 17:21:35-03","UFPR","UPCB","45230","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Cervi, A.C.","Cervi, A.C.","8209","2002","03","18","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"2002","01","01","Mãe Catira","Arvoreta 4m, flores com pétalas amarelas. Beira da floresta..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"826","2021-02-11 17:21:35-03","UFPR","UPCB","24794","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Athayde, S.F.","Athayde, S.F.","79","1993","05","14","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"1995","01","01","Morro Bento Alves, Ilha do Mel","Arvoreta, 3m, flor amarela séssil, cálice vermelho. Comum em local alterado..",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"827","2021-02-11 17:21:35-03","UFPR","UPCB","4719","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Hatschbach, G.","Hatschbach, G.","11284","1964","04","17","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"1964","08",NA,"Morro Sete","Arbusto a arvoreta, até 5m, cálice vermelho, corola amarela. Mata pluvial da vertente atlântica..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"828","2021-02-11 17:21:35-03","UFPR","UPCB","75594","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Pastore, J. A. & Esteves, R.","Esteves, R.","3","1988","11","29","Brasil","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"1990","03","20","Parque Estadual da Serra do Mar, núcleo Pilões, bloco A, parcela 4","Arvoreta 3m, frutos.",NA,NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"829","2021-02-11 17:21:35-03","UFPR","UPCB","13095","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra",NA,"Cardoso da Silva, F.","719","1984","05","10","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Marumbi, ca. 800m da estação ferroviária, Serra do Mar, ca. 50km L de Curitiba.","Árvore, fruto maduro azul, flor amarela..","500","500",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"830","2021-02-11 17:21:35-03","UFPR","UPCB","42043","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schlecht.) Wawra","Kozera, C.","Kozera, C.","1035","1999","04","17","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"1999","04",NA,"Parque Estadual Pico do Marumbi","Árvore ca. 3m, flores com cálice vermelho e frutos roxos imaturos. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
