"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","infraspecificEpithet","individualCount","fieldNumber"
"97","2019-02-15 11:39:44-02","IPA","IPA","16148","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Andrade-Lima","67-4959","1967","02","10","Southern America","Brasil","Pernambuco","Côchos. Beira da estrada.",NA,NA,"Arbusto escandente. 6 - 8 m compr. Sobre pequenas Verdes. Flores verdes amareladas.","IPA0016148",NA,"Silva, O.L.M.","Bonito","-35.7285995483398","-8.47027969360352",NA,"20932","auto","2017","07","10",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-02-15 11:39:44-02","IPA","IPA","32617","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Barreto, R.","110","1984","01","31","Southern America","Brasil","Pernambuco","Casa Forte, jardim residencial da rua Oliveira Góes.",NA,NA,"Arbusto cerca 2 m de altura. Folhas vináceas.","IPA0032617",NA,"Ataíde, M.","Recife","-34.8810997009277","-8.05389022827148",NA,"18865","auto","1984","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-02-15 11:39:44-02","IPA","IPA","61608","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Silva, A.","s.n.","2000","03","28","Southern America","Brasil","Pernambuco","Engenho D' água. Cultivada em jardim.",NA,NA,"Erva ereta, até 2 m de altura. Violáceas. Flores esverdeadas. Medicinal.","IPA0061608",NA,"Silva, O.L.M.","Igarassu","-34.9063987731934","-7.83416986465454",NA,"24709","auto","2017","07","10",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-02-15 11:39:44-02","IPA","IPA","615","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","cotinoides","Euphorbia cotinoides","Miq.","Pereira, G.","s.n.","1941","09","17","Southern America","Brasil","Pernambuco","Cultivada no Jardim Dois Irmãos.",NA,NA,"Originária do Amazonas. Material muito estragado.","IPA0000615",NA,"Vasconcellos Sobrinho","Recife","-34.8810997009277","-8.05389022827148",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:29:03-03","IAP","PACA-AGP","86619","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Euphorbia","caracasana","Euphorbia caracasana","(Klotzsch & Garcke) Boiss.","Sehnem, A.","16512","1979","05","08",NA,"Brasil","RS","pátio Unisinos",NA,NA,"Habitat: em cultura","PACA086619",NA,"A. Sehnem SJ","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"10287","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"102","2019-08-27 13:29:03-03","IAP","PACA-AGP","93041","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","V. F. Nunes",NA,"1989","02","14",NA,"Brasil","RS","Campus do Vale UFRGS",NA,NA,"Arbusto de folhas avermelhadas, produz látex; HEDU 1054. Habitat: cultivar, sol direto Hábito: arbusto","PACA093041",NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"103","2019-08-27 13:29:03-03","IAP","PACA-AGP","93042","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. Larocca",NA,"1988","06","17",NA,"Brasil","RS","Novo Campus Unisinos",NA,NA,"planta com látex muito tóxico; HEDU 113. Habitat: cultivado","PACA093042",NA,"C. Steffen","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"10287","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"104","2019-11-21 14:35:38-03","UFJF","CESJ","72833","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","L. Krieger","CESJ72833","1981","02","21","América do Sul","Brasil","Amazonas",NA,NA,NA,"N.v.: Maleiteira, Assacuzinho. Arbusto cultivado, ormamental, folhas roxas, flores creme.","CESJ072833",NA,"L. Krieger","Tefé","-64.7114028930664","-3.35417008399963",NA,"340205","auto","1981","02","21",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 14:35:38-03","UFJF","CESJ","19974","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","L. Krieger","CESJ19974","1983","11","01","América do Sul","Brasil","Minas Gerais",NA,NA,NA,"Arbusto alto. Folhas avermelhadas. Flores creme ornamental e subespontâneo. &nf;Toxicologia: A planta inteira é tóxica, especialmente o látex que é cáustico, perigoso para os olhos.","CESJ019974",NA,"L. Krieger","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto","1983","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 14:35:38-03","UFJF","CESJ","16170","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","L. Krieger","CESJ16170","1978","11",NA,"América do Sul","Brasil","Minas Gerais","Campus da UFJF",NA,NA,"Arbusto (4-5m), cultivado, ornamental, folhas avermelhadas, fl. branco-creme leitosa. Planta tinguijanti - México.","CESJ016170",NA,NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 14:35:38-03","UFJF","CESJ","30758","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","H.E. Souza","s.n.","1999","08",NA,"América do Sul","Brasil","Minas Gerais","Campus da UFJF, Próximo a cantina do ICB.",NA,NA,"Planta com flores brancas e folhas vinho.","CESJ030758",NA,NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:43:19-03","UFMS","CGMS","19341","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","L.C.P. Lima; G. de A. Amador",NA,"2000","09","15",NA,"Brasil","Mato Grosso do Sul","Área I - UFMS.",NA,NA,"Flor amarela e vermelha.","CGMS1048649",NA,NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:43:19-03","UFMS","CGMS","4796","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","K.N. Cação; R. Farias","17","1992","03","21",NA,"Brasil","Mato Grosso do Sul","Campus da UFMS.",NA,NA,"Inflorescência branca. Baga. Filotaxia verticilada. Látex branco, caule com látex amarelo. Habitat: Terrestre. Habito: Arbustivo.","CGMS1011798",NA,NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:43:19-03","UFMS","CGMS","5376","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Maristela; Simone",NA,"1992",NA,NA,NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,NA,"Presença deBotões florais.","CGMS1012071",NA,NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:43:19-03","UFMS","CGMS","2629","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","U.M. Resende",NA,"1990","01","16",NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,NA,"Flor branca. Planta tóxica. Habitat: Terrestre. Habito: Arbustivo.","CGMS1010584",NA,"U.M. Resende","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto","1990","01","16",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:43:19-03","UFMS","CGMS","5375","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Maristela; Simone","2","1992","03","12",NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,NA,NA,"CGMS1012070",NA,"Maristela; Simone","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto","1997","06","12",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:43:19-03","UFMS","CGMS","5377","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Maristela; Simone",NA,"1992",NA,NA,NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,NA,"Presença deBotões florais.","CGMS1012072",NA,NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:43:19-03","UFMS","CGMS","8401","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M.R. Sigrist; H.N. Consolaro; F. Tupinambá",NA,"1999","10","04",NA,"Brasil","Mato Grosso do Sul","Câmpus - UFMS. Coleta 14.",NA,NA,"Flor esverdeada. Folhas roxas. Altamente tóxica com muito látex. Habitat: Solo seco. Cerrado. Habito: Subarbusto. Cerca de 1,60m de altura.","CGMS1013293",NA,"U.M. Resende","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto","1999","10","19",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:43:19-03","UFMS","CGMS","10010","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","L. Viana",NA,"1997","10","25",NA,"Brasil","Mato Grosso do Sul","Cerrado da UFMS.",NA,NA,NA,"CGMS1039289",NA,"I. Cordeiro","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:43:19-03","UFMS","CGMS","6305","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","E. Scremin-Dias; G.B. Wolfart",NA,"1992","03","07",NA,"Brasil","Mato Grosso do Sul","UFMS.",NA,NA,"Flor amarelo-ouro. Habitat: Solo seco. Habito: Árvore.","CGMS1012503",NA,NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-27 13:48:25-03","UFS","ASE","3350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Gomes, E","291","1983","08","12","Southern America","Brasil","Sergipe","Campus Universitário",NA,NA,"Arbusto. Folhas de sol vermelhas e folhas de sombra verdes simples e opostas, flores esverdeadas em ciatro, lactescente.; Arbusto. Folhas de sol vermelhas e folhas de sombra verdes simples e opostas, flores esverdeadas em ciatro, lact","ASE0014942",NA,"Lucena, MFA","São Cristóvão","-37.099631","-10.925675",NA,NA,NA,"2006","04","24","-37.099631","-10.925675",NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:29:37-03","UNICAMP","UEC","197400","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Zanetti, BC","30","2017","11","01",NA,"Brazil","São Paulo","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.",NA,NA,"Árvore lenhosa, com mais ou menos 5 metros de altura. Folhas vermelhas/vinho, inflorescência amarela e branca, estames vermelhos; com látex.","UEC177904","UEC177904",NA,"Amparo","-46.808333","-22.7575",NA,NA,NA,NA,NA,NA,"-46.808333","-22.7575",NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:11:25-03","UNICAMP","UEC","47620","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Boechat, SC","10","1991","10","04",NA,"Brazil","Minas Gerais",NA,NA,NA,"Cor de flor: esverdeada.","UEC056897","UEC056897","Silva, OLM","Itajubá","-45.4528007507324","-22.4256000518799",NA,"19946","auto","2012","07","19",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:11:25-03","UNICAMP","UEC","56474","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Boechat, SC","10","1991","10","04",NA,"Brazil","Minas Gerais",NA,NA,NA,"Cor de flor: esverdeada.","UEC018534","UEC018534","Silva, OLM","Itajubá","-45.4528007507324","-22.4256000518799",NA,"19946","auto","2012","07","19",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-19 14:06:53-03","UFRPE","PEUFR","14710","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","caracasana","Euphorbia caracasana","(Klotzsch & Garcke) Boiss.","C.L. Gomes","210","1993","07","27",NA,"Brasil","Pernambuco","Cidade universitária da UFPE",NA,NA,"Folhas púrpureas na parte ventral e esverdeadas no dorso; infl. em ciátio; látex","PEUFR014710",NA,NA,"Recife","-34.8810997009277","-8.05389022827148",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-19 14:06:53-03","UFRPE","PEUFR","44250","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R.F.P. de Lucena; V.T. Nascimento; L.G. Sousa","80","2004","02","27",NA,"Brasil","Pernambuco","Comunidade de riachão de Malhada de Pedra","530",NA,"Subarbusto","PEUFR044250",NA,"A. Laurênio","Caruaru","-35.922222","-8.238333","530",NA,NA,"2004","03","24","35°55'20''W","8°14'18''S",NA,NA,NA,NA,NA,NA
"123","2019-11-19 14:06:53-03","UFRPE","PEUFR","44251","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R.F.P. de Lucena; V.T. Nascimento; L.G. Sousa","104","2004","02","27",NA,"Brasil","Pernambuco","Comunidade de riachão de Malhada de Pedra","530",NA,"Subarbusto","PEUFR044251",NA,"A. Laurênio","Caruaru","-35.922222","-8.238333","530",NA,NA,"2004","03","24","35°55'20''W","8°14'18''S",NA,NA,NA,NA,NA,NA
"124","2019-11-19 14:06:53-03","UFRPE","PEUFR","44908","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","V.T. Nascimento; L.G. Sousa","6","2004","05","28",NA,"Brasil","Pernambuco","Riachão de Malhada de Pedra","535",NA,"Subarbusto; flor branca","PEUFR044908",NA,"R.F.P. de Lucena","Caruaru","-35.922222","-8.238333","535",NA,NA,"2004","07","14","35°55'20''W","8°14'18''S",NA,NA,NA,NA,NA,NA
"125","2019-11-19 14:06:53-03","UFRPE","PEUFR","44909","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","V.T. Nascimento; L.G. Sousa","5","2004","05","28",NA,"Brasil","Pernambuco","Riachão de Malhada de Pedra","534",NA,"Subarbusto; flor branca","PEUFR044909",NA,"R.F.P. de Lucena","Caruaru","-35.922222","-8.238333","534",NA,NA,"2004","07","14","35°55'20''W","8°14'18''S",NA,NA,NA,NA,NA,NA
"126","2019-11-19 14:06:53-03","UFRPE","PEUFR","45749","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R.F.P. de Lucena","32","2004","01","11",NA,"Brasil","Pernambuco","Comunidade de riachão de Malhada de Pedra","530",NA,"Subarbusto; flor roxa","PEUFR045749",NA,"A. Laurênio","Caruaru","-35.922222","-8.238333","530",NA,NA,"2004","03","24","35°55'20''W","8°14'18''S",NA,NA,NA,NA,NA,NA
"127","2019-11-06 09:55:16-03","UFOP","OUPR","6685","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Badini, J.","s.n.","1977","08","14",NA,"Brasil","Minas Gerais",NA,NA,NA,"Arbusto. Flores amareladas. Terreno cultivado.",NA,NA,"Badini, J.","Mariana","-43.4160995483398","-20.377799987793",NA,"33524","auto","1977","08","23",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-06 09:55:16-03","UFOP","OUPR","6683","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Badini, J.; Zurlo, M.A.","s.n.","1977","03","16",NA,"Brasil","Minas Gerais",NA,NA,NA,"Arbusto. Flores. amarelas e verdes. Folhas vermelhas. Terreno cultivado.",NA,NA,"Badini, J.; Zurlo, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","1977","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-06 09:55:16-03","UFOP","OUPR","6684","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Badini, J.","s.n.","1977","03","15",NA,"Brasil","Minas Gerais","Chapada",NA,NA,"Subarbusto. Flores amarelas e verdes. Folhas vermelhas. Terreno cultivado.",NA,NA,"Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","1977","03","16",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-01-17 11:26:15-02","PUCRS","MPUC","13498","S","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.",NA,NA,"1989","11","29","South America","Brasil","RS","Bairro Partenon, campus da PUCRS",NA,NA,NA,NA,NA,"M. Haussen","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,"2011","01","01","-51.2372222222","-30.0191388889","Magnoliopsida",NA,NA,NA,"1",NA
"131","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020103",NA,NA,NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","MarcGrave, G.","103","1638 - 1644",NA,NA,NA,"BRAZIL",NA,"NE Brazil",NA,NA,NA,"C10020103","C10020103","Andrade-Lima, D.",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-16 08:39:17-03","UTFPR","HCF","4136","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M.R. Rossi",NA,"2006","06","02",NA,"Brasil","PR",NA,NA,NA,"arbusto heliófito, ca. 3 m, com folhas de coloração roxa. Frutos imaturos.",NA,NA,"M.G. Caxambu","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,"28572","auto","2006","07","03",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-03-03 15:59:03-03","UFSM","SMDB","5723","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Silva, EMA","s.n.","1993","11","12",NA,"Brasil","RS","Campus UFSM.Estrada para o Biotério",NA,NA,"Estação 08","SMDB005723",NA,"Silva, E MA","Santa Maria","-53.8069000244141","-29.6842002868652",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:24:28-03","MBM","MBM","288034","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Krieger, L.","16170","1978","11",NA,"Southern America","Brazil","Minas Gerais","Campus da UFJF",NA,NA,NA,"MBM288034","MBM288034",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:24:28-03","MBM","MBM","195935","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Paciornik, E.F.","1212",NA,NA,NA,"Southern America","Brazil","Paraná","Mercês",NA,NA,NA,"MBM195935",NA,"Paciornik, E.F.","Curitiba","-49.2731018066406","-25.4277992248535",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:24:28-03","MBM","MBM","73462","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Hatschbach, G.","35245","1981","10","24","Southern America","Brazil","Minas Gerais","Entre Rio Doce e Colônia",NA,NA,NA,"MBM073462","MBM073462","Huft, M.J.","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:24:28-03","MBM","MBM","288035","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Souza, H.E.","s.n.","1999","08",NA,"Southern America","Brazil","Minas Gerais","Campus da UFJF",NA,NA,NA,"MBM288035","MBM288035",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:24:28-03","MBM","MBM","261009","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Torres, R.; et al.; et al.","10633","1987","11","05","Northern America","Mexico",NA,"Oaxaca",NA,NA,NA,"MBM261009","MBM261009","Steinmann, V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:24:28-03","MBM","MBM","66811","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R. Jimenez A.","104","1975","12","04","Northern America","Mexico",NA,NA,NA,NA,"=74279","MBM066811","MBM066811","Nevling, L.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:24:28-03","MBM","MBM","72230","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Barkley, A.S.","3771","1974","04","09","Southern America","Colombia",NA,NA,NA,NA,NA,"MBM072230","MBM072230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:24:28-03","MBM","MBM","74279","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R. Jimenez A.","104","1975","12","04","Northern America","Mexico",NA,NA,NA,NA,"=66811","MBM074279","MBM074279","Nevling, L.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-09-03 17:20:44-03","MNHN","RECOLNAT_MNHN_P","P00606952","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Kappler, A.",NA,"1844","2",NA,NA,"Surinam",NA,"Guyana : Caraibis Gunapalu, propter piscatum culta",NA,"hb","Ed. R.F. Hohenacker. 1846 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00606952' target='other'> <mi>dwc_moreinfo</mi></a>","P00606952","P00606952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1669"
"143","2014-12-17 15:00:44-02","MNHN","RECOLNAT_MNHN_P","P00606953","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Kappler, A.",NA,"1844","2",NA,NA,"Surinam",NA,"Guyana : Caraibis Gunapalu, propter piscatum culta",NA,"hb","Ed. R.F. Hohenacker. 1846 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00606953' target='other'> <mi>dwc_moreinfo</mi></a>","P00606953","P00606953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1669"
"144","2015-10-05 23:05:59-03","MNHN","RECOLNAT_MNHN_P","P00669829","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,NA,"Venezuela",NA,"Bordones, Caracas [Nov. gen. sp. : Crescit in sylvis prope Cumana, Bordones, Caracas]",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669829' target='other'> <mi>dwc_moreinfo</mi></a>","P00669829","P00669829_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"353"
"145","2020-12-11 11:35:24-03","UFMG","BHCB","195835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Rezende, SG","6504","2019","02","19","Southern America","Brasil","Minas Gerais","Morro da Água Quente, Mina de Tamanduá","905",NA,"Árvore; Campo rupestre sobre canga","BHCB195835",NA,NA,"Catas Altas","-43.411111","-20.126389","980",NA,NA,NA,NA,NA,"-43.411111","-20.126389",NA,NA,NA,NA,NA,NA
"146","2020-12-11 11:35:24-03","UFMG","BHCB","2223","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Grandi, TSM; et al.","294","1980","07","13","Southern America","Brasil","Minas Gerais",NA,NA,NA,"terrestre-cultivado;arbóreo;tóxica;",NA,NA,NA,"Baldim","-43.956901550293","-19.2882995605469",NA,"31129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:35:24-03","UFMG","BHCB","608","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Oliveira, JA de","s.n.","1980","02","05","Southern America","Brasil","Minas Gerais","Campus da UFMG. Educação Física.",NA,NA,"Terrestre;arbusto;folhas avermelahdas e verticiladas",NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
