"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"1","2020-09-23 10:40:48-03","E","E","57750","PreservedSpecimen","Plantae","Leguminosae","Mimosa","xanthocentra","Mimosa xanthocentra","Dubs, Balthasar","1814","1995","02","01","E. Tropical South America","BR","Mato Grosso","MT-020 between Buriti and Agua Fria, mun. Chapada dos Guimaraes.","-55.783333","-15.383333","-55.783333","-15.383333","herbarium specimen of unspecif","BGBASE:65948","<a href=http://data.rbge.org.uk/herb/E00057750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00057750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","330613","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","M. H. Nee","50062","1998","07","11","South America","Bolivia","Santa Cruz","Along highway from Comarapa to Samaipata, 6 km (by road) SE of Abra de Quiñe, 13 km (by road) NW of Mataral.","-64.3","-18.12",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330613","Magnoliophyta","Fabales","xanthocentra","Mart.","M. H. Nee","Manuel María Caballero","1675","1675","NY00330613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-27 19:30:00-03","NY","NYBG","01452032","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","J. B. Correa","55","1941","02","17","South America","Argentina","Salta","Dep. Capital. Cerro San Bernardo",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682390' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452032","Magnoliophyta","Fabales","xanthocentra","Mart.","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00935901","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","R. C. de Mendonça","3354","1997","12","04","South America","Brazil","Minas Gerais","Parque Nacional Grande Sertao Veredas; próximo à entrada que dá acesso ao alojamento da Funatura; ca. de 500 m da vereda na nascente do Rio Preto e 3 km do alojamento","-45.9186","-15.4097",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935901","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Formoso","830","830","NY00935901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","01452101","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","J. J. Strudwick","4030","1981","08","04","South America","Brazil","Pará","Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452101","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby",NA,NA,NA,"NY01452101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00935871","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. G. Hatschbach","60238","1994","02","09","South America","Brazil","Goiás","estrada para Vaozinho","-47.5244","-14.7058",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935871","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","São João d'Aliança",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","01452045","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","J. García","17","1985","01","15","South America","Bolivia","El Beni","Estancia El Porvenir. 50 km al este del Río Maniqui (San Borja) por la carretera a Trinidad",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452045","Magnoliophyta","Fabales","xanthocentra","Mart.","V. F. Dutra","José Ballivián","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01452083","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","M. H. Nee","44868","1994","02","12","South America","Bolivia","Santa Cruz","3 km SW of El Hondo. Potrerillo","-63.4569","-17.6722",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485081' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452083","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","M. H. Nee","Ichilo","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00936028","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","H. S. Irwin","23275","1969","02","14","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00936028","Magnoliophyta","Fabales","xanthocentra","Mart.","V. F. Dutra",NA,"1100","1100","NY00936028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00935888","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","H. S. Irwin","24371","1969","03","14","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 37 km north of Veadeiros","-47.5167","-13.78228",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935888","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Cavalcante","1000","1000","NY00935888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00935920","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","R. C. de Mendonça","3760","1999","02","15","South America","Brazil","Minas Gerais","Parque Nacional Grande Sertao Veredas; cerca de 2 km do alojamento da Funatura","-45.9078","-15.3897",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935920","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Formoso","775","775","NY00935920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","459045","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra","O. dos S. Ribas","2236","1998","01","14","South America","Brazil","Santa Catarina","Serra Quiriri","-49.2656","-26.1925",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459045","Magnoliophyta","Fabales",NA,"Mart.","R. C. Barneby","Campo Alegre","1300","1300","NY00459045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00935870","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. G. Hatschbach","66096","1997","01","22","South America","Brazil","Goiás","Rod. BR-020, 2-3 klm S de JK","-47.0503","-14.4486",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935870","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Flores de Goiás",NA,NA,"NY00935870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00935988","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","W. R. Anderson","6274","1973","03","04","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 14 km by road N of Alto Paraíso","-47.5167","-13.9913",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935988","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby","Alto Paraíso de Goiás","1550","1550","NY00935988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00935921","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","E. C. de Oliveira Filho","260","1985","02","12","South America","Brazil","Mato Grosso","Vicinity of Buriti. Chapada dos Guimarães","-55.77825","-15.432",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935921","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby",NA,"720",NA,"NY00935921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00935964","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","H. S. Irwin","12708","1966","02","12","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935964","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby","Alto Paraíso de Goiás","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 19:51:00-03","NY","NYBG","01452140","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","S. L. Ginzbarg","547","1987","02","15","South America","Paraguay","Amambay","Parque Nacional Cerro Corá. Cerro Tuya og, 2 km al SO de Ruta 5","-56.02","-22.67",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452140","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00935895","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. K. Gottsberger","211-18183","1983","01","18","South America","Brazil","Pará","Reserva Florestal de Gorotire (Kayapó-Indian Reservation). Surroundings of Gorotire village at Rio Fresco","-51.12","-7.78",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935895","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby",NA,"200","200","NY00935895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00935928","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","W. R. Anderson","11241","1975","02","07","South America","Brazil","Mato Grosso do Sul","Open cerrado along highway BR-163","-54.0439","-19.5317",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935928","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Camapua","720","720","NY00935928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00935970","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","H. S. Irwin","25009","1970","01","21","South America","Brazil","Goiás","Contraforte Central, ca. 25 km N.E. of Catalão","-47.78292","-18.00698",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935970","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby","Catalão","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 15:40:00-03","NY","NYBG","01452122","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","R. O. Vanni","2487","1991","02","28","South America","Paraguay","Boquerón","Parque Valle Natural, 12 km S de Filadelfia",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452122","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00935897","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. G. Hatschbach","64174","1996","01","16","South America","Brazil","Minas Gerais","Serra do Cabral, Agropecuária Serra do Cabral","-44.7306","-17.5983",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935897","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Várzea da Palma",NA,NA,"NY00935897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","230205","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","M. H. Nee","47376","1997","12","20","South America","Bolivia","Santa Cruz","Quebrada El Jipa. 3 km NE from RR crossing on SE side of Warnes, on road NE to Okinawa.","-63.13","-17.4933",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230205","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","M. H. Nee","Ignacio Warnes","325","325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01452104","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","J. M. Pires","6102","1956","12","12","South America","Brazil","Pará","Serra do Cachimbo",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683106' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452104","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby",NA,"425",NA,"NY01452104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00936035","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","E. P. Heringer","11327","1967","02","02","South America","Brazil","Minas Gerais","Paracatu","-46.8744","-17.2222",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00936035","Magnoliophyta","Fabales","xanthocentra","Mart.","V. F. Dutra","Paracatú",NA,NA,"NY00936035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00936026","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","H. S. Irwin","30603","1971","01","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00936026","Magnoliophyta","Fabales","xanthocentra","Mart.","V. F. Dutra","Caeté","1500","1500","NY00936026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00935963","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","H. S. Irwin","12327","1966","02","08","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935963","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby","Alto Paraíso de Goiás","1000","1000","NY00935963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00935892","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","H. S. Irwin","15206","1966","04","21","South America","Brazil","Goiás","Serra do Morcêgo, near Côrrego Estrema, ca. 38 km N.E. of Formosa","-47.08283","-15.2905556",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935892","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Formosa","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-05-08 09:52:00-03","NY","NYBG","00936006","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","O. dos S. Ribas","2416","1998","02","02","South America","Brazil","Mato Grosso do Sul","Rod. MS-382, 20 km NO de Guia Lopes da Laguna","-56.1142","-21.4581",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00936006","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby","Guia Lopes da Laguna",NA,NA,"NY00936006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00935903","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","M. Aparecida da Silva","3635","1997","11","30","South America","Brazil","Minas Gerais","Próximo ao Parque Nacional Grande Sertao Veredas. Cerca de 3 km da sede da fazenda do Sr. Edigar, estrada de terra quase destruída","-45.0031","-15.2944",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935903","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Formoso","830","830","NY00935903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01452086","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","M. H. Nee","39919","1990","11","10","South America","Bolivia","Santa Cruz","8 km WNW of Warnes, 2 km E of Juan Latino, 0.5 km W of Montero-Warnes highway.","-63.2","-17.45",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=142733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452086","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby","Ignacio Warnes","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01452081","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","M. H. Nee","45038","1994","02","16","South America","Bolivia","Santa Cruz","3 km SW of El Hondo. Potrerillo","-63.4569","-17.6722",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=142737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452081","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby","Ichilo","400","400","NY01452081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00935968","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","H. S. Irwin","23794","1969","02","24","South America","Brazil","Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 31 km west of Montes Claros, road to Agua Boa.","-43.5968","-16.81425",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935968","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01452127","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","M. Dematteis","848","1998","12","05","South America","Paraguay","Amambay","25 km E de Igatimí",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452127","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","G. J. Seijo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00935899","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. G. Hatschbach","64359","1996","01","18","South America","Brazil","Minas Gerais","Serra do Cabral","-44.1719","-17.7575",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935899","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Joaquim Felício",NA,NA,"NY00935899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 19:51:00-03","NY","NYBG","01452109","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","N. Ramírez","2024","1986","12","03","South America","Venezuela","Guárico","Estación Biológica de los Llanos de la Sociedad Venezolana de Ciencias Naturales. Ubicada aprozimadamente a 12 km SE de Calabozo.","-67.42","8.93",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683298' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452109","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby",NA,"75","75","NY01452109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 19:51:00-03","NY","NYBG","01452088","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra mansii","R. H. Fortunato","810","1986","12","15","South America","Paraguay","San Pedro","7 km al S del cruce con Lima","-56.5","-23.97",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682822' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452088","Magnoliophyta","Fabales","mansii","(Mart.) Barneby","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 02:19:00-03","NY","NYBG","01452041","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","R. O. Vanni","2099","1990","09","13","South America","Paraguay","Boquerón","Estación Experimental del Col. Neuland","-60","-22.75",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452041","Magnoliophyta","Fabales","xanthocentra","Mart.",NA,NA,NA,NA,"NY01452041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 19:30:00-03","NY","NYBG","01452023","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra","E. M. Zardini","11698","1989","03","18","South America","Paraguay","Paraguarí","National Park Ybycu'í, 8 km N of Administration","-56.83","-26.05",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1678987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452023","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby",NA,NA,NA,"NY01452023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00935973","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra tremula","E. P. Heringer","6583","1981","03","25","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935973","Magnoliophyta","Fabales","tremula","(Benth.) Barneby","R. C. Barneby","Brasília",NA,NA,"NY00935973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 15:40:00-03","NY","NYBG","01452145","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","R. H. Fortunato","806","1986","12","15","South America","Paraguay","Caaguazú","115 km de Asunción Ayo. Itay",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1684020' target='other'> <mi>dwc_moreinfo</mi></a>","NY01452145","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. H. Fortunato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","459030","PreservedSpecimen","Plantae","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra subsericea","G. G. Hatschbach","57062","1992","05","17","South America","Brazil","Paraná","Aeroporto, arredores","-52.3831","-24.0458",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459030","Magnoliophyta","Fabales","subsericea","(Benth.) Barneby","R. C. Barneby","Campo Mourao",NA,NA,"NY00459030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
