"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","locality","identifiedBy","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"42","2021-04-07 11:44:34-03","UFMS","CGMS","22355","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","10","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.6880555","-21.6930555",NA,NA,"Mimosoideae. Flor verde. Fruto maduro acastanhado. Estames brancos e flores inferiores com estames petalóides amarelos. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Erva prostrada. 0,20m de compr.","CGMS1051766",NA,NA,NA,"Fazenda Agro-Comercial Aubi (ex-São Roque)..","F. Matos-Alves",NA,"pubescens","-57,6880555","-21,6930555","2008",NA,NA,"10","15",NA,NA,NA,NA
"43","2021-04-07 11:44:34-03","UFMS","CGMS","29629","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","A.K.D. Salomão; F.M. Alves","328","2008","11","20",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7636111","-21.7052778",NA,NA,"Mimosoideae. Inflorescência amarela. Habitat: Chaco. ChacoFlorestado. Habito: Erva.","CGMS1059014",NA,NA,NA,"Fazenda Retiro Conceição.","F.M. Alves",NA,NA,"-57,7636111","-21,7052778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:44:34-03","UFMS","CGMS","15871","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","139","2005","01","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7822223","-21.7055556",NA,NA,"Mimosoideae. Flor vermelha. Fruto enegrecido. Folíolos pequenos. Habitat: Mata aberta. não muito frequente no local. Habito: Arbusto.","CGMS1045376",NA,NA,NA,"Estrada 12.","G.P. Nunes",NA,NA,"-57,7822223","-21,7055556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:44:34-03","UFMS","CGMS","22357","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","257","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.6880555","-21.6930555",NA,NA,"Mimosoideae. Flor verde. Tolerante a alagamento de áreas periodicamente inundadas. Estames brancos e flores inferiores com estames petalóides amarelos. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Subarbusto. 1,00m d","CGMS1051768",NA,NA,NA,"Fazenda Agro-Comercial Aubi (ex-São Roque)..","F. Matos-Alves",NA,"pubescens","-57,6880555","-21,6930555","2008",NA,NA,"10","15",NA,NA,NA,NA
"46","2021-04-07 11:44:34-03","UFMS","CGMS","32924","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","B.E.M. Pinto","375","2009","10","20",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7666667","-21.6830556",NA,NA,"Mimosoideae. Flor amarela. Habitat: Chaco. Savana Estépica Arborizada. Habito: Subarbusto. 0,40m de altura.","CGMS1062314",NA,NA,NA,"Fazenda Retiro Conceição.","B.E.M. Pinto",NA,NA,"-57,7666667","-21,6830556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:44:34-03","UFMS","CGMS","15898","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","241","2005","04","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8244445","-21.6522222",NA,NA,"Mimosoideae. Flor vermelha. Fruto ausente. Folíolos pequenos. Habitat: Beira de estrada. Não muito frequente no local. Habito: Arbusto.","CGMS1045404",NA,NA,NA,"Estrada Bocaiuval 1 (Ponte do Rio Monguijá). Mata aberta.","G.P. Nunes",NA,NA,"-57,8244445","-21,6522222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:44:34-03","UFMS","CGMS","15988","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.P. Nunes; L.E.A.M. Lescano; F.H. Oda","142","2004","12","21",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7352777","-21.6913889",NA,NA,"Mimosoideae. Flor vermelha. Fruto ausente. Folíolos pequenos. Habitat: Interior de mata. não muito frequente no local. Habito: Arbusto.","CGMS1045504",NA,NA,NA,"Fazenda Anahí.","G.P. Nunes",NA,NA,"-57,7352777","-21,6913889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:44:34-03","UFMS","CGMS","53378","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","V.S.Santos; T.H.Stefanello, A.C.Brito","23","2010","11","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7997222","-21.6908333",NA,NA,"Mimosoideae. Flor amarela. Habitat: Savana Estépica Arborizada. Chaco. Habito: Erva.","CGMS1083341",NA,NA,NA,"Fazenda Retiro Conceição.","A.L.B. Sartori",NA,NA,"-57,7997222","-21,6908333","2015","103","103",NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:44:34-03","UFMS","CGMS","22360","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"F. Matos-Alves; A.L.B. Sartori","493","2007","12","05",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.6880555","-21.6930555",NA,NA,"Mimosoideae. Flor verde. Estames brancos e flores inferiores com estames petalóides amarelos. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Erva ereta. 1,00m de altura.","CGMS1051771",NA,NA,NA,"Fazenda Agro-Comercial Aubi (ex-São Roque)..","F. Matos-Alves",NA,"pubescens","-57,6880555","-21,6930555","2008",NA,NA,"10","15",NA,NA,NA,NA
"51","2021-04-07 11:44:34-03","UFMS","CGMS","53393","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","V.S.Santos; T.H.Stefanello, A.C.Brito","38","2010","11","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.765","-21.6905555",NA,NA,"Mimosoideae. Amarela.Botões verdesFruto imaturo verde. Habitat: Savana Estépica Florestada. Chaco. Habito: Erva.","CGMS1083356",NA,NA,NA,"Fazenda Flores.","A.L.B. Sartori",NA,NA,"-57,765","-21,6905555","2015","104","104",NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:44:34-03","UFMS","CGMS","5949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","A. Pott; V.J. Pott, A. Boock, M.R. Araujo & M. Pereira","3504","1987","09","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.05","-19.7",NA,NA,"Mimosoideae. Flor amarela. Fruto não visto. CPAP - 4083. Habitat: Rudereto Viario, Xerofitico, Nao Alagavel. Solo argiloso calcimórfico com cascalho calcário quartzoso. Relevo inclinado. Habito: Subarbusto decumbente. Ocasional.","CGMS1111100",NA,NA,NA,"De frente à Sede Do Retiro Mutum, Estrada Do CaranDazal (Ms-352), Fazenda Acurizal, Nabileque, Pantanal.","A. Pott",NA,NA,"-57,05","-19,7",NA,"90","90",NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:44:34-03","UFMS","CGMS","15896","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","229","2005","04","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8244445","-21.6522222",NA,NA,"Mimosoideae. Flor vermelha. Fruto ausente. Folíolos pequenos. Habitat: Beira de estrada. Não muito frequente no local. Habito: Arbusto.","CGMS1045402",NA,NA,NA,"Estrada Bocaiuval 1 (Ponte do Rio Monguijá). Mata aberta.","G.P. Nunes",NA,NA,"-57,8244445","-21,6522222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:44:34-03","UFMS","CGMS","22358","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","259","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.6880555","-21.6930555",NA,NA,"Mimosoideae. Fruto maduro castanho. Tolerante a alagamento de áreas periodicamente inundadas. Estames brancos e flores inferiores com estames petalóides amarelos. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Erva pros","CGMS1051769",NA,NA,NA,"Fazenda Agro-Comercial Aubi (ex-São Roque).","F. Matos-Alves",NA,"pubescens","-57,6880555","-21,6930555","2008",NA,NA,"10","15",NA,NA,NA,NA
"55","2021-04-07 11:44:34-03","UFMS","CGMS","41326","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","T. S. Yule; C. O. Dourado, M. T. Oliveira, T. E. Lima","32","2010","11","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7997222","-21.6908333",NA,NA,"Mimosoideae. Flor amarela. Habitat: Remanescente de Chaco. Solo argiloso. Relevo plano. Habito: Erva. 0,10m de altura.","CGMS1071306",NA,NA,NA,"Fazenda Retiro Conceição.","A.L.B. Sartori",NA,NA,"-57,7997222","-21,6908333","2014","103","103","10","09",NA,NA,NA,NA
"56","2021-04-07 11:44:34-03","UFMS","CGMS","35466","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","C.S. Souza; W.S. Covre; C. Aoki; M.R. Sigrist; T.G. Freitas;","49","2010","02","27",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.885","-21.7011111",NA,NA,"Mimosoideae. Inflorescência amarela com branca. Habitat: Savana Estépica Arborizada (Chaco). Habito: Arbusto.","CGMS1064865",NA,NA,NA,"Fazenda Retiro Conceição.","E.S. Souza-Lima",NA,NA,"-57,885","-21,7011111","2010",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:44:34-03","UFMS","CGMS","22356","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","256","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.6880555","-21.6930555",NA,NA,"Mimosoideae. Flor verde. Tolerante a alagamento de áreas periodicamente inundadas. Estames brancos e flores inferiores com estames petalóides amarelos. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Subarbusto. 0,30m d","CGMS1051767",NA,NA,NA,"Fazenda Agro-Comercial Aubi (ex-São Roque)..","F. Matos-Alves",NA,"pubescens","-57,6880555","-21,6930555","2008",NA,NA,"10","15",NA,NA,NA,NA
"58","2021-04-07 11:44:34-03","UFMS","CGMS","56411","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","A. Pott; V.J. Pott; L.C.P. Lima; S. Boff","11424","2003","09","04",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.5777778","-21.8083333",NA,NA,"Mimosoideae. Flor amarela. Habitat: Pastagem em área de savana inundável e xilopódio. Solo argiloso vértico. Relevo plano. Esparsa. Habito: Erva prostrada com ramos basais lenhosas e xilopódio.","CGMS1086367",NA,NA,NA,"Retiro Primavera, fazenda Quebracho, 23 Km Sul da Rodovia BR-267 (acesso 10 Km N de Porto Murtinho.","A .Pott",NA,NA,"-57,5777778","-21,8083333",NA,"90","90",NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:44:34-03","UFMS","CGMS","27482","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","86","2005","02","19",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,"Mimosoideae. Habitat: Carandazal. Habito: erva","CGMS1056924",NA,"auto",NA,"Fazenda Porto Conceição.","A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:44:34-03","UFMS","CGMS","27474","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","203","2005","02","19",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,"Mimosoideae. Habitat: Carandazal. Habito: Erva.","CGMS1056916",NA,"auto",NA,"Fazenda Porto Conceição.","A. L. B. Sartori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-29 12:47:06-03","UNICAMP","UEC","152136","S","Plantae","Magnoliopsida",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Alves, FM; Sartori, ALB; Polido, CA; Queiroz, R","569","2009","12","15",NA,"Brazil","Mato Grosso do Sul","Porto Murtinho","-56.781389","-21.116667",NA,NA,"Erva aquática, com flores basais apresentando estames petalóides amarelos e estames apicais brancos.","UEC178262",NA,NA,NA,"Fazenda Retiro Conceição","Alves, FM",NA,NA,"-56.781389","-21.116667","2010",NA,NA,"06",NA,NA,NA,NA,NA
"62","2021-03-01 16:31:06-03","UNICAMP","UEC","152677","S","Plantae","Magnoliopsida",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Silva, JS; Sartori, ALB; Alves, FM","867","2010","04","07",NA,"Brazil","Mato Grosso do Sul","Porto Murtinho","-56.696111","-21.283583",NA,NA,"Subarbusto decumbente. Brácteas amarelas, antera marrom com glândulas esverdeadas. Frutos marrons com as sementes brilhosas.; Chaco","UEC037878",NA,NA,NA,"Fazenda Virgínia","Matos, SS",NA,NA,"-56.696111","-21.283583","2018",NA,NA,"11","22",NA,NA,NA,NA
"63","2021-03-01 16:31:06-03","UNICAMP","UEC","153419","S","Plantae","Magnoliopsida",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Martins, MV; Polido, CA; Assunção, VA","202","2010","11","17",NA,"Brazil","Mato Grosso do Sul","Porto Murtinho","-57.799722","-21.690556",NA,NA,"Subarbusto decumbente, 0,6m de altura. Flor amarela. Chaco florestado.","UEC178269",NA,NA,NA,"Fazenda Retiro Conceição","Matos, SS",NA,NA,"-57.799722","-21.690556","2018","103","103","11","21",NA,NA,NA,NA
"64","2021-02-10 15:39:45-03","UFES","VIES","36324","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Ponciano, J.","1118","1988","12","02",NA,"Paraguai","Concepción","Concepción","-58.793333","-23.495278",NA,NA,NA,"VIES036324","VIES036324",NA,NA,"Ruta Pozo Colorado Km 10.","V.F. Dutra",NA,NA,"58º47'36''W","23º29'43''S","2020",NA,NA,"06","02",NA,NA,NA,NA
"65","2021-03-21 19:35:44-03","UFC","EAC","13737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Schinini, A.; Vanni, R.","22368","1982","03","13","Southern America","Argentina","Capital","Jujuy",NA,NA,NA,NA,"Postrada.. Flor Amarillas.","EAC0013737","EAC0013737",NA,NA,"Ruta 66, km 10 SE de S. S. de Jujuy, 1150 m s.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-21 19:35:44-03","UFC","EAC","14167","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Hatschbach, G.; Zelma, F.J.","49281","1985","03","18","Southern America","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,"Reptante;Estames amarelos;Solo arenoso..; Pantanal","EAC0014167","EAC0014167","auto",NA,".","Barneby, R.",NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:27:38-03","MBM","MBM","98375","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Hatschbach, G.; et al.; et al.","49281",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,NA,"MBM098375","MBM098375","auto",NA,"Porto Murtinho","Barneby, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:27:38-03","MBM","MBM","110431","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Arenas, P.","586",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM110431","MBM110431",NA,NA,NA,"Arenas, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:27:38-03","MBM","MBM","120856","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Cabrera, A.L.","27498",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM120856","MBM120856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:27:38-03","MBM","MBM","157561","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Piccinini, B.G.; et al.; et al.","1084",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM157561","MBM157561",NA,NA,NA,"Fortunato, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:27:38-03","MBM","MBM","280256","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Seijo, G.; et al.; et al.","2726","2002","01","15","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM280256","MBM280256",NA,NA,"Salta","Seijo, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:27:38-03","MBM","MBM","280257","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Seijo, G.","2827","2001","12","29","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM280257","MBM280257",NA,NA,"Chaco","Seijo, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:27:38-03","MBM","MBM","48609","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Schinini, A.; Martinez Crovetto; Martinez Crovetto","12281",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM048609","MBM048609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:27:38-03","MBM","MBM","58411","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Ahumada, O.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM058411","MBM058411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:27:38-03","MBM","MBM","299631","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77207","2004","03","15","Southern America","Brazil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,NA,"MBM299631","MBM299631","auto",NA,"Parque Municipal Cachoeirão do APA","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:19:04-03","UFPR","UPCB","46911","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Seijo, G.","2726","2002","01","15",NA,"Argentina","Salta","Rivadavia",NA,NA,NA,NA,"Flores amarillas, tallos radicantes, zona inundable, suelo arcilloso..",NA,NA,NA,NA,"Salta, Dep. Rivadavia, ruta 81, km 1721","Seijo, G.",NA,NA,NA,NA,"2002",NA,NA,"01","01",NA,NA,NA,NA
"77","2010-11-28 09:08:00-02","MO","MOBOT","2251827","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Bruno G. Piccinini|Raul R. Leguizamón|J. Hilfer","Piccinini 2683","1975","10","19","South America","Argentina","Formosa","Pilcomayo","-67.93333","-25.25",NA,NA,NA,NA,NA,NA,NA,"RN 86 a 3 km al E de Palma Sola, cruzando el estero Moscarda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-03-14 22:38:00-03","MO","MOBOT","1942769","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Ricardo O. Vanni","Vanni 360","1983","12","17","South America","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19 Km N de Concepcion a Loreto - Sabana palmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2018-05-17 05:28:00-03","MO","MOBOT","2198366","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|María E. Múlgura|A. Martínez","Fortunato 1666","1990","11","25","South America","Argentina","Chaco","Presidente de la Plaza","-59.76666","-26.83333",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional Chaco. Palmar en el extremo N del Parque.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2010-11-28 09:14:00-02","MO","MOBOT","2198403","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Bruno G. Piccinini|A. L. García","Piccinini 1084","1967","12","11","South America","Argentina","Formosa","Pilcomayo","-57.83333","-25.45",NA,NA,NA,NA,NA,NA,NA,"Sabana cerca de la ruta 11 vieja en el camino privado entre Puesto Salvación y Riacho Negro yendo hacia Bouvie","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2010-11-13 05:20:00-02","MO","MOBOT","2222942","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Fátima Mereles","Mereles H. 5414","1993","11","24","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruta General Diaz. Trayecto a estancia Elsita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-10-14 20:08:00-03","MO","MOBOT","2222943","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Rosa Degen","Degen 3251","1995","3","23","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estancia Maroma. Arroyo Conchita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2010-11-13 05:20:00-02","MO","MOBOT","2222944","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Fátima Mereles","Mereles H. 5996","1995","6","7","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estancia Deolinda. Trayecto Pozo Colorado-Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2010-11-13 05:20:00-02","MO","MOBOT","2222945","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Fátima Mereles","Mereles H. 4496","1992","6","28","South America","Paraguay","Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trayecto Filadelfia-Laguna Capitan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-12-08 11:35:00-02","MO","MOBOT","2251750","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.J. Seijo","Seijo 2827","2001","12","29","South America","Argentina","Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colonia Benítez, cementerio","Seijo, G. J., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-07-15 12:23:00-03","MO","MOBOT","2251774","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato","Fortunato 225","1983","11","5","South America","Argentina","Chaco","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 km al N de La Eduviges por ruta 90.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2010-11-28 09:08:00-02","MO","MOBOT","2251803","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Bruno G. Piccinini|Raul R. Leguizamón|J. Hilfer","Piccinini 2693","1975","10","19","South America","Argentina","Formosa","Pilcomayo","-57.83333","-25.26666",NA,NA,NA,NA,NA,NA,NA,"RN 86 entre el Estero Isla Leona y la Isla Leona, a ±13 km al E de Clorinda.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-05-09 05:09:00-03","MO","MOBOT","2251846","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","Seijo 2794","2002","1","21","South America","Argentina","Salta","La Capital","-65.47055","-24.7525",NA,NA,NA,NA,NA,NA,NA,"Camino de Salta a San Lorenzo, frente a la entrada al Barrio El Tipal","Seijo, G. J., //",NA,NA,NA,NA,NA,"1353.00000000",NA,NA,NA,NA,NA,NA,NA
