"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2020-09-23 10:41:54-03","E","E","100486","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tomentosa","Myrcia tomentosa",NA,NA,"Ratter, J.A., Bridgewater, S., Filho, J. Fonsêca & Dias, T.",NA,"1999","08","16","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00100486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00100486",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:110682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:41:54-03","E","E","202938","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tomentosa","Myrcia tomentosa",NA,NA,"Soares E Silva, L.H.; de Carvalho, A.M.","752","1999","10","02","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00202938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00202938",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:217697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:41:54-03","E","E","167688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tomentosa","Myrcia tomentosa",NA,NA,"Semir, J. & Sazima, M.","4740","1973","10","31","BR","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00167688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167688",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:41:54-03","E","E","161309","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tomentosa","Myrcia tomentosa",NA,NA,"Ibáñez García, A. & Bridgewater, S.",NA,"1996","10","26","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00161309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161309",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:168693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","386645","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","alloiota","Aulomyrcia alloiota alloiota","O.Berg",NA,"G. Gardner","V1613","1838","08",NA,"Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth 1840 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386645","NY00386645_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales","alloiota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00908001","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","alloiota","Aulomyrcia alloiota alloiota","O.Berg",NA,"G. Gardner","1613",NA,NA,NA,"Brazil","Ceará",NA,"Brésil Ceara",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908001","NY00908001_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales","alloiota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","386646","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","alloiota","Aulomyrcia alloiota alloiota","O.Berg",NA,"G. Gardner","V1613","1838","08",NA,"Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth 1840 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386646","NY00386646_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales","alloiota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","386657","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","curatellifolia","Aulomyrcia curatellifolia parvifolia","O.Berg",NA,"G. Gardner","III1015","1837",NA,NA,"Brazil","Pernambuco",NA,"Brasil trop",NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386657","NY00386657_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales","parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","386657","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","curatellifolia","Aulomyrcia curatellifolia parvifolia","O.Berg",NA,"G. Gardner","III1015","1837",NA,NA,"Brazil","Pernambuco",NA,"Brasil trop",NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386657","NY00386657_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales","parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","386672","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","lancea","Aulomyrcia lancea","O.Berg",NA,"J. S. Blanchet","2786","1839",NA,NA,"Brazil","Bahia",NA,"Serra de Acurna",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=640127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386672","NY00386672_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2706049","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","lancea","Aulomyrcia lancea","O.Berg",NA,"J. S. Blanchet","2780",NA,NA,NA,"Brazil","Bahia",NA,"[Habitat in montibus Serra d'Acurura, prov. Bahia, from protologue",NA,NA,NA,NA,NA,NA,"This NY-2706049 does NOT have a Blanchet label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2992968' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706049","NY02706049_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","386673","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","lancea","Aulomyrcia lancea","O.Berg",NA,"J. S. Blanchet","2786","1838",NA,NA,"Brazil","Bahia",NA,"River S. Francisco",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=640128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386673","NY00386673_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","405469","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","prunifolia","Aulomyrcia prunifolia longipes","O.Berg",NA,"G. Gardner","1614","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405469","NY00405469_01","type","South America","sheet",NA,"Magnoliophyta","Myrtales","longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00908029","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","prunifolia","Aulomyrcia prunifolia longipes","O.Berg",NA,"G. Gardner","1614","1838","08",NA,"Brazil","Ceará",NA,"Brasil trop. Prov. Ceara",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908029","NY00908029_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales","longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","405469","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","prunifolia","Aulomyrcia prunifolia longipes","O.Berg",NA,"G. Gardner","1614","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405469","NY00405469_01","type","South America","sheet",NA,"Magnoliophyta","Myrtales","longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00908029","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","prunifolia","Aulomyrcia prunifolia longipes","O.Berg",NA,"G. Gardner","1614","1838","08",NA,"Brazil","Ceará",NA,"Brasil trop. Prov. Ceara",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908029","NY00908029_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales","longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","386682","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","rosulans","Aulomyrcia rosulans","O.Berg",NA,"J. S. Blanchet","3369","1841",NA,NA,"Brazil","Bahia",NA,"Jacobina",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386682","NY00386682_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","386681","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","rosulans","Aulomyrcia rosulans","O.Berg",NA,"J. S. Blanchet","3369","1843",NA,NA,"Brazil","Bahia",NA,"Jacobina",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386681","NY00386681_01","syntype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00908362","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","corumbensis","Myrcia corumbensis","Glaz.",NA,"J. A. Ratter","R4756","1982","08","30","Brazil","Mato Grosso",NA,"On road to Caveira de Índio, approx. 6km W of Xavantina on the N bank of Rio das Mortes.","-52.33","-14.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908362","NY00908362_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00907980","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","corumbensis","Myrcia corumbensis","Glaz.",NA,"J. A. Ratter","R388","1967","08","19","Brazil","Mato Grosso","Nova Xavantina","2 km N of Xavantina","-52.33","-14.73",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907980","NY00907980_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00908363","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","corumbensis","Myrcia corumbensis","Glaz.",NA,"G. C. G. Argent","6381","1967","09","13","Brazil","Mato Grosso",NA,"c. 2.5 km N. of Xavantina","-52.23","-14.63",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992687' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908363","NY00908363_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","565233","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","L. Kawasaki","R. C. Forzza","1393","1999","04","27","Brazil","Bahia","Morro do Chapéu","Estrada para Torre","-41.1558","-11.5503",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565233","NY00565233_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00908289","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.",NA,"J. F. Ramos","R. & S.35","1967","10",NA,"Brazil","Mato Grosso",NA,"Near the base camp of the expedition (c. 270 km N. of Xavantina)","-51.87","-12.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908289","NY00908289_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616102","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","A. A. de Oliveira","A. A. de Oliveira","599","1993","01",NA,"Brazil","Amazonas",NA,"Reserva 1501 (km 41) do PDBFF, 90 km NNE de Manaus","-59.6854736","-2.3153702",NA,NA,"50","125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=164215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616102","NY00616102_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00908266","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. L. Kawasaki","W. L. Balée","3497","1987","06","29","Brazil","Maranhão","Monçao","P.I. Guajá,Rio Turiaçu. Guajá Indians","-46.08","-3.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908266","NY00908266_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00908268","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","L. O. Williams","7389","1945","06","19","Brazil","Minas Gerais","Belo Horizonte","Resaca, near Pampulha","-43.9378","-19.9208",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908268","NY00908268_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01460968","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.",NA,"E. de Oliveira","4819","1968","08","31","Brazil","Pará",NA,"Rio Jari, Planalto de Monte Dourado","-52.6008224","-0.8809315",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1703793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460968","NY01460968_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00908288","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","G. T. Prance","59130","1964","09","26","Brazil","Mato Grosso","Nova Xavantina","Serra do Roncador; Grounds of brick factory. 5 km. south of Chavantina","-52.3531","-14.6733",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908288","NY00908288_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01460969","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.",NA,"E. de Oliveira","3712","1967","11","20","Brazil","Amapá",NA,"Cachoeira do S. Antônio do Jarí, na ilha","-52.506442","-0.644275",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1703794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460969","NY01460969_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00908267","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","L. O. Williams","8002","1945","06","27","Brazil","Minas Gerais","Belo Horizonte","Morro das Pedras. Near the city of Belo Horizonte","-43.9378","-19.9208",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908267","NY00908267_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00908290","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","P. Clausen","722",NA,NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908290","NY00908290_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908291","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","J. Mattos","15553","1969","12","15","Brazil","Mato Grosso","Santa Terezinha","Luciara, Santa Terezinha, Fazenda Santa Terezinha, Arrôio do Furo","-50.5031","-10.4697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908291","NY00908291_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","720545","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.",NA,"H. C. de Lima","7098","2011","02","10","Brazil","Pará","Parauapebas","Serra de Carajás, Nucleo Urano de Carajás, mina N 1, ca. 8 km da estrada do Manganês, área da parcela de testemunho de canga, restauração de área degradada.","-50.2836","-6.0364",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720545","NY00720545_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00908287","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","floribunda","Myrcia floribunda","Miq.","M. Sobral","G. T. Prance","59643","1964","10","25","Brazil","Goiás","Caiapônia","48 km. south of Caiaponia. Serra do Caiapó","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908287","NY00908287_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
