"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"48","2020-10-14 09:58:31-03","FURB","FURB","57520","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Gonzatti, F.","2234","2015","11","29",NA,"Brasil","Rio Grande do Sul","Linha 80 da Leopoldina.",NA,NA,"Pleno sol Habitat: Em área antropizada, junto à formação de ruderais Habito: Erva reptante formando relva","FURB57520",NA,NA,"(Urb.) Malme","Monte Belo do Sul","-51.6261111","-29.17","Gonzatti, F.","510","510","FURB57520","2016","01",NA,NA,NA,NA,NA,"-51.6261111","-29.1700000",NA,NA,NA,NA
"49","2020-10-14 09:58:31-03","FURB","FURB","61082","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Schwirkowski, P.","2961","2018","08","04",NA,"Brasil","Santa Catarina","Turvo. Próximo à estrada sentido Turvo. APA do Rio Turvo",NA,NA,"Campo de altitude. Heliófita. Cálice e corola avermelhados Habitat: Rupícola em parede de rocha exposta Habito: Herbácea","FURB61082",NA,NA,"(Urb.) Malme","Campo Alegre","-49.2455555","-26.2219445","Nery, E.K.","950","950","FURB61082","2018","08","06",NA,NA,NA,NA,"-49.2455555","-26.2219445",NA,NA,NA,NA
"50","2020-12-09 14:46:33-03","FURB","FURB","66845","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Schwirkowski, P.","4236","2020","09","13",NA,"Brasil","Santa Catarina","Rio Vermelho. Linha férrea, próximo à cacachoeira da CELESC.",NA,NA,"FOM. Borda de mata Habitat: Heliófita, corola creme Habito: Herbácea","FURB66845",NA,NA,"(Urb.) Malme","São Bento do Sul","-49.3258334","-26.2883333","Schwirkowski, P.","850","850","FURB66845","2020","09","13",NA,NA,NA,NA,"-49.3258334","-26.2883333",NA,NA,NA,NA
"51","2021-03-16 17:50:08-03","UCS","HUCS","44021","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Gonzatti, F.","2234","2015","11","29",NA,"Brasil","Rio Grande do Sul","Linha 80 da Leopoldina",NA,NA,"erva reptante formando relva, em área antropizada, junto à formação de ruderais. Pleno sol",NA,"Angiospermae","Apiales","(Urb.) Malme","Monte Belo do Sul","-51.626239","-29.170069","Gonzatti, F.","510","510",NA,"2016","01",NA,NA,NA,NA,NA,"-51.626239","-29.170069",NA,NA,NA,NA
"52","2020-12-21 16:13:26-03","MBM","MBM","14101","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Pedersen, T.M.","9297","1969","11","14","Southern America","Paraguay",NA,NA,NA,NA,NA,"MBM014101",NA,NA,"(Urb.) Malme",NA,NA,NA,"Pedersen, T.M.",NA,NA,"MBM014101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:13:26-03","MBM","MBM","82890","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Pedersen, T.M.","13427","1982","10","11","Southern America","Argentina",NA,NA,NA,NA,NA,"MBM082890",NA,NA,"(Urb.) Malme",NA,NA,NA,"Pedersen, T.M.",NA,NA,"MBM082890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:13:26-03","MBM","MBM","227131","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Jarenkow, J.A.","3537","1997","09","28","Southern America","Brazil","Rio Grande do Sul","Cerro Grande Do Sul",NA,NA,NA,"MBM227131",NA,NA,"(Urb.) Malme","Cerro Grande do Sul","-51.7522010803223","-30.5969009399414","Jarenkow, J.A.",NA,NA,"MBM227131",NA,NA,NA,"14509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:13:26-03","MBM","MBM","218122","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Jarenkow, J.A.; Sobral, M.; Sobral, M.","3203","1996","10","19","Southern America","Brazil","Rio Grande do Sul","Morro do Forno",NA,NA,NA,"MBM218122",NA,NA,"(Urb.) Malme","Morrinhos do Sul","-49.934700012207","-29.3649997711182","Jarenkow, J.A.",NA,NA,"MBM218122",NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:13:26-03","MBM","MBM","179698","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Cordeiro, J.","6491","2001","04","26","Southern America","Brazil","Paraná","Bairro Jardim Botânico",NA,NA,"Erva prostrada densamente ramificada. Folhas não peltadas, orbicular reniformes. Inflorescência em espiga simples, flores apurpuradas.",NA,NA,NA,"(Urb.) Malme","Curitiba","-49.2731018066406","-25.4277992248535","Cordeiro, J.",NA,NA,NA,"2001",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:13:26-03","MBM","MBM","103706","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Falkenberg, D.B.","2693","1985","10","12","Southern America","Brazil","Rio Grande do Sul","Guaritas",NA,NA,NA,"MBM103706",NA,NA,"(Urb.) Malme","Caçapava do Sul","-53.4914016723633","-30.5121994018555","Falkenberg, D.B.",NA,NA,"MBM103706",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:13:26-03","MBM","MBM","227130","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Jarenkow, J.A.; Sobral, M.; Sobral, M.","3761","1998","01","10","Southern America","Brazil","Rio Grande do Sul","Canguçu",NA,NA,NA,"MBM227130",NA,NA,"(Urb.) Malme","Canguçu","-52.6755981445312","-31.3950004577637","Jarenkow, J.A.",NA,NA,"MBM227130",NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:13:26-03","MBM","MBM","35867","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Hatschbach, G.","2830","1952","09","25","Southern America","Brazil","Paraná","Lavra",NA,NA,"Em barranco às margens da estrada.","MBM035867",NA,NA,"(Urb.) Malme","São José dos Pinhais","-49.2064018249512","-25.5347003936768","Smith, L.B.",NA,NA,"MBM035867","1953",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 04:29:03-03","MNHN","RECOLNAT_MNHN_P","P03259528","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Irwin, H.S.|Harley, R.M.|Onishi, E.",NA,"1971","1","25",NA,"Brasil","Minas Gerais","Serra do Espinhaço. Summit of Serra do Caraça","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259528' target='other'> <mi>dwc_moreinfo</mi></a>","P03259528",NA,NA,"Malme",NA,NA,NA,NA,"1750","1950","P03259528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29061",NA
"61","2015-09-04 04:29:03-03","MNHN","RECOLNAT_MNHN_P","P03259530","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Irwin, H.S.|Harley, R.M.|Onishi, E.",NA,"1971","1","19",NA,"Brasil","Minas Gerais","South sides of Serra da Piedade, iron-rich soil, ca 5km N. of Caeté","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259530' target='other'> <mi>dwc_moreinfo</mi></a>","P03259530",NA,NA,"Malme",NA,NA,NA,NA,"1800",NA,"P03259530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28746",NA
"62","2015-09-04 04:29:03-03","MNHN","RECOLNAT_MNHN_P","P03259527","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","3","30",NA,"Brasil","Bahia","Ca. 6km SW of Itacaré, on side road, by small dam and hydroeletric generator by river. South of the mouth of the Rio de Contas.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259527' target='other'> <mi>dwc_moreinfo</mi></a>","P03259527",NA,NA,"Malme",NA,"-39.05","-14.31667",NA,NA,"100","P03259527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17535",NA
"63","2015-09-04 04:29:04-03","MNHN","RECOLNAT_MNHN_P","P03259534","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Ule, E.",NA,"1889","8","1",NA,"Brasil","Santa Catarina","Brésil. Na terra de um morro perto de Tubarão. Pr. Sr. Catharina","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259534' target='other'> <mi>dwc_moreinfo</mi></a>","P03259534",NA,NA,"Malme",NA,NA,NA,NA,NA,NA,"P03259534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1260",NA
"64","2015-09-04 04:29:04-03","MNHN","RECOLNAT_MNHN_P","P03259535","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259535' target='other'> <mi>dwc_moreinfo</mi></a>","P03259535",NA,NA,"Malme",NA,NA,NA,NA,NA,NA,"P03259535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1023",NA
"65","2015-09-04 04:29:04-03","MNHN","RECOLNAT_MNHN_P","P03259532","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Reineck, E.M.|Czermak, J.",NA,"1899","5","1",NA,"Brasil","Rio Grande do Sul","Navegantes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259532' target='other'> <mi>dwc_moreinfo</mi></a>","P03259532",NA,NA,"Malme","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"P03259532_01",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,"564",NA
"66","2015-09-04 04:29:03-03","MNHN","RECOLNAT_MNHN_P","P03259531","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Reineck, E.M.|Czermak, J.",NA,"1899","5","1",NA,"Brasil","Rio Grande do Sul","Navegantes.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259531' target='other'> <mi>dwc_moreinfo</mi></a>","P03259531",NA,NA,"Malme","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"P03259531_01",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,"564",NA
"67","2021-02-11 17:17:51-03","UFPR","UPCB","31868","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Cervi, A.C.","6346","1997","09","24",NA,"Brasil","Paraná","Estrada Curitiba - Quatro Barras (antiga)",NA,NA,"Erva prostrada, com inflorescência de flores alvas..",NA,NA,NA,"(Urban) Malme","Quatro Barras","-49.0769004821777","-25.3656005859375","Cervi, A.C.",NA,NA,NA,"1997","10",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-10-17 07:00:00-03","MO","MOBOT","2085204","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Nélida Soria","Soria Rey 3869","1989","5","17","South America","Paraguay","Caazapá","Tavai. 5 Km del destacamento militar. En zonas bajas",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,"-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-12-22 05:01:00-02","MO","MOBOT","1072651","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Teodoro Rojas","Rojas 9922","1942","9","30","South America","Paraguay","Central","Hortis Botanicis. (Asunción).",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,"-57.6666667","-25.2666667","M. Mendoza (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"70","2010-01-25 20:06:00-02","MO","MOBOT","2197541","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Troels M. Pedersen","Pedersen 13427","1982","10","11","South America","Argentina","Corrientes","Villanueva (near the cementery)",NA,NA,NA,NA,NA,NA,"(Urb.) Malme","General Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-17 06:53:00-03","MO","MOBOT","2432051","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Arturo E. Burkart","Burkart 7845","1936","11","8","South America","Argentina","Corrientes","Tres Cerros",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,"Pedersen, T. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-06-22 05:25:00-03","MO","MOBOT","2454616","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Lyman B. Smith|Pe. Raulino Reitz","Smith 12866","1964","10","23","South America","Brazil","Santa Catarina","Abelardo Luz. Río Chapecó at Abelardo Luz",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2010-01-25 20:06:00-02","MO","MOBOT","2489089","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Troels M. Pedersen","Pedersen 9297","1969","2","14","South America","Paraguay","Paraguarí","Chololó",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,"Pedersen, T. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2010-11-22 11:12:00-02","MO","MOBOT","3319911","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Lyn Loveless","Loveless 1813","1972","8","1","South America","Venezuela","Mérida","2 km below Laguna Victoria, along the Transandean Highway. In low mat, on dry soil along a roadside. With mosses and grasses.",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,"M. Mendoza (USZ)","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","3320926","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Aurelio Schinini","Schinini Cacace 25451","1987","8","21","South America","Argentina","Misiones","15 km S de Posadas por rute 105.",NA,NA,NA,NA,NA,NA,"(Urb.) Malme","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-07-10 17:58:00-03","MO","MOBOT","3352532","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Troels M. Pedersen","Pedersen 14765","1986",NA,NA,"South America","Brazil","Mato Grosso do Sul","Ponta Pora; Sanga Puita. Ploughed or otherwise disturbed grassland, soil red loam.",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,"T.M.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2011-03-01 10:04:00-03","MO","MOBOT","3352820","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Balduino Rambo","Rambo 34751","1947","1","10","South America","Brazil",NA,"Fazenda B. Velho, Bom Jesus, RGS In humidis.",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,NA,NA,"Lincoln Constance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2012-05-01 07:55:00-03","MO","MOBOT","3352750","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Isabel Basualdo","Basualdo 2625","1989","8","5","South America","Paraguay","Caazapá","Hydrocotile,",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,"-55.3333333","-26.1666667","Lincoln Constance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","2489075","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Aurelio Schinini|Ricardo O. Vanni|Sergio Cáceres M.","Schinini Cacace 28082","1993","3","27","South America","Paraguay","Guairá","Ayo. Guazú, camino a San Gervasio. Col. Independencia.",NA,NA,NA,NA,NA,NA,"(Urb.) Malme",NA,"-56.28333","-25.95","Schinini, A., //","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-10-22 10:02:31-02","UNIOESTE","UNOP","2677","S","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Simão, P.C.; Boff, L.; Boff, L.","18","2012","05","19",NA,"Brasil","Paraná","Lago Municipal Paulo Gorski",NA,NA,"Erva rasteira, flores alvas em forma de umbela, encontrada por toda a trilha do lago.",NA,NA,NA,"Malme","Cascavel","-53.4552993774414","-24.9557991027832","Simão, P.C.",NA,NA,NA,"2013","08","07","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-15 15:28:36-03","UNESP-RC","HRCB","45073","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Pivetta","659","1953","09","10",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"Erva perene, flor esverdeada.",NA,NA,NA,"(Urb.) Malme","Augusto Pestana","-53.9921989440918","-28.5168991088867","Rambo","450","450",NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-25 16:06:03-03","FUVATES","HVAT","3675","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","E. Freitas","771","2010","10","22",NA,"Brasil","Rio Grande do Sul","Araguari, pedreira de Vadico.",NA,NA,NA,"HVAT00003675",NA,NA,"(Urb.) Malme","Sério","-52.268611","-29.383333","E. Freitas; R. Trevisan",NA,NA,NA,"2011","01","11",NA,NA,NA,NA,"-52º16'7''W","-29º22'60''S",NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2883197","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","T. Pederson","9297","1969","11","14","South America","Paraguay","Paraguari","Chololó, Dep. Paraguarí.",NA,NA,NA,"US03070721",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,"US03070721_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","1157130","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","K. Fiebrig","5623","1909",NA,NA,"South America","Paraguay","Alto Parana","In regione fluminis Alto Paraná.",NA,NA,NA,"US03070724",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"85","2020-09-12 05:00:02-03","US","US","2432728","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","T. Pederson","2975","1954","11","8","South America","Argentina","Corrientes","Estancia Santa Maria. Dep. Mburucuyá, Prov. Corrientes.",NA,NA,NA,"US03070715",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","2557776","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","L. Smith & R. Reitz","12866","1964","10","23","South America","Brazil","Santa Catarina","Mun. Abelardo Luz: Pastured forest, north bank of Rio Chapeco at Abelardo Luz.",NA,NA,NA,"US03070717",NA,"Apiales","Malme",NA,"-52.33","-26.58",NA,"900","1000","US03070717_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","1571959","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","E. L. Ekman","1580","1907","11","11","South America","Argentina","Misiones","Posadas, in graminosis ad praed. La Granja.",NA,NA,NA,"US03070722",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","2269016","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Reitz & Klein, --","5493","1957","10","26","South America","Brazil","Santa Catarina","Bom Retiro.",NA,NA,NA,"US03070718",NA,"Apiales","Malme",NA,NA,NA,NA,"950",NA,"US03070718_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","2196211","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","A. E. Burkart","19332","1954","10","7","South America","Argentina","Corrientes","Dep. Mburucuyá, Estancia Santa Teresa.",NA,NA,NA,"US03070714",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,"US03070714_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","2059475","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","G. Hatschbach","2830","1952","9","25","South America","Brazil","Paraná","Mun. S. Jose dos Pinhaes.",NA,NA,NA,"US03070720",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,"US03070720_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","2283763","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","T. Pederson","4306","1956","11","15","South America","Paraguay","Misiones","Estancia La Soledad, Santiago, Dep. Misiones.",NA,NA,NA,"US03070716",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","2104924","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","L. Smith & R. Reitz","6009","1952","3",NA,"South America","Brazil","Santa Catarina","Mun. Brusque: Azambuja, Brusque.",NA,NA,NA,"US03070719",NA,"Apiales","Malme",NA,"-48.9","-27.1",NA,"35","135","US03070719_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"93","2020-09-12 05:00:02-03","US","US","2143974","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","A. A. Beetle","2276","1952","8","19","South America","Brazil",NA,"Missiones; Parque Nacional Iguazu Foz de Iguazu.",NA,NA,NA,"US03070723",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,"US03070723_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"94","2020-09-12 05:00:02-03","US","US","2122655","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","T. Pederson","979","1951","1","29","South America","Argentina","Corrientes","Estancia Garruchos, Dept. Santo Tomé, Prov. Corrientes.",NA,NA,NA,"US03070725",NA,"Apiales","Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"95","2019-11-13 11:15:38-03","USP","SPF","10678","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Hoehne, W","s.n.","1940","09",NA,NA,"Brasil","São Paulo","Alto da Lapa.",NA,NA,NA,"SPF00010678",NA,NA,"(Urb.) Malme","São Paulo","-46.6300010681152","-23.5400009155273","Corrêa, IP",NA,NA,"SPF00010678","1996","08","14","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2014-04-04 18:26:11-03","PNFM","IRAI","1493","S","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Ristow, R.","324","2009","11","26",NA,"Brasil","Paraná","BR 277, km 45",NA,NA,"Herbácea, rasteira, 10 cm, inflorescência alba, margem da estrada","IRAI00001493","Magnoliophyta",NA,"Malme","Morretes","-48.859","-25.577222","Cordeiro, J.; Martin, V.C.",NA,NA,NA,"2010","01","01",NA,NA,NA,NA,"-48.859","-25.577222",NA,NA,NA,NA
"97","2019-01-25 15:38:25-02","IAC","IAC","3647","S","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","A.P. Viégas & J. Kiehl","s/nº","1939","04","16",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"(Urb.) Malme","Cunha","-44.9597","-23.0744","I.P. Corrêa",NA,NA,NA,"1996","08","30",NA,NA,NA,NA,"-44.9597","-23.0744",NA,NA,NA,NA
"98","2019-11-13 16:04:27-03","UNISANTA","HUSC","2540","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Souza, V.C.; et al.","11208","1996","06","01",NA,"Brasil","São Paulo","Estrada em torno da represa Atibainha",NA,NA,"Rastejante, flores verdes com ápice vermelho",NA,"Magnoliophyta",NA,"(Urb.) Malme","Nazaré Paulista","-46.3899993896484","-23.1800003051758","Silveira, M.F.",NA,NA,NA,"2005","11",NA,"18850","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-11-12 16:58:01-03","UEL","FUEL","55606","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Gonzatti, F","2234","2015","11","29",NA,"Brasil","Rio Grande do Sul","Linha 80 da Leopoldina",NA,NA,NA,"FUEL055606","Tracheophyta","Apiales","(Urb.) Malme","Monte Belo do Sul","-51.626111","-29.17","Gonzatti, F","510","510",NA,"2016","01",NA,NA,NA,NA,NA,"-51.626111","-29.17",NA,NA,NA,NA
