"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","565681","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"J. C. Lindeman","1967","01","02","Brazil","Paraná","Paranaguá","NW of Pontan do Sul","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565681","NY00565681_01","South America","sheet",NA,"Magnoliophyta","Myrtales","3819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","565666","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"Wilkes Expedition","1838",NA,NA,"Brazil","Rio de Janeiro",NA,"Near Rio Janeiro","-43.448386","-22.913514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565666","NY00565666_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02636944","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"P. da C. Gadelha Neto","2015","02","06","Brazil","Paraíba","Caaporã","Reserva Extrativista Acaú-Goiana","-34.856667","-7.531944",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392208' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636944","NY02636944_01","South America","Sheet",NA,"Magnoliophyta","Myrtales","3907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00997801","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"A. Lisboa","1927","12",NA,"Brazil","Maranhão","Cururupu","Ilha Mangunça","-44.8681","-1.8283",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997801","NY00997801_01 NY00997801_02","South America","sheet",NA,"Magnoliophyta","Myrtales","8854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","565692","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","C. A. Stace","G. Eiten","1965","02","16","Brazil","São Paulo","Cananéia","On south end of the island, Ilha Comprida, on bay shore opposite the city of Cananéia","-47.92","-25.02",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=257413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565692","NY00565692_01","South America","sheet",NA,"Magnoliophyta","Myrtales","6156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","565682","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"K. Kubitzki","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565682","NY00565682_01","South America","sheet",NA,"Magnoliophyta","Myrtales","81-45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01025782","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"D. F. Austin","1979","11","06","Brazil","Amapá",NA,"Várzea dum braço do Rio Amapá, ao Este da cidade",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498067' target='other'> <mi>dwc_moreinfo</mi></a>","NY01025782","NY01025782_01","South America","sheet",NA,"Magnoliophyta","Myrtales","7332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","565668","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"C. E. F. von Glocker","1842",NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565668","NY00565668_01","South America","sheet",NA,"Magnoliophyta","Myrtales","238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","565678","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"P. R. J. Bamps","1975","12","23","Brazil","Espírito Santo","Aracruz","Nova Almeida - Riacho","-40.08","-19.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565678","NY00565678_01","South America","sheet",NA,"Magnoliophyta","Myrtales","5041","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 07:52:00-03","NY","NYBG","565686","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa",NA,NA,"J. Brandbyge","1984","09","24","Ecuador","Manabí",NA,"Near Boca de Briceño north of San Vicente","-80.42","-0.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565686",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","42752","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-01-18 11:30:00-02","NY","NYBG","01390871","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa",NA,"J. J. Kohlmeyer","J. J. Kohlmeyer","1973","11","13","Colombia","Magdalena",NA,"Tasagera (Atlantic Ocean)",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1781408' target='other'> <mi>dwc_moreinfo</mi></a>","NY01390871","NY01390871_01","South America","sheet",NA,"Magnoliophyta","Myrtales","3448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","565684","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","G. E. Wickens","R. M. Harley","1974","01",NA,"Brazil","Bahia",NA,"Serra do Curral Feio",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565684","NY00565684_01","South America","sheet",NA,"Magnoliophyta","Myrtales","17205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","565674","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"S. Hallard","1976","04","01","Brazil","São Paulo","Bertioga","Santos - Sao Sebastian, km 40 Rio Guaratuba","-46.1383","-23.8544",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565674","NY00565674_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","565673","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","E. Asplund","R. Reitz","1952","02","28","Brazil","Santa Catarina","Laguna","Laguna","-48.781687","-28.480425",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565673","NY00565673_01","South America","sheet",NA,"Magnoliophyta","Myrtales","191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","565672","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","S. M. Silva","J. Prado","1993","01","19","Brazil","Paraná","Guaraqueçaba","Vila de Superagüi","-48.32","-25.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565672","NY00565672_01","South America","sheet",NA,"Magnoliophyta","Myrtales","395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","565669","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","L. A. T. Radlkofer","P. von Luetzelburg","1911",NA,NA,"Brazil","Bahia",NA,"S. Bento",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565669","NY00565669_01","South America","sheet",NA,"Magnoliophyta","Myrtales","403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","565691","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","C. A. Stace","G. Eiten","1966","11","20","Brazil","Rio de Janeiro","Magé","At Mauá Beach on Guanabara Bay. 100 m from shore","-43.0406","-22.6531",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=257412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565691","NY00565691_01","South America","sheet",NA,"Magnoliophyta","Myrtales","7844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","565671","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","P. K. H. Dusén","P. K. H. Dusén","1902","02","23","Brazil","Paraná",NA,"Maná",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565671","NY00565671_01","South America","sheet",NA,"Magnoliophyta","Myrtales","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","565677","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","C. A. Stace","R. M. Harley","1977","01","17","Brazil","Bahia","Caravelas","Coastal zone. Between Alcobaça and Caravelas on the BA 001 highway. 23 km S of Alcobaça, not far from coast","-39.25","-17.73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565677","NY00565677_01","South America","sheet",NA,"Magnoliophyta","Myrtales","18022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01067834","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","C. A. Stace","G. Davidse","1980","04","02","Brazil","Pará","Marapanim","Village of Camara, ca. 11 km northwest of Marudá","-47.7","-0.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067834","NY01067834_01","South America","sheet",NA,"Magnoliophyta","Myrtales","17777","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","565676","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"E. P. Heringer","1980","01","16","Brazil","Bahia","Ilhéus","Rodovia Ilhéus - Olivença","-39.0492","-14.7892",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565676","NY00565676_01","South America","sheet",NA,"Magnoliophyta","Myrtales","332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","565679","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","G. G. Hatschbach","G. G. Hatschbach","1971","02","05","Brazil","Paraná","Guaraqueçaba","Rio do Cerco","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565679","NY00565679_01","South America","sheet",NA,"Magnoliophyta","Myrtales","26272","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","565690","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","C. A. Stace","S. Tsugaru","1987","09","03","Brazil","Alagoas","Japaratinga","Near Japaratinga, 100 km NE from Maceió","-35.2581","-9.0883",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=257411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565690","NY00565690_01","South America","sheet",NA,"Magnoliophyta","Myrtales","B-1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","565675","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","S. A. Mori","S. A. Mori","1979","02","05","Brazil","Bahia","Maraú","Estrada que liga Ponta do Mutá (Porto de Campinhos) a Maraú, a 6 km do Porto. Folha SD 24 (14-39b)","-39.0144","-14.1033",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565675","NY00565675_01","South America","sheet",NA,"Magnoliophyta","Myrtales","11401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","565670","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","P. K. H. Dusén","P. K. H. Dusén","1911","02","25","Brazil","Paraná","Paranaguá","Porto Dom Pedro II","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565670","NY00565670_01","South America","sheet",NA,"Magnoliophyta","Myrtales","11456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01025781","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"F. Ehrendorfer","1978","02","15","Brazil","Para","Belém","ca. 3 km N Mosquero","-48.5043983459473","-1.4558299779892",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01025781","NY01025781_01","South America","sheet",NA,"Magnoliophyta","Myrtales","78215-4403",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","11329","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.","Marquete, N.","Guimarães, M.I.T.M.","1983","04","25","Brasil","São Paulo","Guarujá","Manguezal localizado à margem de canal na praia do Perequê","-46.166667","-24.083333","46º10'w","24º05's",NA,"BOTU011329",NA,NA,NA,NA,NA,NA,"95-25483",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","18989","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"Amaral Jr., A.","1993","03","15","Brasil","São Paulo","Ubatuba","Praia da Cidade, mangue.",NA,NA,"9999","9999","Árvore, frutos verdes.","BOTU018989",NA,NA,NA,NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","18836","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn.",NA,"Amaral Jr., A.","1993","03","16","Brasil","São Paulo","Ubatuba","Praia Puruba, mangue.",NA,NA,"9999","9999","Árvore , frutos verdes, ramos arroxeados.","BOTU018836",NA,NA,NA,NA,NA,NA,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","33571","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","(L.) C.F.Gaertn",NA,"Valdovino","1982","10","31","Brasil","Paraná","Pontal do Sul","Mangue nas proximidades do centro de Biologia Marinha",NA,NA,"9999","9999",NA,"BOTU033571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2554","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","C.F.Gaertn.","Melo, L. M. B.","Reis, R. B.","2010","02","06","Brasil","Maranhão",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mangue manso","HDELTA002554",NA,NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,"2010","02","06",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","106","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","C.F.Gaertn.","Costa, M. C. A.","Silva, A. P. M.","2009","09","13","Brasil","Piauí","Ilha Grande","Pontal das Canárias","-41.833739","-2.821417","41°50'01,46''W","02°49'17,10''S","Inflorecência Racemosa tipo espiga, flores curvadas monoclamídeas <ll>dwc_commonname:</ll> Mangue manso","HDELTA000106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2148","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","C.F.Gaertn.","Nascimento, R.S.","Nascimento, R. S.","2014","12","16","Brasil","Piauí",NA,NA,"-41.709028","-2.876917","41°42'32,50''W","02°52'36,90''S","<ll>dwc_commonname:</ll> Mangue","HDELTA002148",NA,NA,NA,NA,NA,NA,"48",NA,NA,NA,NA,"2014","12","16",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","101","PreservedSpecimen","Plantae","Combretaceae","Laguncularia","racemosa","Laguncularia racemosa","C.F.Gaertn.","Costa, M. C. A.","Andrade, I. M.","2010","01","19","Brasil","Piauí","Ilha Grande","Pontal das Canárias","-41.833739","-2.821417","41°50'01,46''W","02°49'17,10''S","Árvore de 90 m., pecíolo avermelhado, flores monoclamídeas, pétalas unidas <ll>dwc_commonname:</ll> Mangue manso ou branco","HDELTA000101",NA,NA,NA,NA,NA,NA,"3294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
