"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"19","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250460","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Lossen W",NA,"Southern America","Argentina",NA,"Troc. londoban. *?",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250460",NA,"Poales",NA,"1925","01","01",NA,NA,NA,"NL-L1250460","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250462","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Venturi G",NA,"Southern America","Argentina",NA,"Mendoza.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250462",NA,"Poales",NA,"1901","09","10",NA,NA,NA,"NL-L1250462","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250463","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Balansa B",NA,"Southern America","Paraguay",NA,"L'assomption, dans les rues.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250463",NA,"Poales",NA,"1874","04","01",NA,NA,NA,"NL-L1250463","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250464","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Sellow F",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250464",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,"NL-L1250464","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250465","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Herb Horti Acad Lugd Batav",NA,"Southern America","Brazil",NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250465",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,"NL-L1250465","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250467","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Kneucker JA",NA,"Southern America","Argentina",NA,"in Karlsruhe i. Baden kultiviert aus Samen von argentinischen Pflanzen.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250467",NA,"Poales",NA,"1908","09","01",NA,NA,NA,"NL-L1250467","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:17:14-03","NBC","NL-BOTANY","U.1489741","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,"Brasiliae austrais. Est. Rio Grande do Sul. 30 km N.W. of Carazinho. Edge of campo, near thicket.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489741",NA,"Poales",NA,"1966","12","13",NA,NA,NA,"NL-U1489741","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:17:14-03","NBC","NL-BOTANY","U.1489747","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Leal-Roig AR",NA,"Southern America","Argentina",NA,"Prov. Mendoza. Dep. La Paz. Entre Villa de La Paz y Desao juadero.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489747",NA,"Poales",NA,"1944","02","02",NA,NA,NA,"NL-U1489747","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:17:14-03","NBC","NL-BOTANY","U.1489748","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Leal-Roig AR",NA,"Southern America","Argentina",NA,"Prov. de Mendoza. Dep. Godog Cruz. Tapon de Sevilla.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489748",NA,"Poales",NA,"1944","02","01",NA,NA,NA,"NL-U1489748","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:17:14-03","NBC","NL-BOTANY","U.1489749","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Pedersen TM",NA,"Southern America","Argentina",NA,"Estancia,,Santa Teresa. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489749",NA,"Poales",NA,"1950","11","07",NA,NA,NA,"NL-U1489749","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:17:14-03","NBC","NL-BOTANY","WAG.1278911","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Stuckert TJV",NA,"Southern America","Argentina",NA,"Bei Córdoba in Argentinien.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1278911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1278911",NA,"Poales",NA,"1902","03","01",NA,NA,NA,"NL-WAG1278911","(Lam.) Lam.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:17:14-03","NBC","NL-BOTANY","AMD.113766","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya procera","Herter WG",NA,"Southern America","Uruguay",NA,"Cerro. Departamento de Montevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.113766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD113766",NA,"Poales",NA,"1925","12","01",NA,NA,NA,"NL-AMD113766","Herter",NA,NA,NA,NA,NA,"Magnoliopsidae","procera",NA,NA,NA,NA,NA
"31","2020-02-08 10:17:14-03","NBC","NL-BOTANY","L.1250380","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya procera","Herter WG",NA,"Southern America","Uruguay",NA,"Cerro. Dep*. Mentevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1250380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1250380",NA,"Poales",NA,"1925","12","01",NA,NA,NA,"NL-L1250380","Herter",NA,NA,NA,NA,NA,"Magnoliopsidae","procera",NA,NA,NA,NA,NA
"32","2020-02-08 10:17:14-03","NBC","NL-BOTANY","U.1489750","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya pusilla","Herter WG",NA,"Southern America","Uruguay",NA,"Penarol.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489750",NA,"Poales",NA,"1924","03","01",NA,NA,NA,"NL-U1489750",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","pusilla",NA,NA,NA,NA,NA
"33","2020-11-04 12:18:37-03","ESALQ","ESA","34389","PreservedSpecimen","Plantae","Poaceae","Eleusine","tristachya","Eleusine tristachya","Cordeiro, J. ; Barbosa E.","985.0",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"ESA034389","Magnoliophyta",NA,"Renvoize, S.A.","1992","12","16","Curitiba","-49.2731018066406","-25.4277992248535","ESA034389","(Lam.) Lam.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:18:37-03","ESALQ","ESA","132627","PreservedSpecimen","Plantae","Poaceae","Eleusine","tristachya","Eleusine tristachya","Paula-Souza, J.; Ferreira, M.A.P.; Silva, R.E.R.; Franco, J.O.R.","10773.0",NA,"Brasil","Ceará","2,7km NW (em linha reta) da sede da Fazenda Itataia. Caatinga arbórea aberta.",NA,NA,NA,NA,"Erva, espiguetas verdes","ESA132627","Magnoliophyta",NA,"Paula-Souza, J.","2012","04","22","Santa Quitéria","-40.1567001342773","-4.33194017410278","ESA132627","(Lam.) Lam.","2012","05","01","62463","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:24:47-03","CPAP","CPAP","9551","PreserverdSpecimen","Plantae","Poaceae","Eleusine","tristachya","Eleusine tristachya","Pott, A.","6091",NA,"Brasil","PR","Sede do Centro Nacional de Pesquisa de Florestas, Embrapa, Km 111 estrada da Ribeira","920","920",NA,NA,"Erva cespitosa. INTERESSE: Ruderal; indica pisoteio. FREQUÊNCIA: Esparsa. AMBIENTE: Cultivos florestais próximos ao estábulo. SUBSTRATO: solo argiloso. RELEVO: ondulado. <ll>dwc_commonname:</ll> Capim-pé-de-galinha",NA,NA,NA,"A. Pott","1992","01","03","Colombo","-49.233333","-25.333333",NA,"(Lam.) Lam.","1992","01",NA,NA,NA,NA,NA,"49°14' W","25°20' S",NA,NA,NA
"36","2019-02-15 11:47:43-02","IPA","IPA","8910","S","Plantae","Poaceae","Eleusine","tristachya","Eleusine tristachya","Pickel, B.","5830","Southern America","Brasil","São Paulo","Num campo alto do monte.",NA,NA,NA,NA,NA,"IPA0008910","Plantae",NA,"Chase","1945","03","08",NA,NA,NA,NA,"(Lam.)Lam.","1946","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:25:53-03","IAP","PACA-AGP","32526","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Henz, E.",NA,NA,"Brasil","RS","Pareci",NA,NA,NA,NA,"Habitat: in agro Fenofase: fruto","PACA032526","Magnoliophyta","Cyperales","Emrich-Rambo","1945","01","24","Montenegro","-51.4611015319824","-29.6886005401611",NA,"(Lam.) Lam.",NA,NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:25:53-03","IAP","PACA-AGP","69411","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Bertels, A.","9",NA,"Brasil","RS",NA,NA,NA,NA,NA,"Herb. PEL 271; subhidrofitia","PACA069411","Magnoliophyta","Cyperales","A. Bertels","1950","02","13","Pelotas","-52.3424987792969","-31.771900177002",NA,"(Lam.) Lam.",NA,NA,NA,"51462","auto","Liliatae",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:25:53-03","IAP","PACA-AGP","70082","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Bertels, A.","(9) 111",NA,"Brasil","RS","IAS Pelotas",NA,NA,NA,NA,NA,"PACA070082","Magnoliophyta","Cyperales",NA,"1950","02","13","Pelotas","-52.3424987792969","-31.771900177002",NA,"(Lam.) Lam.",NA,NA,NA,"51462","auto","Liliatae",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:36:48-03","IAP","PACA-AGP","10844","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Heidler, A.",NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"Habitat: in incultis Fenofase: flor","PACA010844","Magnoliophyta","Cyperales","Emrich-Rambo","1943",NA,NA,"Santa Maria","-53.8069000244141","-29.6842002868652",NA,"(Lam.) Lam.",NA,NA,NA,"37819","auto","Liliatae",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:25:53-03","IAP","PACA-AGP","62852","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","O.R. Camargo","3066",NA,"Brasil","RS",NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in incultis Fenofase: flor","PACA062852","Magnoliophyta","Cyperales","Emrich-Rambo","1957","12","10","Taquarí","-51.8643989562988","-29.7996997833252",NA,"(Lam.) Lam.","1958","09","25","21657","auto","Liliatae",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:25:53-03","IAP","PACA-AGP","61781","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","O.R. Camargo","2856",NA,"Brasil","RS","Est. Exp. Pomicultura",NA,NA,NA,NA,"Habitat: in incultis Fenofase: flor","PACA061781","Magnoliophyta","Cyperales","Emrich-Rambo","1957","12","10","Taquarí","-51.8643989562988","-29.7996997833252",NA,"(Lam.) Lam.","1958","09","29","21657","auto","Liliatae",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:25:53-03","IAP","PACA-AGP","55382","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Reitz, R.","512",NA,"Brasil","SC","Ascurra",NA,NA,NA,NA,"Habitat: ad viam","PACA055382","Magnoliophyta","Cyperales","J.R. Swallen","1953","06","11","Rodeio","-49.3664016723633","-26.9228000640869",NA,"(Lam.) Lam.","1954",NA,NA,"13874","auto","Liliatae",NA,NA,NA,NA,NA,NA
"44","2019-11-22 13:44:11-03","IAP","PACA-AGP","37074","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Gunckel","11020",NA,"Chile",NA,"Tenuco, Cautín",NA,NA,NA,NA,"Habitat: in arenosis Fenofase: fruto","PACA037074","Magnoliophyta","Cyperales","L. Parodi","1941","02","14",NA,NA,NA,NA,"(Lam.) Lam.",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:36:48-03","IAP","PACA-AGP","66627","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Krapovickas, A.","20926",NA,"Argentina",NA,"Itati, Ramada Paso",NA,NA,NA,NA,"Habitat: borde de monte quebracho colorado","PACA066627","Magnoliophyta","Cyperales",NA,"1972","02","01",NA,NA,NA,NA,"(Lam.) Lam.",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:25:53-03","IAP","PACA-AGP","60015","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","O.R. Camargo","1318",NA,"Brasil","RS",NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in incultis Fenofase: fruto","PACA060015","Magnoliophyta","Cyperales","Emrich-Rambo","1957","03","25","Farroupilha","-51.3478012084961","-29.2250003814697",NA,"(Lam.) Lam.","1957","05","02","19545","auto","Liliatae",NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:25:53-03","IAP","PACA-AGP","60009.1","PreservedSpecimen","Plantae","Gramineae","Eleusine","tristachya","Eleusine tristachya","Camargo, O. R.","1150",NA,"Brasil","RS","Est. exp. Fruticultura",NA,NA,NA,NA,"Habitat: in incultis Fenofase: fruto","PACA060009-1","Magnoliophyta","Cyperales","Emrich-Rambo","1957","02","15","Farroupilha","-51.3478012084961","-29.2250003814697",NA,"(Lam.) Lam.","1957","05","02","19545","auto","Liliatae",NA,NA,NA,NA,NA,NA
