"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"44","2014-11-06 16:18:19-02","UFPB","EAN","11943","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.",NA,NA,"1292","2002","01","11",NA,"Brasil","Distrito Federal","RA. I",NA,NA,NA,NA,NA,"Habitat: Terrestre, cerrado ralo e solo argiloso, profundo e avermelhado.",NA,"Plano Piloto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2196604","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"A. Macedo","1486","1948","12","13","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"46","2020-09-12 05:00:02-03","US","US","203857","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"A. F. Regnell","1178","1849","3",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00393517",NA,"US00393517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"47","2020-09-12 05:00:02-03","US","US","1932601","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"L. O. Williams, V. Assis & J. Moreira","5784","1981","1","26","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00393513",NA,"US00393513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"48","2020-09-12 05:00:02-03","US","US","2169379","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"T. M. Pedersen","3069","1954","12","23","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2573073","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"L. B. Smith, G. Hatschbach & R. M. Klein","14718","1965","1","17","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US00393515",NA,"US00393515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2964669","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"E. P. Heringer, T. S. Filgueiras, R. C. Mendonça & B. A. S. Pereira","6041","1981","1","26","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"US00393514",NA,"US00393514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"51","2020-09-12 05:00:02-03","US","US","209493","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"A. F. Regnell","1178","1859","10","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00475817",NA,"US00475817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"52","2020-09-02 16:34:37-03","Cenargen","CEN","21193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","454","1995","01","04",NA,"Brasil","DF","Área entre o Campo às margens do córrego do Gama, atrás do aeroporto, após a QI - 17. Lago Sul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pseudo-bulbos completamente enterrados. Vários exemplares em floração","CEN00021193","BRASILIA","CEN00021193","70570","auto",NA,"1994","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-02 16:34:37-03","Cenargen","CEN","19473","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","L. B. Bianchetti","Bruno Machado Teles Walter","2334","1995","01","16",NA,"Brasil","DF","Fazenda Água Limpa/UnB. campo sujo ao lado da margem esquerda da porção final da mata de galeria do Córrego da onça.","-47.9296989440918","-15.7797002792358","1050","1050","Exsicatas","Erva com pendão floral ereto(+- 40 cm) e bulbos subterrâneos. Labelo róseo; alas rosa-escuras. Petálas e sépalas com centro da base branco e entorno róseo-vionaceo; pétalas e sépalas com bordas esverdeadas. Inflorescências eretas. Campo sujo ao lado da margem esquerda da porção final da mata de galeria do córrego da onça. solo areno-argiloso, com afloramentos de cascalho. Doação da Flora do Brasil - Distrito Federal.","CEN00019473","BRASILIA","CEN00019473","70570","auto",NA,"1995","05",NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-02 16:34:37-03","Cenargen","CEN","110040","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","Carlos Romero Martins","3179","2019","02","02",NA,"Brasil","DF","Parque Nacional de Brasília, borda torno da trilha Cristal próximo a Ducha","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00110040","BRASILIA",NA,"70570","auto",NA,"2020","01",NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2020-09-02 16:34:37-03","Cenargen","CEN","96904","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","L. B. Bianchetti","Carlos Romero Martins","2496","2017","02","05",NA,"Brasil","DF","Parque Nacional de Brasília. Transição entre o campo sujo e a vegetação do entorno da margem do córrego Acampamento.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00096904","BRASILIA","CEN00096904","70570","auto",NA,"2017","03",NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2020-09-02 16:34:37-03","Cenargen","CEN","113638","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","L. B. Bianchetti","Ezechias Paulo Heringer","16625","1977","01","20",NA,"Brasil","DF","Taguatinga , cerrado seco, aberto com árvores, sujeito a fogo periódico","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Planta com pseudo-bulbos interrrados, hastes florais com 50 cm flores lilazes pintadas de marron, Doação do Herbário Universidade de Brasília - Plantas do Brasil","CEN00113638","BRASILIA","CEN00113638","70570","auto",NA,"1990","04",NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-09-02 16:34:37-03","Cenargen","CEN","21175","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","435","1994","12","11",NA,"Brasil","DF","Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro setor Noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00021175","BRASILIA","CEN00021175","70570","auto",NA,"1994","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2020-09-02 16:34:37-03","Cenargen","CEN","21263","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"João Aguiar Nogueira Batista","527","1995","02","18",NA,"Brasil","DF","Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área no futuro setor Noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pseudobulbos completamente enterrados. Há uma grande população da espécie no local, ocorrendo lado a lado com outra grande população de C. poecilum. Exemplar coletado afim de documentar o pleno desenvolvimento das folhas e os frutos da espécie.","CEN00021263","BRASILIA","CEN00021263","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"59","2020-09-02 16:34:37-03","Cenargen","CEN","21184","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","444","1994","12","17",NA,"Brasil","DF","Área entre o Parque Ecológico Norte e Parque Nacional de Brasília. Área do futuro setor Nororeste.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pseudo-bulbos completamente enterrados. Exemplar com os sépalos e pétalos reduzidos. De um total de cerca de 20 exemplares floridos da população, somente 3 , próximos entre si, tinham este padrão. Área queimada durante a seca.","CEN00021184","BRASILIA","CEN00021184","70570","auto",NA,"1994","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"60","2020-09-02 16:34:37-03","Cenargen","CEN","56371","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","A. Pires","Alexandro Pires da Silva","169","1997","01","15",NA,"Brasil","DF","Coletas no Parque Olhos d#?#Água.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pétalas e sépalas roxas. No meio delas um tom mais claro. Labelo roxo.","CEN00056371","BRASILIA","CEN00056371","70570","auto",NA,"1997","01",NA,NA,NA,NA,NA,"2",NA,NA,NA
"61","2020-09-02 16:34:37-03","Cenargen","CEN","37115","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1125","2001","01","06",NA,"Brasil","DF","Encostas acima da estrada recém aberta que liga a Estrada Parque Indústria e Abastecimento (EPIA) ao Lago Norte, acima do córrego Bananal.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Coletadas 6 plantas p/ cultivo no Cenargen, demais informações na exsicatas, Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00037115","BRASILIA","CEN00037115","70570","auto",NA,"2001","01",NA,NA,NA,NA,NA,"1",NA,NA,NA
"62","2020-09-02 16:34:37-03","Cenargen","CEN","37106","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1114","2000","12","30",NA,"Brasil","DF","Final da Asa Norte, entre o parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro setor Noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Latossolo avermelhado. Área anteriormente não queimada. Observado várias plantas esparsas e um conjunto maior concentrado num ponto do campo. Pseudobulbos completamente enterrados, brancos, com faixas vinosas correspondentes às linhas de abcisão da bainha das folhas.Coletadas 5 plantas para cultivo no Cenargen uma vez que a área está destinada a ocupação urbana e será ocupada mais cedo ou mais tarde. Havia no local uma grande concentração de plantas numa área próxima a pista e que foi parcialmente destruida quando das obras de ampliação da pista. Ocorrem no mesmo local C. poecilum e em menor número C. blanchetii.","CEN00037106","BRASILIA","CEN00037106","70570","auto",NA,"2000","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-09-02 16:34:37-03","Cenargen","CEN","25372","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"João Aguiar Nogueira Batista","522","1995","02","17",NA,"Brasil","DF","Lago Norte. Área entre e pista central e os últimos conjuntos da QL-15. Na extremidade da península, próximo ao clube do congresso.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pseudobulbos completamente enterrados. Floração da espécie no local ocorreu em dezembro.","CEN00025372","BRASILIA","CEN00025372","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"64","2020-09-02 16:34:37-03","Cenargen","CEN","18237","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","350","1992","11","22",NA,"Brasil","DF","Lago Norte. Área não ocupada entre a pista central e os últimos conjuntos da QL 15.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Cerca de 6 exemplares no local.","CEN00018237","BRASILIA","CEN00018237","70570","auto",NA,"1992","11",NA,NA,NA,NA,NA,"1",NA,NA,NA
"65","2020-09-02 16:34:37-03","Cenargen","CEN","14905","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","52","1990","01","06",NA,"Brasil","DF","Lago Sul. Atrás da QI 17 em direção ao aeroporto. Próximo ao Córrego do Gama.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00014905","BRASILIA","CEN00014905","70570","auto",NA,"1990","01",NA,NA,NA,NA,NA,"1",NA,NA,NA
"66","2020-09-02 16:34:37-03","Cenargen","CEN","14906","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","L. B. Bianchetti","Luciano de Bem Bianchetti","832","1988","02","06",NA,"Brasil","DF","MI 5. Setor de Mansões do Lago Norte.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Sépalas e pétalas laterais com base branca, parte média rosa (poucas pintas) e extremidade marrom. Labelo com borda rosa, parte central e lóbulos laterais bem mais escuros (puxando para vinho).","CEN00014906","BRASILIA","CEN00014906","70570","auto",NA,"1988","02",NA,NA,NA,NA,NA,"1",NA,NA,NA
"67","2020-09-02 16:34:37-03","Cenargen","CEN","46044","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1342","2002","12","21",NA,"Brasil","DF","RA-I, Brasília - Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Local do futuro Setor Noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área queimada durante a seca. Todas as plantas observadas concentravam-se em apenas dois pontos do campo. Pseudobulbos completamente enterrados, externamente brancos. Em plena floração. Inflorescência verde a verde-amarronzada. Ovário e pedicelo verde-amarronzado. Brácteas esverdeadas. Sépalos e pétalos com a base branca, no meio com pintas roxo-liláses que se tornam confluentes para o ápice; ápice meio roxo-lilás-amarronzado. Restante das informações na Exsicata.","CEN00046044","BRASILIA","CEN00046044","70570","auto",NA,"2002","12",NA,NA,NA,NA,NA,"3",NA,NA,NA
"68","2020-09-02 16:34:37-03","Cenargen","CEN","40612","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1292","2002","01","11",NA,"Brasil","DF","RA-I. Plano Piloto. Asa Norte, 713-714 N, área da UnB (arboreto) entre o Parque Olhos D#?#água e a estação de tratamento de esgoto da CAESB.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área queimada durante a seca. Pseudobulbos completamente enterrados, externamente brancos. Inflorescência verde a verde-amarronzada. Brácteas verde-vinosas. Ovário e pedicelo vinoso. Face externa dos sépalos e pétalos com a base esbranquiçada, parte mediana com pintas e manchas roxo claro sobre fundo esbranquiçado e ápice castanho. Demais informações na exsicata. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00040612","BRASILIA","CEN00040612","70570","auto",NA,"2002","01",NA,NA,NA,NA,NA,"2",NA,NA,NA
"69","2020-09-02 16:34:37-03","Cenargen","CEN","94730","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"João Aguiar Nogueira Batista","2375","2008","01","02",NA,"Brasil","DF","Região Administrativa I - Brasília; Área entre o Parque Ecológico Norte e o P. N. de Brasília, área do futuro Setor Noroeste.","-47.9296989440918","-15.7797002792358","1031","1031","Exsicatas","Local anteriormente queimado. Doação do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120056.","CEN00094730","BRASILIA","CEN00094730","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"70","2020-09-02 16:34:37-03","Cenargen","CEN","37103","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1110","2000","12","21",NA,"Brasil","DF","Setor de Mansões do Lago Norte. Área a direita da pista no sentido para a Barragem do Paranoá, entre o Varjão (após o cór. Urubu) e a MI 3. Condomínio Privê Lago Norte I, quadra 1, conjunto L.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área de baixada seca. Comum no local, observado uma grande concentração de plantas num ponto do campo. Pseudobulbos completamente enterrados, brancos, com linhas transversais vinosas ou escuras correspondentes as linhas de abcisão da bainha das folhas. Acima da linha de abcisão com vestigios das bainhas das folhas. Coletadas 13 plantas p/ cultivo no CENARGEN. Alguns exemplares também em cultivo por David Bertioli e Karina Proite. Uma exsicata devidamente herborizada em 04/01/2007.","CEN00037103","BRASILIA","CEN00037103 CEN00037103_1","70570","auto",NA,"2000","12",NA,NA,NA,NA,NA,"2",NA,NA,NA
"71","2020-09-02 16:34:37-03","Cenargen","CEN","37111","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1120","2001","01","04",NA,"Brasil","DF","Setor de Mansões do Lago Norte. Área brejosa a esquerda da DF-005, em direção ao Paranoá, na altura da MI-10, em campo limpo seco ecampo sujo de encosta.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Coletado 9 plantas p/ cultivo co Cenargen, o local esta dentro de uma área ocupada irregularment por chacareiros e vem sendo progressivamente ocupada nosúltimos anos, tendo uma grande parte da vegetação nativa já sido completamente removida ou alterada, demais informações na exsicata, Flora do Brasil - Distrito Federal - Brasília.","CEN00037111","BRASILIA","CEN00037111","70570","auto",NA,"2001","04",NA,NA,NA,NA,NA,"1",NA,NA,NA
"72","2020-09-02 16:34:37-03","Cenargen","CEN","14907","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","145","1991","01","05",NA,"Brasil","DF","Setor de mansões do Lago Norte. MI 4-5.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pseudo-bulbos semi-enterrados.","CEN00014907","BRASILIA","CEN00014907","70570","auto",NA,"1991","01",NA,NA,NA,NA,NA,"1",NA,NA,NA
"73","2020-09-02 16:34:37-03","Cenargen","CEN","109664","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Leide Rovenia Miranda de Andrade","44","2018","01","23",NA,"Brasil","GO","Área da mineradora Anglo American.","-48.9157981872559","-14.9708003997803","781","781","Exsicatas","Ambiente degradado. Relevo: com poucas rochas esparsas. Substrato: fortemente antropizado.Pseudobulbos completamente enterrados no subsolo, pquenos, ovóides.","CEN00109664","BARRO ALTO",NA,"39532","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"74","2020-09-02 16:34:37-03","Cenargen","CEN","34517","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1035","2000","01","13",NA,"Brasil","MG","Àrea a direita da pista, imediatamente após a entrocamento para Datas e Diamantina, em direção a Gouvea","-43.6002998352051","-18.2493991851807",NA,NA,"Exsicatas","Em área acima de campo limpo úmido e mata ciliar, àrea anteriormente queimada, pseudo bulbos completamente enterrados em final de floração, Doação Flora do Brasil - Estado de Minas Gerais","CEN00034517","DIAMANTINA","CEN00034517 CEN00034517_1","101169","auto",NA,"2000","01",NA,NA,NA,NA,NA,"1",NA,NA,NA
"75","2020-09-02 16:34:37-03","Cenargen","CEN","101431","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","L. B. Bianchetti","Aline Joseph Ramalho","110","2010","12","09",NA,"Brasil","MG","Entroncamento Gouveia - Datas - Diamantina indo para Gouveia.","-43.6002998352051","-18.2493991851807",NA,NA,"Exsicatas","Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 167746.","CEN00101431","DIAMANTINA","CEN00101431 CEN00101431_1","101169","auto",NA,"2018","10",NA,NA,NA,NA,NA,"1",NA,NA,NA
"76","2020-09-02 16:34:37-03","Cenargen","CEN","60717","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum subsp. lageanum","Barb.Rodr.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1444","2002","11","04",NA,"Brasil","SC","Est. de Aquicultura (IBAMA) e Policia de Proteção Ambiental. Na estrada p/ São Joaquim, ca. de 7 km do trevo de acesso p/ a BR-282; ca. de 13 km do cruzamento da Av. Pres. Vargas com a Av. Luis de Camões. Morros do lado direito do rio, acima da estação.","-50.326099395752","-27.8160991668701",NA,NA,"Exsicatas","HOLOTYPUS. Pseudobulbos completam. enterrados . Ovário e pedicelo c/ base esverdeada e ápice marrom escuro. Sépalos c/ base esbranquiçada no meio c/ pintas róseas p/ o ápice marrom. Pétalos idem mas c/ as pintas róseas mais destacadas. Labelo róseo, margem do lobo central e calo esbranquiçado. Unguículo branco. Coluna c/ pé discretam. amarelado, seguido de rosa e branco na parte mediana e ápice arroxeado. Cav. estigmática verde. Antera amarela, ápice verde-claro. Demais informações na exsicata.","CEN00060717","LAGES","CEN00060717","70701","auto","subsp. lageanum","2005","11",NA,NA,NA,NA,"HOLOTYPUS","2",NA,NA,NA
"77","2020-09-02 16:34:43-03","Cenargen","CEN","94666","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","cf. brandonianum","Cyrtopodium cf. brandonianum subsp. lageanum","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","2221","2007","11","13",NA,"Brasil","MG","Área à esquerda da BR 259 cerca de 7 km NE de Gouveia em direção a Diamantina, cerca de 200-300m antes do trevo Gouveia/Datas/Diamantina.","-43.7407989501953","-18.4543991088867",NA,NA,"Exsicatas","Área anteriormente queimada. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119902.","CEN00094666","GOUVEIA","CEN00094666","37970","auto","subsp. lageanum","2007","11",NA,NA,NA,NA,NA,"1",NA,NA,NA
"78","2019-10-07 09:19:53-03","UEFS","HUEFS","117408","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Ribas, O.S.","1725","1997","02","10",NA,"Brasil","Mato Grosso do Sul","Recanto Prainha.",NA,NA,NA,NA,NA,"Campo limpo, úmido, úmido; solo turfoso.","HUEFS0117408","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"79","2019-10-07 09:19:53-03","UEFS","HUEFS","220148","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Brito, A.L.T.","2193",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"HUEFS0220148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"80","2019-10-07 09:19:53-03","UEFS","HUEFS","220149","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Brito, A.L.T.","1913",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"HUEFS0220149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"81","2019-10-07 09:19:53-03","UEFS","HUEFS","78842","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Batista, J.A.N.","1342","2002","12","21",NA,"Brasil","Distrito Federal","Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Local do futuro setor noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"HUEFS0078842","Brasília","HUEFS0078842","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"82","2019-07-09 12:46:27-03","F","FMNH-SEEDPLANTS","V0436130F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,"RRC ID Flag","P. Dusén","9058A","1910","1","23","South America","Brazil","Paraná",NA,NA,NA,"500",NA,NA,NA,"V0436130F",NA,"V0436130F_01 V0436130F_02",NA,NA,NA,NA,NA,NA,NA,NA,"9058-A",NA,NA,"Monocotyledoneae",NA,NA
"83","2019-07-09 12:43:04-03","F","FMNH-SEEDPLANTS","V0436131F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,"RRC ID Flag","T. J. Killeen","1524","1985","11","26","South America","Bolivia","Santa Cruz",NA,"-61.5","-17.5",NA,NA,NA,NA,"V0436131F",NA,"V0436131F_01 V0436131F_02",NA,NA,NA,NA,NA,NA,NA,NA,"1524",NA,NA,"Monocotyledoneae",NA,NA
"84","2019-07-09 12:43:04-03","F","FMNH-SEEDPLANTS","V0436132F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"T. J. Killeen","586","1984","11","17","South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"V0436132F",NA,"V0436132F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
