"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","class"
"11","2021-03-15 16:37:00-03","NY","NYBG","00941400","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","S. S. Renner","H. S. Irwin","32035","1971","03","South America","Brazil","Goiás","Serra Geral do Paraná, ca. 10 km S.of São João de Aliança","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941400","NY00941400_01","17","Água Fria de Goiás","-47.5333","-14.79038","950","950","(Naudin) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00941398","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","J. J. Wurdack","H. S. Irwin","24995","1969","03","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 10 km west of Alto do Paraíso (formerly Veadeiros)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941398","NY00941398_01","24","Alto Paraíso de Goiás","-47.6094444","-14.1167","1000","1000","(Naudin) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00941394","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","S. S. Renner","H. S. Irwin","14147","1966","03","South America","Brazil","Distrito Federal","Parque Municipal do Gama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941394","NY00941394_01","21","Brasília","-48.05","-16.03","1000","1000","(Naudin) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:44:46-03","EAO","IAN","148812","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis","Wurdack, JJ","Irwin, HS; Anderson, WR","34778","1972","01","Southern America","Brasil","Goiás","Cerrado and adjacent gallery forest, ca. 15km S of Niquelândia.",NA,NA,"IAN148812",NA,"22",NA,NA,NA,"750","750","Triana","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:44:46-03","EAO","IAN","85609","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis","Vasconcelos, JM de","Melo, CAM de","32","1947","08","Southern America","Brasil","Paraíba",NA,NA,NA,"IAN085609",NA,"31",NA,NA,NA,NA,NA,"Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:44:46-03","EAO","IAN","14985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis","Barreto, M","Oliveira, JE de","s.n.","1938","03","Southern America","Brasil","Minas Gerais","Serra do Taquaril, pouco frequente.",NA,NA,"IAN014985","IAN014985 IAN014985_e","18","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"Triana",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 21:32:40-03","UFBA","ALCB","03125","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Noblick, LR","Piana, G","s/n","1975","09","Southern America","Brasil","Bahia","Arredores da fontinha Gos Calmon.",NA,"Flor Lilás claro.","ALCB070180",NA,"21","Simões Filho","-38.4","-12.783333",NA,NA,"(Naudin) Cogniaux","1979",NA,NA,"10","-38.4","-12.783333",NA,NA,NA,NA
"18","2021-02-08 21:32:40-03","UFBA","ALCB","03126","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla",NA,"Torrend, Padre CSJ","s/n","1936","10","Southern America","Brasil","Bahia","Boca do Rio.",NA,"Junto com Pt. glomerata.","ALCB070179",NA,NA,"Salvador","-38.5","-12.966667",NA,NA,"(Naudin) Cogniaux",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA
"19","2021-02-08 21:32:40-03","UFBA","ALCB","03127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla",NA,"Santana, W","s/n","1972","11","Southern America","Brasil","Bahia","Arredor do I.B. Vale de Ondina.",NA,NA,"ALCB070178",NA,"23","Salvador","-38.5","-12.966667",NA,NA,"(Naudin) Cogniaux",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA
"20","2021-02-24 18:14:01-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Freitas, JG","Pereira-Silva, G; Pereira, JB; Bianchetti, LB; Freire, SY","4709","2001","02","Southern America","Brasil","Goiás"," rea pertubada a montante da obra. µrea de influÆncia da futura hidrelétrica de Cana Brava, influÆncia direta (lago)",NA,"30 cm de altura. Flor lilás. Frutos imaturos verdes. Ocasional.; relevo suave-ondulado. Solo areno-argiloso.",NA,NA,"20","Cavalcante","-48.139722","-13.403056","310","310","(Naudin) Cogniaux","2007",NA,NA,"09","-48.139722","-13.403056",NA,NA,NA,NA
"21","2021-01-14 15:31:41-03","MN","R","9314","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"Glaziou, A.F.M.",NA,"1895","04",NA,"Brasil","Goiás",NA,NA,"Plantas do Brasil Central","R000009314","R000009314_001","26",NA,NA,NA,NA,NA,"Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:31:41-03","MN","R","9313","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla",NA,"Glaziou, A.F.M.","21337","1891","04",NA,"Brasil","Goiás",NA,NA,"Plantas do Brasil Central","R000009313","R000009313_001","03",NA,NA,NA,NA,NA,"Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:45:51-02","IPA","IPA","13330","S","Plantae","Plantae",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"Andrade-Lima","63-4181","1963","09","Southern America","Brasil","Paraíba","margem estrada entre Col. Camaratuba e divisa com RN.",NA,"Flor rósea.","IPA0013330",NA,"22","Mamanguape","-35.1260986328125","-6.83861017227173",NA,NA,"Triana",NA,"36853","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-27 13:50:30-03","UFS","ASE","27420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis","Andrade, RS","Gomes, C; Santos, E","226","2008","09","Southern America","Brasil","Sergipe","Fazenda Sabão",NA,"Mata atlântica","ASE0031837","ASE0031837","01","Indiaroba","-37.566667","-11.5",NA,NA,"Triana","2015",NA,NA,"06","-37.566667","-11.5","17",NA,NA,NA
"25","2019-11-27 13:50:30-03","UFS","ASE","3372","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"Viana, G","584","1982","08","Southern America","Brasil","Sergipe","Sítio Boa vista",NA,"Erva. flores lilases pétalas caducas.; Erva. flores lilases pétalas caducas.; Invasoras de Laranjais","ASE0014962","ASE0014962","05","Salgado","-37.474722","-11.031944",NA,NA,"Triana",NA,NA,NA,NA,"-37.474722","-11.031944",NA,NA,NA,NA
"26","2019-11-27 13:50:31-03","UFS","ASE","6400","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Braumgratz, JFA","Landim, M; Proença, C; L.R.Landrum; E.Melo; F.França; T.Raulin","677","1995","09","Southern America","Brasil","Sergipe","Estação Ecológica da Serra de Itabaiana",NA,"erva. 10 a 30. cm. Ereta, não ramificada. Hipâncio e cálice verde claro. Pétalas (4) lilás com diminuta mancha branca na base.; erva. 10 a 30. cm. Ereta, não ramificada. Hipâncio e cálice verde claro. Pétalas (4) lilás com diminuta ma","ASE0016834","ASE0016834 ASE0016834_1","16","Areia Branca","-37.315","-10.758056",NA,NA,"(Naudin) Cogn.",NA,NA,NA,NA,"-37.315","-10.758056",NA,NA,NA,NA
"27","2019-11-27 13:50:31-03","UFS","ASE","6816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Braumgratz, JFA","Landim, M; Raulino, T; A.Vicente","1050","1996","09","Southern America","Brasil","Sergipe","Parque Nacional da Serra de Itabaiana",NA,"Erva. 10. cm. Flores com pétalas rosas.; Erva. 10. cm. Flores com pétalas rosas.; Campo rupestre","ASE0017153","ASE0017153","19","Itabaiana","-37.2081","-10.4583",NA,NA,"(Naudin) Cogn.","2009",NA,NA,"01","-37.2081","-10.4583",NA,NA,NA,NA
"28","2019-08-20 10:19:53-03","UNICAMP","UEC","58014","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla",NA,"Pott, A; Mochiutti, S; Meireles, PRL","4204","1988","07",NA,"Brazil","Amapá","BR-156, km 44, Campo Experimental do Cerrado UEPAT de Macapá - EMBRAPA.",NA,"flor, Erva ereta, flor rosa. Freqüente. Campo cerrado. Latossolo amarelo franco-arenoso distrófico. Relevo quase plano.",NA,NA,"13","Macapá","-51.666667","0.366667","50","50","(Naudin) Triana",NA,NA,NA,NA,"-51.666667","0.366667",NA,NA,NA,NA
"29","2021-03-01 16:35:05-03","UNICAMP","UEC","129179","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Freitas, AL","Aparecida da Silva, M; Fonseca, ML; Oliveira, FCA; Cardoso, E;","5103","2002","03",NA,"Brazil","Goiás","05 km após Edilância em direção a cidade de Cocalzinho. Fazenda Boa Esperança. Proprietário Sr. Ronaldo Frankilin.",NA,"Erva de 5 a 20 cm altura, corola rósea, filetes brancos e vináceos, anteras amareladas, frutos pilosos vináceos.; Relevo ondulado.","UEC000129","UEC000129","22","Cocalzinho de Goiás","-48.589444","-15.751389","1040","1040","(Naudin) Triana","2013",NA,NA,"05","-48.589444","-15.751389",NA,NA,NA,NA
"30","2021-03-01 16:35:05-03","UNICAMP","UEC","187631","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Versiane, AFA","Meyer, FS","1164","2012","03",NA,"Brazil","Goiás","Parque Nacional da Chapada dos Veadeiros.",NA,"Erva 10-15 cm alt., crescendo entre gramíneas. Flores com pétalas róseas.","UEC114914","UEC114914","20","Alto Paraíso de Goiás","-47.790153","-14.162375",NA,NA,"(Naudin) Triana","2017",NA,NA,"02","-47.790153","-14.162375",NA,NA,NA,NA
"31","2021-03-01 16:35:05-03","UNICAMP","UEC","101859","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Romero, R","Almeda, F; Romero, R; Robinson, O; Robinson, D; Martins, AB; Goldenberg, R; Guimarães","5560","1998","06",NA,"Brazil","Goiás","Chapada dos Veadeiros. Trilha para o Vale da Lua.",NA,"Herbácea, ca. 0,25m. corola roxa; anteras roxas; conectivo magenta; apêndice branco; estilete branco.; Campo limpo com afloramentos, solo úmido.","UEC089314","UEC089314","17","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"(Naudin) Triana","1999","44724","auto","06",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:35:05-03","UNICAMP","UEC","101857","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Romero, R","Romero, R; Almeda, F; Robinson, O; Robinson, D; Martins, AB; Goldenberg, R; Guimarães","5563","1998","06",NA,"Brazil","Goiás","Chapada dos Veadeiros. Trilha para o Vale da Lua.",NA,"Herbácea, ca. 0,4m. Frutos secos.; Campo limpo com afloramentos.","UEC089311","UEC089311","17","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"(Naudin) Triana","1999","44724","auto","06",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:35:05-03","UNICAMP","UEC","175528","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Versiane, AFA","Sacramento, A; Cantarreli, J","524","1998","09",NA,"Brazil","Pernambuco","Praia do Paiva.",NA,"Erva de 0,4cm de alt.,em floração, flor vermelho.; Mata de restinga.","UEC029517","UEC029517","23","Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014",NA,NA,"(Naudin) Triana","2017","25282","auto","02",NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:19:53-03","UNICAMP","UEC","81062","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Matsumoto, K","Marcondes-Ferreira, W; Belinello, R; Silva, AA; Zanini, E; Torres Jr, AH; Rizzatti, ACS","1132","1995","05",NA,"Brazil","São Paulo","Igaçaba, Morro Solteiro",NA,"flor, Flor lilás. Morro com afloramentos rochosos de quartzito, com vegetação de cerrado e algumas Vellozias.",NA,NA,"04","Pedregulho","-47.4700012207031","-20.25",NA,NA,"(Naudin) Triana","1996","27552","auto","05",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:08:27-03","UFRPE","PEUFR","17459","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis","J. Semir","M.F. Sales","348","1994","10",NA,"Brasil","Pernambuco","Catimbau; brejo de São José",NA,"Erva com cerca de 0,15 m de altura; hipanto verde claro; sépalas verde-vinácea; pétalas brancas; anteras amarelas","PEUFR017459",NA,"17","Buíque","-37.166667","-8.616667","790","790","Triana","1994",NA,NA,"11","37°10'W","8°37'S",NA,NA,NA,NA
"36","2019-11-19 14:08:27-03","UFRPE","PEUFR","7750","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"C.M.C. Soares","125","1971","09",NA,"Brasil","Pernambuco","Canela",NA,NA,"PEUFR007750",NA,"17","Ipojuca","-35.0638999938965","-8.39888954162598",NA,NA,"Triana",NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-19 14:08:27-03","UFRPE","PEUFR","29812","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"E. Maranhão","5","1999","10",NA,"Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,NA,"PEUFR029812",NA,"20","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,"Triana",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 14:08:27-03","UFRPE","PEUFR","31368","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"M. Oliveira; J. Urbano","486","1999","12",NA,"Brasil","Pernambuco","Próximo ao riacho",NA,"Erva com cerca de 03,0 cm de altura; caule esverdeado; raro","PEUFR031368",NA,"15","Tamandaré","-35.1046981811523","-8.75971984863281",NA,NA,"Triana",NA,"16930","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-12 10:09:58-03","UFPB","JPB","9160","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Pterolepis","filiformis","Pterolepis filiformis",NA,"Felix, LP; Santana, ES","2223","1989","08","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,"31","Mamanguape","-35.125833","-6.838889","35","35","Triana",NA,NA,NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA
"40","2020-04-22 16:22:00-03","UFPB","JPB","45928","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Araújo, CMLR","Araújo, CMLR; Goldenberg, R; Viana, JL; Chagas, ECO; Delgado-Júnior, GC","243","2010","02","Southern America","Brasil","Paraíba","RPPN Fazenda Pacatuba, Borda de mata.",NA,"; HABITAT: Mata Atlântica.; DESC: Erva ca. 15 cm de alt. Flor lilás e estames lilases com ápice amatelo.","JPB0045928",NA,"08","Sapé","-35.2325","-7.096389","123","123","(Naudin) Cogn.","2011",NA,NA,"01","-35.2325","-7.096389","20",NA,NA,NA
"41","2020-04-22 16:22:00-03","UFPB","JPB","46038","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla",NA,"Viana, JL; Chagas, ECO; Araújo, CMLR; Delgado-Júnior, GC; Goldenberg, R","31","2010","08","Southern America","Brasil","Paraíba","RPPN Fazenda Pacatuba",NA,"; DESC: Flores róseas com estames roxos","JPB0046038",NA,"10","Sapé","-35.2325","-7.096389","123","123","(Naudin) Cogn.",NA,NA,NA,NA,"-35.2325","-7.096389",NA,NA,NA,NA
"42","2020-04-22 16:22:00-03","UFPB","JPB","50621","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Araújo, CMLR","Araújo, CMLR; Brito, MFM","301","2011","11","Southern America","Brasil","Paraíba","Forte Velho",NA,"; HABITAT: Mata Atlântica.; DESC: Erva 4-12 cm de alt. Flores 3-4-meras, róseas, estames completamente amarelos. Frutos secos castanhos.","JPB0050621",NA,"14","Santa Rita","-34.978056","-7.114167","16","16","(Naudin) Cogn.","2012",NA,NA,"12","-34.978056","-7.114167","01",NA,NA,NA
"43","2020-04-22 16:22:00-03","UFPB","JPB","50622","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Araújo, CMLR","Araújo, CMLR; França, ES; Sampaio, VS; Silva, JWA","302","2011","11","Southern America","Brasil","Alagoas","Parque Municipal de Maceió, Margem da trilha principal.",NA,"; HABITAT: Mata Atlântica.; DESC: Erva 4-15 cm de alt. Flores 4-5-meras, caule avermelhado. Pétalas e filetes lilases, anteras roxas com ápice branco, conectivo e apêndices ventrais brancos. Frutos castanhos.","JPB0050622",NA,"22","Maceió","-35.7352981567383","-9.6658296585083",NA,NA,"(Naudin) Cogn.","2012","34538","auto","04",NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:30-03","UFOP","OUPR","5840","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Romero, R.","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Naudin) Cogn.","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-23 12:17:42-03","UFOP","OUPR","35226","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Pedrosa, L.G.","Pedrosa, L.G.","2644","2020","02",NA,"Brasil","Minas Gerais","APA Estadual Cachoeira das Andorinhas",NA,"Erva, 25cm. Flores róseas. Borda de mata / campo.",NA,NA,"13","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"(Naudin) Cogn.","2020","44599","auto","02",NA,NA,"13",NA,NA,NA
"46","2019-11-06 09:56:30-03","UFOP","OUPR","17814","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Romero, R.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Camarinhas",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"(Naudin) Cogn.","2013","44599","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:30-03","UFOP","OUPR","5839","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pterolepis","perpusilla","Pterolepis perpusilla","Romero, R.","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"(Naudin) Cogn.","2013","44599","auto",NA,NA,NA,NA,NA,NA,NA
