"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"1","2020-09-23 10:40:18-03","E","E","259387","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","unspecified kind of","Spruce, Richard","646","E. Tropical South America","BR","Pará","Near Santarem","herbarium specimen of unspecif","BGBASE:269900","<a href=http://data.rbge.org.uk/herb/E00259387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:40:18-03","E","E","259384","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","isotype","Spruce, Richard","2961","W. Tropical South America","VE","Amazonas","Near San Carlo de Rio Negro","herbarium specimen of unspecif","BGBASE:269892","<a href=http://data.rbge.org.uk/herb/E00259384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259384","1905","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:40:18-03","E","E","259386","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","unspecified kind of","Spruce, Richard","643","E. Tropical South America","BR","Pará","Near Santarem","herbarium specimen of unspecif","BGBASE:269894","<a href=http://data.rbge.org.uk/herb/E00259386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-23 10:40:18-03","E","E","259388","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","unspecified kind of","Spruce, Richard","646","E. Tropical South America","BR","Pará","Near Santarem","herbarium specimen of unspecif","BGBASE:269901","<a href=http://data.rbge.org.uk/herb/E00259388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-23 10:40:18-03","E","E","66321","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Jardim, A.","587","W. Tropical South America","BO",NA,NA,"herbarium specimen of unspecif","BGBASE:87056","<a href=http://data.rbge.org.uk/herb/E00066321 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00066321","1994","04","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-09-23 10:40:18-03","E","E","259385","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","unspecified kind of","Spruce, Richard","643","E. Tropical South America","BR","Pará","Near Santarem","herbarium specimen of unspecif","BGBASE:269893","<a href=http://data.rbge.org.uk/herb/E00259385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","354737","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","anacardioides","Acrodiclidium anacardioides","isotype","R. Spruce","2961","South America","Venezuela",NA,"Prope San Carlos el Rio Negro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354737","1853","04",NA,"Magnoliophyta","Laurales","Meisn.","-67.0579264","1.9218151","NY00354737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","354738","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","anacardioides","Acrodiclidium anacardioides","isotype","R. Spruce","2961","South America","Brazil",NA,"Prope San Carlos el Rio Negro. Brasilia borealis.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354738","1853","04",NA,"Magnoliophyta","Laurales","Meisn.","-67.0579264","1.9218151","NY00354738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","354754","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","isotype","R. Spruce","646","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"(n. 646 in Hb. Mon. Petrop.) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354754","1850","07",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354754_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","354752","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba","isotype","R. Spruce","643","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354752","1850","04",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","354756","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba","possible type","R. Spruce","s.n.","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"The number (1) is written on the label following the name. 643 = (1) is written on sheet. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354756","1850","04",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","354751","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba","isotype","R. Spruce","643","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354751","1850","04",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","354753","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","isotype","R. Spruce","s.n.","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354753","1850","07",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354753_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","354755","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","probable isotype","R. Spruce","s.n.","South America","Brazil",NA,"Brasilia","sheet",NA,"The number (2) is written on the label following the name. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354755","1850","07",NA,"Magnoliophyta","Laurales","Meisn.",NA,NA,"NY00354755_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","354754","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","isotype","R. Spruce","646","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"(n. 646 in Hb. Mon. Petrop.) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354754","1850","07",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354754_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","354753","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","isotype","R. Spruce","s.n.","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354753","1850","07",NA,"Magnoliophyta","Laurales","Meisn.","-54.740486","-2.449614","NY00354753_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","354755","PreservedSpecimen","Plantae","Lauraceae","Acrodiclidium","itauba","Acrodiclidium itauba amarella","probable isotype","R. Spruce","s.n.","South America","Brazil",NA,"Brasilia","sheet",NA,"The number (2) is written on the label following the name. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354755","1850","07",NA,"Magnoliophyta","Laurales","Meisn.",NA,NA,"NY00354755_01","amarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 02:06:00-03","NY","NYBG","01172021","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"U. N. Maciel","550","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172021","1981","03","15","Magnoliophyta","Laurales",NA,NA,NA,"NY01172021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 02:06:00-03","NY","NYBG","01172048","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"M. G. da Silva","2909","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375373' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172048","1977","03","25","Magnoliophyta","Laurales",NA,NA,NA,"NY01172048_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 02:06:00-03","NY","NYBG","01172025","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"G. A. Black","F3-47-930","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172025","1947","06","24","Magnoliophyta","Laurales",NA,NA,NA,"NY01172025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1181971","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"M. G. da Silva","5018","South America","Brazil","Mato Grosso","Arredores do campo de aviação.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181971","1979","06","19","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-59.4592","-10.1669","NY01181971_01",NA,"M. G. da Silva","Aripuanã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 02:06:00-03","NY","NYBG","01172042","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"W. A. Ducke","681","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375365' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172042","1941","03","12","Magnoliophyta","Laurales",NA,NA,NA,"NY01172042_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","865016","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"G. T. Prance","12450","South America","Brazil","Acre","Serra da Moa, Rio Moa, 6km. Above school. Forest on hill slopes.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865016","1971","04","25","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-72.8956","-7.6144","NY00865016_01",NA,"C. K. Allen","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","865023","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"R. Saraiva","305","South America","Brazil","Acre","BR-317 km 68, margem direita, Area de Estudos Florestais/FUNTAC.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865023","1990","04","20","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-67.75","-10.5","NY00865023_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01172046","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"N. T. da Silva","1845","South America","Brazil","Pará","Jari, estrada entre Planalto A e Braço. Mata de terra firme","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375369' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172046","1969","04","10","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-52.6008224","-0.8809315","NY01172046_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 02:06:00-03","NY","NYBG","01172051","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"C. R. Sperling","5699","South America","Brazil","Pará","Serra dos Carajás. Serra Norte, 5 km west of AMZA camp N-5","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375379' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172051","1982","05","15","Magnoliophyta","Laurales",NA,"-50.17","-6.07","NY01172051_01",NA,"H. H. van der Werff",NA,"700","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01172015","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"G. T. Prance","20509","South America","Brazil","Amazonas","Km 246, 4 km south of Igapó Açu.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172015","1974","03","14","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-60.025","-3.1019","NY01172015_01",NA,"H. H. van der Werff","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 02:06:00-03","NY","NYBG","01172049","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"C. R. Sperling","5614","South America","Brazil","Pará","Serra dos Carajás. 2 km W of AMZA camp N-5.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172049","1982","05","13","Magnoliophyta","Laurales",NA,"-50.13","-6.07","NY01172049_01",NA,"H. H. van der Werff",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01172019","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"K. Kubitzki","79-237","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172019","1979","09","10","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NY01172019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 01:27:00-03","NY","NYBG","01172043","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"M. R. dos Santos","649","South America","Brazil","Pará","Estrada da Agua Azul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303559' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172043","1979","06","21","Magnoliophyta","Laurales",NA,"-52.5817","-1.5233","NY01172043_01",NA,"M. R. dos Santos","Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02880021","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"W. Castro","192","South America","Brazil","Rondônia","Floresta Nacional do Jamari, departing from km 574 of BR-364 (= 28 km W of Itapuã do Oeste), ca. 20 km on P-1 access road at base of AMATA company.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2596623' target='other'> <mi>dwc_moreinfo</mi></a>","NY02880021","2012","03","27","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-62.958831","-9.38415","NY02880021_01",NA,NA,"Itapuã do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","865017","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"G. T. Prance","12450","South America","Brazil","Acre","Serra da Moa, Rio Moa, 6km. Above school. Forest on hill slopes.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865017","1971","04","25","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-72.8956","-7.6144","NY00865017_01",NA,"C. K. Allen","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01172023","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"A. S. L. da Silva","1830","South America","Brazil","Pará","Serra dos Carajás. N-4, mina pilôto para exploração de ferro. Local onde foi realizado inventário em 05/83","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172023","1984","03","15","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-50.1736164","-6.0551244","NY01172023_01",NA,"A. S. L. da Silva","Marabá","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","865019","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"B. A. Krukoff","5317","South America","Brazil","Acre","Near mouth of Rio Macauhan (tributary of Rio Yaco), on terra firma.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865019","1933","08","08","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-69","-9.33","NY00865019_01",NA,"A. J. G. H. Kostermans","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 02:06:00-03","NY","NYBG","01172020","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"K. Kubitzki","79-192","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375361' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172020","1979","09","09","Magnoliophyta","Laurales",NA,NA,NA,"NY01172020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1522802","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"M. L. Alencar","55","South America","Brazil","Amazonas","Between Parana da Floresta and the mouth of the Rio Branco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1779524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522802","1979","06","26","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-61.08","-1.42","NY01522802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","865020","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"B. A. Krukoff","5317","South America","Brazil","Acre","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865020","1933","08","08","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-69","-9.33","NY00865020_01",NA,"A. J. G. H. Kostermans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01172041","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"B. Maguire","56549","South America","Brazil","Rondônia","66 km west of Vilhena. Brasília-Acre highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375364' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172041","1963","09","03","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-60.569482","-12.436039","NY01172041_01",NA,"C. K. Allen",NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01172018","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"S. A. Mori","20458","South America","Brazil","Amazonas","Rio Negro. Ilha do Gavião, at the mouth of the Rio Branco. Plants preserved in the fiel in 70% ETOH.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303585' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172018","1989","06","11","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NY01172018_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 01:27:00-03","NY","NYBG","01172024","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"J. F. Ramos","1876","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Acará.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172024","1988","04","27","Magnoliophyta","Laurales",NA,NA,NA,"NY01172024_01",NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01172047","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"T. C. Plowman","9678","South America","Brazil","Pará","Breu Branco, kim 40 south of Represa Tucurui along highway BR 422.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303530' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172047","1980","03","17","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-49.73","-3.92","NY01172047_01",NA,"H. H. van der Werff","Tucuruí","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 16:41:00-03","NY","NYBG","865022","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"R. Saraiva","323","South America","Brazil","Acre","Proc.: RBO-AC BR-317 km 68, margem direita, Area de Estudos Florestais/ Da mata de terra firme, solo argiloso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865022","1990","05","17","Magnoliophyta","Laurales",NA,"-67.6756","-10.5731","NY00865022_01",NA,"H. H. van der Werff","Capixaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 02:06:00-03","NY","NYBG","01172050","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"C. R. Sperling","5828","South America","Brazil","Pará","Serra dos Carajás. 2 Km east of AMZA camp N-1.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375377' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172050","1982","05","25","Magnoliophyta","Laurales",NA,"-50.28","-6.03","NY01172050_01",NA,"H. H. van der Werff",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01172017","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"S. A. Mori","16310","South America","Brazil","Amapá","Camaipi. EMBRAPA reserve and vicinity","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375359' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172017","1983","09","17","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez","-51.62","0.17","NY01172017_01",NA,"B. V. Rabelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
