"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","class","relatedCatalogItem"
"14","2020-11-04 12:18:35-03","ESALQ","ESA","120477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"Sucre, D.","6690.0","1970","05","01",NA,"Brasil","Minas Gerais","Minas Gerais","Serra de Ibitipoca, Pico do Pião.",NA,NA,"1580","1580",NA,NA,"ESA120477",NA,"Delfini, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:15:42-03","ESALQ","ESA","142930","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"s.col.",NA,"1977","07","01",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"ESA142930",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"16","2020-11-04 12:18:35-03","ESALQ","ESA","120882","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Delfini, C.","474.0","2012","05","01",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, proximidades da prainha.","-43.345","-18.116","790","790",NA,"Erva, ca. 30cm alt., espiguetas verdes cinéreas.","ESA120882",NA,"Delfini, C.",NA,NA,NA,"-43.345","-18.116",NA,NA,NA,NA,NA
"17","2020-11-04 12:15:42-03","ESALQ","ESA","142736","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin) Kuhlm.","Boechat, S. C.","34.0","1994","07","19",NA,"Brasil","Goiânia","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"ESA142736",NA,NA,NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA
"18","2020-11-04 12:15:42-03","ESALQ","ESA","118701","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"Pirani, J.R.",NA,"1985","09","01",NA,"Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"ESA118701",NA,"Delfini, C.",NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA
"19","2020-11-04 12:15:42-03","ESALQ","ESA","118723","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"Oliveira, J.E.",NA,"1950","08","01",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA118723",NA,"Delfini, C.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"20","2020-11-04 12:15:42-03","ESALQ","ESA","118693","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"Rossi, L.",NA,"1982","04","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"ESA118693",NA,"Delfini, C.",NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA
"21","2020-11-04 12:18:35-03","ESALQ","ESA","121145","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Delfini, C.","675.0","2012","10","01",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rod. GO-118 em direção a Cavalcante, ca. 12km N (em linha reta) de Alto Paraíso","-47.5099983215332","-14.1324996948242","1502","1502",NA,"Erva, até 40cm alt. Espiguetas e tricomas alvos","ESA121145",NA,"Delfini, C.",NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA
"22","2020-06-30 18:32:43-03","UFJF","CESJ","8565","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","L. Krieger","CESJ8565","1970","05","12","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Em touceiras, no campo. Lugares úmidos.","CESJ008565",NA,"R.Dias-Melo","2005","12","10",NA,NA,"30417","auto",NA,NA,NA
"23","2020-06-30 18:32:43-03","UFJF","CESJ","36824","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","L.G.Rodela","5d-2","1998","12",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Campo sujo, solo arenoso.","CESJ036824",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA
"24","2020-06-30 18:32:43-03","UFJF","CESJ","32640","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","M.A. Heluey; R.M. Castro","92","2001","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"No campo encharcável próximo ao Morro da Cruz.","CESJ032640",NA,"P.L. Viana","2005","09",NA,NA,NA,"30417","auto",NA,NA,NA
"25","2020-06-30 18:32:43-03","UFJF","CESJ","32621","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","M.A. Heluey; R.M. Castro","81","2001","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"No campo encharcável próximo ao Morro da Cruz.","CESJ032621",NA,"P.L. Viana","2005","09",NA,NA,NA,"30417","auto",NA,NA,NA
"26","2019-11-21 14:42:08-03","UFJF","CESJ","47033","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","P.L. Viana; N.F.O. Mota","1971","2006","02","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Erva terrestre em campo de altitude.","CESJ047033",NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA
"27","2019-11-21 14:42:08-03","UFJF","CESJ","47309","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","P.L. Viana; F.R.G. Salimena; T.U.P. Konno; L. Menini Neto","2144","2006","06","11","América do Sul","Brasil","Minas Gerais","Serro","Estrada para Diamantina","-43.3793983459473","-18.604700088501",NA,NA,NA,"Em campo recém queimado.","CESJ047309",NA,"P.L. Viana","2006",NA,NA,NA,NA,"37754","auto",NA,NA,NA
"28","2021-04-07 11:47:13-03","UFMS","CGMS","58701","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","A. Pott; V.J. Pott","15377","2009","04","29",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Santa Feliciana, antigo caminho abandonado e fechado entre Bonito e Bodoquena, aproximadamente 25 Km NNW de Bonito.","-56.6163889","-20.9461111","518","518",NA,NA,"CGMS1088616",NA,"A. Pott","2018","10","23","-56,6163889","-20,9461111",NA,NA,NA,NA,NA
"29","2021-04-07 11:47:13-03","UFMS","CGMS","52613","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","V.J. Pott; A. Pott; S.N. Moreira","9607","2007","07","26",NA,"Brasil","Mato Grosso do Sul","Bela Vista","Estrada Apaporé, MS-472, entre Jardim e Bela Vista, cerca de 13Km da Br-267.","-56.615","-21.6480555","227","227",NA,"Inflorescência dourada. Habitat: Campo graminoso úmido com Settaria paucifolia. Habito: Erva cespitosa anfíbia. 60cm de altura.","CGMS1082586",NA,"A. Pott","2018","10","23","-56,615","-21,6480555",NA,NA,NA,NA,NA
"30","2020-02-18 09:32:03-03","UNICAMP","UEC","47648","S","Plantae","Liliopsida",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Leitão Filho, HF; Santin, DA; Franco, GADC; Grombone-Guaratini, MT; Francini, RB; Meira Neto, JAA","19368","1987","07","01",NA,"Brazil","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768","1300","1300",NA,"Erva 40 cm.","UEC071641","UEC071641","Delfini, C","2015","05",NA,NA,NA,"16076","auto",NA,NA,NA
"31","2020-12-21 16:40:05-03","MBM","MBM","254354","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees) Kuhlm.","Krieger, L.","8565",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Ibitipoca","Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM254354","MBM254354","Oliveira, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:05-03","MBM","MBM","92160","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees) Kuhlm.","Hatschbach, G.","48238",NA,NA,NA,"Southern America","Brazil","Bahia","Mucugê","Mucugê, rodovia para Andaraí","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"MBM092160","MBM092160","Renvoize, S.A.",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA
"33","2020-12-21 16:40:05-03","MBM","MBM","169442","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees) Kuhlm.","Simão-Bianchini, R.; et al.; et al.","13108",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Morro Papo da Ema, Jambeiro","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM169442","MBM169442","Longhi-Wagner, H.M.",NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA
"34","2020-12-21 16:40:05-03","MBM","MBM","296000","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees) Kuhlm.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77575","2004","06","07","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, entre o Rio Embaiassaia e o Rio Preto.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Campo rupestrae; solo arenoso e úmido.","MBM296000","MBM296000","Viana, P.L.","2008","12",NA,NA,NA,"37503","auto",NA,NA,NA
"35","2020-10-01 14:26:46-03","JBB","HEPH","13820","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Munhoz, CBR","467","1997","08","09","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Água fria 1","-47.509167","-14.0725",NA,NA,NA,NA,NA,NA,"Delfini, C","2016","12",NA,"-47.509167","-14.0725",NA,NA,NA,NA,NA
"36","2020-10-01 14:26:46-03","JBB","HEPH","15734","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Nóbrega, MGG","1196","2000","07","03","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo a área de lazer","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,"Delfini, C","2016","12",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"37","2020-10-01 14:26:46-03","JBB","HEPH","24278","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Amaral, AG","2104","2008","07","03","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Ponto de coleta nº 8. Campo úmido com murundus, próximo à CAESB.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Levantamento feito para o Plano de Manejo.",NA,NA,"Delfini, C","2016","12",NA,NA,NA,"70570","auto",NA,NA,NA
"38","2020-12-11 11:45:00-03","UFMG","BHCB","120914","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","1345","2008","06","18","Southern America","Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre Vivas, Caminho entre a vila de Macacos e o Campos São Domingos. Campos rupestres e Campos limpos","-43.784667","-17.959667","1220","1220",NA,"Terrestre no campo limpo",NA,NA,NA,NA,NA,NA,"-43.784667","-17.959667",NA,NA,NA,NA,NA
"39","2020-12-11 11:45:00-03","UFMG","BHCB","120946","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","1377","2008","06","19","Southern America","Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre Vivas, Campos de São Domingos, próximo ao alojamento. Campo limpo e Mata de galeria","-43.786722","-17.917194","1277","1277",NA,"Erva terrestre no campo limpo",NA,NA,NA,NA,NA,NA,"-43.786722","-17.917194",NA,NA,NA,NA,NA
"40","2020-12-11 11:45:00-03","UFMG","BHCB","178857","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","856","2015","09","29","Southern America","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,NA,"Prensado em álcool; Erva; espiguetas castanhas claras.; Campo Rupestre Quartzítico",NA,NA,NA,"2016","06",NA,"-43.605","-20.197222",NA,NA,NA,NA,NA
"41","2020-12-11 11:45:00-03","UFMG","BHCB","182185","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Moreira, SN; França, M; Toledo, F; Knegt, R","1700","2015","06","05","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,NA,NA,"Erva até 50cm de altura. Campo quartzítico. Solo arenoso.","BHCB037501",NA,NA,"2015",NA,NA,"-43.677222","-18.9425",NA,NA,NA,NA,NA
"42","2020-12-11 11:45:00-03","UFMG","BHCB","14586","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Andrade, PM de; et al.","1176","1988","04","27","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1577049","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Howard S. Irwin|et al.","Irwin 8998","1965","10","6","South America","Brazil","Distrito Federal",NA,"Sandy slope, cerrado, 3 km S of Sobradinho",NA,NA,"1075.00000000",NA,NA,NA,NA,NA,"G. Davidse, 1999 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1577050","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Howard S. Irwin|et al.","Irwin 9360","1965","10","20","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. Campo slopes, Chapada dos Veadeiros, ca. 13 km NW of Veadeiros","-47.0001333","-14.0003333","1200.00000000",NA,NA,NA,NA,NA,"G. Davidse, 1999 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1577051","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","M.A. da Silva|et al.","Silva 1586","1992","8","8","South America","Brazil","Bahia",NA,"Mun. de Correntina. Fazenda Jatobá. Vereda do Rio Veredão","-46.0004736","-13.0004166",NA,NA,NA,NA,NA,NA,"T.S. Filgueiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2012-05-14 14:15:00-03","MO","MOBOT","1577053","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Tarciso S. Filgueiras|F.C.A. Oliveira","Filgueiras 3265","1995","9","27","South America","Brazil","Goiás",NA,"Mun. de Alto Paraíso; Parque Nacional Chapada dos Veadeiros. Serra do Rio Preto. próximo à Sede do Parque","-47.80888","-14.15083","1226.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-12-22 22:17:00-02","MO","MOBOT","1577054","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","F.C.A. Oliveira|R. Marquete|Roberta C. de Mendonça|M. Aurélio Silva|M. Cláudio Silva, Jr.","Oliveira 403","1995","8","16","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros; Parque Nacional Chapada dos Veadeiros. Trilha entre a Sede do Parque e o Canion do Rio Preto. Campo cerrado com aspécto rupestre","-47.80888","-14.15638",NA,NA,NA,NA,NA,NA,"T.S. Filqueiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-10-24 07:52:00-02","MO","MOBOT","1577055","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4702","1993","2","23","South America","Brazil","Minas Gerais",NA,"Rodovia de Cardeal Mota a Conceiçao do Mato Dentro, BR-010, Serra do Cipó, km 121; campo rupestre","-43.5","-19.33333","1380.00000000",NA,NA,NA,NA,NA,"D. Giraldo-Cañas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1577056","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","William R. Anderson|et al.","Anderson 35835","1972","2","11","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Eastern slopes of Pico do Itambé, first large sandstone outcrop below the summit; sanstone and adjacente meadows, with bouth sandy soil and overlying humus",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
