especie_original,cat_ameaca_cncflora,fonte
Acicarpha tribuloides,LC,cncflora_out_1
Acioa edulis,LC,cncflora_out_1
Acioa longipendula,LC,cncflora_out_1
Acmanthera cowanii,VU,cncflora_out_1
Acmanthera duckei,DD,cncflora_out_1
Acmanthera fernandesii,CR,cncflora_out_1
Acmanthera fernandesii,DD,cncflora_out_0
Acmanthera latifolia,VU,cncflora_out_1
Acmanthera longifolia,CR,cncflora_out_1
Acmanthera parviflora,EN,cncflora_out_1
Acmella pusilla,EN,cncflora_out_1
Acmella serratifolia,LC,cncflora_out_1
Acosmium diffusissimum,LC,cncflora_out_1
Acritopappus catolesensis,EN,cncflora_out_1
Acritopappus catolesensis,VU,cncflora_out_0
Acritopappus connatifolius,EN,cncflora_out_1
Acritopappus connatifolius,EN,cncflora_out_0
Acritopappus harleyi,CR,cncflora_out_1
Acritopappus irwinii,VU,cncflora_out_1
Acritopappus irwinii,VU,cncflora_out_0
Acritopappus pereirae,CR,cncflora_out_1
Acritopappus pintoi,EN,cncflora_out_1
Acritopappus pintoi,CR,cncflora_out_0
Acritopappus prunifolius,VU,cncflora_out_1
Acritopappus subtomentosus,CR,cncflora_out_1
Acroceras excavatum,DD,cncflora_out_1
Acroceras fluminense,LC,cncflora_out_1
Acrocomia emensis,VU,cncflora_out_1
Acrocomia hassleri,LC,cncflora_out_1
Actinocephalus aggregatus,DD,cncflora_out_1
Actinocephalus cabralensis,DD,cncflora_out_1
Actinocephalus callophyllus,DD,cncflora_out_1
Actinocephalus ciliatus,DD,cncflora_out_1
Actinocephalus cipoensis,CR,cncflora_out_1
Actinocephalus claussenianus,VU,cncflora_out_1
Actinocephalus compactus,DD,cncflora_out_1
Actinocephalus coutoensis,DD,cncflora_out_1
Actinocephalus deflexus,EN,cncflora_out_1
Actinocephalus diffusus,DD,cncflora_out_1
Actinocephalus falcifolius,EN,cncflora_out_1
Actinocephalus fimbriatus,DD,cncflora_out_1
Actinocephalus glabrescens,DD,cncflora_out_1
Actinocephalus graminifolius,DD,cncflora_out_1
Actinocephalus herzogii,EN,cncflora_out_0
Actinocephalus heterotrichus,DD,cncflora_out_1
Actinocephalus nodifer,DD,cncflora_out_1
Actinocephalus robustus,EN,cncflora_out_0
Actinocephalus stereophyllus,EN,cncflora_out_1
Actinostemon mandiocanus,DD,cncflora_out_1
Actinostemon roselii,EN,cncflora_out_1
Adamantinia miltonioides,CR,cncflora_out_1
Adelothecium bogotense,LC,cncflora_out_1
Adenocalymma bullatum,DD,cncflora_out_1
Adenocalymma campicola,LC,cncflora_out_1
Adenocalymma dichilum,EN,cncflora_out_1
Adenocalymma fruticosum,EN,cncflora_out_1
Adenocalymma magnoalatum,EN,cncflora_out_1
Adenocalymma nervosum,NT,cncflora_out_1
Adenocalymma paulistarum,LC,cncflora_out_1
Adenocalymma reticulatum,NT,cncflora_out_1
Adenocalymma subspicatum,EN,cncflora_out_1
Adenocalymma ubatubense,CR,cncflora_out_1
Adenophaedra cearensis,CR,cncflora_out_1
Adesmia paranensis,NT,cncflora_out_1
Adiantum diphyllum,CR,cncflora_out_1
Adiantum discolor,EN,cncflora_out_1
Adiantum mynsseniae,EN,cncflora_out_1
Adiantum papillosum,EN,cncflora_out_1
Adiantum tetragonum,EN,cncflora_out_1
Aechmea alopecurus,EN,cncflora_out_1
Aechmea amicorum,EN,cncflora_out_1
Aechmea apocalyptica,VU,cncflora_out_1
Aechmea azurea,VU,cncflora_out_1
Aechmea bambusoides,VU,cncflora_out_1
Aechmea blanchetiana,NT,cncflora_out_1
Aechmea blumenavii,LC,cncflora_out_1
Aechmea bromeliifolia,LC,cncflora_out_1
Aechmea bromeliifolia var. albobracteata,LC,cncflora_out_1
Aechmea caesia,EN,cncflora_out_1
Aechmea calyculata,LC,cncflora_out_1
Aechmea candida,DD,cncflora_out_1
Aechmea capixabae,DD,cncflora_out_1
Aechmea cariocae,EN,cncflora_out_1
Aechmea cariocae,EN,cncflora_out_0
Aechmea castanea,EN,cncflora_out_1
Aechmea caudata,LC,cncflora_out_1
Aechmea cylindrata,LC,cncflora_out_1
Aechmea dealbata,DD,cncflora_out_1
Aechmea depressa,EN,cncflora_out_1
Aechmea distichantha,LC,cncflora_out_1
Aechmea echinata,EN,cncflora_out_1
Aechmea entringeri,DD,cncflora_out_1
Aechmea eurycorymbus,NT,cncflora_out_1
Aechmea fasciata,VU,cncflora_out_1
Aechmea fosteriana,EN,cncflora_out_1
Aechmea gamosepala,LC,cncflora_out_1
Aechmea gracilis,LC,cncflora_out_1
Aechmea grazielae,DD,cncflora_out_1
Aechmea guarapariensis,DD,cncflora_out_1
Aechmea gustavoi,CR,cncflora_out_1
Aechmea kertesziae,EN,cncflora_out_1
Aechmea kleinii,EN,cncflora_out_1
Aechmea lingulata,DD,cncflora_out_1
Aechmea maasii,NT,cncflora_out_1
Aechmea macrochlamys,EN,cncflora_out_1
Aechmea marginalis,CR,cncflora_out_1
Aechmea muricata,EN,cncflora_out_1
Aechmea mutica,EN,cncflora_out_1
Aechmea nudicaulis,LC,cncflora_out_1
Aechmea orlandiana,CR,cncflora_out_1
Aechmea paratiensis,DD,cncflora_out_1
Aechmea pectinata,LC,cncflora_out_1
Aechmea pedicellata,DD,cncflora_out_1
Aechmea pimenti-velosoi,DD,cncflora_out_1
Aechmea podantha,DD,cncflora_out_1
Aechmea prava,DD,cncflora_out_1
Aechmea recurvata var. albobracteata,DD,cncflora_out_1
Aechmea recurvata var. ortgiesii,DD,cncflora_out_1
Aechmea rubrolilacina,DD,cncflora_out_1
Aechmea setigera,LC,cncflora_out_1
Aechmea sphaerocephala,EN,cncflora_out_1
Aechmea squarrosa,DD,cncflora_out_1
Aechmea triangularis,EN,cncflora_out_1
Aechmea vanhoutteana,VU,cncflora_out_1
Aechmea werdermannii,EN,cncflora_out_1
Aechmea winkleri,CR,cncflora_out_1
Aegiphila australis,NT,cncflora_out_1
Aegiphila duckei,DD,cncflora_out_1
Aegiphila exiguiflora,DD,cncflora_out_1
Aeschynomene bradei,EN,cncflora_out_1
Aeschynomene denticulata,LC,cncflora_out_1
Aeschynomene fructipendula,EN,cncflora_out_1
Aeschynomene graminoides,EN,cncflora_out_1
Aeschynomene laca-buendiana,EN,cncflora_out_1
Aeschynomene montevidensis,LC,cncflora_out_1
Aeschynomene selloi,LC,cncflora_out_1
Aeschynomene sensitiva var. hispidula,DD,cncflora_out_1
Aeschynomene simplicifolia,VU,cncflora_out_1
Agalinis angustifolia,NT,cncflora_out_1
Agalinis bandeirensis,CR,cncflora_out_1
Agalinis brachyphylla,VU,cncflora_out_1
Agalinis communis,LC,cncflora_out_1
Agalinis itambensis,EN,cncflora_out_1
Agalinis nana,EN,cncflora_out_1
Agalinis ramulifera,EN,cncflora_out_1
Agalinis schwackeana,CR,cncflora_out_1
Agarista chlorantha,LC,cncflora_out_1
Agarista niederleinii,LC,cncflora_out_1
Agarista nummularia,LC,cncflora_out_1
Agarista organensis,CR,cncflora_out_1
Agarista pulchella,LC,cncflora_out_1
Agarista pulchra,NT,cncflora_out_1
Agarista pulchra,NT,cncflora_out_0
Agarista uleana,VU,cncflora_out_1
Agenium leptocladum,LC,cncflora_out_1
Agonandra fluminensis,DD,cncflora_out_1
Agrianthus almasensis,EN,cncflora_out_1
Agrianthus giuliettiae,EN,cncflora_out_1
Agrimonia parviflora,DD,cncflora_out_1
Agrostis lenis,VU,cncflora_out_1
Agrostis longiberbis,EN,cncflora_out_1
Agrostis ramboi,CR,cncflora_out_1
Aguiaria excelsa,DD,cncflora_out_1
Aiouea acarodomatifera,LC,cncflora_out_1
Aiouea benthamiana,DD,cncflora_out_1
Aiouea benthamiana,EN,cncflora_out_0
Aiouea bracteata,EN,cncflora_out_1
Aiouea bracteata,VU,cncflora_out_0
Aiouea lehmannii,DD,cncflora_out_1
Aiouea lehmannii,EN,cncflora_out_0
Aiouea macedoana,DD,cncflora_out_1
Aiouea piauhyensis,LC,cncflora_out_1
Aiouea trinervis,LC,cncflora_out_1
Aiphanes ulei,LC,cncflora_out_1
Akrosida macrophylla,DD,cncflora_out_1
Alatiglossum barbatum,LC,cncflora_out_1
Alatiglossum croesus,CR,cncflora_out_1
Alatiglossum longipes,LC,cncflora_out_1
Alatococcus siqueirae,EN,cncflora_out_1
Albizia burkartiana,EN,cncflora_out_1
Albizia burkartiana,VU,cncflora_out_0
Albizia decandra,LC,cncflora_out_1
Albizia decandra,NT,cncflora_out_0
Albizia edwallii,LC,cncflora_out_1
Albizia glabripetala,EN,cncflora_out_1
Albizia glabripetala,EN,cncflora_out_0
Albizia niopoides,LC,cncflora_out_1
Albizia polycephala,LC,cncflora_out_1
Albizia robsonii,EN,cncflora_out_1
Alcantarea benzingii,CR,cncflora_out_1
Alcantarea duarteana,EN,cncflora_out_1
Alcantarea farneyi,CR,cncflora_out_1
Alcantarea farneyi,CR,cncflora_out_0
Alcantarea geniculata,EN,cncflora_out_1
Alcantarea geniculata,EN,cncflora_out_0
Alcantarea glaziouana,EN,cncflora_out_1
Alcantarea glaziouana,EN,cncflora_out_0
Alcantarea heloisae,EN,cncflora_out_1
Alcantarea imperialis,VU,cncflora_out_1
Alcantarea martinellii,VU,cncflora_out_1
Alcantarea nahoumii,VU,cncflora_out_1
Alcantarea nevaresii,VU,cncflora_out_1
Alcantarea nevaresii,EN,cncflora_out_0
Alcantarea roberto-kautskyi,NT,cncflora_out_1
Alcantarea tortuosa,VU,cncflora_out_1
Alcantarea vinicolor,EN,cncflora_out_1
Aldina heterophylla,VU,cncflora_out_1
Aldina microphylla,DD,cncflora_out_1
Aldina occidentalis,DD,cncflora_out_1
Aldina polyphylla,DD,cncflora_out_1
Algernonia brasiliensis,VU,cncflora_out_1
Algernonia dimitrii,EN,cncflora_out_1
Algernonia dimitrii,CR,cncflora_out_0
Algernonia gibbosa,DD,cncflora_out_1
Algernonia glazioui,DD,cncflora_out_1
Algernonia kuhlmannii,CR,cncflora_out_1
Algernonia kuhlmannii,CR,cncflora_out_0
Algernonia leandrii,LC,cncflora_out_1
Algernonia obovata,NT,cncflora_out_1
Algernonia paulae,DD,cncflora_out_1
Algernonia riedelii,NT,cncflora_out_1
Allagoptera arenaria,LC,cncflora_out_1
Allagoptera brevicalyx,VU,cncflora_out_1
Allantoma integrifolia,DD,cncflora_out_1
Allantoma kuhlmannii,DD,cncflora_out_1
Allantoma pachyantha,LC,cncflora_out_1
Allantoma pauciramosa,DD,cncflora_out_1
Allantoma uaupensis,DD,cncflora_out_1
Allophylus exappendiculatus,DD,cncflora_out_1
Allophylus heterophyllus,VU,cncflora_out_1
Allophylus melanophloeus,DD,cncflora_out_1
Allophylus membranifolius,DD,cncflora_out_1
Allophylus puberulus,LC,cncflora_out_1
Allophylus semidentatus,LC,cncflora_out_1
Almeidea coerulea,EN,cncflora_out_1
Alophia coerulea,NT,cncflora_out_1
Aloysia hatschbachii,EN,cncflora_out_1
Aloysia polygalifolia,LC,cncflora_out_1
Alseis involuta,VU,cncflora_out_1
Alseis latifolia,LC,cncflora_out_1
Alseis pickelii,LC,cncflora_out_1
Alseis sertaneja,EN,cncflora_out_1
Alsophila capensis,LC,cncflora_out_1
Alsophila capensis subsp. polypodioides,LC,cncflora_out_1
Alstroemeria amabilis,EN,cncflora_out_1
Alstroemeria apertiflora,LC,cncflora_out_1
Alstroemeria brasiliensis,EN,cncflora_out_1
Alstroemeria capixaba,CR,cncflora_out_1
Alstroemeria caryophyllaea,EN,cncflora_out_1
Alstroemeria chapadensis,EN,cncflora_out_1
Alstroemeria inodora,LC,cncflora_out_1
Alstroemeria isabellana,LC,cncflora_out_1
Alstroemeria malmeana,CR,cncflora_out_1
Alstroemeria orchidioides,EN,cncflora_out_1
Alstroemeria penduliflora,EN,cncflora_out_1
Alstroemeria variegata,DD,cncflora_out_1
Alternanthera decurrens,EN,cncflora_out_1
Alternanthera hirtula,VU,cncflora_out_1
Alternanthera januarensis,EN,cncflora_out_1
Alternanthera malmeana,DD,cncflora_out_1
Alternanthera micrantha,LC,cncflora_out_1
Alternanthera paronychioides,LC,cncflora_out_1
Alternanthera praelonga,LC,cncflora_out_1
Alternanthera puberula,LC,cncflora_out_1
Alternanthera reineckii,LC,cncflora_out_1
Alternanthera sessilis,LC,cncflora_out_1
Alternanthera tenella,LC,cncflora_out_1
Altoparadisium chapadense,CR,cncflora_out_1
Amaioua contracta,DD,cncflora_out_1
Amaioua monteiroi,DD,cncflora_out_1
Amanoa gracillima,LC,cncflora_out_1
Amaranthus rosengurtii,EN,cncflora_out_1
Ambelania duckei,LC,cncflora_out_1
Amburana acreana,EN,cncflora_out_1
Amburana acreana,VU,cncflora_out_0
Amburana cearensis,NT,cncflora_out_1
Amburana erythrosperma,DD,cncflora_out_1
Amorimia velutina,DD,cncflora_out_1
Ampelocera glabra,LC,cncflora_out_1
Anacardium humile,LC,cncflora_out_1
Anacardium microsepalum,LC,cncflora_out_1
Anagallis alternifolia,EN,cncflora_out_1
Anagallis barbata,EN,cncflora_out_1
Ananas fritzmuelleri,LC,cncflora_out_1
Anathallis adenochila,LC,cncflora_out_1
Anathallis bleyensis,DD,cncflora_out_1
Anathallis colnagoi,CR,cncflora_out_1
Anathallis crebrifolia,DD,cncflora_out_1
Anathallis flammea,DD,cncflora_out_1
Anathallis gehrtii,VU,cncflora_out_1
Anathallis githaginea,DD,cncflora_out_1
Anathallis kautskyi,DD,cncflora_out_1
Anathallis lichenophila,DD,cncflora_out_1
Anathallis montipelladensis,LC,cncflora_out_1
Anathallis pabstii,EN,cncflora_out_1
Anathallis pubipetala,EN,cncflora_out_1
Anathallis radialis,NT,cncflora_out_1
Anathallis rubrolimbata,DD,cncflora_out_1
Anathallis spannageliana,VU,cncflora_out_1
Anathallis tigridens,VU,cncflora_out_1
Anaxagorea dolichocarpa,LC,cncflora_out_1
Anaxagorea silvatica,NT,cncflora_out_1
Andira carvalhoi,LC,cncflora_out_1
Andira cujabensis,LC,cncflora_out_1
Andira humilis,LC,cncflora_out_1
Andira marauensis,EN,cncflora_out_1
Andira parviflora,LC,cncflora_out_1
Andira praecox,DD,cncflora_out_1
Andira unifoliolata,LC,cncflora_out_1
Andira vermifuga,LC,cncflora_out_1
Andradaea floribunda,LC,cncflora_out_1
Andreadoxa flava,CR,cncflora_out_1
Andreadoxa flava,CR,cncflora_out_0
Androcalymma glabrifolium,DD,cncflora_out_1
Andropogon campestris,DD,cncflora_out_1
Andropogon carinatus,LC,cncflora_out_1
Andropogon glaucophyllus,EN,cncflora_out_1
Andropogon hypogynus,LC,cncflora_out_1
Anemia blechnoides,VU,cncflora_out_1
Anemia candidoi,DD,cncflora_out_1
Anemia elegans,LC,cncflora_out_1
Anemia espiritosantensis,DD,cncflora_out_1
Anemia gardneri,VU,cncflora_out_1
Anemia mirabilis,VU,cncflora_out_1
Anemia organensis,NT,cncflora_out_1
Anemia trichorhiza,VU,cncflora_out_1
Anemia warmingii,NT,cncflora_out_1
Anemone assisbrasiliana,DD,cncflora_out_1
Anemone decapetala,LC,cncflora_out_1
Anemone sellowii,LC,cncflora_out_1
Anemopaegma arvense,EN,cncflora_out_1
Anemopaegma mirabile,CR,cncflora_out_1
Anemopaegma patelliforme,DD,cncflora_out_1
Anetanthus gracilis,DD,cncflora_out_1
Anetium citrifolium,LC,cncflora_out_1
Aneura pinguis,LC,cncflora_out_1
Angelonia alternifolia,CR,cncflora_out_1
Angelonia crassifolia,NT,cncflora_out_1
Angelonia eriostachys,NT,cncflora_out_1
Angelonia integerrima,LC,cncflora_out_1
Angelonia pratensis,EN,cncflora_out_1
Angostura quinquefolia,VU,cncflora_out_1
Aniba ferrea,EN,cncflora_out_1
Aniba ferrea,VU,cncflora_out_0
Aniba firmula,LC,cncflora_out_1
Aniba heringeri,LC,cncflora_out_1
Aniba intermedia,NT,cncflora_out_1
Aniba pedicellata,DD,cncflora_out_1
Aniba pedicellata,DD,cncflora_out_0
Aniba rosaeodora,EN,cncflora_out_1
Aniba santalodora,EN,cncflora_out_1
Aniba santalodora,VU,cncflora_out_0
Aniseia martinicensis var. ambigua,DD,cncflora_out_1
Anneliesia candida,NT,cncflora_out_1
Anneliesia cuneata,NT,cncflora_out_1
Anneliesia kayasimae,CR,cncflora_out_1
Anneliesia russelliana,NT,cncflora_out_1
Annona acutiflora,LC,cncflora_out_1
Annona annonoides,DD,cncflora_out_1
Annona bahiensis,NT,cncflora_out_1
Annona burchellii,DD,cncflora_out_1
Annona cacans,LC,cncflora_out_1
Annona calcarata,DD,cncflora_out_1
Annona coriacea,LC,cncflora_out_1
Annona dioica,LC,cncflora_out_1
Annona dolabripetala,LC,cncflora_out_1
Annona emarginata,LC,cncflora_out_1
Annona ferruginea,CR,cncflora_out_1
Annona ferruginea,DD,cncflora_out_0
Annona gardneri,EN,cncflora_out_1
Annona glabra,LC,cncflora_out_1
Annona glaucophylla,NT,cncflora_out_1
Annona leptopetala,LC,cncflora_out_1
Annona malmeana,DD,cncflora_out_1
Annona maritima,VU,cncflora_out_1
Annona monticola,LC,cncflora_out_1
Annona neosericea,LC,cncflora_out_1
Annona parviflora,VU,cncflora_out_1
Annona parviflora,EN,cncflora_out_0
Annona pickelii,NT,cncflora_out_1
Annona pickelii,VU,cncflora_out_0
Annona salzmannii,LC,cncflora_out_1
Annona sericea,LC,cncflora_out_1
Annona spinescens,NT,cncflora_out_1
Annona sylvatica,LC,cncflora_out_1
Annona ubatubensis,EN,cncflora_out_1
Annona xylopiifolia,NT,cncflora_out_1
Anomalocalyx uleanus,LC,cncflora_out_1
Anomochloa marantoidea,EN,cncflora_out_1
Anomospermum reticulatum subsp. nitidum,DD,cncflora_out_1
Anteremanthus hatschbachii,EN,cncflora_out_1
Anteremanthus hatschbachii,EN,cncflora_out_0
Anteremanthus piranii,EN,cncflora_out_1
Anthaenantiopsis fiebrigii,CR,cncflora_out_1
Anthoceros lamellatus,DD,cncflora_out_1
Anthurium aduncum,DD,cncflora_out_1
Anthurium augustinum,EN,cncflora_out_1
Anthurium binotii,EN,cncflora_out_1
Anthurium bragae,EN,cncflora_out_1
Anthurium bromelicola,NT,cncflora_out_1
Anthurium coriaceum,LC,cncflora_out_1
Anthurium cronembergerae,EN,cncflora_out_1
Anthurium fontellanus,DD,cncflora_out_1
Anthurium harrisii,NT,cncflora_out_1
Anthurium ianthinopodum,NT,cncflora_out_1
Anthurium jilekii,LC,cncflora_out_1
Anthurium jureianum,VU,cncflora_out_1
Anthurium kunthii,LC,cncflora_out_1
Anthurium langsdorffii,EN,cncflora_out_1
Anthurium laucheanum,EN,cncflora_out_1
Anthurium lhotzkyanum,VU,cncflora_out_1
Anthurium longifolium,LC,cncflora_out_1
Anthurium lucidum,CR,cncflora_out_1
Anthurium lucidum,EN,cncflora_out_0
Anthurium luschnathianum,EN,cncflora_out_1
Anthurium luschnathianum,EN,cncflora_out_0
Anthurium megapetiolatum,EN,cncflora_out_1
Anthurium nitidulum,DD,cncflora_out_1
Anthurium organense,NT,cncflora_out_1
Anthurium parasiticum,LC,cncflora_out_1
Anthurium parvum,NT,cncflora_out_1
Anthurium radicans,VU,cncflora_out_1
Anthurium sakuraguianum,CR,cncflora_out_1
Anthurium simonii,EN,cncflora_out_1
Anthurium validinervium,DD,cncflora_out_1
Anthurium xanthophylloides,VU,cncflora_out_1
Aosa parviflora,LC,cncflora_out_1
Aosa uleana,CR,cncflora_out_1
Aosa uleana,CR,cncflora_out_0
Aphelandra bradeana,DD,cncflora_out_1
Aphelandra espirito-santensis,EN,cncflora_out_1
Aphelandra gigantea,LC,cncflora_out_1
Aphelandra hirta,LC,cncflora_out_1
Aphelandra longiflora,LC,cncflora_out_1
Aphelandra margaritae,VU,cncflora_out_1
Aphelandra maximiliana,EN,cncflora_out_1
Aphelandra nitida,LC,cncflora_out_1
Aphelandra prismatica,LC,cncflora_out_1
Aphelandra rigida,EN,cncflora_out_1
Aphelandra schottiana,LC,cncflora_out_1
Aphelandra squarrosa,LC,cncflora_out_1
Aphelandra stephanophysa,VU,cncflora_out_1
Apinagia riedelii,LC,cncflora_out_1
Apium prostratum,LC,cncflora_out_1
Apochloa tijucae,DD,cncflora_out_1
Apoclada simplex,EN,cncflora_out_1
Apodanthera villosa,VU,cncflora_out_1
Apodanthes minarum,EN,cncflora_out_1
Appunia triphylla,LC,cncflora_out_1
Apteria aphylla,LC,cncflora_out_1
Apterokarpos gardneri,LC,cncflora_out_1
Apuleia leiocarpa,VU,cncflora_out_1
Arachis villosa,EN,cncflora_out_1
Araeococcus montanus,EN,cncflora_out_1
Araeococcus parviflorus,LC,cncflora_out_1
Aralia bahiana,EN,cncflora_out_1
Aralia warmingiana,LC,cncflora_out_1
Arapatiella emarginata,EN,cncflora_out_1
Arapatiella psilophylla,LC,cncflora_out_1
Araucaria angustifolia,EN,cncflora_out_1
Aripuana cullmaniorum,EN,cncflora_out_1
Aristida brasiliensis,EN,cncflora_out_1
Aristida constricta,CR,cncflora_out_1
Aristida laevis,LC,cncflora_out_1
Aristida oligospira,LC,cncflora_out_1
Aristida sanctae-luciae,DD,cncflora_out_1
Aristolochia curviflora,DD,cncflora_out_1
Aristolochia cymbifera,LC,cncflora_out_1
Aristolochia hypoglauca,EN,cncflora_out_1
Aristolochia labiata,LC,cncflora_out_1
Aristolochia odora,VU,cncflora_out_1
Aristolochia odoratissima,LC,cncflora_out_1
Aristolochia raja,EN,cncflora_out_1
Aristolochia wendeliana,LC,cncflora_out_1
Arrojadoa bahiensis,EN,cncflora_out_1
Arrojadoa dinae,NT,cncflora_out_1
Arrojadoa eriocaulis,EN,cncflora_out_1
Arthrocereus glaziovii,EN,cncflora_out_1
Arthrocereus melanurus subsp. magnus,EN,cncflora_out_1
Arthrocereus melanurus subsp. melanurus,EN,cncflora_out_1
Arthrocereus melanurus subsp. odorus,EN,cncflora_out_1
Arthrocereus rondonianus,EN,cncflora_out_1
Arthropogon villosus,LC,cncflora_out_1
Arthropogon xerachne,CR,cncflora_out_1
Arundinella deppeana,VU,cncflora_out_1
Asclepias aequicornu,LC,cncflora_out_1
Asclepias langsdorffii,LC,cncflora_out_1
Asclepias mellodora,LC,cncflora_out_1
Asemeia marquesiana,EN,cncflora_out_1
Asemeia pohliana,CR,cncflora_out_1
Aspasia lunata,LC,cncflora_out_1
Aspicarpa harleyi,NT,cncflora_out_1
Aspidogyne commelinoides,LC,cncflora_out_1
Aspidogyne kuczynskii,LC,cncflora_out_1
Aspidosperma album,DD,cncflora_out_1
Aspidosperma australe,LC,cncflora_out_1
Aspidosperma carapanauba,LC,cncflora_out_1
Aspidosperma compactinervium,DD,cncflora_out_1
Aspidosperma cylindrocarpon,LC,cncflora_out_1
Aspidosperma desmanthum,LC,cncflora_out_1
Aspidosperma illustre,NT,cncflora_out_1
Aspidosperma ingratum,DD,cncflora_out_1
Aspidosperma inundatum,DD,cncflora_out_1
Aspidosperma macrocarpon,LC,cncflora_out_1
Aspidosperma nobile,LC,cncflora_out_1
Aspidosperma polyneuron,NT,cncflora_out_1
Aspidosperma quebracho-blanco,DD,cncflora_out_1
Aspidosperma ramiflorum,LC,cncflora_out_1
Aspidosperma riedelii,LC,cncflora_out_1
Aspidosperma salgadense,EN,cncflora_out_1
Aspidosperma sandwithianum,DD,cncflora_out_1
Aspidosperma spruceanum,LC,cncflora_out_1
Aspidosperma thomasii,EN,cncflora_out_1
Aspidosperma tomentosum,LC,cncflora_out_1
Aspilia almasensis,VU,cncflora_out_1
Aspilia attenuata,LC,cncflora_out_1
Aspilia belo-horizontinae,CR,cncflora_out_1
Aspilia caudata,EN,cncflora_out_1
Aspilia clausseniana,LC,cncflora_out_1
Aspilia cordifolia,EN,cncflora_out_1
Aspilia cylindrocephala,VU,cncflora_out_1
Aspilia diamantinae,EN,cncflora_out_1
Aspilia diffusiflora,VU,cncflora_out_1
Aspilia diniz-cruzeanae,CR,cncflora_out_1
Aspilia discolor,DD,cncflora_out_1
Aspilia duarteana,NT,cncflora_out_1
Aspilia eglerii,CR,cncflora_out_1
Aspilia espinhacensis,EN,cncflora_out_1
Aspilia floribunda,LC,cncflora_out_1
Aspilia goiazensis,VU,cncflora_out_1
Aspilia grazielae,EN,cncflora_out_1
Aspilia hatschbachii,DD,cncflora_out_1
Aspilia jugata,CR,cncflora_out_1
Aspilia ovatifolia,CR,cncflora_out_1
Aspilia paraensis,LC,cncflora_out_1
Aspilia pereirae,EN,cncflora_out_1
Aspilia podophylla,DD,cncflora_out_1
Aspilia pohlii,DD,cncflora_out_1
Aspilia procumbens,LC,cncflora_out_1
Aspilia prostrata,EN,cncflora_out_1
Aspilia pseudoyedaea,EN,cncflora_out_1
Aspilia reticulata,VU,cncflora_out_1
Aspilia silphioides,EN,cncflora_out_1
Asplenium austrobrasiliense,NT,cncflora_out_1
Asplenium beckeri,CR,cncflora_out_1
Asplenium bradeanum,EN,cncflora_out_1
