"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","typeStatus","individualCount","class"
"1","2021-03-15 16:37:00-03","NY","NYBG","00749950","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","R. G. Udulutsch","J. G. Jardim","3502","2001","04","15","South America","Brazil","Bahia","Carinhanha","Carinhanha: Rod. para Serra do Ramalho, 33.5 km da sede municipal","-43.72","-14.0133","470","470","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749950","NY00749950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-09 11:11:41-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","Lohmann, LG","Guedes, ML; Carvalho, AM de; Ferreira, MC; Giulietti, AM; Melo, E; Mayo, S; Sales, MF","PCD6","1994","07","04","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, margem da estrada para a torre de repetição","-41.466667","-12.45","900","900",NA,"gavinhas.; Vegetação de campo rupestre com afloramentos rochosos. Solo arenoso com afloramentos rochosos.",NA,NA,"1997","05","-41.466667","-12.45",NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:11:41-03","UFBA","ALCB","50563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","Silva-Castro, MM","Guedes, ML; Saar, E; Paulo Filho, D","PFBa7943","2001","01","26","Southern America","Brasil","Bahia","Ipupiara","2 km de Ipupiara para Mussambê","-42.614200592041","-11.8203001022339",NA,NA,NA,"Arbusto, escandente, com gavinhas. Folíolos coriáceos, discolores. Inflorescência com botões verdes, flores amarelo-esverdeadas, carnosas, filetes esverdeados, anteras amarelas.; Caatinga arbustiva, antropizada. Solo areno-argiloso, pedregoso.",NA,NA,"2017","02",NA,NA,"50856","auto",NA,NA,NA,NA
"4","2019-10-09 11:11:41-03","UFBA","ALCB","50289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","Silva-Castro, MM","Guedes, ML; Paulo Filho, D","PFBa7786","2001","01","21","Southern America","Brasil","Bahia","Morpará","caminho para Serra do Peri-Peri","-43.2807998657227","-11.5586004257202",NA,NA,NA,"Trepadeira lenhosa. Folhas coriáceas, discolores, face abaxial tomentosa. Flores com cálice verde, corola amarelo-esverdeado.; Caatinga arbórea, área antropizada.",NA,NA,"2017","02",NA,NA,"65114","auto",NA,NA,NA,NA
"5","2020-11-04 11:03:02-03","ESALQ","ESA","23640","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum",NA,"Assis, M.A.","Souza, V.C. et al.","5200.0","1994","02","13",NA,"Brasil","Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,"ESA023640",NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,NA
"6","2020-11-04 11:03:02-03","ESALQ","ESA","96007","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum",NA,"Udulutsch, R.G.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6329.0","2006","07","21",NA,"Brasil","Bahia","Morro do Chapéu","20km do trevo de Morro do Chapéu em direção a Irecê. Caatinga","-41.1561012268066","-11.5500001907349","945","945",NA,"Trepadeira, frutos imaturos verdes","ESA096007",NA,"2007","09","-41,327,778","-11,491,389","98143","auto","21",NA,NA,NA
"7","2019-02-15 11:34:52-02","IPA","IPA","43831","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H. Gentry","Silva-Castro, M.M.","Fotius, G.","3680","1984","01","18","Southern America","Brasil","Bahia","Irecê","área cultivada.","-41.8558006286621","-11.3042001724243",NA,NA,NA,"Cipó 0,5 - 1m de altura, sem suporte. Folha verde escuro acima, verde claro abaixo. Folha 2-foliolada; o folíolo central transformado em gavinha. Flor esverdeada, 4 anteras castanho-claro.; Solo , crosta de calcáreo bambuí.","IPA0043831",NA,"2013","04",NA,NA,"19644","auto","08",NA,NA,NA
"8","2021-03-01 16:26:23-03","UNICAMP","UEC","158025","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","Silva-Castro, MM","Melo, AC","29","2006","03","30",NA,"Brazil","Bahia","Ibipeba","52 km da cidade de Ibipeba.","-42.2","-11.283333",NA,NA,NA,"Arbusto ca. 3,0 m alt. Flores com corola amarela.; Caatinga hipoxerófila. Solos latossólico com frações de areia e/ou argila.","UEC015604","UEC015604","2006","08","-42.2","-11.283333",NA,NA,NA,NA,NA,NA
"9","2021-03-21 19:33:06-03","UFC","EAC","6185","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H.Gentry","Gentry, A.H.","Fernandes, A.","EAC6185","1979","05","11","Southern America","Brasil","Piauí","São Raimundo Nonato","Bom Jesus.","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Trepadeira, flores amarelas.; Caatinga.","EAC0006185","EAC0006185","1993",NA,NA,NA,"45407","auto",NA,"holotype",NA,NA
"10","2020-12-21 16:18:08-03","MBM","MBM","207173","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","dichilum","Adenocalymma dichilum","A.H. Gentry","Udulutsch, R.G.","Hatschbach, G.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","65964B","1997","01","13","Southern America","Brazil","Minas Gerais","Macaúbas","Rod. BR 122 Km 145.",NA,NA,NA,NA,NA,"Trepadeira lenhosa, flor creme-esverdeada. carrascal.","MBM207173","MBM207173","2007","09",NA,NA,NA,NA,"12",NA,NA,NA
