"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"405","2020-10-14 10:02:26-03","FURB","FURB","20273","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1223","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","Florística IFFSC e8001b (Parasita), forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: parasita; flor verde-clara","FURB28032",NA,NA,NA,NA,NA,NA,NA,"FURB28032","249","249",NA,NA,NA,NA,NA,NA,NA
"406","2020-10-14 10:02:26-03","FURB","FURB","27160","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2268","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","Florística IFFSC e993b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;","FURB28054",NA,NA,NA,NA,NA,NA,NA,"FURB28054","417","417",NA,NA,NA,NA,NA,NA,NA
"407","2020-10-14 10:02:26-03","FURB","FURB","27162","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2058","2010","05","06","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925","-49.0477777","-26.1925000","Florística IFFSC e1048b (Parasita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: parasita;","FURB28031",NA,NA,NA,NA,NA,NA,NA,"FURB28031","576","576",NA,NA,NA,NA,NA,NA,NA
"408","2019-11-08 08:52:57-03","FURB","FURB","32333","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Verdi, M.; Martins, E.M. & Veiga, O.N.","5399","2010","08","17","Brasil","Santa Catarina","Canoinhas","Fartura.","-50.4938889","-26.1822223","-50.4938889","-26.1822223",NA,"FURB28030",NA,NA,NA,NA,NA,NA,NA,"FURB28030","795","795",NA,NA,NA,NA,NA,NA,NA
"409","2019-11-08 08:52:57-03","FURB","FURB","32473","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Verdi, M.; Martins, E.M. & Veiga, O.N.","5450","2010","08","19","Brasil","Santa Catarina","Bela Vista do Toldo","Barreiros.","-50.495","-26.2783334","-50.4950000","-26.2783334",NA,"FURB28029",NA,NA,NA,NA,NA,NA,NA,"FURB28029","807","807",NA,NA,NA,NA,NA,NA,NA
"410","2019-11-08 08:52:57-03","FURB","FURB","47134","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2015","03","18","Funez, L.A.","4203","2015","03","18","Brasil","Santa Catarina","Blumenau","Itoupava Central.","-49.0805556","-26.8030556","-49.0805556","-26.8030556",NA,"FURB28003",NA,NA,NA,NA,NA,NA,NA,"FURB28003","62","62",NA,NA,NA,NA,NA,NA,NA
"411","2019-11-08 08:52:57-03","FURB","FURB","47138","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Funez, L.A.","4207","2015","03","18","Brasil","Santa Catarina","Blumenau","Itoupava Central.","-49.0805556","-26.8030556","-49.0805556","-26.8030556",NA,"FURB28037",NA,NA,NA,NA,NA,NA,NA,"FURB28037","62","62",NA,NA,NA,NA,NA,NA,NA
"412","2020-10-14 10:02:26-03","FURB","FURB","49645","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016","09","22","Schwirkowski, P.","1577","2016","02","08","Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Parque Florestal do SAMAE.","-49.36","-26.2333333","-49.3600000","-26.2333333",NA,"FURB49645",NA,NA,NA,NA,NA,NA,NA,"FURB49645","830","830",NA,NA,NA,NA,NA,NA,NA
"413","2020-10-14 10:02:26-03","FURB","FURB","51004","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2016",NA,NA,"Funez, L.A.","5157","2016","01","26","Brasil","Santa Catarina","Gaspar","Gaspar Mirim, próximo à Cascaneia.","-49.0161111","-26.8347222","-49.0161111","-26.8347222",NA,"FURB51004",NA,NA,NA,NA,NA,NA,NA,"FURB51004","193","193",NA,NA,NA,NA,NA,NA,NA
"414","2019-11-08 08:52:57-03","FURB","FURB","54585","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Funez, L.A.","2017","07","30","Funez, L.A.","6419","2017","07","30","Brasil","Santa Catarina","Bombinhas","Praia da Sepultura.","-48.4786111","-27.1388889","-48.4786111","-27.1388889","Frutos maduros roxos Habitat: Borda da floresta Habito: Hemiparasita","FURB54585",NA,NA,NA,NA,NA,NA,NA,"FURB54585","20","20",NA,NA,NA,NA,NA,NA,NA
"415","2020-10-14 10:02:26-03","FURB","FURB","7673","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Dreveck, S.; Verdi, M. & Godoy, M.B.","150","2008","01","16","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulim.","-49.2283334","-26.2780556","-49.2283334","-26.2780556","Florística IFFSC 1024 Habitat: Floresta Ombrófila Mista; Habito: flor pétalas verdes","FURB28009",NA,NA,NA,NA,NA,NA,NA,"FURB28009","1005","1005",NA,NA,NA,NA,NA,NA,NA
"416","2019-11-08 08:52:57-03","FURB","FURB","8098","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Verdi, M.; Souza, A.K.","832","2008","08","08","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,"FURB28005",NA,NA,NA,NA,NA,NA,NA,"FURB28005","38","38",NA,NA,NA,NA,NA,NA,NA
"417","2019-11-08 08:52:57-03","FURB","FURB","8148","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Uller, H.F.","20","2008","07","26","Brasil","Santa Catarina","Gaspar","Horto Florestal da FURB.","-48.9366666","-26.9033333","-48.9366666","-26.9033333",NA,"FURB28008",NA,NA,NA,NA,NA,NA,NA,"FURB28008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2020-10-14 10:02:26-03","FURB","FURB","8704","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Dreveck, S.; Verdi, M. & Godoy, M.B.","55","2007","11","28","Brasil","Santa Catarina","Mafra","Localidade de Fazenda do Potreirinho.","-49.77","-26.19","-49.7700000","-26.1900000","Florística IFFSC 1042. Habitat: Floresta Ombrófila Mista; Habito: liana;","FURB04755",NA,NA,NA,NA,NA,NA,NA,"FURB04755","846","846",NA,NA,NA,NA,NA,NA,NA
"419","2020-10-14 10:02:26-03","FURB","FURB","47683","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Barboza, E","2015","02","12","Engels, M.E.","1622","2013","09","22","Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,NA,"FURB47683","26641","auto",NA,NA,NA,NA,NA,"FURB47683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-10-14 10:02:26-03","FURB","FURB","2763","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Esemann-Quadros, K.",NA,"2003","11","16","Brasil","Santa Catarina","Araquari","Barra do Itapocú.","-48.7221984863281","-26.3700008392334",NA,NA,NA,"FURB28007","25329","auto",NA,NA,NA,NA,NA,"FURB28007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-11-08 08:52:57-03","FURB","FURB","9186","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Vieira, F.C.S.","841","2005","02","21","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"FURB28006","37150","auto",NA,NA,NA,NA,NA,"FURB28006","900","900",NA,NA,NA,NA,NA,NA,NA
"422","2020-10-14 10:02:26-03","FURB","FURB","6333","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, GA","2012",NA,NA,"Casas, G.","49","2004","10","06","Brasil","Santa Catarina","São Francisco do Sul","Herdeiros.","-48.6380996704102","-26.2432994842529",NA,NA,NA,"FURB28010","23627","auto",NA,NA,NA,NA,NA,"FURB28010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-10-14 10:02:26-03","FURB","FURB","27128","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","Gasper, AL de","2011","05","02","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2626","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","Epífita IFFSC e226b (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB28025",NA,NA,NA,NA,NA,NA,NA,"FURB28025","180","180",NA,NA,NA,NA,NA,NA,NA
"424","2021-03-16 17:54:55-03","UCS","HUCS","24936","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, G.A.","2012",NA,NA,"Von Lisingen","s.n.",NA,NA,NA,"Brasil","Paraná","Jaguariaíva","Lago Azul","-49.7057991027832","-24.2511005401611",NA,NA,"hemiparasita, flor alavacenta - Herbário MBM; campo cerrado",NA,"44368","auto","Angiospermae","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2021-03-16 17:54:55-03","UCS","HUCS","7042","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","Dettke, G.A.","2012",NA,NA,"Ribas, O.S.","288","1990","03","04","Brasil","Paraná","Campo Largo","Taquara","-49.5283012390137","-25.4585990905762",NA,NA,"hemiparasita, flores creme - Herbário MBM; orla de mata",NA,"53742","auto","Angiospermae","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2021-03-16 17:54:55-03","UCS","HUCS","42057","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","Mart. ex Eicher","Dettke, G.A.",NA,NA,NA,"Verdi, M.","5399","2010","08","17","Brasil","Santa Catarina","Canoinhas","Fartura","-50.493889","-26.182222","-50.493889","-26.182222","FURB 32333.; FOM, hemiepífita, interior de fragmento.",NA,NA,NA,"Angiospermae","Santalales",NA,NA,NA,NA,"795","795",NA,NA,NA,NA,NA,NA,NA
"427","2020-04-27 16:10:16-03","UFES","VIES","32558","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Dal col, A.C.S.; Rodrigues Filho, J.","235","2013","12","14","Brasil","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.469722","-20.657778","40º28'11''W","20º39'28''S",NA,"VIES032558",NA,NA,NA,NA,NA,NA,NA,"VIES032558",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-04-27 16:10:16-03","UFES","VIES","44805","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","Valadares, R.T.","2020","01","16","Firmino, A.D.; Pereira, O.J.; Penha, J.","1230","2019","07","23","Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.738889","-19.478333","39º44'20''W","19º28'42''S",NA,"VIES044805",NA,NA,NA,NA,NA,NA,NA,"VIES044805","3","3",NA,NA,NA,NA,NA,NA,NA
"429","2020-04-27 16:10:16-03","UFES","VIES","17281","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Pereira, O.J.","4476","1992","12","17","Brasil","Espírito Santo","Conceição da Barra","Área 214 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"VIES017281","41644","auto",NA,NA,NA,NA,NA,"VIES017281",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2020-04-27 16:10:16-03","UFES","VIES","3146","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","Sugiyama, M.","1994",NA,NA,"Pereira, O.J.; Fabris, L.C.","1826","1988","09","26","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"VIES003146","28401","auto",NA,NA,NA,NA,NA,"VIES003146 VIES003146_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2021-02-12 18:12:11-03","UFES","VIES","27831","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Chimalli, T.","s.n.","2007","08","16","Brasil","Espírito Santo","Divino de São Lourenço","Caparaó.","-41.6857986450195","-20.6200008392334",NA,NA,NA,"VIES027831","16004","auto",NA,NA,NA,NA,NA,"VIES027831",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-04-27 16:10:16-03","UFES","VIES","3187","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","Sugiyama, M.","1994",NA,NA,"Fabris, L.C.","619","1988","10","19","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"VIES003187","28401","auto",NA,NA,NA,NA,NA,"VIES003187 VIES003187_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-04-27 16:10:16-03","UFES","VIES","5108","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Gomes, J.M.L.; Boudet. H.Q.","1161","1990","05","29","Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,"VIES005108","13709","auto",NA,NA,NA,NA,NA,"VIES005108 VIES005108_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-04-27 16:10:16-03","UFES","VIES","5203","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Gomes, J.M.L.","1397","1990","06","03","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,NA,"VIES005203","24088","auto",NA,NA,NA,NA,NA,"VIES005203 VIES005203_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-04-27 16:10:16-03","UFES","VIES","10061","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Simonelli, M.","130","1994","11","12","Brasil","Espírito Santo","Vila Velha","Ponta da Fruta.","-40.2924995422363","-20.3297004699707",NA,NA,NA,"VIES010061","27156","auto",NA,NA,NA,NA,NA,"VIES010061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-04-27 16:10:16-03","UFES","VIES","32855","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","C. Caires","2018","10",NA,"Martins, G.N.","104","2004",NA,NA,"Brasil","Espírito Santo","Vitória","Parque Estadual da Fonte Grande.","-40.3377990722656","-20.3194007873535",NA,NA,NA,"VIES032855","15291","auto",NA,NA,NA,NA,NA,"VIES032855",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-04-27 16:10:16-03","UFES","VIES","22793","S","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","C. Caires","2018","10",NA,"Assis, A.M.; et al.","228","1997","04","11","Brasil","Espírito Santo","Fundão","Praia Grande, manguezal ribeirinho.","-40.4067001342773","-19.9325008392334",NA,NA,NA,"VIES022793","27186","auto",NA,NA,NA,NA,NA,"VIES022793",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-04-27 16:10:16-03","UFES","VIES","12380","S","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","C. Caires","2018","10",NA,"Dutra, R.L.S.; Assis, A.M.","63","1996","01","16","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"VIES012380","48094","auto",NA,NA,NA,NA,NA,"VIES012380",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-04-27 16:10:16-03","UFES","VIES","16716","S","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","C. Caires","2018","10",NA,"Pereira, O.J.; Espindula, E.","6607","2000","10","30","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Santa Maria da Vitória.","-40.7461013793945","-20.040599822998",NA,NA,NA,"VIES016716","31867","auto",NA,NA,NA,NA,NA,"VIES016716",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-04-27 16:10:16-03","UFES","VIES","16715","S","Plantae","Loranthaceae","Struthanthus","martianus","Struthanthus martianus","Dettke & Waechter","C. Caires","2018","10",NA,"Pereira, O.J.; Espindula, E.","6632","2000","11","23","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Santa Maria da Vitória.","-40.7461013793945","-20.040599822998",NA,NA,NA,"VIES016715","31867","auto",NA,NA,NA,NA,NA,"VIES016715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-08-16 08:39:47-03","UTFPR","HCF","28679","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2019","05","27","M.S. Gonçalves","181","2017","10","10","Brasil","BA","Vitória da Conquista","Serra do Periperi, entorno dos condomí","-40.799722","-14.850833","40°47'59 W","14°51'03 S","arbusto, folhas concolores. Inflorescência verde. HVC 1631.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1010","1010",NA,NA,NA,NA,NA,NA,NA
"442","2019-08-16 08:39:47-03","UTFPR","HCF","20303","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2016","08","09","P.A. Couto",NA,"2008","09","19","Brasil","MG","Contagem","Córrego do Banguelo, Sub-bacia do Cór.","-44.04725","-19.85725","44°02'50,1 W","19°51'26,1 S","Trepador. Liana. Flor presente. Projeto do Córrego do Banguelo n° 24. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2019-08-16 08:39:47-03","UTFPR","HCF","12971","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","J. Cordeiro","2013",NA,NA,"E.L. Siqueira","851","2013","10","18","Brasil","BA","Encruzilhada","Fazenda Santa Terezinha","-41.104583","-15.731028","41°06'16,5 W","15°43'51,7 S","trepadeira volúvel, semi-ciófila. Flores verdes com anteras escuras. Frutos imaturos verdes e maduros negros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"841","841",NA,NA,NA,NA,NA,NA,NA
"444","2019-08-16 08:39:47-03","UTFPR","HCF","22260","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"E. Barboza","3842","2013","04","26","Brasil","MG","Serranópolis de MInas","Parque Estadual Serra Nova, Talhado","-42.77","-15.82","42°46'12 W","15°49'12 S","hemiparasita de Fabaceae-Mimosoideae; frutos amarelos. Sobre afloramento de quartzito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"940","940",NA,NA,NA,NA,NA,NA,NA
"445","2019-08-16 08:39:47-03","UTFPR","HCF","27038","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2019",NA,NA,"J.A. Oliveira","552","2014","11","27","Brasil","GO","Niquelândia","Margem da Rodovia GO-132.","-48.081389","-14.383056","48°04'53 W","14°22'59 S","parasita. Folhas concolores. Inflorescência verde, frutos imaturos verdes, maduros alaranjados. Cerrado denso, com predomínio de vegetação arbórea/arbustiva. Árvore alcançando até 6 m de altura. Solo areno-pedregoso. Parte da área apresentava indícios de fogo recente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"576","576",NA,NA,NA,NA,NA,NA,NA
"446","2019-11-30 19:01:58-03","UTFPR","HCF","29929","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2019","11","29","M.L. Brotto","2907","2018","11","07","Brasil","MG","Mato Verde","Serra de Viamão","-42.826944","-15.438056","42°49'37 W","15°26'17 S","liana parasita. Fruto alaranjado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"690","690",NA,NA,NA,NA,NA,NA,NA
"447","2019-08-16 08:39:47-03","UTFPR","HCF","26818","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"L.P. Felix","17110","2017","11","30","Brasil","PB","São João do Tigre",NA,"-36.8525","-8.082778","36°51'09 W","08°04'58 S","hemiparasita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"598","598",NA,NA,NA,NA,NA,NA,NA
"448","2019-08-16 08:39:47-03","UTFPR","HCF","28671","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2019","05","29","L.P. Felix","18183","2019","04","13","Brasil","BA","Morro do Chapéu","Morro do Chapéu, arredores","-41.157222","-11.548333","41°09'26 W","11°32'54 S","planta hemiparasita sobre Meliaceae. Folhas verde-escuras. Frutos maduros marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1018","1018",NA,NA,NA,NA,NA,NA,NA
"449","2019-08-16 08:39:47-03","UTFPR","HCF","22271","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"J. Cordeiro","3876","2010","11","13","Brasil","MG","Cachoeira do Pajeú","Fazenda Jardim do Éden, Gaviãozinho",NA,NA,NA,NA,"hemi-parasita, flor creme esverdeada. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2021-03-24 11:51:07-03","UTFPR","HCF","26817","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) G.Don","G.A. Dettke","2018",NA,NA,"J.A.L. Neves","30","2018","01","31","Brasil","PB","Areia","Entrada do Orquidário, CCA-UFPB","-36.396944","-8.19","36°23'49 W","08°11'24 S","hemiparasita em bambu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2019-08-16 08:39:47-03","UTFPR","HCF","22270","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"G. Hatschbach","57939","1992","10","10","Brasil","MG","Realeza","Rod. BR-262, 2-3 km a leste de Realeza",NA,NA,NA,NA,"hemi-parasita de flor creme. Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2019-08-16 08:39:47-03","UTFPR","HCF","22275","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"G. Hatschbach","77882","2004","06","15","Brasil","BA","Macaúbas","Rodovia Macaúbas a Bom Jesus da Lapa,","-42.698600769043","-13.0193996429443",NA,NA,"hemiparasita, fruto amarelo.",NA,"71420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2019-08-16 08:39:47-03","UTFPR","HCF","22272","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"J. Cordeiro","3758","2010","11","05","Brasil","BA","Milagres","Morro da Bandeirinha","-39.8588981628418","-12.8699998855591",NA,NA,"hemi-parasita, flor creme. Afloramento rochoso.",NA,"24432","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-08-16 08:39:47-03","UTFPR","HCF","22274","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"G. Hatschbach","68120","1998","07","23","Brasil","MG","Bocaiúva","Rodovia Bocaiúva - Diamantina, descida","-43.814998626709","-17.1077995300293",NA,NA,"hemiparasita, fruto preto. Matinha à beira do rio.",NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-08-16 08:39:47-03","UTFPR","HCF","22279","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"J. Cordeiro","4360","2011","10","12","Brasil","MG","Buritizeiro","Paredão de Minas, Rio do Sono","-44.9622001647949","-17.3511009216309",NA,NA,"hemiparasita sobre Sebastiania, flor creme-esverdeada. Beira do rio.",NA,"88041","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-08-16 08:39:47-03","UTFPR","HCF","22267","S","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","G.A. Dettke","2018",NA,NA,"G. Hatschbach","68053","1998","07","19","Brasil","MG","Grão Mogol","Rio Itacambiruçu, próximo a ponte da","-42.8897018432617","-16.5594005584717",NA,NA,"hemiparasita sobre Byrsonima sp. Solo arenoso.",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
