"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"43","2015-08-13 05:50:00-03","MO","MOBOT","100384838","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 33119","1971","3","24","South America","Brazil","Goiás",NA,"Campo. Cerrado on outcrops with adjacent wet campo (brejo), ca. 40 km N of Alto do Paraíso.",NA,NA,NA,NA,NA,NA,"K.F. Rodrigues","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2020-08-31 09:06:18-03","INPA","INPA","172606","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Hatschbach, M","54652","1990","10","16","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO-327, Rios das Cobras","-47.5099983215332","-14.1324996948242",NA,NA,"INPA0172606","INPA0172606 INPA0172606_e","Wurdack, JJ",NA,NA,"1991",NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","3241112","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","G. Hatschbach & E. Barbosa","58359","1992","12","1","South America - Neotropics","Brazil","Goiás",NA,"Rodovia para Alto Paraiso, subida para Chapada dos Veadeiros",NA,NA,NA,NA,"US01894103","US01894103_01 US01894103_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"46","2020-09-12 05:00:02-03","US","US","3181327","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","G. Hatschbach, M. M. Hatschbach & V. Nicolack","53886","1990","2","12","South America - Neotropics","Brazil","Goiás",NA,"GO-327; 15-20 km ao Oeste de Alto Paraíso",NA,NA,NA,NA,"US01894100","US01894100_01 US01894100_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"47","2020-09-12 05:00:02-03","US","US","3210366","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","J. R. Pirani, R. M. Harley, B. L. Stannard, A. Furlan & C. Kameyama","1743","1987","2","7","South America - Neotropics","Brazil","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros, ca. 1,0 km da sede do Parque Nacional da Chapada dos Veadeiros",NA,NA,NA,NA,"US01894102","US01894102_01 US01894102_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"48","2020-09-12 05:00:02-03","US","US","3372780","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","M. Sajo","s.n.","1986","2","26","South America - Neotropics","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"US01902301","US01902301_01 US01902301_02",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,"1","Dicotyledonae",NA
"49","2020-09-12 05:00:02-03","US","US","3372779","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","S. R. Neto, C. B. Toledo, M. Sajo & E. P. Santos","637","1987","2","9","South America - Neotropics","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Cachoeira proximo ao riacho Jose Jacó","-47.5099983215332","-14.1324996948242",NA,NA,"US01902300","US01902300_01 US01902300_02",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,"1","Dicotyledonae",NA
"50","2020-09-12 05:00:02-03","US","US","2864076","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","-- Gates & G. F. Estabrook","161","1979","2","5","South America - Neotropics","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, 4 km NE of road, 16 km by road N of Alto Paraíso","-47","-14",NA,NA,"US01894099","US01894099_01 US01894099_02",NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"51","2020-09-12 05:00:02-03","US","US","2628677","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","H. S. Irwin, R. M. Harley & Geo. L. Smith","33119","1971","3","24","South America - Neotropics","Brazil","Goiás",NA,"Ca. 40 Km N of Alto Paraíso",NA,NA,NA,NA,"US01894104","US01894104_01 US01894104_02",NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"52","2020-09-12 05:00:02-03","US","US","3230821","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","G. Hatschbach & M. M. Hatschbach","54652","1990","10","16","South America - Neotropics","Brazil","Goiás","Alto Paraíso de Goiás","Rod. GO-327, Rio das Cobras","-47.5099983215332","-14.1324996948242",NA,NA,"US01894101","US01894101_01 US01894101_02",NA,"1200",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,"1","Dicotyledonae",NA
"53","2020-09-02 16:32:59-03","Cenargen","CEN","111316","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","aff. glaziovii","Cambessedesia aff. glaziovii","Cogn. ex A.B.Martins","J. Moises Mendoza F.","5106","2015","12","05",NA,"Brasil","GO","CAVALCANTE","GO-118, ca. 22,5 km de Teresina para Alto Paraiso de Goiás, entrando 150 m da estrada (encosta lado direito).","-47.334722","-13.875277","Exsicatas","Subarbusto escassamente ramificado. Flores com centro vermelho. Poucas plantas no local. Cerrado rodeado de SS e campo limpo. Crescendo nos afloramentos.","CEN00111316","CEN00111316","B. M. T. Walter","1150","1150","2019","09","-47.334722","-13.875277",NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-02 16:32:59-03","Cenargen","CEN","94508","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","cf. glaziovii","Cambessedesia cf. glaziovii","Cogn. ex A.B.Martins","Márcio Verdi - RB","7381","2014","11","27",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Pousada Fazenda São Bento, Almecega I. Próximo a estrada.","-47.590833","-14.172777","Exsicatas","(Por foto) Folhas verdes. Doação Jardim Botânico do Rio de Janeiro - RB 630884.","CEN00094508","CEN00094508","A. B. Martins","1166","1166","2015","07","-47.590833","-14.172777",NA,NA,NA,NA,NA,"1",NA,NA
"55","2020-09-02 16:32:59-03","Cenargen","CEN","110969","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","J. Moises Mendoza F.","4830","2015","03","04",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","São Jorge. Ca. 0.35 km da GO-239, sentido Sede - alojamento do ICMBio, e 30 m lado direito.","-47.79","-14.165555","Exsicatas","Subarbusto pouco ramificado. Folhas lustrosas, flores vermelhas, centro, anteras amarelas se tornando laranja. Plantas dispersas, nas áreas úmidas. Cerrado rodeado de campo limpo (úmido e seco no local).","CEN00110969","CEN00110969","B. M. T. Walter","1040","1040","2019","09","-47.79","-14.165555",NA,NA,NA,NA,NA,"3",NA,NA
"56","2020-09-02 16:32:59-03","Cenargen","CEN","95173","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Marcelo Fragomeni Simon","2565","2015","02","01",NA,"Brasil","GO","CAVALCANTE","18 km entre sede da RPPN Serra do Tombador e Cavalcante, 9 km N no acesso para a reserva Córrego Branco.","-47.7325","-13.571111","Unicata","Cálice verde, pétalas vermelhas, anteras amarelas.","CEN00095173","CEN00095173","B. M. T. Walter","970","970","2016","11","-47.7325","-13.571111",NA,NA,NA,NA,NA,"1",NA,NA
"57","2020-09-02 16:32:59-03","Cenargen","CEN","53861","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","José Floriano Barêa Pastore","771","2004","02","01",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Estrada de Alto Paraiso para São Jorge; aproximadamente 20 km da estrada de São Jorge.","-47.5099983215332","-14.1324996948242","Exsicatas","Estames amarelos.","CEN00053861","CEN00053861","K. F. Rodrigues",NA,NA,"2007","08",NA,NA,NA,"44724","auto",NA,NA,"3",NA,NA
"58","2020-09-02 16:32:59-03","Cenargen","CEN","31920","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Marta Camargo de Assis","356","1997","01","24",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Jardim Japonês.","-47.5099983215332","-14.1324996948242","Exsicatas","Estames amarelos. Folhas nétidas. Flor vermelha. Fruto castanho.","CEN00031920","CEN00031920","K. F. Rodrigues",NA,NA,"2007","08",NA,NA,NA,"44724","auto",NA,NA,"4",NA,NA
"59","2020-09-02 16:32:59-03","Cenargen","CEN","53451","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","José Floriano Barêa Pastore","499","2003","04","20",NA,"Brasil","GO","CAVALCANTE","Estrada entre Alto Paraiso e Cavalcante.","-47.4583015441895","-13.7974996566772","Exsicatas",NA,"CEN00053451","CEN00053451","K. F. Rodrigues",NA,NA,"2007","08",NA,NA,NA,"92497","auto",NA,NA,"1",NA,NA
"60","2021-03-15 18:28:41-03","USP","SPF","231773","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pacífico, RB","381","2017","03","10",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Trilha para a Cachoeira do Abismo.","-47.842833","-14.180111",NA,"Subarbusto 10-30 cm alt., pétalas inteiramente alaranjadas, estames amarelos.; Campo rupestre.","SPF00231773",NA,"Pacífico, RB","1086","1086","2017","03","-47.842833","-14.180111","10",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-13 11:25:12-03","USP","SPF","49530","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pirani, JR","1743","1987","02","07",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,"SPF00049530",NA,"Wurdack, JJ",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:25:12-03","USP","SPF","119446","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Assis, MC","356","1997","01","24",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,"SPF00119446",NA,"Rodrigues, KF",NA,NA,"2011","01",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"63","2019-10-07 09:34:10-03","UEFS","HUEFS","89964","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Munhoz, C.","540","1997","11","27",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chico Preto, ca 10 Km direita de Alto Paraíso para São Jorge. Próximo do Rio Cobra. Centro Oeste. 3545 pés.","-47.6","-14.15",NA,"Cerrado rupestre. Litolico, com afloramentode qaurtzo. Solo raso cinza escuro.","HUEFS0089964","HUEFS0089964",NA,NA,NA,NA,NA,"47W36'0''","14S9'0''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"64","2019-09-04 19:25:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii",NA,"A. Glaziou","21204",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA
"65","2015-03-07 08:50:29-03","F","FMNH-SEEDPLANTS","V0119706F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0119706F","V0119706F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"66","2020-07-23 12:12:40-03","CEPLAC","CEPEC","75775","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii",NA,"M. G. Sajo",NA,"1986","02","26",NA,"Brasil","Goiás","ALTO PARAÍSO DE GOIÁS","Parque Nacional da Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"K. F. Rodrigues",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,"29/08/2007"
"67","2019-07-02 15:55:54-03","UEM","HUEM","33101","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","R.Pacifico; V.E.Bressan","381","2017","03","10",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Trilha para a Cachoeira do Abismo, campo rupestre.","-47.50342","-14.10484",NA,"Subarbusto, 10-30cm de altura. Pétalas inteiramente alaranjadas, estames amarelos.","HUEM000015538","HUEM000015538","R.Pacifico","1086","1086","2017","03","-47.50342","-14.10484","10",NA,NA,NA,NA,NA,NA,NA
"68","2020-11-12 17:01:34-03","UEL","FUEL","54658","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Barbosa, E; Cordeiro, J; Brotto, ML","3684","2013","04","17",NA,"Brasil","Goiás","Cavalcante","RPPN Serra do Tombador, Trilha Mata do Borá.","-47.775556","-13.700556",NA,NA,"FUEL011076",NA,"Barboza, E","900","900","2013","07","-47.775556","-13.700556","10",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:03:55-03","UnB","UB","19606","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Gates, B","161","1979","02","05","Southern America","Brasil","Goiás","Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,NA,"Wurdack, JJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:59:10-03","UFU","HUFU","40026","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pastore, J.F.B.; et al.","771","2004","02","01",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada de Alto Paraíso para São Jorge, Aproximadamente 20 km da estrada de São Jorge.","-47.5099983215332","-14.1324996948242",NA,"Flor vermelha, estames amarelos.; Campo rupestre, solo arenoso, relevo plano.","HUFU00059655","HUFU00059655",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"71","2019-05-06 11:59:10-03","UFU","HUFU","50895","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G. & Tsuji, R.","4503","2005","01","23",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada para a Vila de São Jorge, Ca. de 7 km do trevo da GO - 118. Próximo à entrada da Fazenda Capão Negro.","-47.5099983215332","-14.1324996948242",NA,"Arbusto, ca. 30 cm. Pétalas vermelhas e estames amarelos.; Campo úmido com cerrado adjacente.","HUFU00059651","HUFU00059651","Romero, R.",NA,NA,"2009","02",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"72","2019-05-06 11:59:10-03","UFU","HUFU","23073","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Silva, A.P.; Bucci, F.","119","2000","03","05",NA,"Brasil","Goiás",NA,"Rodovia Alto Paraíso - São Jorge, Km 10, próximo ao rio das Cobras, na borda de um pequeno córrego.",NA,NA,NA,"Subarbusto, 60 cm. pouco ramificado. Folhas cordiformes brilhantes. No ápice dos ramos flores vermelho-alaranjado. Cálice verde vináceo com pelos glandulares. Estames amarelo-ouro. Filete amarelo-alaranjado. Frutos jovense maduros c","HUFU00059653","HUFU00059653","Silva, A.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:59:10-03","UFU","HUFU","63388","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Cavalcante, T.B.; et al.","3613","2005","11","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","GO118, Alto Paraíso - Teresina de Goiás, 16 km de Alto Paraíso.","-47.530556","-14.031944",NA,"Subarbusto. Flor laranja forte.; Cerrado à beira de mata de galeria, montanhoso, solo pedregoso.","HUFU00059648","HUFU00059648","Versiane, A.F.A.","1500","1500","2015","05","-47.530556","-14.031944","04",NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:59:10-03","UFU","HUFU","66759","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Forzza, R.C.; Monteiro, R.F. & Saraiva, D.P.","6771","2011","09","26",NA,"Brasil","Goiás","Cavalcante","Estrada para Colinas do Sul, Cerca de 1,5 km de Cavalcante, próximo ao Morro da Cruz.","-47.455278","-13.810278",NA,"Planta em solo arenoso. Flores com cálice verde. Corola vermelha-alaranjada; filetes amarelos, anteras vermelhas.; Campo Rupestre pós queimada.","HUFU00059654","HUFU00059654","Romero, R.","809","809","2014","10","-47.455278","-13.810278",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:59:10-03","UFU","HUFU","71885","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Fontelas, J.C.; Romero, R. & Versiane, A.F.A.","132","2016","02","26",NA,"?",NA,NA,NA,NA,NA,NA,NA,"HUFU00058936","HUFU00058936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-05-06 11:59:10-03","UFU","HUFU","72789","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Verdi, M.; Fernandes, E.P. & Pougy, N.","7381","2014","11","27",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Pousada Fazenda São Bento, Almecega l","-47.590833","-14.172778",NA,"Arbusto 1m alt. Folhas verdes; flor laranja; frequente.; Cerrado, Campo Rupestre, encotrada em solo areno-pedregoso, próximo a estrada. Com foto.","HUFU00069386","HUFU00069386","Martins, A.B.","1166","1166","2015","07","-47.590833","-14.172778","19",NA,NA,NA,NA,NA,NA,NA
"77","2020-11-27 11:33:51-03","UFU","HUFU","79864","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Faria, J.E.Q.; Villarroel, D. & Mendonza, M.","4544","2015","05","16",NA,"Brasil","Goiás","Cavalcante","Margem da estrada entre Alto Paraíso de Goiás e Teresina de Goiás.","-47.371667","-13.906111",NA,"Subarbusto prostrado. Flores laranjas.; Campo sujo.","HUFU00077589",NA,"Paranhos, G.M.","1281","1281","2020","11","-47.371667","-13.906111","05",NA,NA,NA,NA,NA,NA,NA
"78","2019-05-06 11:59:10-03","UFU","HUFU","63881","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Machado, A.I.M.R.; Guimarães, P.J.; Rutter-Drummond, R.A. & Meyer, F.S.","148","2012","03","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Trilha para subida do alojamento.","-47.5099983215332","-14.1324996948242",NA,"Subarbusto, ca. 20 cm alt. Hipanto e lacínias verdes, corola alaranjada, estames e estilete amarelos.; Cerrado rupestre/ campo rupestre.","HUFU00059649","HUFU00059649","Versiane, A.F.A.",NA,NA,"2015","04",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"79","2019-05-06 11:59:10-03","UFU","HUFU","1280","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Castro, N.M.; Barbosa, A.A.A.","204","1987","11","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional Chapada dos Veadeiros, Rodovia GO - 118, altura do Parque Nacional Chapada dos Veadeiros entrada norte.","-47.5099983215332","-14.1324996948242",NA,"Subarbusto, ca. 1,0 m. Corola coral, anteras amarelas.; Campo rupestre.","HUFU00059652","HUFU00059652","Romero, R.",NA,NA,"2009","02",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"80","2019-05-06 11:59:10-03","UFU","HUFU","40003","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pereira-Silva, G.; et al.","5953","2002","02","21",NA,"Brasil","Goiás","Cavalcante","Entrocamento Vila Veneno - balsa Rio São Félix, Km 43.","-47.4583015441895","-13.7974996566772",NA,"Erva com flor laranja.; Campo limpo.","HUFU00059650","HUFU00059650","Chacon, R.G.",NA,NA,"2002","04",NA,NA,NA,"92497","auto",NA,NA,NA,NA,NA
"81","2019-08-06 10:39:40-03","FMM","FMM","1113","MachineObservation","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins",NA,NA,"2014","02","09",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.832717","-14.160156",NA,"Hábito: Erva; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM01113","FMM01113_v1 FMM01113_v2","Rosana Romero",NA,NA,NA,NA,"47°49'57.78W","14°09'36.56S",NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-08-17 11:56:36-03","CAS","CAS-BOT","560454","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pacifico, R.; Bressan, V. E.","381","2017","3",NA,"South America","Brazil","Goiás",NA,"Alto Paraíso de Goiás: Parque Nacional de Chapada dos Veadeiros. Trilha para a Cachoeira do Abismo","-47.8428333333","-14.1801111111",NA,"Subabusto 10-30 cm alt., pétalas inteiramente alaranjadas, estames amarelos.",NA,NA,NA,"1086",NA,NA,NA,"47° 50' 34.2 W","14° 10' 48.4 S",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"83","2018-11-15 11:55:18-02","CAS","CAS-BOT","598442","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pereira, B. A. S.; Alvarenga, D.","3040","1996","4",NA,"South America","Brazil","Goiás",NA,"Município de Alto Paraíso. Km 24 da estrada Teresina de Goiás/Alto Paraíso","-47.3833333333","-13.9166666667",NA,"Erva. Flor vemelha-alaranjada. Coordinates written on label as: e 13° 55' e 14° 30' S 47° .230' W.Gr.",NA,NA,NA,"1100",NA,NA,NA,"47° 23' W","13° 55' S",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"84","2017-04-25 15:32:08-03","CAS","CAS-BOT","398339","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9441","2009","2",NA,"South America","Brazil","Goiás",NA,"Municipio Alto Paraíso. Turnoff at Km 12 of main road out of Alto Paraíso de Goiás (left turn) to Parque Nacional Chapada dos Veadeiros, 5 km down this road to Serra da Boa Vista.","-47.62703","-14.18556",NA,"Wiry shrub to 0.5 m tall. Petals deep orange, and yellow at the very base. Androecium completely yellow. Common but scattered.",NA,NA,"F. Almeda","1220",NA,NA,NA,"47.62703° W","14.18556° S",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"85","2019-01-07 15:21:29-02","CAS","CAS-BOT","600438","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Vaz, A. F.; Mendonça, R. C.; Marquete, R.; Fonseca, M. L.; Jesus, G. N.","1176","1996","10",NA,"South America","Brazil","Goiás",NA,"Município de Alto Paraíso, ca. de 14 Km do Parque. Estrada de terra para povado S. Jorge",NA,NA,NA,"Arbusto ca. de 40 cm de altura. Cálice verde. Pétalas vermelhas. Estames amarelos.",NA,NA,"F. Almeda","1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"86","2018-11-13 09:29:06-02","CAS","CAS-BOT","598337","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Aparecida da Silva, M.; dos Santos, A. J. V.","3217","1996","11",NA,"South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. 23 km de Alto Paraíso em direção a Teresina de Goiás. Parque Nacional da Chapada dos Veadeiros. Cruzeiro.","-47.4938888889","-13.9441666667",NA,"Semiarbusto ca. 50cm de altura, flores com cinco pétalas vermelhas e estames amarelos, folhas cordiformes verde vináceas lustrosas.",NA,NA,NA,"1410",NA,NA,NA,"47° 29' 38 W","13° 56' 39 S",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
