"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"112","2015-01-14 11:29:00-02","MO","MOBOT","100770608","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Kenneth J. Wurdack|Karen M. Redden|C. Perry|E. Zimmerman|D. Hunter|T. Hunter|V. Roland","Wurdack 5135","2009","5","22","South America","Guyana",NA,"Cuyuni-Mazaruni. Base of waterfall at Chinakuruk Creek.",NA,NA,NA,NA,NA,NA,"Kunth","568.00000000",NA,NA,"C.M. Taylor","-60.7005556","5.6147222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2017-07-20 08:50:00-03","MO","MOBOT","100988904","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Álvaro Idárraga-Piedrahita|Diego Alejandro Molina","Idárraga-Piedrahita 5493","2014","4","11","South America","Colombia","Antioquia","Vereda El Guaybo, aproximadamente a 5 km margen derecha de la quebrada sobre la vía. Zona de transición entre bs-T/bh-PM.",NA,NA,NA,NA,NA,NA,"Kunth","1036.00000000",NA,NA,"C.M. Taylor (MO)","-75.7030556","6.4566667","San Jerónimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2017-08-15 11:57:00-03","MO","MOBOT","100989533","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Isau Huamantupa|W. Trujillo","Huamantupa Chuquimaco 16670","2012","10","16","South America","Peru","Loreto","Distrito de San Antonio del Estrecho. Inventario Rápido #25. Orillas del río Sibi.",NA,NA,NA,NA,NA,NA,"Kunth","175.00000000",NA,NA,"C.M. Taylor (MO)","-73.6830556","-1.6377777","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2019-11-13 13:49:00-03","MO","MOBOT","101010853","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Ángel Fernández|Reina Gonto|G. Colonnello|Wilmer Becerra","Fernández 38019","2016","2","18","South America","Venezuela","Apure","Parque Nacional Santos Luzardo (Cinaruco-Capanaparo). Sabanas y bosque de galería del Caño La Guardia, 7-15 km al W de la carretera a Puerto Páez.",NA,NA,NA,NA,NA,NA,"Kunth","65.00000000",NA,NA,"C.M. Taylor (MO)","-67.6130556","6.6886111","Pedro Camejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"116","2018-12-03 10:28:00-02","MO","MOBOT","101084523","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Llewelyn Williams","Williams 13110","1940","5","24","South America","Venezuela","Amazonas","Pto. Ayacucho,",NA,NA,NA,NA,NA,NA,"Kunth","88.00000000",NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2013-04-30 16:27:00-03","MO","MOBOT","1406838","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Fernando Alzate|et al.","Alzate Guarin 227","1997","5","20","South America","Colombia","Antioquia","Quebrada La Habana on highway Medellin-Santafe de Bogota.",NA,NA,NA,NA,NA,NA,"Kunth","800.00000000","1000.00000000",NA,"C.M. Taylor","-74.97583","5.98972","San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","1415659","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Richard E. Schultes","Schultes 16890",NA,NA,NA,"South America","Colombia","Vaupés","North Venezuela/Northeast Colombia",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"C.Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","1415982","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Stephen F. Smith","Smith 1435","1989","1","20","South America","Peru","Madre de Dios","Southeast Peru",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"C. M. Taylor","-71.403","-11.885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-01-20 12:59:00-02","MO","MOBOT","1416342","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Robin B. Foster","Foster 12500","1988","11","23","South America","Bolivia","Beni","North Yungas",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2017-12-05 09:21:00-02","MO","MOBOT","1479280","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Cesar Del Carpio","Del Carpio 2239","1993",NA,NA,"South America","Peru","Loreto","Distritos Nauta--Parimari. Reserva Nacional Pacaya-Samiria. Centro de Datos Para La Conservacion.",NA,NA,NA,NA,NA,NA,"Kunth","90.00000000",NA,NA,"C.M. Taylor (MO)","-73.8333333","-4.85","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","1",NA
"122","2010-11-22 05:51:00-02","MO","MOBOT","1510627","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"William J. Hahn|S. Tiwari|Mohammed H. Ameer","Hahn 3872","1988","3","18","South America","Guyana",NA,"Along Soesdyke-Linden Hwy from Timehri Airport to Kuru-Kuru Creek",NA,NA,NA,NA,NA,NA,"Kunth","10.00000000","30.00000000",NA,"J.H. Kirkbride","-58.25","6.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2014-03-01 20:31:00-03","MO","MOBOT","1510970","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Terry W. Henkel|R. Williams|H. Scrase","Henkel 2546","1993","8","14","South America","Guyana",NA,"Berbice savanna near Takama Army Base",NA,NA,NA,NA,NA,NA,"Kunth","100.00000000",NA,NA,"C.M. Taylor","-57.95","5.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-01-25 17:06:00-02","MO","MOBOT","1511258","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"B. Hoffman|C. Capellaro|L. Patterson","Hoffman 898","1992","1","29","South America","Guyana",NA,"Arawak Amerindian land, Timberhead Resort, 3 km up Pokerero R from Santa Mission. Near compound",NA,NA,NA,NA,NA,NA,"Kunth","5.00000000","10.00000000",NA,"C.M. Taylor","-58.35","6.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2011-02-02 06:06:00-02","MO","MOBOT","1511376","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"B. Hoffman|G. Marco|M. Koplik","Hoffman 2170","1992","7","24","South America","Guyana",NA,"Pakaraima Mountains, Kurupung-Membaru trail, 5.31 mi from Kumarau Falls on river",NA,NA,NA,NA,NA,NA,"Kunth","650.00000000",NA,NA,"C.M. Taylor, 1994;","-60.41666","6.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2010-11-22 17:41:00-02","MO","MOBOT","1511680","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Tim McDowell|Doorjoohan Gopaul","McDowell 2691","1990","5","20","South America","Guyana",NA,"Top of Warama Tipu, small mt. across Kamarang R, N to Paruima village",NA,NA,NA,NA,NA,NA,"Kunth","530.00000000","610.00000000",NA,"C.M. Taylor","-61.06666","5.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2012-05-01 05:07:00-03","MO","MOBOT","1511772","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. David Clarke","Clarke 1629","1996","4","13","South America","Guyana",NA,"Tamour, 18 mi from Toolsie Persaud Forest Headquarters, Essequibo R.",NA,NA,NA,NA,NA,NA,"Kunth","50.00000000",NA,NA,"C.M. Taylor","-58.75","5.61583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-09-20 16:46:00-03","MO","MOBOT","1512052","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Henry Godrey","Pipoly 7364","1986","5","23","South America","Guyana",NA,"Yarowkabra settlement and Forestry Commission Station ca. 6 km ESE of station",NA,NA,NA,NA,NA,NA,"Kunth","0E8","10.00000000",NA,"J.H. Kirkbride","-58.16666","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2009-09-20 16:56:00-03","MO","MOBOT","1512057","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Allan Lorrimer|Henry Godrey","Pipoly 7424","1986","5","24","South America","Guyana",NA,"Yarowkabra settlement and Forestry Commission Station ca. 3.5 km S of station",NA,NA,NA,NA,NA,NA,"Kunth","0E8","10.00000000",NA,"C.M. Taylor","-58.16666","6.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2011-03-23 11:39:00-03","MO","MOBOT","1512077","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III","Pipoly 7810","1986","6","15","South America","Guyana",NA,"Pakaraima Mts., headwaters of the Karowrieng River",NA,NA,NA,NA,NA,NA,"Kunth","712.00000000",NA,NA,"C.M. Taylor","-60.11666","6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2011-03-23 11:39:00-03","MO","MOBOT","1512144","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III","Pipoly 8443","1986","9","13","South America","Guyana",NA,"Vicinity of Yarowkabra Housing scheme, E of Forestry Station",NA,NA,NA,NA,NA,NA,"Kunth","0E8","50.00000000",NA,"C.M. Taylor","-58.2","6.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2010-11-22 05:41:00-02","MO","MOBOT","1512179","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Mohammed H. Ameer","Pipoly 9254","1986","12","9","South America","Guyana",NA,"Along Linden-Soesdyke Hwy, ±1 m E of Soesdyke along steep slopes",NA,NA,NA,NA,NA,NA,"Kunth","0E8","50.00000000",NA,"C.M. Taylor","-58.18333","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2010-02-05 20:37:00-02","MO","MOBOT","1512205","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Ganeshwar Gharbarran","Pipoly 9579","1987","1","11","South America","Guyana",NA,"±15 km E of Rockstone, on Linden-Rockstone Road",NA,NA,NA,NA,NA,NA,"Kunth","0E8","50.00000000",NA,"C.M. Taylor","-58.5","5.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2010-02-05 20:37:00-02","MO","MOBOT","1512211","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Ganeshwar Gharbarran","Pipoly 9638","1987","1","19","South America","Guyana",NA,"±5 km E of Rockstone, Linden-Rockstone Rd",NA,NA,NA,NA,NA,NA,"Kunth","50.00000000","70.00000000",NA,"J.H. Kirkbride","-58.58333","5.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2010-02-05 20:57:00-02","MO","MOBOT","1512220","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Ganeshwar Gharbarran|Harold Ameer","Pipoly 9701","1987","1","21","South America","Guyana",NA,"Linden-Soesdyke Hwy, between Dora and Maibia Creek",NA,NA,NA,NA,NA,NA,"Kunth","20.00000000","50.00000000",NA,"J.H. Kirkbride","-58.23333","6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2010-02-06 19:10:00-02","MO","MOBOT","1512454","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"John James Pipoly, III|Gary Samuels","Pipoly 11763","1987","4","26","South America","Guyana",NA,"Yarowkabra Forestry Station and areas S, between Linden Hwy and Timehri Airport",NA,NA,NA,NA,NA,NA,"Kunth","20.00000000","30.00000000",NA,"J.H. Kirkbride","-58.16666","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2012-08-18 06:27:00-03","MO","MOBOT","1512487","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Claude Sastre|Deborah Bell|Françoise Crozier","Sastre 8223","1986","9","3","South America","French Guiana",NA,"Route Cayenne-St. Laurent, Km 171",NA,NA,NA,NA,NA,NA,"Kunth","1.00000000","20.00000000",NA,"C.M. Taylor","-53.51666","5.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2012-11-26 12:09:00-02","MO","MOBOT","1512845","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. David Clarke|K. David|Chris Chin|C. Perry","Clarke 5970","1997","7","23","South America","Guyana",NA,"Paruima, 1.5 km N; summit of Warimatipu",NA,NA,NA,NA,NA,NA,"Kunth","880.00000000",NA,NA,"C.M. Taylor","-61.06555","5.83388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2012-05-01 05:07:00-03","MO","MOBOT","1512939","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. David Clarke|C. Watson|R. Williams|C. Perry|J. Clarke|K. Hurtubise","Clarke 6971","1997","10","2","South America","Guyana",NA,"Makarapan Mt., upper slopes, below southern false summit",NA,NA,NA,NA,NA,NA,"Kunth","760.00000000",NA,NA,"C.M. Taylor","-58.86611","3.96527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2008-05-27 22:02:00-03","MO","MOBOT","1531910","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Michael H. Nee","Nee 34602",NA,NA,NA,"South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"C. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2014-09-11 10:52:00-03","MO","MOBOT","1846487","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Gerrit Davidse|Ángel C. González","Davidse 14332","1978","2","16","South America","Venezuela","Apure","Near the Río Meta at Fundo El Algarrobo, 25 airline km WNW of Buena Vista, Morichal de La Madera.",NA,NA,NA,NA,NA,NA,"Kunth","70.00000000",NA,NA,"J. Dwyer","-68.8166667","6.2166667","Pedro Camejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1291","1",NA
"142","2009-08-26 15:04:00-03","MO","MOBOT","3190146","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"J.S. de la Cruz","de la Cruz 1644","1922","7","15","South America","Guyana",NA,"Between the Demerara and berbice Rivers",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"CM Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2017-06-27 13:38:00-03","MO","MOBOT","1865689","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Stephan G. Beck","Beck 24237","1997","9","7","South America","Bolivia","La Paz","subiendo el río Tuichi, afluente del río Beni. Bosque estacional, en la orilla de la Laguna Santa Rosa",NA,NA,NA,NA,NA,NA,"Kunth","500.00000000",NA,NA,"C. M. Taylor","-67.8666667","-14.45","Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2014-09-18 12:16:00-03","MO","MOBOT","1873529","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Gerrit Davidse|Ángel C. González","Davidse 15943","1979","3","2","South America","Venezuela","Apure","Ca. 2 km S of Cãno La Cochina de La Pica along the main road S of Paso de San Pablo to the Río Cinaruco.",NA,NA,NA,NA,NA,NA,"Kunth","70.00000000",NA,NA,"J. Steyermark","-67.8","6.7","Pedro Camejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1356","1",NA
"145","2018-04-03 11:28:00-03","MO","MOBOT","1875110","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Gerrit Davidse|Ángel C. González","Davidse 16089","1979","3","6","South America","Venezuela","Apure","Láguna del Termino, on Hato San Felipe, 18 airline km SSW of Elorza.",NA,NA,NA,NA,NA,NA,"Kunth","90.00000000",NA,NA,"C. M. Taylor","-69.6","6.8833333","Rómulo Gallegos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1353","1",NA
"146","2015-04-02 21:31:00-03","MO","MOBOT","1895187","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"R. Giraldo","Giraldo 330","1997","4","18","South America","Colombia","Antioquia","Corregimiento Santa ana, vereda El Tablazo",NA,NA,NA,NA,NA,NA,"Kunth","800.00000000","1000.00000000",NA,"F. J. Roldan","-75.18333","6.15","Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2012-09-14 17:31:00-03","MO","MOBOT","1895188","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Orlando Marulanda|et al.","Marulanda 1865","1999","4","24","South America","Colombia","Antioquia","Area del proyecto hidroelectrico porce II",NA,NA,NA,NA,NA,NA,"Kunth","945.00000000","1050.00000000",NA,"F. J. Roldan","-74.91666","6.76666","Amalfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","1895801","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Jorge Hernández","Hernández 604","1982","12","13","South America","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,"Kunth","740.00000000",NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2014-12-20 15:42:00-02","MO","MOBOT","1902414","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Dino Tuberquia","Tuberquia 1351","1996","10","15","South America","Colombia","Antioquia","Vereda La Esperanza. bmh-P",NA,NA,NA,NA,NA,NA,"Kunth","1400.00000000",NA,NA,"D. Tuberquia","-75.03138","7.18444","Anorí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-10-05 06:35:00-03","MO","MOBOT","1944471","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Ronald L. Liesner|Ángel C. González","Liesner 5579","1978","7","25","South America","Venezuela","Bolívar","Junction of Río Paragua and Caroni. San Pedro de las Dos Bacas, forest along river, open areas and wet savannah.",NA,NA,NA,NA,NA,NA,"Kunth","200.00000000",NA,NA,"J. Steyermark (MO)","-62.98333","6.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"486",NA,NA
"151","2019-01-25 04:35:00-02","MO","MOBOT","2205915","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Luis Valenzuela G.","Valenzuela Gamarra 2131","2003","5","16","South America","Peru","Madre de Dios","Dist. Puerto Maldonado, Cusco Amazónico, Bosque Secundario",NA,NA,NA,NA,NA,NA,"Kunth","220.00000000",NA,NA,"C.M. Taylor","-69.05","-12.53333","Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"152","2020-09-04 04:40:00-03","MO","MOBOT","2488036","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps","Syntype","Herbert H. Smith","Smith 1826","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2011-10-10 14:09:00-03","MO","MOBOT","2516830","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Jiménez","Jiménez 1952",NA,NA,NA,"South America","Paraguay","Canindeyú","Reserva Natural del Bosque Mbaracayú",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"C. M. Taylor","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2015-08-12 05:58:00-03","MO","MOBOT","2628663","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. Balslev|R. Valencia|Guillermo Paz y Miño","Balslev 84779","1989","4","2","South America","Ecuador","Sucumbíos","Reserva Faunistica Cuyabeno. Río Cuyabeno from outlet of Laguna Grande and 5 km upstream. Tropical rain forest along mixed black- and white-water river.",NA,NA,NA,NA,NA,NA,"Kunth","265.00000000",NA,NA,"Taylor, C.M.","-76.18333","0.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2015-08-12 05:58:00-03","MO","MOBOT","2628727","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. Balslev|R. Valencia|Guillermo Paz y Miño","Balslev 84837","1989","4","4","South America","Ecuador","Sucumbíos","Reserva Faunistica Cuyabeno, Río Cuyabeno, from outlet of Laguna Grande 10 km down-stream. Tropical rain forest and floodplain along river and river margins.",NA,NA,NA,NA,NA,NA,"Kunth","265.00000000",NA,NA,"Taylor, C.M.","-76.18333","-0.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-01-25 04:35:00-02","MO","MOBOT","2749108","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Luis Valenzuela G.","Valenzuela Gamarra 3420","2004","4","12","South America","Peru","Madre de Dios","Dist. Las Piedras, Fundo Concepción. Bosque Secundario.",NA,NA,NA,NA,NA,NA,"Kunth","235.00000000",NA,NA,"C.M. Taylor (MO)","-69.07861","-12.6125","Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"157","2019-01-25 04:35:00-02","MO","MOBOT","2749150","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Luis Valenzuela G.","Valenzuela Gamarra 3443","2004","4","13","South America","Peru","Madre de Dios","Dist. Las Piedras, Fundo Concepción. Bosque Secundario.",NA,NA,NA,NA,NA,NA,"Kunth","235.00000000",NA,NA,"C.M. Taylor (MO)","-69.07861","-12.6125","Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"158","2009-10-06 18:27:00-03","MO","MOBOT","3035985","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Saúl Altamirano|J. Altamirano","Altamirano Azurduy 2374","2004","6","10","South America","Bolivia","Cochabamba","Los. San Miguelito. Alt. 220 msnm. Selvas amazonicas inundadas estacionalmente, caraterizadas por Eschweilera coriacea, Hura crepitans, Terminalia amazonica, Guarea grandiflora y Poulsenia armata.",NA,NA,NA,NA,NA,NA,"Kunth","220.00000000",NA,NA,"C. M. Taylor (MO)","-65.49083","-16.53666","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2008-05-27 22:02:00-03","MO","MOBOT","3099880","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"HEATH","HEATH 98","1990","3","16","South America","Colombia","Casanare","Los Llanos, south edge of Caño Dumagua on road to Mani from Santiago Camp. River sands & [flats].",NA,NA,NA,NA,NA,NA,"Kunth","167.64000000",NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2008-05-27 22:02:00-03","MO","MOBOT","3187052","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Vinicius C. Souza","Souza 10742","1996","1","27","South America","Brazil","São Paulo","Município de Angatube. Estrada para Itatinga, ca 29 km de Angatube. Bairro Santo Inácio. Mata de brejo 23: 18' 48, 1 S, 48: 31; 35' 1 W",NA,NA,NA,NA,NA,NA,"Kunth","610.00000000",NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2016-01-04 11:46:00-02","MO","MOBOT","3187053","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Nur Ritter","Ritter 2992","1996","2","24","South America","Bolivia","Cochabamba","Ditch alongside the road from Ivirgarsama; approximately 3 km. towards Puerto Villarroel. Growing in standing water (20 cm depth), where a small stream empties into the ditch. Abundance unknown. Surrounding vegetation: Surrounding vegetation: secondary forest and fields. Bosque húmedo de llanura.",NA,NA,NA,NA,NA,NA,"Kunth","200.00000000",NA,NA,"C. M. Taylor",NA,NA,"Cercado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"162","2008-05-27 22:02:00-03","MO","MOBOT","3187077","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Laurence J. Dorr","Dorr 7123","1990","6","22","South America","Venezuela","Táchira","Distr. Uribante. SE slopes of Cerro El Morro on the old road from pregonero to Potosi. Grassy,savanna-like with scattered small trees on sandstone outcrop",NA,NA,NA,NA,NA,NA,"Kunth","1150.00000000","1250.00000000",NA,"C. M. Taylor (MO)","-71.7","7.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2016-09-14 05:18:00-03","MO","MOBOT","3187137","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Paul J. M. Maas|J. Koek-Noorman|Harry Lall|Ben J.H. ter Welle|L. Y. T. Westra","Maas 7125","1988","8","24","South America","Guyana",NA,"Mabura Hill, at km 3 on Kurupukari Main Road. Forest on white sand dominated by Eperua falcata; roadside",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"CMTaylor","-58.6666667","5.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
