"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"47","2020-12-04 13:19:21-03","UDESC","LUSC","782","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Silva, A.C. da",NA,NA,NA,"Elise; Isabelli & Paula","2006","07","04","Brasil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,"LUSC004411",NA,NA,NA,NA,NA,"LUSC004411",NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"48","2020-12-04 13:19:21-03","UDESC","LUSC","2313","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Silva, A.C. & Higuchi, P.",NA,NA,NA,"Aguiar, M.D.","2008","11","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC004405",NA,NA,NA,NA,NA,"LUSC004405",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"49","2020-12-04 13:19:21-03","UDESC","LUSC","2423","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Miranda, L.",NA,NA,NA,"Miranda, L.","2007","11","16","Brasil","Santa Catarina","Lages","rua: Portugual 225 Guaruja.","-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC004407",NA,NA,NA,NA,NA,"LUSC004407",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"50","2020-10-14 10:02:21-03","FURB","FURB","46782","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Pastório, FF","2016","08","12","Oliveira, A.A. de","2015","03","23","Brasil","Santa Catarina","Itaiópolis","Distrito Itaió.","-49.8583333","-26.4594444","-49.8583333","-26.4594444","Fito IFFSC 946 /L/63 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea;","FURB27855",NA,NA,"1390",NA,NA,"FURB27855","932","932",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:02:21-03","FURB","FURB","47213","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Seubert, RC","2015","04","06","Seubert, R.C.; Adenesky-Filho, E.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2015","04","06","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2038889","-27.1286111","-49.2038889","-27.1286111","Projeto Restaurar Habitat: Encosta, Floresta Ombrófila Densa Montana Habito: árvore","FURB27852",NA,NA,"121",NA,NA,"FURB27852","752","752",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:02:21-03","FURB","FURB","47933","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Brotto, ML","2015",NA,NA,"Lozano, E.D.; Canestraro, B.K.","2015","03","07","Brasil","Paraná","Morretes","Caminho dos Jesuitas.","-48.8988889","-25.3316667","-48.8988889","-25.3316667",NA,"FURB47933",NA,NA,"2960",NA,NA,"FURB47933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:02:21-03","FURB","FURB","41912","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Tiepo, E","2004",NA,NA,"Tiepo, E.","2004","08","21","Brasil","Santa Catarina","Florianópolis","Unidade de Conservação Ambiental Desterro, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Caule parecido com o cedro Habitat: Floresta Atlântica; Habito: arbórea; Fruto verde;","FURB04497",NA,NA,NA,NA,NA,"FURB04497","350","350",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"54","2020-10-14 10:02:21-03","FURB","FURB","46882","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Brotto, ML","2014","08","20","Schwirkowski, P.","2013","12","24","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho, estrada da captção de águas do Samae.","-49.3786010742188","-26.2502994537354",NA,NA,NA,"FURB27853",NA,NA,"32",NA,NA,"FURB27853",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"55","2021-02-12 18:12:10-03","UFES","VIES","10416","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","Moraes, P.L.R.","2009","05","11","Francisco, E.M.","1998","11","10","Brasil","Paraná","Reserva","Fazenda Barra Mansa.","-50.8506011962891","-24.6502990722656",NA,NA,NA,"VIES010416",NA,NA,"s.n.",NA,NA,"VIES010416",NA,NA,NA,NA,"43627","auto",NA,NA,NA,NA,NA
"56","2019-08-16 08:39:46-03","UTFPR","HCF","14018","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","M.L. Brotto","2014",NA,NA,"M.L. Brotto","2014","01","19","Brasil","PR","Piraquara","Recreio da Serra","-49.010278","-25.453056","49°00'37 W","25°27'11 S","árvore de 10 m; flores internamente amarelas e externamente ferrugíneas. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,"1536",NA,NA,NA,"1130","1130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-16 08:39:46-03","UTFPR","HCF","7435","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","J. Cordeiro & E. Barboza","2009",NA,NA,"M.G. Caxambu","2008","12","08","Brasil","PR","Turvo","Propriedade da família Rickli","-52.557583","-25.045278","52°33'27,3 W","25°02'43 S","árvore heliófita, de tronco tortuoso, ca. 4,5 m. Botões florais de cor ferrugínea. Casca é utilizada como medicamento pela população local.",NA,NA,NA,"2430",NA,NA,NA,"934","934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-16 08:39:46-03","UTFPR","HCF","13438","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","W. Maschio","2012","03","23","R.R. Völtz","2012","03","23","Brasil","PR","Colombo","Roseira","-49.2242012023926","-25.2917003631592",NA,NA,"árvore 10 m alt.; frutos verdes; casca externa reticulada de cor marrom-acinzentado. Crescendo no meio da pastagem.",NA,NA,NA,"111",NA,NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"59","2019-08-16 08:39:46-03","UTFPR","HCF","3345","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","J. Cordeiro & F. Marinero","2006","12",NA,"A.E. Bianek","2006","01","20","Brasil","PR","Pitanga","Pedreira São Judas Tadeu","-51.7613983154297","-24.7572002410889",NA,NA,"Árvore ca. 12m, frutos arredondados, em panículas axiais, folhas pilosas.",NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA
"60","2019-08-16 08:39:46-03","UTFPR","HCF","23779","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","P. Moraes","2009",NA,NA,"J.M. Silva","2006","01","05","Brasil","PR","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,"árvore, 18 m, flor creme. Floresta Atlântica.",NA,NA,NA,"4567",NA,NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"61","2020-12-21 16:31:23-03","MBM","MBM","293017","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Werff, H. van der","2002",NA,NA,"Assis, L.C.S.","2001","11","10","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore ca. 15m alt. no interior da mata. Tronco amarronzado, cheiro característico. DAP maior que 5cm. Pouco frequente","MBM293017",NA,NA,"372","Southern America",NA,"MBM293017",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"62","2020-12-21 16:31:23-03","MBM","MBM","23274","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Cabeça de Anta","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore 10m, da mata, flor esverdeada","MBM023274",NA,NA,"4303","Southern America",NA,"MBM023274",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"63","2020-12-21 16:31:23-03","MBM","MBM","22598","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Rio Putunã","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore 10m, mata pluvial encosta de morro","MBM022598",NA,NA,"29764","Southern America",NA,"MBM022598",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:31:23-03","MBM","MBM","113882","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Werff, H. van der","1987",NA,NA,"Kuniyoshi, Y.S.",NA,NA,NA,"Brazil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,"Árvore da mata. Frequente em frutificação","MBM113882",NA,NA,"5135","Southern America",NA,"MBM113882",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:31:23-03","MBM","MBM","65730","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Hatschbach, G.",NA,NA,NA,"Rotta, E.",NA,NA,NA,"Brazil","Paraná","Colombo","Estrada da Ribeira, Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,"MBM065730",NA,NA,"s.n.","Southern America",NA,"MBM065730",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"66","2020-12-21 16:31:23-03","MBM","MBM","323048","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Bianeck, A.E.","2006","01","21","Brazil","Paraná","Pitanga","Pedreira São Judas Tadeu","-51.7613983154297","-24.7572002410889",NA,NA,"Árvore ca 12m, frutos arrendondados, em panículos axiais, folhas pilosas","MBM323048",NA,NA,"254","Southern America",NA,"MBM323048",NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:31:23-03","MBM","MBM","186497","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Baitello, J.B.","1994","08","16","Silva, J. da",NA,NA,NA,"Brazil","São Paulo","Tatuí","Fazenda São José","-47.8499984741211","-23.3500003814697",NA,NA,"Árvore da mata, flores em outubro","MBM186497",NA,NA,"s.n.","Southern America",NA,"MBM186497",NA,NA,NA,NA,"22710","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:31:23-03","MBM","MBM","133493","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Fonseca Vaz, A.M. da","1982","08",NA,"Barreto, R.A.A.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Estrada de Cassitérita - Mercês, 3km após o Rio das Mortes",NA,NA,NA,NA,"Árvore de mais ou menos 25m, botão branco, frequente, mediana. Vegetação secundária.","MBM133493",NA,NA,"181","Southern America",NA,"MBM133493","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:31:23-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2013","05","27","Moura Junior, F.A.","2013","03","28","Brazil","Paraná","Iretama",NA,"-52.020008","-24.300003","-52.020008","-24.300003","Árvore.","IFN000416",NA,NA,"1","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:31:23-03","MBM","MBM","386973","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Santa Catarina","Urupema","Cachoeira que Congela","-49.855342","-27.927572","-49.855342","-27.927572","Arvoreta 6m. Frutos verdes.","MBM386973",NA,NA,"10149","Southern America",NA,"MBM386973","1561","1561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:31:23-03","MBM","MBM","386973","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Santa Catarina","Urupema","Cachoeira que Congela","-49.855342","-27.927572","-49.855342","-27.927572","Arvoreta 6m. Frutos verdes.","MBM386973",NA,NA,"10149","Southern America",NA,"MBM386973","1561","1561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:31:23-03","MBM","MBM","387902","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2014",NA,NA,"Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2014","01","19","Brazil","Paraná","Piraquara","Recreio da Serra","-49.010406","-25.452994","-49.010406","-25.452994","Árvore de 10m; flores internamente amarelas e externamente ferrugíneas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM387902",NA,NA,"1536","Southern America",NA,"MBM387902","1130","1130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:31:23-03","MBM","MBM","392141","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2014","09","09","Brotto, M.L.; Völtz, R.R.; Vieira, R.S.; Völtz, R.R.; Vieira, R.S.","2014","08","24","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Camapuã","-48.862964","-25.261586","-48.862964","-25.261586","Árvore de 7m; frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana.","MBM392141",NA,NA,"1745","Southern America",NA,"MBM392141","1371","1371",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:31:23-03","MBM","MBM","394936","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2015","01","16","Silva, J.M.; Motta, J.T.; Motta, J.T.","2014","11","28","Brazil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Corvo","-48.913056","-25.330556","-48.913056","-25.330556","Árvore, 6m, frutos imaturos.; Transição de Floresta Ombrófila Densa para Floresta Ombrófila Mista.","MBM394936",NA,NA,"8690","Southern America",NA,"MBM394936","893","893",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:31:23-03","MBM","MBM","400050","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2015",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2015","03","07","Brazil","Paraná","Morretes","Estrada da Graciosa, Caminho dos Jesuitas","-48.898861","-25.331778","-48.898861","-25.331778","Arvore, 7 m, frutos imaturos verdes.; Floresta Ombrófila Densa Montana, interior da mata.","MBM400050",NA,NA,"2960","Southern America",NA,"MBM400050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:31:23-03","MBM","MBM","407205","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.L.R.","2016","10","12","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","2016","10","12","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-48.959444","-25.884444","-48.959444","-25.884444","Árvore 12 m, frutos verdes.; Floresta Ombrófila Densa Altomontana.","MBM407205",NA,NA,"5435","Southern America",NA,"MBM407205","1275","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:31:23-03","MBM","MBM","407323","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2017","01","10","Brotto, M.L.","2017","01","05","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015444","-25.447472","-49.015444","-25.447472","Árvore com 8 m de altura; flores castanho-amareladas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407323",NA,NA,"2371","Southern America",NA,"MBM407323","990","990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:31:23-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2013","08","16","Dalmaso, C.A.","2013","07","16","Brazil","Paraná","Clevelândia",NA,"-52.379997","-26.279997","-52.379997","-26.279997","Árvore.","IFN000753",NA,NA,"485","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:31:23-03","MBM","MBM","211968","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,"MBM211968",NA,NA,"12677","Southern America",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:31:23-03","MBM","MBM","203905","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Silva, S.M.; Kozera, C.","1996","12",NA,"Kozera, C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"Árvore ca. 18m, com botões florais","MBM203905",NA,NA,"408","Southern America",NA,"MBM203905",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:31:23-03","MBM","MBM","334090","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Luchiari, C.; et al.; et al.","1993","12","03","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, PAsto antes da porteira da entrada da Reserva.","-42.3917007446289","-22.6508007049561",NA,NA,"Árvore ca de 5m, heliofila, folhas discolores, verde face superior, verde clara face inferior, peciolo da folha e botâo vermelhos","MBM334090",NA,NA,"157","Southern America",NA,"MBM334090",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:31:23-03","MBM","MBM","391805","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Brotto, M.L.","2014","08","20","Schwirkowski, P.","2013","12","24","Brazil","Santa Catarina","São Bento do Sul","Rio Vermelho, entrada da captação de águas do Samae","-49.3786010742188","-26.2502994537354",NA,NA,"Árvore de 5m.; Floresta Ombrófila Mista.","MBM391805",NA,NA,"32A","Southern America",NA,"MBM391805",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:31:23-03","MBM","MBM","236345","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Werff, H. van der","1999",NA,NA,"Hatschbach, G.; Silva, J.M.; Ferreira, L.A.; Silva, J.M.; Ferreira, L.A.",NA,NA,NA,"Brazil","Espírito Santo","Castelo","Caxixe Quente","-41.184700012207","-20.6035995483398",NA,NA,"Árvore, 7m, floresta atlântica","MBM236345",NA,NA,"69152","Southern America",NA,"MBM236345",NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:31:23-03","MBM","MBM","315788","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Forzza, R.C.; et al.; et al.","2002","03","28","Brazil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,"Árvore ca. 5m, no pasto. Folhas discolores, levemente ferrugíneas na face abaxial. Frutos verdes","MBM315788",NA,NA,"2127","Southern America",NA,"MBM315788",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:31:23-03","MBM","MBM","211969","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Ribas, O.S.",NA,NA,NA,"Duarte, A.P.",NA,NA,NA,"Brazil","Minas Gerais","Carandaí","Rio Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,"MBM211969",NA,NA,"8706","Southern America",NA,NA,NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:31:23-03","MBM","MBM","13916","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Wattimo, I. de","1966",NA,NA,"Lindeman, J.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Fazenda São João","-49.1150016784668","-25.2061004638672",NA,NA,"Tree, 10cm diam,. leaves grey woolly beneath, dead bark 1mm thick, with fine longitudinal cracks and lichen apots, inside brown, under border layer pale green living barh 5-6 mm thick, soft, pink, turning orange at the air, inner mm","MBM013916",NA,NA,"1944","Southern America",NA,"MBM013916",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:31:23-03","MBM","MBM","47109","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Hatschbach, G.","1974","12",NA,"Hatschbach, G.","1974","12","10","Brazil","Paraná","Bocaiúva do Sul","Rio Putunã","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore da mata","MBM047109",NA,NA,"35601","Southern America",NA,"MBM047109",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:31:23-03","MBM","MBM","23271","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Vattimo, I. de","1966",NA,NA,"Hatschbach, G.","1960","12","21","Brazil","Paraná","Bocaiúva do Sul","S.Miguel Pacas","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore da mata","MBM023271",NA,NA,"7591","Southern America",NA,"MBM023271",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"89","2020-12-21 16:31:23-03","MBM","MBM","348530","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Tempori, L.G.","2009","03",NA,"Snak, C.","2007","12","12","Brazil","Paraná","Cascavel","Parque Ecol#?#[ogico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,"Árvore ca. 4m alt. Lâmina discolor, cartácea, nervuras da face abaxial marrons devido aos tricomas. Flor marrom assim como o cálice. Fruto imaturo verde.","MBM348530",NA,NA,"64","Southern America",NA,"MBM348530",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA
"90","2020-12-21 16:31:23-03","MBM","MBM","411880","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Borges, J.P.","2013","06","29","Borges, J.P.; Simão, P.C.; Escher, A.R.; Simão, P.C.; Escher, A.R.","2013","02","25","Brazil","Paraná","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,"Arbórea. Fruto vináceo.","MBM411880",NA,NA,"142","Southern America",NA,"MBM411880",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA
"91","2020-12-21 16:31:23-03","MBM","MBM","122312","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Kuniyoshi, Y.S.","1987","03","30","Kuniyoshi, Y.S.","1987","03","30","Brazil","Paraná","Colombo","EMBRAPA - CNPF","-49.2242012023926","-25.2917003631592",NA,NA,"Frequente, em frutificação","MBM122312",NA,NA,"5135","Southern America",NA,"MBM122312",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"92","2020-12-21 16:31:23-03","MBM","MBM","356793","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Hatschbach, G.; Ribas, O.S.","2010","03","17","Sura, L.","2010","02","16","Brazil","Paraná","Piên","Gramados","-49.42919921875","-26.0981006622314",NA,NA,"Árvore 20 cm, frutos imaturos. Floresta Ombrófila Mista","MBM356793",NA,NA,"s.n.","Southern America",NA,"MBM356793",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"93","2020-12-21 16:31:23-03","MBM","MBM","118440","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Britez, R.M.",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,"Árvore de 10m. com frutos imaturos, pouco frequente em floresta de Araucária","MBM118440",NA,NA,"1290","Southern America",NA,"MBM118440",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"94","2020-12-21 16:31:23-03","MBM","MBM","313031","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp","Moraes, P.","2009","05","07","Silva, J.M.; Ribas, O.S.; Vaz, J.; Ribas, O.S.; Vaz, J.","2006","01","05","Brazil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,"Árvore, 18m, flor creme. Floresta atlântica","MBM313031",NA,NA,"4567","Southern America",NA,"MBM313031",NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"95","2015-09-03 18:56:33-03","MNHN","RECOLNAT_MNHN_P","P00128711","PreservedSpecimen",NA,"Lauraceae","Persea","major","Persea major","Kopp","van der Werff",NA,NA,NA,"Araujo, P.L.F. de","1890",NA,NA,"Brésil",NA,NA,"Minas Geraes: Caldas",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128711' target='other'> <mi>dwc_moreinfo</mi></a>","P00128711",NA,NA,NA,NA,"hb","P00128711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7044",NA
"96","2015-09-03 19:07:18-03","MNHN","RECOLNAT_MNHN_P","P01991876","PreservedSpecimen",NA,"Lauraceae","Persea","major","Persea major","Kopp",NA,NA,NA,NA,"Claussen, P.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra de Caraça",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01991876' target='other'> <mi>dwc_moreinfo</mi></a>","P01991876",NA,NA,NA,NA,"hb","P01991876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2015-09-03 19:07:14-03","MNHN","RECOLNAT_MNHN_P","P01991877","PreservedSpecimen",NA,"Lauraceae","Persea","major","Persea major","Kopp",NA,NA,NA,NA,"Claussen","1841","2","1","Brasil","Minas Gerais",NA,"Serra do Caraça","-43.5","-20.13333",NA,NA,"No.20 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01991877' target='other'> <mi>dwc_moreinfo</mi></a>","P01991877",NA,NA,NA,NA,"hb","P01991877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1778",NA
