"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber","infraspecificEpithet"
"49","2019-08-27 13:26:11-03","IAP","PACA-AGP","66624","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"C. Quarin","532","1972","02","27",NA,"Argentina","PC","San Luis del Palmar","25 km S de S.L. del Palmar, ruta prov. 6",NA,NA,NA,"Habitat: en campos bajos","PACA066624",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:26:11-03","IAP","PACA-AGP","61985","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","Emrich-Rambo","Camargo, O. R.","2629","1957","11","25",NA,"Brasil","RS","Farroupilha","Povoado de Forqueta","-51.3478012084961","-29.2250003814697",NA,"Habitat: In alte graminosis Fenofase: flor","PACA061985",NA,"(Kunth) Nash",NA,NA,"1958","19545","auto",NA,NA,"Liliatae",NA,"09","28",NA,NA,NA,NA
"51","2019-08-27 13:26:11-03","IAP","PACA-AGP","62750","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","Emrich-Rambo","Camargo, O. R.","2506","1957","11","10",NA,"Brasil","RS","Farroupilha","Povoado de São José","-51.3478012084961","-29.2250003814697",NA,"Habitat: In alte graminosis","PACA062750",NA,"(Kunth) Nash",NA,NA,"1958","19545","auto",NA,NA,"Liliatae",NA,"09","25",NA,NA,NA,NA
"52","2019-08-27 13:26:11-03","IAP","PACA-AGP","43604","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","Rambo, B.",NA,"1949","09","28",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"Habitat: In campestribus alte dumetosis Fenofase: fruto","PACA043604",NA,"(Kunth) Nash",NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:26:11-03","IAP","PACA-AGP","36865","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","Rambo, B.",NA,"1948","11","06",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"Habitat: In campestribus alte graminosis Fenofase: fruto","PACA036865",NA,"(Kunth) Nash",NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:26:11-03","IAP","PACA-AGP","54463","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","Rambo, B.",NA,"1953","11","12",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In campestribus alte graminosis Fenofase: fruto","PACA054463",NA,"(Kunth) Nash",NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:26:11-03","IAP","PACA-AGP","58925","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","Emrich-Rambo","Camargo, O. R.","78","1956","03","01",NA,"Brasil","RS","Santa Maria","Estação Experimental de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Habitat: In campestribus alte graminosis Fenofase: fruto","PACA058925",NA,"(Kunth) Nash",NA,NA,"1957","37819","auto",NA,NA,"Liliatae",NA,"05","06",NA,NA,NA,NA
"56","2019-08-27 13:26:11-03","IAP","PACA-AGP","57510","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","Emrich-Rambo","Camargo, O. R.","19","1955","11","18",NA,"Brasil","RS","Santa Maria","Estação Experimental de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Habitat: In alte graminosis Fenofase: fruto","PACA057510",NA,"(Kunth) Nash",NA,NA,"1957","37819","auto",NA,NA,"Liliatae",NA,"05","13",NA,NA,NA,NA
"57","2019-08-27 13:26:11-03","IAP","PACA-AGP","44077","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","Rambo, B.",NA,"1949","10","24",NA,"Brasil","RS","São Leopoldo","Barreto Vianna","-51.1472015380859","-29.7602996826172",NA,"Habitat: In campestribus alte dumetosis Fenofase: fruto","PACA044077",NA,"(Kunth) Nash",NA,NA,NA,"10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:26:11-03","IAP","PACA-AGP","64746","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","R.M. Klein","3571","1962","12","08",NA,"Brasil","SC","Matos Costa",NA,"-51.1483001708984","-26.4731006622314",NA,"Habitat: campo úmido","PACA064746",NA,"(Kunth) Nash","1200","1200","1964","17656","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015958","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","S.A. Renvoize","J. Cordeiro; J.M. Cruz & C.B. Poliquesi","1604","1999","11","13",NA,"Brazil","Parana",NA,"Rio Passa Dois (Mun. Lapa) Parana","-49.7178","-25.7658",NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015959","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","S.A. Renvoize","O. S. Ribas; J. M. Silva, L. A. Valente","4277","2002","1","29",NA,"Brazil","Parana",NA,"Pilao de Pedra (Mun. Morretes).","-48.8167","-25.4667",NA,"Caespitosa, inflorescencia marrom.",NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:43:00-03","UFJF","CESJ","47739","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","S.A.Renvoize","J.M. Silva","3560","2002","02","04","América do Sul","Brasil","Paraná","Curitiba","Uberaba","-49.2731018066406","-25.4277992248535",NA,NA,"CESJ047739",NA,"(Kunth) Nash",NA,NA,"2004","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:47:43-03","UFMS","CGMS","24683","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","V.J. Pott","H.C. Vinci-Carlos; R.M. Chiaravalloti","329","2008","10","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3966666","-20.5847222",NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Pouco comum. Habito: Erva ereta. 0,85 m de altura.","CGMS1054128",NA,"(Kunth) Nash","554","554",NA,NA,NA,"-54,3966666","-20,5847222",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:47:43-03","UFMS","CGMS","49805","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","V.J. Pott","V.J. Pott; S.N. Moreira; A. Pott","11012","2010","09","20",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7911111","-20.5577778",NA,NA,"CGMS1079736",NA,"(Kunth) Nash","513","513",NA,NA,NA,"-54,7911111","-20,5577778",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:47:43-03","UFMS","CGMS","23533","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"S.N. Moreira; V.J.Pott; A. Pott","66","2007","10","02",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667",NA,"Fruto verde imaturo","CGMS1052944",NA,"(Kunth) Nash","504","504",NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:20:43-03","UNICAMP","UEC","17117","S","Plantae","Liliopsida",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Ratter, JA; Castro, RA; Souza, R; Santos, RR; Andrelinho, RA","R.1893","1968","06","21",NA,"Brazil","Mato Grosso",NA,"8 Km E of the Base Camp of the Expedition. (270 Km N of Xavantina on the Xavantina-São Félix road).","-51.866667","-12.9",NA,"Tuft grass, 90cm tall. Growing on long campo barned.","UEC056557","UEC056557","(Kunth) Nash",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-01-17 11:23:49-02","PUCRS","MPUC","8037","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"1",NA,NA,NA
"67","2019-01-17 11:23:49-02","PUCRS","MPUC","10190","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,"2003",NA,NA,NA,NA,"Liliopsida",NA,"01","01","1",NA,NA,NA
"68","2019-01-17 11:23:49-02","PUCRS","MPUC","10194","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,"2004",NA,NA,NA,NA,"Liliopsida",NA,"01","01","1",NA,NA,NA
"69","2019-01-17 11:23:49-02","PUCRS","MPUC","8039","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"1",NA,NA,NA
"70","2019-01-17 11:23:49-02","PUCRS","MPUC","8038","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1988","11","08","South America","Brasil","RS","São Borja","Garruchos, próximo ao Rincão do Pedregulho","-56.0041666667","-28.6608333333",NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,"-56.0041666667","-28.6608333333","Liliopsida",NA,NA,NA,"1",NA,NA,NA
"71","2019-01-17 11:23:49-02","PUCRS","MPUC","8040","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"1",NA,NA,NA
"72","2019-01-17 11:23:49-02","PUCRS","MPUC","10191","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1989","02","23","South America","Argentina","Misiones","Apóstoles","Porto Azara, rio Uruguaí",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,"2003",NA,NA,NA,NA,"Liliopsida",NA,"01","01","1",NA,NA,NA
"73","2019-01-17 11:23:49-02","PUCRS","MPUC","9944","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Equipe do Projeto",NA,NA,"1989","02","19","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"1",NA,NA,NA
"74","2019-01-17 11:23:49-02","PUCRS","MPUC","8036","S","Plantae",NA,"Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","C.R. Dillemburg",NA,NA,"1988","11","12","South America","Brasil","SC",NA,".",NA,NA,NA,NA,NA,NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"1",NA,NA,NA
"75","2021-03-16 17:54:43-03","UCS","HUCS","39745","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Gaio, J.","Gaio, J.","305","2013","01","18",NA,"Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.645333","-25.482083",NA,"em campo sujo",NA,NA,"(Kunth) Nash",NA,NA,"2013",NA,NA,"-49.645333","-25.482083",NA,NA,"01","29",NA,NA,NA,NA
"76","2021-03-16 17:54:43-03","UCS","HUCS","40120","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Gaio, J.","Brotto, M.L.","899","2013","01","18",NA,"Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.646167","-25.468722",NA,"formando touceiras, inflorescência ocre.; campo limpo",NA,NA,"(Kunth) Nash","1183","1183","2013",NA,NA,"-49.646167","-25.468722",NA,NA,"01","24",NA,NA,NA,NA
"77","2021-03-16 17:54:43-03","UCS","HUCS","13296","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Swallen, J.R.","Sacco, J.C.","195","1954","09","14",NA,"Brasil","Rio Grande do Sul","Pelotas","Instituto Agronômico do Sul","-52.3424987792969","-31.771900177002",NA,"terreno argiloso, úmido",NA,NA,"(Kunth) Nash",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:54:43-03","UCS","HUCS","32673","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Cordeiro, J.","2036","2002","02","28",NA,"Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,"Planta formando touceira; campo limpo, seco",NA,NA,"(Kunth) Nash",NA,NA,"2004","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:54:43-03","UCS","HUCS","24183","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Ribas, O.S.","4277","2002","01","29",NA,"Brasil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,"campo, limpo, seco, solo arenoso em encosta de colina",NA,NA,"(Kunth) Nash",NA,NA,"2004","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-16 17:54:43-03","UCS","HUCS","24939","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Cordeiro, J.","1604","1999","11","13",NA,"Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,"Em touceira.; Campo limpo, seco",NA,NA,"(Kunth) Nash",NA,NA,"2004","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-16 17:54:43-03","UCS","HUCS","27071","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Silva, J.M.","3560","2002","02","04",NA,"Brasil","Paraná","Curitiba","Uberara","-49.2731018066406","-25.4277992248535",NA,"campo degradado",NA,NA,"(Kunth) Nash",NA,NA,"2004","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:40:39-03","UTFPR","HCF","12821","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","E. Barboza","M.G. Caxambu","4816","2013","10","08",NA,"Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.827333","-23.917389",NA,"erva heliófita, entouceirada, palustre, ca. 1,20 m. Sementes castanhas.",NA,NA,"(Kunth) Nash","498","498","2017",NA,NA,"52°49'38,4 W","23°55'02,6 S",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:40:39-03","UTFPR","HCF","19550","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","J. Cordeiro","A.C. Cervi","10152","2013","11","07",NA,"Brasil","SC","São Joaquim","Vila Pericó","-49.754444","-28.161667",NA,"planta formando touceira. (Campo limpo seco).",NA,NA,"(Kunth) Nash","1200","1200","2013",NA,NA,"49°45'16 W","28°09'42 S",NA,NA,"12","03",NA,NA,NA,NA
"84","2019-08-16 08:40:39-03","UTFPR","HCF","9896","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","E. Barboza","M.G. Caxambu","3634","2011","11","03",NA,"Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.756639","-23.918333",NA,"erva heliófita, ereta, ca. 2 m. Sementes esverdeadas.",NA,NA,"(Kunth) Nash","493","493","2017",NA,NA,"52°45'23,9 W","23°55'06 S",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-16 08:40:39-03","UTFPR","HCF","27057","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","S.A. Renvoize","J. Cordeiro","2036","2002","02","28",NA,"Brasil","PR","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,"planta formando touceiras. Campo limpo, seco.",NA,NA,"(Kunth) Nash",NA,NA,"2004","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-16 08:40:39-03","UTFPR","HCF","26748","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","J. Cordeiro & V.C. Martin","A.C.L. Miranda","260","2009","10","10",NA,"Brasil","PR","São José dos Pinhais","Afonso Pena","-49.2064018249512","-25.5347003936768",NA,"gramínea, 1 m, campo limpo seco.",NA,NA,"(Kunth) Nash",NA,NA,"2010","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-25 12:12:32-03","UFSM","SMDB","18953","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Christ, A","Christ, A","293","2016","11","03",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.123139","-30.076472",NA,"Capim com 1m de altura, espiguetas em tom avermelhado. Encosta de uma coxilha no topo do morro","SMDB018953",NA,"H.B.K Nach",NA,NA,"2016",NA,NA,"-51.123139","-30.076472",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-25 12:12:32-03","UFSM","SMDB","10023","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Grando, R; Dambros, V","Grando, R; Dambros, V","s.n.","2002","04","18",NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus da UFSM, Centro de Tecnologia, Centro de Ciências Naturais e Exatas. Área em frente ao Hospital Universitário (Est.02). Projeto Flora do Campus UFSM : Poaceae","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB010023",NA,"H.B.K Nach",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-25 12:12:32-03","UFSM","SMDB","1225","S","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Alvarez, A.F.","Alvarez, A.F.","s.n.","1976","04","01",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","BR 290 Km 328","-53.4914016723633","-30.5121994018555",NA,NA,"SMDB001225",NA,"H.B.K Nach",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:41:02-03","MBM","MBM","407040","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Cordeiro, J.","Deconto, L.R.; Molin, T.; Molin, T.","s.n.","2012","02","03","Southern America","Brazil","Paraná","Candói","Fazenda Rodeio Velho 2, Monitoramento UHE Fundão - Santa Clara","-52.0558013916016","-25.5722007751465",NA,NA,"MBM407040","MBM407040","(Kunth) Nash",NA,NA,"2016","42664","auto",NA,NA,NA,NA,"11","16",NA,NA,NA,NA
"91","2020-12-21 16:41:02-03","MBM","MBM","208466","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Dombrowski, L.T.","6885",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Próximo de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM208466",NA,"(Kunth) Nash",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:41:02-03","MBM","MBM","208457","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Dombrowski, L.T.","2463",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Branco do Sul","Itaperuçu","-49.3142013549805","-25.1900005340576",NA,NA,"MBM208457",NA,"(Kunth) Nash",NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:41:02-03","MBM","MBM","208465","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Swallen, J.R.","Sacco, J.","195",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Pelotas","I.A.S.","-52.3424987792969","-31.771900177002",NA,NA,"MBM208465",NA,"(Kunth) Nash",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:41:02-03","MBM","MBM","5427","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Swallen, J.R.","Klein, R.","3571",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Matos Costa","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"MBM005427","MBM005427","(Kunth) Nash",NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:41:02-03","MBM","MBM","15720","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Hatschbach, G.","25102",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio Anhanduí",NA,NA,NA,NA,"MBM015720","MBM015720","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:41:02-03","MBM","MBM","208455","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Rosengurtt, B.","Krapovickas, A.; et al.; et al.","18072",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM208455",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:41:02-03","MBM","MBM","208462","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Clayton, W.D.","Dombrowski, L.T.","1393",NA,NA,NA,"Southern America","Brazil","Paraná",NA,"Rodovia do Café, km 50",NA,NA,NA,NA,"MBM208462",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:41:02-03","MBM","MBM","387004","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10152","2013","11","07","Southern America","Brazil","Santa Catarina","São Joaquim","Vila Pericó","-49.754358","-28.161689",NA,"Planta formando touceira.; Estepe Gramineo-lenhosa (campo limpo seco).","MBM387004","MBM387004","(Kunth) Nash","1200","1200","2013",NA,NA,"-49.754358","-28.161689",NA,NA,"12","03",NA,NA,NA,NA
"99","2020-12-21 16:41:02-03","MBM","MBM","387004","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10152","2013","11","07","Southern America","Brazil","Santa Catarina","São Joaquim","Vila Pericó","-49.754358","-28.161689",NA,"Planta formando touceira.; Estepe Gramineo-lenhosa (campo limpo seco).","MBM387004","MBM387004","(Kunth) Nash","1200","1200","2013",NA,NA,"-49.754358","-28.161689",NA,NA,"12","03",NA,NA,NA,NA
"100","2020-12-21 16:41:02-03","MBM","MBM","388483","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Gaio, J.","Gaio, J.; Grizzon, M.; Brotto, M.L.; Barboza, E.; Silva, J.M.; Grizzon, M.; Brotto, M.L.; Barboza, E.; Silva, J.M.","305","2013","01","18","Southern America","Brazil","Paraná","Balsa Nova","São Luiz do Purunã","-49.645333","-25.468208",NA,"Campo sujo.","MBM388483","MBM388483","(Kunth) Nash",NA,NA,"2013",NA,NA,"-49.645333","-25.468208",NA,NA,"01","29",NA,NA,NA,NA
"101","2020-12-21 16:41:02-03","MBM","MBM","393467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Cordeiro, J.","Cordeiro, J.; Barboza, E.; Daniel, V.; Ariati, V.; Barboza, E.; Daniel, V.; Ariati, V.","5301","2014","09","26","Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Várzea, Morro do Chorão","-49.801133","-28.488567",NA,"Planta formando touceiras.; Campo limpo seco.","MBM393467","MBM393467","(Kunth) Nash","1083","1083","2014",NA,NA,"-49.801133","-28.488567",NA,NA,"11","27",NA,NA,NA,NA
