"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","class","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"97","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447243","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447243' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,"Prov. de Bahia",NA,NA,NA,NA,NA,NA,"hb","P00447243","P00447243_01",NA,NA,NA,NA,NA,"3964",NA,NA,NA
"98","2015-09-03 19:47:28-03","MNHN","RECOLNAT_MNHN_P","P00433812","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Batista",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00433812' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Gaudichaud, C.","1831",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","P00433812","P00433812_01",NA,NA,NA,NA,NA,"375",NA,NA,NA
"99","2015-09-03 19:48:01-03","MNHN","RECOLNAT_MNHN_P","P00433813","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Batista",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00433813' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.","1895","8","23","Brésil",NA,NA,"entre Curalinho et Jaragua, sur des Goyaviers",NA,NA,NA,NA,NA,NA,"hb","P00433813","P00433813_01",NA,NA,NA,NA,NA,"22176",NA,NA,NA
"100","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447211","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Sagot, P.A.",NA,NA,NA,"Guyane Française",NA,NA,"Guyane Française : ile Portal",NA,NA,NA,NA,NA,NA,"hb","P00447211","P00447211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2015-09-04 12:17:12-03","MNHN","RECOLNAT_MNHN_P","P00447212","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Service Forestier Guyane","1949","3","30","Guyane Française",NA,NA,"Guyane Française : ile Portal : St Laurent du Maroni : rivière Portal",NA,NA,NA,NA,NA,NA,"hb","P00447212","P00447212_01",NA,NA,NA,NA,NA,"4514",NA,NA,NA
"102","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447213","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447213' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Oldeman, R.A.A.","1967","9","23","Guyane Française",NA,NA,"Guyane Française : Fleuve Kourou, au saut Léodate",NA,NA,NA,NA,NA,NA,"hb","P00447213","P00447213_01",NA,NA,NA,NA,NA,"B 1383",NA,NA,NA
"103","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447214","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447214' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Oldeman, R.A.A.","1967","9","23","Guyane Française",NA,NA,"Guyane Française : Fleuve Kourou, à 200 m an amont du saut Léodate",NA,NA,NA,NA,NA,NA,"hb","P00447214","P00447214_01",NA,NA,NA,NA,NA,"B 1384",NA,NA,NA
"104","2015-09-16 00:36:42-03","MNHN","RECOLNAT_MNHN_P","P00447215","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447215' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Granville, J.J. de","1985","9","13","Guyane Française",NA,NA,"Guyane Française : grand Inini an aval et amont de Degrad Fourmi",NA,NA,NA,NA,NA,NA,"hb","P00447215","P00447215_01",NA,NA,NA,NA,NA,"8203",NA,NA,NA
"105","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447217","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Sagot, P.A.","1858",NA,NA,"Guyane Française",NA,NA,"Guyane Française : bords ee l'Acarouany",NA,NA,NA,NA,NA,NA,"hb","P00447217","P00447217_01",NA,NA,NA,NA,NA,"758",NA,NA,NA
"106","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447218","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Sagot, P.A.","1858",NA,NA,"Guyane Française",NA,NA,"Guyane Française : bords ee l'Acarouany",NA,NA,NA,NA,NA,NA,"hb","P00447218","P00447218_01",NA,NA,NA,NA,NA,"758",NA,NA,NA
"107","2015-09-16 00:36:44-03","MNHN","RECOLNAT_MNHN_P","P00447219","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447219' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Sagot, P.A.","1858",NA,NA,"Guyane Française",NA,NA,"Guyane Française : bords ee l'Acarouany",NA,NA,NA,NA,NA,NA,"hb","P00447219","P00447219_01",NA,NA,NA,NA,NA,"758",NA,NA,NA
"108","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447220","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447220' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Soubirou, G.",NA,NA,NA,"Guyane Française",NA,NA,"Guyane Française",NA,NA,NA,NA,NA,NA,"hb","P00447220","P00447220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447221","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Soubirou, G.",NA,NA,NA,"Guyane Française",NA,NA,"Guyane Française",NA,NA,NA,NA,NA,NA,"hb","P00447221","P00447221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447222","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447222' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Aubréville, A.","1961","4",NA,"Guyane Française",NA,NA,"Guyane Française : Riv. Comté",NA,NA,NA,NA,NA,NA,"hb","P00447222","P00447222_01",NA,NA,NA,NA,NA,"376",NA,NA,NA
"111","2015-09-16 02:01:03-03","MNHN","RECOLNAT_MNHN_P","P00447223","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447223' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Aubréville, A.","1961","4",NA,"Guyane Française",NA,NA,"Guyane Française : Riv. Comté",NA,NA,NA,NA,NA,NA,"hb","P00447223","P00447223_01",NA,NA,NA,NA,NA,"376",NA,NA,NA
"112","2015-09-16 20:56:08-03","MNHN","RECOLNAT_MNHN_P","P00447224","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Perro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447224' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,"Colombie",NA,NA,"s.loc. [Nov. gen. sp. : Crescit locis temperatis, subcalidis Regni Novogranatensis inter Carthaginem et Bugam]",NA,NA,NA,NA,NA,NA,"hb","P00447224","P00447224_01 P00447224_02 P00447224_03 P00447224_04",NA,NA,"488",NA,NA,"1892",NA,NA,NA
"113","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447225","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447225' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","s.c.",NA,NA,NA,"Surinam",NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,"hb","P00447225","P00447225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2015-09-03 19:48:19-03","MNHN","RECOLNAT_MNHN_P","P00447226","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Kegel, H.A.H.","1844","7",NA,"Surinam",NA,NA,"Guyane Hollandaise",NA,NA,NA,NA,NA,NA,"hb","P00447226","P00447226_01",NA,NA,NA,NA,NA,"157",NA,NA,NA
"115","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447227","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447227' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Funck, N.|Schlim, L.",NA,NA,NA,"Venezuela",NA,NA,"prov. de Caraca : Guarena",NA,NA,NA,NA,NA,NA,"hb","P00447227","P00447227_01",NA,NA,"2500",NA,NA,"484",NA,NA,NA
"116","2015-09-16 20:56:11-03","MNHN","RECOLNAT_MNHN_P","P00447228","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447228' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Orbigny, A.D. d'",NA,NA,NA,"Bolivie",NA,NA,"Bolivie",NA,NA,NA,NA,NA,NA,"hb","P00447228","P00447228_01",NA,NA,NA,NA,NA,"752",NA,NA,NA
"117","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447229","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447229' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Spruce, R.","1850","3",NA,"Brésil",NA,NA,"Santarem, ad Rio Avipixuma",NA,NA,NA,NA,NA,NA,"hb","P00447229","P00447229_01",NA,NA,NA,NA,NA,"809",NA,NA,NA
"118","2015-09-04 16:27:53-03","MNHN","RECOLNAT_MNHN_P","P00447230","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447230' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Weddell, H.A.","1845","7",NA,"Brésil",NA,NA,"Prov. de Matto-Grosso",NA,NA,NA,NA,NA,NA,"hb","P00447230","P00447230_01",NA,NA,NA,NA,NA,"3389",NA,NA,NA
"119","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447231","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447231' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447231","P00447231_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"120","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447232","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447232","P00447232_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"121","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447233","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447233' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447233","P00447233_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"122","2015-09-04 16:27:53-03","MNHN","RECOLNAT_MNHN_P","P00447234","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447234' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447234","P00447234_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"123","2015-09-16 00:37:21-03","MNHN","RECOLNAT_MNHN_P","P00447235","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447235' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447235","P00447235_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"124","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447236","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447236' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447236","P00447236_01",NA,NA,NA,NA,NA,"C1 828",NA,NA,NA
"125","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447237","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447237' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,"hb","P00447237","P00447237_01",NA,NA,NA,NA,NA,"B1 936",NA,NA,NA
"126","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447238","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447238' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,"hb","P00447238","P00447238_01",NA,NA,NA,NA,NA,"B1 936",NA,NA,NA
"127","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447239","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447239' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,"hb","P00447239","P00447239_01",NA,NA,NA,NA,NA,"B1 936",NA,NA,NA
"128","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447240","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447240' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"hb","P00447240","P00447240_01",NA,NA,NA,NA,NA,"1637",NA,NA,NA
"129","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447241","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447241' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"hb","P00447241","P00447241_01",NA,NA,NA,NA,NA,"3336",NA,NA,NA
"130","2015-09-16 00:37:23-03","MNHN","RECOLNAT_MNHN_P","P00447242","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447242' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,"Jacobim",NA,NA,NA,NA,NA,NA,"hb","P00447242","P00447242_01",NA,NA,NA,NA,NA,"3427",NA,NA,NA
"131","2015-09-03 19:48:20-03","MNHN","RECOLNAT_MNHN_P","P00447244","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447244' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,"Prov. de Bahia",NA,NA,NA,NA,NA,NA,"hb","P00447244","P00447244_01",NA,NA,NA,NA,NA,"3964",NA,NA,NA
"132","2015-09-03 19:48:33-03","MNHN","RECOLNAT_MNHN_P","P00447245","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447245' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447245","P00447245_01",NA,NA,NA,NA,NA,"22175",NA,NA,NA
"133","2015-09-03 19:48:33-03","MNHN","RECOLNAT_MNHN_P","P00447246","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447246' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447246","P00447246_01",NA,NA,NA,NA,NA,"22175",NA,NA,NA
"134","2015-09-03 19:48:33-03","MNHN","RECOLNAT_MNHN_P","P00447247","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447247","P00447247_01",NA,NA,NA,NA,NA,"14300",NA,NA,NA
"135","2015-09-16 00:37:29-03","MNHN","RECOLNAT_MNHN_P","P00447248","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447248' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447248","P00447248_01",NA,NA,NA,NA,NA,"14300",NA,NA,NA
"136","2015-09-03 19:48:33-03","MNHN","RECOLNAT_MNHN_P","P00447249","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447249' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447249","P00447249_01",NA,NA,NA,NA,NA,"13228",NA,NA,NA
"137","2015-09-03 19:48:33-03","MNHN","RECOLNAT_MNHN_P","P00447250","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447250' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00447250","P00447250_01",NA,NA,NA,NA,NA,"13228",NA,NA,NA
"138","2015-09-03 19:48:34-03","MNHN","RECOLNAT_MNHN_P","P00447251","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447251' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.","1894","8","22","Brésil",NA,NA,"Sobradinho, route de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447251","P00447251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2015-09-16 06:18:56-03","MNHN","RECOLNAT_MNHN_P","P00447252","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447252' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.","1894","8","22","Brésil",NA,NA,"Sobradinho, route de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447252","P00447252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2015-09-03 19:48:34-03","MNHN","RECOLNAT_MNHN_P","P00447253","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447253' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.","1894","8","22","Brésil",NA,NA,"Sobradinho, route de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447253","P00447253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-09-03 19:48:34-03","MNHN","RECOLNAT_MNHN_P","P00447254","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Garay",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447254' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Sw.) Lindl.","Glaziou, A.","1894","8","22","Brésil",NA,NA,"Sobradinho, route de Goyaz",NA,NA,NA,NA,NA,NA,"hb","P00447254","P00447254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
