"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","2480170","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"H. C. de Lima","2013","07","27","Brazil","Rio de Janeiro","Petrópolis","Itaipava, Vale do Sossego, Condomínio Vale de Sossego, rua D","-43.1597","-22.4369",NA,NA,"800",NA,"NY02480170","NY02480170_01","Magnoliophyta","Fabales","7690","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01460824","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"C. Davidson","1980","07","01","Brazil","Pará","Oriximiná","Rio Caxipacoro, km 72 on the road nort of Cachoeira Porteira.","-56.758976","-0.5517111",NA,NA,NA,NA,"NY01460824","NY01460824_01","Magnoliophyta","Fabales","10651","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1381570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01054851","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"S. R. Ziller","1997","10","05","Brazil","Paraná",NA,"São Jerônimo da Serra",NA,NA,NA,NA,"600","600","NY01054851","NY01054851_01","Magnoliophyta","Fabales","1654","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162901' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","885169","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"S. M. de Faria","1985","04","29","Brazil","Rio de Janeiro","Maricá","Estrada Praia-Asfalto","-42.8183","-22.9194",NA,NA,NA,NA,"NY00885169","NY00885169_01","Magnoliophyta","Fabales","233","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01461464","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"C. Davidson","1980","07","01","Brazil","Pará","Oriximiná","Rio Caxipacoro, km 72 on the road nort of Cachoeira Porteira.","-56.758976","-0.5517111",NA,NA,NA,NA,"NY01461464","NY01461464_01","Magnoliophyta","Fabales","10651","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1711384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01058610","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"J. A. Ratter","1972","08","22","Brazil","Mato Grosso","Barra do Garças","Vale dos Sonhos (80 km N of Barra do Garças on the road to Xavantina)","-52.33","-15.67",NA,NA,NA,NA,"NY01058610","NY01058610_01","Magnoliophyta","Fabales","R2169","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142133' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","603889","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","C. V. Mendonça f°",NA,NA,NA,"G. G. Hatschbach","1993","09","18","Brazil","Paraná","Jaboti","Varzeao","-50.0756","-23.7433",NA,NA,NA,NA,"NY00603889","NY00603889_01","Magnoliophyta","Fabales","59410","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","603892","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"G. G. Hatschbach","1979","04","25","Brazil","Paraná","Morretes","Rio Arariba","-48.8342","-25.4769",NA,NA,NA,NA,"NY00603892","NY00603892_01","Magnoliophyta","Fabales","42223","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","603880","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Pr. Rio Janeiro",NA,NA,NA,NA,NA,NA,"NY00603880","NY00603880_01","Magnoliophyta","Fabales","s.n.","South America","sheet","Com. am Lenermand 1864 [unclear, see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757978' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01054872","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"L. Riedel","1824","09",NA,"Brazil","Minas Gerais",NA,"pr. Caethé",NA,NA,NA,NA,NA,NA,"NY01054872","NY01054872_01","Magnoliophyta","Fabales","515","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","604302","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"G. O. A. Malme","1902","08","01","Brazil","Mato Grosso","Chapada dos Guimarães","Santa Anna da Chapada","-55.7494","-15.4608",NA,NA,NA,NA,"NY00604302","NY00604302_01","Magnoliophyta","Fabales","2177","South America","sheet","19 1/8 02 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383077' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01054898","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"Y. E. J. Mexia","1930","02","19","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Hill northwest of main building","-42.868031","-20.7613428",NA,NA,"690","690","NY01054898","NY01054898_01","Magnoliophyta","Fabales","4361","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01054777","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"E. P. Heringer","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio near Casa de Tabúa guest house","-42.6","-19.77",NA,NA,NA,NA,"NY01054777","NY01054777_01","Magnoliophyta","Fabales","15192","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162886' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02679240","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,NA,"1824","09",NA,"Brazil",NA,NA,"Ad rivalos pr. Caieté",NA,NA,NA,NA,NA,NA,"NY02679240","NY02679240_01","Magnoliophyta","Fabales","515","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02704105","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"H. C. Lima","2014","03","11","Brazil","Bahia","Una","Reserva Biológica de Una, estrada para a sede. Mata de Tabuleiro.","-39.059722","-15.176389",NA,NA,NA,NA,"NY02704105","NY02704105_01","Magnoliophyta","Fabales","7764","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990740' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01054874","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","M. P. M. de Lima",NA,NA,NA,"H. P. Bautista","1982","05","19","Brazil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce, Lago Don Elvérvio. Folha SE.23-Z-D. Ponto 289","-42.62","-19.8",NA,NA,"200","400","NY01054874","NY01054874_01","Magnoliophyta","Fabales","571","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178023' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","603886","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"F. C. Hoehne",NA,NA,NA,"Brazil","São Paulo",NA,"Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00603886","NY00603886_01","Magnoliophyta","Fabales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757980' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01054869","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","C. V. Mendonça f°",NA,NA,NA,"G. G. Hatschbach","1980","03","21","Brazil","Minas Gerais","Grão Mogol","Campo de Aviação","-42.8894","-16.5594",NA,NA,"1050","1050","NY01054869","NY01054869_01","Magnoliophyta","Fabales","42856","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178013' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2480385","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"H. C. de Lima","2006","12","25","Brazil","Rio de Janeiro","Petrópolis","Itaipava, Vale do Sossego. Condominio Vale do Sossego, próximo a rua H","-43.1597","-22.4206",NA,NA,NA,NA,"NY02480385","NY02480385_01","Magnoliophyta","Fabales","6490","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706381' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","603887","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"G. G. Hatschbach","1969","01","23","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,"50","100","NY00603887","NY00603887_01","Magnoliophyta","Fabales","20891","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757971' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01054900","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"A. P. Duarte","1947","01","01","Brazil","Minas Gerais","Juiz de Fora","Parque Mariano Procopio","-43.359468","-21.746131",NA,NA,NA,NA,"NY01054900","NY01054900_01","Magnoliophyta","Fabales","1069","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178048' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","603998","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","1967","08","24","Brazil","Paraná","Cianorte","Fda. Lagoa","-52.6047","-23.6633",NA,NA,NA,NA,"NY00603998",NA,"Magnoliophyta","Fabales","16937","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383078' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01054871","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"G. Schüch",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY01054871","NY01054871_01","Magnoliophyta","Fabales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178017' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01054873","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","V. E. Rudd",NA,NA,NA,"E. P. Heringer","1960","09","09","Brazil","Minas Gerais",NA,"Fazenda de São Sebastião, Canvelo Mata",NA,NA,NA,NA,NA,NA,"NY01054873","NY01054873_01","Magnoliophyta","Fabales","7699","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178022' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","603885","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1930","10","01","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00603885","NY00603885_01","Magnoliophyta","Fabales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757977' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","880283","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"H. C. de Lima","1999","09","15","Brazil","Rio de Janeiro","Rio de Janeiro","JBRJ, Canteiro 34-A, sobre a pérgula do lado esquerdo do canteiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"NY00880283","NY00880283_01","Magnoliophyta","Fabales","5689","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2538391' target='other'> <mi>dwc_moreinfo</mi></a>","57442","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02103830","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"W. W. Thomas","2005","04","29","Brazil","Bahia","Itapebi","Fazenda de Nilo Coelho; 32.3 km W of BR-101 on road to Caiubí, then 9 km S on fazenda road and 4.2 km E on another fazenda road.","-39.75","-16.92",NA,NA,"200","200","NY02103830","NY02103830_01","Magnoliophyta","Fabales","14501","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","603884","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","W. Mantovani",NA,NA,NA,"O. Handro","1982","09","30","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo, Agua Funda, nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00603884","NY00603884_01","Magnoliophyta","Fabales","2311","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2480395","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel",NA,NA,NA,NA,"V. de F. Mansano","2006","12","05","Brazil","Minas Gerais","Itamonte","Estrada para Morro Grande","-44.7808","-22.2403",NA,NA,"1321",NA,"NY02480395","NY02480395_01","Magnoliophyta","Fabales","6","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706450' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","603888","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","O. A. Guimarães",NA,NA,NA,"A. C. Cervi","1995","11","22","Brazil","Paraná","Tomazina","Salto Cavalcanti","-49.95","-23.77",NA,NA,NA,NA,"NY00603888","NY00603888_01","Magnoliophyta","Fabales","6089","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01054897","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"H. S. Irwin","1959","02","24","Brazil","Minas Gerais","Viçosa","State Agricultura School, Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,"NY01054897","NY01054897_01","Magnoliophyta","Fabales","2720","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02796032","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"J. G. Jardim","1993","02","22","Brazil","Bahia","Saúde","Cachoeira do Paulista. Entrada no km 10 da estrada Saúde/Jacobina. Ca. 6 km a partir da entrada.","-40.4189","-10.9411",NA,NA,NA,NA,"NY02796032","NY02796032_01","Magnoliophyta","Fabales","87a","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01056605","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","F. L. R. Filardi",NA,NA,NA,"S. Tsugaru","1987","10","29","Brazil","Mato Grosso",NA,"Fazenda Maringa, 45 km SW from Juara","-57.1831","-11.0111",NA,NA,NA,NA,"NY01056605","NY01056605_01","Magnoliophyta","Fabales","B-1862","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
