"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"50","2019-08-27 13:30:54-03","IAP","PACA-AGP","34564","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Faz. Da Ronda",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA034564","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Vacaria","-50.9338989257812","-28.5121994018555",NA,"Magnoliatae","63451","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:30:54-03","IAP","PACA-AGP","51611","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1951","12","27",NA,"Brasil","RS","Passo do Socorro",NA,"Habitat: In campestribus dumetosis Fenofase: flor e fruto","PACA051611","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Vacaria","-50.9338989257812","-28.5121994018555",NA,"Magnoliatae","63451","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:45:52-03","UFMS","CGMS","42508","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","A. Pott; V.J. Pott; G. Hatschbach; J. Silva","10697","2002","11","13",NA,"Brasil","Mato Grosso do Sul","Rodovia MS-178, 31 Km sul de Bonito com Paspalum notatum.",NA,"Flor branca. Habitat: Campo cerrado com palmeiras pequenas, queimado. Solo argiloso raso, litólico. Relevo quase plano. Habito: Erva prostrado-escandente. Ocasional.","CGMS1072486",NA,"(A.St.-Hil.) Fryxell","C. Takeuchi","Bonito","-56.4466666","-21.3294445",NA,NA,NA,NA,"2013","09","26","-56,4466666","-21,3294445","280","280",NA,NA
"53","2021-04-07 11:45:52-03","UFMS","CGMS","42500","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","A. Pott; V.J. Pott","13800","2005","12","11",NA,"Brasil","Mato Grosso do Sul","Fazenda Harmonia, entorno do Parque Nacional da Serra da Bodoquena.",NA,"Flor branca. Fruto não observado. Fruto não observado. Habitat: Campo herbáceo-arbustivo perturbado. Solo argiloso escuro com afloramento calcário dolomítico. Relevo plano, vale amplo. Habito: Erva prostrada. Esparsa.","CGMS1072478",NA,"(A.St.-Hil.) Fryxell","C. Takeuchi","Porto Murtinho","-56.7597222","-21.2194445",NA,NA,NA,NA,"2013","09","26","-56,7597222","-21,2194445","530","530",NA,NA
"54","2019-09-16 10:31:18-03","UNICAMP","UEC","103334","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Santos, K; Filliettaz, AM; Moreira, A","209","1998","11","02",NA,"Brazil","São Paulo","Fábrica da Votorantim",NA,"Subarbusto 30 cm de altura. Corola rósea. Campo de altitude",NA,"Magnoliopsida","(A.St.-Hil.) Fryxell","Esteves, GL","Votorantim","-47.4","-23.65",NA,NA,NA,NA,"2004",NA,NA,"-47.4","-23.65",NA,NA,NA,NA
"55","2019-08-20 10:17:48-03","UNICAMP","UEC","77344","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Stehmann, JR; Semir, J; Dutilh, JHA","2065","1995","11","01",NA,"Brazil","Rio Grande do Sul","BR290",NA,"Erva , flores salmão",NA,"Magnoliopsida","(A.St.-Hil.) Fryxell","Esteves, GL","Pântano Rio Grande",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,NA,NA
"56","2019-01-17 11:26:25-02","PUCRS","MPUC","19522","S","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia",NA,NA,"2009","09","05","South America","Brasil","RS",".",NA,"Campo seco",NA,NA,"(A. St.-Hil.) Fryxell","M. Grings","Canoas","-51.1608333","-29.9075",NA,"Magnoliopsida",NA,NA,"2010","01","01","-51.1608333000","-29.9075000000",NA,NA,"529","1"
"57","2019-01-17 11:26:25-02","PUCRS","MPUC","19521","S","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","C.S.A. Martins",NA,"1989","05","27","South America","Brasil","RS","Rincão Vermelho, Cinco Bocas",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","S.M. Nunes","Pirapó","-55.1988983154297","-28.0447006225586",NA,"Magnoliopsida","18590","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2020-10-14 10:02:36-03","FURB","FURB","39441","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Verdi, M.; Boeni, B.O.","6110","2012","02","08",NA,"Brasil","Rio Grande do Sul","Boqueirão / PCH Boqueirão.",NA,NA,"FURB28644",NA,"(A.St.-Hil.) Fryxell","Grings, M.","Lagoa Vermelha","-51.3441666","-28.4002778","FURB28644",NA,NA,NA,"2019","09","10","-51.3441666","-28.4002778","732","732",NA,NA
"59","2020-10-14 10:02:36-03","FURB","FURB","57649","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","2288","2016","12","16",NA,"Brasil","Rio Grande do Sul","Entrada de loteamento.",NA,"Habitat: Campo natural, em afloramento rochoso Habito: Prostrada","FURB57649",NA,"(A.St.-Hil.) Fryxell","Grings, M.","São Francisco de Paula","-50.8930555","-29.0761111","FURB57649",NA,NA,NA,"2017","06","02","-50.8930555","-29.0761111","800","800",NA,NA
"60","2020-10-14 10:02:36-03","FURB","FURB","63002","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","2100","2015","09","12",NA,"Brasil","Rio Grande do Sul","estrada para lagoa do Inácio-Horácio.",NA,"ramos decumbentes, botão floral Habitat: campo sujo Habito: erva subereta","FURB63002",NA,"(A.St.-Hil.) Fryxell","Grings, M.","Osório","-50.2219445","-29.8986111","FURB63002",NA,NA,NA,"2017","06","02","-50.2219445","-29.8986111","17","17",NA,NA
"61","2020-10-14 10:02:36-03","FURB","FURB","63181","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Kassner-Filho, A.","4108","2018","11","28",NA,"Brasil","Santa Catarina","Morro em frente ao Hotel São Cristóvão.",NA,"Erva; flor alvascente Habito: Erva","FURB63181",NA,"(A.St.-Hil.) Fryxell","Grings, M.","Capinzal","-51.5897222","-27.3722223","FURB63181",NA,NA,NA,"2019","09","10","-51.5897222","-27.3722223","715","715",NA,NA
"62","2021-03-16 17:53:32-03","UCS","HUCS","46055","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","2288","2016","12","16",NA,"Brasil","Rio Grande do Sul","em entrada de loteamento",NA,"Prostrada em afloramento rochoso.; em formação de campo natural.",NA,"Angiospermae","(A. St.-Hil.) Fryxell","Grings, M.","Caxias do Sul","-50.892983","-29.076136",NA,NA,NA,NA,"2017","06","02","-50.892983","-29.076136","800","800",NA,NA
"63","2021-03-16 17:53:32-03","UCS","HUCS","46061","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","2100","2015","09","12",NA,"Brasil","Rio Grande do Sul","estrada para Lagoa do Inácio-Horácio",NA,"erva subereta, ramos decumbentes. Em botão floral.; em campo sujo.",NA,"Angiospermae","(A. St.-Hil.) Fryxell","Grings, M.","Osório","-50.222028","-29.898639",NA,NA,NA,NA,"2017","06","02","-50.222028","-29.898639","17","17",NA,NA
"64","2021-03-16 17:53:32-03","UCS","HUCS","36954","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Grings, M.","685","2009","02","10",NA,"Brasil","Rio Grande do Sul","Br-287 - Km 419",NA,"erva reptante com flores pequenas e rosas; frutos maduros e imaturos - ICN 162192; campo na beira da rodovia",NA,"Angiospermae","(A. St.-Hil.) Fryxell","Grings, M.","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:53:32-03","UCS","HUCS","36025","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Grings, M.","757","2008","12","04",NA,"Brasil","Rio Grande do Sul","Morro da Tapera",NA,"erva rasteira com frutos maduros; campo seco",NA,"Angiospermae","(A. St.-Hil.) Fryxell","Grings, M.","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:53:32-03","UCS","HUCS","35158","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Setubal, R.","579","2005","12","11",NA,"Brasil","Rio Grande do Sul","Morro São Pedro - Espaço de Conservação Econsciência",NA,"flores róseo-avermelhadas; vassoural de encosta de morro",NA,"Angiospermae","(A. St.-Hil.) Fryxell","Setubal, R.","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-03 16:40:26-03","UFES","VIES","28975","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","1608","2015","01","29",NA,"Brasil","Rio Grande do Sul","Guarda Velha.",NA,NA,"VIES028975",NA,"(A.St.-Hil.) Fryxell","M. Grings","Caçapava do Sul","-53.399722","-30.700556","VIES028975",NA,NA,NA,"2020","09","22","53º23'59''W","30º42'2''S","139","139",NA,NA
"68","2020-04-27 16:10:21-03","UFES","VIES","28982","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Gonzatti, F.","2288","2016","12","16",NA,"Brasil","Rio Grande do Sul","em entrada de loteamento.",NA,NA,"VIES028982",NA,"(A.St.-Hil.) Fryxell","Grings, M.","Caxias do Sul","-50.893056","-29.076111","VIES028982",NA,NA,NA,"2017","06","02","50º53'35''W","29º4'34''S","800","800",NA,NA
"69","2019-08-16 08:39:54-03","UTFPR","HCF","28589","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","F. Gonzatti","2100","2015","09","12",NA,"Brasil","RS","estrada para Lagoa Inácio-Horácio",NA,"erva subereta, ramos decumbentes. Em botão floral. Em campo sujo.",NA,NA,"(A.St.-Hil.) Fryxell","M. Grings","Osório","-50.221944","-29.898611",NA,NA,NA,NA,"2017","06","02","50°13'19 W","29°53'55 S","17","17",NA,NA
"70","2019-08-16 08:39:54-03","UTFPR","HCF","26116","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","F. Gonzatti","2288","2016","12","16",NA,"Brasil","RS","em entrada de Loteamento",NA,"prostrada em afloramento rochoso. Em formação de campo natural.",NA,NA,"(A.St.-Hil.) Fryxell","M. Grings","Caxias do Sul","-50.893056","-29.076111",NA,NA,NA,NA,"2017","06","02","50°53'35 W","29°04'34 S","800","800",NA,NA
"71","2020-06-29 09:30:50-03","UFRRJ","RBR","18446","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","H. Monteiro","2642","1969","04","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"RBR00018446",NA,"(A.St.-Hil.) Fryxell","T.A. Amorim","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"2019","03","13",NA,NA,NA,NA,NA,NA
"72","2020-07-15 17:55:35-03","UFRRJ","RBR","18444","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","E. Schwindt","916","1948","11","16",NA,"Argentina","Misiones","Argentina- Gob Missiones- Caiguias Casis",NA,NA,"RBR00018444",NA,"(A.St.-Hil.) Fryxell","T.A. Amorim","Misiones",NA,NA,NA,NA,NA,NA,"2019","03","13",NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:30:50-03","UFRRJ","RBR","37545","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","H. Monteiro","2642","1946","12",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"RBR00037545",NA,"(A.St.-Hil.) Fryxell","T.A. Amorim","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"2019","05","10",NA,NA,NA,NA,NA,NA
"74","2019-11-25 12:12:15-03","UFSM","SMDB","318","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rau, G","s.n.","1938","11","14",NA,"Brasil","Rio Grande do Sul","Linha da Fronteira",NA,NA,"SMDB000318",NA,"(A. St .Hil.) Fryxell","Grings, M","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"37819","auto","2011","04","12",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:33:16-03","MBM","MBM","1576","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Hatschbach, G.","15441",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada Palmas - Mangueirinha",NA,NA,"MBM001576",NA,"A. St.-Hil. & Fryxell","Bueno, O.","Palmas","-51.9906005859375","-26.4841995239258","MBM001576",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:33:16-03","MBM","MBM","28954","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Hatschbach, G.","30787",NA,NA,NA,"Southern America","Brazil","Paraná","2km a L",NA,NA,"MBM028954",NA,"A. St.-Hil. & Fryxell","Bueno, O.","Clevelândia","-52.4707984924316","-26.3957996368408","MBM028954",NA,"30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:33:16-03","MBM","MBM","161852","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Bueno, O.; et al.; et al.","3916",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. BR-285, km 352",NA,NA,"MBM161852",NA,"A. St.-Hil. & Fryxell","Bueno, O.","Ijuí","-53.9146995544434","-28.3878002166748","MBM161852",NA,"36807","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:33:16-03","MBM","MBM","109968","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Falkenberg, D.B.","271",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Viveiro da SMAN",NA,NA,"MBM109968",NA,"A. St.-Hil. & Fryxell","Krapovickas, A.","Porto Alegre","-51.2299995422363","-30.0331001281738","MBM109968",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:33:16-03","MBM","MBM","61481","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Landrum, L.R.","2692",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Ca. 18km south of Lages",NA,NA,"MBM061481",NA,"A. St.-Hil. & Fryxell",NA,"Lages","-50.326099395752","-27.8160991668701","MBM061481",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:33:16-03","MBM","MBM","43252","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Hatschbach, G.","3441",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Monte Alegre",NA,NA,"MBM043252",NA,"A. St.-Hil. & Fryxell","Bueno, O.","Tibagi","-50.4136009216309","-24.5093994140625","MBM043252",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:37:49-03","UFMG","BHCB","31304","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Stehmann, JR; Semir, J; Dutilh, JHA","2065","1995","11","01","Southern America","Brasil","Rio Grande do Sul","BR 290",NA,"Erva, flores salmão","BHCB050192","Dicotyledon","(A.St.-Hil.) Fryxell",NA,"Pântano Grande","-52.3736000061035","-30.1914005279541",NA,NA,"34187","auto","2019","05",NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1264591","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|A. Benítez","Zardini 47669","1997","11","25","South America","Paraguay","Caazapá","7 km W of Tavai. Swamp and cerrado scrub.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-55.57972","-26.17777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1122","4"
"83","2017-02-07 12:22:00-02","MO","MOBOT","1307181","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|Leongino Guerrero","Zardini 49155","1998","7","24","South America","Paraguay","Caaguazú","Near J.E. Estigarribia.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-55.8202778","-25.4069444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,"1152","4"
"84","2019-05-03 06:42:00-03","MO","MOBOT","1420710","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|R. Brítez","Zardini 52900","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-55.7630556","-26.2738889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,"1192","4"
"85","2012-03-27 17:59:00-03","MO","MOBOT","1540819","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","P. Saravia","Saravia 995",NA,NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"86","2008-05-27 22:02:00-03","MO","MOBOT","1585547","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|M. Vera","Zardini 56735","2001","6","24","South America","Paraguay","San Pedro","Around 25 de Diciembre. Chaco forest and Chaco savannas.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-56.50861","-24.70194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1235","4"
"87","2013-08-20 13:13:00-03","MO","MOBOT","1710557","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|M. Vera","Zardini 57593","2001","11","6","South America","Paraguay","Concepción","Estancia Primavera-Arroyo Tagatiyá Mí.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-57.5702778","-22.5013889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1246","4"
"88","2008-05-27 22:02:00-03","MO","MOBOT","185964","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|Tulio Tillería","Zardini 28970","1991","11","25","South America","Paraguay","Paraguarí","National Park Ybycu'i, NW corner of park along Arroyo Mina. Cerrado scrub.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"621","3"
"89","2008-05-27 22:02:00-03","MO","MOBOT","187912","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elsa M. Zardini|R. Velázquez","Zardini 23683","1990","11","10","South America","Paraguay","Caaguazú","Arroyo Yhú. Cerrado scrub.",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas (CTES)",NA,"-55.91666","-25.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451","2"
"90","2008-05-27 22:02:00-03","MO","MOBOT","1944834","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Nélida Soria","Soria Rey 5358","1992","11",NA,"South America","Paraguay","San Pedro","Estancia santa Ana, Propiedad del Señor Hugo Mezquita",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2012-04-10 05:01:00-03","MO","MOBOT","2232085","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Elena Schwindt","Schwindt 1226",NA,NA,NA,"South America","Argentina","Misiones","Colonia Monte Carlo",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"Montecarlo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-11-15 05:15:00-02","MO","MOBOT","2232097","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Antonio C. Krapovickas|et al.","Krapovickas 15189",NA,NA,NA,"South America","Argentina","Misiones","30 km de Leandro N. Alem",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-11-15 05:15:00-02","MO","MOBOT","2256210","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 28848","1976","1","22","South America","Argentina","Córdoba","San Javier",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-02-28 17:55:00-03","MO","MOBOT","2256230","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Angel L. Cabrera|Nélida S. Troncoso","Cabrera 29484","1978","8","25","South America","Argentina","Misiones","Ruta 203 entre Ruta 14 y Ruta 201",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A.","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-07-31 05:57:00-03","MO","MOBOT","2291915","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","José E. Montes","Montes 3376",NA,NA,NA,"South America","Argentina","Misiones","Puerto Rico",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2011-04-03 21:11:00-03","MO","MOBOT","2345014","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","A. Di Giácomo","Di Giácomo 447","1999","11","20","South America","Argentina","Formosa","Reserva Ecológica El Bagual. San Francisco de Laishi",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A., //","Laishí","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-04-03 21:11:00-03","MO","MOBOT","2396222","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","A. Di Giácomo","Di Giácomo 447","1999","11","20","South America","Argentina","Formosa","Reserva Ecológica El Bagual. San Francisco de Laishi",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A., //","Laishí","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2010-04-12 16:25:00-03","MO","MOBOT","2404369","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","August G. Schulz","Schulz 555",NA,NA,NA,"South America","Argentina","Chaco","Colonia Benítez",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,NA,"-58.93333","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2010-11-21 08:41:00-02","MO","MOBOT","2404388","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","G.J. Schwarz","Schwarz 5113",NA,NA,NA,"South America","Argentina","Misiones","Santo Pipó",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2016-11-15 05:15:00-02","MO","MOBOT","2426410","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Antonio C. Krapovickas","Krapovickas 7930","1953","3","7","South America","Argentina","Misiones","Arroyo Pindapoy, camino de Posadas a San José",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell",NA,"Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2011-03-11 20:58:00-03","MO","MOBOT","2431077","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Sara G. Tressens|Romeo Carnevali|Aurelio Schinini|Ricardo O. Vanni","Tressens 6612","2000","3","29","South America","Argentina","Corrientes","Establecimiento Puerto Valle, SHELL C.A.P.S.A. Sabana con Butia paraguayensis, suelo franco-arenoso",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A., //","Ituzaingó","-56.5","-27.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2011-03-26 11:09:00-03","MO","MOBOT","2439923","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","Arbo 8660","2000","1","20","South America","Argentina","Corrientes","Ruta 41, 41 km al N de Galarza, frente a la Ea.Santa Elena",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A., //","Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2012-05-09 05:09:00-03","MO","MOBOT","2439936","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","V.G. Solís Neffa|G.J. Seijo|D. Hojsgaard|J. Chillan","Solís Neffa 814","2002","1","19","South America","Argentina","Jujuy","Ruta 23, a 12 Km S de El Fuerte",NA,NA,NA,NA,"(A. St.-Hil.) Fryxell","Krapovickas, A., //","Santa Bárbara","-64.48472","-24.29805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1338.00000000",NA,NA,NA
