"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","class","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","minimumElevationInMeters","maximumElevationInMeters"
"16","2015-09-04 12:49:42-03","MNHN","RECOLNAT_MNHN_P","P03546781","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Claussen",NA,NA,"Brasil","Brésil. Minas-Geraes, Capanema. Minas Gerais, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03546781' target='other'> <mi>dwc_moreinfo</mi></a>","P03546781","P03546781_01",NA,"1843","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",NA,NA
"17","2020-12-11 11:34:42-03","UFMG","BHCB","145769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Mansur, T; Tameirão Neto, E","65","Southern America","Brasil",NA,NA,"Campo limpo","BHCB047613",NA,NA,"2010","05","07","Minas Gerais",NA,"2010","09",NA,"Rio Acima","-44.255608","-20.043475","-44.255608","-20.043475",NA,NA,NA,NA,"1229","1300"
"18","2020-12-11 11:34:42-03","UFMG","BHCB","64473","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Magalhães, M","1309","Southern America","Brasil","Pedra Amolar",NA,"Subarbusto, flor azul; Campo","BHCB011653",NA,NA,"1942","01","15","Minas Gerais",NA,"2013","07","04","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"19","2020-12-11 11:34:42-03","UFMG","BHCB","64472","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Magalhães, M","1308","Southern America","Brasil","Serra de Ouro Preto, Pau Doce.",NA,"Subarbusto. Muito frequente. Flor azul.; Campo.","BHCB011649",NA,NA,"1942","01","14","Minas Gerais",NA,"2013","07","04","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"20","2009-07-17 07:39:00-03","MO","MOBOT","2830543","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Émile Hassler","Hassler 11003","South America","Paraguay","In regione cursus superioris fluminis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-05-20 10:34:11-03","UFERSA","MOSS","5867","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Oliveira, O.F. de","1974","América do Sul","Brasil","próximi a Lagoa de Bouqueirão.",NA,"Herbácea; coletada no cerrado; solo arenoso; frequente.",NA,NA,"Oliveira, O.F. de","1981","08","10","Rio Grande do Norte",NA,"1996","07","03","Touros","-35.533333","-5.25","35W32'00","5S15'00",NA,NA,NA,NA,"20","20"
"22","2015-05-20 10:34:11-03","UFERSA","MOSS","4440","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Oliveira, O.F. de","1257","América do Sul","Brasil",NA,NA,"Erva.",NA,NA,"Oliveira, O.F. de","1980","09","28","Rio Grande do Norte",NA,"1996","07","03","Touros","-35.460833","-5.198889","35W27'39","5S11'56",NA,NA,NA,NA,"2","2"
"23","2015-05-20 10:34:11-03","UFERSA","MOSS","4441","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Oliveira, O.F. de","1258","América do Sul","Brasil",NA,NA,"Erva subarbustiva; flor lilás.",NA,NA,"Oliveira, O.F. de","1980","09","28","Rio Grande do Norte",NA,"1996","07","03","Touros","-35.460833","-5.187778","35W27'39","5S11'16",NA,NA,NA,NA,"2","2"
"24","2015-05-20 10:34:11-03","UFERSA","MOSS","5868","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Oliveira, O.F. de","1972","América do Sul","Brasil","próximo a Lagoa de Bouqueirão.",NA,"Herbácea; coletada no cerrado; solo arenoso; frequente.",NA,NA,"Oliveira, O.F. de","1981","08","10","Rio Grande do Norte",NA,"1996","07","03","Touros","-35.533333","-5.25","35W32'00","5S15'00",NA,NA,NA,NA,"20","20"
"25","2015-05-20 10:34:11-03","UFERSA","MOSS","5869","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Oliveira, O.F. de","1973","América do Sul","Brasil","próximo a Lagoa de Bouqueirão.",NA,"Herbácea; coletada no cerrado; solo arenoso; frequente.",NA,NA,"Oliveira, O.F. de","1981","08","10","Rio Grande do Norte",NA,"1996","07","03","Touros","-35.533333","-5.25","35W32'00","5S15'00",NA,NA,NA,NA,"20","20"
"26","2019-11-13 11:18:09-03","USP","SPF","145732","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Mendes Magalhães, G","1308",NA,"Brasil","Serra de Ouro Preto",NA,NA,"SPF00145732","SPF00145732","Mello-Barreto, HL","1942","01","14","Minas Gerais",NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"27","2018-06-12 17:07:42-03","F","FMNH-SEEDPLANTS","V0441137F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides",NA,"Mello Barreto","2280","South America","Brazil",NA,NA,NA,"V0441137F","V0441137F_01",NA,"1933","11","30",NA,"Dicotyledoneae",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:09:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Warming, JEB","s.n.","Southern America","Brazil","in Serra de Piedade.",NA,"Oreas.; HABITAT: Oreas.",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:09:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Sello, HL","s.n.","Southern America","Brazil","Habitat in Morro de Ouro Preto alibique in sulbalpinis prov. Minarum.",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:09:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Martius, CFP","s.n.","Southern America","Brazil","Habitat in Morro de Ouro Preto alibique in sulbalpinis prov. Minarum.",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-22 10:12:39-03","IBt","SP","348469","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Krieger, L","1511",NA,"Brasil","Serra do Curral",NA,NA,NA,NA,NA,"1955","06","19","Minas Gerais",NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA
"32","2021-01-21 15:28:51-03","IBt","SP","497983","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Martinelli, G","19041",NA,"Brasil",NA,NA,NA,NA,NA,NA,"2016","03","18","Minas Gerais",NA,NA,NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA
