"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","class","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","minimumElevationInMeters","maximumElevationInMeters"
"1","2021-03-15 16:37:00-03","NY","NYBG","1014449","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","F. Sellow","1596","South America","Brazil","Villa Rica.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120638' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014449","NY01014449_01 NY01014449_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1013711","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","A. P. Duarte","13948","South America","Brazil","Tocantinópolis para Araguatins.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013711","NY01013711_01","J. I. de A. Falcao","1971","04","24","Tocantins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 10:34:09-03","NBC","NL-BOTANY","U.1221857","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Martius CFP von",NA,"Southern America","Brazil","Brazilië.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1221857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1221857","NL-U1221857",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-02-08 10:34:14-03","NBC","NL-BOTANY","U.1221858","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Castellanos A",NA,"Southern America","Brazil","Rio de Janeiro, Bahia, Mina Caraiba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1221858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1221858","NL-U1221858",NA,"1966","03","17",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-11-05 16:46:47-03","UFOP","OUPR","25829","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Cardoso, R.C.; Da Silva, T.C.","58",NA,"Brasil","Serra de Ouro Preto, Campo rupestre quartzítico",NA,"Erva, flores azuis com estames brancos, cerca de 20cm de altura",NA,NA,"Cardoso, R.C.","2012","02","08","Minas Gerais",NA,"2012","07","06","Ouro Preto","-43.520556","-20.363889","-43.520556","-20.363889",NA,NA,NA,NA,NA,NA
"6","2019-11-05 16:46:47-03","UFOP","OUPR","3010","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Baeta-Neves, A.T.","s.n.",NA,"Brasil",NA,NA,"Herva. Flor azul. Canga.",NA,NA,"Baeta-Neves, A.T.","1906","09","11","Minas Gerais",NA,"1906","09","11","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"7","2019-11-05 16:46:47-03","UFOP","OUPR","3007","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Damazio, L.B.","s.n.",NA,"Brasil","Camarinhas",NA,"Ex Herbario Escola de Minas No. 1990.",NA,NA,"Damazio, L.B.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"8","2019-11-05 16:46:47-03","UFOP","OUPR","3009","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Damazio, L.B.","s.n.",NA,"Brasil","Campos de São Sebastião.",NA,NA,NA,NA,"Damazio, L.B.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"9","2020-03-12 10:29:06-03","UFOP","OUPR","34861","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Pedrosa, L.G.","2317",NA,"Brasil","Lessa, Barragem da Cachoeira",NA,"Erva ca. 10cm, flores azuis. Campo rupestre",NA,NA,"Santos, D.","2019","12","12","Minas Gerais",NA,"2019","12",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"10","2019-11-05 16:46:47-03","UFOP","OUPR","3008","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Damazio, L.B.","s.n.",NA,"Brasil","Morro de São Sebastião",NA,NA,NA,NA,"Damazio, L.B.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"11","2014-10-14 15:57:05-03","BS","M","M-0184605","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Sellow, F.",NA,NA,"Brasil","Brasilia.",NA,NA,"M0184605",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"12","2014-10-14 15:57:05-03","BS","M","M-0184604","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Martius, C.F.P. von",NA,NA,"Brasil","in Morro de V. R. et alibi in subalpinis. Provinciae Min. Ger.",NA,NA,"M0184604",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TYPE",NA,NA,NA
"13","2020-12-21 16:21:22-03","MBM","MBM","255768","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Magalhães, M.","1308","Southern America","Brazil","Serra do Ouro Preto",NA,"Flor azul. Muito frequente. Subarbusto. Campo","MBM255768","MBM255768","Barreto, M.","1942","01","14","Minas Gerais",NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA
"14","2020-12-21 16:21:22-03","MBM","MBM","50624","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Duarte, A.P.","13949","Southern America","Brazil","Tocantinopolis para Araguatins",NA,NA,"MBM050624","MBM050624","Falcão, J.I.","1971","04","24","Goiás",NA,"1976",NA,NA,"Tocantinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:21:22-03","MBM","MBM","255769","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","kramerioides","Evolvulus kramerioides","Mart.","Barreto, M.","2280","Southern America","Brazil","Serra da Piedade",NA,"Muito frequente. Flor azul. Arbusto 0,20. Campo itabirito","MBM255769","MBM255769","Hoehne, F.C.","1933","11","30","Minas Gerais",NA,NA,NA,NA,"Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"22051","auto",NA,NA,NA,NA
