"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","class","relatedCatalogItem","coordinatePrecision","geoFlag","relationshipType","fieldNumber","typeStatus","individualCount"
"31","2019-11-21 14:46:06-03","UFJF","CESJ","65556","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","M. Sobral","2010","01",NA,"T.J. Cadorin; S.M. Clemes; C.P.L. Oliveira","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã","-50.129447","-27.000294","-50.129447","-27.000294","CESJ065556",NA,"812","812","191","América do Sul",NA,NA,"Epífita IFFSC e625a (Acima de 4m). Sépalas cor verde que forma um tubo. Odor de abacate.; Floresta Ombrófila Densa; Estádio Suces.: Avançado; Hábito: liana; Habitat: interior do fragmento; Cor/Flor: amarela.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:41:30-03","UNICAMP","UEC","181586","S","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","Miers","Stehmann, JR","1996","09",NA,"Grotta, AS; et al.","1987","07","16","Brazil","São Paulo","São Paulo","BR-02. Na descida da serra.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC082781","UEC082781",NA,NA,"s.n.",NA,NA,NA,"Flores verde-amareladas.","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"33","2020-10-14 10:06:37-03","FURB","FURB","17990","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Sobral, M","2010","01","25","Korte, A.; Kniess, A.","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","FURB43880","FURB43880","647","647","980",NA,NA,NA,"Florística IFFSC 517 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:06:37-03","FURB","FURB","18290","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Sobral, M","2010","01",NA,"Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","FURB43879","FURB43879","812","812","191",NA,NA,NA,"Epífita IFFSC e625a (Acima de 4m). Sépalas cor verde que forma um tubo. Odor de abacate. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:06:37-03","FURB","FURB","19192","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Sobral, M","2010","01","25","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","10","13","Brasil","Santa Catarina","Jacinto Machado","Morro São Cristovão.","-49.86","-28.89","-49.8600000","-28.8900000","FURB03553","FURB03553","380","380","2013",NA,NA,NA,"Florística IFFSC 21 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; solo hidromórfico Habito: arbustiva; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:06:37-03","FURB","FURB","29835","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Sobral, M","2010","08","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","FURB43876","FURB43876","180","180","1304",NA,NA,NA,"Florística IFFSC e226a (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: arvoreta; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:06:37-03","FURB","FURB","30530","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Korte, A","2010","10","14","Korte, A.; Kniess, A.","2010","09","01","Brasil","Santa Catarina","Doutor Pedrinho","Cerro Azul.","-49.5905555","-26.6402777","-49.5905555","-26.6402777","FURB43874","FURB43874","957","957","4258",NA,NA,NA,"Florística IFFSC 856 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:06:37-03","FURB","FURB","30557","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Korte, A","2010","10","14","Korte, A.; Kniess, A.","2010","09","15","Brasil","Santa Catarina","Taió","Gramado.","-50.2205556","-27.0002778","-50.2205556","-27.0002778","FURB04449","FURB04449","893","893","4329",NA,NA,NA,"Florística IFFSC 624 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor esverdeada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:06:37-03","FURB","FURB","32230","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Korte, A","2010","10","27","Korte, A.; Kniess, A.","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","FURB43877","FURB43877","1009","1009","4813",NA,NA,NA,"Florística IFFSC 847 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-08 08:56:30-03","FURB","FURB","404","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Sevegnani, L","1997","05","21","Sevegnani, L.","1997","05","21","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.1275","-26.8925","-49.1275000","-26.8925000","FURB43881","FURB43881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:06:37-03","FURB","FURB","51456","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers",NA,NA,NA,NA,"Funez, L.A.; Rodrigues, A.V., Bones, F.L.V.","2016","09","12","Brasil","Santa Catarina","Rodeio","Caminho para a Fazenda Cristal.","-49.42","-26.9161111","-49.4200000","-26.9161111","FURB51456","FURB51456","671","671","5509",NA,NA,NA,"Flores amarelas Habitat: borda da estrada Habito: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:06:37-03","FURB","FURB","60485","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Kassner-Filho, A.","2018","09","04","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","04","Brasil","Santa Catarina","Araquari",NA,"-48.6888889","-26.5525","-48.6888889","-26.5525000","FURB60485","FURB60485",NA,NA,"3358",NA,NA,NA,"flor amarela Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:06:37-03","FURB","FURB","60587","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Kassner-Filho, A.","2018","09","27","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","27","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","FURB60587","FURB60587","793","793","3531",NA,NA,NA,"flor amarelo-esverdeada Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:06:37-03","FURB","FURB","61096","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Schwirkowski, P.","2018","08","11","Schwirkowski, P.","2018","08","11","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Implantec.","-49.3888889","-26.2936111","-49.3888889","-26.2936111","FURB61096","FURB61096","850","850","2980",NA,NA,NA,"FOM. Caíva. Heliófita. Cálice verde, corola amarelada Habitat: Caíva. Área com árvores esparsas com pastagem sem subbosque Habito: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:06:37-03","FURB","FURB","64823","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Kassner-Filho, A.","2019","08","29","Kassner-Filho, A.; Santos, D.; Uller, H.F.; Schneiders, A.","2019","08","29","Brasil","Santa Catarina","Bela Vista do Toldo","Serra do Lucindo.","-50.4891666","-26.4597222","-50.4891666","-26.4597222","FURB64823","FURB64823","866","866","5401",NA,NA,NA,"flor amarela Habitat: interior da unidade amostral; floresta estacional decidual; estagio sucessional avançado Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
