"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","class","relatedCatalogItem","coordinatePrecision","geoFlag","relationshipType","fieldNumber","typeStatus","individualCount"
"1","2021-04-05 14:34:11-03","UNESC","CRI","11344","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Humberto de Bona Martins","2015","10","29","Gabriel Waterkemper Girardi; Guilherme Alves Elias, Peterson Teodoro Padilha e Renato Colares Pereira","2015","09","08","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","CRI007407","CRI007407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:26:08-03","UNESC","CRI","3314","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers",NA,NA,NA,NA,"Jairo José Zocche; Aurélio José de Aguiar & Alcides da Silveira","1993","10","02","Brasil","Santa Catarina","Araranguá","Lagoa da Serra.","-49.483333","-28.933333","49º29'W","28º56'S","CRI007408","CRI007408","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:26:08-03","UNESC","CRI","3095","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Clair Maria Martinello","1993","10","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI007406","CRI007406","300","300","1782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-23 10:43:34-03","E","E","287575","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes",NA,NA,NA,NA,NA,"Silva, J.M.; Poliquesi, C.B.; Barbosa, E.","1997","09","11","BR",NA,NA,NA,NA,NA,NA,NA,"E00287575",NA,NA,NA,"1963","E. Tropical South America","herbarium specimen of unspecif","BGBASE:299599","<a href=http://data.rbge.org.uk/herb/E00287575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","656122","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.",NA,NA,NA,NA,"J. M. Silva","1996","09","07","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553","-25.3058",NA,NA,"NY00656122","NY00656122_01",NA,NA,"1691","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284237' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-09-29 10:19:00-03","NY","NYBG","656121","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes",NA,NA,NA,NA,NA,"A. C. Cervi","1992","09","24","Brazil","Paraná","Ponta Grossa","Parque Estadual Vila Velha, Fortaleza.","-49.98","-25.25",NA,NA,"NY00656121","NY00656121_01",NA,NA,"3717","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284244' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","656127","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.",NA,NA,NA,NA,"P. K. H. Dusén","1911","10","19","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095",NA,NA,"NY00656127","NY00656127_01",NA,NA,"13218","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284238' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","656128","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.",NA,NA,NA,NA,"P. K. H. Dusén","1910","09","07","Brazil","Paraná","Morretes","Rio Marumby.","-48.8342","-25.4769",NA,NA,"NY00656128","NY00656128_01",NA,NA,"10210","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284236' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"9","2016-09-29 10:19:00-03","NY","NYBG","656125","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes",NA,NA,NA,NA,NA,"R. Reitz","1949","10","10","Brazil","Santa Catarina","Brusque","Mata Hoffman.","-48.9","-27.1",NA,NA,"NY00656125","NY00656125_01","50","50","3083","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284242' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","656123","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.","M. H. Nee",NA,NA,NA,"A. M. V. de Carvalho","1998","01","28","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Interior da REBIO. Trilha do Príncipe.","-39.08","-15.15",NA,NA,"NY00656123","NY00656123_01",NA,NA,"6484","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284241' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","656126","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.",NA,NA,NA,NA,"G. Jönsson","1914","10","23","Brazil","Paraná",NA,"Turma 23.",NA,NA,NA,NA,"NY00656126","NY00656126_01",NA,NA,"1305a","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284239' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","656120","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatrec.","A. T. Hunziker",NA,NA,NA,"G. G. Hatschbach","1969","09","30","Brazil","Paraná","Sao Mateus do Sul","Tesoura.","-50.3828","-25.8744",NA,NA,"NY00656120","NY00656120_01","780","780","22273","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284243' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 10:18:00-03","NY","NYBG","656124","PreservedSpecimen","Plantae","Solanaceae","Markea","longipes","Markea longipes",NA,NA,NA,NA,NA,"A. S. Grotta","1965","09","16","Brazil","São Paulo","Sao Paulo","BR-02. Na descida da serra.","-46.63","-23.5403",NA,NA,"NY00656124","NY00656124_01",NA,NA,"s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284235' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:25:07-03","UFBA","ALCB","040450","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Hatschbach, G","1997",NA,NA,"Silva, JM; Poliquesi, CB; Barbosa, E","1997","09","11","Brasil","Paraná","Tunas","Estrada para o Parque das Lauráceas, próximo a sede.",NA,NA,NA,NA,NA,NA,NA,NA,"1963","Southern America",NA,NA,"epífito, até 2,50m, flor verde pálido.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2870219","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Carvalho LAF de",NA,NA,NA,"Reitz R","1949","10","10","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L2870219","NL-L2870219",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2870219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Magnoliopsidae","L 0106630",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2870220","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Carvalho LAF de",NA,NA,NA,"Hatschbach GG; et al.","1968","09","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-L2870220","NL-L2870220",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2870220 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Magnoliopsidae","L 0106629",NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:35:19-03","NBC","NL-BOTANY","U.1728773","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","09","27","Brazil",NA,NA,"Brasiliae Australis, Est. Parana, Forest amrgin along new road to Paranagua at rise of Serra do mar, E of Curitiba.",NA,NA,NA,NA,"NL-U1728773","NL-U1728773",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:19:54-03","ESALQ","ESA","11898","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Stehmann, J.R.",NA,NA,NA,"Souza, V.C. et al.","1993","09","06","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011898","ESA011898",NA,NA,"4197.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA
"19","2020-11-04 11:19:54-03","ESALQ","ESA","36305","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes",NA,NA,NA,NA,NA,"Silva, J.M. et al.","1996","09","07","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"ESA036305","ESA036305",NA,NA,"1691.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"55154","auto",NA,NA,NA,NA
"20","2020-11-04 11:19:54-03","ESALQ","ESA","15363","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes",NA,NA,NA,NA,NA,"Hatschbach, G. ; Cordeiro, J.","1993","10","21","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"ESA015363","ESA015363",NA,NA,"59691.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"56988","auto",NA,NA,NA,NA
"21","2021-01-14 15:33:40-03","MN","R","11927","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","Miers","Carvalho, L. D'A. F.","1999",NA,NA,"Glaziou, A.F.M.","1880","01","09","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000011927","R000011927_001",NA,NA,"12109",NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:39:13-02","BGBM","B","B 10 0068891","S","Plantae","Solanaceae","Markea","longipes","Markea longipes",NA,NA,NA,NA,NA,"Reitz & Klein",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B100068891","B100068891",NA,NA,"5.117","Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068891 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-19 08:15:32-03","FPS","FPS","3097","MachineObservation","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Schwirkowski, P.","2017","10","27","Schwirkowski, P.","2017","10","27","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Negro. Em capão de FOM.","-49.396295","-26.247078","-49.396295","-26.247078","FPS03097","FPS03097_v01 FPS03097_v02 FPS03097_v03 FPS03097_v04 FPS03097_v05 FPS03097_v06 FPS03097_v07 FPS03097_v08 FPS03097_v09 FPS03097_v10 FPS03097_v11 FPS03097_v12 FPS03097_v13 FPS03097_v14 FPS03097_v15 FPS03097_v16",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Faceira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 08:08:25-03","FPS","FPS","4073","MachineObservation","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Schwirkowski, P.","2019","09","28","Schwirkowski, P.","2019","09","28","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Linha férrea, próximo à URVE","-49.31224","-26.308444","-49.31224","-26.308444","FPS04073,FURB65398","FPS04073_v01 FPS04073_v02 FPS04073_v03 FPS04073_v04 FURB65398",NA,NA,"3496",NA,NA,NA,NA,NA,NA,NA,"FURB 65398",NA,NA,"voucher",NA,NA,NA
"25","2019-12-19 08:15:32-03","FPS","FPS","3553","MachineObservation","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Schwirkowski, P.","2018","08","11","Schwirkowski, P.","2018","08","11","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Implantec","-49.389023","-26.293582","-49.389023","-26.293582","FPS03553,FURB61096","FPS03553_v01 FPS03553_v02 FPS03553_v03 FPS03553_v04 FPS03553_v05 FPS03553_v06 FPS03553_v07 FPS03553_v08 FPS03553_v09 FPS03553_v10 FPS03553_v11 FURB61096",NA,NA,"2980",NA,NA,NA,"<ll>dwc_commonname:</ll> Faceira",NA,NA,NA,"FURB 61096, HUCS 49565",NA,NA,"voucher",NA,NA,NA
"26","2019-02-15 11:50:48-02","IPA","IPA","62507","S","Plantae","Solanaceae","Markea","longipes","Markea longipes","(Sendtn.) Cuatr.","Hatschbach, G.","1997",NA,NA,"Silva, J.M.; Poliquesi, C.B.; Barbosa, E.; Poliquesi, C.B.; Barbosa, E.","1997","09","11","Brasil","Paraná","Tunas","Estrada para o Parque das Lauráceas, próximo a sede.",NA,NA,NA,NA,"IPA0062507",NA,NA,NA,"1963","Southern America",NA,NA,"Hábito: arbusto epífito, até 2,5 m. Floresta atlân flor: verde pálido.","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:33:24-03","IAP","PACA-AGP","70057","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","E.L.C. Soares","2006","09",NA,"D. B. Falkenberg","1986","11","14","Brasil","SC","Guabiruba","Lajeado Alto","-48.9810981750488","-27.0858001708984",NA,NA,"PACA070057",NA,"200","200","3691",NA,NA,NA,"Arbusto epifítico. Altura 3 m. Habitat: Na beira da estrada. Fenofase: flor amarela Hábito: arbustiva","Magnoliophyta","Solanales","Magnoliatae",NA,"16046","auto",NA,NA,NA,NA
"28","2019-08-27 13:33:24-03","IAP","PACA-AGP","51162","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","L. B. Smith","1954","09","19","Hatschbach, G.","1949","10","01","Brasil","PR","Pedra Preta","P. Bocaiuva",NA,NA,NA,NA,"PACA051162",NA,NA,NA,"1512",NA,NA,NA,"Ravisado por E.L.C. Soares em 14.09.2006 Habitat: In silva Fenofase: flor","Magnoliophyta","Solanales","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:24-03","IAP","PACA-AGP","85010","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","E.L.C. Soares","2006","09",NA,"Sehnem, A.","1967","10","05","Brasil","SC",NA,"Lagoa do Peri, Ilha da Santa Catarina.",NA,NA,NA,NA,"PACA085010",NA,NA,NA,"9528",NA,NA,NA,"Smithsonian Institution - VII.1985. Habitat: Arbustiva ad silvam. Hábito: arbustiva","Magnoliophyta","Solanales","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:33:24-03","IAP","PACA-AGP","32046","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","longipes","Dyssochroma longipes","(Sendtn.) Miers","Emrich-Rambo","1954","09","19","Reitz, R.","1944","10","11","Brasil","SC","Sombrio","P. Araranguá","-49.61669921875","-29.113899230957",NA,NA,"PACA032046",NA,NA,NA,"767",NA,NA,NA,"Habitat: In silvula Fenofase: flor","Magnoliophyta","Solanales","Magnoliatae",NA,"16515","auto",NA,NA,NA,NA
