"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01198518","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata ecuatoriana","Schrad. ex Judz., Soderstr. & Nees","X. Cornejo",NA,NA,NA,"W. W. Thomas","6725","1989","04","12","Ecuador","Los Ríos","Vinces","Jauneche Forest, Jauneche, km 70 Quevedo-Palenque via Mochachi, Canton Vinces.","-79.58","-1.33",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198518",NA,"Magnoliophyta","Poales","South America","sheet","ecuatoriana",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02098295","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","J. L. Viana",NA,NA,NA,"J. L. Viana","341","2011","11","23","Brazil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta: Mata do Peru","-35.9","-8.6583",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2479488' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098295","NY02098295_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","786863","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"C. E. Calderón","2046","1968","01","17","Brazil","Bahia","Santa Cruz Cabrália","Municipio Santa Cruz; km 5 camino hacia Santa Cruz Cabralia","-39.005","-16.2517",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=513802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00786863","NY00786863_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02634125","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"M. H. Nee","35006","1987","04","23","Brazil","Rondônia","Porto Velho","Ca. 5 km. S of Campo Novo, on road to old mining area at Balateiro","-63.62","-10.63",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2926929' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634125",NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","547739","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","G. Davidse",NA,NA,NA,"W. W. Thomas","12051","1999","02","06","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, 3 km S of entrance along road on N side of park.","-39.4133","-16.8633333",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=513795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547739","NY00547739_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:54:25-03","EAO","IAN","38724","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Ule, EHG","7700","1908","11",NA,"Brasil","Roraima",NA,"(Herb. Museu Paraense 12807).","-59.254167","0.737222","-59.254167","0.737222",NA,NA,NA,"IAN038724","IAN038724 IAN038724_e","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:54:25-03","EAO","IAN","70689","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Black, GA; Magalhães, MG","12891","1951","08","25","Brasil","Roraima",NA,"Rio Mucajaí; perto da Colônia Fernando Costa.","-59.254167","0.737222","-59.254167","0.737222",NA,NA,"Uma praga chamada carrapicho, nas circunvizinhanças das pedras.","IAN070689",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:54:25-03","EAO","IAN","80674","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Fróes, RL","30532","1953","10","02","Brasil","Pará","Monte Alegre","Região do Assaizal, Colônia Japonêsa, terreno argiloso.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Capim,à sombra da mata.","IAN080674",NA,"Monocotiledônea",NA,"Southern America",NA,NA,"279177","auto",NA,NA,NA,NA,NA
"19","2021-03-30 12:54:25-03","EAO","IAN","67396","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Kuhlmann, JG","11837","1916","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"IAN067396",NA,"Monocotiledônea",NA,"Southern America",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"20","2021-03-30 12:54:25-03","EAO","IAN","65252","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Müller","50","1884",NA,NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"IAN065252",NA,"Monocotiledônea",NA,"Southern America",NA,NA,"34291","auto",NA,NA,NA,NA,NA
"21","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344400","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Bailey LH; Bailey EZ",NA,"1924","01","29","Brazil","Rio de Janeiro",NA,"Corcovado range, Estado do Rio de Janeiro.","-43.216667","-22.95","-43.216667","-22.95",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344400","NL-L1344400",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344399","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Soderstrom TR; Calderón CE",NA,"1972","03","01","Brazil",NA,NA,"Guanabara. Rio de Janeiro: Morro Novo Mundo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344399","NL-L1344399",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344401","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Ule EHG",NA,"1910","09","01","Brazil",NA,NA,"Im Waldo em AAioucho de Capina terra de Barturite. Estado de Ceara.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344401","NL-L1344401",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344402","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Balansa B",NA,"1876","04","01","Paraguay",NA,NA,"Pl. du Paraguay. Baaguazu, dans les prairies marecoegeuses.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344402","NL-L1344402",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344403","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Balansa B",NA,"1883","04","02","Paraguay",NA,NA,"Pl. du Paraguay. Y. Cordillere de Peribebuy, dans la foret de Naranjo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344403","NL-L1344403",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.3811292","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Solomon JC; et al.",NA,"1982","02","11","Paraguay",NA,NA,"Paraque Nacional Cerro Corá.","-56.05","-22.65","-56.05","-22.65",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3811292 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3811292","NL-L3811292",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.3811293","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Solomon JC; et al.",NA,"1982","02","11","Paraguay",NA,NA,"Paraque Nacional Cerro Corá.","-56.05","-22.65","-56.05","-22.65",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3811293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3811293","NL-L3811293",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521468","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","18","Brazil",NA,NA,"Flora Brasiliea Australis, Est. paraná, Rio Ivaí (Mun. Terra Boa).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521468","NL-U1521468",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1344405","PreservedSpecimen","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata spicata",NA,NA,NA,NA,NA,"Shepherd GJ",NA,"1979","03","29","Brazil",NA,NA,"Plantas do Brasil. Est. de S.E.-mun. de Campinas-Matsta. genebra em mata. Em lugar sombreado.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1344405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1344405","NL-L1344405",NA,"Poales","Southern America",NA,"spicata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-11-04 12:18:53-03","ESALQ","ESA","128751","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata",NA,"Delfini, C.","2013",NA,NA,"Delfini, C.","920.0","2013","03","31","Brasil","São Paulo","Tapiraí","UHE Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2km. Floresta Ombrófila Densa.","-47.34643","-24.02923","-47.34643","-24.02923","422","422","Erva, até 1m alt., bainhas roxas, espiguetas verdes, anteras e estigmas brancos.","ESA128751","ESA128751","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:18:53-03","ESALQ","ESA","134656","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Delfini, C.","2015","07","27","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","53.0","2015","06","30","Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradada","-47.28513","-22.75637","-47.28513","-22.75637","601","601","Erva, 50cm, com frutos.","ESA134656","ESA134656","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-13 02:22:03-03","UFPI","TEPB","32481","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"VIANA, J. L.",NA,NA,NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-02-02 14:38:17-02","BGBM","B","B 10 0250222","S","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"M. A. P. Wied-Neuwied",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250222 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250222","B100250222",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"34","2016-02-02 14:38:17-02","BGBM","B","B 10 0250223","S","Plantae","Gramineae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,NA,NA,NA,"G. H. von Langsdorff",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250223 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250223","B100250223",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"type ?",NA,NA,NA
"35","2020-12-20 21:19:04-03","UFV","VIC","24684","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","2000","02","25","Santos-Gonçalves, A.P.; et al.","351","2000","02","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da campolina","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata.","VIC024684","VIC024684 VIC024684_2",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"36","2020-12-20 21:19:04-03","UFV","VIC","24683","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","2000","02","25","Santos-Gonçalves, A.P.; et al.","345","2000","02","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata.","VIC024683","VIC024683",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"37","2020-12-20 21:19:04-03","UFV","VIC","24312","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","1999","07","26","Santos-Gonçalves, A.P.; et al.","177","1999","07","26","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata. Pseudoespiguetas pendentes quando maduras.","VIC024312","VIC024312",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"38","2020-12-20 21:19:04-03","UFV","VIC","24313","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","1999","08","23","Santos-Gonçalves, A.P.; et al.","193","1999","08","23","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata. Pseudoespiguetas pendentes quando maduras.","VIC024313","VIC024313",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"39","2020-12-20 21:19:04-03","UFV","VIC","45857","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","R.S.Rodrigues","2015","04","26","Rodrigues, R.S.","377","2015","04","26","Brasil","Espírito Santo","Linhares/Sooretama","Reserva Natural Vale, Borda de mata na estrada do Bicuíba.","-40","-19","-40","-19","73","73","Cespitosa, pendente, ca. 1,1m compr. Bainhas glabras, com ápice piloso na região ligular; colmos ramificados no ápice; inflorescências com oito ramos visíveis; espiguetas verdes com glumas aparentemente laceradas; arista espiralada. Oc","VIC045857","VIC045857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:19:04-03","UFV","VIC","24310","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","1999","03","15","Santos-Gonçalves, A.P.; et al.","89","1999","03","15","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata. Pseudoespiguetas pendentes quando maduras.","VIC024310","VIC024310",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"41","2020-12-20 21:19:04-03","UFV","VIC","24311","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","Santos-Gonçalves, A.P.","1999","04","13","Santos-Gonçalves, A.P.; et al.","109","1999","04","13","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata. Pseudoespiguetas pendentes quando maduras.","VIC024311","VIC024311 VIC024311_1",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"42","2020-12-20 21:19:04-03","UFV","VIC","24682","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees",NA,"1999","04",NA,"Santos-Gonçalves, A.P.; et al.","83","1999","03","15","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Interior da mata. Pseudoespiguetas pendentes quando maduras.","VIC024682","VIC024682",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"43","2021-04-07 11:47:43-03","UFMS","CGMS","66002","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","A. Guglieri-Caporal",NA,NA,NA,"A. Pott; V.J. Pott","15878","2010","03","06","Brasil","Mato Grosso do Sul","Sete Quedas","Parque Natural Municipal de Sete Quedas.","-55.0383333","-23.9663889","-55,0383333","-23,9663889","380","380","Habitat: Floresta estacional semidecidual com espécies de Mata Atlântica (Peltophorum dubium, Balfourodendron riedelianum e Cariniana estrellensis). Solo argilo-arenoso vermelho. Relevo encosta suave. Habito: Erva cespitosa. Esparsa.","CGMS1098963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:47:43-03","UFMS","CGMS","46700","PreservedSpecimen","Plantae","Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. ex Nees","A. Pott","2014","11","24","V.H.S. Brito; A.L. Simal; B.A. Coutinho; P.P. Vaz; A. Pott","16","2014","11","24","Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga, Retiro Batista.","-55.4994444","-20.4561111","-55,4994444","-20,4561111","172","172","Flor ausente. Fruto pardo, com arícula espiralada. Habitat: Floresta Estacional. Habito: Erva.","CGMS1076670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
