"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","identifiedBy","recordNumber","locality","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"12","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG821","S","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"Anna Claúdia","1988","03","26","Brasil","Minas Gerais","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Propriedade Rio Acima","13827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","8015","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Nogueira, V.A.","1968","11","23","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU008015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","1756","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Florenzano, A.","1971","10","23","Brasil","São Paulo","Cerquilho",NA,NA,"9999","9999",NA,NA,"BOTU001756",NA,NA,NA,NA,NA,"Árvore","Clab, R.",NA,NA,NA,NA,"2011","05","26",NA,NA,NA,NA,NA
"15","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","10608","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Gottsberger, I.S.","1970","11","20","Brasil","São Paulo","Botucatu","-48.416667","-22.75","48°25'w","22°45's",NA,NA,"BOTU010608",NA,NA,NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Planted tree, along the highway, not in the cerrado. 4m tall, 30cm cir. Petals red and others yellow one petal and at theinner ; Coleção: Cer","Berneby, R.","834","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","1779","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Pereira, L.P.","1971","10","31","Brasil","São Paulo","São Paulo",NA,NA,"9999","9999",NA,NA,"BOTU001779",NA,NA,NA,NA,NA,NA,"Clab, R.",NA,NA,NA,NA,"2011","05","26",NA,NA,NA,NA,NA
"17","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","8016","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Tebaldi, N.","1966","11","09","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU008016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","3623","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Vieira, T. C.","2017","01","13","Brasil","Piauí","Parnaíba","-41.757444","-2.915444","41º45'26,80''W","02º54'55,60''S",NA,NA,"HDELTA003623",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flanboian","Vieira, I.R.","03",NA,NA,NA,"2017","02","03",NA,NA,NA,NA,NA
"19","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","2710","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Marques, C. F.","2013","02","26","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"HDELTA002710",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flamboyant","Cerqueira, E. C.","03",NA,NA,NA,"2016","03","14",NA,NA,NA,NA,NA
"20","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","5449","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Ferreira, R.V.","2018","08","21","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA005449",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flamboyant","Oliveira, R.D.A.",NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","5678","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Silva,B. J. A.","2018","11","15","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA005678",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flamboyant","Silva,B. J. A.","4","Barra Grande","25571","auto","2018","11","22",NA,NA,NA,NA,NA
"22","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","4799","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Sousa, R.M.S. ; Araújo; J.V","2017","12","11","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA004799",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flanboyante","Sousa, R.M.S.","119","Campus Ministro Resis Velloso","25571","auto","2017","12","15",NA,NA,NA,NA,NA
"23","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","4541","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Vieira, G.A.; Brito, A.F.; Costa, M.","2017","07","01","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA004541",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Tipuana","Vieira, I.R.","10","Praça Mandu Labino","25571","auto","2017","09","05",NA,NA,NA,NA,NA
"24","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","455","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Lamões, J. S.","2010","06","18","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA000455",NA,NA,NA,NA,NA,"Arboricola <ll>dwc_commonname:</ll> Flamboyant","Vieira, I.R.",NA,"UFPI","25571","auto","2017","10","16",NA,NA,NA,NA,NA
"25","2021-02-19 11:35:08-03","UFPI-MRV","HDELTA","3195","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer) Raf.","Araújo, A.","2016","02","22","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA003195",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Flanboian","Araújo, A.","35","UFPI-CMRV","25571","auto","2016","02","22",NA,NA,NA,NA,NA
"26","2020-11-13 09:19:47-03","UFRJ","RFA","29880","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","A. Quinet","2001","12","29","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"RFA39309",NA,NA,NA,NA,NA,"Árvore, 10m de altura, 33cm de DAP, folíolo discolor verde, cálice e pétalas vermelhas. Introduzida e abundante na região.","L. F. G. da Silva & H. C. de Lima","39/138","Município de Magé, Distrito de Piabetá.","20531","auto","2002","04","08",NA,NA,NA,NA,NA
"27","2020-11-24 17:10:40-03","UTFPR","DVPR","4156","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Caxambu, MG; et al.","2008","11","11","Brasil","Paraná","Campo Mourão","-52.19188","-24.06063","-52.19188","-24.06063","662","662","DVPR004156",NA,"Magnoliophyta",NA,NA,NA,"árvore ca. 8m. Flores alaranjadas. Cultivada.; Relevo: suave-ondulado.","Caxambu, MG","2353","Parque Estadual Lago Azul (PELA).",NA,NA,"2012","05","22",NA,NA,NA,NA,NA
"28","2020-11-24 17:10:40-03","UTFPR","DVPR","4816","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Lucas; et al.","2015","11","07","Brasil","Paraná","Cruzeiro do Iguaçu","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,"DVPR004816",NA,"Magnoliophyta",NA,NA,NA,"Árvore 7m, flores vermelhas.","Estevan, DA","s.n.",NA,"12520","auto","2015",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:40-03","UTFPR","DVPR","2477","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Storl, TA","2015","01","29","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR002477",NA,"Magnoliophyta",NA,NA,NA,"Árvore 8m , flor vermelha.","Dias, HM","s.n.",NA,"19637","auto","2015","02",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:40-03","UTFPR","DVPR","1010","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Medeira, C","2012","10","18","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR001010","DVPR001010","Magnoliophyta",NA,NA,NA,"Espécie exótica, muito utilizada na arborização.","Estevan, DA","s.n.","UTFPR","19637","auto","2012","10","22",NA,NA,NA,NA,NA
"31","2020-11-24 17:10:40-03","UTFPR","DVPR","361","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.) Raf.","Fernanda, V; Lessandro, M; Leyliane, C",NA,NA,NA,"Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR000361","DVPR000361","Magnoliophyta",NA,NA,NA,"Árvore 6 m, presença de flores vermelhas claras, frutos secos.; Origem: Madagascar.","Dias, MC","s.n.","UNIFIL em frente ao Bloco F","63728","auto","2005",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-15 11:14:39-03","FUNED","FUNED-POL","3397","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"LAOC",NA,NA,NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"POL003397","POL003397_p01 POL003397_p02 POL003397_p03 POL003397_p04 POL003397_p05 POL003397_p06",NA,NA,NA,NA,NA,NA,NA,"API-UFV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-15 11:14:39-03","FUNED","FUNED-POL","3398","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"Claudia Simeao","2004","11","09","Brasil","MG",NA,"-46.009444","-17.009722","46W 00' 34","17S 00' 35",NA,NA,"POL003398",NA,NA,NA,NA,NA,NA,NA,NA,"Brasilandia de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-07-03 08:31:50-03","UNEMAT","TANG","2269","S","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Hook.) Raf.","Antoniazzi, S; Pereira, OG; Silva, M; Plácido, JJ","2014","10","29","Brasil","Mato Grosso","Nova Canaã do Norte","-55.9530982971191","-10.5580997467041",NA,NA,NA,NA,"TANG000002269",NA,NA,NA,NA,NA,"Região do ecótono entre Floresta Amazõnica e Cerrado. Encontrada em floresta amazônica, solo seco. Árvore, tronco acanalado. Folhas compostas, discolores, membranáceas. Flores verdes, pétalas vermelhas.",NA,"86",NA,"88792","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:44:05-03","UNEB","HUNEB","13792","PreservedSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","(Bojer ex Hook.)","DIAS,V.L.O","2011","12","04","Brasil","Bahia","Alagoinhas","-38.505833","-12.160278","38W30'21''","12S9'37''",NA,NA,"HUNEB0013792",NA,"Angiospermae","Florideophycidae",NA,NA,"Floresta Ombrófila Densa",NA,"47","Boa União Fazenda Cangula",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"36","2021-04-08 17:39:44-03","EAO","IAN","49058","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Capucho, P","1932","12",NA,"Brasil",NA,"Boa Vista",NA,NA,NA,NA,NA,NA,"IAN049058",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"489","Terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:39:44-03","EAO","IAN","56257","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Groff, GW","1920","06","04","Estados Unidos","Flora",NA,NA,NA,NA,NA,NA,NA,"IAN056257",NA,"Dicotiledônea",NA,NA,NA,"Bangkok. Tree 40 feet high, 1 foot in dia., in yard. Fls. red very common & doing exceedingly well here.",NA,"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:39:44-03","EAO","IAN","59360","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Pinto, GCP","1950","11",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"IAN059360",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"Ducke, A","622","Cruz das Almas.&nf;(Herb. Escola de Agro. Cruz das Almas).",NA,NA,"1952","04",NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:39:44-03","EAO","IAN","XILO2177","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Capucho, P","1932","12",NA,"Brasil",NA,"Boa Vista",NA,NA,NA,NA,NA,NA,"IANXILO2177",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"489","Terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:39:44-03","EAO","IAN","196706","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Silva, KC; Nascimento, EAP","2017","09","25","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN196706",NA,"Dicotiledônea",NA,"Southern America",NA,"Ritidoma branco esverdeado, fuste tortuoso, altura estimada 9 m, flores vermelhas grandes e botões florais verde. DAP=39,08 cm.",NA,"31","Embrapa Amazônia Oriental.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:39:44-03","EAO","IAN","191939","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Xavier-Júnior, SR","2014","02","10","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN191939",NA,"Dicotiledônea",NA,"Southern America",NA,"Árvore de 5m de altura e 25cm de DAP. Flores vermelho-alaranjadas. Frutos imaturos verdes, com porte variando entre 20cm e 30cm de comprimento.",NA,"227","Embrapa Amazônia Oriental, ao lado do Laboratório de Botânica.","48462","auto","2014","02","10",NA,NA,NA,NA,NA
"42","2021-04-08 17:39:44-03","EAO","IAN","194519","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Cordeiro, MR","2016","09","05","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN194519",NA,"Dicotiledônea",NA,"Southern America",NA,"Estames com anteres amarelos, frutos verde.",NA,"5096","Embrapa Amazônia Oriental; Ao lado do Prédio de Botânica.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:39:44-03","EAO","IAN","84512","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Tavares, U",NA,NA,NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN084512",NA,"Dicotiledônea",NA,"Southern America",NA,"Árvore ornamental, entre 8-10m, de altura, flor vermelho-alaranda.",NA,"27","Parque do Lago da TRindade.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:39:44-03","EAO","IAN","200363","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Maciel, J","2019","08","07","Brasil","Pará","Castanhal","-47.926399230957","-1.29388999938965",NA,NA,NA,NA,"IAN200363",NA,"Dicotiledônea",NA,"Southern America",NA,"Árvore de 7 m de altura, flores laranja, fruto imaturo verde.",NA,"5","UEPA, Campus Castanhal.","35355","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:39:44-03","EAO","IAN","200379","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Maciel, J","2019","08","13","Brasil","Pará","Castanhal","-47.926399230957","-1.29388999938965",NA,NA,NA,NA,"IAN200379",NA,"Dicotiledônea",NA,"Southern America",NA,"Árvore de 7 m de altura, flores laranja, fruto imaturo verde.",NA,"21","UEPA, Campus Castanhal.","35355","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:39:44-03","EAO","IAN","37952","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Delonix","regia","Delonix regia","(Bojer) Raf.","Black, GA","1948","11","12","Brasil","Pará","Soure","-48.5233001708984","-0.716666996479034",NA,NA,NA,NA,"IAN037952","IAN037952 IAN037952_e","Dicotiledônea",NA,"Southern America",NA,"Árvore de copa muito ampla, flores vermelhas, uma pétala manchada de rosea. Cultivada.","Ducke, A","3465","Ilha do Marajó. Capoeira do campo com caembê.","69952","auto","1952","04",NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:25:11-03","PUCPR","HUCP","17210","S","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"Seluem, M","2006","01","03","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"Selusniaki, M","713","Jardim Danfer","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-04 15:25:11-03","PUCPR","HUCP","2516","S","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"Yorinori, NA",NA,NA,NA,"Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00003109","HUCP00003109","Eudicotiledonea",NA,NA,NA,NA,"Yorinori, NA","023","Caminho dos Jesuítas","30514","auto","1988","10","16",NA,NA,NA,NA,NA
"49","2019-12-04 15:25:11-03","PUCPR","HUCP","17757","S","Plantae","Fabaceae","Delonix","regia","Delonix regia",NA,"Bonaldi, R","2006","12","03","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"Bonaldi, R","170","Santos Dumont","24916","auto","2007","03","21",NA,NA,NA,NA,NA
"50","2019-07-24 16:19:01-03","CCE","CATAVENTO","16","LivingSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","Rafinesque",NA,"2018","08","28","Brasil","São Paulo","São Paulo","-46.6271","-23.5449","-46.6271","-23.5449","730","730","CATAVENTO0016","CATAVENTO0016_v01 CATAVENTO0016_v02 CATAVENTO0016_v03 CATAVENTO0016_v04",NA,NA,"América do Sul",NA,"<ll>dwc_commonname:</ll> flamboyant","Santilli, C.",NA,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",NA,NA,"2018","08","29",NA,NA,NA,NA,NA
"51","2019-07-24 16:19:01-03","CCE","CATAVENTO","14","LivingSpecimen","Plantae","Fabaceae","Delonix","regia","Delonix regia","Rafinesque",NA,"2018","08","28","Brasil","São Paulo","São Paulo","-46.6269","-23.5449","-46.6269","-23.5449","730","730","CATAVENTO0014","CATAVENTO0014_v01 CATAVENTO0014_v02 CATAVENTO0014_v03 CATAVENTO0014_v04 CATAVENTO0014_v05 CATAVENTO0014_v06 CATAVENTO0014_v07",NA,NA,"América do Sul",NA,"<ll>dwc_commonname:</ll> flamboyant","Santilli, C.",NA,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",NA,NA,"2018","08","29",NA,NA,NA,NA,NA
