"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"19","2021-03-15 16:37:00-03","NY","NYBG","970555","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Ratter","R.5142",NA,NA,NA,"South America","Brazil","Mato Grosso do Sul","Close to the airport (Morro de Zé Feliciano).","-57.65","-19.02",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970555","W. Marcondes-Ferreira","Corumbá","NY00970555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4177018","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","G. S. Bunting","11813","1982","10","18","South America","Venezuela","Zulia","entre Puerto Mara y Los Mayales (al sur de Puerto Mara), zona de bosque seco",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500157' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177018",NA,"Mara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","970550","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","V. C. França","s.n.","1958","01",NA,"South America","Brazil","Ceará",NA,"-40.3206","-4.8322",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970550","J. V. Monachino","Tamboril","NY00970550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4176981","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","G. Agostini","212","1962","12",NA,"South America","Venezuela","Federal","Fila de Dolores, arriba del Pueblo de Macuto",NA,NA,"100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500120' target='other'> <mi>dwc_moreinfo</mi></a>","NY04176981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4177002","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","G. S. Bunting","5232","1977","07","03","South America","Venezuela","Zulia","en la finca El Potrerito, unos 8 km campo adentro (al NE) de la carretera Mara-Caibo-Carora, desviando en km 29 al sureste del Puente sobre el Lago hacia la aldea de La Mesa; zona de bosque deciduo",NA,NA,"50","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500141' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177002",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","970554","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","E. P. Heringer","13102","1974","02","26","South America","Brazil","Goiás","Serra de Caldas Novas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970554","W. Marcondes-Ferreira",NA,"NY00970554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4176982","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. J. Wurdack","41233","1956","01","13","South America","Venezuela","Bolívar","on open northernmost slopes. Cerro Baraguan and vicinity",NA,NA,"100","330","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500121' target='other'> <mi>dwc_moreinfo</mi></a>","NY04176982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","970557","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","H. S. Irwin","34943","1972","01","24","South America","Brazil","Goiás","ca. 25 km S. of Niquelândia","-48.45","-14.67595","750","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970557","F. Markgraf","Niquelândia","NY00970557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","970549","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","P. von Luetzelburg","209","1912",NA,NA,"South America","Brazil","Bahia",NA,"-39.039072","-15.159747",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970549","R. E. Woodson Jr.",NA,"NY00970549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4177028","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","G. S. Bunting","7573","1979","05","06","South America","Venezuela","Zulia","vía entre Sabana de la Plata y Palito Blanco-El Consejo, en km 3 al NE de Sabana de la Plata,",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500167' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177028",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4177001","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","H. M. Curran","940","1917","06","11","South America","Venezuela",NA,"Cabo Blanco",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500140' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4176999","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","W. E. Broadway","692","1923","01","05","South America","Venezuela",NA,"Vicinity of Cristobal Colon",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500138' target='other'> <mi>dwc_moreinfo</mi></a>","NY04176999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","970552","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","G. M. Magalhaes","19210","1963","05","27","South America","Brazil","Minas Gerais","Dôrsos da Serra dos Patos.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970552","W. Marcondes-Ferreira",NA,"NY00970552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","440244","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Steyermark","112752","1976","10","10","South America","Venezuela","Distrito Capital","Immediatamente al oeste de Chichiriviche y al oeste del río Chichiriviche","-67.25","10.5542","10","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440244","W. Marcondes-Ferreira","Libertador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4177005","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","H. Pittier","10214","1922","02","20","South America","Venezuela",NA,"Curucuti",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500144' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02840460","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","L. Aristeguieta","5365","1964","07",NA,"South America","Venezuela","Sucre","Entre Puerto La Cruz y Cumaná",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3143626' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840460",NA,NA,"NY02840460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4177025","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Steyermark","103434","1970","08","05","South America","Venezuela","Lara","bosque tropofilo seco enano, laderas pendientes entre Terepaima y Cabudare, mirando al noroeste",NA,NA,"500","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500164' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177025",NA,"Palavecino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4176980","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","L. Aristeguieta","6740",NA,NA,NA,"South America","Venezuela","Zulia","Km. 25, carretera Maracaibo-Perijá, entrada centro inseminación del MAC",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500119' target='other'> <mi>dwc_moreinfo</mi></a>","NY04176980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4177032","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Steyermark","108147","1973","09","08","South America","Venezuela","Sucre","Playa Cachimena, Oeste del Hotel Cumanagoto y Suroeste de Cumaná: espinares y cardonales",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500171' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4177019","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Steyermark","62819","1945","05","21","South America","Venezuela","Sucre","souther slopes of Cerro Imposible, between Cedeño and Boca del Tatarcual, along Quebrada Imposible",NA,NA,"140","220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500158' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4177035","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","J. A. Steyermark","131007","1985","03","23","South America","Venezuela","Nueva Esparta","Cerro El Maco, via Santa Ana",NA,NA,"300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500174' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177035",NA,"Isla Margarita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4177006","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","H. Pittier","11362","1924","01","19","South America","Venezuela","Aragua","Calvario Hill, Maracay",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500145' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","04176974","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","(Kunth) S.F.Blake ex Pittier","A. Fuentes C.","2330","1998","02","17","South America","Bolivia","Santa Cruz","Parque Nacional Kaa-Iya del Gran Chaco, bifurcacion del camino Ravelo-Palmar de las Islas","-60.4594","-18.9581","250",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500066' target='other'> <mi>dwc_moreinfo</mi></a>","NY04176974",NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
