"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"105","2021-03-15 16:37:00-03","NY","NYBG","685493","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","A. Jardim","446","1994","03","18","South America","Bolivia","Pando","Manuripi","10 km al norte de Puerto America.","-68.07","-10.8","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685493","NY00685493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","1146156","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","D. Sasaki","D. Sasaki","PFC457","2006","09","28","South America","Brazil","Mato Grosso","Novo Mundo","Área particular de preservação ambiental, delimitada pelo Parque Estadual Cristalino e lepos Rios Teles Pires e Cristalino.","-55.88553","-9.54061","258","258","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1332075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","229712","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","J. A. Steyermark","102740","1970","04","17","South America","Venezuela","Amazonas",NA,"San Carlos de Río Negro, tree planted at the churchyard at San Carlos.","-67.07","1.92","125","125","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229712","NY00229712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","229717","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","25398","1977","11","14","South America","Brazil","Pará",NA,"Km 1056, BR 163, Cuiabá-Santarém.","-55.3063774","-7.3344924",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229717","NY00229717_01 NY00229717_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","229694","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","M. H. Nee","4182","1971","05","16","South America","Trinidad and Tobago",NA,NA,"Botanical Gardens Port of Spain.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229694","NY00229694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","03270093","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","B. M. Torke","B. M. Torke","2022","2017","02","07","South America","Brazil","Pará","Belterra","FLONA do Tapajós, along access road that departs BR-163 at Km 67, near beginning of road","-54.923","-2.887","193","193","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3502876' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270093","NY03270093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","229679","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","A. C. Smith","2868","1938","01","08","South America","Guyana",NA,NA,"Basin of Shodikar Creek (Essequibo tributary).",NA,NA,NA,NA,"sheet","Collected under the auspices of the American Museum of Natural History Terry-Holden Expedition, with the collaboration of the New York Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229679","NY00229679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","229676","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","P26437","1980","11","25","South America","Brazil","Pará",NA,"Genipapo trail, Basin of Rio Xingu, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja","-50.7972","-3.3722",NA,NA,"sheet","Inventory #1501 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229676","NY00229676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","03468481","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","C. A. P. Azambuja","C. A. P. Azambuja","62","2011","01","16","South America","Brazil","Roraima",NA,"Caracaraí, Parque Nacional do Viruá, Grade PPBio; L2 450.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3529047' target='other'> <mi>dwc_moreinfo</mi></a>","NY03468481","NY03468481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","229675","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","J. G. Kuhlmann","953","1923","12","21","South America","Brazil",NA,NA,"Uypiranga, Rio Negro perto de Manáos","-68.02","-3.13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229675","NY00229675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","229701","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","23064","1974","10","28","South America","Brazil","Amazonas",NA,"Compania de Plantações, km 12, estrada do Aleixo.",NA,NA,NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229701","NY00229701_01 NY00229701_02 NY00229701_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","229700","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","E. Lleras","P16599","1973","07","11","South America","Brazil","Amazonas",NA,"Rio Solimões and Rio Javari. Tefé, IPEAAO Experimental Station.","-64.7","-3.37",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229700","NY00229700_01 NY00229700_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","229685","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.",NA,"A. H. Gentry","16306","1876","01","24","South America","Peru",NA,NA,"Madre de Dios. Ca. 5 km from Puerto Maldonado near Rio Tambopata.","-69.18","-12.6","220","220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229685","NY00229685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","235274","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","E. Meneces","2071","1977","10","25","South America","Bolivia","Pando",NA,"Cobija, Camino en construcción a Puerto Heath.","-68.67","-11.1",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235274","NY00235274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","235278","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","8526","1968","11","16","South America","Bolivia","Pando",NA,"Rio Abuña, 3 km above confluence of Rio Negro, south bank.","-65.38","-9.68",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235278","NY00235278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","720558","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","R. R. Mendes","R. R. Mendes","s.n.","2008","01","23","South America","Brazil","Amapá",NA,"Laranjal do Jari. Comunidade São Francisco Reserva de Desenvolvimento Sustentável do Rio Iratapuru.","-52.95225","-0.93544",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720558","NY00720558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","720557","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.",NA,"R. R. Mendes","s.n.","2008","01","23","South America","Brazil","Amapá",NA,"Laranjal do Jari. Comunidade São Francisco Reserva de Desenvolvimento Sustentável do Rio Iratapuru.","-52.95225","-0.93544",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720557","NY00720557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","229722","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","C. A. Cid Ferreira","4862","1984","06","28","South America","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110.","-62.63","-11.1199997",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229722","NY00229722_01 NY00229722_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","229720","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","C. A. Cid Ferreira","6213","1985","09","24","South America","Brazil","Mato Grosso","Sinop","BR 163 trecho entre Sinop e Itauba. Estr. para o Povoado Claúdia a 28 km da BR 163.","-55.93","-11.2",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229720","NY00229720_01 NY00229720_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","229659","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","C. A. Cid Ferreira","6213","1985","09","24","South America","Brazil","Mato Grosso","Sinop","BR 163 trecho entre Sinop e Itauba. Estr. para o Povoado Claúdia a 28 km da BR 163.","-55.93","-11.2",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229659","NY00229659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","229678","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","R. A. Moore","36","1970","04",NA,"South America","Brazil","Pará",NA,"Monte Dourado, Rio Jari.","-52.539719","-0.8678545",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229678","NY00229678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","229674","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","R. A. Moore","26","1970","04",NA,"South America","Brazil","Pará",NA,"Monte Dourado, Rio Jari.","-52.539719","-0.8678545",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229674","NY00229674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","229663","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","J. M. Pires","1531","1947","04","25","South America","Brazil","Pará",NA,"Belém","-48.4555221","-1.2849922",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","229661","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","J. M. Pires","1531","1947","04","25","South America","Brazil","Pará",NA,"Belém.","-48.4555221","-1.2849922",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229661","NY00229661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","229656","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","W. J. Burchell","9879","1828","03","24","South America","Brazil","Pará",NA,"Collected near Belém.","-48.4555221","-1.2849922",NA,NA,"sheet","Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229656","NY00229656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","232599","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","nobilis","Bertholletia nobilis","Miers",NA,"W. J. Burchell","9079","1828","03","24","South America","Brazil","Pará",NA,NA,"-48.503285","-1.455129",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232599","NY00232599_01",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-01-28 13:11:20-03","MCN-PUC-MINAS","HPUC-MG","XIL022","S","Plantae",NA,NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Amazônia",NA,NA,NA,NA,NA,"Doação SUDAM:não há dados sobre data e local da coleta, bem como coletor e identificador. Data de aquisição: Julho/83.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-06-29 11:31:04-03","UFRJ","RFA","20969","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","M. Ribeiro","P. Occhioni","9267",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Cultivada","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de 25 m de altura; flores alvas","RFA43391",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:39:25-03","EAO","IAN","112780","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Oliveira, E; Ledoux, PVD","1280","1962","04","29","Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"Plantada no dia da Árvore 21 de setembro de 1953 pela primeira turma da Escola de Agronomia da Amazonia, presenciada pelo Dr. Ledoux no terreno da Secao de Botanica, do IAN, Belem. Floreceu pela primeira vez em dezembro de 1961 a Jan","IAN112780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:39:25-03","EAO","IAN","127661","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Silva, NT da","1284","1968","10","21","Southern America","Brasil","Pará",NA,"Rio Jari, Monte Dourado, Planalto B. Mata de terra firme.",NA,NA,NA,NA,NA,"Árvore de 35m e 1,30m diam; flor branco-amarelado.","IAN127661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:39:25-03","EAO","IAN","128848","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Pires, JM; Belém, RP","12741","1970","10",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do R.Tocantins, Serra Buritirama (B 5), região com minerio de manganes.",NA,NA,NA,NA,NA,"Árvore com 10m e 10cm diam. Esteril","IAN128848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:39:25-03","EAO","IAN","137530","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Lanna Sobrinho, JP; Castellanos, A","443","1963","02","10","Southern America","Brasil","Amazonas",NA,"Cerro em frente a Uaupes.",NA,NA,NA,NA,NA,"Flor amarela, fragante, cultivada.","IAN137530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:39:25-03","EAO","IAN","153965","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Prance, GT; Ramos, JF","23064","1974","10","28","Southern America","Brasil","Amazonas",NA,"Companhia de Plantacoes, km-12, Estrada do Aleixo.",NA,NA,NA,NA,NA,"Tree, 18m x 40cm diam. Petals pale yellow. Androphore pale yellow with dark yellow apex. Androphore stalk tinted red on interior, white on exterior.","IAN153965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:39:25-03","EAO","IAN","160282","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Silva, MF da; Jangoux, IJ","82","1979","12","06","Southern America","Brasil","Pará",NA,"Arredores da cidade de Tucurui, area descampada, proximo a residencia. Terreno firme.",NA,NA,NA,NA,NA,"Árvore de 20m x 35cm diam., em floracao, flores e botoes creme, muito vistosos, em cacho.","IAN160282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:39:26-03","EAO","IAN","193199","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Marcante, P","02","2014","11","12","Southern America","Brasil","Rondônia","Porto Velho","Área limpa (capim).","64.425472","-9.357139","99","99",NA,"Altura total 28; Circunferência 190 cm; Formato da copa: capitata esférica; Ramificação: racemosa; Forma do caule: cinlíndrico; Casca: fissura; Coloração da casca: cinza; Base do tronco: reta; Presença de frutos marrom; Presença de flo","IAN193199",NA,NA,NA,NA,"64.425472","-9.357139",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:39:26-03","EAO","IAN","49201","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Brune, W","4948","1920","11","30","Southern America","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,"Kaboerie, Arbor No. 707","IAN049201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-08 17:38:53-03","EAO","IAN","76532","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"K","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN076532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-08 17:38:53-03","EAO","IAN","XILO5584X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"sc","s.n.","1991","06","27","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5584X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-08 17:38:53-03","EAO","IAN","XILO5584X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"sc","s.n.","1991","06","27","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5584X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:39:26-03","EAO","IAN","184405","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Cavalcante, MC","1","2009","10","05","Southern America","Brasil","Amazonas","Itacoatiara",NA,"-58.4441986083984","-3.14305996894836",NA,NA,NA,NA,"IAN184405",NA,"120124","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:39:25-03","EAO","IAN","137531","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Lanna Sobrinho, JP; Black, GA","557","1963","01","23","Southern America","Brasil","Amazonas","Manaus","Reserva Ducke.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"IAN137531",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:39:25-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"UHE Belo Monte","361","2000","11","24","Southern America","Brasil","Pará","Altamira","Trilha da terra firme, área de igapó, parcela 19, n 86D.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-30 12:39:26-03","EAO","IAN","165418","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Nitta, A","17265","1996","09","20","Southern America","Brasil","Pará","Belém","Campo da EMBRAPA/CPATU.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Inflorescência.","IAN165418",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-30 12:39:26-03","EAO","IAN","176901","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth","Cordeiro, MR","Gurgel, ESC; Freitas, JC","123","2002","01","11","Southern America","Brasil","Pará","Belém","Embrapa, quadra de castanha próximo a estação; vegetação cultivado, solo areno argiloso.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore, 5m alt. x 75cm CAP; base do tronco reta; fuste cilíndrico. Frutos, castanho-escuros. Flores amarelas; botões florais adultos.","IAN176901",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-30 12:39:26-03","EAO","IAN","27981","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Pires, JM; Black, GA","1393","1947","02","18","Southern America","Brasil","Pará","Belém","IAN, capoeira","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 25m.","IAN027981","IAN027981","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-30 12:39:26-03","EAO","IAN","84812","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Ledoux, PVD","105","1953","12",NA,"Southern America","Brasil","Pará","Belém","IAN, Horto Botanico.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Plantula de semeacao, com folhas. Fragmento do perispermo lenhoso da semente germinada.","IAN084812",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-30 12:39:26-03","EAO","IAN","28088","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Pires, JM; Black, GA","1531","1947","04","24","Southern America","Brasil","Pará","Belém","IAN, mata","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN028088","IAN028088","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-30 12:39:25-03","EAO","IAN","137341","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Kunth",NA,"Oliveira, E","5954","1972","12","03","Southern America","Brasil","Pará","Belém","IPEAN, horto da S.de Botanica.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 16m, flor amarelo bem claro em cachos.","IAN137341",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
