"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00924758","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. H. Kirkbride Jr.","5459","1983","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924758","Magnoliophyta","Myrtales","(Bonpl.) Triana","C. Munhoz","Distrito Federal","Brasília","Córrego Bananal.","-47.92","-15.97","880","880","NY00924758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3272225","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. Triana","4018","1905","01","27","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675164' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272225","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Distrito Capital",NA,"La Mesa",NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3272276","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","C. M. Belshaw","3366","1937","09","08","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675217' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272276","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"San Martin","Lamas","East of Tabalosos 1-2 km.",NA,NA,"549","549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3272216","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","B. A. Krukoff","10763","1939","09","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675155' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272216","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"La Paz","Larecaja","Tuiri (near Mapiri, on left bank of Rio Mapiri).",NA,NA,"490","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00924725","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","H. S. Irwin","17032","1966","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924725","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Mato Grosso",NA,"Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82","400","400","NY00924725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3272249","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. A. Steyermark","61803","1945","04","05","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675188' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272249","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Monagas",NA,"between San Agustín and La Sabana de las Piedras, northwest of Caripe.",NA,NA,"1100","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","521722","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","L. P. de Queiroz","2050","1987","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521722","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Bahia","Barreiras","Floresta de Galeria abaixo da Cachoeira do Acaba-vida, no Rio de Janeiro","-45.4539","-11.8783",NA,NA,"NY00521722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00924726","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","H. S. Irwin","17124","1966","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924726","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Mato Grosso",NA,"Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.33","500","500","NY00924726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3272278","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. F. Macbride","5788","1923","08","10","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675219' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272278","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,NA,NA,"La Merced","-75.332995","-11.061082","610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874813","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","M. Reginato","1358","2012","12","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085169' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874813","Magnoliophyta","Myrtales","(Bonpl.) Triana","M. Reginato","Distrito Federal","Brasília","P.N. de Brasília. Trilha da Água Cristal.","-47.931858","-15.734472",NA,NA,"NY01874813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521721","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","R. M. Harley","21276","1980","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521721","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Bahia","Caetité","Serra Geral de Caitité. 8.5 km N of Brehinhos das Ametistas, on the Caitité road. G5","-42.48","-14.13","900","900","NY00521721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3272273","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. S. de la Cruz","2749","1922","11","23","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675214' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272273","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Cuyuni-Mazaruni",NA,"British Guiana; Kamakusa, Upper Mazaruni River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00924730","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","G. T. Prance","59453","1964","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924730","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Goiás","Caiapônia","Serra do Caiapó, Banks of Rio Claro, 40 km south of Caiapônia, road to Jataí.","-51.8103","-16.9569",NA,NA,"NY00924730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3272221","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","A. L. Uribe Uribe","5275","1965","07","24","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675160' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272221","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Nariño","Pasto","Chachagui",NA,NA,"2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3272280","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","R. Spruce","4233","1905","01","28","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675221' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272280","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,NA,NA,"Loreto - San Martin. Prope Tarapoto; Peruviae orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00924752","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","G. G. Hatschbach","30091","1972","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924752","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Minas Gerais","Santo Antônio de Itambé","Pico Itambé.",NA,NA,"1200","1200","NY00924752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00924760","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","C. C. Berg","P18683","1973","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924760","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Mato Grosso",NA,"Banks of Rio Aripuanã, above Andurina Falls.","-59.35","-10.2",NA,NA,"NY00924760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3272222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","E. P. Killip","15062","1926","12","11","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675161' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272222","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Santander",NA,"Mesa de los Santos",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00924735","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","R. M. Harley","10195","1968","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924735","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Mato Grosso",NA,"R12, c. 5 km SW. of Expedition Base Camp","-51.77","-12.82",NA,NA,"NY00924735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3272288","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","H. E. Rombouts","375","1935","12","10","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675229' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272288","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Sipaliwini",NA,"Boven Sipaliwini, Kamp XI.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3908058","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","E. Meza","206","2003","08","26","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143440' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908058","Magnoliophyta","Myrtales","(Bonpl.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Distrito Pozuzo. Carretera a Sta. Rosa margen izquierdo del rio Pozuzo cruzando el Pte Sereno. Bosque secundario","-75.53","-10.1","780","780","NY03908058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3272287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","L. W. Williams","5380","1929","12","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675228' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272287","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"San Martin",NA,"Tarapoto",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521730","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","A. F. M. Glaziou","11961","1880","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521730","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Rio de Janeiro","Itaboraí","Entr. Sambaitiba et Collegio","-42.8592","-22.7444",NA,NA,"NY00521730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 01:30:00-03","NY","NYBG","01116558","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","F. A. Michelangeli","737","2001","12","09","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239872' target='other'> <mi>dwc_moreinfo</mi></a>","NY01116558","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Lara",NA,"Parque Nacional Yacambú. Carretera Sanare-Presa de Yacambú, 2 km SE del desvio a la obra de Toma y La Escalera.","-69.5494","9.6936","1225","1225","NY01116558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1652864","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","T. W. Henkel","897","1993","01","20","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652864","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Potaro-Siparuni",NA,"Pakaraima Mts, Tay-Klay-O Creek, upstream - juncture with upper Ireng R. and 2.5 km -small tributary","-59.96666667","4.833333333","650","650","NY01652864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00924744","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","H. S. Irwin","2186","1958","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924744","Magnoliophyta","Myrtales","(Bonpl.) Triana","L. B. Smith","Minas Gerais","Viçosa","State Agricultural School.","-42.868031","-20.7613428",NA,NA,"NY00924744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","566340","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","S. C. de Sant'Ana","972","2000","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566340","Magnoliophyta","Myrtales","(Bonpl.) Triana","R. Goldenberg","Bahia","Rio de Contas","Rio de Contas: Ramal de acesso a Cochoeira do Fraga, ca. 500 m da saída da cidade de Rio de Contas em direçao a Cachoeira do Fraga","-41.8","-13.57","1025","1025","NY00566340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3272234","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","B. G. Stergios D.","8560","1985","06","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675173' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272234","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Portuguesa","Guanare","terron de la Unellez. Colonia Agricola Alta, Mesa de Cavacas.","-69.82","9.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1652863","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","J. S. de la Cruz","4480","1923","10","23","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158978' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652863","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack",NA,NA,"Kaieteur Falls, Potaro River.","-59.479777","5.175135",NA,NA,"NY01652863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1652861","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","A. De Luycker","33","2005","01",NA,"South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652861","Magnoliophyta","Myrtales","(Bonpl.) Triana","R. Goldenberg; F. A. Michelangeli","San Martín","Moyobamba","Region of Alto Mayo.","-76.9928","-6.0256",NA,NA,"NY01652861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3272244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","H. Pittier","14000","1937","04","25","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675183' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272244","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,NA,NA,"Sabanas de El Castano",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3272224","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","A. L. Uribe Uribe","3156","1958","05","16","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3675163' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272224","Magnoliophyta","Myrtales","(Bonpl.) Triana",NA,"Cundinamarca",NA,"Sasaima",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","521716","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","G. T. Prance","7960","1968","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521716","Magnoliophyta","Myrtales","(Bonpl.) Triana","J. J. Wurdack","Acre","Sena Madureira","Km 1-3 road Sena Madureira to Rio Branco","-68.6540419","-9.0824845",NA,NA,"NY00521716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
