"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","county","locality","phylum","order","identifiedBy","imagecode","scientificNameAuthorship","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"43","2021-03-15 16:37:00-03","NY","NYBG","01419486","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","C. E. O. Kuntze","1892","07",NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419486","s.n.",NA,NA,"Velasco","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419486_01","(Benth.) Barneby & J.W.Grimes",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01419515","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1987","08","02","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419515","35490","Santa Cruz","Ichilo","Across Rio Surutu from Terminal area of Huaytu, 16 km. (by air) S of Buena Vista; Parque Nacional Amboró","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419515_01","(Benth.) Barneby & J.W.Grimes","-63.6416667","-17.6","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00230339","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1998","02","02","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110959' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230339","48235","Santa Cruz","Florida","Vic. Achira Camping, in bottom of valley.","Magnoliophyta","Fabales","M. H. Nee","NY00230339_01","(Benth.) Barneby & J.W.Grimes","-63.82","-18.15","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01419510","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","L. Cayola","2004","09","02","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419510","819","La Paz",NA,"Area Natural de Manejo Integrado Madidi, Unapa, 21 km en linea recta al N de Apolo","Magnoliophyta","Fabales","A. Fuentes C.","NY01419510_01","(Benth.) Barneby & J.W.Grimes","-68.495","-14.5422","970","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-27 19:26:00-03","NY","NYBG","01419520","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","06","10","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419520","36235","Central",NA,"Acosta Ñu: Creek, affluent of Paraguay River.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419520_01",NA,"-57.53","-25.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00924470","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. P. Heringer","1958","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924470","6582","Minas Gerais",NA,"Faz. do Rasgao, Paraopeba","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY00924470_01","(Benth.) Barneby & J.W.Grimes","-44.5","-19.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-09-27 19:26:00-03","NY","NYBG","01419474","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. M. Pedersen","1949","10","27","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666523' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419474","463","Corrientes","Mburucuyá","Estancia Santa Maria","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00924469","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","L. Riedel","1824",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924469","s.n.","Minas Gerais",NA,"In lacis humudis pr. Jaquaré","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY00924469_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-09-27 19:27:00-03","NY","NYBG","01419505","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. G. Beck","1983","10","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667934' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419505","9610","Tarija","Aniceto Arce","Padacaya 42 kms. hacia Bermejo","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419505_01",NA,NA,NA,"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","01419508","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee",NA,NA,NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419508","37934","Santa Cruz","Andrés Ibáñez","W side of city of Santa Cruz.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419508_01","(Benth.) Barneby & J.W.Grimes","-63.2","-17.78","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01419483","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. Venturi","1929","10","06","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666536' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419483","9743","Jujuy",NA,"Departamento: San Pedro. Sierra Santa Barbara","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419483_01","(Benth.) Barneby & J.W.Grimes",NA,NA,"710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-09-27 19:26:00-03","NY","NYBG","01419475","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. M. Pedersen","1949","10","27","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666525' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419475","463","Corrientes","Mburucuyá","Estancia Santa Maria","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-10-19 10:49:00-02","NY","NYBG","01419528","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","R. Degen","1993","09","18","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419528","2997","Presidente Hayes",NA,"Colonia Paratodo.","Magnoliophyta","Fabales","R. C. Barneby","NY01419528_01",NA,"-59.5861","-23.2333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-09-27 19:27:00-03","NY","NYBG","01419504","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. G. Beck","1981","10","02","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419504","7154","Santa Cruz","Andrés Ibáñez","Santa Cruz. Jardín Botánico Municipal, al lado del rio Piray","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419504_01",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01419496","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. Morong","1889","10","20","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667812' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419496","801",NA,NA,"Central Paraguay. Suburbs of Asuncion.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419496_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01419500","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1989","01","22","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378727' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419500","37695","Santa Cruz","Andrés Ibáñez","Along Rio Chore-Chore [=Rio Pantano], 7 km. SE of Palmar del Oratorio and 18 km. SE of center of Santa Cruz","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419500_01","(Benth.) Barneby & J.W.Grimes","-63.1","-17.93","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00924491","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","B. A. S. Pereira","1995","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924491","2892","Goiás","Vila Boa","Proximidades da Vila Chamada","Magnoliophyta","Fabales","R. C. Barneby","NY00924491_01","(Benth.) Barneby & J.W.Grimes","-47","-15.17","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01144917","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","H. Lorenzi","1994","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301030' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144917","990","Mato Grosso do Sul","Miranda","Road to Agachi.","Magnoliophyta","Fabales","G. K. Brown","NY01144917_01","(Benth.) Barneby & J.W.Grimes","-56.3781","-20.2408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-12-16 11:56:00-02","NY","NYBG","01419493","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. G. Beck","1983","10","28","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667782' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419493","9849","Chuquisaca","Hernando Siles","Monteagudo,9 kms. hacia el NW, pasando la e stación de bombeo No. 2. Cañadillas.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01419509","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","R. Guillén","1994","05","23","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419509","1486","Santa Cruz","José Miguel de Velasco","Campamento EL REFUGIO a 1400 m al sudoeste de la casa yendo hacia la pampa de Las Islas.","Magnoliophyta","Fabales","R. C. Barneby","NY01419509_01","(Benth.) Barneby & J.W.Grimes","-61.0478","-14.7858","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01419501","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. G. Beck","1981","08","05","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667845' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419501","5627","El Beni","José Ballivián","Espiritu en la zona de influencia del río Yacuma.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419501_01","(Benth.) Barneby & J.W.Grimes","-66.6167","-14.2","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-10-19 10:49:00-02","NY","NYBG","01419471","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","P. G. Lorentz","1873","04",NA,"South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419471","s.n.",NA,NA,"Jujuy.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419471_01 NY01419471_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","01419511","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. Saldías Paz","1996","07","17","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419511","4424","Santa Cruz","Manuel María Caballero","Loc. San Juan del Potrero. Río Palmar, más ou menos 10 km. orilla del río.","Magnoliophyta","Fabales","M. H. Nee","NY01419511_01","(Benth.) Barneby & J.W.Grimes","-64.28","-17.97","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","230340","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1998","02","02","South America","Bolivia","wood sample",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230340","48235","Santa Cruz","Florida","Vic. Achira Camping, in bottom of valley.","Magnoliophyta","Fabales","M. H. Nee",NA,"(Benth.) Barneby & J.W.Grimes","-63.82","-18.15","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","01419499","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1988","12","27","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378726' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419499","37377","Santa Cruz","Andrés Ibáñez","On W side of city of Santa Cruz.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419499_01","(Benth.) Barneby & J.W.Grimes","-63.2","-17.78","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","01419507","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1987","08","25","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378724' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419507","35759","Santa Cruz","Andrés Ibáñez","1 km. E of oil refinery, 11 km. S of center of Santa Cruz","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419507_01","(Benth.) Barneby & J.W.Grimes","-63.18","-17.875","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01419487","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","P. Bettella","1988","04","20","South America","Bolivia","sheet",NA,"Voucher for NCI cancer screening project. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419487","84","Santa Cruz","Andrés Ibáñez","Ciudad de Santa Cruz de la Sierra (Campus Universitario).","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419487_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-09-27 19:26:00-03","NY","NYBG","01419517","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. Hassler","1885",NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668252' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419517","1106",NA,NA,"Plantae Paraguarienses","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2016-10-19 10:49:00-02","NY","NYBG","01419530","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","06","10","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668590' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419530","36133",NA,NA,"Border Tavarory-Acosta Ñu. Creek, affluent of Paraguay River.","Magnoliophyta","Fabales","R. C. Barneby","NY01419530_01",NA,"-57.5272","-25.4664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-09-27 19:26:00-03","NY","NYBG","01419533","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","08","05","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668598' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419533","36790","Paraguarí",NA,"Estero del Ypoá: Trinchera Cué. Border of estero","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419533_01",NA,"-57.38","-25.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-10-19 10:49:00-02","NY","NYBG","01419531","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","06","01","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419531","35911","Cordillera",NA,"Between Emboscada and Nueva Colombia","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419531_01",NA,"-57.32","-25.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00924490","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","B. A. S. Pereira","1997","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924490","3430","Minas Gerais","Arinos","Na Fazenda Cuscuzeiro. Km 30 da estrada de terra Arinos/Buritis","Magnoliophyta","Fabales","R. C. Barneby","NY00924490_01","(Benth.) Barneby & J.W.Grimes","-46.25","-15.83","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-09-27 19:26:00-03","NY","NYBG","01419481","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. Rojas","1944","06","24","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666534' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419481","s.n.","Salta","Orán",NA,"Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","01419599","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee",NA,NA,NA,"South America","Bolivia","wood sample",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1678321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419599","37934","Santa Cruz","Andrés Ibáñez","W side of city of Santa Cruz.","Magnoliophyta","Fabales",NA,NA,"(Benth.) Barneby & J.W.Grimes","-63.2","-17.78","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2016-09-27 19:26:00-03","NY","NYBG","01419502","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","J. Steinbach","1928","11","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667855' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419502","8609","Santa Cruz",NA,"Tal von Pojos.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419502_01",NA,NA,NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","01419480","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","A. M. R. Huidobro","1944","07","15","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419480","s.n.","Salta","Orán","Agua Blanca","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419480_01","(Benth.) Barneby & J.W.Grimes","-64.354128","-22.735239","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","01419478","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","A. E. Burkart","1974","11","03","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419478","30482","Salta",NA,"Dep. Rosario de la Frontera, Rosario de la Frontera, ruta 34, km. al N.","Magnoliophyta","Fabales","R. C. Barneby","NY01419478_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","01419498","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1988","12","09","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419498","37094","Santa Cruz","Andrés Ibáñez","Along Rio Pantano (=Rio Chore-Chore), 7 km. SE of Palmar del Oratorio and 18 km. SE of center of Santa Cruz","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419498_01","(Benth.) Barneby & J.W.Grimes","-63.1","-17.93","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2016-09-27 19:26:00-03","NY","NYBG","01419521","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","08","05","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419521","36790","Paraguarí",NA,"Estero del Ypoá: Trinchera Cué. Border of estero","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419521_01",NA,"-57.38","-25.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2016-10-19 10:49:00-02","NY","NYBG","01419529","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","N. Soria","1989","07","19","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668584' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419529","3980","Paraguarí",NA,"Mbatoví.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419529_01",NA,"-57.12","-25.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","334713","PreservedSpecimen","Plantae","Fabaceae","Pithecellobium","tenuiflorum","Pithecellobium tenuiflorum","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00334713","2343","Tocantins","Arraias","Eng. Saesedas, prope Arraias","Magnoliophyta","Fabales",NA,"NY00334713_01","Benth.","-46.9381","-12.9317",NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-04-08 17:39:44-03","EAO","IAN","104656","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","Magalhães, MG","1951","09","09","Southern America","Brasil",NA,NA,"Arvore de 6 - 72,00m altura.&nf;Cha dos frutos fara doencas das vias respiratoriasforte muacarfo adocicado.&nf;Os Gados bovino morre com frequenci quando insere os frutos em quantidade relativa.","IAN104656","4597","Minas Gerais",NA,"Alto grande.","Dicotiledônea",NA,"Lewis, GP",NA,"(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,"1998","08","06",NA,NA,NA,NA,NA,NA,NA,NA
