"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"11","2020-12-21 16:37:35-03","MBM","MBM","241650","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Kawasaki, M.L.","Custódio, A.","2358","1984","04","06","Southern America","Brazil","São Paulo","Biritiba-Mirim","Biritiba-Mirim","-46.0299987792969","-23.5699996948242",NA,NA,"MBM241650","MBM241650",NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA,NA,NA
"12","2020-12-21 16:37:35-03","MBM","MBM","169073","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61142","1994","10","08","Southern America","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, rodovia para Castelinho","-40.749698638916","-20.6350002288818",NA,NA,"MBM169073","MBM169073",NA,NA,NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,NA
"13","2015-09-04 20:35:41-03","MNHN","RECOLNAT_MNHN_P","P05203829","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio Jan.). Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.n. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203829' target='other'> <mi>dwc_moreinfo</mi></a>","P05203829","P05203829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19875",NA,NA,NA,NA
"14","2016-03-09 18:11:33-03","MNHN","RECOLNAT_MNHN_P","P05203835","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,"1867","7","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203835' target='other'> <mi>dwc_moreinfo</mi></a>","P05203835","P05203835_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","1273",NA,NA,NA,NA
"15","2015-09-04 20:35:42-03","MNHN","RECOLNAT_MNHN_P","P05203834","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.|Balansa",NA,"1977","7","31",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203834' target='other'> <mi>dwc_moreinfo</mi></a>","P05203834","P05203834_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","9427",NA,NA,NA,NA
"16","2015-09-04 20:35:41-03","MNHN","RECOLNAT_MNHN_P","P05203832","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,"1867","7","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203832' target='other'> <mi>dwc_moreinfo</mi></a>","P05203832","P05203832_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","1273",NA,NA,NA,NA
"17","2015-09-04 20:35:41-03","MNHN","RECOLNAT_MNHN_P","P05203830","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,"1877","7","31",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil (Rio Jan.) Corcovado. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203830' target='other'> <mi>dwc_moreinfo</mi></a>","P05203830","P05203830_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","9427",NA,NA,NA,NA
"18","2015-09-04 20:35:41-03","MNHN","RECOLNAT_MNHN_P","P05203831","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,"1873","7","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil (Rio Jan.) Tijuca. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203831' target='other'> <mi>dwc_moreinfo</mi></a>","P05203831","P05203831_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","6533",NA,NA,NA,NA
"19","2015-09-05 02:57:40-03","MNHN","RECOLNAT_MNHN_P","P05098237","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado (Prov. Rio Jan.). Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb","Plantae Brasiliae Centralis a Glaziou lectae. Juillet - Août - CC. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05098237' target='other'> <mi>dwc_moreinfo</mi></a>","P05098237","P05098237_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","1273",NA,NA,NA,NA
"20","2015-09-04 20:35:42-03","MNHN","RECOLNAT_MNHN_P","P05203833","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Lourenço","Glaziou, A.",NA,"1873","7","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca. Brésil. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203833' target='other'> <mi>dwc_moreinfo</mi></a>","P05203833","P05203833_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","6533",NA,NA,NA,NA
"21","2020-12-11 11:39:37-03","UFMG","BHCB","173924","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos",NA,"Hatschbach, G; Silva, JM","61142","1994","10","08","Southern America","Brasil","Espírito Santo","Alfredo Chaves","rodovia para castelinho","-40.749698638916","-20.6350002288818",NA,"Árvore, 5m, flor alva.; Mata pluvial.","BHCB019239",NA,NA,NA,NA,NA,"2018","12","18","32447","auto",NA,NA,NA,NA,NA
"22","2020-12-11 11:39:37-03","UFMG","BHCB","173923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos",NA,"Kollmann, K; Bausen, E; Pizziolo, W","409","1998","08","19","Southern America","Brasil","Espírito Santo","Santa Teresa","Sítio do Zurlo","-40.6002998352051","-19.9356002807617",NA,"Arvoreto 6m. Botões verdes.; Mata de encosta.","BHCB019238",NA,"750","750",NA,NA,"2018","12","18","23813","auto",NA,NA,NA,NA,NA
"23","2012-11-29 10:41:00-02","MO","MOBOT","1369183","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","dusenii","Mitranthes dusenii","Kausel",NA,"José Steinbach","Steinbach G. 6387","1925","8","2","South America","Bolivia","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"24","2013-08-23 04:12:00-03","MO","MOBOT","3204407","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","warmingiana","Mitranthes warmingiana","(Kiaersk.) Burret",NA,"Dimitri Sucre","Sucre 7694","1971",NA,NA,"South America","Brazil",NA,NA,"Est. da Guanabara - Mata do Rumo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10525",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral, 2001","L. Kollmann; E. Bausen & W. Pizziolo","2471","1999","04","14",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Arvoreto 7,50m. Dap 11cm. Fuste 5m. Botões brancos.","MBML010525",NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10962",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/1995","G. Hatschbach; et al","61142","1994","10","08",NA,"Brasil","Espírito Santo","Alfredo Chaves","São Bento de Urânia","-40.917222","-20.471667",NA,"Arvore, 5m. Flor alva. Mata pluvial.","MBML010962",NA,NA,NA,"40W55'2","20S28'18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10998",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/Dez.2002","L. D. Thomaz","1474","1995","04","28",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 17m. PAP 58cm. Caule interno branco com flore e botões.","MBML010998",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11011",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/Dez.2002","L. D. Thomaz","1447","1993","11","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Não amostrada, na beira do rio, trilha principal, fruto negro.","MBML011011",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11013",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/Dez.2002","L. D. Thomaz","1458","1993","10","21",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Não amostrada na beira do rio perto de uma cercropia, 9m de altura, fruto verde.","MBML011013",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11014",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/Dez.2002","L. D. Thomaz","1399","1993","06","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 17m, PAP 58cm, caule interno branco, com frutos.","MBML011014",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11893",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral, 2001","L. Kollmann; et al","2303","1999","03","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreto 15m.DAP 11cm. Fuste 14m. Frutos verdes.","MBML011893",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","12892",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral, 2001","V. Demuner; et al","1209","2000","06","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore 11m, DAP 20cm, fuste 8m, botões florais, folha face abaxial de cor verde claro. Interior de mata.","MBML012892",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","14377",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral, 2001","L. Kollmann; et al","3904","2001","06","12",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,"Arvoreto 7m no sol. Frutos verdes.","MBML014377",NA,NA,NA,"40W34'60","19S59'3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","14669",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/2001","L. Kollmann; et al","4099","2001","07","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreto 9m. DAP 15cm. Fuste 6m. Frutos verdes.","MBML014669","MBML014669",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","18016",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/Dez.2002","R.R. Vervloet; et al","807","2002","09","04",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore 12m, meia encosta, dossel 15m, altitude 830m, botões verdes, estames brancos.","MBML018016",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7149",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral, 2001","L. D. Thomaz","1812","1993","10","21",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Não amostrada, em cima P79, frutos verdes / vinosos.","MBML007149",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7688",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/1998","L. Kollmann; E. Bausen & W. Pizziolo","305","1998","08","05",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Mata de encosta. Árvore 9m. Botões verdes.","MBML007688",NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7696",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/1998","L. Kollmann; E. Bausen & W. Pizziolo","380","1998","08","18",NA,"Brasil","Espírito Santo","Santa Leopoldina","Rio do Norte. Ribeirão Timbuí.","-40.596389","-20.054167",NA,"Fundo de vale. Beira de cachoeira. Árvore 7m. Frutos verdes.","MBML007696",NA,NA,NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7701",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/1998","L. Kollmann; E. Bausen & W. Pizziolo","409","1998","08","19",NA,"Brasil","Espírito Santo","Santa Teresa","Sítio do Zurlo","-40.534444","-19.950556",NA,"Mata de encosta. Arvoreto 6m. Botões verdes.","MBML007701",NA,NA,NA,"40W32'4","19S57'2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7708",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M. Sobral/1998","L. Kollmann; E. Bausen & W. Pizziolo","497","1998","09","09",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço. Mata Fria.","-40.683611","-19.931111",NA,"Chapada. Árvore 10m. DAP 25cm. Fuste 4m. Frutos verdes.","MBML007708",NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10493",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","W. P. Lopes; E. Bausen & W. Pizziolo","656","1999","05","06",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Country Club","-40.635556","-19.925556",NA,"Arvore 8m. Dap 18cm. Fuste 6,5m. Flores secas. Frutos jovens. Ambiente úmido.","MBML010493","MBML010493",NA,NA,"40W38'8","19S55'32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10524",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","L. Kollmann; E. Bausen & W. Pizziolo","2479","1999","04","14",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Arvoreto 6m. Dap 10cm. Fuste 1m. Flores brancas.","MBML010524","MBML010524",NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11924",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","L. Kollmann; et al","2198","1999","03","19",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Beira de rio. Arvoreto 7m. DAP 6cm. Fuste 6m. Frutos verdes.","MBML011924","MBML011924",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","14967",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","L. Kollmann; et al","4351","2001","08","15",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,"Arvoreto 9m. DAP 10cm. Fuste 5m. Frutos verdes.","MBML014967","MBML014967",NA,NA,"40W34'60","19S59'3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
