"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"178","2019-10-25 11:37:47-03","IECOS","HBRA","2119","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","27","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000032","HBRA0000032",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-10-25 11:37:48-03","IECOS","HBRA","2166","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","73","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000461","HBRA0000461",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-10-25 11:37:47-03","IECOS","HBRA","2101","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","3","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000073","HBRA0000073",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-10-25 11:37:47-03","IECOS","HBRA","940","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2006","08","26","U. Mehlig","209","2006","08","26","Brasil","Pará","Augusto Corrêa","praia de Perimirim","-46.58991667","-0.97413889","-46.58991667","-0.97413889","Arvore pequena, tronco caido; com folhas lanceoladas em brotos novos na base do tronco","HBRA0000113","HBRA0000113 HBRA0000113_v01",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-10-25 11:37:47-03","IECOS","HBRA","2118","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","26","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000040","HBRA0000040",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-10-25 11:37:47-03","IECOS","HBRA","2144","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","48","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000462","HBRA0000462",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-01-23 15:06:00-03","IECOS","HBRA","721","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2005","05","07","U. Mehlig","150","2005","05","07","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua, leste do canal de maré Furo do Chavascal; beira de uma afluente do canal. Vegetação de árvores jovens e arbustos de Avicennia germinans, Avicennia schaueriana e Laguncularia racemosa","-46.61658333","-0.81813889","-46.61658333","-0.81813889",NA,"HBRA0000481,HBRA0000477","HBRA0000477 HBRA0000481",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-10-25 11:37:47-03","IECOS","HBRA","2155","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","61","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000141","HBRA0000141",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-10-25 11:37:47-03","IECOS","HBRA","2150","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","56","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000081","HBRA0000081",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-10-25 11:37:47-03","IECOS","HBRA","2109","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","15","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000034","HBRA0000034",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-01-23 15:06:00-03","IECOS","HBRA","1921","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","03","08","U. Mehlig","502","2008","03","08","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua. Chavascal, faixa com árvores de manguezal na desembocadura do canal de maré. Em sedimento lamoso mole","-46.62530556","-0.8135","-46.62530556","-0.81350000","Árvore pequena, altura < 2,5 m. Lobos da corola glabras, brancas","HBRA0000465,HBRA0000469","HBRA0000465 HBRA0000469",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-10-25 11:37:47-03","IECOS","HBRA","2113","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","19","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000060","HBRA0000060",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-10-25 11:37:47-03","IECOS","HBRA","2129","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","31","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000121","HBRA0000121",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-10-25 11:37:47-03","IECOS","HBRA","2149","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","55","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000109","HBRA0000109",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-10-25 11:37:47-03","IECOS","HBRA","2111","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","17","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000470","HBRA0000470",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-10-25 11:37:47-03","IECOS","HBRA","2142","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","46","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000085","HBRA0000085",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-10-25 11:37:47-03","IECOS","HBRA","2151","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","57","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000441","HBRA0000441",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-01-28 10:48:31-03","IECOS","HBRA","9476","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2015","06","26","U. Mehlig","1719","2015","06","26","Brasil","Pará","Viseu","Fernandes Belo, praia da vila Apeu-Salvador. Manguezal próximo à praia","-46.18513889","-0.94563889","-46.18513889","-0.94563889","Árvore </5/m. Corola branca","HBRA0004872","HBRA0004872",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-10-25 11:37:48-03","IECOS","HBRA","2162","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","68","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000434","HBRA0000434",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-10-25 11:37:48-03","IECOS","HBRA","4488","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2010","11","07","U. Mehlig","896","2010","07","11","Brasil","Pará","Bragança","Península de Ajuruteua, banco de lama no canal de maré Furo Grande, aprox. 3,7 km ao noroeste da ponte da estrada Bragança-Ajuruteua (PA-458) sobre o canal de maré Furo Grande","-46.6625","-0.81666667","-46.66250000","-0.81666667","Arbusto. Corola branca, na fauce amarela","HBRA0000493","HBRA0000493",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-10-25 11:37:47-03","IECOS","HBRA","2115","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","22","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000026","HBRA0000026",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-10-25 11:37:48-03","IECOS","HBRA","2159","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","65","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000117","HBRA0000117",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-25 11:37:47-03","IECOS","HBRA","2120","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","28","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000038","HBRA0000038",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-10-25 11:37:47-03","IECOS","HBRA","2122","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","30","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000044","HBRA0000044",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-10-25 11:37:47-03","IECOS","HBRA","1","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","1998","08","19","M. P. M. Menezes","85","1998","08","19","Brasil","Maranhão","Alcântara",NA,"-44.41944444","-2.40916667","-44.41944444","-2.40916667",NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul","material em líquido",NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-10-25 11:37:47-03","IECOS","HBRA","2134","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","38","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000097","HBRA0000097",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-10-25 11:37:48-03","IECOS","HBRA","2163","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","69","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000438","HBRA0000438",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-10-25 11:37:47-03","IECOS","HBRA","938","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2006","08","26","U. Mehlig","207","2006","08","26","Brasil","Pará","Augusto Corrêa","praia de Perimirim","-46.58944444","-0.97569444","-46.58944444","-0.97569444",NA,"HBRA0000129","HBRA0000129",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-10-25 11:37:47-03","IECOS","HBRA","2117","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","25","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000030","HBRA0000030",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-10-25 11:37:47-03","IECOS","HBRA","2104","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","7","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000046","HBRA0000046",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-10-25 11:37:47-03","IECOS","HBRA","2114","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","21","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000072","HBRA0000072",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-10-25 11:37:47-03","IECOS","HBRA","2138","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","42","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000486","HBRA0000486",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-25 11:37:47-03","IECOS","HBRA","2107","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","13","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000062","HBRA0000062",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-25 11:37:47-03","IECOS","HBRA","2137","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","41","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000101","HBRA0000101",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-10-25 11:37:48-03","IECOS","HBRA","2164","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","71","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000449","HBRA0000449",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-25 11:37:48-03","IECOS","HBRA","4848","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2011","05","15","U. Mehlig","951","2011","05","15","Brasil","Pará","São João de Pirabas","Praia do Buraco, banco de lama na beira de um canal de maré","-47.11922222","-0.68433333","-47.11922222","-0.68433333","Arbusto, <0,8 m. Lobos da corola brancos","HBRA0000485","HBRA0000485 HBRA0000485_v01",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-10-25 11:37:47-03","IECOS","HBRA","2157","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","63","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000474","HBRA0000474",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-10-25 11:37:47-03","IECOS","HBRA","2154","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","60","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000450","HBRA0000450",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-10-25 11:37:47-03","IECOS","HBRA","2141","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","45","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000445","HBRA0000445",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-25 11:37:47-03","IECOS","HBRA","2112","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","18","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000058","HBRA0000058",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-25 11:37:47-03","IECOS","HBRA","2140","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","44","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000458","HBRA0000458",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-10-25 11:37:47-03","IECOS","HBRA","2139","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","43","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000490","HBRA0000490",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-10-25 11:37:47-03","IECOS","HBRA","2102","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","4","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000501","HBRA0000501",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-10-25 11:37:47-03","IECOS","HBRA","2105","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","10","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000042","HBRA0000042",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-10-25 11:37:47-03","IECOS","HBRA","2135","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","39","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000093","HBRA0000093",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-25 11:37:47-03","IECOS","HBRA","2146","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","50","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000133","HBRA0000133",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-10-25 11:37:47-03","IECOS","HBRA","2116","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","23","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000068","HBRA0000068",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-10-25 11:37:47-03","IECOS","HBRA","2103","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","05","G. M. Mori","5","2008","06","05","Brasil","Pará","Bragança","Península de Ajuruteua, bancos de lama nas desembocaduras dos canais de maré do Buçucanga e do Chavascal","-46.62577778","-0.81405556","-46.62577778","-0.81405556",NA,"HBRA0000433","HBRA0000433",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-10-25 11:37:47-03","IECOS","HBRA","2143","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","47","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000437","HBRA0000437",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-10-25 11:37:47-03","IECOS","HBRA","2145","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","49","2008","06","06","Brasil","Pará","Augusto Corrêa","Ponta do Urumajó","-46.61741667","-0.96355556","-46.61741667","-0.96355556",NA,"HBRA0000125","HBRA0000125",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-10-25 11:37:48-03","IECOS","HBRA","2160","S","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","U. Mehlig","2008","06","06","G. M. Mori","66","2008","06","06","Brasil","Pará","Augusto Corrêa","banco de lama oeste da praia de Perimirim","-46.59019444","-0.97422222","-46.59019444","-0.97422222",NA,"HBRA0000435","HBRA0000435",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
