"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"115","2020-12-21 16:21:18-03","MBM","MBM","251423","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","tomentosa","Bonamia tomentosa","Hassl.","Smith, S.F.","Carneiro, J.","956","2000","03","20","Southern America","Brazil","Paraná","Fazenda Monte Verde",NA,NA,NA,"Cipó da orla da mata","MBM251423","MBM251423","Jundiaí do Sul","-50.247501373291","-23.4367008209229",NA,"2001",NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA
"116","2019-10-10 17:40:33-03","UESC","UESC","9722","S","Plantae","Angiospermae","Florideophycidae","Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier",NA,"Funch, R.","91","2002","04","04",NA,"Brasil","Bahia",NA,NA,NA,NA,"Arbusto flexuoso ca. 2cm de altura","UESC0009722",NA,"Palmeira","-41.542778","-12.441111",NA,NA,NA,"41W32'34''","12S26'28''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"117","2020-08-28 16:22:08-03","UESC","UESC","2199","S","Plantae","Angiospermae","Florideophycidae","Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallf.f.",NA,"Ganev, W.","3026","1994","02","21",NA,"Brasil","Bahia",NA,"1000","1000",NA,"Trepadeira de ca. 3m, média ramificação.; Planta em floração comum.","UESC0002199",NA,"São Bento do Sul","-41.816667","-13.3",NA,NA,NA,"41W49'0''","13S18'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"118","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790542","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Schreiner",NA,NA,NA,NA,NA,"Brasil",NA,"Cantagalo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790542' target='other'> <mi>dwc_moreinfo</mi></a>","P03790542","P03790542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-09-04 13:05:41-03","MNHN","RECOLNAT_MNHN_P","P03867340","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Fiebrig, K.",NA,"1908","2","1",NA,"Paraguai",NA,"Caballero - N. Paraguay: Zwischen Rio Apa und Rio Aquidaban. Paraguai",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03867340' target='other'> <mi>dwc_moreinfo</mi></a>","P03867340","P03867340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4764",NA,NA,NA
"120","2015-09-04 12:43:07-03","MNHN","RECOLNAT_MNHN_P","P04070260","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Harley, R.M.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1974","3","7",NA,"Brasil","Bahia","26 km North West of Lagoinha (which is 5,5 km SW of Delfino) on side road to Minas do Mimoso. Bahia, Nordeste, Brasil, América do Sul","650",NA,"hb",". . Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, January-April, 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04070260' target='other'> <mi>dwc_moreinfo</mi></a>","P04070260","P04070260_01",NA,"-41.38333","-10.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16923",NA,NA,NA
"121","2015-09-04 12:43:07-03","MNHN","RECOLNAT_MNHN_P","P04070263","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","s.c.",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04070263' target='other'> <mi>dwc_moreinfo</mi></a>","P04070263","P04070263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-09-04 12:43:07-03","MNHN","RECOLNAT_MNHN_P","P04070264","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","[Vautir]",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. Donné par M. de Lesser. 1843 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04070264' target='other'> <mi>dwc_moreinfo</mi></a>","P04070264","P04070264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2015-09-04 12:43:07-03","MNHN","RECOLNAT_MNHN_P","P04070268","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04070268' target='other'> <mi>dwc_moreinfo</mi></a>","P04070268","P04070268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",NA,NA,NA
"124","2015-09-03 15:35:50-03","MNHN","RECOLNAT_MNHN_P","P00608694","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simao-Bianchini","Hassler, E.",NA,"1905","3",NA,NA,"Paraguay",NA,"In viciniis Caaguazu",NA,NA,"hb","Reçu le 18 janvier 1906 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00608694' target='other'> <mi>dwc_moreinfo</mi></a>","P00608694","P00608694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9038",NA,NA,NA
"125","2012-06-05 18:01:14-03","MNHN","RECOLNAT_MNHN_P","P02284726","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simao-Bianchini","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","Donné en 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284726' target='other'> <mi>dwc_moreinfo</mi></a>","P02284726","P02284726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2778",NA,NA,NA
"126","2015-09-04 12:50:02-03","MNHN","RECOLNAT_MNHN_P","P03524473","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Bertoni",NA,"1950","3","9",NA,"Paraguai",NA,"Dep. Hernandarias, Sta Teresa. Paraguai","280",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03524473' target='other'> <mi>dwc_moreinfo</mi></a>","P03524473","P03524473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4887",NA,NA,NA
"127","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790538","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790538' target='other'> <mi>dwc_moreinfo</mi></a>","P03790538","P03790538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",NA,NA,NA
"128","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790539","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790539' target='other'> <mi>dwc_moreinfo</mi></a>","P03790539","P03790539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14127",NA,NA,NA
"129","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790541","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Gaudichaud",NA,"1831","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790541' target='other'> <mi>dwc_moreinfo</mi></a>","P03790541","P03790541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",NA,NA,NA
"130","2015-09-04 12:43:07-03","MNHN","RECOLNAT_MNHN_P","P04070266","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro","Brésil: Prov. de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04070266' target='other'> <mi>dwc_moreinfo</mi></a>","P04070266","P04070266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",NA,NA,NA
"131","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790540","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,"1870","4","13",NA,"Brasil","Rio de Janeiro","Brésil, Laranjeiras. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790540' target='other'> <mi>dwc_moreinfo</mi></a>","P03790540","P03790540_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"4142",NA,NA,NA
"132","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790552","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,"1891","3","29",NA,"Brasil","Rio de Janeiro","Brésil, Morro da Babilônia, Botafogo. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790552' target='other'> <mi>dwc_moreinfo</mi></a>","P03790552","P03790552_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"18381",NA,NA,NA
"133","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790551","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,"1891","3","29",NA,"Brasil","Rio de Janeiro","Brésil. Morro da Babylonia á Botafogo. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790551' target='other'> <mi>dwc_moreinfo</mi></a>","P03790551","P03790551_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"18381",NA,NA,NA
"134","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790553","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,"1895","3","29",NA,"Brasil","Rio de Janeiro","Brésil: Morro da Babylonia, à Botafogo. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Reçu le 10 Novembre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790553' target='other'> <mi>dwc_moreinfo</mi></a>","P03790553","P03790553_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"18381",NA,NA,NA
"135","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790537","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,"1870","4","13",NA,"Brasil","Rio de Janeiro","Brésil, province. Laranjeiras. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Reçu le 10 janvier 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790537' target='other'> <mi>dwc_moreinfo</mi></a>","P03790537","P03790537_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"4142",NA,NA,NA
"136","2015-09-04 14:30:45-03","MNHN","RECOLNAT_MNHN_P","P03790543","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Simão-Bianchini","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Laranjeiras. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Plantae Brasiliae centralis. Soc. Bot. de France, Mém. 1-3 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03790543' target='other'> <mi>dwc_moreinfo</mi></a>","P03790543","P03790543_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"4142",NA,NA,NA
"137","2020-10-01 14:25:07-03","JBB","HEPH","7537","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Moreira, ALC","Occhioni, P","4506","1971","03",NA,"Southern America","Brasil","Rio de Janeiro","Mata da Gávea",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"2015","05",NA,NA,"07","57442","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-11 11:34:41-03","UFMG","BHCB","124909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Vervloet, RR; Demuner, V; Bausen, E; Cruz, TA","2754","2007","07","03","Southern America","Brasil","Espírito Santo","Assentamento 16 de Abril","150","200",NA,"Borda de mata. Liana. Frutos imaturos de cor verde",NA,NA,"Águia Branca","-40.734722","-18.907028",NA,NA,NA,"-40.734722","-18.907028",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-11 11:34:41-03","UFMG","BHCB","24952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Guedes, ML; et al.","2829","1993","02","28","Southern America","Brasil","Bahia",NA,NA,NA,NA,"Trepadeira. Folhas membranáceas vilosas. Flores alvas","BHCB039602",NA,NA,NA,NA,NA,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-19 17:58:27-03","UFMG","BHCB","47600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Salino, A; Morais, PO","4675","1999","05","26","Southern America","Brasil","Minas Gerais","Córrego Ribeirão - COPASA., Na região do Reservatório do córrego",NA,NA,NA,"Trepadeira. Folhas cartáceas. Frutos imaturos verdes; Área de vegetação de Cerrado.","BHCB039601",NA,"Medina","-41.4768981933594","-16.2224998474121",NA,"2016","12",NA,NA,NA,"44236","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-11 11:34:42-03","UFMG","BHCB","82183","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Couto, FR","s.n.","2003","04","16","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga. Mata do Jaó.",NA,NA,NA,"Plantas do Brasil. Mata. Cipó. Flores brancas. PJ 522, plot 5, árvore 3339,2","BHCB039701",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,"2016","12",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-11 11:34:42-03","UFMG","BHCB","81274","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Couto, FR","s.n.","2003","04","12","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga, Próximo a cada do Sr. Paulino",NA,NA,NA,"Plantas do Brasil. Mata Atlântica. Cipó. Flores brancas. PJ 513","BHCB039603",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,"2016","12",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-11 11:34:42-03","UFMG","BHCB","60164","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Stehmann, JR; Spósito, TC; Mota, RC da; Barros, A","2961","2001","05","28","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce, Estrada da Ponte Queimada, área em frente à Campolina",NA,NA,NA,"Trepadeira; Clareira de mata","BHCB020143",NA,"Marliéria","-42.7322006225586","-19.7122001647949",NA,"2010","09",NA,NA,"22","28215","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-11 11:34:41-03","UFMG","BHCB","47425","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Lombardi, JA","2875","1999","05","21","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da Lagoa do Meio",NA,NA,NA,"Plantas do Brasil. Borda de Mata Atlântica. Liana. Folhas papiráceas. Frutos imaturos verde-arroxeados",NA,NA,"Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-11 11:34:42-03","UFMG","BHCB","121139","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Ribeiro, T; Jost, T; Tourinho, R","372","2002","04","07","Southern America","Brasil","Minas Gerais","Estrada Salinas - Aeroporto, A 2 km do entroncamento","704","704",NA,"Trepadeira. Folhas pubescentes, concolores, papiráceas. Flores brancas, cálice verde-claro, corola e estames brancos; Caatinga","BHCB020140",NA,"Salinas","-42.338333","-16.196111",NA,"2002","05","-42.338333","-16.196111","24",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-11 11:34:42-03","UFMG","BHCB","127887","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Mendes, MS; Brina, AE; Ranieri, BD; et al.","331","2008","04",NA,"Southern America","Brasil","Bahia","Brejinho das Ametistas, Área da Bahia Mineração","970","970",NA,"Arbustivo; Campo rupestre sobre canga","BHCB020138",NA,"Caetité","-42.537222","-14.358889",NA,NA,NA,"-42.537222","-14.358889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:34:42-03","UFMG","BHCB","124902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Pizziolo, RM","178","1984","07","10","Southern America","Brasil","Espírito Santo","Boa Sorte, Propriedade do Vitorino Cortellette",NA,NA,NA,"Trepadeira. Frutos jovens; Solo escuro.","BHCB020139",NA,"Barra de São Francisco","-40.8908004760742","-18.7549991607666",NA,"2010","09",NA,NA,"22","36480","auto",NA,NA,NA,NA,NA,NA
"148","2020-12-11 11:34:42-03","UFMG","BHCB","21776","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Horta, MB; et al.","s.n.","1991","03","03","Southern America","Brasil","Minas Gerais","Distrito de Irrigação do Jaíba (DIJ), Reserva Florestal",NA,NA,NA,"Herbário DIJ nº511; Trepadeira. Corola branca; Caatinga","BHCB020136",NA,"Manga","-43.932201385498","-14.7558002471924",NA,"2010",NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA,NA
"149","2020-12-11 11:34:42-03","UFMG","BHCB","64429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Barreto, HLM","1625","1935","07","15","Southern America","Brasil","Minas Gerais","Fazenda da Cachoeira.",NA,NA,NA,"Cipó; Mata","BHCB020137",NA,"Tombos","-42.0228004455566","-20.9046993255615",NA,"2010","09",NA,NA,"23","16749","auto",NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:34:42-03","UFMG","BHCB","7459","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Andrade, PM de; Lopes, MA","308","1984","04","23","Southern America","Brasil","Minas Gerais","Fazenda Montes Claros. Mata do Jaó.",NA,NA,NA,"Escandente-volúvel; flores brancas; Mata atlântica","BHCB020141",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,"2011","01",NA,NA,"25","49886","auto",NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:34:42-03","UFMG","BHCB","40579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Salino, A","3923","1998","02","03","Southern America","Brasil","Minas Gerais","Granada., Área de influência da Usina Hidrelétrica de Granada, próximo às margens do Rio Matipó",NA,NA,NA,"Trepadeira com flores brancas e folhas cartáceas","BHCB020142",NA,"Raul Soares","-42.4524993896484","-20.101900100708",NA,"2004",NA,NA,NA,NA,"33728","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:34:42-03","UFMG","BHCB","37814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Salino, A; Stehmann, JR","3347","1997","07","21","Southern America","Brasil","Minas Gerais","Vale do Rio Peruaçu., A caminho da área da Liasa",NA,NA,NA,"Trepadeira com frutos marrom escuro; Cerrado","BHCB020135",NA,"Januária","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"153","2020-03-02 04:36:00-03","MO","MOBOT","100361291","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"W. D. Stevens|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","Stevens 30921","2011","3","9","South America","Paraguay","Guairá","Parque Nacional Ybyturuzu, road to Granja Francisca; roadside and pasture","235.00000000",NA,NA,NA,NA,NA,NA,"-56.1980555","-25.7905555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1389","1",NA,NA
"154","2014-01-21 16:42:00-02","MO","MOBOT","100480970","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","J.R.I. Wood, 2014","G.A. Parada|Y. Inturias|M. Betancur|H. Fernandez|M.T. Martinez","Parada-Gutierrez 4496","2012","5","10","South America","Bolivia","Santa Cruz","Camino entre Mosquera-Petacas.","720.00000000",NA,NA,NA,NA,NA,"Vallegrande","-63.6580556","-18.7027778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-9","1",NA,NA
"155","2019-10-12 04:36:00-03","MO","MOBOT","101138044","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","M.T. Strong","Pedro Acevedo-Rodríguez|M. R. Pace|G.M. Antar|J.R. Fabri|R. Velasques","Acevedo-Rodríguez 16627","2017","9","1","South America","Brazil","Mato Grosso do Sul","Serra da Bodoquena, northwestern side of the southern sector along road to Laudjá.","590.00000000",NA,NA,NA,NA,NA,NA,"-56.7288889","-21.1088889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"156","2012-07-03 17:05:00-03","MO","MOBOT","1127238","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Eric Feltz (MO)","Elsa M. Zardini|W. Cardozo","Zardini 44944","1996","6","12","South America","Paraguay","Amambay","Estancia Don Juancito:Cerro Ysau (grupo cerros AQUA). Scrub on cliffs of table mountain.","270.00000000",NA,NA,NA,NA,NA,NA,"-56.15972","-22.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1061","2",NA,NA
"157","2008-05-27 22:02:00-03","MO","MOBOT","1528680","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","M. Nee, 1994/Fuentes","Michael H. Nee","Nee 45145",NA,NA,NA,"South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","325.00000000",NA,NA,NA,NA,NA,NA,"-63.2","-17.74166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2014-03-05 09:48:00-03","MO","MOBOT","1532532","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","M. Nee","Michael H. Nee","Nee 45380","1994","7","27","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","350.00000000",NA,NA,NA,NA,NA,"Andrés Ibáñez","-62.9","-17.7458333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
