"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","recordNumber","phylum","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","fieldNumber"
"54","2019-11-21 14:32:46-03","UFJF","CESJ","59185","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","M.G.C.Nogueira; B.O.Azevedo","2010","08",NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica do Poço D#?#Anta, Floresta Estacional Semidecidual. 21°44'57.12S 43°18'46.15W, 820 m.s.m.","-43.524383","-22.258797","-43.524383","-22.258797","820","820","CESJ059185",NA,"A.P.G. de Faria","2011","05",NA,"Erva epífita, interior da mata. Encontrada em vários pontos da mata. Flores verde-acobreadas.","3","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:32:46-03","UFJF","CESJ","60676","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","2011","07","16","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","750","800","CESJ060676",NA,"L. Menini Neto","2011","07","16","Borda de mata, distante do curso d'água. Epífita sobre xaxim caido, fruto alvo tricoma alvo.","4","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:32:46-03","UFJF","CESJ","60677","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","D.E.F. Barbosa; L. Menini Neto; G. Alves","2012","08","20","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","750","800","CESJ060677",NA,NA,NA,NA,NA,"Interior de floresta, próximo ao curso d'água. Epífita a 3m de altura, bráctea rosa, cálice glauco, pétalas verde claro.","123","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:32:46-03","UFJF","CESJ","71915","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","D.E.F. Barbosa; B.F. Barbosa; F.R. Silva; M.B. Silva","2018","01","20","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778","-42.935833","-21.387778","850","850","CESJ071915",NA,"D.E.F. Barbosa","2018","01","20","Epífita a 80cm. Frutos imaturos verdes. Borda de floresta.","521","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:32:46-03","UFJF","CESJ","32382","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","L.C.S. Assis","2001","02","27","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"CESJ032382",NA,"L. M. Versieux","2003","09","04","Epífita encontrada no tronco de uma árvore morta. Apresenta flores azuis e brácteas rosas. Tem uma cera branca na base da inflorescência. Encontrei quatro indivíduos da área.","19","Angiosperma",NA,NA,"América do Sul",NA,"7934","auto",NA,NA,NA
"59","2019-11-21 14:32:46-03","UFJF","CESJ","37533","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","R.C. Forzza; et al.","2002","04","20","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"CESJ037533",NA,"R.C. Forzza","2002",NA,NA,"Planta epífita. Folhas verdes marmoradas, bainha atro-vináceas na face interna e verde-claro na face externa; escapo verde com indumento alvo; brácteas passadas; frutos verdes com indumento alvo;sementes róseas.","2174","Angiosperma",NA,NA,"América do Sul",NA,"11991","auto",NA,NA,NA
"60","2020-07-02 18:52:16-03","UFJF","CESJ","36234","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","R.C. Forzza; et al.","2002","01","26","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"CESJ036234",NA,"R.C. Forzza","2002",NA,NA,"Erva epífita próximo a curso d'água. Roseta tubulosa, cerca de 20 cm de diâmetro. Folhas verdes, marmoradas;bainha verde-clara na face externa, atro-vinácea na face interna. Escapo e raque verdes com indumento alvo lanoso. Brácteas do escapo diferentes","2052","Angiosperma",NA,NA,"América do Sul",NA,"11991","auto",NA,NA,NA
"61","2019-11-21 14:32:46-03","UFJF","CESJ","50607","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","I.Almeida; S.A. Roman; F.R.G. Salimena; A.L.Santiago; J.H.C. Ribeiro; P.Aglais; B. Paixão-","2008","05","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ050607",NA,NA,NA,NA,NA,"Erva epífita, tanque tubular, folhas concolor, bainha verde claro; inflorescência e frutos com indumento branco.","17","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"62","2019-11-21 14:32:46-03","UFJF","CESJ","50607","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","I.Almeida; S.A. Roman; F.R.G. Salimena","2008","03","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ050607",NA,NA,NA,NA,NA,"Erva epífita, tanque tubular, folha concolor, bainha verde claro; inflorescência e frutos com indumento branco.","17","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"63","2019-11-21 14:32:46-03","UFJF","CESJ","58035","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","L.C.D.Dias; et al.","2011","05",NA,"Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ058035",NA,NA,NA,NA,NA,NA,"20","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"64","2019-11-21 14:32:46-03","UFJF","CESJ","50431","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","T.M. Machado; J.H.C. Ribeiro; A.L.Santiago; A.S.M. Valente","2008","05","17","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, beira da trilha. 23 Km 0667168.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ050431",NA,NA,NA,NA,NA,"Epífita a 8 m de altura. Flores passadas, escapo com indumento branco. Próximo a curso d'água.","74","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"65","2019-11-21 14:32:46-03","UFJF","CESJ","50431","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","T.M. Machado; J.H.C. Ribeiro; A.L. Santiago","2008","05","17","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Beira da Trilha.&nf;23k 0667168&nf; 7596753","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ050431",NA,NA,NA,NA,NA,"Epífita a 8metros de altura. Flores passadas, escapo com indumento branco. Próximo a curso d'água.","74","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"66","2019-11-21 14:32:46-03","UFJF","CESJ","62710","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V.J.Silva","2013","04","04","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Em trilha, próximo ao lago.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ062710",NA,NA,NA,NA,NA,"Epífita, roseta tubular, inflorescência com brácteas do escapo, rosas. Pétalas amarelo-esverdeadas e estames com filetes azuis.","01","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"67","2019-11-21 14:32:46-03","UFJF","CESJ","44295","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","F.M.F. Viana; et al.","2005","03","05","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ044295",NA,"V.R. Almeida","2004","04",NA,"Epífita em árvore de 12m.; pétalas esverdeadas; filete azul roxeado; anteras esverdeadas; escapo cerca de 80 cm. com tricomas brancos; bráctea cor rosa claro; folha com manchas brancas na face adaxial da folha; interio de mata.","7","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
"68","2019-11-21 14:32:46-03","UFJF","CESJ","66148","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","C.S. Paula","2011",NA,NA,"Brasil","Minas Gerais","Lima Duarte","Pão de Angu","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ066148",NA,"L. Menini Neto","2011",NA,NA,"Erva epífita, no interior de floresta. Frutos com tricomas alvos.","s.n.","Angiosperma",NA,NA,"América do Sul",NA,"30417","auto",NA,NA,NA
"69","2019-11-21 14:32:46-03","UFJF","CESJ","53585","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","J.H.C. Ribeiro; F.S. Souza","2009","05","31","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ053585",NA,"F.S. Souza","2009","05","31","Epífita em mata ciliar. Brácteas do escapo róseas, brácteas da inflorescência róseas, pétalas verdes, estigma e estames azuis.","151","Angiosperma",NA,NA,"América do Sul",NA,"30417","auto",NA,NA,NA
"70","2020-07-02 18:52:16-03","UFJF","CESJ","41908","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V. Schuchter","2004","03","04","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ041908",NA,NA,NA,NA,NA,"(Casa de Vegetação UFJF)&nf;Bainha com face adaxial roxa. Folhas verde-claras. Escapo verde claro com indumento alvo. Brácteas basais do escapo alvas com ápice verde-claro. Brácteas apicais róseas. Ovário verde com indumento alvo. Sépalas creme-esverdeadas","13","Angiosperma",NA,NA,"América do Sul",NA,"20815","auto",NA,NA,NA
"71","2019-11-21 14:32:46-03","UFJF","CESJ","41492","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","L.C.S. Assis; K. Antunes; C.N. Matozinhos; F.R.G. Salimena; A.S.M. Valente; O.J. Bastos Neto","2004","02",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ041492",NA,"V.R. Almeida","2004","04",NA,"Erva epífita, na borda da floresta. Folhas com máculas alvas. Escapo recoberto por cera alva. Brácteas do escapo róseas, cálice também recoberto por cera alva, corola verde a dourada, estruturas reprodutivas masculinas e feminina azuis.","967","Angiosperma",NA,NA,"América do Sul",NA,"20815","auto",NA,NA,NA
"72","2019-11-21 14:32:46-03","UFJF","CESJ","42877","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","2004","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ042877",NA,"C.N. Matozinhos","2004",NA,NA,"Rupícola em borda de mata, brácteas róseas, estames alvos com ápice roxo, estigma roxo.","91","Angiosperma",NA,NA,"América do Sul",NA,"20815","auto",NA,NA,NA
"73","2019-11-21 14:32:46-03","UFJF","CESJ","40296","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","A.S.M. Valente; et al.","2003","02","12","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,NA,NA,NA,"CESJ040296",NA,"V. R. Almeida","2003","09","26","Erva epífita, na mata, em local de boa luminosidade. Corola verde, brácteas róseas.","258","Angiosperma",NA,NA,"América do Sul",NA,"20981","auto",NA,NA,NA
"74","2021-04-07 11:41:58-03","UFMS","CGMS","62703","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V.J. Pott; A. Pott","2002","12","13","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa, próximo ao cerrado da reserva, fundos do Detran.","-54.7180556","-20.4452777","-54,7180556","-20,4452777","510","510","CGMS1095699",NA,"V.J. Pott","2013","05","05","Flor azul. Brácteas róseo-avermelhadas; ovário tomentoso farinoso. Habitat: Remanescente de cerradão raleado com pasto, Brachiaria. Solo argiloso. Relevo plano. Habito: Erva epífita em árvore (na forquilha dos troncos). Esparsa.","6036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:41:58-03","UFMS","CGMS","72899","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V.J. Pott","2007","12","15","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.7180556","-20.4452777","-54,7180556","-20,4452777","510","510","CGMS1105706",NA,NA,NA,NA,NA,"Flor azul. Fruto cinza. Planta crescendo sobre tronco de goiabeira. Muda correspondente à coleta V.J. Pott 6036, em 13.XII.2002. Habitat: Quintal. Solo argiloso. Relevo plano. Habito: Erva rosulada epífita (em tronco vivo).","9974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:41:58-03","UFMS","CGMS","57836","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V.J. Pott; A. Pott","2007","10","12","Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda São Bento, Parque Natural Municipal Templo dos Pilares, serra do Bom Jardim.","-53.6891666","-18.1486111","-53,6891666","-18,1486111","750","750","CGMS1087772",NA,"V.J. Pott",NA,NA,NA,"Flor ausente. Fruto cinza. Habitat: Campo cerrado. Solo litólico (arenito). Relevo íngrime, encosta superior de serra. Habito: Erva rupícola. Mancha ocasional.","9776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:41:58-03","UFMS","CGMS","38303","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","A. Pott; V.J. Pott.","2003","03","28","Brasil","Mato Grosso do Sul","Corumbá","Lagoa Gaíva, Pantanal, próximo a fronteira Brasil/Bolívia.","-57.6666667","-17.8463889","-57,6666667","-17,8463889","110","110","CGMS1067688",NA,NA,NA,NA,NA,"Flor ausente. Duplicata UFMT. Habitat: Floresta de galeria. Solo areia grossa. Relevo plano convexo. Habito: Erva rosulada epífita. Frequente.","10947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:41:58-03","UFMS","CGMS","40200","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","S.S. Moura; D. Gris; G.A. Damasceno-Junior; T. Kohagura","2013","10","01","Brasil","Mato Grosso do Sul","Corguinho","Distrito Taboco, Fazenda Colorado.","-55.3038889","-19.6841666","-55,3038889","-19,6841666","565","565","CGMS1070177",NA,"D. Gris; S.S. Moura","2013","10","16","Habitat: Cerrado. Cerrado stricto-sensu. Solo arenoso. Relevo acidentado. Ampla ocorrência. Habito: Rupícola.","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-04-07 11:41:58-03","UFMS","CGMS","38304","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","V.J. Pott; A. Pott.","2004","11","29","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1067689",NA,NA,NA,NA,NA,"Flor azul. Fruto imaturo cinza. Duplicata MBM. Habitat: Cerrado. Solo argiloso. Relevo plano. Habito: Erva apífita em tronco.","7412",NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA
"80","2021-04-07 11:41:58-03","UFMS","CGMS","49641","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","A. Pott","2005","12","10","Brasil","Mato Grosso do Sul","Porto Murtinho","Defronte à sede da Fazenda Laudejá, entorno do Parque Nacional da Serra da Bodoquena.","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"CGMS1079573",NA,NA,NA,NA,NA,"Flor azul. Fruto não observado. Brácteas da inflorescência rosas. Habitat: Campo arbustivo perturbado por cultivo de Brachiaria. Substrato sobre Myracrodruon urundeuva. Relevo quase plano. Ocasional. Habito: Erva epífita.","13789",NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA
"81","2019-08-20 09:59:09-03","UNICAMP","UEC","90307","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Araújo, AC; Fischer, EA","1995","02","15","Brazil","São Paulo","Iguape","Estrada de asfalto Pariquera-mirim/Iguap","-47.644722","-24.766111","-47.644722","-24.766111",NA,NA,"UEC075987","UEC075987","Wanderley, MDGL","2001","08",NA,"flor, Epífita, folhas verdes com máculas brancas, bainha roxa na face superior; brácteas escapais rosas, escapo e sépalas cobertas por pilosidade brancacenta, pétalas amarelas, filetes branco-azulados, anteras, estiletes e estigmas.","33504","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 09:59:09-03","UNICAMP","UEC","90308","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Leitão Filho, HF","1995","02","11","Brazil","São Paulo","IIha Comprida",NA,"-47.916389","-25.191667","-47.916389","-25.191667",NA,NA,"UEC075990","UEC075990","Wanderley, MDGL","2001","08",NA,"fruto, Epífita, folhas com bainha roxa, veres na face adaxial e roxas maculadas de branco na face abaxial, frutos imaturos e escapo cobertos por pilosidade brancacenta","33238","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-20 09:59:09-03","UNICAMP","UEC","136035","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","1998","11","10","Brazil","Minas Gerais","Carrancas","Toca da Ponte, a cerca de 3 km da cidade.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC075992","UEC075992",NA,NA,NA,NA,"flor, Epífita, brácteas vermelhas, vistosas, flores tubulosas, estames e guineceu, púrpura, perianto esverdeado. Em afloramento, próximo a riacho","416","Liliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA
"84","2019-08-20 09:59:09-03","UNICAMP","UEC","60782","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Souza, WS; Britez, RM","1987","03","14","Brazil","Paraná","Paranaguá","Ilha do Mel, Praia do Miguel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC075989","UEC075989",NA,NA,NA,NA,"flor, Epífita com escapo esbranquiçado, flores amareladas, folha com base interna avermelhada","24546","Liliopsida",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"85","2019-08-20 09:59:09-03","UNICAMP","UEC","138515","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Breier, TB","2005","01","05","Brazil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"UEC075994","UEC075994",NA,NA,NA,NA,NA,"1227","Liliopsida",NA,NA,NA,NA,"37819","auto",NA,NA,NA
"86","2019-08-20 09:59:09-03","UNICAMP","UEC","138514","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Breier, TB; Bahrami, AK","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Parcelas permanentes. Na parcela E14, 14317 a 1,4m do solo","-50.4099998474121","-22.6599998474121",NA,NA,"1","1","UEC075993","UEC075993","Breier, TB","2004","09",NA,NA,"817","Liliopsida",NA,NA,NA,NA,"23972","auto",NA,NA,NA
"87","2019-08-20 09:59:09-03","UNICAMP","UEC","138512","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Breier, TB; Singer, RB","2003","05","09","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC075991","UEC075991","Breier, TB","2004","09",NA,NA,"1024","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA
"88","2019-08-20 09:59:09-03","UNICAMP","UEC","138513","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Breier, TB","2003","03","19","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC075996","UEC075996","Breier, TB","2004","09",NA,NA,"956","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA
"89","2019-01-17 11:22:57-02","PUCRS","MPUC","2874","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.)Lindl.",NA,"1986","12","19","Brasil","SC","Tubarão",".","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,NA,NA,"S.M. Nunes","1986","01","01",NA,NA,NA,"Poales","1","South America",NA,NA,NA,NA,"Liliopsida",NA
"90","2019-01-17 11:22:57-02","PUCRS","MPUC","14695","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.)Lindl.",NA,"2011","08","15","Brasil","RS","Guaíba","BR 116. Km 308, Fazenda São Maximiano","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,"J.L. Waechler",NA,NA,NA,"Em área sobreada proximo a casa",NA,NA,"Poales","1","South America",NA,NA,NA,NA,"Liliopsida",NA
"91","2020-10-14 10:00:04-03","FURB","FURB","14404","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","16","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","FURB19484","FURB19484","Cadorin, TJ","2009","09","16","Epífita IFFSC e8002a (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:00:04-03","FURB","FURB","19877","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","FURB19483","FURB19483","Schmitt, JL","2010","02","01","Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; flor roxa e azul","1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:00:04-03","FURB","FURB","20613","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","Cirenaica.","-49.4972222","-28.5291667","-49.4972222","-28.5291667","197","197","FURB19480","FURB19480","Costa, A","2010","09","29","Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","3943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:00:04-03","FURB","FURB","22538","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","FURB19478","FURB19478","Cadorin, TJ","2010","03","16","Epífita IFFSC e8006a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto seco;","1674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:00:04-03","FURB","FURB","23391","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB19479","FURB19479","Schmitt, J","2010","04","22","Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto branco;","1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:00:04-03","FURB","FURB","25812","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","FURB01109","FURB01109","Rodrigues, AV","2010","07","22","Florística IFFSC 285 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","2749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:00:04-03","FURB","FURB","28070","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Korte, A.; Kniess, A.","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","475","475","FURB19477","FURB19477 FURB19477_1","Costa, A","2011","10","03","Florística IFFSC 457 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita;","3163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
