"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","continentOcean","class","order","relatedCatalogItem","individualCount","fieldNumber","typeStatus","preparationType"
"11","2021-04-05 14:26:08-03","UNESC","CRI","12610","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Aline Votri Guislon & Peterson T. Padilha","Alexandre Medeiros",NA,"2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,"CRI010824",NA,"2017","09","18","Laranjeiras.",NA,NA,"Fruto verde. Coleta 479. Habito: Arbóreo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","12459","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Gemtchújnicov, I.D.",NA,"1968","05","15","Brasil","São Paulo",NA,NA,NA,"9999","9999","BOTU012459",NA,NA,NA,NA,NA,NA,NA,"Pasto natural.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","27138","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Souza, L.R.M.",NA,"1998","03","20","Brasil","Paraná","Califórnia",NA,NA,"9999","9999","BOTU027138",NA,NA,NA,NA,NA,NA,NA,"Arvoreta 4,0 m de alt.; botões florais verdes, flores brancas. Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","34709","PreservedSpecimen","Plantae","Fabaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","D.S. Gissi",NA,NA,"2016","11","29","Brasil","São Paulo","Piracicaba","-47.629444","-22.707611","47°37'46w","22°42'27,4s","BOTU034709",NA,"2016","09","29","ESALQ, próximo à horticultura","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","27139","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Dias, M.C.","Hirosse, D.T.",NA,"1988","05","11","Brasil","Paraná","Londrina",NA,NA,"9999","9999","BOTU027139",NA,"1988",NA,NA,NA,NA,NA,"Árvore 3 - 4 m de altura, frutos verdes, beira da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:21:01-03","UFRJ","RFA","8674","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","L.B. Smith; S.F. Smith","G.G. Hatschbach","16400","1967","05","17","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"RFA49123",NA,NA,NA,NA,"Sítio do Belizario",NA,NA,"Arbusto de 3 m de altura; flor amarelada. externamente levemente vinosa","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:21:01-03","UFRJ","RFA","9792","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","G.G. Hatschbach","G.G. Hatschbach","24092","1970","04","01","Brasil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,"RFA49086",NA,NA,NA,NA,"Ribeirinha",NA,NA,"Arvoreta, flor verde claro","37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:21:01-03","UFRJ","RFA","24406","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","A. Quinet","F. M. de B. Pereira","23/011","2000","05","07","Brasil","Rio de Janeiro","Sapucaia","-42.841944","-22.077778","42º50'31''W","22º4'40''S","RFA29636",NA,NA,NA,NA,"3º distrito, fazenda Selo Verde","764","764","400cm de altura, DAP 13cm, folha verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:40-03","UFRJ","RFA","39997","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Rita C. Almeida-Lafetá","Rita C. Almeida-Lafetá","906","2014","09","20","Brasil","Minas Gerais","Simão Pereira","-43.3119010925293","-21.9636001586914",NA,NA,"RFA49020",NA,NA,NA,NA,NA,NA,NA,"Arbusto ca. 2,5 m de altura; flores amarelo-esverdeadas; frutos maduros negrescentes, ovais","10972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:11:05-03","UTFPR","DVPR","5666","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","597","2018","02","01","Brasil","Paraná","Capanema","-53.384","-25.3525","-53.384","-25.3525","DVPR005666",NA,"2018","03","26","Estrada rural do Distrito Alto Faraday.","334","334","Arvoreta 3 m de altura. Frutos carnosos enegrecidos. Ponto 588; Capoeira meio a fragmentos de Floresta em estágio médio de sucessão secundaria, solo argiloso.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:11:05-03","UTFPR","DVPR","1508","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Estevan, DA","Souza, D; et al.","s.n.","2010","01","25","Brasil","Paraná","Dois Vizinhos","-53.0604","-25.413","-53.0604","-25.413","DVPR001508",NA,"2010",NA,NA,"Trilha ecológica do Campus da UTFPR",NA,NA,"Arvoreta, frutos.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:11:05-03","UTFPR","DVPR","1369","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Estevan, DA","Moura, APC","102","2013","09","14","Brasil","Paraná","Dois Vizinhos","-53.0604","-25.413","-53.0604","-25.413","DVPR001369",NA,"2013","11",NA,"Mata Nativa, UTFPR - DV. Parcela 4",NA,NA,"Arvoreta.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:11:05-03","UTFPR","DVPR","6089","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Silva, DR","Silva, DR; Moura, AP; Dama, VJ","311","2018","06","27","Brasil","Paraná","Capitão Leonidas Marques","-53.1004","-25.3012","-53.1004","-25.3012","DVPR006089",NA,"2018","06","27","Área do futuro reservatório da UHE Baixo Iguaçu. mata á direita do Rio Iguaçu.","243","243","Arbusto 3 m de altura. Folhas verdes-discolor, cártaceas, glabras. Corola verde-clara. Frutos carnosos, verdes, imaturos. Ponto 012.; Fragmento de Floresta Estacional Semidecidual em Estágio avançado de sucessão secundária. Associação",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:11:05-03","UTFPR","DVPR","5479","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Estevan, DA","Souza, PR; et al.","109","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","-53.633","-25.4035","-53.633","-25.4035","DVPR005479",NA,"2017","06",NA,"RPPN Salto Chopim",NA,NA,"Árvore ca 3.5m, parcela 33, número do indíviduo 492; Floresta Estacional Semidecidual",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-24 17:11:05-03","UTFPR","DVPR","5622","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","535","2018","01","19","Brasil","Paraná","Capitão Leonidas Marques","-53.3629","-25.2948","-53.3629","-25.2948","DVPR005622",NA,"2018","02","16","Fragmento florestal do Córrego Saltinho, estrada do pesque e pagueO Recanto","332","332","Arbusto 3 m de altura. Folhas discolores, cartáceas. Flores verdes meio amareladas. Ponto 424; Fragmento de Floresta Estacinal Semidecidual em estágio médio de sucessão secundária sobre solo argiloso. Associação entre Latossolo e Nit",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-24 17:11:05-03","UTFPR","DVPR","5241","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Estevan, DA","Souza, PR; et al.","79","2017","03","25","Brasil","Paraná","São Jorge d' Oeste","-53.0445","-25.3611","-53.0445","-25.3611","DVPR005241",NA,"2017",NA,NA,"RPPN Salto Chopim",NA,NA,"Árvore, 5 m. Flores brancas.; Floresta Estacional Semidecidual",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:11:05-03","UTFPR","DVPR","1095","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Estevan, DA","Duarte, E","63","2013","03","26","Brasil","Paraná","Dois Vizinhos","-53.0607","-25.4149","-53.0607","-25.4149","DVPR001095","DVPR001095","2013","06","04","Unepe - Restauração Ecológica. Nucleação: Chuva de Sementes: parcela 10, sub-parcela 5",NA,NA,"Arbusto jovem.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:11:05-03","UTFPR","DVPR","2690","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Dias, MC","Kinupp, VF; Medri, C","499","1997","03","17","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,"DVPR002690",NA,"1997",NA,NA,"Parque Municipal Peroba Rosa",NA,NA,"Árvore 6m, botões florais e flores creme-esverdeados.","29438","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:11:05-03","UTFPR","DVPR","235","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Ferreira, GM","Ferreira, GM; et al.","61","2007","01","26","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"DVPR000235","DVPR000235","2007",NA,NA,"Fazenda Coro do Boi, Warta",NA,NA,"Árvore 4 m, com frutos verdes.","63728","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:11:05-03","UTFPR","DVPR","240","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Craveiro, AG","Dias, MC; Ronque, AW","7","2002","04","18","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"DVPR000240","DVPR000240",NA,NA,NA,"Parque Arthur Thomas",NA,NA,"Árvore 6 m, flores creme esverdeadas.; Borda da mata, margem dir. do lago, em direção aos sanitários.","63728","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:11:05-03","UTFPR","DVPR","2691","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Dolibaina, PC; Silva, S","Gouvea, MF; et al.","s.n.","1990","04","27","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"DVPR002691",NA,"1992",NA,NA,"Parque Municipal Arthur Thomas",NA,NA,"Arvoreta 2m, flores verde-claras, frutos verdes.","63728","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:49:51-03","EAO","IAN","186889","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Francisco, EM","84","2003","03","14","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"IAN186889",NA,NA,NA,NA,"Chácara Marimbondo.",NA,NA,NA,"63728","auto","Dicotiledônea","Southern America",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:25:51-03","PUCPR","HUCP","10946","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Acra, LA","Wangler, MS; Quadros, J","143","1997","09","12","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"HUCP00018593","HUCP00018593",NA,NA,NA,"Palmital do Natingui",NA,NA,NA,"46016","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:51-03","PUCPR","HUCP","20628","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Acra, LA","Cervi, AC","240","2009","09","10","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00018589","HUCP00018589",NA,NA,NA,"Parque Barigui",NA,NA,NA,"25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:25:51-03","PUCPR","HUCP","1486","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Acra, LA","Mansur, C","015",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00018645","HUCP00018645","1986","05","05","Pilarzinho",NA,NA,NA,"25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:51-03","PUCPR","HUCP","12175","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Dias, MC","Gaivra, MF","s.n.","1988","06","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"HUCP00018649","HUCP00018649",NA,NA,NA,"Distrito Maravilha",NA,NA,NA,"63728","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:51-03","PUCPR","HUCP","12176","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Favaro, SP","s.n.","1989","04","07","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"HUCP00018701","HUCP00018701",NA,NA,NA,"Parque Arthur Thomas",NA,NA,NA,"63728","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:51-03","PUCPR","HUCP","24488","S","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Marinero, F","Michelon, C","1363","2012","04","03","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"HUCP00018585","HUCP00018585",NA,NA,NA,NA,NA,NA,NA,"46016","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:25:06-03","UFBA","ALCB","101099","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Stehmann, JR","Silva, JM; Cordeiro, J; Poliquesi, CB","6437","2008","04","17","Brasil","Paraná","Reserva do Iguaçu","-52.0280990600586","-25.8388996124268",NA,NA,NA,NA,"2009",NA,NA,"Usina Ney Braga, Salto Segredo.",NA,NA,"5 m alt. Flores esverdeadas.; Semidecidual.","28389","auto","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L 0704903","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Unknown",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L0704903",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200704903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales",NA,NA,NA,NA,NA
"41","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864724","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Reitz R; Klein RM",NA,"1962","04","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2864724","NL-L2864724",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351693",NA,NA,NA,NA
"42","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864725","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Reitz R; Klein RM",NA,"1956","05","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2864725","NL-L2864725",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351692",NA,NA,NA,NA
"43","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864726","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Klein RM",NA,"1953","04","02","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2864726","NL-L2864726",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351690",NA,NA,NA,NA
"44","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864727","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Reitz R; Klein RM",NA,"1959","04","24","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2864727","NL-L2864727",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351688",NA,NA,NA,NA
"45","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864728","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Reitz R; Klein RM",NA,"1963","09","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2864728","NL-L2864728",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351689",NA,NA,NA,NA
"46","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.2864729","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Hatschbach GG",NA,"1967","05","17","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-L2864729","NL-L2864729",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","L 0351691",NA,NA,NA,NA
"47","2020-02-08 10:35:07-03","NBC","NL-BOTANY","L.4153061","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Wasum R",NA,"2002","04","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L4153061","NL-L4153061",NA,NA,NA,"RS-Mun. São Francisco de Paula-José Velho, árvore - em beira da estrada.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4153061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales",NA,NA,NA,NA,NA
"48","2020-02-08 10:35:07-03","NBC","NL-BOTANY","U.1736151","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.","Mul JP","Lindeman JC; Haas JH de",NA,"1966","12","07","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736151","NL-U1736151",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales","U 0083820",NA,NA,NA,NA
"49","2020-02-08 10:35:07-03","NBC","NL-BOTANY","U.1736152","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Reitz R; Klein RM",NA,"1962","04","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1736152","NL-U1736152",NA,NA,NA,"Santa Catarina. Serra do Espigao, Papanduva.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales",NA,NA,NA,NA,NA
"50","2020-02-08 10:35:07-03","NBC","NL-BOTANY","U.1736153","PreservedSpecimen","Plantae","Solanaceae","Cestrum","intermedium","Cestrum intermedium","Sendtn.",NA,"Lindeman JC; Haas JH de",NA,"1967","05","13","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1736153","NL-U1736153",NA,NA,NA,"Brasiliae australis. Est. Parana. Vicinity of Roncador.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736153 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America","Magnoliopsidae","Solanales",NA,NA,NA,NA,NA
