"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"115","2021-03-15 16:37:00-03","NY","NYBG","1552493","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","L. Riedel","688",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947712' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552493","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki",NA,NA,NA,NA,NA,"NY01552493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","870623","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","H. S. Irwin","21178","1968","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870623","Magnoliophyta","Malpighiales","L.f.","M. H. Nee","Tocantins","Araguaína","Land of George Yunes & Cia., Araguaína, at Rio das Lontras.","-48.22","-7.22","NY00870623_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","01451679","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","H. T. Beck","168","1987","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451679","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Pará",NA,"Ilha de Marajó, Rio Gipurú, a tributary of the Rio Anajas.","-50.5","-0.25","NY01451679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","527272","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pessoal do Horto Florestal","s.n.","1928","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527272","Magnoliophyta","Malpighiales","L.f.","G. L. Webster","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chineza, perto séde do Horto Florestal","-43.257166","-22.971675","NY00527272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","870612","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","R. de Lemos Fróes","1716","1932","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870612","Magnoliophyta","Malpighiales","L.f.","G. L. Webster","Maranhão","Cândido Mendes","Maracassumé River Region.","-45.7278872","-1.456347","NY00870612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","01451659","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","M. H. Nee","34400","1987","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451659","Magnoliophyta","Malpighiales","L.f.","G. L. Webster","Rondônia","Aríquemes","9.5 km. SE of Ariquemes on hwy. BR 364, then 3.6 km. E on Linea 55","-62.98","-10","NY01451659_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","527264","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","R. S. Pinheiro","28","1967","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527264","Magnoliophyta","Malpighiales","L.f.","M. J. Huft","Bahia","Itapebi","Itapebi, Faz. Lombardia","-39.524762","-15.872865","NY00527264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","01451673","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","G. T. Prance","11005","1971","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451673","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Roraima",NA,"Posto Mucajaí, Rio Mucajaí, Vicinity of Mucajaí airstrip.","-60.919436","2.443722","NY01451673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","298221","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","W. W. Thomas","11914","1999","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298221","Magnoliophyta","Malpighiales","L.f.",NA,"Bahia","Jussari","Serra do Teimoso, 7.5 km N then W of Jussari on road to Palmira, then 2 km S to Fazenda Teimoso, Reserva da Fazenda Teimoso, southern end","-39.5233","-15.155","NY00298221_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","02637326","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","G. S. Silva","455","2014","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2657741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637326","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Bahia","Jiquiriçá","Fazenda Araçá.","-39.599806","-13.189306","NY02637326_01","579","579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","870614","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","E. P. Heringer","5617","1980","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870614","Magnoliophyta","Malpighiales","L.f.","M. H. Nee","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY00870614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","02674938","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","D. Piotto","789","2010","06","10","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671004' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674938","Magnoliophyta","Malpighiales","L.f.","D. Piotto","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42",NA,"120","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","306318","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","M. H. Nee","48708","1998","03","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306318","Magnoliophyta","Malpighiales","L.f.","M. H. Nee","Santa Cruz","Florida","Cerro Herradura, along dirt road and pipeline on ridge between Bermejo and Cerro Sillar, 3 km (by air) NE of Bermejo.","-63.6","-18.12",NA,"1425","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","527248","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","R. P. Belém","612","1965","03","31","South America","Brazil","sheet",NA,"coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527248","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Bahia","Ilhéus","Ilhéus. Centro de Pesquisas do Cacau; CEPLAC; CEPEC;","-39.2273659","-14.771874","NY00527248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","3691713","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Á. Fernández","27903","2010","05","30","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3930383' target='other'> <mi>dwc_moreinfo</mi></a>","NY03691713","Magnoliophyta","Malpighiales","L.f.",NA,"Bolívar","Piar","Alrededores de la represa Guri, vía Puerto Ortaz, cerca de la represa Tocoma","-62.9508","7.9833",NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","01481858","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","W. R. Anderson","11909","1978","01","28","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481858","Magnoliophyta","Malpighiales","L.f.","R. de S. Secco","El Beni",NA,"Banks and forest along the Rio Yata, ca. 40 km SW of Guayaramerin","-65.6192949","-11.0857646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","527252","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","R. P. Belém","2902","1966","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527252","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Bahia","Almadina","Almadina. Plantaçao de cacau","-39.63","-14.7","NY00527252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","196298","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","V. Pesha Baca","94","1991","02","19","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196298","Magnoliophyta","Malpighiales","L.f.","M. N. Alexiades","Madre de Dios","Tambopata","Rio Tambopata. Comunidad Nativa de Infierno","-69.28","-12.83",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","330768","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","M. de Pardo","43","1995","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330768","Magnoliophyta","Malpighiales","L.f.","D. C. Daly","Acre","Xapuri","Estrada de Xapuri à esquerda a 5 km, Fazenda Bonfim. A 4 km à dereita da sede.","-68.231183","-10.77825","NY00330768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","01451683","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","G. T. Prance","14477A","1971","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1695299' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451683","Magnoliophyta","Malpighiales","L.f.","G. L. Webster","Amazonas",NA,"Rio Curuquetê, São Paulo, 30 Km above mouth of Rio Coti","-65.5721569","-8.7658225","NY01451683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","01451692","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","I. L. do Amaral","362","1982","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323165' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451692","Magnoliophyta","Malpighiales","L.f.","M. J. Huft","Amazonas","Maraã","Rio Japurá, margem direita, Ati Paraná.","-66.560572","-2.157621","NY01451692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","00754532","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","P. J. M. Maas","P13085","1971","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754532","Magnoliophyta","Malpighiales","L.f.","W. Punt","Acre","Porto Walter","Near Porangaba, Rio Jurúa-Mirim.","-72.7439","-8.26861","NY00754532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","870616","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","E. L. Taylor","E1320","1983","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870616","Magnoliophyta","Malpighiales","L.f.","M. J. Huft","Maranhão","Grajaú","Mondelandia (42 km. N from BR226 on road that leaves highway E of Grajau); terra devoluta of Sr. Pesoa(sp?), 4 km. W of Mondelandia on path that runs to Rio Grajau and ultimately to Balaio. 1000 hectares of transition forest on ridge above capoeira south of the path.","-46.1383","-5.8194","NY00870616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","1552495","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","L. Riedel","s.n.","1823","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552495","Magnoliophyta","Malpighiales","L.f.","M. J. Huft",NA,NA,NA,NA,NA,"NY01552495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","754523","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","D. C. Daly","8102","1994","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754523","Magnoliophyta","Malpighiales","L.f.","Unspecified Determiner","Acre","Sena Madureira","Basin of Rio Purus, Rio Macaua. Colocação Apuí. River descending, 3m below high water mark","-69.15","-9.77","NY00754523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","527254","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","S. A. Mori","11881","1979","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527254","Magnoliophyta","Malpighiales","L.f.",NA,"Bahia","Santa Cruz Cabrália","Estrada velha para Sta. Cruz, entre a Estaçao Ecológica Pau Brasil e Sta. Cruz. Cerca de 15 km a NW de Porto Seguro","-39.0244","-16.2783","NY00527254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","802160","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","P. G. Delprete","7917","2001","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802160","Magnoliophyta","Malpighiales","L.f.","K. J. Wurdack","Acre","Cruzeiro do Sul","Rio Juruá Mirim, Comunidade Vista Alegre, about 3 km W of community.","-72.6699981689453","-7.63111019134521","NY00802160_01","230","230",NA,"123037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","00754543","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","M. Silveira","416","1993","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754543","Magnoliophyta","Malpighiales","L.f.","J. A. Kallunki","Acre","Marechal Thaumaturgo","Bacia do Rio Juruá, margem direita, Reserva Extrativista do Alto Juruá, norte de Sao Joao do Breu, colocaçao do Sr. Jucá.","-72.7917022705078","-8.9411096572876","NY00754543_01","200","200",NA,"84570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","41597","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","B. C. Bennett","3591","1989","03","29","South America","Ecuador",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041597","Magnoliophyta","Malpighiales","L.f.","R. L. Liesner","Morona-Santiago",NA,"Centro Shuar Yukutais. Near house and chacras of Pedro Kunkumas","-78.17","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","273106","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis brasiliensis","P. Clausen","743","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273106","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00273106_01",NA,NA,"brasiliensis",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","273105","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis brasiliensis","P. Clausen","743","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273105","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00273105_01",NA,NA,"brasiliensis",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","273107","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis peruvianus","R. Spruce","6472","1855",NA,NA,"South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=771006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273107","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"San Martín",NA,"Prope Tarapoto, Peruviae orientalis",NA,NA,"NY00273107_01",NA,NA,"peruvianus",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","273106","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis brasiliensis","P. Clausen","743","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273106","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00273106_01",NA,NA,"brasiliensis",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","273105","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis brasiliensis","P. Clausen","743","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273105","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00273105_01",NA,NA,"brasiliensis",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","273107","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis peruvianus","R. Spruce","6472","1855",NA,NA,"South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=771006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273107","Magnoliophyta","Malpighiales","Müll.Arg.",NA,"San Martín",NA,"Prope Tarapoto, Peruviae orientalis",NA,NA,"NY00273107_01",NA,NA,"peruvianus",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","1851","PreservedSpecimen","Plantae","Euphorbiaceae","Margaritaria","nobilis","Margaritaria nobilis","Assis, P.F.","360","1997","01","17",NA,"Brasil",NA,NA,NA,"BOTU001851",NA,NA,"L.f.",NA,"São Paulo","Agudos","Fazenda Santa Rita",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"151","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","1852","PreservedSpecimen","Plantae","Euphorbiaceae","Margaritaria","nobilis","Margaritaria nobilis","Camargo Assis, P.F.","504","1997","11","25",NA,"Brasil",NA,NA,NA,"BOTU001852",NA,NA,"L.f.",NA,"São Paulo","Agudos","Fazenda Santa Rita",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"152","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","10480","PreservedSpecimen","Plantae","Euphorbiaceae","Margaritaria","nobilis","Margaritaria nobilis","Hatschbach, G","45968","1982","12","29",NA,"Brasil",NA,NA,NA,"BOTU010480",NA,NA,"L.f.","Hatschbach, G.","Paraná","Antonina","Serrinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999","1983","06",NA,NA,NA,NA,NA
"153","2020-11-13 09:20:36-03","UFRJ","RFA","8235","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","G.G. Hatschbach","12939","1965","10","12",NA,"Brasil",NA,NA,"Árvore 30 m de altura; flor creme","RFA40396",NA,NA,"L.f.","L.B. Smith & S.F. Smith","Paraná","Maringá","Horto Florestal","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"19250","auto",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA
"154","2020-11-13 09:20:36-03","UFRJ","RFA","19143","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","G.G. Hatschbach","30902","1972","12","05",NA,"Brasil",NA,NA,"Arvoreta; flor alva","RFA40452",NA,NA,"L.f.","G.G. Hatschbach","Paraná","Morretes","Rio Sapitanduva, margem do rio","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-13 09:20:36-03","UFRJ","RFA","26383","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","A. Quinet","31/67","2001","01","26",NA,"Brasil",NA,NA,"Subarbusto 1,5 m de altura. Folha verde discolor, fruto deiscente verde, comum no local","RFA37774",NA,NA,"L.f.","João Marcelo de A. Braga","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão","-43.040599822998","-22.6527996063232",NA,"100","100",NA,"20531","auto",NA,"43º7'73''W","22º34'80''S",NA,NA,NA,NA,NA,NA,NA
"156","2020-06-29 11:31:53-03","UFRJ","RFA","19708","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","P. Occhioni","8658","1978","12","20",NA,"Brasil",NA,NA,"25 a 30 cm de altura. fruto maduro","RFA40376",NA,NA,"L.f.","I. Cordeiro","Rio de Janeiro","Petrópolis","Serra de Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-06-29 11:31:53-03","UFRJ","RFA","15946","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","P. Occhioni","6998","1975","02","01",NA,"Brasil",NA,NA,"Arbusto","RFA40378",NA,NA,"L.f.","I. Cordeiro","Rio de Janeiro","Rio de Janeiro","Próximo a Parada Modelo, Cortume Carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-24 17:10:56-03","UTFPR","DVPR","2944","PreservedSpecimen","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Francisco, EM","23","2000","11","20",NA,"Brasil",NA,NA,"Árvore 18m, CAP 2,2 cm, projeção 18X16cm, frutos maduro cor verde. Viveiro no. 239.; Borda da mata.","DVPR002944","Magnoliophyta",NA,"L.f.","Mansanares, ME","Paraná","Bela Vista do Paraíso","Fazenda Horizonte","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,"15605","auto",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
