"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"375","2019-08-20 10:02:26-03","UNICAMP","UEC","50985","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Azevedo, MLM","1988","08","16",NA,"Brazil",NA,NA,"Subarbusto ca. 60 cm de altura, botão floral esverdeado, flores jovens de cor esbranquiçadas e liláses com cheiro agradável, estigma branco.","UEC077954","Distrito Federal","Área do Cristo Redentor., Campo sujo.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","91",NA,NA,"UEC077954","Brasília","-47.913333","-15.920278",NA,NA,NA,NA,"-47.913333","-15.920278","1991",NA,NA,NA,NA,NA,NA
"376","2021-02-12 10:02:14-03","UNICAMP","UEC","50994","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Heringer, EP; Mendonça, RC; Paula, JE; Salles, AJEH","1977","09","26",NA,"Brazil",NA,NA,"Arbusto com panícula avermelhada, folha corriacea, frutos jovens.","UEC077964","Distrito Federal","Reserva Ecologica do IBGE, Picada M-5. Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","120",NA,NA,"UEC077964","Brasília","-47.881389","-15.956111",NA,NA,NA,NA,"-47.881389","-15.956111","1991",NA,NA,NA,NA,NA,NA
"377","2019-08-20 10:02:26-03","UNICAMP","UEC","51954","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Alvarenga, D; Oliveira, FCA","1989","09","18",NA,"Brazil",NA,NA,"Erva ca. 80 cm de altura, botão floral roxeado, flores roxa, folhas coriaceas.",NA,"Distrito Federal","Reserva Ecologica do IBGE, Cerrado Sul.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","429",NA,NA,NA,"Brasília","-47.876667","-15.951667",NA,NA,NA,NA,"-47.876667","-15.951667","1991","03",NA,NA,NA,NA,NA
"378","2019-08-20 10:02:26-03","UNICAMP","UEC","52010","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Pereira Neto, M; Bensusan, NR; Walter, BMT; Dias, BJ; Castro, EA","1989","07","31",NA,"Brazil",NA,NA,"Arvoreta com 70 cm de altura, botões florais avermelhado, folhas coriaceas, frequente.",NA,"Minas Gerais","Parque Nacional do Grande Sertão Veredas, Fazenda do Sr. Edgar, cerrado a 10 km da sede da fazenda, próximo ao Rio Carinhanha, solo arenoso.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","429",NA,NA,NA,"Formoso","-45.783333","-15.15",NA,NA,NA,NA,"-45.783333","-15.15","1991","03",NA,NA,NA,NA,NA
"379","2019-08-20 10:02:26-03","UNICAMP","UEC","54274","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ferreira, HD; et al.","1990","07","13",NA,"Brazil",NA,NA,"Cerca de 15 cm de altura. Corola branca com uma estria central, nas pétalas, cor vinho; tubo da corola internamente tb. avermelhada; estiletes vinho ou esbranquiçados; cálice esverdeado, pedúnculo floral verde-claro.","UEC077961","Goiás","Parque Nacional das Emas, Cerrado denso.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","345",NA,NA,"UEC077961",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","02","28",NA,NA,NA,NA
"380","2021-03-01 16:21:16-03","UNICAMP","UEC",NA,"S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Monge, M; Delfini, C; Rigon, J","2013","07","02",NA,"Brazil",NA,NA,"Arvoreta, até 2m alt., odorífera(adocicado), corola creme com guias de recompensa vinho.; Cerrado.",NA,"Mato Grosso","Rodovia BR163, km81-82, entre Ouro Branco do Sul e Rondonópolis. Beira da estrada.","Magnoliopsida",NA,"A.St.-Hil.","Monge, M","1966",NA,NA,NA,"Itiquira","-54.678528","-16.800111",NA,NA,NA,NA,"-54.678528","-16.800111","2013","07",NA,NA,NA,NA,NA
"381","2019-08-20 10:02:26-03","UNICAMP","UEC","54276","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ferreira, HD; et al.","1989","09","23",NA,"Brazil",NA,NA,"Cerca de 20 cm de altura. Corola rosa-esbranquiçada.","UEC077963","Goiás","Parque Nacional das Emas, 1D3 - Campo sujo.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","47",NA,NA,"UEC077963",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","02","28",NA,NA,NA,NA
"382","2019-08-20 10:02:26-03","UNICAMP","UEC","62267","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Coradin, L; Silva, GP; Harley, RM; Vieira, JGA; Souza; FB; Linington; Baker, R","1983","07","08",NA,"Brazil",NA,NA,"Arbusto de 80 cm. Hábito de crescimento ereto, flor de cor verde clara.","UEC077948","Bahia","Km 90. Solo arenoso muito pedregoso. Caatinga.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","s.n.","830","830","UEC077948","Ibotirama","-45.8","-12.083333",NA,NA,NA,NA,"-45.8","-12.083333","1991","03",NA,NA,NA,NA,NA
"383","2019-08-20 10:02:26-03","UNICAMP","UEC","98056","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Alvarenga, D; Silva, MA; Mendonça, RC; Santos, AJV","1997","10","17",NA,"Brazil",NA,NA,"Arbusto ca. 2 metros de altura; heliófito; folhas cartáceas; frutos secos: indeiscentes, pseudo-fruto comestível, cor amarela na maturação; alimento para fauna.","UEC077960","Minas Gerais","Parque Nacional Grande Sertão Veredas, Transição entre cerrado e vereda na nascente do Rio Preto; solo com textura arenosa; relevo plano.","Magnoliopsida",NA,"A.St.-Hil.","Silva-Luz, CL","1001","830","830","UEC077960","Formoso","-45.920556","-15.405556",NA,NA,NA,NA,"-45.920556","-15.405556","2010","11","11",NA,NA,NA,NA
"384","2019-08-20 10:02:26-03","UNICAMP","UEC","21758","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Heringer, EP","1974","09","04",NA,"Brazil",NA,NA,"Planta com 50 cm de altura, ramos varios pendentes, deitados sobre o solo, em frente ao monumento divisório das águas.","UEC077953","Distrito Federal","Águas Emendadas, Solo seco, cerrado aberto sujeito ao fogo anual.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","13936",NA,NA,"UEC077953","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"385","2019-08-20 10:02:26-03","UNICAMP","UEC","21738","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","s/ coletor","1976","09","21",NA,"Brazil",NA,NA,"Planta ramificada sainda de xilopódio, com 80 cm, flores abundantes roseas, frutos comestíveis.",NA,"Distrito Federal","Área da sede do IBDF, Cerrado seco, aberto, sujeito a fogo periódico. Solo avermelhado plano.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","16232",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"386","2019-08-20 10:02:26-03","UNICAMP","UEC","29383","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","1980","06","09",NA,"Brazil",NA,NA,"Subarbusto; folhas glabras; flores e botões avermelhados; comestível; de cerrado.","UEC077930","Distrito Federal","Bacia do Rio São Bartolomeu","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","5051",NA,NA,"UEC077930","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"387","2019-08-20 10:02:26-03","UNICAMP","UEC","30556","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Davis, PH","1976","07","12",NA,"Brazil",NA,NA,"3ft. erect shrub. Flowers pink.","UEC077949","Distrito Federal","Fazenda Agua Limpa., 30 Km de Brasília, depressão no cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","60214","950","1000","UEC077949","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"388","2019-08-20 10:02:26-03","UNICAMP","UEC","63861","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Pereira, BAS","1992","10","15",NA,"Brazil",NA,NA,"Arbusto grande. Flores avermelhadas.","UEC077959","Distrito Federal","Fazenda Palestina, Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Silva-Luz, CL","2417",NA,NA,"UEC077959","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2010","11","11",NA,NA,NA,NA
"389","2021-03-01 16:21:16-03","UNICAMP","UEC","171883","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Santos, JR; Bringel Jr, JBA","2003","08","08",NA,"Brazil",NA,NA,"Arbusto com 1mn alt., vináceo, flor branca dentro e rosa por fora. NV: Cajú do cerrado.; Cerrado sensu stricto, relevo plano, latossolo.","UEC045183","Distrito Federal","Parque ecológico Norte Burle Marx.","Magnoliopsida",NA,"A.St.-Hil.","Santos, JR","26",NA,NA,"UEC045183","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA
"390","2021-03-01 16:21:16-03","UNICAMP","UEC","156835","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Taxonomy class of Universidade de Brasília",NA,NA,NA,NA,"Brazil",NA,NA,"Arbusto 0,8m x 0,3m. Flor rosea. Frequente. Flor com cheiro doce.","UEC008928","Distrito Federal","Sobradinho Horto Florestal, Centro-Oeste. Cerrado. Latossolo Vermelho.","Magnoliopsida",NA,"A.St.-Hil.","Taxonomy class of Universidade de Brasília","s.n.",NA,NA,"UEC008928","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2001","07","02",NA,NA,NA,NA
"391","2021-03-01 16:21:16-03","UNICAMP","UEC","192345","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Silvestre, LFV","2014","10","03",NA,"Brazil",NA,NA,"Arbóreo 3,5 m; Cerrado sensu stricto","UEC128663","Goiás","Engenho II, Sítio Histórico Kalunga","Magnoliopsida",NA,"A.St.-Hil.",NA,"44",NA,NA,"UEC128663","Cavalcante","-47.4583015441895","-13.7974996566772","92497","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2019-08-20 10:02:26-03","UNICAMP","UEC","54275","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ferreira, HD; et al.","1989","09","20",NA,"Brazil",NA,NA,"Arbusto. Corola branca e vermelha. Fruto avermelhado com 2,5 cm.","UEC077951","Goiás","Parque Nacional das Emas, Cerrado denso.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","s.n.",NA,NA,"UEC077951","Chapadão do Céu","-52.548900604248","-18.4074993133545","44163","auto",NA,NA,NA,NA,"1991","02","28",NA,NA,NA,NA
"393","2019-08-20 10:02:26-03","UNICAMP","UEC","30559","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Semir, J; Taroda, N","1976","09","07",NA,"Brazil",NA,NA,"Arbusto até 1,5m, flores brancas com pétalas de lacinios avermelhados.",NA,"Goiás",NA,"Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","2735",NA,NA,NA,"Goiás","-50.1403007507324","-15.9343996047974","63502","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"394","2019-08-20 10:02:26-03","UNICAMP","UEC","30561","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Semir, J; Taroda, N","1976","09","08",NA,"Brazil",NA,NA,"Arvoreta com até 2m, flores brancas com pétalas avermelhadas.",NA,"Goiás","cerrado na Serra Dourada","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","2787",NA,NA,NA,"Goiás","-50.1403007507324","-15.9343996047974","63502","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"395","2019-08-20 10:02:26-03","UNICAMP","UEC","21740","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","s/ coletor","1975","08","23",NA,"Brazil",NA,NA,"Árvore sobre solo cascalhado, sujeito a incendios periodicos. Flores e frutos verdocugos.","UEC077932","Goiás",NA,"Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","14837",NA,NA,"UEC077932","Jaraguá","-49.334400177002","-15.7568998336792","39368","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"396","2019-08-20 10:02:26-03","UNICAMP","UEC","21745","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Heringer, EP","1975","06","11",NA,"Brazil",NA,NA,"Planta rasteira, ramos pendentes para o solo, flores roseas, em carimbos densos.","UEC077947","Goiás","Cerrado seco, aberto, graminoso, sujeito ao fogo.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","14663",NA,NA,"UEC077947","Luziânia","-47.9502983093262","-16.2525005340576","83221","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"397","2021-03-01 16:21:16-03","UNICAMP","UEC","163288","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Silva, SPC; Pinho, GSC; Coral, AG; Santos, AA","1997","09","09",NA,"Brazil",NA,NA,"Arbusto de 1,5 m. Frutos imaturos verde-vináceos. Flores brancas a vináceas. Cálice creme-vináceo, corola variando de brancas a vináceas, com filetes e estilete seguindo o mesmo padrão. Local atingido pelo lago da UHE Serra da Mesa. Oc","UEC019028","Goiás","Margem esquerda do rio Bagagem.","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","678",NA,NA,"UEC019028","Niquelândia","-48.4597015380859","-14.4738998413086","74171","auto",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"398","2019-08-20 10:02:26-03","UNICAMP","UEC","30438","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ratter, JA; Fonsêca Filho, J","1976","07","16",NA,"Brazil",NA,NA,"Small shrub with climps of umbrunched shoots to 80 cm tall. Corolas mauve-pink. Amonst outersppring rocks in full exposure to the sun. Surrounding vegetation is mesotrophic facies cerradão.","UEC077935","Mato Grosso","Above Agua Quente","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","3277",NA,NA,"UEC077935","Barra do Garças","-52.2566986083984","-15.8900003433228","123012","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"399","2019-08-20 10:02:26-03","UNICAMP","UEC","42981","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Macedo, M; Assumpção, S","1980","09","15",NA,"Brazil",NA,NA,"Planta arbustiva com flores arroxeadas-aromáticas.","UEC077934","Mato Grosso","Reserva dos Areiões, Solo arenoso-seco.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","1731",NA,NA,"UEC077934","Barra do Garças","-52.2566986083984","-15.8900003433228","123012","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA
"400","2019-08-20 10:02:26-03","UNICAMP","UEC","54521","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tiritan, O; Paiva, M","1990","08","16",NA,"Brazil",NA,NA,"Subarbusto ca. de 30cm de altura, flores brancas e outras creme com centro vermelho, odor semelhante ao do mel.",NA,"Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da UNESP -, Campus de Ilha Solteira. Cerrado-bovino.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","03",NA,NA,NA,"Selvíria","-51.4188995361328","-20.3672008514404","74358","auto",NA,NA,NA,NA,"1991","04",NA,NA,NA,NA,NA
"401","2019-08-20 10:02:26-03","UNICAMP","UEC","63848","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tiritan, O","1991","07","12",NA,"Brazil",NA,NA,"Subarbusto ca. de 45cm, flores creme com listas lilás.",NA,"Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da UNESP -, Campus de Ilha Solteira. Cerrado-bovino.","Magnoliopsida",NA,"A.St.-Hil.","Tiritan, O","0-09",NA,NA,NA,"Selvíria","-51.4188995361328","-20.3672008514404","74358","auto",NA,NA,NA,NA,"1991","11",NA,NA,NA,NA,NA
"402","2019-08-20 10:02:26-03","UNICAMP","UEC","63846","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tiritan, O","1991","07","30",NA,"Brazil",NA,NA,"Subarbusto ca. de 50cm, flores brancas.",NA,"Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da UNESP -, Campus de Ilha Solteira. Cerrado-bovino.","Magnoliopsida",NA,"A.St.-Hil.","Tiritan, O","052",NA,NA,NA,"Selvíria","-51.4188995361328","-20.3672008514404","74358","auto",NA,NA,NA,NA,"1991","12",NA,NA,NA,NA,NA
"403","2019-08-20 10:02:26-03","UNICAMP","UEC","54522","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tiritan, O; Paiva, M","1990","08","30",NA,"Brazil",NA,NA,"Subarbusto ca. de 20cm, flores brancas aromáticas.",NA,"Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da UNESP -, Campus de Ilha Solteira. Cerrado-bovino.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","55",NA,NA,NA,"Selvíria","-51.4188995361328","-20.3672008514404","74358","auto",NA,NA,NA,NA,"1991","04",NA,NA,NA,NA,NA
"404","2019-08-20 10:02:26-03","UNICAMP","UEC","63849","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Diniz, JLM","1986","08","06",NA,"Brazil",NA,NA,"Vegetação rasteira, com inflorescência.","UEC077936","Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da UNESP -, Campus de Ilha Solteira - Reserva. Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Pereira-Noronha, MR","847",NA,NA,"UEC077936","Selvíria","-51.4188995361328","-20.3672008514404","74358","auto",NA,NA,NA,NA,"1986","08",NA,NA,NA,NA,NA
"405","2019-08-20 10:02:22-03","UNICAMP","UEC","100365","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Gomes, JC","1964","10","16",NA,"Brazil",NA,NA,"Arbusto ca. 0,5m altura, flores alvas, frequente.","UEC077941","Mato Grosso do Sul","Água Tirada","Magnoliopsida",NA,"A.St.-Hil.",NA,"2286",NA,NA,"UEC077941","Três Lagoas","-51.6782989501953","-20.7511005401611","150618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-08-20 10:02:26-03","UNICAMP","UEC","25300","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Leitão Filho, HF; et al.","1981","09","10",NA,"Brazil",NA,NA,"Subarbusto com flores brancas.",NA,"Mato Grosso do Sul","Em cerrado próximo a Ilha Solteira.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","12975",NA,NA,NA,"Três Lagoas","-51.6782989501953","-20.7511005401611","150618","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"407","2019-08-20 10:02:26-03","UNICAMP","UEC","43218","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Carvalho, DA; et al.","1982","07","27",NA,"Brazil",NA,NA,"Subarbusto com 0,25 m de altura.","UEC077937","Minas Gerais","Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","03581",NA,NA,"UEC077937","Alpinópolis","-46.3880996704102","-20.8635997772217","22010","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"408","2019-08-20 10:02:26-03","UNICAMP","UEC","126372","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Flores, AS; Rodrigues, RS; Simões, AO; Rio, MCE","2001","10","14",NA,"Brazil",NA,NA,"Em campo limpo, subarbusto ereto, ca. 10 cm altura, flores brancas, frutos vináceos.",NA,"Minas Gerais","Serra de Carrancas","Magnoliopsida",NA,"A.St.-Hil.","Silva-Luz, CL","657",NA,NA,NA,"Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,NA,NA,"2010","11","11",NA,NA,NA,NA
"409","2019-08-20 10:02:26-03","UNICAMP","UEC","126368","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Flores, AS; Rodrigues, RS; Simões, AO; Rio, MCE","2001","10","14",NA,"Brazil",NA,NA,"Em campo limpo, subarbusto ereto, ca. 10 cm altura, frutos vináceos.","UEC077957","Minas Gerais","Serra de Carrancas","Magnoliopsida",NA,"A.St.-Hil.","Silva-Luz, CL","655",NA,NA,"UEC077957","Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,NA,NA,"2010","11","11",NA,NA,NA,NA
"410","2019-08-20 10:02:26-03","UNICAMP","UEC","126366","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Flores, AS; Rodrigues, RS; Simões, AO; Rio, MCE","2001","10","14",NA,"Brazil",NA,NA,"Em campo limpo, subarbusto ereto, ca. 10 cm altura, flores brancas, frutos vináceos.","UEC077955","Minas Gerais","Serra de Carrancas","Magnoliopsida",NA,"A.St.-Hil.","Silva-Luz, CL","657",NA,NA,"UEC077955","Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,NA,NA,"2010","11","11",NA,NA,NA,NA
"411","2019-08-20 10:02:26-03","UNICAMP","UEC","30558","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Davis, PH; Kinoshita, LS; Semir, J; Gibbs, PE; Andrade, JB","1976","07","28",NA,"Brazil",NA,NA,"Flores brancas, avermelhadas quando velhas.","UEC077968","Minas Gerais","Serra do Cabral","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","2368",NA,NA,"UEC077968","Joaquim Felício","-44.1721992492676","-17.7574996948242","37503","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"412","2019-08-20 10:02:26-03","UNICAMP","UEC","129449","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Kinoshita, LS; Yamamoto, K; Verola, CF; Rio, MCS; Nakakura, HCC; Costa, IR","2002","09","25",NA,"Brazil",NA,NA,"Árvore prostada, ca. 50cm., flores brancas, frutos imaturos verdes.","UEC080994","Minas Gerais","cerrado próximo à cidade","Magnoliopsida",NA,"A.St.-Hil.",NA,"C-092",NA,NA,"UEC080994","Lagoa Santa","-43.8897018432617","-19.6271991729736","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2019-08-20 10:02:26-03","UNICAMP","UEC","43291","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Carvalho, DA; et al.","1983","10","06",NA,"Brazil",NA,NA,"Arbusto com 0,30 m de altura.","UEC077939","Minas Gerais","Fábrica de cimento, Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","02712",NA,NA,"UEC077939","Lavras","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"414","2019-08-20 10:02:26-03","UNICAMP","UEC","30435","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Hatschbach, G","1968","10","11",NA,"Brazil",NA,NA,"Sub-arbusto, flor alvecente, fruto amarelo, comestível.","UEC077950","Paraná","Chapadão S. Antônio, Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","19978",NA,NA,"UEC077950","Arapoti","-49.8266983032227","-24.1578006744385","41852","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"415","2019-08-20 10:02:26-03","UNICAMP","UEC","30444","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Hatschbach, G","1968","10","11",NA,"Brazil",NA,NA,"Xilopodifera, do cerrado, calice avermelhado, corola alva.","UEC077965","Paraná","Fazenda das almas","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","20012",NA,NA,"UEC077965","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"416","2019-08-20 10:02:26-03","UNICAMP","UEC","30443","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Leitão Filho, HF; Martins, FR","1977","09","17",NA,"Brazil",NA,NA,"Subarbusto com xilopódio; flores esverdeadas com tons róseos no ápice das pétalas.","UEC080998","São Paulo","Reserva Estadual de São Simão, Cerrado.","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","5930",NA,NA,"UEC080998","Altinópolis","-47.3699989318848","-21.0200004577637","30403","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"417","2019-08-20 10:02:26-03","UNICAMP","UEC","52351","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Vieira, MF","1989","09","07",NA,"Brazil",NA,NA,"Planta cp, aproximadamente 15 cm de altura, em touceira, sépalas verdes, corola com as pétalas brancas(cada lacínio com uma risca longitudinal vermelha), o único estame fértil com a antera vermelha.","UEC077966","São Paulo","Cerrado do Broa","Magnoliopsida",NA,"A.St.-Hil.",NA,"658",NA,NA,"UEC077966","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-03-01 16:21:16-03","UNICAMP","UEC","189176","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tölke, EEAD; Lima, EA; Galvão, JC","2014","09","17",NA,"Brazil",NA,NA,"subarbustos; cerrado","UEC119573","São Paulo","Estação Experimental de Mogi Guaçu - Fazenda Campininha","Magnoliopsida",NA,"A.St.-Hil.","Tölke, EEAD","121",NA,NA,"UEC119573","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309","auto",NA,NA,NA,NA,"2014","09","27",NA,NA,NA,NA
"419","2019-08-20 10:02:26-03","UNICAMP","UEC","31806","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1982","08","25",NA,"Brazil",NA,NA,"Arbusto com até 40 cm de altura.","UEC077946","São Paulo","Fazenda Campininha","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","14138",NA,NA,"UEC077946","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
"420","2019-08-20 10:02:26-03","UNICAMP","UEC","30445","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Yamamoto, K; Parentoni, R","1978","07","07",NA,"Brazil",NA,NA,NA,"UEC077928","São Paulo","Fazenda Campininha","Magnoliopsida",NA,"A.St.-Hil.","Santin, DA","8124",NA,NA,"UEC077928","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309","auto",NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA
