"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"42","2018-09-13 10:44:24-03","MNHN","RECOLNAT_MNHN_P","P00708829","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708829' target='other'> <mi>dwc_moreinfo</mi></a>","P00708829","P00708829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","C2 1412",NA
"43","2021-02-11 17:20:22-03","UFPR","UPCB","76887","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Goldenberg, R.","Goldenberg, R.","1657","2012","05","29",NA,"Brasil","Paraná","Piraí do Sul","Área da Pousada Serra do Piraí, Bacia do Rio Cambará","-50.024","-24.468",NA,"Moita larga, com 30cm de altura, sobre rocha, à sombra; flores com pétalas roxas, estames com filetes arroxeados, apêndices e anteras amarelas (anteras danificadas purpúreo-avermelhadas). Vegetação sobre afloramento..","UPCB0023256","UPCB0023256",NA,"2012",NA,NA,NA,NA,"-50.024","-24.468",NA,NA,NA,NA,NA
"44","2021-02-11 17:20:22-03","UFPR","UPCB","91599","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Meyer, F.S.","1702","2013","03","29",NA,"Brasil","Paraná","Piraí do Sul","Serra de Piraí do Sul, trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.025771","-24.462948",NA,"Subarbusto 15-60 cm alt., nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5-meras, estames do ciclo antessépalo com conectivo longo..","UPCB0027816","UPCB0027816",NA,"2013","03",NA,NA,NA,"-50.025771","-24.462948",NA,NA,NA,NA,NA
"45","2021-02-11 17:20:22-03","UFPR","UPCB","91600","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Meyer, F.S.","1704","2013","03","29",NA,"Brasil","Paraná","Piraí do Sul","Serra de Piraí do Sul, trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.025771","-24.462948",NA,"Subarbusto 15-60 cm alt., nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5-meras, estames do ciclo antessépalo com conectivo longo..","UPCB0027818","UPCB0027818",NA,"2013","03",NA,NA,NA,"-50.025771","-24.462948",NA,NA,NA,NA,NA
"46","2021-02-11 17:20:23-03","UFPR","UPCB","91701","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Meyer, F.S.","1710","2013","03","29",NA,"Brasil","Paraná","Piraí do Sul","Serra de Piraí do Sul, trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.025771","-24.462948",NA,"Subarbusto 15-60 cm alt., nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5-meras, estames do ciclo antessépalo com conectivo longo..","UPCB0027819","UPCB0027819",NA,"2013","03",NA,NA,NA,"-50.025771","-24.462948",NA,NA,NA,NA,NA
"47","2021-02-11 17:20:23-03","UFPR","UPCB","91702","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Meyer, F.S.","1706","2013","03","29",NA,"Brasil","Paraná","Piraí do Sul","Serra de Piraí do Sul, trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.025771","-24.462948",NA,"Subarbusto 15-60 cm alt., nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5-meras, estames do ciclo antessépalo com conectivo longo..","UPCB0027817","UPCB0027817",NA,"2013","03",NA,NA,NA,"-50.025771","-24.462948",NA,NA,NA,NA,NA
"48","2021-02-11 17:20:23-03","UFPR","UPCB","91703","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Meyer, F.S. | Guimarães, P.J.F.","1448","2012","12","05",NA,"Brasil","Paraná","Piraí do Sul","Escarpa da Serra de Piraí do Sul, arredores da Pousada Serra do Pirahy","-50.027319","-24.46304",NA,"Subarbusto rupícola, em vegetação de estepe com afloramentos de arenito. Ramos com tricomas hirsutos, com coloração vermelha..","UPCB0027820","UPCB0027820",NA,"2015","12",NA,NA,NA,"-50.027319","-24.46304",NA,NA,NA,NA,NA
"49","2021-02-11 17:20:22-03","UFPR","UPCB","75231","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, F.S.","Maia, F.R.","57","2012","01","26",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá. Descida para o canyon pela saída próximo às pinturas rupestres, ocorre em meio aos afloramentos rochosos.","-50.4136009216309","-24.5093994140625",NA,NA,"UPCB0023257","UPCB0023257",NA,"2012","01","26","56988","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-06-23 14:08:00-03","MO","MOBOT","101198710","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Chaetogastra","herincquiana","Chaetogastra herincquiana","(Cogn.) P.J.F. Guim. & Michelang.","fide Guimarães et al.","A. Saint-Hilaire","Saint-Hilaire C2 1412","1816",NA,NA,"South America","Brazil","São Paulo",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1"
"51","2009-07-09 17:05:00-03","MO","MOBOT","2478881","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Gert G. Hatschbach","Hatschbach 3848",NA,NA,NA,"South America","Brazil","Paraná",NA,"Serra das Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA
"52","2020-08-01 18:19:44-03","UNESP-IBILCE","SJRP","9705","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"O.J.,Pereira; L.,Behar; C., Fontenelle",NA,"1982","08","31","América do Sul","Brasil","Espirito Santo","Guarapari","Lagoa do Milho - Setiba","-40.5110015869141","-20.6580009460449",NA,"Restinga. Flor roxa.",NA,NA,"Magnoliopsida",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-08-01 18:19:44-03","UNESP-IBILCE","SJRP","9706","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Chiea, S.A.C.","Curso de Taxonomia Vegetal",NA,"1984","06","26","América do Sul","Brasil","Espirito Santo","Guarapari","Rodovia do Sol Km 32","-40.5110015869141","-20.6580009460449",NA,"Planta herbácea. Flor roxa.",NA,NA,"Magnoliopsida",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","10239","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","R. Romero","J.N. Nakajima",NA,NA,NA,NA,"América do Sul","Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Herbácea 0,20 m, corola lilás, estames amarelos;",NA,NA,"Magnoliopsida",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"55","2018-04-19 15:15:13-03","UNIOESTE","UNOP","9034","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Souza, T.","Schinemann, D.S.; Camelo, M.C.; Liesenfeld, V.; Martins, S.M.; Ribeiro, M.I.; Vi; Camelo, M.C.; Liesenfeld, V.; Martins, S.M.; Ribeiro, M.I.; Viana, A.","7","2017","04","01",NA,"Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,"Herbácea rasteira, solo arenoso",NA,NA,NA,"2017","04","03","56988","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2568140","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"G. Hatschbach, L. Smith & R. Klein","12259","1965","1","18","South America - Neotropics","Brazil","Paraná","Jaguariaíva","Fda. Cajuru.","-49.7057991027832","-24.2511005401611",NA,NA,"US01904322","US01904322_01 US01904322_02","Dicotyledonae",NA,NA,NA,"44368","auto",NA,NA,"1000","1200",NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","2577489","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14801","1965","1","18","South America - Neotropics","Brazil","Paraná","Jaguariaíva","Fazenda Cajurú, source of Rio Cajurú","-49.32","-24.17",NA,NA,"US01904324","US01904324_01 US01904324_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1000","1100",NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","2698303","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"G. Hatschbach","31146","1973","1","11","South America - Neotropics","Brazil","Paraná","Jaguariaíva","Paredão","-49.7057991027832","-24.2511005401611",NA,NA,"US01904323","US01904323_01 US01904323_02","Dicotyledonae",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,"1"
"59","2019-09-04 19:05:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"60","2018-05-14 17:22:45-03","F","FMNH-SEEDPLANTS","V0180055F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana",NA,"RRC ID Flag","G. Hatschbach","12259",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0180055F","V0180055F_01 V0180055F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"500",NA,NA,"12259",NA
"61","2021-03-19 17:33:22-03","UEL","FUEL","28891","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Chaetogastra","herincquiana","Chaetogastra herincquiana","(Cogn.) P.J.F.Guim. & Michelang.",NA,"Kinupp, VF","258","1997","02","10",NA,"Brasil","Paraná","Tibagi","Parque Estadual Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL004798",NA,NA,"2021","03",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:04:38-03","UnB","UB","134761","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Kinupp, VF","258","1997","02","10","Southern America","Brasil","Paraná ","Tibagi","Parque Estadual Canyon de Guartelá","-50.4136009216309","-24.5093994140625",NA,"Flores tubulares com pilosidade vinho e estames amarelos.; Erva 0,8m.",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:04:38-03","UnB","UB","96374","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Kinupp, VF; et al.","92","1996","12","13","Southern America","Brasil","Paraná ","Imbaú","Estrada para o município de Reserva","-50.760799407959","-24.4449996948242",NA,"Arvoreta 0,8-0,9m. Flor branca; Mata ciliar.",NA,NA,NA,"2014","07","23","16142","auto",NA,NA,NA,NA,NA,NA,NA
