"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"543","2015-08-10 05:49:00-03","MO","MOBOT","2853153","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Amaro Macedo","Macedo 442","1944","8","6","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","A. Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2012-03-29 14:12:00-03","MO","MOBOT","2853158","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","M. Alvarenga","Alvarenga 8","1951","9","24","South America","Brazil","Rio Grande do Norte",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Rev. Nair Mattos",NA,"Natal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2008-05-27 22:02:00-03","MO","MOBOT","2853162","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","* KUHLAMNN","KUHLAMNN 230","1929","9","17","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","N. Mattos",NA,"Campos da Chapada, Ramal de Montes Claros, Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-02-19 04:30:00-03","MO","MOBOT","2853163","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","C.F.P. Martius","Martius 6291","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2015-08-13 05:50:00-03","MO","MOBOT","2853166","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32461","1971","2","18","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Ronald Liesner",NA,"Low woodland on sand, base of Morro do Chapéu, ca. 6 km. S. of town of Morro do Chapéu.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2009-06-25 13:32:00-03","MO","MOBOT","2853170","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","William R. Anderson","Anderson 6231","1973","3","3","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","J. Grimes",NA,"Chapada dos Veadeiros. Ca. 20 km. by road N. of Alto Paraíso. Hillside with blocky sandstone outcrops on upper slope and sandy soil on lower slopes. Open, grassy cerrado on lower slopes, larger trees among rocks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2009-08-21 06:48:00-03","MO","MOBOT","2857929","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7436B","1964","10","27","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","J. Grimes",NA,"Cerrado, ca. 60 km. S. of Caiaponia on road to Jataí. Occasional.",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2009-08-21 06:48:00-03","MO","MOBOT","2857943","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7544","1964","10","29","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","J. Grimes",NA,"Burned-over cerrado ca. 60 km. S. of Caiaponia on road to Jataí. Frequent.",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2008-05-27 22:02:00-03","MO","MOBOT","2857946","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Troels M. Pedersen","Pedersen 14757","1986","10","28","South America","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","T.M.P.",NA,"Mun. Bela Vista. Cabezera do Apa. Rough grassland, with numerous shrublets occasional, mostly isolated trees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2009-08-21 06:48:00-03","MO","MOBOT","2857970","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6140","1964","9","12","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Mary T. Kalin Arroyo",NA,"Disturbed cerrado, Brasília. Frequent.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2010-03-01 19:04:00-03","MO","MOBOT","2857972","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","F. Javier Fernández Casas|J. Molero","Fernández Casas 6362","1982","2","20","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","R.L. Liesner",NA,"Entre Caaguazú e Yhú, en cerrado sobre suelo arenoso suelto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2010-04-13 14:53:00-03","MO","MOBOT","2857978","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","F. Javier Fernández Casas|William J. Hahn|Aurelio Schinini","Fernández Casas 7452","1982","12","12","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","R.L. Liesner",NA,"Unos 5 km. al Norte de Yhú, en una zona inundable en mayor o menor grado.",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2010-03-01 19:04:00-03","MO","MOBOT","2857979","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","F. Javier Fernández Casas|J. Molero","Fernández Casas 6370","1982","2","21","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","R.T. Pennington",NA,"Cerca y al Norte de Yhú, en un cerrado sobre suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2008-05-27 22:02:00-03","MO","MOBOT","90597","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","William J. Hahn","Hahn 841","1982","12","13","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","W.J. Hahn (MO)",NA,"7 km S of Yhu. Open cerrado vegetation w/occasional patches of low forest to 8 m tall. Some grazing by cattle but largely undisturbed. Soil loose, sandy, red in color; Butia, Gochnatia, Erythoxylon, Fagara, Schinus, dominants.","-55.91666","-25.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-9",NA,"3",NA
"557","2008-05-27 22:02:00-03","MO","MOBOT","991031","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Fátima Mereles","Mereles H. 3676","1989","12",NA,"South America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,NA,"Parque Nacional Cerro Cora. En el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2015-12-14 21:23:00-02","MO","MOBOT","2216652","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Belén Jiménez","Jiménez 1539",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,NA,"Reserva Natural del Bosque Mbaracayu. Aguara Nu. Cerrado.","-55.33333","-23.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2012-04-12 13:05:00-03","MO","MOBOT","1917260","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Lidia Pérez de Molas","Pérez de Molas 1497",NA,NA,NA,"South America","Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,NA,"4 Km al Sur del Rio Verde.","-56.08333","-23.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2012-10-19 11:54:00-03","MO","MOBOT","2853152","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis humilis","Jacques S. Blanchet","Blanchet 3137",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Mary Kalin Arroyo",NA,NA,NA,NA,NA,NA,NA,"humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"561","2013-01-12 05:18:00-02","MO","MOBOT","2853155","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis humilis","Peter Clausen","Clausen s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Mary Kalin Arroyo",NA,NA,NA,NA,NA,NA,NA,"humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2008-05-27 22:02:00-03","MO","MOBOT","2853159","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis humilis","Howard S. Irwin","Irwin 25699","1970","1","29","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"M.T.K. Arroyo",NA,"Morro das Pedras. Cerrado on chapada and steep slopes, ca. 40 km. N.E. of Patrocínio.",NA,NA,"1000.00000000",NA,NA,"humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2009-11-04 15:51:00-02","MO","MOBOT","2853167","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","J.B.E. Pohl","Pohl 32106",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2013-01-12 05:18:00-02","MO","MOBOT","2853160","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Peter Clausen","Clausen 236",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2014-09-17 05:30:00-03","MO","MOBOT","2858948","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","André M. de Carvalho|André M. Amorim|Sérgio C. de Sant'Ana","Carvalho 3891","1992","3","21","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Benth.","T. Pennington",NA,"Município de Tucano. Kms. 7 a 10 na estrada de Tucano para Ribeira do Pombal. Trancicão de Cerrado/Caatinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2008-05-27 22:02:00-03","MO","MOBOT","2858954","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Robert Kral","Kral 75350","1988","10","13","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Benth.","W. Mantosani",NA,"Sandy cerrado by road to Caldas Novas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2008-05-27 22:02:00-03","MO","MOBOT","79528","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Elsa M. Zardini|H. Velázquez","Zardini 25531","1991","1","5","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Benth.","R.T. Pennington (K)",NA,"3 km S of Arroyo Taruma. Cerrado scrub.","-55.91666","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"514",NA,"4",NA
"568","2008-05-27 22:02:00-03","MO","MOBOT","80813","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Elsa M. Zardini|U. Velázquez","Zardini 25676","1991","1","5","South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,"Benth.","R.T. Pennington (K)",NA,"2 km N of Arroyo Guaranungua. Cerrado scrub.","-55.91666","-25.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516",NA,"4",NA
"569","2013-08-23 04:12:00-03","MO","MOBOT","2858950","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Lidia Pérez de Molas","Pérez de Molas 1497","1986","12","15","South America","Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,"Benth.","R.T. Pennington (K)",NA,"4 km. al S. de río Verde.","-56.08333","-23.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2015-05-20 10:35:31-03","UFERSA","MOSS","2320","S","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Projeto Parque das Dunas","166","1980","10","01","América do Sul","Brasil","Rio Grande do Norte",NA,NA,"arbusto; coletado em tabuleiro; n.v. angelim-amoroso.",NA,NA,NA,"(Mart.) ex Benth.","São Mateus, W.M.B.","Natal","Capim Macio","-35.216667","-5.8",NA,NA,NA,NA,"35W13'00","5S48'00","2012","12","26",NA,NA,NA,NA,NA,NA,NA,NA
"571","2020-08-31 09:15:28-03","INPA","INPA","200514","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Hatschbach, GG","64265","1996","01","17","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0200514","Dicotyledon Rosids","Fabales","Mart. ex Benth.","Pennington, TD","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,"INPA0200514 INPA0200514_e",NA,NA,NA,"1996",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"572","2020-08-31 09:15:28-03","INPA","INPA","108181","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Irwin, HS","25699","1970","01","29","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0108181","Dicotyledon Rosids","Fabales","Mart. ex Benth.","Pennington, RT",NA,"Morro das Pedras, ca 40 km NE of Patrocínio. Cerrado on chapada and steep slopes",NA,NA,"100","100","INPA0108181 INPA0108181_e INPA0108181_e1",NA,NA,NA,"1991","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2020-08-31 09:15:28-03","INPA","INPA","206266","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Bridgewater, S","363","1996","09","26","Southern America","Brasil","Mato Grosso do Sul",NA,NA,NA,"INPA0206266","Dicotyledon Rosids","Fabales","Mart. ex Benth.","Bridgewater, S",NA,"The road to Porto Murtino from Bonito","-56.8","-21.683333",NA,NA,"INPA0206266 INPA0206266_e",NA,"-56.8","-21.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2020-08-31 09:15:28-03","INPA","INPA","161382","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Filgueiras, TS","1672","1989","01","16","Southern America","Brasil","Goiás",NA,NA,NA,"INPA0161382","Dicotyledon Rosids","Fabales","Mart. ex Benth.","Filgueiras, TS","Silvânia","Cerrado situado a 400 m da Sede da Estação Florestal Experimental (EFLEX) de Silvânia","-48","-16.65",NA,NA,"INPA0161382 INPA0161382_e",NA,"-48","-16.65","1989","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2020-08-31 09:15:28-03","INPA","INPA","88947","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Vieira, MGG","622","1979","10","25","Southern America","Brasil","Rondônia",NA,NA,NA,"INPA0088947","Dicotyledon Rosids","Fabales","Mart. ex Benth.",NA,"Vilhena","Capos perto de Vilhena apenas 4 Km","-60.166667","-12.75",NA,NA,NA,NA,"-60.166667","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2020-08-31 09:15:28-03","INPA","INPA","78053","S","Plantae","Leguminosae-Pap","Andira","humilis","Andira humilis","Joly, CA","5992","1977","09","24","Southern America","Brasil","São Paulo",NA,NA,NA,"INPA0078053","Dicotyledon Rosids","Fabales","Mart. ex Benth.","Pennington, RT","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,"INPA0078053 INPA0078053_e INPA0078053_e1",NA,NA,NA,"1991","07",NA,"39309","auto",NA,NA,NA,NA,NA,NA
"577","2019-12-13 08:11:38-03","ICAUFMG","MCCA","1646","S","Plantae","Leguminosae","Andira","humilis","Andira humilis","SILVA, D.D.",NA,"2017","09","30",NA,"Brasil","Minas Gerais",NA,NA,NA,"MCCA01703",NA,NA,"Mart. ex Benth.","SILVA, D.D.","Montes Claros","Centro de agricultura alternativa Nova Esperança","-43.8616981506348","-16.7350006103516",NA,NA,"MCCA01703",NA,NA,NA,"2017","10","02","72568","auto",NA,NA,NA,NA,NA,NA
"578","2019-12-13 08:11:38-03","ICAUFMG","MCCA","1863","S","Plantae","Leguminosae","Andira","humilis","Andira humilis","XAVIER, M.V.B.","49","2017","05","06",NA,"Brasil","Minas Gerais",NA,NA,"Local aberto","MCCA01921",NA,NA,"Mart. ex Benth.","XAVIER, M.V.B.","Montes Claros","ICA UFMG","-43.8616981506348","-16.7350006103516",NA,NA,"MCCA01921 MCCA01921_v01 MCCA01921_v02 MCCA01921_v03",NA,NA,NA,"2017","06","04","72568","auto",NA,NA,NA,NA,NA,NA
"579","2019-12-13 08:11:38-03","ICAUFMG","MCCA","1821","S","Plantae","Leguminosae","Andira","humilis","Andira humilis","MOURÃO, C.P.",NA,"2017","09","21",NA,"Brasil","Minas Gerais",NA,NA,NA,"MCCA01880",NA,NA,"Mart. ex Benth.","MOURÃO, C.P.","Montes Claros","ICA UFMG","-43.8616981506348","-16.7350006103516",NA,NA,"MCCA01880",NA,NA,NA,"2017","09","21","72568","auto",NA,NA,NA,NA,NA,NA
"580","2021-03-04 11:05:19-03","UFRB","HURB","16828","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Gonçalves, F.B.","390","2014","09","11",NA,"Brasil","Rio Grande do Norte",NA,NA,"UFRN 18463.","HURB000016828",NA,NA,"Mart. ex Benth","N.Dávila","Goianinha","Conglomerado RN 115 3-10-3RF8;","-35.28","-6.299722",NA,NA,NA,NA,"35º16'48W","6º17'59S","2016","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"581","2020-06-15 15:30:33-03","UNESP-RC","HRCB","58291","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Morais, F.F.","459","2011","05","04",NA,"Brasil","Mato Grosso",NA,NA,"Arbusto 1 m. Flores cor lilás internamente e rajado de verde externamente.",NA,NA,NA,"Mart. ex Benth.",NA,"Cáceres","BR 070, Fazenda São Domingos, fronteira Brasil/Bolívia","-58.308639","-16.36075",NA,NA,NA,NA,"58º18'31.1W","16º21'38,7S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-06-15 15:30:33-03","UNESP-RC","HRCB","7172","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Bueno, A.R.","s.n.","1985","10","10",NA,"Brasil","São Paulo",NA,NA,"Arbustiva até 30cm. Inflorescência rósea com manchas brancas",NA,NA,NA,"Mart. ex Benth.","Cesar, O.","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"1986","01","22","14989","auto",NA,NA,NA,NA,NA,NA
"583","2020-06-15 15:30:33-03","UNESP-RC","HRCB","1355","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Amaral, H. do","s.n.","1961","08","30",NA,"Brasil","São Paulo",NA,NA,"Árvore com 3m",NA,NA,NA,"Mart. ex Benth.","Mattos, N.F.","Corumbataí","Reserva de Cerrado","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"1962","12","28","14989","auto",NA,NA,NA,NA,NA,NA
"584","2020-06-15 15:30:33-03","UNESP-RC","HRCB","1349","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Vitti, H.","s.n.","1964","08","05",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Biral, L.","Corumbataí","Reserva de Cerrado","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"2009","06",NA,"14989","auto",NA,NA,NA,NA,NA,NA
"585","2020-06-15 15:30:33-03","UNESP-RC","HRCB","1344","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Amaral, H. do","s.n.","1961","08","24",NA,"Brasil","São Paulo",NA,NA,"Arbusto com apenas 30cm de alt.",NA,NA,NA,"Mart. ex Benth.","Mattos, N.F.","Corumbataí","Reserva de Cerrado","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"1962","12","28","14989","auto",NA,NA,NA,NA,NA,NA
"586","2020-06-15 15:30:33-03","UNESP-RC","HRCB","4516","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Cesar, O.","248","1984","09","21",NA,"Brasil","São Paulo",NA,NA,"Arbusto, flores roxas",NA,NA,NA,"Mart. ex Benth.","Cesar, O.","Itatinga",NA,"-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,NA,NA,"1984","09","21","28219","auto",NA,NA,NA,NA,NA,NA
"587","2020-06-15 15:30:33-03","UNESP-RC","HRCB","18673","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Tamashiro, J.Y.","633","1994","09","26",NA,"Brasil","São Paulo",NA,NA,"40 cm de alt, flores roxas",NA,NA,NA,"Mart. ex Benth.",NA,"Itatinga","Estrada de terra Itatinga-Avaré","-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA
"588","2020-06-15 15:30:33-03","UNESP-RC","HRCB","24039","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Rampin, V.T.","828","1995","10",NA,NA,"Brasil","São Paulo",NA,NA,"Arbusto, flores arroxeadas",NA,NA,NA,"Mart. ex Benth.","Biral, L.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"2009","06",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"589","2020-06-15 15:30:33-03","UNESP-RC","HRCB","27008","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Assis, M.A.","1053","1997","10","10",NA,"Brasil","São Paulo",NA,NA,"Subarbusto, cálice vináceo, pétalas lilás frutos jovens avermelhados",NA,NA,NA,"Mart. ex Benth.","Assis, M.A. & Rampin, V.T.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"1997","10",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"590","2020-06-15 15:30:33-03","UNESP-RC","HRCB","29173","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Tannus, J.L.S.","148","1998","08","27",NA,"Brasil","São Paulo",NA,NA,"Arbusto, botões vináceos, flores lilazes",NA,NA,NA,"Mart. ex Benth.","Tannus, J.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"1998","09",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"591","2020-06-15 15:30:33-03","UNESP-RC","HRCB","29382","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Tannus, J.L.S.","175","1998","10","07",NA,"Brasil","São Paulo",NA,NA,"Arbusto rasteiro, flores lilás, frutos imaturos verdes",NA,NA,NA,"Mart. ex Benth.","Tannus, J.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"1998","10",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"592","2020-06-15 15:30:33-03","UNESP-RC","HRCB","30046","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Tannus, J.L.S.","343","1998","12","16",NA,"Brasil","São Paulo",NA,NA,"Arbusto rasteiro, frutos amrelos",NA,NA,NA,"Mart. ex Benth.","Tannus, J.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"1998","12",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"593","2020-06-15 15:30:33-03","UNESP-RC","HRCB","35321","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Assis, M.A.","1512","2001","09","26",NA,"Brasil","São Paulo",NA,NA,"Subarbusto, caule subterrâneo lenhoso, flores lilás",NA,NA,NA,"Mart. ex Benth.","Tannus, J.","Itirapina","Campinho (km 107 SP-225)","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"2001","09",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"594","2020-06-15 15:30:33-03","UNESP-RC","HRCB","30971","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Fina, B.G.","132","1998","03","05",NA,"Brasil","São Paulo",NA,NA,"Arbustiva ca. 1m altura, frutos amarelos rentes ao chão",NA,NA,NA,"Mart. ex Benth.","Tamashiro, J.","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA
"595","2020-06-15 15:30:33-03","UNESP-RC","HRCB","59577","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Biral, L.","822","2013","02","05",NA,"Brasil","São Paulo",NA,NA,"Subarbusto, frutos imaturos verdes, aromáticos.",NA,NA,NA,"Mart. ex Benth.","Biral, L.","São Carlos","Cerrado da Ufscar. Em estrada de terra próximo à área da Medicina","-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"47º52.48'36W","21º58.12'53S","2013","02","12","45913","auto",NA,NA,NA,NA,NA,NA
"596","2020-06-15 15:30:33-03","UNESP-RC","HRCB","22122","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.","2757","1995","09","24",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto com caule subterrâneo. Cálice vinho. Corola púrpura. Frutos imaturos salmão",NA,NA,NA,"Mart. ex Benth.","Filardi, F.L.R.","São Roque de Minas","3 km da Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
