"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","individualCount","occurrenceRemarks","recordedBy","recordNumber","continentOcean","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","barcode","year","month","day","county","coordinatePrecision","geoFlag","imagecode","fieldNumber","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","relatedCatalogItem"
"11","2015-09-28 20:20:26-03","MNHN","RECOLNAT_MNHN_P","P00753422","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brésil",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753422' target='other'> <mi>dwc_moreinfo</mi></a>","Gaudichaud, C.",NA,NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","P00753422","1831",NA,NA,NA,NA,NA,"P00753422_01 P00753422_02","369","holotype",NA,NA,NA,NA,NA,NA,NA
"12","2015-09-28 20:20:28-03","MNHN","RECOLNAT_MNHN_P","P00753423","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brésil",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753423' target='other'> <mi>dwc_moreinfo</mi></a>","Gaudichaud, C.",NA,NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","P00753423","1831",NA,NA,NA,NA,NA,"P00753423_01","369","isotype",NA,NA,NA,NA,NA,NA,NA
"13","2015-09-28 19:41:20-03","MNHN","RECOLNAT_MNHN_P","P00753424","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Smith",NA,NA,"Brésil",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753424' target='other'> <mi>dwc_moreinfo</mi></a>","Gaudichaud, C.",NA,NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","P00753424","1831",NA,NA,NA,NA,NA,"P00753424_01","369","isotype",NA,NA,NA,NA,NA,NA,NA
"14","2015-09-03 21:21:36-03","MNHN","RECOLNAT_MNHN_P","P02176128","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brasil",NA,". s.d. Reçu le 4 octobre 1876, Specimen in monographia Bromeliacearum citatum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176128' target='other'> <mi>dwc_moreinfo</mi></a>","Glaziou, A.",NA,NA,"Rio de Janeiro","Brésil, province de Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","P02176128",NA,NA,NA,NA,NA,NA,"P02176128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-03 21:21:36-03","MNHN","RECOLNAT_MNHN_P","P02176131","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brasil",NA,". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176131' target='other'> <mi>dwc_moreinfo</mi></a>","Glaziou, A.",NA,NA,"Rio de Janeiro","Copacabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb","P02176131",NA,NA,NA,"Rio de Janeiro","57442","auto","P02176131_01","5466",NA,NA,NA,NA,NA,NA,NA,NA
"16","2009-07-01 16:15:00-03","MO","MOBOT","2733901","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","fide Smith & Downs",NA,NA,"Brazil",NA,NA,"Anonymous","Anonymous s.n.","South America",NA,"Hort. Bot. Leodensis",NA,NA,NA,NA,"1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2011-02-18 15:24:00-02","MO","MOBOT","2844226","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Bruce K. Holst",NA,NA,"Brazil",NA,NA,"C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 369","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","24062",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","G. M. Sousa",NA,NA,"Brasil",NA,"Terrestre. Folhas ca. 1,5m compr., verde com faixas alvas abaxialmente; bainha castanha em ambas as faces. Escapo ca. 80cm compr. Brácteas do escapo vermelhas. Inflorescência estrabiliforme ca. 17cm compr. Brácteas florais verdes. Sépa","G. M. Sousa; et al","511",NA,"Rio de Janeiro","Restinga de Grumari","-43.532222","-23.048056",NA,"MBML024062","2003","08","13","Rio de Janeiro",NA,NA,"MBML024062_1 MBML024062_2",NA,NA,"43W31'56","23S2'53",NA,NA,NA,NA,NA
"19","2020-07-10 09:44:23-03","MBML","MBML-HERBARIO","35435",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","T.S. Coser/14-VI-2012",NA,NA,"Brasil",NA,"Epífita a 8m. Folhas verdes com base vinácea com parte abaxial rajada de branco. Bracteas escapais rosadas. Bracteas florais verdes. Flores com cálice vermelho e corola seca.","A. P. Fontana; L. Kollmann & K. A. brahim","3136",NA,"Espírito Santo","Santa Mônica, Torres de celular da Claro, Mata, dossel 12m.","-41.286967","-20.929617",NA,"MBML035435","2008","04","24","Muqui",NA,NA,"MBML035435_1 MBML035435_2",NA,NA,"41W17'13,08","20S55'46,62","805","805",NA,NA,NA
"20","2021-02-09 10:12:23-03","UENF","HUENF","12145","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","E. Leme","2020","03","Brasil",NA,"Holoepífita de grande porte, observada preferencialmente nos ramos primários da copa de grandes forófitos, configurando um elemento característico do dossel florestal. Lâmina verde concolor, bainha castanha. Frutos passados. Coleta","D.R. Couto; H.B.M. Viana & P.M. Santos","5265",NA,"Rio de Janeiro","Santa Luzia, Mata do Mico. Floresta Estacional Semidecidual, em área com corte seletivo de madeira.","-41.216667","-21.316667",NA,"HUENF00013004","2020","03","06","São Francisco de Itabapoana",NA,NA,NA,NA,NA,"41º13'W","21º19'S","70","70","12",NA,NA
"21","2020-09-12 05:00:02-03","US","US","2521011","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","gigantea","Aechmea gigantea","Baker",NA,NA,NA,"Venezuela","1",NA,"W. Morris","s.n.","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"22","2020-09-12 05:00:02-03","US","US","2249392","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brazil","1",NA,"J. G. Kuhlmann","06150","South America - Neotropics","Rio de Janeiro","Jardim Botânico, cult.",NA,NA,NA,NA,"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"23","2020-09-12 05:00:02-03","US","US","1952232","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brazil","1",NA,"M. B. Foster & R. Foster","152","South America - Neotropics","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"24","2019-07-09 12:55:48-03","F","FMNH-SEEDPLANTS","V0401868F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala",NA,NA,NA,NA,"Brazil",NA,NA,"A. Glaziou","5466","South America",NA,NA,"-52.8731","-10.8339",NA,"V0401868F",NA,NA,NA,NA,NA,NA,"V0401868F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"25","2019-07-09 12:55:48-03","F","FMNH-SEEDPLANTS","V0401869F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala",NA,NA,NA,NA,"Brazil",NA,NA,"A. Glaziou","9327b","South America",NA,NA,"-52.8731","-10.8339",NA,"V0401869F","1877","11","8",NA,NA,NA,"V0401869F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"26","2020-07-23 12:00:45-03","CEPLAC","CEPEC","104828","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala",NA,"G. M. Sousa",NA,NA,"Brasil",NA,NA,"G. M. Sousa","511",NA,"Rio de Janeiro","Restinga de Grumari. Primeiro cordão arenoso da restinga.","-40.5","-23.05",NA,NA,"2003","08","13","rio de janeiro",NA,NA,NA,NA,NA,"40W30'","23S3'",NA,NA,NA,NA,"30/12/2003"
"27","2017-09-11 17:09:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brazil",NA,"(in notis mihi traditis)","Glaziou, AFM","8500","Southern America","Rio de Janeiro","et ad Arpoador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:09:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brazil",NA,"(in herb. Berol. et Warming). Floret Junio. (V. s. spontaneam in herb. Berol. et Warming. et folia spec. cultae in herb. Leod.)","Glaziou, AFM","8501","Southern America","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:09:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker",NA,NA,NA,"Brazil",NA,NA,"Gaudichaud Beaupré, C","369","Southern America","Rio de Janeiro","Habitat in Brasiliae orientalis prov. Rio de Janeiro prope urbem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-12 15:23:31-03","IBt","SP","374503","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Sousa, GM",NA,NA,"Brasil",NA,NA,"Sousa, GM; et al.","511",NA,"Rio de Janeiro","Restinga de Grumari.","-40.5","-23.05",NA,"SP050710","2003","08","13","Rio de Janeiro",NA,NA,"SP050710",NA,NA,"-40.5","-23.05",NA,NA,NA,NA,NA
"31","2020-11-12 15:23:31-03","IBt","SP","374509","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Sousa, GM",NA,NA,"Brasil",NA,NA,"Sousa, GM; et al.","510",NA,"Rio de Janeiro","Restinga de Grumari.","-40.5","-23.05",NA,"SP050708","2002","07","09","Rio de Janeiro",NA,NA,"SP050708",NA,NA,"-40.5","-23.05",NA,NA,NA,NA,NA
"32","2019-11-21 10:02:29-03","IBt","SP","374469a","Extra","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Sousa, GM","2001","03","Brasil",NA,NA,"Wendt, T; Scarano, FR","320",NA,"Rio de Janeiro",NA,"-41.8816986083984","-22.7469005584717",NA,"SP050707","1996","07","11","Armação de Búzios","12927","auto","SP050707",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 10:02:29-03","IBt","SP","374469","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Sousa, GM","2001","03","Brasil",NA,NA,"Wendt, T; Scarano, FR","320",NA,"Rio de Janeiro",NA,"-41.8816986083984","-22.7469005584717",NA,"SP050706","1996","07","11","Armação de Búzios","12927","auto","SP050706",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:02:29-03","IBt","SP","396983","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Fontoura, T","1991",NA,"Brasil",NA,NA,"Fontoura, T; et al.","214",NA,"Rio de Janeiro","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939",NA,"SP050711","1991","10","30","Saquarema","17036","auto","SP050711",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:02:29-03","IBt","SP","396983a","Extra","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Fontoura, T","1991",NA,"Brasil",NA,NA,"Fontoura, T; et al.","214",NA,"Rio de Janeiro","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939",NA,"SP050712","1991","10","30","Saquarema","17036","auto","SP050712",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:02:29-03","IBt","SP","374467","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","sphaerocephala","Aechmea sphaerocephala","Baker","Sousa, GM","2001","03","Brasil",NA,NA,"Farney, C; et al.","1402",NA,"Rio de Janeiro","Restinga de Ipitingas.","-42.5102996826172","-22.9200000762939",NA,"SP050709","1987","06","13","Saquarema","17036","auto","SP050709",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2014-09-23 10:56:58-03","G","G","G00098087","S","Plantae",NA,NA,"Bromeliaceae","Chevaliera","sphaerocephala","Chevaliera sphaerocephala","(Baker) L. B. Sm. & W. J. Kress","?",NA,NA,"Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=113246&base=img&lang=en","Gaudichaud-Beaupré, C.","329","AMERIQUE DU SUD","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,"G00098087","1833",NA,"00",NA,NA,NA,"G00098087",NA,"TYPUS of Aechmea sphaerocephala Baker","-42.9125","-22.48222222",NA,NA,NA,NA,NA
