"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-02-08 09:34:13-03","NBC","NL-BOTANY","U.1751867","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Nicolack V; Cordeiro J","Southern America","Brazil",NA,NA,"Brejo (solo turfoso).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1751867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1751867",NA,"Lamiales","Cham.","Hatschbach GG",NA,"1989","11","Paraná",NA,"Rio Pequeno (mun. Sao Jose dos Pinhais) Parana.",NA,NA,"NL-U1751867","23",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0257077",NA,NA,NA,NA
"12","2020-02-08 09:34:13-03","NBC","NL-BOTANY","U.1751868","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Bornmüller A","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1751868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1751868",NA,"Lamiales","Cham.","Moldenke HN",NA,"1904","10","Rio Grande do Sul",NA,"Neu Württemberg",NA,NA,"NL-U1751868","18",NA,NA,NA,NA,"1961","04","01","Magnoliopsidae","U 0257076",NA,NA,NA,NA
"13","2020-02-08 09:34:13-03","NBC","NL-BOTANY","U.1751869","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"Local brejoso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1751869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1751869",NA,"Lamiales","Cham.","Hatschbach GG",NA,"1964","11","Paraná",NA,"Parana. Piraquara. Novo Tirol. Ca. 25 km E of Curitiba, foot hills of Serra do Mar.",NA,NA,"NL-U1751869","27",NA,NA,NA,NA,"1965","01","01","Magnoliopsidae","U 0257075",NA,NA,NA,NA
"14","2020-02-08 09:34:13-03","NBC","NL-BOTANY","WAG.1189310","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1189310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1189310",NA,"Lamiales","Cham.",NA,NA,"1972","11",NA,NA,"Morro da Baliza (mun. Palmas) Paraná.",NA,NA,"NL-WAG1189310","19",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2019-08-27 13:30:24-03","IAP","PACA-AGP","435","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Confirmado por P.C. crespam em 2010. Fenofase: flor","PACA000435","Magnoliophyta","Lamiales","Cham.","Emrich-Rambo",NA,NA,NA,"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954","09","26","Magnoliatae",NA,NA,NA,NA,NA
"16","2019-08-27 13:30:24-03","IAP","PACA-AGP","69663","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"arbusto esbelto até 2 m flor lilás - no brejo&nf;Confirmado por P.C. Crespam em 2010. Hábito: arbusto","PACA069663","Magnoliophyta","Lamiales","Cham.","G. Hatscbach","51984","1988","04","PR","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"27","900","900","45291","auto","1988",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"17","2019-08-27 13:30:24-03","IAP","PACA-AGP","28141","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Confirmado por P.C. Crespam em 2010. Habitat: in paludosis alte dumetosis Fenofase: flor","PACA028141","Magnoliophyta","Lamiales","Cham.","Emrich-Rambo",NA,"1945","03","RS","Nonoai","ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"35080","auto","1954","09","26","Magnoliatae",NA,NA,NA,NA,NA
"18","2019-08-27 13:30:24-03","IAP","PACA-AGP","60420","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Camargo, O. R.",NA,"Brasil",NA,NA,"no campo úmido&nf;Confirmado por P.C. Crespam em 2010. Habitat: in campetribus paludosis Fenofase: flor","PACA060420","Magnoliophyta","Lamiales","Cham.","Emrich-Rambo","489","1956","04","RS","Santa Maria","Estação Experimental de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"10",NA,NA,"37819","auto","1957","04","29","Magnoliatae",NA,NA,NA,NA,NA
"19","2019-08-27 13:30:24-03","IAP","PACA-AGP","58741","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"O.R. Camargo",NA,"Brasil",NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA058741","Magnoliophyta","Lamiales","Cham.","P.C. Crespam","47","1956","02","RS","Santa Maria","Est. Exp. Silvicultura","-53.8069000244141","-29.6842002868652",NA,"28",NA,NA,"37819","auto","2010",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"20","2019-08-27 13:30:24-03","IAP","PACA-AGP","44118","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Confirmado por P.C. Crespam em 2010. Habitat: in paludosis alte dumetosis Fenofase: flor","PACA044118","Magnoliophyta","Lamiales","Cham.","H. N. Moldenke",NA,"1949","10","RS","São Leopoldo","Barreto Vianna","-51.1472015380859","-29.7602996826172",NA,"24",NA,NA,"10287","auto","1954","09","26","Magnoliatae",NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047619","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygaliifolia","Aloysia polygaliifolia",NA,"G. Hatschbach; J. Cordeiro",NA,"Brazil",NA,NA,"Arbusto esbelto, ate 2 m, ramos poucos na parte apical. Flor lilas.",NA,"Magnoliophyta","Lamiales","Cham.","G. Hatschbach","51984","2038","4","Parana",NA,"Rio Pequeno (Mun. Sao Jose dos Pinhais).","-49.19295","-25.533076",NA,"27","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:47:04-03","UFJF","CESJ","36582","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygaliifolia","Aloysia polygaliifolia",NA,"V.Nicolack; J. Cordeiro","América do Sul","Brasil",NA,NA,"Arbusto,ca. 1,8m. alt.,flores lilás.Brejo(solo turfoso)","CESJ036582","Angiosperma",NA,"Cham.","G. Hatschbach","87","1989","11","Paraná","Rio Pequeno","São José dos Pinhais",NA,NA,"CESJ036582","23",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-16 17:52:59-03","UCS","HUCS","43333","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Stehmann, J.R.",NA,"Brasil",NA,NA,"Arbusto com flores azuis. Doação ICN 064284",NA,"Angiospermae","Lamiales","Cham.","Crespam, P.C.","702","1985","10","Rio Grande do Sul","Esmeralda","Em beira de estrada, junto ao rio Bernardo José","-51.190299987793","-28.0536003112793",NA,"23",NA,NA,"38649","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-16 08:41:21-03","UTFPR","HCF","2075","S","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"E.F. Costa",NA,"Brasil",NA,NA,"arbusto, 1,50m, flor lilás. Solo turfoso e úmido.",NA,NA,NA,"Cham.","G. Hatschbach","6","2004","09","PR","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,"29",NA,NA,"12577","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-25 12:12:48-03","UFSM","SMDB","18566","S","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Figueira, M; Schindler, B.",NA,"Brasil",NA,NA,"Arbusto, raro, restrito ao banhado, aprox. 3 m de alt., flores lilases; Vegetação de banhado com Floresta Estacional Subtropical do Domínio Atlântico no entorno, relevo plano, solo profundo, encharcado","SMDB018566",NA,NA,"Cham.","Bordignon, S.A.L.","CFSM294","2015","02","Rio Grande do Sul","Santa Maria","na beira da BR-287, em direção a São Pedro do Sul","-53.980833","-29.673611",NA,"26",NA,NA,NA,NA,"2015","02","26",NA,NA,"-53.980833","-29.673611",NA,NA
"26","2021-02-11 16:53:31-03","UFSM","SMDB","15577","S","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Záchia, R.A",NA,"Brasil",NA,NA,"perto de área úmida","SMDB015577",NA,NA,"Cham.","Soares, ELC","6344","2013","11","Rio Grande do Sul","Faxinalzinho","Linha Dias, perto de Goio - em","-52.6730995178223","-27.4242000579834",NA,"11",NA,NA,"14334","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-11 16:53:31-03","UFSM","SMDB","15577","S","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Záchia, R.A",NA,"Brasil",NA,NA,"perto de área úmida","SMDB015577",NA,NA,"Cham.","Soares, ELC","6344","2013","11","Rio Grande do Sul","Faxinalzinho","Linha Dias, perto de Goio - em","-52.6730995178223","-27.4242000579834",NA,"11",NA,NA,"14334","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-11 16:53:31-03","UFSM","SMDB","15577","S","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Záchia, R.A",NA,"Brasil",NA,NA,"perto de área úmida","SMDB015577",NA,NA,"Cham.","Soares, ELC","6344","2013","11","Rio Grande do Sul","Faxinalzinho","Linha Dias, perto de Goio-en","-52.6730995178223","-27.4242000579834",NA,"11",NA,NA,"14334","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900989","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Vauthier",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900989' target='other'> <mi>dwc_moreinfo</mi></a>","P02900989",NA,NA,"Cham.",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Rio Grande.",NA,NA,"P02900989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-01-18 15:38:24-02","MNHN","RECOLNAT_MNHN_P","P00166273","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Saint-Hilaire, A. de",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166273' target='other'> <mi>dwc_moreinfo</mi></a>","P00166273",NA,NA,"Cham.","Mulgano",NA,NA,NA,NA,NA,"Prov. Rio Grande Do Sul",NA,NA,"P00166273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2771",NA
"31","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900987","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Saint-Hilaire, A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900987' target='other'> <mi>dwc_moreinfo</mi></a>","P02900987",NA,NA,"Cham.",NA,NA,"1816","1","Rio Grande do Sul",NA,"Brésil. Province de Rio Grande do Sul.",NA,NA,"P02900987_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2771",NA
"32","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900988","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Saint-Hilaire, A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900988' target='other'> <mi>dwc_moreinfo</mi></a>","P02900988",NA,NA,"Cham.",NA,NA,"1816","1","Rio Grande do Sul",NA,"Brésil. Province de Rio Grande do Sul.",NA,NA,"P02900988_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2771",NA
"33","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900990","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900990' target='other'> <mi>dwc_moreinfo</mi></a>","P02900990",NA,NA,"Cham.",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Brésil, Rio Grande do Sul.",NA,NA,"P02900990_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900991","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Vauthier",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900991' target='other'> <mi>dwc_moreinfo</mi></a>","P02900991",NA,NA,"Cham.",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Brésil, Rio Grande do Sul.",NA,NA,"P02900991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 08:26:30-03","MNHN","RECOLNAT_MNHN_P","P02900992","PreservedSpecimen",NA,"Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Vauthier",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02900992' target='other'> <mi>dwc_moreinfo</mi></a>","P02900992",NA,NA,"Cham.",NA,NA,"1845","9","Rio Grande do Sul",NA,"Brésil. Province de Rio Grande do Sud.",NA,NA,"P02900992_01","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 08:00:23-03","MNHN","RECOLNAT_MNHN_P","P00166274","PreservedSpecimen",NA,"Verbenaceae","Lippia","polygalifolia","Lippia polygalifolia",NA,"Sellow, F.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166274' target='other'> <mi>dwc_moreinfo</mi></a>","P00166274",NA,NA,"Steud.","Mulgano",NA,NA,NA,NA,NA,"Brasilia",NA,NA,"P00166274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:21:59-03","UFPR","UPCB","51326","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Costa, E.F.",NA,"Brasil",NA,NA,"Arbusto 1,5m, flor lilás, solo turfoso e úmido..",NA,NA,NA,"Cham.","Hatschbach, G.","6","2004","09","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,"29",NA,NA,"12577","auto","2004","01","01",NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:21:59-03","UFPR","UPCB","84996","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Costa, E.F | Barbosa, E.",NA,"Brasil",NA,NA,"Arbusto, 1,50m, flor lilás. Solo turfoso e úmido..",NA,NA,NA,"Cham.","Hatschbach, G.","6","2004","11","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,"29",NA,NA,"12577","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:21:59-03","UFPR","UPCB","4853","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"Arbusto, flor lilás. Local brejoso. Raro..",NA,NA,NA,"Cham.","Hatschbach, G.","11896","1964","11","Paraná","Piraquara","Novo Tirol","-49.0633010864258","-25.4416999816895",NA,"27","950","950","12577","auto","1965","01",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:21:59-03","UFPR","UPCB","8293","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"Arbusto, 2m, flor lilás. Brejo. Raro..",NA,NA,NA,"Cham.","Troncoso, N.S.","20792","1969","01","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"17",NA,NA,"45291","auto","1970","01","01",NA,NA,NA,NA,NA,NA
"41","2017-03-17 15:38:00-03","MO","MOBOT","100233106","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Lyman B. Smith|Roberto M. Klein","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Smith 13577","1964","12","Santa Catarina","Água Doce","Bog, river bank, and campo, Campos de Palmas, 15-19 km south of Horizonte (Paraná).","-51.6166667","-26.7333333",NA,"4","1100.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2011-04-21 14:15:00-03","MO","MOBOT","100235358","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Gert G. Hatschbach|V. Nicolack","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","R.Liesner (MO)","Hatschbach 53669","1989","12","Paraná",NA,"Palmas, rod. para Mangueirinha.",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2012-11-09 05:09:00-02","MO","MOBOT","100421366","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"A. Bornmüller","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","S.J. Siedo","Bornmüller 161","1904","10","Rio Grande do Sul",NA,"Neu Württemberg; Estancia Lourenço Gomez.",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2017-03-17 14:53:00-03","MO","MOBOT","100959585","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia","Lectotype","F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Sellow s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2018-06-22 05:25:00-03","MO","MOBOT","100959588","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Lyman B. Smith|Pe. Raulino Reitz","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Smith 12478","1964","10","Santa Catarina","Ponte Serrada","Fachinal dos Guedes: Ruderal, dry, open flat by road.","-52.1333333","-26.8333333",NA,"13","700.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2017-03-17 15:05:00-03","MO","MOBOT","100233035","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Gert G. Hatschbach|Lyman B. Smith|Roberto M. Klein","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Hatschbach 28171","1971","12","Paraná","Palmas","10 km ao Noroeste de Palmas","-51.9906005859375","-26.4841995239258",NA,"4",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","2017-03-17 15:06:00-03","MO","MOBOT","100233100","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Gert G. Hatschbach","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Hatschbach 30734","1972","11","Paraná","Palmas","Morro da Baliza","-51.9906005859375","-26.4841995239258",NA,"19",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2017-03-17 15:07:00-03","MO","MOBOT","100959587","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","polygalifolia","Aloysia polygalifolia",NA,"Verônica Thode","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","fide O'Leary et al.","Thode 398",NA,NA,"Rio Grande do Sul","Guaíba","faz. Sao Maximiano, BR-116","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
