"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","year","stateProvince","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"93","2015-09-15 14:03:59-03","MNHN","RECOLNAT_MNHN_P","P02274473","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Gaudichaud, C.",NA,"Brésil","Rio de Janeiro.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274473' target='other'> <mi>dwc_moreinfo</mi></a>","P02274473",NA,NA,"A.St.-Hil.",NA,NA,"1831",NA,"P02274473_01","gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"813",NA
"94","2015-09-15 17:41:20-03","MNHN","RECOLNAT_MNHN_P","P02274477","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brésil","Rio Janeiro, Ilha do Govermador.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274477' target='other'> <mi>dwc_moreinfo</mi></a>","P02274477",NA,NA,"A.St.-Hil.",NA,NA,"1876",NA,"P02274477_01","Gomes-Bezerra","12","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8617",NA
"95","2015-09-15 11:46:17-03","MNHN","RECOLNAT_MNHN_P","P02274478","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brésil","Rio Janeiro, Ilha do Govermador.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274478' target='other'> <mi>dwc_moreinfo</mi></a>","P02274478",NA,NA,"A.St.-Hil.",NA,NA,"1876",NA,"P02274478_01","Gomes-Bezerra","12","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8617",NA
"96","2015-08-31 13:33:03-03","MNHN","RECOLNAT_MNHN_P","P02274479","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brésil","Rio Janeiro, Ilha do Govermador.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274479' target='other'> <mi>dwc_moreinfo</mi></a>","P02274479",NA,NA,"A.St.-Hil.",NA,NA,"1876",NA,"P02274479_01","Gomes-Bezerra","12","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8617",NA
"97","2015-09-04 13:20:37-03","MNHN","RECOLNAT_MNHN_P","P02274480","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Riedel",NA,"Brasilia","s.loc.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274480' target='other'> <mi>dwc_moreinfo</mi></a>","P02274480",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P02274480_01","Goimes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-05-29 13:35:29-03","MNHN","RECOLNAT_MNHN_P","P02440884","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brésil","Imbetiba","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440884' target='other'> <mi>dwc_moreinfo</mi></a>","P02440884",NA,NA,"A.St.-Hil.",NA,NA,"1891",NA,"P02440884_01","Reynel","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18976",NA
"99","2015-09-04 19:47:37-03","MNHN","RECOLNAT_MNHN_P","P05297625","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brasil","Brésil.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05297625' target='other'> <mi>dwc_moreinfo</mi></a>","P05297625",NA,NA,"A.St.-Hil.",NA,NA,NA,"Bahia","P05297625_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2015-09-04 19:47:37-03","MNHN","RECOLNAT_MNHN_P","P05297627","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Blanchet",NA,"Brasil","Brésil: Province de Bahia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05297627' target='other'> <mi>dwc_moreinfo</mi></a>","P05297627",NA,NA,"A.St.-Hil.",NA,NA,NA,"Bahia","P05297627_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3752",NA
"101","2018-02-01 12:18:37-02","MNHN","RECOLNAT_MNHN_P","P05297628","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba",NA,NA,"[Bresil]",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05297628' target='other'> <mi>dwc_moreinfo</mi></a>","P05297628",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05297628_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298130","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Riedel",NA,"Brasil","Brasilia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298130' target='other'> <mi>dwc_moreinfo</mi></a>","P05298130",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05298130_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298132","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Riedel",NA,"Brasil","Brasilia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298132' target='other'> <mi>dwc_moreinfo</mi></a>","P05298132",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05298132_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298133","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Riedel",NA,"Brasil","Brasilia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298133' target='other'> <mi>dwc_moreinfo</mi></a>","P05298133",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05298133_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-09-04 19:38:27-03","MNHN","RECOLNAT_MNHN_P","P05298229","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Muller",NA,"Brasil","Brasil, Paraná, São Bento in sylvis capoes.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298229' target='other'> <mi>dwc_moreinfo</mi></a>","P05298229",NA,NA,"A.St.-Hil.",NA,NA,"1870","Paraná","P05298229_01","Pirani","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-09-04 19:38:27-03","MNHN","RECOLNAT_MNHN_P","P05298230","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brasil","Brésil. Rio de Janeiro. Vista Chineza (Chemin du Macaco).","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298230' target='other'> <mi>dwc_moreinfo</mi></a>","P05298230",NA,NA,"A.St.-Hil.",NA,NA,"1877","Rio de Janeiro","P05298230_01","Gomes-Bezerra","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8615",NA
"107","2015-09-04 19:38:27-03","MNHN","RECOLNAT_MNHN_P","P05298231","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brasil","Brésil. Rio e Jan. Vista Chineza ( Chemin du Macaco).","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298231' target='other'> <mi>dwc_moreinfo</mi></a>","P05298231",NA,NA,"A.St.-Hil.",NA,NA,"1877","Rio de Janeiro","P05298231_01","Pirani","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8615",NA
"108","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298134","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Nadeaud, J.",NA,"Brasil","Tables de Copa-Cabana.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298134' target='other'> <mi>dwc_moreinfo</mi></a>","P05298134",NA,NA,"A.St.-Hil.",NA,NA,"1862","Rio de Janeiro","P05298134_01","Gomes-Bezerra","1","1","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2018-01-31 13:58:23-02","MNHN","RECOLNAT_MNHN_P","P05298125","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Nadeaud, J.",NA,"Brasil","Tables de Copa-Cabana.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298125' target='other'> <mi>dwc_moreinfo</mi></a>","P05298125",NA,NA,"A.St.-Hil.",NA,NA,"1862","Rio de Janeiro","P05298125_01","Gomes-Bezerra","1","1","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","3265695","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Gert G. Hatschbach","South America","Brazil","Palmeira (Mun. Caetité)>",NA,NA,NA,NA,NA,NA,"Engl.",NA,"Hatschbach 65856","1997","Bahia",NA,"J.R. Pirani","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-02-19 04:30:00-03","MO","MOBOT","101066977","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","C.F.P. Martius","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Lectotype","Martius 287",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"112","2018-09-10 12:04:00-03","MO","MOBOT","101066978","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Ludwig Riedel","South America","Brazil","Monte Telegraphico",NA,NA,NA,NA,NA,NA,"Mart.","Syntype","Riedel 98",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"113","2018-09-10 12:05:00-03","MO","MOBOT","101066979","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","B. Luschnath","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Syntype","Luschnath s.n.","1833",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"114","2018-09-10 12:06:00-03","MO","MOBOT","101066981","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Giovanni Casaretto","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Syntype","Casaretto s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"115","2018-09-10 12:19:00-03","MO","MOBOT","101066982","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","C. Gaudichaud-Beaupré","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Holotype","Gaudichaud-Beaupré 813","1834","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"116","2018-09-10 12:21:00-03","MO","MOBOT","101066986","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Auguste F.M. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Lectotype","Glaziou 18976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"117","2018-09-10 12:23:00-03","MO","MOBOT","101066988","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Auguste F.M. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mart.","Lectotype","Glaziou 8617","1886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"118","2008-05-27 22:02:00-03","MO","MOBOT","2812094","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","José R. Pirani","South America","Brazil","Santo Antonio de Jesus; Rodovia para Sáo Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Pirani 2700","1983","Bahia",NA,"C. Reynel",NA,NA,NA,"-39.33333","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2013-08-23 04:12:00-03","MO","MOBOT","3365783","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Erika Fernández","South America","Bolivia","Rio Altamachi. Bosque montano pluviestacional, caracterizado por Ceiba boliviana, Triplaris vestita, Aralia soratensis, Zanthoxylum aff rhoifolium y Maclura tinctorea",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Fernández Terrazas 3873","2004","Cochabamba",NA,NA,"5","25","Ayopaya","-66.16722","-16.73638","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2018-09-10 12:35:00-03","MO","MOBOT","101066994","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A. Saint-Hilaire","South America","Brazil","River Sarapuhu.",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Holotype","Saint-Hilaire s.n.","1816","São Paulo",NA,NA,NA,NA,"Sorocaba","-47.4500007629395","-23.5",NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"121","2018-09-10 12:37:00-03","MO","MOBOT","101066996","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Ludwig Riedel","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Holotype","Riedel 861",NA,"Rio de Janeiro",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"122","2018-09-10 12:41:00-03","MO","MOBOT","101066999","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Syntype","Sellow 2078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"123","2018-09-10 12:42:00-03","MO","MOBOT","101067000","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","George Don","South America","Brazil","Maranhão",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Syntype","Don s.n.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"124","2018-09-10 12:40:00-03","MO","MOBOT","2812317","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Jacques S. Blanchet","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Syntype","Blanchet 3752","1866","Bahia",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"125","2018-09-10 12:39:00-03","MO","MOBOT","101052912","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Jacques S. Blanchet","South America","Brazil","Prov. Bahia ad Jacobina [Serra de Jacobina].",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Isolectotype","Blanchet 3299","1841","Bahia",NA,"C. Reynel (MO)",NA,NA,"Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"126","2021-01-10 20:47:49-03","INPA","INPA","197839","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sucre, D","Southern America","Brasil","Ilha Furtada, Baia de Sepetiba",NA,NA,NA,"INPA0197839","Dicotyledon Com-Clade","Sapindales","A.St.-Hil.",NA,"2014","1967","Rio de Janeiro",NA,"Melo, MFF","01","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"127","2021-01-10 20:47:49-03","INPA","INPA","197842","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sucre, D","Southern America","Brasil","Itaipú",NA,NA,NA,"INPA0197842","Dicotyledon Com-Clade","Sapindales","A.St.-Hil.",NA,"5126/2826","1969","Rio de Janeiro",NA,"Melo, MFF","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"128","2021-01-10 20:47:49-03","INPA","INPA","197847","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sucre, D","Southern America","Brasil","Morro do Leme, Quartel Duque de Caxias",NA,NA,NA,"INPA0197847","Dicotyledon Com-Clade","Sapindales","A.St.-Hil.",NA,"9695","1972","Guanabara",NA,"Melo, MFF","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"129","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","3376",NA,"Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","G. Pinto",NA,"Brasil",NA,NA,NA,"Ex Herb. Secretaria de Agricultura, Terras e Colonização do ES.","MBML003376",NA,NA,"Mart.",NA,NA,"1951","Bahia",NA,"J. R. Pirani/1992","10",NA,"Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","31723",NA,"Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz",NA,"Brasil","Pedra do Cruzeiro. Aguilar",NA,NA,"Arbusto 4m, botões de cor verde.","MBML031723",NA,NA,"A.St.-Hil.",NA,"3477","2007","Espírito Santo",NA,"J.R. Pirani/2010","09","12","Marilândia","-40.551111","-19.348333","200","200",NA,NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-04 11:06:23-03","UFRB","HURB","4768","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al",NA,"Brasil","P.N. de Boa Nova; Fazenda Lajedão, Setor Oeste",NA,NA,NA,"HURB000004768",NA,NA,"A.St.-Hil.",NA,"1831","2013","Bahia",NA,"N. Biggs","01","05","Boa Nova","-40.210278","-14.331667","813","813",NA,NA,"40°12'37 W","14°19'54 S","2014",NA,NA,NA,NA,NA,NA
"132","2021-03-04 11:06:23-03","UFRB","HURB","6723","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Aona, L.Y.S.; Biggs, N.; Costa, I.R.; Duarte, E.; Fonseca, W.O.; Lucas, E.; Monro, A.",NA,"Brasil","Parque Nacional de Boa Nova; Setor oeste, Fazenda Lagedão",NA,NA,NA,"HURB000006723",NA,NA,"A.St.-Hil.",NA,"2170","2013","Bahia",NA,"N. biggs","03","03","Boa Nova","-40.129444","-14.412778",NA,NA,NA,NA,"40°07'46 W","14°24'46 S","2014",NA,NA,NA,NA,NA,NA
"133","2018-10-09 16:32:15-03","UFLA","ESAL","19541","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Machado, ELM",NA,"Brasil","UFLA, Mata da Subestação",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"A.St.-Hil.",NA,"s.n.",NA,"Minas Gerais",NA,"Ary Teixeira de Oliveira-Filho",NA,NA,"Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"134","2017-11-24 14:12:24-02","UFLA","ESAL","20964","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Loures, L",NA,"Brasil","Boa Ventura",NA,NA,"; 12, m; ;",NA,NA,NA,"A.St.-Hil.",NA,"s.n.",NA,"Minas Gerais",NA,"Ary T. Oliveira Filho",NA,NA,"Inconfidentes","-46.3278007507324","-22.3169002532959","1","1","13133","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-03 13:56:29-03","UFF","NIT","NIT652","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","L.G. Quintanilha",NA,"Brasil",NA,NA,NA,NA,"NIT00000651",NA,NA,"A.St.-Hil.",NA,"118","2012","Rio de Janeiro",NA,NA,"10","03","Iguaba Grande","-42.2289009094238","-22.8391990661621",NA,NA,"5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-02-04 10:30:07-03","UFRPE","HST","5574","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","L.P.Félix; et al.",NA,"Brasil",NA,NA,NA,"Arbusto; flores alvas.","HST005574",NA,NA,"Engl.",NA,"s.n.","1996","Bahia",NA,"J.R.Pirani","01","15","Ibioacra",NA,NA,NA,NA,NA,NA,NA,NA,"1996","09","03",NA,NA,NA,NA
"137","2021-02-04 10:30:07-03","UFRPE","HST","19249","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A.M.Miranda; J.Ferraz",NA,"Brasil","Fazenda Jequitibá",NA,NA,"Arbusto ca. 1,50 m alt.; caule marrom; flores levemente crassas; flores em botões alvos.","HST019249",NA,NA,"A.St.-Hil.",NA,"6410","2011","Bahia",NA,"A.M.Miranda","11","29","Crisópolis","-38.1500015258789","-11.5106000900269",NA,NA,"19550","auto",NA,NA,"2016","11","17",NA,NA,NA,NA
"138","2021-02-04 10:30:07-03","UFRPE","HST","19306","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A.M.Miranda; J.Ferraz",NA,"Brasil","Fazenda Jequitibá",NA,NA,"Arbusto ca. 1,20 m alt.; caule marrom; folhas levemente crassas; flores brancas.","HST019306",NA,NA,"A.St.-Hil.",NA,"6424","2011","Bahia","HST019306_v1 HST019306_v2 HST019306_v3","J.R.Pirani","11","29","Crisópolis","-38.1500015258789","-11.5106000900269",NA,NA,"19550","auto",NA,NA,"2015","11",NA,NA,NA,NA,NA
"139","2021-02-25 10:13:22-03","CVRD","CVRD","9857","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","aff. tingoassuiba","Zanthoxylum aff. tingoassuiba","Folli, D.A.","América do Sul","BRASIL",NA,NA,NA,"<ll>dwc_commonname:</ll> Mama de cadela","CVRD009857","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"5414","2006","ES",NA,"José Rubens Pirani","12","01","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,"2012","01","20","Magnoliopsida",NA,NA,NA
"140","2021-02-25 10:13:22-03","CVRD","CVRD","9928","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","aff. tingoassuiba","Zanthoxylum aff. tingoassuiba","Folli, D.A.","América do Sul","BRASIL",NA,NA,NA,"<ll>dwc_commonname:</ll> Mama de cadela","CVRD009928","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"5449","2007","ES","CVRD009928","José Rubens Pirani","01","12","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,"2012","01","20","Magnoliopsida",NA,NA,NA
"141","2020-09-12 05:00:02-03","US","US","3310661","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","J. R. Pirani & J. A. Kallunki","South America - Neotropics","Brazil","Rodovia para São Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101",NA,NA,"Voucher para estudos químicos","US01857169",NA,"Sapindales","Mart.",NA,"2700","1993","Bahia","US01857169_01 US01857169_02",NA,"1","30","Santo Antônio de Jesus","-38.33","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"142","2020-09-12 05:00:02-03","US","US","15105","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","L. Riedel","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01857170",NA,"Sapindales","Mart.",NA,"[98]",NA,NA,"US01857170_01 US01857170_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"143","2020-09-12 05:00:02-03","US","US","15106","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","L. Riedel","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01857171",NA,"Sapindales","Mart.",NA,"[98]",NA,NA,"US01857171_01 US01857171_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
