"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","locality","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"53","2019-08-27 13:27:10-03","IAP","PACA-AGP","97726","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Mondin, C.","2112","2000","12",NA,NA,"Brasil",NA,NA,"HASU 10587.","PACA097726","Magnoliophyta","Asterales","RS","rodovia RS 453","Less.","São Francisco de Paula","-50.5835990905762","-29.4480991363525","C. Mondin","2003","12","01","76715","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"54","2019-08-27 13:27:10-03","IAP","PACA-AGP","97724","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","C. Mondin & A. Iob","2838","2002","11","16",NA,"Brasil",NA,NA,"com ca. 40cm de altura e capítulos amarelos. HASU 14987. Hábito: subarbusto","PACA097724","Magnoliophyta","Asterales","RS","BR 287","Less.","São Pedro do Sul","-54.1789016723633","-29.6205997467041","sem det.",NA,NA,NA,"32227","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"55","2020-12-20 21:15:45-03","UFV","VIC","047809","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Duarte, A.P.","2309","1949","12","24",NA,"Brasil",NA,NA,"Planta de campo,pouco freguente solo arenoso.","VIC047809",NA,NA,"Minas Gerais","Elevação 1111m.","Less.","hermilo Alves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC047809",NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012757","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","G. Hatschbach; A. C. Cervi, E. Barbosa","116","2004","10","22",NA,"Brazil",NA,NA,"Ereta, flor amarela, lígulas mais claras.",NA,"Magnoliophyta","Asterales","Santa Catarina","Rod. BR-116, 15-20km S de Lages (Mun. Lages).","Less.",NA,"-50.320059","-27.807406","G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012759","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","H. A. Keller; J. Pirelli, L. Ritter","4564","2007","10","6",NA,"Argentina",NA,NA,"Sufrutice, capitulos amarillo-palidos.",NA,"Magnoliophyta","Asterales","Misiones","Dep. Candelaria. Municipio Loreto, Ruta Nac. 12.","Less.",NA,"-55.53","-27.32","M. Dematteis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:31:34-03","UFJF","CESJ","31817","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","G. Hatschbach; E. Barbosa","67081","1997","10","15","América do Sul","Brasil",NA,NA,"Ereta, capítulos amarelo. Campo limpo, seco.","CESJ031817","Angiosperma",NA,"Paraná","Rod. PR - 151. 2 Km S do Rio Cajuru","Less.","Jaguariaíva","-49.7057991027832","-24.2511005401611","G. Hatschbach","1998",NA,NA,"44368","auto",NA,NA,NA,NA,"CESJ031817",NA,NA,NA,NA,NA
"59","2019-11-21 14:31:34-03","UFJF","CESJ","45630","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","J.M. Silva; et al.","3871","2003","11","04","América do Sul","Brasil",NA,NA,"Ereta, capitulos amarelos. Campo limpo, seco.","CESJ045630","Angiosperma",NA,"Paraná","Recanto Botuquara","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","G. Hatschbach","2003",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:31:34-03","UFJF","CESJ","47494","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","G. Hatschbach; et al.","76674","2003","10","23","América do Sul","Brasil",NA,NA,"Ereta, capitulo amarelo. Campo limpo, seco.","CESJ047494","Angiosperma",NA,"Mato Grosso do Sul","Rod. Ponta Porã a Bela Vista, próx da Fazenda Itam","Less.","Ponta Porã","-55.7256011962891","-22.5361003875732","H.Robinson","2004",NA,NA,"102608","auto",NA,NA,NA,NA,"CESJ047494",NA,NA,NA,NA,NA
"61","2021-03-01 16:23:34-03","UNICAMP","UEC","55103","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Bueno, OL","2531","1980","05","27",NA,"Brazil",NA,NA,"Erva com +- 40 cm de altura, pouco numerosa, agrupada, as flores do raio são brancas e as do disco são amarelas e com perfume adocicado; Campo sujo, na encosta, solo granito","UEC113904","Magnoliopsida",NA,"Rio Grande do Sul","Morro Teresópolis","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Bueno, OL","1980","07",NA,"29946","auto",NA,NA,NA,NA,"UEC113904",NA,NA,NA,NA,NA
"62","2021-03-01 16:23:34-03","UNICAMP","UEC","144649","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Moraes, MD","831","2006","11","11",NA,"Brazil",NA,NA,"Indivíduos com flores do raio brancas ou amarelo claro, flores do disco amarelas. Flores perfumadas.; Campo recém queimado","UEC124467","Magnoliopsida",NA,"Santa Catarina","6 km oeste de Capão Alto, margens da rodovia","Less.","Capão Alto","-50.5119018554688","-27.9368991851807","Reis-Silva, GA","2017","03",NA,"41668","auto",NA,NA,NA,NA,"UEC124467",NA,NA,NA,NA,NA
"63","2019-01-17 11:24:16-02","PUCRS","MPUC","2624","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa",NA,NA,"1982","10","19","South America","Brasil",NA,NA,NA,NA,NA,"Asterales","RS",".","Less.","Capão da Canoa","-50.0094444","-29.7458333","N.I. Matzenbacher","1982","01","01",NA,NA,"-50.0094444000","-29.7458333000",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA
"64","2021-01-28 13:24:30-03","PUCRS","MPUC","8386","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","E.D. Heuser",NA,"1994","09","08","South America","Brasil",NA,NA,NA,NA,NA,"Asterales","RS",".","Less.","São Francisco de Paula","-50.5835990905762","-29.4480991363525","N.I. Matzenbacher",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA,NA
"65","2021-01-28 13:24:30-03","PUCRS","MPUC","8407","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","C.S.A. Martins",NA,"1995","09","29","South America","Brasil",NA,NA,NA,NA,NA,"Asterales","RS",".","Less.","São Francisco de Paula","-50.5835990905762","-29.4480991363525","N.I. Matzenbacher",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA,NA
"66","2020-10-14 09:58:58-03","FURB","FURB","63168","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Kassner-Filho, A.","4097","2018","11","28",NA,"Brasil",NA,NA,"Erva; flor amarela","FURB63168",NA,NA,"Santa Catarina","Morro em frente ao Hotel São Cristóvão.","Less.","Capinzal","-51.5897222","-27.3722223","V.R. Bueno","2019","06","27",NA,NA,"-51.5897222","-27.3722223","715","715","FURB63168",NA,NA,NA,NA,NA
"67","2020-10-14 09:58:58-03","FURB","FURB","40857","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8212","2012","03","19",NA,"Brasil",NA,NA,NA,"FURB04290",NA,NA,"Paraná","Parque Estadual de Vila Velha.","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Barbosa, E","2012","04",NA,"46557","auto",NA,NA,NA,NA,"FURB04290",NA,NA,NA,NA,NA
"68","2021-03-16 17:50:36-03","UCS","HUCS","19738","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Wasum, R.A.","1593","2002","11","01",NA,"Brasil",NA,NA,"Em barranco",NA,"Angiospermae","Asterales","Rio Grande do Sul","Cazuza Ferreira","Less.","São Francisco de Paula","-50.773611","-29.079444","Robinson, H.","2002","12",NA,NA,NA,"-50.773611","-29.079444",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:50:36-03","UCS","HUCS","36673","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pasini, E.","452","2010","11","07",NA,"Brasil",NA,NA,"Em campo limpo - beira da estrada",NA,"Angiospermae","Asterales","Rio Grande do Sul","RS 153","Less.","Aceguá",NA,NA,"Pasini, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:50:36-03","UCS","HUCS","46246","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Grings, M.","1900","2016","10","13",NA,"Brasil",NA,NA,"erva com flores liguladas amarelo-claras e flores tubulosas amarelo-escuras; em vegetação campestre na faixa de domínio da rodovia",NA,"Angiospermae","Asterales","Rio Grande do Sul","próximo da RS-235","Less.","Canela","-50.754219","-29.305536","Grings, M.","2017","06",NA,NA,NA,"-50.754219","-29.305536","829","829",NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:50:36-03","UCS","HUCS","40196","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.","8212","2012","03","19",NA,"Brasil",NA,NA,"Herbario MBM; Campo recém queimado",NA,"Angiospermae","Asterales","Paraná","Parque Estadual de Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Barbosa, E.","2012",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:50:36-03","UCS","HUCS","22502","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.","3871","2003","11","04",NA,"Brasil",NA,NA,"Herbário MBM; Campo limpo",NA,"Angiospermae","Asterales","Paraná","Recanto Botuquara","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.","2003",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:50:36-03","UCS","HUCS","23707","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","76674","2003","10","23",NA,"Brasil",NA,NA,"Herbário MBM; Campo limpo",NA,"Angiospermae","Asterales","Mato Grosso do Sul","Rodovia Ponta Porã a Bela Vista - próximo da Fazenda Itamarati","Less.","Ponta Porã","-55.7256011962891","-22.5361003875732","Robinson, H.","2004",NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:50:36-03","UCS","HUCS","22136","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Wasum, R.A.","2038","2003","11","15",NA,"Brasil",NA,NA,"No campo",NA,"Angiospermae","Asterales","Rio Grande do Sul","Serra da Rocinha","Less.","Bom Jesus","-50.4166984558105","-28.6678009033203","Robinson, H.","2004","02",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-16 08:38:29-03","UTFPR","HCF","22417","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","J.M. Silva","9652","2016","11","16",NA,"Brasil",NA,NA,"erva ereta com 50 cm de altura; capítulos amarelos. Campo subtropical de altitude.",NA,NA,NA,"PR","Usina Eólica","Less.","Palmas","-51.972778","-26.531389","E. Barboza","2016","12","05",NA,NA,"51°58'22 W","26°31'53 S","1050","1050",NA,NA,NA,NA,NA,NA
"76","2019-08-16 08:38:29-03","UTFPR","HCF","15222","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","M.G. Caxambu","5645","2014","10","24",NA,"Brasil",NA,NA,"erva ca. 0,40 m, heliófita. Capítulos amarelos.",NA,NA,NA,"PR","Sítio Sete Quedas","Less.","Tibagi","-50.253139","-24.581306","J. Cordeiro","2015",NA,NA,NA,NA,"50°15'11,3 W","24°34'52,7 S","1035","1035",NA,NA,NA,NA,NA,NA
"77","2019-08-16 08:38:29-03","UTFPR","HCF","8312","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","M.G. Caxambu","2782","2009","10","17",NA,"Brasil",NA,NA,"erva heliófita, ca. 0,60 m. Flores amarelas.",NA,NA,NA,"PR","Rod. BR-277, Km 156, próximo ao Pedágio","Less.","Palmeira","-49.89175","-25.474806","J. Cordeiro & E. Barboza","2010",NA,NA,NA,NA,"49°53'30,3 W","25°28'29,3 S","880","880",NA,NA,NA,NA,NA,NA
"78","2019-08-16 08:38:29-03","UTFPR","HCF","9786","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","M.G. Caxambu","3536","2011","10","13",NA,"Brasil",NA,NA,"erva heliófita, xilopodífera. Flores amarelas.",NA,NA,NA,"PR","arredores da Ponte dos Arcos","Less.","Balsa Nova","-49.803417","-25.554333","J. Cordeiro","2013",NA,NA,NA,NA,"49°48'12,3 W","25°33'15,6 S","878","878",NA,NA,NA,NA,NA,NA
"79","2019-08-16 08:38:29-03","UTFPR","HCF","20904","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","J.M. Silva","4502","2005","11","10",NA,"Brasil",NA,NA,"xilopodífera, capítulo amarelo. Campo limpo, seco.",NA,NA,NA,"PR","Fazenda Santa Rita","Less.","Palmeira","-50.0064010620117","-25.4293994903564","G. Hatschbach","2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-21 19:32:50-03","UFC","EAC","17743","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Bueno, O.","2505","1980","05","20","Southern America","Brasil",NA,NA,"Erva;&nf;Flor branca amarelada.; Campo sujo","EAC0017743","Dicotyledon",NA,"Rio Grande do Sul","Morro Santana","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Bueno, O.","1980","05","21","29946","auto",NA,NA,NA,NA,"EAC0017743",NA,NA,NA,NA,NA
"81","2021-03-21 19:32:50-03","UFC","EAC","17750","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Bueno, O.; Nunes, E.","s.n.","1980","05","27","Southern America","Brasil",NA,NA,"Erva de 40cm, flor branca.","EAC0017750","Dicotyledon",NA,"Rio Grande do Sul","Morro Teresópolis","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Bueno, O.","1980","07",NA,"29946","auto",NA,NA,NA,NA,"EAC0017750",NA,NA,NA,NA,NA
"82","2019-11-25 12:11:32-03","UFSM","SMDB","406","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Rau, G","s.n.","1940","11","06",NA,"Brasil",NA,NA,NA,"SMDB000406",NA,NA,"Rio Grande do Sul","Boca do Monte","Less.","Santa Maria","-53.8069000244141","-29.6842002868652","Mondin, C A","2002","01",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:15:12-03","MBM","MBM","324473","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Sobral, M.; et al.; et al.","9422","2001","12",NA,"Southern America","Brazil",NA,NA,"Região de campos rupestres entremeados com matas de araucária. erva em campo; capítulos amarelos, com cheiro leve de cumarina","MBM324473",NA,NA,"Rio Grande do Sul",NA,"Less.","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,"MBM324473",NA,NA,NA,NA,NA
"84","2020-12-21 16:15:12-03","MBM","MBM","287839","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76674","2003","10","23","Southern America","Brazil",NA,NA,NA,"MBM287839",NA,NA,"Mato Grosso do Sul","Rodovia Ponta Porã - Bela Vista, próximo a Fazenda Itamarati","Less.","Ponta Porã","-55.7256011962891","-22.5361003875732","Robinson, H.",NA,NA,NA,"102608","auto",NA,NA,NA,NA,"MBM287839",NA,NA,NA,NA,NA
"85","2020-12-21 16:15:12-03","MBM","MBM","185924","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","970","1964","11","19","Southern America","Brazil",NA,NA,NA,"MBM185924",NA,NA,"Paraná","Capão da Imbuia","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Dombrowski, L.T.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:15:12-03","MBM","MBM","163712","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","602","1993","11","08","Southern America","Brazil",NA,NA,NA,"MBM163712",NA,NA,"Paraná","Vila Macedo","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Pruski, J.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,"MBM163712",NA,NA,NA,NA,NA
"87","2020-12-21 16:15:12-03","MBM","MBM","185929","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","12922","1980","10",NA,"Southern America","Brazil",NA,NA,NA,"MBM185929",NA,NA,"Paraná","Chapada Santo Antônio","Less.","Jaguariaíva","-49.7057991027832","-24.2511005401611","Dombrowski, L.T.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:15:12-03","MBM","MBM","203553","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Ribas, O.S.; Luz, M.F. da; Luz, M.F. da","1560","1996","10","28","Southern America","Brazil",NA,NA,NA,"MBM203553",NA,NA,"Paraná","Recando dos Papagaios","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,"MBM203553",NA,NA,NA,NA,NA
"89","2020-12-21 16:15:12-03","MBM","MBM","235195","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Spichiger, R.; Loizeau; Spichiger, R.; Loizeau","68801","1998","11","17","Southern America","Brazil",NA,NA,NA,"MBM235195",NA,NA,"Paraná","Rod. BR-277, Rio dos Papagaios","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,"MBM235195",NA,NA,NA,NA,NA
"90","2020-12-21 16:15:12-03","MBM","MBM","185925","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Imaguire, N.","3128","1972","11","22","Southern America","Brazil",NA,NA,NA,"MBM185925",NA,NA,"Paraná","Fazenda Experimental de Agronomia","Less.","Piraquara","-49.0633010864258","-25.4416999816895","Imaguire, N.",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:15:12-03","MBM","MBM","28801","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","32962","1973","10","25","Southern America","Brazil",NA,NA,NA,"MBM028801",NA,NA,"Paraná","Fazenda Cambiju","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"MBM028801",NA,NA,NA,NA,NA
"92","2020-12-21 16:15:12-03","MBM","MBM","290065","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.; Lucas, E.; Sakuragui, C.M.; Lucas, E.; Sakuragui, C.M.","3871","2003","11","04","Southern America","Brazil",NA,NA,NA,"MBM290065",NA,NA,"Paraná","Recanto Botiquara","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"MBM290065",NA,NA,NA,NA,NA
"93","2020-12-21 16:15:12-03","MBM","MBM","185923","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","711","1964","10","28","Southern America","Brazil",NA,NA,NA,"MBM185923",NA,NA,"Paraná","Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Ribas, O.S.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:15:12-03","MBM","MBM","235200","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Carneiro, J.","566","1998","09","17","Southern America","Brazil",NA,NA,NA,"MBM235200",NA,NA,"Paraná","Quatro Barras, arredores","Less.","Quatro Barras","-49.0769004821777","-25.3656005859375","Hatschbach, G.",NA,NA,NA,"17116","auto",NA,NA,NA,NA,"MBM235200",NA,NA,NA,NA,NA
"95","2020-12-21 16:15:12-03","MBM","MBM","300627","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","1183","1964","11","29","Southern America","Brazil",NA,NA,"Frequente.; Terreno calcário. Em campo.","MBM300627",NA,NA,"Paraná","Itaperuçu","Less.","Rio Branco do Sul","-49.3142013549805","-25.1900005340576","Hatschbach, G.","2004",NA,NA,"37352","auto",NA,NA,NA,NA,"MBM300627",NA,NA,NA,NA,NA
"96","2020-12-21 16:15:12-03","MBM","MBM","39763","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","3301","1953","10","26","Southern America","Brazil",NA,NA,NA,"MBM039763",NA,NA,"Paraná","Fazenda Monte Alegre","Less.","Tibagi","-50.4136009216309","-24.5093994140625","Barroso, G.M.",NA,NA,NA,"56988","auto",NA,NA,NA,NA,"MBM039763",NA,NA,NA,NA,NA
"97","2020-12-21 16:15:12-03","MBM","MBM","298656","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78296","2004","10","21","Southern America","Brazil",NA,NA,NA,"MBM298656",NA,NA,"Rio Grande do Sul","Rodovia para São Joaquim","Less.","Bom Jesus","-50.4166984558105","-28.6678009033203","Hatschbach, G.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,"MBM298656",NA,NA,NA,NA,NA
"98","2020-12-21 16:15:12-03","MBM","MBM","218152","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Jarenkow, J.A.; et al.; et al.","3064","1996","01","19","Southern America","Brazil",NA,NA,NA,"MBM218152",NA,NA,"Rio Grande do Sul","Rod. BR-153","Less.","Caçapava do Sul","-53.4914016723633","-30.5121994018555","Ribas, O.S.",NA,NA,NA,"50525","auto",NA,NA,NA,NA,"MBM218152",NA,NA,NA,NA,NA
"99","2020-12-21 16:15:12-03","MBM","MBM","227154","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Jarenkow, J.A.; et al.; et al.","3619","1997","11","02","Southern America","Brazil",NA,NA,NA,"MBM227154",NA,NA,"Rio Grande do Sul","Rod. BR-293","Less.","Candiota","-53.6725006103516","-31.5580997467041","Jarenkow, J.A.",NA,NA,NA,"28623","auto",NA,NA,NA,NA,"MBM227154",NA,NA,NA,NA,NA
"100","2020-12-21 16:15:12-03","MBM","MBM","265213","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Sobral, M.; et al.; et al.","9414","2001","12",NA,"Southern America","Brazil",NA,NA,NA,"MBM265213",NA,NA,"Rio Grande do Sul","São Francisco de Paula","Less.","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,"MBM265213",NA,NA,NA,NA,NA
"101","2020-12-21 16:15:12-03","MBM","MBM","355548","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Barboza, E.; Cordeiro, J.; Silva, J.M.; Vaz, J.; Cordeiro, J.; Silva, J.M.; Vaz, J.","2617","2009","11","15","Southern America","Brazil",NA,NA,"Planta ereta, capítulos amarelos. Campo limpo seco","MBM355548",NA,NA,"Santa Catarina","BR 116, km 241, entrada para Lages","Less.","Lages","-50.326099395752","-27.8160991668701","Robinson, H.; et al.","2010",NA,NA,"70701","auto",NA,NA,NA,NA,"MBM355548",NA,NA,NA,NA,NA
"102","2020-12-21 16:15:12-03","MBM","MBM","56385","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pedersen, T.M.","11384","1976","11","07","Southern America","Argentina",NA,NA,NA,"MBM056385",NA,NA,NA,NA,"Less.",NA,NA,NA,"Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM056385",NA,NA,NA,NA,NA
"103","2020-12-21 16:15:12-03","MBM","MBM","164004","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pedersen, T.M.","8680","1967","10","23","Southern America","Argentina",NA,NA,NA,"MBM164004",NA,NA,NA,NA,"Less.",NA,NA,NA,"Pruski, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM164004",NA,NA,NA,NA,NA
"104","2020-12-21 16:15:12-03","MBM","MBM","262634","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Schinini, A.","7656","1973","11","01","Southern America","Argentina",NA,NA,NA,"MBM262634",NA,NA,NA,"Corrientes","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM262634",NA,NA,NA,NA,NA
"105","2020-12-21 16:15:12-03","MBM","MBM","382935","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Caxambu, M.G.","3536","2011","10","13","Southern America","Brazil",NA,NA,"Erva heliófita, xilopodífera. Flores amareladas.; Estepe (campos gerais). Relevo suave-ondulado.","MBM382935",NA,NA,"Paraná","Ponte dos Arcos, arredores","Less.","Balsa Nova","-49.803417","-25.554333","Cordeiro, J.","2013",NA,NA,NA,NA,"-49.803417","-25.554333","878","878","MBM382935",NA,NA,NA,NA,NA
"106","2020-12-21 16:15:12-03","MBM","MBM","400114","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Motta, J.T.; Silva, J.M.; Silva, J.M.","4525","2014","11","19","Southern America","Brazil",NA,NA,"Subarbusto; capítulos amarelos.; Em campo sujo.","MBM400114",NA,NA,"Paraná","CIC","Less.","Curitiba","-49.326944","-25.553333","Germani, A.F.","2015","03",NA,NA,NA,"-49.326944","-25.553333","906","906","MBM400114",NA,NA,NA,NA,NA
"107","2020-12-21 16:15:12-03","MBM","MBM","406781","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9652","2016","11","16","Southern America","Brazil",NA,NA,"Erva ereta com 50 cm de altura; capítulos amarelos.; Estepe gramíneo-lenhosa (campo subtropical de altitude).","MBM406781",NA,NA,"Paraná","Usina Eólica","Less.","Palmas","-51.972778","-26.531389","Barboza, E.","2016","12","05",NA,NA,"-51.972778","-26.531389","1050","1050","MBM406781",NA,NA,NA,NA,NA
