"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"95","2019-11-06 09:55:55-03","UFOP","OUPR","21362","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L.","20","2006","01","05",NA,"Brasil",NA,NA,"Árvore 4-5m. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Harley, R.M.",NA,NA,"2007","11","28",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-06 09:55:55-03","UFOP","OUPR","21363","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L.","21","2006","01","05",NA,"Brasil",NA,NA,"Árvore 4m. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Harley, R.M.",NA,NA,"2007","11","28",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-06 09:55:55-03","UFOP","OUPR","5609","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lisboa, M.A.","s.n.","1972","08","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Serra do Itacolomi",NA,NA,"Roschel, M.B.",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-06 09:55:55-03","UFOP","OUPR","9435","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","s.col.","s.n.","1914","06",NA,NA,"Brasil",NA,NA,"Flores violáceas.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Itacolomi",NA,NA,"Cota, M.R.C.",NA,NA,"2007","07","27",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:55:55-03","UFOP","OUPR","17656","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore. Flores violáceas. Beira de estrada.",NA,NA,NA,"Minas Gerais","Acaiaca","-43.1446990966797","-20.3624992370605",NA,"(Spreng.) Harley",NA,NA,NA,"Roschel, M.B.","14401","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:55:55-03","UFOP","OUPR","17653","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore. Flores violáceas. Beira de estrada.",NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"(Spreng.) Harley",NA,NA,NA,"Roschel, M.B.","33524","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-06 09:55:55-03","UFOP","OUPR","17650","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto. Flores violáceas. Mata.",NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"(Spreng.) Harley",NA,NA,NA,"Roschel, M.B.","33524","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-06 09:55:55-03","UFOP","OUPR","21777","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lemes, F.O.A.","724","2006","08","21",NA,"Brasil",NA,NA,"Arbusto, flores brancas",NA,NA,NA,"Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"(Spreng.) Harley","Serra de Ouro Branco, Campo rupestre",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-06 09:55:55-03","UFOP","OUPR","9271","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Nogueira, R.E.","36","1999","08","28",NA,"Brasil",NA,NA,"Árvore. Flor roxa. Planta galhada. Campo rupestre.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Afloramento à esquerda da Cachoeira das Andorinhas.",NA,NA,"Messias, M.C.T.B.","44599","auto","2000","10","31",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-06 09:55:55-03","UFOP","OUPR","17647","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Godoy, J.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto. Flor roxa. Terreno pedregoso.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Antônio Pereira",NA,NA,"Roschel, M.B.","44599","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-06 09:55:55-03","UFOP","OUPR","9106","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Aglio, F.J.C.","25","1999","09","20",NA,"Brasil",NA,NA,"Arbusto. Flores rosas. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","APA da Cachoeira das Andorinhas, Serra da Brígida.",NA,NA,"Roschel, M.B.","44599","auto","1999","10","27",NA,NA,NA,NA,NA,NA,NA
"106","2019-11-06 09:55:55-03","UFOP","OUPR","17651","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.","1973","09","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Base do Itacolomi",NA,NA,"Roschel, M.B.","44599","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-06 09:55:55-03","UFOP","OUPR","17655","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lisboa, M.A.","s.n.","1951","09",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Estrada nova da Chapada",NA,NA,"Roschel, M.B.","44599","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-06 09:55:55-03","UFOP","OUPR","17648","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil",NA,NA,"Arbusto. Flor roxa. Campo.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Saramenha",NA,NA,"Roschel, M.B.","44599","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-06 09:55:55-03","UFOP","OUPR","16308","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Horta, M.","506-45",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Serra da Brígida",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-06 09:55:55-03","UFOP","OUPR","17649","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Spreng.) Harley","Serra de Antônio Pereira",NA,NA,"Roschel, M.B.","44599","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-06 09:55:55-03","UFOP","OUPR","17657","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore. Flores violáceas. Beira de estrada.",NA,NA,NA,"Minas Gerais","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,"(Spreng.) Harley",NA,NA,NA,"Roschel, M.B.","16921","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-06 09:55:55-03","UFOP","OUPR","22734","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Morais, A.S.; Filho, W.H. & Ferreira, M.T.M.","7","2008","08","19",NA,"Brasil",NA,NA,"Árvore, 4m. Eucaliptal com sub-bosque.",NA,NA,NA,"Minas Gerais","Rio Piracicaba","-43.1741981506348","-19.92919921875",NA,"(Spreng.) Harley","Vale, Mina de Água Limpa, PDE Morro Agudo.",NA,NA,"Horta, M.B.","17919","auto","2008","09",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-06 09:55:55-03","UFOP","OUPR","14249","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magalhães-Gomes, F.M.; Ilegível & Silveira, A.A.","s.n.","1897","09","28",NA,"Brasil",NA,NA,"Arbuscula. Fl. carulei suav. In capoeiras.",NA,NA,NA,"Minas Gerais","São João Del Rei","-44.2616996765137","-21.1355991363525",NA,"(Spreng.) Harley","Casa da Pedra",NA,NA,"Harley, R.M.","39093","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-04-27 16:10:11-03","UFES","VIES","38690","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Julkoski, D.","157","2014","12","08",NA,"Brasil",NA,NA,NA,"VIES038690",NA,NA,"Espírito Santo","Afonso Claúdio","-41.1239013671875","-20.0741996765137","VIES038690","(Spreng.) Harley",NA,NA,NA,"Moura, R.","25110","auto","2016","01","30",NA,NA,NA,NA,NA,NA,NA
"115","2020-04-27 16:10:11-03","UFES","VIES","27653","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, V.C.; Leoni, L.S.; Souza, J.P. & Mazine, F.F.","12222","1996","09","03",NA,"Brasil",NA,NA,NA,"VIES027653",NA,NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","VIES027653","(Spreng.) Harley","Parque Nacional do Caparaó.",NA,NA,"Romão, G.O.; Martins, C.H.C.","21645","auto","2010","10",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-04-27 16:10:11-03","UFES","VIES","14550","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pereira, O.J.; Espindula, E.","6423","2000","08","24",NA,"Brasil",NA,NA,NA,"VIES014550",NA,NA,"Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863","VIES014550","(Spreng.) Harley",NA,NA,NA,"Antar, G.M.","48150","auto","2017","04",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-06-27 10:25:22-03","UFES","VIES","20183","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Villela, D.","6","2011","09","14",NA,"Brasil",NA,NA,NA,"VIES020183",NA,NA,"Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344","VIES020183","(Spreng.) Harley","Serra da Serpentina.",NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-04-27 16:10:11-03","UFES","VIES","33463","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magro, A.M.","117","2011","07","19",NA,"Brasil",NA,NA,NA,"VIES033463",NA,NA,"Minas Gerais","Espera Feliz","-41.9071998596191","-20.6502990722656","VIES033463","(Spreng.) Harley","RPPN Bom Fim.",NA,NA,"Moraes, A.M.","21988","auto","2012","02","06",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:30:11-03","MBM","MBM","291880","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Assis, L.C.S.","547","2002","09","14","Southern America","Brazil",NA,NA,NA,"MBM291880",NA,NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807","MBM291880","(Spreng.) Harley","Mata do Baú",NA,NA,"Assis, L.C.S.","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:30:11-03","MBM","MBM","28431","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Koczicki, C.","292","1973","10","20","Southern America","Brazil",NA,NA,NA,"MBM028431",NA,NA,"Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666","MBM028431","(Spreng.) Harley","Serra da Piedade",NA,NA,"Harley, R.M.","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:30:11-03","MBM","MBM","18403","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","27503","1971","09","09","Southern America","Brazil",NA,NA,NA,"MBM018403",NA,NA,"Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","MBM018403","(Spreng.) Harley","Caminho ao Pico Itambé",NA,NA,"Harley, R.M.","19014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:30:11-03","MBM","MBM","18398","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","26975","1971","09","04","Southern America","Brazil",NA,NA,NA,"MBM018398",NA,NA,"Minas Gerais","Ipiranga",NA,NA,"MBM018398","(Spreng.) Harley","Rodovia Fernão Dias",NA,NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:30:11-03","MBM","MBM","22089","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pabst, G.; et al.; et al.","7383","1963","08","11","Southern America","Brazil",NA,NA,NA,"MBM022089",NA,NA,"Rio de Janeiro",NA,NA,NA,"MBM022089","(Spreng.) Harley","Km 20, Itaipava - Teresópolis",NA,NA,"Pereira, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:30:11-03","MBM","MBM","22092","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pabst, G.","4885","1959","08","23","Southern America","Brazil",NA,NA,NA,"MBM022092",NA,NA,"Rio de Janeiro",NA,NA,NA,"MBM022092","(Spreng.) Harley","Entre Friburgo e Teresópolis",NA,NA,"Pereira, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:30:11-03","MBM","MBM","41765","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pabst, G.","4885","1959","08","27","Southern America","Brazil",NA,NA,NA,"MBM041765",NA,NA,"Rio de Janeiro",NA,NA,NA,"MBM041765","(Spreng.) Harley","Entre Friburgo e Teresópolis",NA,NA,"Pereira, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:30:11-03","MBM","MBM","75764","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","45155","1982","07","21","Southern America","Brazil",NA,NA,NA,"MBM075764",NA,NA,"Espírito Santo","Pequiá",NA,NA,"MBM075764","(Spreng.) Harley","Rod. BR-262",NA,NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:30:11-03","MBM","MBM","85746","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Henrique, M.C.; et al.; et al.","s.n.","1981","10","30","Southern America","Brazil",NA,NA,NA,"MBM085746",NA,NA,"Minas Gerais",NA,NA,NA,"MBM085746","(Spreng.) Harley","Rodovia a Belo Horizonte",NA,NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:30:11-03","MBM","MBM","11722","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","21778","1969","07","12","Southern America","Brazil",NA,NA,"Arbusto 2m, flor creme.; Cerrado.","MBM011722",NA,NA,"Mato Grosso do Sul","Rio Brilhante","-54.5463981628418","-21.8019008636475",NA,"(Spreng.) Harley",NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:30:11-03","MBM","MBM","105294","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49748","1985","09","16","Southern America","Brazil",NA,NA,NA,"MBM105294",NA,NA,"Minas Gerais","Gouveia","-43.7407989501953","-18.4543991088867","MBM105294","(Spreng.) Harley","Rod. BR-259, tronco para Datas",NA,NA,"Harley, R.M.","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:30:11-03","MBM","MBM","264476","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magalhães, M.","522","1940","09","12","Southern America","Brazil",NA,NA,NA,"MBM264476",NA,NA,"Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","MBM264476","(Spreng.) Harley","São José dos Lopes",NA,NA,"Barreto, M.","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:30:11-03","MBM","MBM","233850","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Andrade, P.M.","1266",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM233850",NA,NA,"Minas Gerais","Nova Lima","-43.8466987609863","-19.9855995178223","MBM233850","(Spreng.) Harley","Reserva Biológica Mata do Jambeiro",NA,NA,"Harley, R.M.","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:30:11-03","MBM","MBM","65611","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Christson, G.M.; et al.; et al.","11551","1979","09","12","Southern America","Brazil",NA,NA,NA,"MBM065611",NA,NA,"Mato Grosso do Sul","Coxim","-54.7599983215332","-18.5067005157471","MBM065611","(Spreng.) Harley","10km S de Coxim",NA,NA,"Hatschbach, G.","102528","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:30:11-03","MBM","MBM","352953","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, R.M.; et al.; et al.","601","2001","08","31","Southern America","Brazil",NA,NA,"Arbusto na capoeira em área plana. Cálice vináceo, corola lilás.","MBM352953",NA,NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373","MBM352953","(Spreng.) Harley","Reserva Biológica da Represa do Grama",NA,NA,"Castro, R.M.","11991","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:30:11-03","MBM","MBM","169454","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Harley, R.M.; et al.; et al.","25264","1988","10","20","Southern America","Brazil",NA,NA,NA,"MBM169454",NA,NA,"Minas Gerais","Jequitinhonha","-41.0032997131348","-16.4339008331299","MBM169454","(Spreng.) Harley","Serra de Areia, 47 km S de Pedra Azul",NA,NA,NA,"48921","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:30:11-03","MBM","MBM","155405","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","57936","1992","10","10","Southern America","Brazil",NA,NA,NA,"MBM155405",NA,NA,"Minas Gerais","Miradouro","-42.3424987792969","-20.8906002044678","MBM155405","(Spreng.) Harley","Rod. BR-116, próximo a Miradouro",NA,NA,"Hatschbach, G.","20127","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:30:11-03","MBM","MBM","55226","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","40048","1977","07","23","Southern America","Brazil",NA,NA,NA,"MBM055226",NA,NA,"Minas Gerais","Prata","-48.9241981506348","-19.3071994781494","MBM055226","(Spreng.) Harley","Rio Dourado",NA,NA,"Hatschbach, G.","56565","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:30:11-03","MBM","MBM","138969","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Zappi, D.C.; et al.; et al.","9869","1986","09","02","Southern America","Brazil",NA,NA,NA,"MBM138969",NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","MBM138969","(Spreng.) Harley","Km 127, rodovia Belo Horizonte - Conceição do Mato Dentro",NA,NA,"Harley, R.M.","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:30:18-03","MBM","MBM","146004","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Pedralli, G.; et al.; et al.","s.n.","1987","09","29","Southern America","Brazil",NA,NA,NA,"MBM146004",NA,NA,"Minas Gerais",NA,NA,NA,"MBM146004","Benth.","Santa Bárbara",NA,NA,"J.R. Stehmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:30:18-03","MBM","MBM","146001","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Pedralli, G.; et al.; et al.","1511","1988","10","14","Southern America","Brazil",NA,NA,NA,"MBM146001",NA,NA,"Minas Gerais","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752","MBM146001","Benth.",NA,NA,NA,"Cf.","17525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2015-09-28 04:53:38-03","MNHN","RECOLNAT_MNHN_P","P00737517","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sellow, F.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737517' target='other'> <mi>dwc_moreinfo</mi></a>","P00737517",NA,NA,NA,NA,NA,NA,"P00737517_01","(Spreng.) Harley","Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-09-27 20:03:16-03","MNHN","RECOLNAT_MNHN_P","P00737518","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Hyptis n. specif. arborea A.St.-Hil. mss <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737518' target='other'> <mi>dwc_moreinfo</mi></a>","P00737518",NA,NA,NA,NA,NA,NA,"P00737518_01","(Spreng.) Harley","Province de Minas Geraes : capoeiras (sylvae ceduce) près S. Bartholomeo dans les Minas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/B1 1312",NA,NA,NA
"142","2015-09-27 22:44:06-03","MNHN","RECOLNAT_MNHN_P","P00737519","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737519' target='other'> <mi>dwc_moreinfo</mi></a>","P00737519",NA,NA,NA,NA,NA,NA,"P00737519_01","(Spreng.) Harley","Province de Minas Geraes : capoeiras (sylvae ceduce) près S. Bartholomeo dans les Minas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/B1 1312",NA,NA,NA
"143","2016-01-20 15:39:19-02","MNHN","RECOLNAT_MNHN_P","P00737520","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737520' target='other'> <mi>dwc_moreinfo</mi></a>","P00737520",NA,NA,NA,NA,NA,NA,"P00737520_01","(Spreng.) Harley","Province de Minas Geraes : Campos à Itabira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2207 4",NA,NA,NA
"144","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979932","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gardner",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979932' target='other'> <mi>dwc_moreinfo</mi></a>","P02979932",NA,NA,"Minas Gerais",NA,NA,NA,"P02979932_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5107",NA,NA,NA
"145","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979918","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979918' target='other'> <mi>dwc_moreinfo</mi></a>","P02979918",NA,NA,"Minas Gerais",NA,NA,NA,"P02979918_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"352",NA,NA,NA
"146","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979920","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Martius",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979920' target='other'> <mi>dwc_moreinfo</mi></a>","P02979920",NA,NA,NA,NA,NA,NA,"P02979920_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1203",NA,NA,NA
