"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"11","2020-11-13 09:20:10-03","UFRJ","RFA","8448","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","G.G. Hatschbach","13394","1966","01","04",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura",NA,"Árvore de 15 m, flor alvescente, com cálice creme esverdeado","RFA50187",NA,"H. Haas; J. Lindemann",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1966",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"12","2021-03-30 12:43:53-03","EAO","IAN","103767","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Pessoal do Horto Florestal","s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","DF, mata das Obras Públicas, perto da sede do Horto.",NA,"Árvore de 8-10m de altura; flor alva.","IAN103767",NA,"Kuhlmann, JG",NA,NA,NA,NA,NA,NA,"1928","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:43:53-03","EAO","IAN","42808","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Fróes, RL","23876","1949","01","10","Southern America","Brasil","Amazonas","Igarapé Jandiatuba, t.f. low land, borner of river.",NA,"Tree, 10m white flowers.","IAN042808",NA,"Souza, BM",NA,NA,NA,NA,NA,NA,"1987","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:53-03","EAO","IAN","30737","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Luehea","eichleri","Luehea eichleri","Schum.","Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN030737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:00:54-03","NBC","NL-BOTANY","L 0693961","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG; Haas H; Lindeman JC",NA,"1967","01","03","Southern America","Brazil",NA,"Est Paraná (Brasil) Mun Paranaguá, Morro do Tabaquare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200693961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0693961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:00:54-03","NBC","NL-BOTANY","L.2352791","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG; Lindeman JC; Haas H",NA,"1966","01","04","Southern America","Brazil",NA,"Est Parana (Brasil), Mun Morretes, Estr. Graciosa, Ferradura.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2352791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2352791","NL-L2352791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:00:54-03","NBC","NL-BOTANY","L.2352792","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG; Haas H; Lindeman JC",NA,"1967","01","03","Southern America","Brazil",NA,"Est Paraná (Brasil) Mun Paranaguá, Morro do Tabaquare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2352792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2352792","NL-L2352792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 10:00:54-03","NBC","NL-BOTANY","L.2352793","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel L",NA,"1832","01","01","Southern America","Brazil",NA,"Brasilia. R. Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2352793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2352793","NL-L2352793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:00:54-03","NBC","NL-BOTANY","U 0275864","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG; Haas H; Lindeman JC",NA,"1967","01","03","Southern America","Brazil",NA,"Est Paraná (Brasil) Mun Paranaguá, Morro do Tabaquare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14367",NA,NA,NA
"20","2020-02-08 10:00:54-03","NBC","NL-BOTANY","U.1372967","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil",NA,"Brasiliae Australis, Est. Parana, Sera do Mar, Estrada da Graciosa, Ferradura, Mun. Morretes. Rainforest on Atlantic slope.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372967","NL-U1372967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:00:54-03","NBC","NL-BOTANY","U.1372968","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Lindeman JC; Haas JH de",NA,"1967","01","03","Southern America","Brazil",NA,"Brasiliea Australis, Est. Parana, forest on Morro de Tabaquara, W of Matinhos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372968","NL-U1372968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:00:54-03","NBC","NL-BOTANY","U.1372969","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Ducke A; Kuhlmann JG",NA,"1922","03","15","Southern America","Brazil",NA,"Procedencia Rio de Janeiro ad surbeni, in sibrio loer silvestre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372969","NL-U1372969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:00:54-03","NBC","NL-BOTANY","WAG.1857273","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG",NA,"1977","07","11","Southern America","Brazil",NA,"Rio Maé Catira (mun. Morretes) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1857273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1857273","NL-WAG1857273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:00:54-03","NBC","NL-BOTANY","WAG.1857274","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach GG; Lindeman JC; Haas H",NA,"1966","01","04","Southern America","Brazil",NA,"Est Parana (Brasil), Mun Morretes, Estr. Graciosa, Ferradura.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1857274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1857274","NL-WAG1857274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-09-29 10:00:46-03","IAP","PACA-AGP","69328","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","R. Kummrow","2959","1987","12","29",NA,"Brasil","PR","Pedra Branca de Araraquara",NA,"árvore com 8 m; flores alvescentes. Habitat: mata pluvial Hábito: árvore Ecossistema: MATA PLUVIAL","PACA069328",NA,"G. Hatschbach",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,"1988",NA,NA,NA,NA,"41937","auto","Magnoliatae",NA,NA,NA,NA
"26","2021-03-01 16:42:20-03","UNICAMP","UEC","204943","S","Plantae","Magnoliopsida",NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Mattos, JR; Nadruz, MA; Silva, FR; Mateus, R","411","2016","08",NA,NA,"Brazil","Rio de Janeiro","Brasil, Rio de Janeiro, Canteiro 31B, JBRJ",NA,"Cultivado.Ramos cilíndricos e levemente pilosos.Folhas alternas, sem presença de estípulas, de pecíolo piloso, lâmina foliar simples elíptica de margem serreada.Flores com sépalas esverdeadas e pétalas esbranquicadas, estames numeros","UEC163848","UEC163848","Mattos, JR; Nadruz, MA",NA,NA,NA,NA,NA,NA,"2016","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-22 16:21:37-03","UFPB","JPB","56382","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Luehea","conwentzii","Luehea conwentzii","L. Schum.","Sucre, D","9914","1973","03","19","Southern America","Brasil","Rio de Janeiro","Serra das Piabas, Vertente Sul da Serra.",NA,"Árvore com ca.12 m de altura, crescendo em mata rupícola. Cálice amarelo-esverdeado, corola e filetes alvos.; DESC: Árvore com ca.12 m de altura, crescendo em mata rupícola. Cálice amarelo-esverdeado, corola e filetes alvos.","JPB0056382",NA,"Bovini, MG",NA,NA,"Guanabara",NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:56:16-03","UFOP","OUPR","3466","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Clemen","s.n.","1976","03","13",NA,"Brasil","Minas Gerais","Rodrigo Silva",NA,"Beira de corrego. Árvore. Flores roseas",NA,NA,"Clemen",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"1976","03","13",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"29","2014-10-14 15:56:49-03","BS","M","M-0210184","S","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel, L.",NA,"1831","12","31",NA,"Brasil",NA,"Bràsilia, R. de Janeiro.",NA,NA,"M0210184",NA,NA,NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA
"30","2014-10-14 15:56:49-03","BS","M","M-0210185","S","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel, L.",NA,"1831","12","31",NA,"Brasil",NA,"Brasilia. R.Janeiro.",NA,NA,"M0210185",NA,NA,NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA
"31","2020-12-21 16:33:16-03","MBM","MBM","392692","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","Sucre, D.","9914","1973","03","19","Southern America","Brazil","Rio de Janeiro","Vertente sul da Serra das Piabas",NA,"Árvore com ca. 12m de altura, crescendo em mata rupícola; cálice amarelo-esverdeado, corda e filetes alvos.","MBM392692","MBM392692","Bovini, M.G.","30","30","Guanabara",NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:28:23-03","PUC-RIO","FCAB","2577","PreservedSpecimen","Plantae",NA,"Angiospermae","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","P. Capell S.J.","s.n.","1953","04","24",NA,"Brasil","Rio de Janeiro","Boca do Mato, Ao lado da estrada de ferro com subida para Serra dos Órgãos.",NA,"Árvore de alguns metros.","002577",NA,"P. Capell S.J.",NA,NA,"Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA
"33","2015-11-06 17:22:04-02","MNHN","RECOLNAT_MNHN_P","P02142945","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel",NA,"1832",NA,NA,NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142945' target='other'> <mi>dwc_moreinfo</mi></a>","P02142945","P02142945_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA
"34","2015-11-06 15:55:39-02","MNHN","RECOLNAT_MNHN_P","P02142946","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel",NA,"1832",NA,NA,NA,"Brésil",NA,"Rio de Janeiro","hb","reçu le 30 août 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142946' target='other'> <mi>dwc_moreinfo</mi></a>","P02142946","P02142946_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA
"35","2016-01-18 23:53:48-02","MNHN","RECOLNAT_MNHN_P","P02142947","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Riedel",NA,"1832",NA,NA,NA,"Brésil",NA,"Rio de Janeiro","hb","reçu le 30 août 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142947' target='other'> <mi>dwc_moreinfo</mi></a>","P02142947","P02142947_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA
"36","2015-09-04 19:17:25-03","MNHN","RECOLNAT_MNHN_P","P06663915","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Glaziou, A.",NA,"1879","9","27",NA,"Brésil",NA,"Campos da Bocaina, S. Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06663915' target='other'> <mi>dwc_moreinfo</mi></a>","P06663915","P06663915_01 P06663915_02","Setser",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11795",NA
"37","2015-09-04 19:17:25-03","MNHN","RECOLNAT_MNHN_P","P06663919","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach, G.|Haas, H.|Lindeman, J.",NA,"1966","1","4",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06663919' target='other'> <mi>dwc_moreinfo</mi></a>","P06663919","P06663919_01",NA,NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,"13394",NA
"38","2015-09-04 19:17:25-03","MNHN","RECOLNAT_MNHN_P","P06663910","PreservedSpecimen",NA,NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach, G.|Haas, H.|Lindeman, J.",NA,"1967","1","3",NA,"Brasil","Paraná","Morro do Tabaquara.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06663910' target='other'> <mi>dwc_moreinfo</mi></a>","P06663910","P06663910_01",NA,"100",NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,"15619",NA
"39","2021-02-11 17:21:56-03","UFPR","UPCB","16562","PreservedSpecimen","Plantae",NA,NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Silva, J.M.","283","1987","01","20",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura",NA,"Árvore, 10m, flor alva. Mata pluvial encosta de morro..",NA,NA,"Hatschbach, G.",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1988","01","01",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"40","2021-02-11 17:21:56-03","UFPR","UPCB","5502","PreservedSpecimen","Plantae",NA,NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach, G.","13394","1966","01","04",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura",NA,"Árvore, 15m, flor alvescente com cálice creme esverdeado. Mata pluvial da vertente atlântica..",NA,NA,"Smith, L.B. & Smith, S.F.",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1966","01","01",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3018770","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","Gert G. Hatschbach","Hatschbach 13394","1966","1","4","South America","Brazil","Paraná","Morretes. Mun. Morretes. Estr. Graciose, Ferradura.",NA,NA,NA,NA,"W. Mejier, Aug 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3019070","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","Gert G. Hatschbach","Hatschbach 40021","1977","7","11","South America","Brazil","Paraná","Rio Mão Catira (mun. Morretes).",NA,NA,NA,NA,"Howard L. Setser, 5 Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3221745","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","Jan C. Lindeman","Lindeman 15619","1967",NA,NA,"South America","Brazil","Paraná","Forest on Morro de Tapbaquara, W of Matinhos.",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-09-12 14:48:17-03","UNIOESTE","UNOP","6266","S","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Lima, H.C.","4367","1992","02","18",NA,"Brasil","Rio de Janeiro","Guapimirim.Estaçao Ecologica Estadual de Paraiso.Caminho proximo a represa da CEDAE.",NA,"Árvore pequena 7-8 m de alt. Folhas fortemente discolores. Flores alvo-esverdeadas; estames alvos. Frequente nas margens do rio Paraiso.",NA,NA,"Lima, M.P.M. de",NA,NA,"Guapimirim","-42.833333","-22.433333",NA,NA,NA,NA,"-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:49:35-03","MBML","MBML-HERBARIO","47181",NA,"Plantae",NA,NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","D. Sucre","9914","1973","03","19",NA,"Brasil","Rio de Janeiro","Vertente sul da Serra das Piabas",NA,"Árvore com ca 12m alt., crescendo em mata rupícola. Cálice amarelo-esverdeado, corda e filetes alvos","MBML047181",NA,"M.G. Bovini/IV-2003","30","30","Guanabara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:49:35-03","MBML","MBML-HERBARIO","36554",NA,"Plantae",NA,NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","L. Kollmann; L. Magnago","10485","2008","01","29",NA,"Brasil","Espírito Santo",NA,NA,"Arvore 10 m, flores brancas, frutos imaturos verdes.","MBML036554",NA,"A.D. Firmino/15-01-2018","130","130","Pinheiros","-40.2132987976074","-18.3703002929688",NA,NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA
