"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","typeStatus","individualCount","infraspecificEpithet","fieldNumber"
"48","2020-09-12 05:00:02-03","US","US","2622867","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Urb. & Ekman) Alain",NA,NA,NA,NA,"F. Markgraf","10275","1951","4","21","Brazil","São Paulo",NA,"Serra do Bocaina",NA,NA,NA,NA,"1700",NA,NA,"US01901685","US01901685_01 US01901685_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2983272","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Urb. & Ekman) Alain",NA,NA,NA,NA,"R. Kummrow","2424","1983","11","9","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300",NA,NA,"US01901686","US01901686_01 US01901686_02",NA,"Myrtales","South America - Neotropics",NA,"41937","auto",NA,NA,"Dicotyledonae",NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2536270","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Urb. & Ekman) Alain",NA,NA,NA,NA,"G. F. J. Pabst","5944","1961","10","14","Brazil","São Paulo",NA,"Antiga S. Paulo-Santos, Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"US01901688","US01901688_01 US01901688_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2404809","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Urb. & Ekman) Alain",NA,NA,NA,NA,"R. Reitz & D. Klein","10288","1960","11","3","Brazil","Santa Catarina","Garuva","Monte Crista, Garuva.","-48.8549995422363","-26.0266990661621",NA,NA,"900",NA,NA,"US01901687","US01901687_01 US01901687_02",NA,"Myrtales","South America - Neotropics",NA,"22441","auto",NA,NA,"Dicotyledonae",NA,"1",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2340557","PreservedSpecimen","Plantae","Melastomataceae","Ossaea","humilis","Ossaea humilis glabrata","Cogn. in A. DC.",NA,NA,NA,NA,"E. H. Ule","578","1886","12",NA,"Brazil","Santa Catarina",NA,"Serra do Mar.",NA,NA,NA,NA,NA,NA,NA,"US00123685","US00123685_01",NA,"Myrtales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","Type material","1","glabrata",NA
"53","2020-09-12 05:00:02-03","US","US","2340557","PreservedSpecimen","Plantae","Melastomataceae","Ossaea","humilis","Ossaea humilis glabrata","Cogn. in A. DC.",NA,NA,NA,NA,"E. H. Ule","578","1886","12",NA,"Brazil","Santa Catarina",NA,"Serra do Mar.",NA,NA,NA,NA,NA,NA,NA,"US00123685","US00123685_01",NA,"Myrtales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","Type material","1","glabrata",NA
"54","2019-12-09 17:30:13-03","UFPR","EFC","11826","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogh.) Wurdack","Ribeiro, C.L.","2014","08","25","Blum, C.T.","1097","2013","11","04","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.7103","-25.4581","-49.7103","-25.4581","1072","1072","subarbusto com 40 cm, flores brancas, campo semi-hidromórfico","EFC011826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:52:36-03","UNIVILLE","JOI","10440","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Meyer, F.S.","2010","11","10","Meyer, F.S.","968","2010","11","04","Brasil","Santa Catarina","Garuva","Serra Quiriri, próximo ao Caminho dos Ambrósios.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"; HABITAT: entre rochas; HABITO: subarbustiva; TIPO VEGETACIONAL: Estepe Gramíneo-lenhosa","JOI010440",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-06-15 07:53:55-03","UEFS","HUEFS","88342","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,"Harley, R.M.","26655","1988","11","28","Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333","41W57'","13S32'","1500","1500","Campo rupestre. Sob e entre rochas.","HUEFS0088342","HUEFS0088342 HUEFS0088342_e1","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"57","2018-05-14 17:46:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis",NA,"RRC ID Flag",NA,NA,NA,"R. Romero","3017","1995","9","28","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"3017"
"58","2018-05-14 16:29:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis",NA,"RRC ID Flag",NA,NA,NA,"R. Romero","3771","1996","11","20","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"3771"
"59","2015-03-07 09:06:19-03","F","FMNH-SEEDPLANTS","V0181920F","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0181920F","V0181920F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"60","2015-03-07 09:06:19-03","F","FMNH-SEEDPLANTS","V0181921F","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0181921F","V0181921F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"61","2019-09-04 19:10:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Ossaea","humilis","Ossaea humilis",NA,NA,NA,NA,NA,"E. H. G. Ule","578",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"62","2019-05-06 11:59:27-03","UFU","HUFU","6379","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Nakajima, J.N.; et al.","506","1994","10","15","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro, 2km da sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto, ca. 0,4 m. Corola e estames brancos.; Campo limpo após queimada.","HUFU00037666",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:59:27-03","UFU","HUFU","15653","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis humilis","(Cogn.) Wurdack","Romero, R.","1997","08",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","2660","1997","08","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, morro antes da nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto escandente. Hipanto esverdeado, corola e estames brancos. Frutos vinho.; Borda de mata de vertente.","HUFU00037671",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,"humilis",NA
"64","2019-05-06 11:59:27-03","UFU","HUFU","23699","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Romero, R.; Nakajima, J.N.","3771","1996","11","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Vale da nascente do rio São Francisco, lado das Matas.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto prostrado, ca. 0,5 m. Corola e estames brancos. Frutos maduros nigrescentes.; Campo limpo em solo hidromórfico.","HUFU00037668",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:59:27-03","UFU","HUFU","10207","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","3017","1995","09","28","Brasil","Minas Gerais","São Roque de Minas","Estrada para Sacramento, Morro próximo ao Córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto, ca. 0,3 m. Hipanto de verde até vinho. Corola e estames brancos.; Borda do capão.","HUFU00037670",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:59:27-03","UFU","HUFU","48250","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","2007","06",NA,"Rodrigues, C.M.; Santos, A.P.M. & Romero, R.","s.n.","2007","06","28","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto, ca. 0,3 m. Flores brancas.; Campo sujo.","HUFU00037665",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"67","2019-05-06 11:59:27-03","UFU","HUFU","6405","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Romero, R.; et al.","1295","1994","10","16","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após a nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Arbusto, ca. 0,4 m. Corola e estames brancos. Frutos vinho.; Campo rupestre.","HUFU00037667",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:59:27-03","UFU","HUFU","9514","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2594","1995","07","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo ao córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea prostrada. Corola branca.; Campo úmido.","HUFU00037672",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:59:27-03","UFU","HUFU","9539","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.","1998","03","23","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2620","1995","07","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Proximodade do córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto, ca. 0,4 m. Flores brancas.; Campo hidromorfico.","HUFU00037669",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:59:27-03","UFU","HUFU","48610","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis humilis","(Cogn.) Wurdack","Romero, R.","2009","02",NA,"Santos, A.P.M.; Rodrigues, C.M.; Nery, F.N.A. & Romero, R.","422","2007","08","06","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto ca. de 0,30 m. Botão floral com corola alva, indumento vinho.; Campo úmido.","HUFU00061320","HUFU00061320",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,"humilis",NA
"71","2021-03-03 15:27:58-03","MN","R-TIPOS","168243","PreservedSpecimen","Plantae","Melastomataceae","Ossaea","humilis","Ossaea humilis","Cogn.",NA,NA,NA,NA,"Ule, E.G.H.","1752","1891","03",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000168243","R000168243_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"72","2020-08-20 20:40:00-03","UFSC","FLOR","27684","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Souza, M.L.","1998",NA,NA,"Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2620","1995","07","19","Brasil","Minas Gerais","São Roque de Minas","Proximidades do Córrego dos Passageiros, Parque Nacional Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"subarbusto, 0,4m altura","FLOR0027684",NA,NA,"Myrtales",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 20:40:00-03","UFSC","FLOR","26260","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7621","1995","12","22","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, ao longo dos Aparados, ca. 1 km N da BR 285.","-50.0657997131348","-28.7483005523682",NA,NA,"1300","1300","subarbusto entouceirado, pétalas brancas, 0,05m altura","FLOR0026260",NA,NA,"Myrtales",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-08-20 20:40:00-03","UFSC","FLOR","26262","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7619","1995","12","22","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, ao longo dos Aparados, ca. 1 km N da BR 285.","-50.0657997131348","-28.7483005523682",NA,NA,"1300","1300","subarbusto entouceirado, pétalas brancas, anteras rosadas, Fruto Imaturo, verde, 0,1 a 0,3m altura","FLOR0026262",NA,NA,"Myrtales",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-08-20 20:40:00-03","UFSC","FLOR","26252","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.","1996",NA,NA,"Falkenberg, D.B.","7630","1995","12","22","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, ao longo dos Aparados, ca. 1 km N da BR 285.","-50.0657997131348","-28.7483005523682",NA,NA,"1300","1300","subarbusto, pétalas brancas, Fruto Imaturo, verde, 0,2m altura","FLOR0026252",NA,NA,"Myrtales",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-08-20 20:40:00-03","UFSC","FLOR","23263","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.; Souza, M.L.","1993",NA,NA,"Falkenberg, D.B.; Souza, M.L.","6351","1993","11","19","Brasil","Santa Catarina","Alfredo Wagner","Beira da BR 282.","-49.3335990905762","-27.7003002166748",NA,NA,"900","900","subarbusto, pétalas, filetes, anteras e estilete brancos, 0,2m altura","FLOR0023263",NA,NA,"Myrtales",NA,NA,"19935","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 20:40:00-03","UFSC","FLOR","16001","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.; Souza, M.L.","1986",NA,NA,"Falkenberg, D.B.","3463","1986","09","29","Brasil","Santa Catarina","Rancho Queimado","Beira da BR 282.","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"subarbusto algo prostrado, pétalas agudas brancas. Ovário algo piloso, folha maior que descrição de Wurdack (1962 - Sellowia).","FLOR0016001",NA,NA,"Myrtales",NA,NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-08-20 20:40:00-03","UFSC","FLOR","16002","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.; Souza, M.L.","1986",NA,NA,"Falkenberg, D.B.","3467","1986","09","29","Brasil","Santa Catarina","Rancho Queimado","Margem da BR 282.","-49.0217018127441","-27.6725006103516",NA,NA,"950","950","subarbusto, flor branca, 0,4m altura. Ovário algo piloso; folha maior que na descrição de Wurdack (Sellowia 14).","FLOR0016002",NA,NA,"Myrtales",NA,NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"79","2014-10-09 13:58:24-03","UHH","HBG","522800","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Wurdack, J.J.","1960",NA,NA,"Ule, E.","578","1886","12",NA,"Brazil",NA,NA,"Serra do Mar, Bebüschränder der Boa Vista",NA,NA,NA,NA,"950","950",NA,"HBG522800",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"80","2021-02-08 12:43:33-03","UFRGS","ICN","174800","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2007","12","01","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:43:33-03","UFRGS","ICN","174857","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2009","04","24","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:43:33-03","UFRGS","ICN","172837","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2010","01","08","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:09:51-03","IBt","SP","349224","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R","1998","03","23","Romero, R; Nakajima, JN; Furlan, A; Garcia, FCP","1295","1994","10","16","Brasil","Minas Gerais","São Roque de Minas","Morro após a nascente do rio São Francisco, Estrada para Sacramento, PARNA Serra da Canastra. Campo rupestre","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:09:51-03","IBt","SP","349223","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R","1998","03","23","Romero, R; Nakajima, JN; Oliveira, R; Oliveira, PE; Schiavini, I","2594","1995","07","19","Brasil","Minas Gerais","São Roque de Minas","Morro próximo ao córrego dos Passageiros, PARNA Serra da Canastra. Campo úmido","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:09:51-03","IBt","SP","218101","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Souza, MLD; Baumgratz, JF","2005",NA,NA,"Chiea, SAC; Pompéia, S","534","1987","10","01","Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:09:51-03","IBt","SP","11387","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M","2013","01",NA,"Edwall, G","CGG1901",NA,NA,NA,"Brasil","São Paulo","Santo André","Campo Grande . Linha Inglesa, campo seco.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP006951","SP006951",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:09:51-03","IBt","SP","5972","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M","2013","01",NA,"Brade, AC","6834","1913","11",NA,"Brasil","São Paulo","São Paulo","Campo Grande","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:09:51-03","IBt","SP","333342","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","D'El Rei Souza, ML","2009",NA,NA,"Rossi, L; Simão Bianchini, R; Garcia, RJF","2039","1998","12","02","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o rio Embú-Guaçu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
