"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","typeStatus","previousCatalogNumber"
"1","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","3983","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cernua","Cattleya cernua","2017","03","02","2017","03","02","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","4151","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cernua","Cattleya cernua","2017","08","25",NA,NA,NA,"1","254","Carlos Alberto Ferreira Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4541","S","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2019","05","07","2019","05","04","1","254","Carlos Alberto Ferreira Júnior","Diomar A. Silva Pires;","Brasil","MG","Santo Antônio do Amparo","Fazenda Gameleir, próxima a comunidade de Guarital","-44.9188995361328","-20.9463996887207","19303","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2186","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,"1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equisetopsida","Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","4113","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2017","05","26",NA,NA,NA,"1","254","Carlos Alberto Ferreira Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4243","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2017","11","29",NA,NA,NA,"1","254","Carlos Alberto Ferreira Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3818","S","Plantae","Magnoliophyta","Asparagales","Orchidadeceae","Sophronitis","cernua","Sophronitis cernua","2016","08",NA,NA,NA,NA,"1","254","Carlos Alberto Ferreira Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:10:27-03","FZB-BH","CVJBFZB","4245","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2017","12","13",NA,NA,NA,"1","254","Carlos Alberto Ferreira Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3377","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,"1","254",NA,NA,"Brasil","MG","Santana do Riacho","Serra do Cipó - LM07","-43.7144012451172","-19.1688995361328","26557","auto","Equisetopsida","Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","566050","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"2000","08","12",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=453769' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. G. Jardim","Brazil","Bahia","Canavieiras","Canavieiras: Sede municipal","-38.94","-15.67",NA,NA,NA,"Lindl.","3087","South America","sheet","NY00566050","NY00566050_01",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","631924","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1918","01","28",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=453768' target='other'> <mi>dwc_moreinfo</mi></a>","F. C. Hoehne","F. C. Hoehne","Brazil","São Paulo","Iguape",NA,"-47.5497","-24.7003",NA,NA,NA,"Lindl.","2391","South America","sheet","NY00631924","NY00631924_01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9007","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","1972","08","18","1972","08","18",NA,NA,"Amaral Jr., A.","Amaral Jr., A.","Brasil","São Paulo","Botucatu","Fazenda do Sr. Camilo Dinucci, próximo ao Cerrito, mata de banhado, de porte médio",NA,NA,NA,NA,NA,"(Lindl.) Van den Berg","1005",NA,NA,"BOTU009007",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","32713","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","1973","04","02","1973","04","02",NA,NA,"Amaral Jr., A.","Amaral Jr., A.","Brasil","São Paulo","Botucatu","Rio Pardo, estrada para Itatinga",NA,NA,NA,NA,NA,"(Lindl.) Van den Berg","1510",NA,NA,"BOTU032713",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","6584","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua",NA,NA,NA,"1972","08","10",NA,NA,"Amaral Jr., A.","Amaral Jr., A.","Brasil","São Paulo","Botucatu","Serra de Botucatu, distante 7 km da cidade, encosta da serra próximo a Usina Indiana",NA,NA,NA,NA,NA,"(Lindl.) Van den Berg","944",NA,NA,"BOTU006584",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:49-03","UFRJ","RFA","5336","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1940","04","30",NA,"Epífita, flor vermelha",NA,"P. Occhioni","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,"Lindl.",NA,NA,NA,"RFA31882",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:49-03","UFRJ","RFA","7625","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2002","10","09","1944","05","20",NA,"Epífita, flor encarnada","Ana Claudia Ghizi de Mello","P. Occhioni","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Pai Ricardo","-43.2075004577637","-22.9027996063232","57442","auto",NA,"Lindl.","91",NA,NA,"RFA31883",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:42-03","EAO","IAN","29039","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2013","12",NA,"1939","06",NA,NA,"Flores vermelho-amarelada.","Meneguzzo, TEC","Occhioni, P","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Beer","s.n.","Southern America",NA,"IAN029039","IAN029039 IAN029039_1 IAN029039_e",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:09:07-03","CPAN-UFMS","COR","14143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1996","04","12",NA,"sobre árvore de 4m; Com Flor: rosa",NA,"Bortolotto, I.M.;Rodriguez, D.P.;Baracat, Albuquerque, Elvécio ; Ednéia; Marivania","Brasil","Mato Grosso do Sul","Corumbá","Mineração Corumbaense Reunida S.A. mata semidecídua; ; morro.","-57.6533012390137","-19.0091991424561","295160","auto",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,"670","670",NA,NA,NA,NA
"19","2020-11-26 18:09:07-03","CPAN-UFMS","COR","6544","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1999","04","23",NA,"Com Flor: laranja",NA,"Rodriguez,D.P.","Brasil","Mato Grosso do Sul","Corumbá","Morro Santa Cruz (Mineração Corumbaense). mata semi-decídua; silico-ferruginoso; morro.","-57.6533012390137","-19.0091991424561","295160","auto",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,"740","740",NA,NA,NA,NA
"20","2019-10-09 11:28:36-03","UFBA","ALCB","129284","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2017","08",NA,"2017","08","02",NA,"Epífita","Calvo, J","Calvo, J","Brasil","Rio de Janeiro","Búzios","Morro da Antena Telefônica. beginning oh the path from ferradura to ferradurinha.","-41.891944","-22.775556",NA,NA,NA,"(Lindl.) Van den Berg","7557","Southern America",NA,"ALCB046839","ALCB046839","-41.891944","-22.775556","45","45",NA,NA,NA,NA
"21","2020-02-08 08:46:55-03","NBC","NL-BOTANY","L.1528794","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1909","11","01",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1528794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Vincent D","Brazil",NA,NA,"Brésil: Mts Organ, epiphyte.",NA,NA,NA,NA,"Magnoliopsidae","(Lindl.) Lindl.",NA,"Southern America",NA,"NL-L1528794","NL-L1528794",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:46:55-03","NBC","NL-BOTANY","L.1528799","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Sophronitis","pterocarpa","Sophronitis pterocarpa",NA,NA,NA,"1883","06","01",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1528799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Balansa B","Paraguay",NA,NA,"Pl. du Paraguay. Cordillere de Peribébuy.",NA,NA,NA,NA,"Magnoliopsidae","Lindl. & Paxton",NA,"Southern America",NA,"NL-L1528799","NL-L1528799",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:29-03","ESALQ","ESA","119236","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua",NA,NA,NA,"2011","08","01",NA,NA,"Josué","Bicalho","Brasil","São Paulo","Franca","Jeriquera, cultivada no orquidário da ESALQ/USP Nº do registro 31219.","-47.4000015258789","-20.5300006866455","27521","auto",NA,NA,NA,NA,NA,"ESA119236","ESA119236",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:17:29-03","ESALQ","ESA","19755","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2011","10","24","1995","05","09",NA,NA,"van den Berg, C.","Tamashiro, J.Y. et al.","Brasil","São Paulo","Águas de Lindoia",NA,"-46.6300010681152","-22.4699993133545","8148","auto",NA,"(Lindl.) van den Berg","1038.0",NA,NA,"ESA019755",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:19-03","MN","R","2984","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1874","05",NA,NA,NA,NA,"Netto, L.S.M.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:41:19-03","MN","R","222366","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2000","03","29","1897","05",NA,NA,"Comissão Geográfica e Geologica de Minas","Foster, W.","Magalhães, H.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Lindl.","2326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:41:19-03","MN","R","222367","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2000","03","29","1896","05",NA,NA,"Comissão Geográfica e Geologica de Minas","Foster, W.","Magalhães, H.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Lindl.","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:41:19-03","MN","R","2983","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netto, L.S.M.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:41:19-03","MN","R","44765","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne, F.C.","Hoehne, F.C.","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713","36144","auto",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:19-03","MN","R","35609","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","1988","05","31","1942","04",NA,NA,NA,"Alves, R.J.V.","Eugênio, J.","Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172","10287","auto",NA,"Lindl.","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:41:19-03","MN","R","35668","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1926","05",NA,NA,NA,NA,"Reichenbach. f., H.G.","Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395","18036","auto",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:41:19-03","MN","R","35669","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","pterocarpa","Sophronitis pterocarpa",NA,NA,NA,"1929","04","30",NA,NA,"Alves, R.J.V.","Sampaio, A.J.","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl. & Paxton","6241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:26:31-03","IAP","PACA-AGP","15","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cattleya","cernua","Cattleya cernua","2009","10","07","1933","03","15",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","C.R. Buzatto","Rambo, B.","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172","10287","auto","Liliatae","(Lindl.) Van der Berg",NA,NA,NA,"PACA000015",NA,NA,NA,NA,NA,NA,NA,NA,NA
