"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","typeStatus","previousCatalogNumber"
"34","2019-08-27 13:26:31-03","IAP","PACA-AGP","71139","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cattleya","cernua","Cattleya cernua","2009","10","07","1991","04","20",NA,"Flores alaranjadas Habitat: Epífita, mesófila, luz difusa ou direta Fenofase: flor","C.R. Buzatto","V. F. Nunes et al.","Brasil","RS","Sapiranga","Recanto da Cascata - Picada Verão","-51.0069007873535","-29.6380996704102","11711","auto","Liliatae","(Lindl.) Van der Berg","1250",NA,NA,"PACA071139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:18:43-03","UFV","VIC","023483","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua",NA,NA,NA,"1999","06","01",NA,"Epifitando em várias árvores da seção, flores vinosas, labelo um pouco mais escuro.",NA,"Bovini, M.G.","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânio do Rio de Janeiro, Seção V.","-43.2075004577637","-22.9027996063232","57442","auto",NA,"(Lindl.) Beer","1627",NA,NA,"VIC023483","VIC023483",NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-07-05 11:14:20-03","FFCLRP","LBMBP","293","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","E.R. Pansarin","Brasil","São Paulo","Pradópolis",NA,"-48.05","-21.35",NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,"48°03'W","21°21'S",NA,NA,NA,NA,NA,NA
"37","2016-07-05 11:14:20-03","FFCLRP","LBMBP","289","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","E.R. Pansarin","Brasil","São Paulo","Pradópolis",NA,"-48.05","-21.35",NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,"48°03'W","21°21'S",NA,NA,NA,NA,NA,NA
"38","2016-07-05 11:14:20-03","FFCLRP","LBMBP","292","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","E.R. Pansarin","Brasil","São Paulo","Pradópolis",NA,"-48.05","-21.35",NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,"48°03'W","21°21'S",NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:41:12-03","UFJF","CESJ","48003","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2007","03","18","2007","03","18",NA,"Interior de mata. Epífita, abundante no local. Pseudobulbo e folhas verde-escuro, bainhas estramíneas. Flores com sépalas e pétalas alaranjadas, labelo alaranjado matizado de amarelo, coluna alva, alas lilacíneas e ápice do clinândrio lilacínio.","L. Menini Neto","E.A. Feliciano; L. Menini Neto; N.L. Abreu","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Cambuí.","-43.8278007507324","-22.0891990661621","20815","auto",NA,"Lindl.","40","América do Sul",NA,"CESJ048003","CESJ048003",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:46:53-03","UFMS","CGMS","49620","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2020",NA,NA,"2005","02","15",NA,"Flor ausente. Habitat: Floresta semidecidual. Solo argiloso de ferro. Relevo meia encosta. Esparsa. Habito: Erva epífita.",NA,"A. Pott; V.J. Pott","Brasil","Mato Grosso do Sul","Corumbá","Mineração Corumbaense Reunida S.A., Serra do Urucum.","-57.5036111","-19.2252778",NA,NA,NA,"(Lindl.) Van den Berg","12659",NA,NA,"CGMS1079552",NA,"-57,5036111","-19,2252778","390","390",NA,NA,NA,NA
"41","2019-08-20 10:01:02-03","UNICAMP","UEC","120577","S","Plantae","Liliopsida",NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"2001","08","21",NA,"Epifita com flores vermelhas",NA,"Meireles, LD","Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506","22140","auto",NA,"Lindl.","464",NA,NA,"UEC038970","UEC038970",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:01:02-03","UNICAMP","UEC","120574","S","Plantae","Liliopsida",NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"2001","08","21",NA,"Epifita com flores vermelhas",NA,"Meireles, LD","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506","22140","auto",NA,"Lindl.","469",NA,NA,"UEC038967","UEC038967",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:01:02-03","UNICAMP","UEC","139189","S","Plantae","Liliopsida",NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1997","05","20",NA,NA,"Singer, RB","Singer, RB","Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda","-44.6425018310547","-21.4874992370605","21143","auto",NA,"Lindl.","97/32",NA,NA,"UEC027051","UEC027051",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:01:02-03","UNICAMP","UEC","71004","S","Plantae","Liliopsida",NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","1996","08","06","1995","05","09",NA,"Epífita, flores alaranjadas, coluna com ápice rosa.","Berg, C van den","Tamashiro, JY; Belinello, R; Rodrigues, RR; Ivanauskas, NM","Brazil","São Paulo","Águas de Lindoia","Estrada de terra para Barão de Ataliba","-46.6300010681152","-22.4699993133545","8148","auto",NA,"Lindl.","1038",NA,NA,"UEC027052","UEC027052",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-08 08:54:32-03","FURB","FURB","12702","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2009","07","27","2009","06","01",NA,NA,"Korte, A","Silva, M.; Mariotto, L.","Brasil","Santa Catarina","Arvoredo","PCH Arvoredo.","-52.4686111","-27.0558333",NA,NA,NA,"Lindl.",NA,NA,NA,"FURB02870","FURB02870","-52.4686111","-27.0558333","450","450",NA,NA,NA,NA
"46","2021-03-16 17:50:19-03","UCS","HUCS","29008","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2008","03",NA,"2006","03","25",NA,"sobre troncos; orla da mata","Heberle, W.","Wasum, R.A.","Brasil","Rio Grande do Sul","Nova Roma do Sul",NA,"-51.357778","-29.030556",NA,NA,NA,"Lindl.","3640",NA,NA,NA,NA,"-51.357778","-29.030556","200","200",NA,NA,NA,NA
"47","2020-04-27 16:10:58-03","UFES","VIES","6146","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","1991","07","17","1991","07","17",NA,NA,"Rosa, L.D.","Rosa, L.V.; Gomes, J.M.L.","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449","28401","auto",NA,"Lindl.","210",NA,NA,"VIES006146","VIES006146",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-04-27 16:10:58-03","UFES","VIES","11016","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua","2010","07","14","2010","06","14",NA,NA,"Freitas, J.C.","Cribari, R.S.; Assis, A.M.","Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451","auto",NA,"Lindl.","28",NA,NA,"VIES011016","VIES011016",NA,NA,"220","220",NA,NA,NA,NA
"49","2019-08-16 08:40:23-03","UTFPR","HCF","3649","S","Plantae",NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua","2006","05","02","2006","04","19",NA,"epífita, encontrada a aproximadamente 12m na copa do forófito, com folhas carnosas e flores vermelhas de lábelo violáceo.","M.G. Caxambu","H.C.L. Geraldino","Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133","28572","auto",NA,"(Lindl.) Van den Berg","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 09:31:44-03","UFRRJ","RBR","10622","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"2001","12","02",NA,NA,NA,"L.F.T. Menezes","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373","17272","auto",NA,"Lindl.","854",NA,NA,"RBR00010622",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-25 12:12:23-03","UFSM","SMDB",NA,"S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1996","03","25",NA,NA,NA,"Breier, TB","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819","auto",NA,"Lindl.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-07 11:51:18-03","UFSM","SMDB","6660","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1998","03","22",NA,NA,"Castro, JB","Breier, TB","Brasil","Rio Grande do Sul","Itaára","Centro Tabor","-53.7647018432617","-29.6096992492676","17818","auto",NA,"Lindl.","0s.n.0",NA,NA,"SMDB006660",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-03-03 15:59:05-03","UFSM","SMDB","5872","S","Plantae",NA,NA,"Orchidaceae","Sophronitis","cernua","Sophronitis cernua",NA,NA,NA,"1996","03","25",NA,NA,NA,"Breier, TB","Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819","auto",NA,"Lindl.","s.n.",NA,NA,"SMDB005872",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 15:56:21-03","MNHN","RECOLNAT_MNHN_P","P00482385","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua",NA,NA,NA,"1945","5",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482385' target='other'> <mi>dwc_moreinfo</mi></a>","Batista","Brade, A.C.|Altamiro","Brésil",NA,NA,"Sao Tomaz de Aquino (Fazenda Fortaleza do Dr. Luiz Piment Neves)",NA,NA,NA,NA,NA,"(Lindl.) Van den Berg",NA,NA,"hb","P00482385","P00482385_01 P00482385_02",NA,NA,NA,NA,"212",NA,NA,NA
"55","2015-09-04 15:56:34-03","MNHN","RECOLNAT_MNHN_P","P00482386","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cattleya","cernua","Cattleya cernua",NA,NA,NA,"1865","4","27",NA,"Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482386' target='other'> <mi>dwc_moreinfo</mi></a>","Batista","Regnell, A.F.","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Van den Berg",NA,NA,"hb","P00482386","P00482386_01",NA,NA,NA,NA,"III 1159",NA,NA,NA
