"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","sex","infraspecificEpithet"
"235","2019-08-20 10:28:30-03","UNICAMP","UEC","125756","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kinoshita, LS; Meireles, LD; Galvão, JC; Aguirre, GH; Moraes, AR","2002","05","16","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"UEC087365","UEC087365","Meireles, LD",NA,NA,"Árvore com cerca de 7m.","2002","09",NA,"s.n.","Monte Verde, Trilha do Bispo",NA,NA,NA,NA,"Pinopsida",NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"236","2019-08-20 10:28:30-03","UNICAMP","UEC","116425","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Matsumoto, K; Romero, R; Jannini, AW; Lopes, CA","1997","07","10","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC012926","UEC012926",NA,NA,NA,NA,NA,NA,NA,"408","Cachoeira da Zilda",NA,NA,NA,NA,"Pinopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:43:31-03","UNICAMP","UEC","81541","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Jarenkow, JA","1988","12","01","Brazil","Rio Grande do Sul","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,"UEC062549","UEC062549","Jarenkow, JA",NA,NA,"Árvore com ca. de 8m de altura; em borda de mata; cones femininos imaturos, verdes.; Mata galeria do rio Camaquã. Em borda de mata.","1988","12",NA,"1068","Próximo a ponte da BR-392",NA,NA,NA,NA,"Pinopsida",NA,"49429","auto",NA,NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:43:31-03","UNICAMP","UEC","138818","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Arzolla, FARDP","2005","04","11","Brazil","Rio Grande do Sul","Canela","-50.815601348877","-29.3656005859375",NA,NA,"UEC062547","UEC062547","Arzolla, FARDP",NA,NA,"Árvore 8m, estróbilos maduros.; Floresta ombrófila mista montana.","2005","04","24","779",NA,NA,NA,NA,NA,"Pinopsida",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:43:31-03","UNICAMP","UEC","65275","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Stehmann, JR; Vieira, AOS; Falkenberg, DB","1994","01","22","Brazil","Rio Grande do Sul","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,"UEC062543","UEC062543",NA,NA,NA,"Árvore, ca. 2,5m altura. Óvulos e sementes verde-acinzentada, pedunculo carnoso, adocicado, roxo.; Em mata perturbada.",NA,NA,NA,"1359","Estrada para Amaral Ferrador.",NA,NA,NA,NA,"Pinopsida",NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:43:31-03","UNICAMP","UEC","17748","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","1976","09","29","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"UEC062545","UEC062545","Garcia, RJF",NA,NA,"Planta masculina.; Mata de Araucária.","1997","05",NA,"3055","Reserva do Instituto Florestal, Estrada do Moreira para São José dos Alpes, perto da Colônia.",NA,NA,NA,NA,"Pinopsida",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"241","2019-11-06 09:57:08-03","UFOP","OUPR","21952","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,"Ex Herb. Escola de Minas n. 1076",NA,NA,NA,"s.n.","Serra de Itabira do Campo",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
"242","2019-11-06 09:57:08-03","UFOP","OUPR","21953","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Badini, J.","1975","01","30","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Badini, J.",NA,NA,"Árvore. Mata","1975","02","05","s.n.","Parque Nacional do Itatiaia, Serra do Itatiaia",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-12-04 13:19:39-03","UDESC","LUSC","2829","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Neto, L.F.","2008","10","25","Brasil","Santa Catarina","Correia Pinto","-50.3610992431641","-27.5846996307373",NA,NA,"LUSC007437","LUSC007437","Neto, L.F.",NA,NA,NA,NA,NA,NA,NA,"Propriedade particular.",NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-12-04 13:19:39-03","UDESC","LUSC","1657","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Schimitt, M.","2008","04","26","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC007440","LUSC007440","Schimitt, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"245","2020-12-04 13:19:39-03","UDESC","LUSC","2338","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Aguiar, M.D.","2009","03","01","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC007438","LUSC007438","Silva, A.C. & Higuchi, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-04 13:19:39-03","UDESC","LUSC","9094","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Equipe LabDendro-CAV",NA,NA,NA,"Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC005769","LUSC005769","Silva, A.C.",NA,NA,NA,NA,NA,NA,NA,"EPAGRI.",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"247","2020-12-04 13:19:39-03","UDESC","LUSC","2827","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Longarai, R.S.","2009","04","13","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC007462","LUSC007462","Longarai, R.S.",NA,NA,NA,NA,NA,NA,NA,"Km 12.",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"248","2020-12-04 13:19:39-03","UDESC","LUSC","7673","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Larsen, J.G.","2015","02","21","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC007431","LUSC007431","Silva, A.C.",NA,NA,NA,NA,NA,NA,NA,"Pedras Brancas.",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"249","2020-12-04 13:19:39-03","UDESC","LUSC","2830","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Sabedot, C.","2009","04","30","Brasil","Santa Catarina","Painel","-50.1049995422363","-27.9288997650146",NA,NA,"LUSC007439","LUSC007439","Sabedot, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26535","auto",NA,NA,NA,NA,NA,NA,NA
"250","2020-12-04 13:19:39-03","UDESC","LUSC","8674","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Chaves, C.L.; Manfredi, S.C.","2009","07","17","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"LUSC007432","LUSC007432","Chaves, C.",NA,NA,NA,NA,NA,NA,"124","Propriedade Israel.",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"251","2020-12-04 13:19:39-03","UDESC","LUSC","10208","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Martins, D.","2008","09","10","Brasil","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"LUSC001893",NA,"Chaves, C.",NA,NA,NA,NA,NA,NA,"511","Fazenda das Nascentes.",NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA
"252","2020-12-04 13:19:39-03","UDESC","LUSC","6293","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Steiner, F.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC007436","LUSC007436","Steiner, F.","726.3","726.3",NA,"2013","10","30",NA,"Canteiro de obras da UHE São Roque.",NA,NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA
"253","2020-12-04 13:19:39-03","UDESC","LUSC","6291","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Steiner, F.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC007433","LUSC007433","Steiner, F.","728.9","728.9",NA,"2013","11","06",NA,"Canteiro de obras da UHE São Roque.",NA,NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA
"254","2020-12-04 13:19:39-03","UDESC","LUSC","6292","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Mariot, A.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC007434","LUSC007434","Mariot, A.","727.5","727.5",NA,"2013","10","30",NA,"Canteiro de obras da UHE São Roque.",NA,NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA
"255","2019-01-17 11:22:21-02","PUCRS","MPUC","659","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1943","07","10","Brasil","RS","Canela","-50.8155556","-29.3658333","-50.8155556000","-29.3658333000",NA,NA,"Ir. Augusto",NA,NA,NA,"1943","01","01",NA,".",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"256","2019-01-17 11:22:21-02","PUCRS","MPUC","9684","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"2001","06","09","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"N.I. Matzenbacher",NA,NA,NA,NA,NA,NA,NA,"CPCN Pró-Mata",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"257","2019-01-17 11:22:19-02","PUCRS","MPUC","13932","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1996","12","16","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Margem do mato (F: 85)",NA,NA,NA,NA,"CPCN Pró-Mata",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"258","2021-01-28 13:24:29-03","PUCRS","MPUC","4629","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,NA,NA,NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",NA,"South America",NA,NA,NA,"Pinales","76715","auto","Coniferopsida",NA,NA,"1",NA,NA,NA
"259","2019-01-17 11:22:19-02","PUCRS","MPUC","16420","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1977","10","10","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"N.I. Matzenbacher",NA,NA,NA,"1977","01","01",NA,"Mariana Pimentel, Colonia dos Podocarpos",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"2",NA,NA,NA
"260","2019-01-17 11:22:19-02","PUCRS","MPUC","19016","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"2009","07","28","Brasil","RS","Cambará do Sul","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,"C.A. Mondin",NA,NA,NA,"2010","01","01",NA,".",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"261","2019-01-17 11:22:19-02","PUCRS","MPUC","10620","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"2001","06","08","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Equipe do Projeto",NA,NA,NA,"2003","01","01",NA,"CPCN Pró-Mata",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"262","2019-01-17 11:22:19-02","PUCRS","MPUC","16421","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1976","08","24","Brasil","RS","São Francisco de Paula","-50.5755556","-29.4205556","-50.5755556000","-29.4205556000",NA,NA,"Racema",NA,NA,NA,"1976","01","01",NA,"Barragem do Salto",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"263","2019-01-17 11:22:19-02","PUCRS","MPUC","16419","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1977","10","10","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"N.I. Matzenbacher",NA,NA,NA,"1977","01","01",NA,"Colônia dos Podocarpos",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"264","2019-01-17 11:22:19-02","PUCRS","MPUC","301","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1950","01","27","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Ir. Teodoro Luiz",NA,NA,NA,"1950","01","01",NA,"Morro Santana",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"265","2019-01-17 11:22:19-02","PUCRS","MPUC","13933","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1998","06","04","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"R.A. Baaske",NA,NA,"Floresta Ombrófila Mista (F: 83)","2010","01","01",NA,"CPCN Pró-Mata",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"266","2019-01-17 11:22:19-02","PUCRS","MPUC","19136","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","et.al.","1984","06","30","Brasil","RS","Caxias do Sul","-51.1791667","-29.1683333","-51.1791667000","-29.1683333000",NA,NA,"S.F. Smith",NA,NA,"beira da estrada","1985","01","01",NA,"Fazenda Souza",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"2",NA,NA,NA
"267","2019-01-17 11:22:19-02","PUCRS","MPUC","19003","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"2009","07","28","Brasil","RS","Cambará do Sul","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,"C.A. Mondin",NA,NA,NA,"2010","01","01",NA,".",NA,"South America",NA,NA,NA,"Pinales",NA,NA,"Coniferopsida",NA,NA,"1",NA,NA,NA
"268","2019-01-17 11:22:19-02","PUCRS","MPUC","19455","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"2007","02","05","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"S.M. Nunes",NA,NA,NA,"2007","01","01",NA,"Fazenda do Lobo",NA,"South America",NA,NA,NA,"Pinales","30776","auto","Coniferopsida",NA,NA,"1",NA,NA,NA
"269","2021-01-28 13:24:29-03","PUCRS","MPUC","8832","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1998","06","04","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,".",NA,"South America",NA,NA,NA,"Pinales","76715","auto","Coniferopsida",NA,NA,"1",NA,NA,NA
"270","2019-01-17 11:22:19-02","PUCRS","MPUC","2602","S","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.",NA,"1978","10","25","Brasil","RS","Tapera","-52.8699989318848","-28.6261005401611",NA,NA,NA,NA,"G.C. Hiltl",NA,NA,NA,"1978","01","01",NA,".",NA,"South America",NA,NA,NA,"Pinales","12797","auto","Coniferopsida",NA,NA,"1",NA,NA,NA
"271","2020-10-14 10:05:04-03","FURB","FURB","11382","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","11","Brasil","Santa Catarina","Capão Alto","-50.7608333","-28.17","-50.7608333","-28.1700000","FURB45955","FURB45955","Verdi, M","762","762","Florística IFFSC 529. Coletada entorno da unidade amostral. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: Fruto verde;","2008","12","11","1140","Fazenda Pessegueirinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-10-14 10:05:04-03","FURB","FURB","12027","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","01","21","Brasil","Santa Catarina","Anita Garibaldi","-51.1627778","-27.6333333","-51.1627778","-27.6333333","FURB45952","FURB45952","Verdi, M","762","762","Florística IFFSC 1190","2009","01","21","1371","Arrozal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-10-14 10:05:04-03","FURB","FURB","35087","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Korte, A.","2011","06","08","Brasil","Santa Catarina","Campo Belo do Sul","-50.76","-27.72","-50.7600000","-27.7200000","FURB45953","FURB45953","Korte, A","811","811","Florística IFFSC 264 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbórea;","2011","06","16","7013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-10-14 10:05:04-03","FURB","FURB","36174","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2011","03","16","Brasil","Minas Gerais","Delfim Moreira","-45.3208334","-22.5783334","-45.3208334","-22.5783334","FURB45950","FURB45950","Gasper, AL de","1400","1400",NA,"2011","03","16","2638","Fazenda Boa Esperança, Trilha do Marlon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-10-14 10:05:04-03","FURB","FURB","36814","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Gasper, A.L. de; Salino, A. & Meyer, L.","2011","11","12","Brasil","Santa Catarina","Urubici","-49.6505556","-27.9527778","-49.6505556","-27.9527778","FURB45949","FURB45949","Gasper, AL de","900","900","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Mista; borda do fragmento Habito: arbórea;","2011","11","12","2911","Pousada Arroio da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-10-14 10:05:04-03","FURB","FURB","40615","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Verdi, M.; Jarenkow, J.A.","2012","12","02","Brasil","Rio Grande do Sul","Piratini","-53.0522222","-30.9808334","-53.0522222","-30.9808334","FURB45951","FURB45951","Verdi, M","118","118",NA,"2012","12","02","6381","Pousada e camping Costa do Camaquã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-10-14 10:05:04-03","FURB","FURB","4266","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Grippa, C.R.","2007","03","22","Brasil","Santa Catarina","Cerro Negro","-50.9341666","-27.9261111","-50.9341666","-27.9261111","FURB45962","FURB45962","Gasper, AL de",NA,NA,"Grupo de estudos / reófitas UHBG.","2007","03","22","30","Margem do Rio Tijolos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-10-14 10:05:04-03","FURB","FURB","45590","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Oliveira, A.A. de","2015","01","21","Brasil","Santa Catarina","Bom Retiro","-49.4975","-27.9013889","-49.4975000","-27.9013889","FURB45946","FURB45946","Oliveira, AA de","1118","1118","Florística Entorno IFFSC 218 Habitat: Floresta Ombrófila Mista; Estágio Avançado; borda da floresta Habito: Fruto verde;","2015","01","21","1030","Fazenda Reunidos Canto Novo LTDA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-10-14 10:05:04-03","FURB","FURB","55778","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Schwirkowski, P.","2017","10","23","Brasil","Santa Catarina","São Bento do Sul","-49.4075","-26.2275","-49.4075000","-26.2275000","FURB55778","FURB55778","Schwirkowski, P.","800","800","Inflorescência amarelada Habitat: Área degradada, heliófita Habito: Árvore","2017","10","23","2512","Bairro Colonial. Terreno baldio ao lado da Rua Engelberto Pscheidt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-10-14 10:05:04-03","FURB","FURB","58431","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kassner-Filho, A.","2018","03","23","Brasil","Santa Catarina","Água Doce","-51.6016667","-26.6991666","-51.6016667","-26.6991666","FURB58431","FURB58431","Kassner-Filho, A.",NA,NA,NA,"2018","03","23","2423","Pequena Central Hidroelétrica 2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-10-14 10:05:04-03","FURB","FURB","58760","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","06","Brasil","Santa Catarina","Bom Jardim da Serra","-49.59","-28.1702778","-49.5900000","-28.1702778","FURB58760","FURB58760","Kassner-Filho, A.","1560","1560",NA,"2018","03","06","2228","Santa Bárbara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-10-14 10:05:04-03","FURB","FURB","62113","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","19","Brasil","Santa Catarina","Capão Alto","-50.7608333","-28.17","-50.7608333","-28.1700000","FURB62113","FURB62113","Kassner-Filho, A.","767","767","Imaturo Habitat: Acesso 2 campo/Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: Arvoreta","2018","12","19","4406","Fazenda Pessegueirinho. Fazenda Pessegueirinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-08 08:55:10-03","FURB","FURB","62239","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Santos, R.; Martinello, C.M.","1994","11","12","Brasil","Santa Catarina","Praia Grande","-49.9502778","-29.1966666","-49.9502778","-29.1966666","FURB62239","FURB62239","Citadini-Zanette, V.","900","900",NA,NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-10-14 10:05:04-03","FURB","FURB","64562","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","17","Brasil","Santa Catarina","Campo Belo do Sul","-50.7583333","-27.9908333","-50.7583333","-27.9908333","FURB64562","FURB64562","Kassner-Filho, A.","826","826","Semente Habitat: Floresta ombrófila Mista;Estágio Avançado;Interior de unidade amostral Habito: Arbórea","2018","12","17","4341","Rincão das Cachoeiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-10-14 10:05:04-03","FURB","FURB","6907","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Dreveck, S.; Verdi, M. & Godoy, M.B.","2007","11","06","Brasil","Santa Catarina","Mafra","-50.1330556","-26.1030556","-50.1330556","-26.1030556","FURB45963","FURB45963","Verdi, M; Dreveck, S; Godoy, MB","792","792","Florística IFFSC 1059","2007","11","06","368","Saltinho do Canivete.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
