"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","class","individualCount","relatedCatalogItem","sex"
"49","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","43090",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","E. J. Lírio/31-08-2012","E.J. de Lírio; V.L. Aledi","46","2011","09","28",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Floresta Ombrófila Densa. Arv. 14. Flores amarelas, imaturas. Trilha indaiaçu. Elev. 745","MBML043090","MBML043090",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","43821",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","E.J. Lírio/31-08-2012","E.J. de Lírio; V.L. Aledi","33","2011","07","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Floresta Ombrófila Densa. Arv. 14m. Botões amarelos. Elev. 635m. Em Álcool","MBML043821","MBML043821",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","43830",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","E.J. Lírio/31-08-2012","E.J. de Lírio; V.L. Aledi","47","2011","10","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Floresta Ombrófila Densa. Arv. 14m. Flores amarelas maturas. Trilha indaiaçu. Em Álcool","MBML043830","MBML043830",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","52900",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","E.J. Lírio","E.J. de Lírio; V. Sarnaglia & A. Pitol","190","2012","09","19",NA,"Brasil","Espírito Santo","Santa Teresa","REBIO Augusto Ruschi. Trilha da preguiça","-40.557222","-19.880833",NA,"Flores estaminadas amarelas. Altura 11m","MBML052900","MBML052900",NA,NA,NA,NA,NA,NA,NA,"40W33'26","19S52'51",NA,NA,NA,NA,NA,NA
"53","2017-11-24 14:11:39-02","UFLA","ESAL","17317","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,"árvore; 9,0m; ;; floresta",NA,NA,"35110","auto","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2595098","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"J. Miers","4406",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01347755","US01347755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"55","2019-11-13 11:26:21-03","USP","SPF","227938","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Peixoto, AL; Lírio, EJ","Baez, C","984","2016","08","30",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Pedra Dubois, Na trilha.","-41.9875","-21.943889",NA,NA,"SPF00227938",NA,NA,NA,"1074","1074",NA,"2016","09","-41.9875","-21.943889","22",NA,NA,NA,NA,NA
"56","2019-09-04 17:57:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"A. Glaziou","17766","1888","8","20","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"57","2019-09-04 17:57:34-03","F","FMNH-SEEDPLANTS","V0064219F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"A. Glaziou","17766","1890","8","20","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0064219F","V0064219F_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"58","2019-09-04 17:57:34-03","F","FMNH-SEEDPLANTS","V0064220F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"A. Glaziou","17766","1888","8","20","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0064220F","V0064220F_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"59","2019-01-23 11:16:56-02","F","FMNH-SEEDPLANTS","V0064221F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"A. Glaziou","17766","1890","8","20","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0064221F","V0064221F_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"60","2019-09-04 19:42:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachypoda","Mollinedia pachypoda",NA,NA,"A. Glaziou","18490","1890","8","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"61","2019-09-04 18:25:04-03","F","FMNH-SEEDPLANTS","V0064238F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachypoda","Mollinedia pachypoda",NA,NA,"A. Glaziou","18490","1890","8","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064238F","V0064238F_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"62","2019-01-23 11:19:48-02","F","FMNH-SEEDPLANTS","V0064239F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachypoda","Mollinedia pachypoda",NA,NA,"A. Glaziou","18490",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064239F","V0064239F_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"63","2020-07-23 12:14:56-03","CEPLAC","CEPEC","133702","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,"E. J. Lírio","C. N. Fraga","2187","2008","07","22",NA,"Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco.","-41.525","-20.267778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W31'30","20S16'4",NA,NA,NA,NA,"30/10/2014",NA
"64","2020-07-23 12:14:56-03","CEPLAC","CEPEC","61286","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,"I. S. Santos","A. L. Almeida","25","2005","02","04",NA,"Brasil","Rio de Janeiro","nova friburgo","Reserva Ecologica Mun. de Macaé de Cima. Picada p/ Pedra Bicuda.","-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W3'","22S0'",NA,NA,NA,NA,"04/04/1998",NA
"65","2020-07-23 12:14:56-03","CEPLAC","CEPEC","70113","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,"A. L. Peixoto","G. Hatschbach","57984","1992","10","12",NA,"Brasil","Espírito Santo","domingos martins","BR-262, prox. ao Rio Araguaia.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2009",NA
"66","2020-07-23 12:14:56-03","CEPLAC","CEPEC","147179","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,"A. L. Peixoto","R. C. Forzza","4349","2006","11","22",NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual do Ibitipoca. Mata Grande.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007",NA
"67","2020-07-23 12:14:56-03","CEPLAC","CEPEC","147959","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,"A. L. Peixoto","R. C. Forzza","4289","2006","09","21",NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual do Ibitipoca. Mata Grande.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007",NA
"68","2021-03-04 15:44:24-03","IF","SPSF","26878","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"J.Cordeiro & E.Barbosa","3061","2000","02","03","América do Sul","Brasil","PR","Campina Grande do Sul","mata nebular","-49.0553016662598","-25.3055992126465",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"69","2021-03-04 15:44:24-03","IF","SPSF","18160","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana",NA,NA,"R.Kummrow","2419","1983","11","09","América do Sul","Brasil","PR","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"70","2019-11-21 10:10:53-03","IBt","SP","263577","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Correia, CMB; et al.","34","1989","06","25",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Picada para a pedra Bicuda.","-42.05","-22",NA,NA,"SP048051","SP048051",NA,NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:10:53-03","IBt","SP","430321","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Capistrano, TR","Shirasuna, RT; Simão Bianchini, R","961","2008","02","18",NA,"Brasil","São Paulo","São Bernardo do Campo","Lote 2 Rodoanel Mário Covas, Trecho Sul","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"31119","auto",NA,NA,NA,"2009","01",NA,NA,"19",NA,NA,NA,NA,NA
"72","2010-08-16 16:41:25-03","GH","HU-HERB","GH 00039991","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"A. F. M. Glaziou","17766",NA,NA,NA,"South America","Brazil",NA,NA,"Alto Macahe de Nova Friburgo",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"17766",NA,NA,NA,"undetermined"
"73","2010-08-16 16:36:13-03","GH","HU-HERB","GH 00041018","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachypoda","Mollinedia pachypoda","Perkins",NA,"A. F. M. Glaziou","18490",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Alto Macahe de Nova Friburgo",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"18490",NA,NA,NA,"undetermined"
