"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","dayIdentified","class","relatedCatalogItem","fieldNumber","sex"
"140","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419494","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Tressens SG; Beccaceci M; Vanni RO","1992","12","05","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1419494","NL-U1419494",NA,"Lamiales",NA,NA,"Argentina, Corrientes, Dep. San Miguel. Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12. Potrero Santa Rosa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"141","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419495","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Tressens SG; Cáceres S; Vanni RO; Zamudio C","1989","02","24","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1419495","NL-U1419495",NA,"Lamiales",NA,NA,"Argentina. Prov. Corrientes, Dep. Mercedes. Laguna Iberá. Paso Picada. Reserva Natural Provincial del Iberá.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"142","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419810","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Laan RWG","Andel TR van; Rebeiro O; Smedema S; Groenewegen S","1997","09","03","Guyana","North West District",NA,NA,NA,NA,NA,"NL-U1419810","NL-U1419810",NA,"Lamiales",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0087975",NA,NA
"143","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419817","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ek RC","Ek RC; Riet BP van de; Hartmann FA","2004","02","23","French Guiana","Cayenne",NA,"-52.266667","4.583333","-52.266667","4.583333","NL-U1419817","NL-U1419817",NA,"Lamiales",NA,NA,"Trésor Reserve. Parking place Carbet.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0247497",NA,NA
"144","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419818","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Edwards PJ","1987","03","06","Brazil","Roraima",NA,NA,NA,NA,NA,"NL-U1419818","NL-U1419818",NA,"Lamiales",NA,NA,"Brasil, Federal Territory of Roraima. Municipality of Alto Alegre.",NA,NA,"In full sun in water 30 cm - 70 cm. deep mud bottom water temp. at collecting time c. 90º F.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0248166",NA,NA
"145","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419825","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lindeman JC","Reijenga TW","1964","04","15","Surinam",NA,NA,NA,NA,NA,NA,"NL-U1419825","NL-U1419825",NA,"Lamiales",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022757",NA,NA
"146","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419826","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lindeman JC","Reijenga TW","1964","04","15","Surinam",NA,NA,NA,NA,NA,NA,"NL-U1419826","NL-U1419826",NA,"Lamiales",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022756",NA,NA
"147","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419827","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Harley RM; et al.","1974","03","26","Brazil",NA,NA,"-38.883333","-15.866667","-38.883333","-15.866667","NL-U1419827","NL-U1419827",NA,"Lamiales",NA,NA,"Brazil: Estado de Bahia. Coastal Zone. Belmonte, on S.W. outskirts of town. Disturbed restinga, reverside pasture and roadsides.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"148","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419828","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Harley RM; et al.","1974","02","07","Brazil",NA,NA,"-41.416667","-13.033333","-41.416667","-13.033333","NL-U1419828","NL-U1419828",NA,"Lamiales",NA,NA,"Brazil: Estado de Bahia. Serra do Sincorá. 9km S.W. of Mucugé, on road from Cascavel. Waste ground by Rio Paraguaçú, with damp grassland and scattered woodland.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"149","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419839","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Dumortier BCJ",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-U1419839","NL-U1419839",NA,"Lamiales",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0199615",NA,NA
"150","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419845","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Cid Ferreira CA; Ramos J; Mota CDA","1980","07","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419845","NL-U1419845",NA,"Lamiales",NA,NA,"Plants do Para. Município de Oriximiná, rio Trombetas, margem esquerda lago Mãecué em frente à Mineração. St. Patricia. Mata de igapó.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"151","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419847","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Prance GT; Prance AE","1971","09","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419847","NL-U1419847",NA,"Lamiales",NA,NA,"Plants of Brazil. State of Amazonas. Rio Solimões. Iauara.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"152","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419848","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Prance GT; et al.","1971","06","19","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419848","NL-U1419848",NA,"Lamiales",NA,NA,"Plants of Brazilian Amazonia. State of Amazonas. Rio Purus, Rio Ituxi. Rio Purus between Campina and Tambaqui.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"153","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419849","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Prance GT; Coelho LF; Kubitzki K; Maas PJM","1971","03","24","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419849","NL-U1419849",NA,"Lamiales",NA,NA,"Plants of Brazilian Amazônia. Estado do Amazonas. Vicinity of Manaus. Mauá Road. Margin of stream.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"154","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419854","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Hatschbach GG; Haas JH de","1967","01","23","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419854","NL-U1419854",NA,"Lamiales",NA,NA,"Flora Brasiliae Australis. Est. Paraná. In pond in várzea of Rio Paraná near Porto Byington.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"155","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419857","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Berg CC; Bisby FA; Monteiro OP","1973","08","26","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419857","NL-U1419857",NA,"Lamiales",NA,NA,"Plants of Brazilian Amazonia. State of Amazonas. Parana do Autaz-Mirim, Lago de Caioe. Static.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"156","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419858","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Campbell DG; Monteiro OP; Nelson BW; Ongley JC","1974","04","21","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1419858","NL-U1419858",NA,"Lamiales",NA,NA,"Plants of Brazilian Amazonia. State of Amazonas. Maués, in front of Guaraná factory.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"157","2020-02-08 09:33:12-03","NBC","NL-BOTANY","WAG.1055273","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Pedersen TM","1986","05","12","Argentina",NA,NA,NA,NA,NA,NA,"NL-WAG1055273","NL-WAG1055273",NA,"Lamiales",NA,NA,"Carambola. Dep. Conceplóa. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"158","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419822","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lindeman JC","Görts-van Rijn ARA; et al.","1992","11","21","Guyana","Rupununi District",NA,"-59.316667","3.75","-59.316667","3.75","NL-U1419822","NL-U1419822",NA,"Lamiales",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0067384",NA,NA
"159","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L 0003134","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","guianensis","Utricularia guianensis","Splitg. ex de Vriese",NA,"Splitgerber FL","1838","01","01","Surinam",NA,NA,NA,NA,NA,NA,"NL-L0003134",NA,NA,"Lamiales",NA,NA,"In fluminis Surinami ?Legi in flum Commewijne",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,"type",NA,NA,"Magnoliopsidae","89910896",NA,NA
"160","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L 0003137","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","guianensis","Utricularia guianensis","Splitg. ex de Vriese",NA,"Splitgerber FL","1838","01","01","Surinam",NA,NA,NA,NA,NA,NA,"NL-L0003137",NA,NA,"Lamiales",NA,NA,"In fluminis Surinami ?Legi in flum Commewijne",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,"type",NA,NA,"Magnoliopsidae","89910895",NA,NA
"161","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.1162648","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","guianensis","Utricularia guianensis","Splitg. ex de Vriese",NA,"Focke HC",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L1162648","NL-L1162648",NA,"Lamiales",NA,NA,"Oranje woud.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"162","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.2828584","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","guyanensis","Utricularia guyanensis","A.DC.",NA,"Samuels JA","1916","05","31","Surinam",NA,NA,NA,NA,NA,NA,"NL-L2828584","NL-L2828584",NA,"Lamiales",NA,NA,"Dutch Guiana. Forest of Zandery.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"163","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U 0003682","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","guyanensis","Utricularia guyanensis","A.DC.","Taylor PG","Tutin TG","1933","08","30","Guyana",NA,NA,NA,NA,NA,NA,"NL-U0003682","NL-U0003682",NA,"Lamiales","1973","07","Kaietuk",NA,NA,"savanna, on one patch of white sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,NA,"isotype",NA,"01","Magnoliopsidae","39718 A",NA,NA
"164","2020-11-04 11:12:11-03","ESALQ","ESA","38896","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Souza, J.P.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","1997","03","19","Brasil","Mato Grosso","Luciara","-504.345","-110.808","-504,345","-110,808","ESA038896","ESA038896","Magnoliophyta",NA,NA,NA,"Estrada para a Mata do Coco, ca. 14 km N de Luciara. Fazenda Três Pontas do Araguaia. Savana Parque. Área arborizada, alagada, com arbustos e árvores concentrados sobre os murunduns (campo cerrado).",NA,NA,"Erva aquática; flores amarelas.",NA,"14529.0",NA,NA,NA,"140","140",NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:12:11-03","ESALQ","ESA","115358","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa",NA,NA,"Meirelles, J.","2011","04","20","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"ESA115358","ESA115358","Magnoliophyta",NA,NA,NA,NA,"48094",NA,NA,"auto","626.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:12:11-03","ESALQ","ESA","98839","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa",NA,"Fromm-trinta, E.","Krieger, L.","1983","02","19","Brasil","Amazonas","Tefé","-64.7114028930664","-3.35417008399963",NA,NA,"ESA098839","ESA098839","Magnoliophyta",NA,"1989",NA,NA,"340205",NA,NA,"auto","19473.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 11:12:11-03","ESALQ","ESA","85274","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Saridakis, D.P.","Kinupp, V.F. et al.","1988","07","06","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"ESA085274","ESA085274","Magnoliophyta",NA,NA,NA,NA,"295160",NA,NA,"auto","1098.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 11:12:11-03","ESALQ","ESA","38897","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Souza, J.P.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","1997","03","16","Brasil","Mato Grosso","São Félix do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,"ESA038897","ESA038897","Magnoliophyta",NA,NA,NA,"Beira do Rio Araguaia, entre São Félix do Araguaia. e o encontro com o Rio das Mortes. Pequena Ilha entre a cidade e a Ilha do Bananal. Vegetação arbóreo-arbustiva, alagada nesta época do ano.","290331",NA,"Erva aquática; flores amarelas.","auto","14232.0",NA,NA,NA,"130","130",NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 11:12:11-03","ESALQ","ESA","38895","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Souza, J.P.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","1997","03","15","Brasil","Mato Grosso","São Félix do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,"ESA038895","ESA038895","Magnoliophyta",NA,NA,NA,"Estrada São Félix do Araguaia. - Alto Boa Vista. Beira de estrada.","290331",NA,"Erva aquática; corola amarela.","auto","14223.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-14 15:31:21-03","MN","R","218142","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Moreira, A.","Costa, W.; Pupo, F. & Auaújo, E.","1999","02","08","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA
"171","2021-03-31 13:40:24-03","MN","R","232510","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Donza, A.","Cotarelli, V.M. 1902; Araújo, E.S. & Sabino, J.H.F.","2012","07","04","Brasil","Bahia","Abaré","-39.258917","-8.617944","39º15'32,1W","08º37'04,6S",NA,NA,NA,NA,"2014","03","Margem esquerda do Rio São Francisco, antes da Ponte do Ibó, sentido Cabrobó Belém do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"172","2021-03-31 13:40:25-03","MN","R","232511","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Donza, A.","Oliveira, A.C.P. 2183; Silva, F.A.B.; Silva, J.R. & Dias, A.A.","2013","01","10","Brasil","Paraíba","Aguiar","-38.116453","-7.038269","38º06'59,23W","07º02'17,77S",NA,NA,NA,NA,"2014","03","Sítio Lombrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"173","2021-03-31 13:40:24-03","MN","R","232537","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Bove, C.P.","Bove, C.P. 2351; Philbrick, C.T. & Philbrick, P.","2012","07","08","Brasil","Bahia","BR-030, Estrada Guanambi-Malhada, ca. 1 km de Carinhanha.",NA,NA,NA,NA,NA,NA,NA,NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"174","2021-01-14 15:31:21-03","MN","R","218143","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Moreira, A.","Folli, D.A.","2000","10","19","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2001","11",NA,"48094",NA,NA,"auto","3714",NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"175","2021-03-31 13:40:24-03","MN","R","3602","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Trinta, E.F.","Glaziou, A.F.M.","1881","09","18","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"R000003602","R000003602_001",NA,NA,"1996","08",NA,"40069",NA,"Plantas do Brasil Central","auto","12928",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"176","2021-03-31 13:40:24-03","MN","R","3592","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Trinta, E.F.","Glaziou, A.F.M.","1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"R000003592","R000003592_001",NA,NA,"1996","08",NA,"40069",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"177","2021-03-31 13:40:24-03","MN","R","3616","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Trinta, E.F.","Glaziou, A.F.M.","1889","04","20","Brasil","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,"R000003616","R000003616_001",NA,NA,"1980","05",NA,"28666",NA,"Plantas do Brasil Central","auto","17685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-31 13:40:25-03","MN","R","232534","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Paz, J.","Bove, C.P. 123; Pasin, E. & Koehler, S.","1996","09","03","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,"2005","03","1º braço à esquerda (de costas para o mar)","47209",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA
"179","2021-03-31 13:40:24-03","MN","R","232532","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Mauva, G.","Koehler, S. 1; Moreira, C.B.","1997","05","18","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,"2000","06","Lagoa Cabiúnas, no 1ºbraço à esquerda","47209",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA
"180","2021-03-31 13:40:24-03","MN","R","232533","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Mauva, G.","Bove, C.P. 453; Malva, G. & Moreira, C.B.","1999","09","30","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,"2000","06","Lagoa Comprida (Faz. São Lázaro)","13257",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA
"181","2021-03-31 13:40:24-03","MN","R","232465","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Donza, A.","Donza, A. 223; Suemitsu, C.","2014","05","25","Brasil","Pará","Santarem","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,NA,NA,"2014","05","Lago Mapiri","205258",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA
"182","2021-03-31 13:40:24-03","MN","R","232530","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Bove, C.P.","Bove, C.P. 1282; Pereira, U.J.; Costa, L.S. & Canani, L.G. C.","2003","10","22","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,"2003","10","PARNA Restinga de Jurubatiba","13257",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA
"183","2021-03-31 13:40:25-03","MN","R","232539","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Bove, C.P.","Bove, C.P. 1223; Pereira, U.J.; Costa, L.S. & Canani, L.G. C.","2003","10","20","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,"2003","10","PARNA Restinga de Jurubatiba","13257",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA
"184","2021-03-31 13:40:24-03","MN","R","232531","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Bove, C.P.","Bove, C.P. 1420; Moreira, A.D.R. & Paz, J.","2004","12","11","Brasil","Rio de Janeiro","Campos dos Goitacazes","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,NA,"2004","12","Ponta Grossa dos Fidalgos","62761",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
