"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"111","2021-03-16 17:52:20-03","UCS","HUCS","9443","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Grizzon, M.","2013","11",NA,"Lemos, M.O.","s.n.","1993","09","08","Brasil","Rio Grande do Sul","Caxias do Sul","JBCS","-51.1794013977051","-29.1681003570557",NA,NA,"750","750","no caminho",NA,NA,"Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:52:20-03","UCS","HUCS","15852","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Ribas, O.S.","2001",NA,NA,"Scur, L.","789","2000","06","13","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca - Apanhador","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","no campo",NA,NA,"Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"113","2019-08-16 08:39:33-03","UTFPR","HCF","6754","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","M.G. Caxambu","2008","05","28","M.G. Caxambu","2128","2008","04","19","Brasil","PR","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"arbusto heliófito, ereto, armado com espinhos. Flores amarelas.",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-03-21 19:36:14-03","UFC","EAC","13706","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Krapovickas, A.; Cristóbal, C.L.","37632","1982","01","10","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Flor amarilla; 1,5 m de alt.","EAC0013706","EAC0013706","Dicotyledon",NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-21 19:36:14-03","UFC","EAC","26974","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Galvani, F.R.","1998","05","25","Galvani, F.R.","s.n.","1998","05","25","Brasil","Rio Grande do Sul","São Francisco de Caldas","Parque das cachoeiras (Alto da serra)",NA,NA,NA,NA,"463","463","Arbustivo;Plano;Alto da serra., flor amarela","EAC0026974","EAC0026974","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-25 12:12:04-03","UFSM","SMDB","781","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Rambo, B",NA,NA,NA,"Rambo, B","s.n.","1933","03","16","Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,"SMDB000781",NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-12-26 15:11:32-03","UFSM","SMDB","19255","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Bianchin, JE","2014","03","13","Felitto, G; Ariati, V","810","2014","03","11","Brasil","Santa Catarina","São Joaquim","proximidades da Zona Urbana","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Arbusto, 1,7m; flores amarelas. Campo Natural com pastejo, Póximo a córrego","SMDB019255",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-25 12:12:04-03","UFSM","SMDB","2646","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Abruzzi, M L",NA,NA,NA,NA,"s.n.","1988","03","14","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMDB002646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-25 12:12:04-03","UFSM","SMDB","2802","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Abruzzi, M L","1988","03","14",NA,"s.n.","1988","03","14","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMDB002802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:28:23-03","MBM","MBM","214242","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Louzán, R.I.",NA,NA,NA,"Louzán, R.I.","s.n.",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM214242","MBM214242",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:28:23-03","MBM","MBM","139141","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Bowen, H.J.M.","7258",NA,NA,NA,"UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM139141","MBM139141",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:28:23-03","MBM","MBM","138127","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Rass, J.H.",NA,NA,NA,"Grobbelaar, N.","1609",NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM138127","MBM138127",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:28:23-03","MBM","MBM","72292","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","R. Jaramillo M.",NA,NA,NA,"Barclay, H.G.","4195",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM072292","MBM072292",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:28:23-03","MBM","MBM","47306","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Cowan, R.S.",NA,NA,NA,"Hatschbach, G.","4023",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM047306","MBM047306",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:28:23-03","MBM","MBM","219325","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","4693",NA,NA,NA,"Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM219325",NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:28:23-03","MBM","MBM","219323","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","6162",NA,NA,NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM219323",NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:28:23-03","MBM","MBM","219327","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dombrowski, L.T.",NA,NA,NA,"Imaguire, N.","88",NA,NA,NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM219327",NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:28:23-03","MBM","MBM","219329","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sayto, I.",NA,NA,NA,"Dombrowski, L.T.","1821",NA,NA,NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM219329",NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:28:23-03","MBM","MBM","3241","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2442",NA,NA,NA,"Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM003241","MBM003241",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:28:23-03","MBM","MBM","100687","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.","23",NA,NA,NA,"Brazil","Paraná","Curitiba","Jardim Centauro","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM100687","MBM100687",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:28:24-03","MBM","MBM","75143","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Tessmann, G.","s.n.",NA,NA,NA,"Brazil","Paraná","Curitiba","Perto de Umbará, 10-22km ao S da cidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM075143","MBM075143",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:28:23-03","MBM","MBM","241488","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dunaiski Jr.; A.; A.",NA,NA,NA,"Dunaiski Jr.; A.; A.; et al.; et al.","744",NA,NA,NA,"Brazil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM241488","MBM241488",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:28:23-03","MBM","MBM","24743","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","30347",NA,NA,NA,"Brazil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM024743","MBM024743",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:28:23-03","MBM","MBM","16178","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Hatschbach, G.","24927",NA,NA,NA,"Brazil","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"G. Hatschbach","MBM016178","MBM016178",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:28:23-03","MBM","MBM","232401","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Carneiro, J.","577",NA,NA,NA,"Brazil","Paraná","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM232401","MBM232401",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:28:23-03","MBM","MBM","219324","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Moreira, H.",NA,NA,NA,"Moreira, H.","23",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM219324",NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:28:23-03","MBM","MBM","227840","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Zakrzewski, D.P.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","APA do Arujá","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM227840","MBM227840",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:28:23-03","MBM","MBM","219328","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Saito, Y.",NA,NA,NA,"Saito, Y.; et al.; et al.","1393",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Colônia Muricy","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM219328",NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:28:23-03","MBM","MBM","7200","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Koczicki, C.","84",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Colônia Roseira","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM007200","MBM007200",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:28:23-03","MBM","MBM","116589","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","438",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Guatupê","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM116589","MBM116589",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:28:23-03","MBM","MBM","219326","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dombrowski, L.T.",NA,NA,NA,"Taborda, I.","27",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM219326",NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:28:23-03","MBM","MBM","219322","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dombrowski, L.T.",NA,NA,NA,"Taborda, I.","5",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM219322",NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:28:23-03","MBM","MBM","260084","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Ribas, O.S.",NA,NA,NA,"Scur, L.","789","2000","11","13","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM260084","MBM260084",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:28:23-03","MBM","MBM","389317","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Bianchin, J.E.","2014","03","13","Felitto, G.; Ariati, V.; Ariati, V.","810","2014","03","11","Brazil","Santa Catarina","São Joaquim","Proximidades da Zona Urbana","-49.9317016601562","-28.2938995361328",NA,NA,"1341","1341","Arbusto, 1,7m; flores amarelas.; Campo Natural com pastejo. Próximo a córrego.","MBM389317","MBM389317",NA,NA,"Southern America",NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:28:23-03","MBM","MBM","60211","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Occhioni, P.","8010",NA,NA,NA,"Brazil","São Paulo","Campos do Jordão","Estrada para o Pico Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM060211","MBM060211",NA,NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:28:24-03","MBM","MBM","81227","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Sture Nilsson","s.n.",NA,NA,NA,"Suécia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM081227","MBM081227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:28:23-03","MBM","MBM","199486","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Hind, D.J.N.","48",NA,NA,NA,"UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM199486","MBM199486",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:28:23-03","MBM","MBM","103576","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.",NA,NA,NA,"Baglioli, V.","3",NA,NA,NA,"Brazil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM103576","MBM103576",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"149","2015-09-04 01:59:05-03","MNHN","RECOLNAT_MNHN_P","P02952455","PreservedSpecimen",NA,"Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Chevalier, A.",NA,"1928","9","1","Brésil",NA,NA,"Brésil Sud-Est: Parana, autour de Porta Grossa",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952455' target='other'> <mi>dwc_moreinfo</mi></a>","P02952455","P02952455_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:36:34-03","UFMG","BHCB","168660","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,"1954","02",NA,"Teixeira, F","4713","1954","02",NA,"Portugal",NA,NA,"Minho",NA,NA,NA,NA,NA,NA,"Flores amarelas, arbustos. Tojo.; No campo.","BHCB012662",NA,"Dicotyledon",NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:36:34-03","UFMG","BHCB","16380","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Grandi, TSM; et al.","2610","1989","09","29","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:36:34-03","UFMG","BHCB","199504","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,"2008",NA,NA,"Verdi, M; Carneiro, FE","622","2008","04","17","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"1449","1449","Flor amarela; Floresta em estágio médio de regeneração","BHCB199504",NA,"Dicotyledon",NA,"Southern America",NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:19:07-03","UFPR","UPCB","50499","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Possette, R.F.S. & Ribas, O.S.","2004","01","01","Possette, R.F.S.",NA,"2004","07","20","Brasil","Paraná","Curitiba","25°25'S 49°16'W","-49.266667","-25.416667","-49.266667","-25.416667",NA,NA,"Floresta ombrófila montana. Alt.: 934m s.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-11 17:19:07-03","UFPR","UPCB","58076","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Guimarães, O.A.",NA,NA,NA,"Martins, A.C.","5","2004","08","19","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.183333","-25.516667","-49.183333","-25.516667","910","910","Herbácea, flor amarela. Campo limpo..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-11 17:19:07-03","UFPR","UPCB","55222","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Cowan, R.S.","1959","01","01","Hatschbach, G.","4023","1957","07","23","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Arbusto, até 1,60m, flor amarela. Em campo ultra-esgotado e lugares abandonados..","UPCB0038416",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"156","2021-02-11 17:19:07-03","UFPR","UPCB","2156","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Cowan, R.S.","1959","01","01","Hatschbach, G.","4023","1957","07","23","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Arbusto, até 1,60m, flor amarela. Em campo ultra-esgotado e lugares abandonados..",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"157","2021-02-11 17:19:07-03","UFPR","UPCB","6463","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.","1967","09",NA,"Lindeman, J.","2442","1966","09","12","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"158","2021-02-11 17:19:07-03","UFPR","UPCB","7215","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Moreira Filho, H.","1955","09",NA,"Moreira Filho, H.","23",NA,NA,NA,"Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena, margem da estrada de rodagem.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Floração: setembro..",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"159","2021-02-11 17:19:07-03","UFPR","UPCB","4411","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Maruo, Y","1963","07",NA,"Sakurada, A.","16","1961","07","23","Brasil","Paraná","Curitiba","Bacacheri","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arbusto, coletada às 13hrs, abundante nos campos. Por comparação com UPCB 2156..",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"160","2021-02-11 17:19:07-03","UFPR","UPCB","7281","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.","1968","08",NA,"Koczicki, C.","84","1968","02","21","Brasil","Paraná","São José dos Pinhais","Colônia Roseira","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto, flor amarela. Ruderal..",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"161","2021-02-11 17:19:07-03","UFPR","UPCB","9656","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.","1973","04",NA,"Hatschbach, G.","30347","1973","04",NA,"Brasil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arbusto, 2m, flor amarela, ruderal..",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"162","2008-05-27 22:02:00-03","MO","MOBOT","883084","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","D. Neill (MO)",NA,NA,NA,"Daniel Rubio|Marcia Peñafiel|John M. MacDougal","Rubio 2423","1992","2","20","Ecuador","Pichincha","Quito","Carretera Chillogallo-Chiriboga, faldas del volcán Pichincha. Bosque muy húmedo Montano Bajo. Suelo volcánico.","-78.75","-2",NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2013-05-07 06:03:00-03","MO","MOBOT","3221833","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Kllip",NA,NA,NA,"Ynés Mexia","Mexia 8014","1936","4","16","Chile",NA,NA,"Provincia Chiloé. Above Puerto Montt; open, brushy hill.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2008-05-27 22:02:00-03","MO","MOBOT","100504","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","Brot.","J.L. Zarucchi",NA,NA,NA,"Adrian Juncosa","Juncosa 963","1983","10","22","Colombia","Antioquia",NA,"Hwy. between Medellín and Pto. Triunfo. At Cocorna toll booth, 6º10'N, 75º10'W. Elev. 2090 m. Roadside weeds, near small stream.","-75.16666","6.16666",NA,NA,"2090.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","83-1",NA,NA
"165","2017-07-03 05:12:00-03","MO","MOBOT","100268730","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Claudia Guerrido|Damián Andrés Fernández","Guerrido 529","2002","10","6","Argentina","Santa Cruz","Lago Argentino","Parque Nacional Los Glaciares, Ea. Cristina, Casco de la estancia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"166","2013-07-28 05:58:00-03","MO","MOBOT","101666","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","P.M. Jørgensen",NA,NA,NA,"Gunnar Wilhelm Harling|G.T. Storm|Bertil Ström","Harling 10464","1968","6","18","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2015-08-12 05:57:00-03","MO","MOBOT","101672","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","P.M. Jørgensen",NA,NA,NA,"H. Balslev|William C. Steere","Balslev 3082","1982","9","15","Ecuador","Pichincha",NA,"Pueblo San Juan 13 km al veste de Chillogallo. Pasto en páramo.","-78.63333","-0.3",NA,NA,"3250.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2015-12-27 05:32:00-02","MO","MOBOT","1770060","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","S. White",NA,NA,NA,"Starker White|W. S. Alverson","White 755","1977","6","26","Colombia","Antioquia","La Ceja","2 km outside of La Ceja along main roadway to Medellin (30 km by air) in a Bosque Húmedo Montano Bajo Zone. Rainfall of 1000-2000 mm/ year.",NA,NA,NA,NA,"2220.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
