"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"53","2020-06-29 09:29:06-03","UFRRJ","RBR","29030","S","Plantae","Anemiaceae","Anemia","radicans","Anemia radicans","L.S. Sylvestre",NA,"Brasil",NA,NA,NA,"RBR00029030",NA,NA,"Raddi","1710","2003","09","Rio de Janeiro","Sapucaia","Margens do rio","-42.9143981933594","-21.9950008392334",NA,"19",NA,NA,"27567","auto","L.S. Sylvestre","2003",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:11:49-03","MBM","MBM","389800","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Mazziero, F.F.F.","Southern America","Brazil",NA,NA,"Terrícola.; Crescendo em Floresta Ciliar, na margem do córrego em local sombreado e solo úmido.","MBM389800",NA,NA,"J. Sm.","1240","2013","05","Rio de Janeiro","Miguel Pereira",NA,"-43.4688987731934","-22.4538993835449","MBM389800","29",NA,NA,"25640","auto","Mazziero, F.F.F.","2013","06","08",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:11:51-03","MBM","MBM","104320","PreservedSpecimen","Plantae","Anemiaceae","Anemia","radicans","Anemia radicans","Hatschbach, G.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM104320",NA,NA,"Raddi","49950","1985","10","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529","MBM104320","18",NA,NA,"17824","auto","Smith, A.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:11:51-03","MBM","MBM","405022","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","Brade, A.C.","Southern America","Brazil",NA,NA,"Rupestre nas lajes.","MBM405022",NA,NA,"Mabb.","19833","1949","05","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Forno Grande","-41.184700012207","-20.6035995483398","MBM405022","15","1200","1200","23588","auto","Mickel, I.T.","2009",NA,NA,NA,NA,NA,"ISOTYPE",NA,NA
"57","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270024","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Orbigny, A.D. d'",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270024' target='other'> <mi>dwc_moreinfo</mi></a>","P01270024",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Brésil.",NA,NA,"P01270024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"58","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270025","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270025' target='other'> <mi>dwc_moreinfo</mi></a>","P01270025",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Brésil, Rio Janeiro.",NA,NA,"P01270025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"59","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270050","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud, C.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270050' target='other'> <mi>dwc_moreinfo</mi></a>","P01270050",NA,NA,"Raddi",NA,NA,NA,NA,NA,NA,NA,NA,"P01270050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"60","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270051","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gomes",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270051' target='other'> <mi>dwc_moreinfo</mi></a>","P01270051",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Brésil.",NA,NA,"P01270051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270054","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Dupré",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270054' target='other'> <mi>dwc_moreinfo</mi></a>","P01270054",NA,NA,"Raddi",NA,"1842","1",NA,NA,"Brésil Méridional",NA,NA,"P01270054_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270055","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Riedel",NA,"Brasil","hb",NA,"Donné par le jardin Imp. de St. Pétersbourg 1859 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270055' target='other'> <mi>dwc_moreinfo</mi></a>","P01270055",NA,NA,"Raddi",NA,NA,NA,NA,NA,NA,NA,NA,"P01270055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270056","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Beyrich, H.C.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270056' target='other'> <mi>dwc_moreinfo</mi></a>","P01270056",NA,NA,"Raddi",NA,"1823","2",NA,NA,"Brasilia, Serra d'Estrella, in sylvis montosis pr. Mandiocca",NA,NA,"P01270056_01 P01270056_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270057","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"donné par la Princesse de Grèce en 1925 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270057' target='other'> <mi>dwc_moreinfo</mi></a>","P01270057",NA,NA,"Raddi",NA,"1898","1","Rio de Janeiro",NA,NA,NA,NA,"P01270057_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
"65","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270070","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Saint-Hilaire, A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270070' target='other'> <mi>dwc_moreinfo</mi></a>","P01270070",NA,NA,"Raddi",NA,"1816","1","Rio de Janeiro",NA,"Brésil, province de Rio Janeiro.",NA,NA,"P01270070_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a1 449",NA
"66","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270071","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Burchell, W.J.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270071' target='other'> <mi>dwc_moreinfo</mi></a>","P01270071",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Brésil",NA,NA,"P01270071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"935",NA
"67","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270072","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Lépine, J.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270072' target='other'> <mi>dwc_moreinfo</mi></a>","P01270072",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Brésil",NA,NA,"P01270072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270073","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270073' target='other'> <mi>dwc_moreinfo</mi></a>","P01270073",NA,NA,"Raddi",NA,"1834","1","Rio de Janeiro",NA,NA,NA,NA,"P01270073_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142",NA
"69","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270074","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gay",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270074' target='other'> <mi>dwc_moreinfo</mi></a>","P01270074",NA,NA,"Raddi",NA,"1828","8","Rio de Janeiro",NA,"Rio d. Janeiro",NA,NA,"P01270074_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270076","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gay",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270076' target='other'> <mi>dwc_moreinfo</mi></a>","P01270076",NA,NA,"Raddi",NA,"1829","1","Rio de Janeiro",NA,NA,NA,NA,"P01270076_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270068","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud, C.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270068' target='other'> <mi>dwc_moreinfo</mi></a>","P01270068",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270068_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-18 22:29:00-03","MNHN","RECOLNAT_MNHN_P","P00584014","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Raddi, C.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00584014' target='other'> <mi>dwc_moreinfo</mi></a>","P00584014",NA,NA,"Raddi",NA,NA,NA,NA,NA,"In montosis prope Rio Janiero",NA,NA,"P00584014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"73","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270019","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Glaziou, A.",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1997. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270019' target='other'> <mi>dwc_moreinfo</mi></a>","P01270019",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Brésil",NA,NA,"P01270019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259",NA
"74","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270021","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Glaziou, A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270021' target='other'> <mi>dwc_moreinfo</mi></a>","P01270021",NA,NA,"Raddi",NA,"1866","9","Rio de Janeiro",NA,"Brésil: Corcovado.",NA,NA,"P01270021_01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"441",NA
"75","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270022","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Glaziou, A.",NA,"Brasil","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270022' target='other'> <mi>dwc_moreinfo</mi></a>","P01270022",NA,NA,"Raddi",NA,"1869","7","Rio de Janeiro",NA,"F. de Sta. Anna",NA,NA,"P01270022_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3597",NA
"76","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270026","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270026' target='other'> <mi>dwc_moreinfo</mi></a>","P01270026",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Brésil.",NA,NA,"P01270026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"77","2015-09-03 16:26:06-03","MNHN","RECOLNAT_MNHN_P","P01270027","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270027' target='other'> <mi>dwc_moreinfo</mi></a>","P01270027",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Brésil, Rio Janeiro.",NA,NA,"P01270027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33",NA
"78","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270028","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gardner",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270028' target='other'> <mi>dwc_moreinfo</mi></a>","P01270028",NA,NA,"Raddi",NA,"1836","1","Rio de Janeiro",NA,NA,NA,NA,"P01270028_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"79","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270029","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Langsdorff",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270029' target='other'> <mi>dwc_moreinfo</mi></a>","P01270029",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Rio Janeiro",NA,NA,"P01270029_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270032","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"Herbier Dorfler 25 Novembre 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270032' target='other'> <mi>dwc_moreinfo</mi></a>","P01270032",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"P01270032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA
"81","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270035","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270035' target='other'> <mi>dwc_moreinfo</mi></a>","P01270035",NA,NA,"Raddi",NA,"1839","1","Rio de Janeiro",NA,NA,NA,NA,"P01270035_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA
"82","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270036","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Miers",NA,"Brasil","hb",NA,"Herbier Dorfler 25 Novembre 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270036' target='other'> <mi>dwc_moreinfo</mi></a>","P01270036",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270040","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Ule, E.",NA,"Brasil","hb",NA,"Herbier Christ. 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270040' target='other'> <mi>dwc_moreinfo</mi></a>","P01270040",NA,NA,"Raddi",NA,"1886","1","Rio de Janeiro",NA,"Rio de Jan.",NA,NA,"P01270040_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270041","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"9 fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270041' target='other'> <mi>dwc_moreinfo</mi></a>","P01270041",NA,NA,"Raddi",NA,NA,NA,"Minas Gerais",NA,"Reçus de Sapé",NA,NA,"P01270041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1792",NA
"85","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270042","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Goeldi",NA,"Brasil","hb",NA,"Herbier Christ 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270042' target='other'> <mi>dwc_moreinfo</mi></a>","P01270042",NA,NA,"Raddi",NA,"1886","1","Rio de Janeiro",NA,"Rio Janeiro",NA,NA,"P01270042_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270043","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Rangel",NA,"Brasil","hb",NA,"9 fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270043' target='other'> <mi>dwc_moreinfo</mi></a>","P01270043",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270044","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Schenck, H.",NA,"Brasil","hb",NA,"Herbier Christ. 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270044' target='other'> <mi>dwc_moreinfo</mi></a>","P01270044",NA,NA,"Raddi",NA,"1886","12","Rio de Janeiro",NA,NA,NA,NA,"P01270044_01","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1740",NA
"88","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270045","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"25 novembre 1907 9-1-42 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270045' target='other'> <mi>dwc_moreinfo</mi></a>","P01270045",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"89","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270046","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270046' target='other'> <mi>dwc_moreinfo</mi></a>","P01270046",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Brasilia.",NA,NA,"P01270046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2016-06-29 15:58:10-03","MNHN","RECOLNAT_MNHN_P","P01270047","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud, C.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270047' target='other'> <mi>dwc_moreinfo</mi></a>","P01270047",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"P01270047_01 P01270047_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33",NA
"91","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270048","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Blanchet, J.S.",NA,"[Brésil]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270048' target='other'> <mi>dwc_moreinfo</mi></a>","P01270048",NA,NA,"Raddi",NA,NA,NA,NA,NA,"Bahia",NA,NA,"P01270048_01 P01270048_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA
"92","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270049","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270049' target='other'> <mi>dwc_moreinfo</mi></a>","P01270049",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 2",NA
"93","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270058","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Langsdorff",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270058' target='other'> <mi>dwc_moreinfo</mi></a>","P01270058",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,"Rio janeiro",NA,NA,"P01270058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270060","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Orbigny, A.D. d'",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270060' target='other'> <mi>dwc_moreinfo</mi></a>","P01270060",NA,NA,"Raddi",NA,"1826","10","Rio de Janeiro",NA,"Brésil. Cascade du Corcovado.",NA,NA,"P01270060_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA
"95","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270061","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Weddell, H.A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270061' target='other'> <mi>dwc_moreinfo</mi></a>","P01270061",NA,NA,"Raddi",NA,"1843","1","Rio de Janeiro",NA,"Environs de Rio de Janeiro",NA,NA,"P01270061_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"635",NA
"96","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270067","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270067' target='other'> <mi>dwc_moreinfo</mi></a>","P01270067",NA,NA,"Raddi",NA,"1833","1","Rio de Janeiro",NA,"Brésil. Rio de Janeiro",NA,NA,"P01270067_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"97","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270069","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Saint-Hilaire",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270069' target='other'> <mi>dwc_moreinfo</mi></a>","P01270069",NA,NA,"Raddi",NA,"1816","1","Rio de Janeiro",NA,NA,NA,NA,"P01270069_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA
"98","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270075","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gardner",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270075' target='other'> <mi>dwc_moreinfo</mi></a>","P01270075",NA,NA,"Raddi",NA,"1836","1","Rio de Janeiro",NA,"Brésil. Rio de Janeiro",NA,NA,"P01270075_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270077","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Gaudichaud, C.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270077' target='other'> <mi>dwc_moreinfo</mi></a>","P01270077",NA,NA,"Raddi",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P01270077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"100","2015-09-03 16:26:07-03","MNHN","RECOLNAT_MNHN_P","P01270078","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Mosén",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01270078' target='other'> <mi>dwc_moreinfo</mi></a>","P01270078",NA,NA,"Raddi",NA,"1873","7","Rio de Janeiro",NA,"Brésil",NA,NA,"P01270078_01","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118",NA
"101","2016-06-29 15:59:34-03","MNHN","RECOLNAT_MNHN_P","P01903652","PreservedSpecimen",NA,"Pteridophyta","Anemia","radicans","Anemia radicans","Fresnaye, de la",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903652' target='other'> <mi>dwc_moreinfo</mi></a>","P01903652",NA,NA,"Raddi",NA,"1863",NA,NA,NA,"s.l.",NA,NA,"P01903652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
