"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","class","order","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","individualCount","preparationType"
"14","2019-08-20 10:00:54-03","UNICAMP","UEC","137168","S","Plantae","Liliopsida","Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Koehler, S","s.n.","2002","04",NA,"Brazil","São Paulo","Assis","Orquidário Bela Vista","-50.4099998474121","-22.6599998474121","23972","Data de floração: 25/08/2002. Material coletado para extração de DNA total.","UEC034182","UEC034182","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:54-03","UNICAMP","UEC","131678","S","Plantae","Liliopsida","Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Pansarin, ER; Mickeliunas, L","1068","2003","08","30","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758","17840",NA,"UEC034179","UEC034179","auto","Pansarin, ER","2003","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-06 09:56:49-03","UFOP","OUPR","14272","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","Barb.Rodr.","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,NA,NA,"auto","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:56:49-03","UFOP","OUPR","26683","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","Barb.Rodr.","Antônio-Silva, L.; Cardoso, R.C.","386","2012","07","16","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Serra da Brígida - Fazenda Serra da Brígida. Afloramento de rocha quartizítica em meio a mata de encosta","-43.5080986022949","-20.2875003814697","44599","Erva rupícola, frutos verdes",NA,NA,"auto","Antônio-Silva, L.","2012","10",NA,NA,"31",NA,NA,"1173","1173",NA,NA,NA
"18","2020-10-14 10:03:58-03","FURB","FURB","17478","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach. et al.","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","585","2009","11","06","Brasil","Santa Catarina","Vitor Meireles","Pratinha.","-49.8591667","-26.7294445",NA,"Epífita IFFSC e798a (Acima de 4m), forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB34657","FURB34657",NA,"Caetano, JO; Laitano, T","2013","11",NA,NA,"08","-49.8591667","-26.7294445","590","590",NA,NA,NA
"19","2020-10-14 10:03:58-03","FURB","FURB","42170","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach. et al.","Caetano, J.O.","23","2013","04","06","Brasil","Santa Catarina","Benedito Novo","Próximo a PCH Ceesam Alto Benedito.","-49.3991666","-26.7827778",NA,"Mancha clara no labelo Habitat: Floresta Ombrófila Densa; mata ciliar Habito: epífita; flor amarela escura","FURB04706","FURB04706",NA,"Caetano, JO","2013","09",NA,NA,"11","-49.3991666","-26.7827778","288","288",NA,NA,NA
"20","2020-10-14 10:04:15-03","FURB","FURB","55046","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1183","2017","10","06","Brasil","Santa Catarina","Orleans",NA,"-49.4119444","-28.2597222",NA,"flor amarelo-castanho Habitat: interior do fragmento Habito: epífita","FURB55046","FURB55046",NA,"Kassner-Filho, A.","2017","10",NA,NA,"06","-49.4119444","-28.2597222","309","309",NA,NA,NA
"21","2019-11-25 12:12:22-03","UFSM","SMDB","18149","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb. Rodr.) Szlach., Mytnik, Górniak & Smiszek","Portalet, A.A.; Wolf, SM; Wolf, KM","170","2012","05","19","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667",NA,"Encontrada caida no solo próximo ao arroio, planta de crescimento cespitoso, flores alaranjadas, vegeta no dossel da floresta. Trabalho de Conclusão de Curso de Engenharia Florestal/ UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi.","SMDB018149",NA,NA,"Portalet, A.A.","2012","05",NA,NA,"19","-53.683333","-29.566667",NA,NA,NA,NA,NA
"22","2019-11-25 12:12:23-03","UFSM","SMDB","9487","S","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb. Rodr.","Breier, TB","s.n.","2002","11","04","Brasil","Rio Grande do Sul","Terra de Areia",NA,"-50.07080078125","-29.5853004455566","32697","Exemplar de Cultivo","SMDB009487",NA,"auto","Portalet, A.A.","2016","06",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:38:37-03","MBM","MBM","32355","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Barb. Rodr.","Hatschbach, G.","17215","1967","09","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637","24916",NA,"MBM032355","MBM032355","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"24","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2074","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","P.E. Leite S.J.","s.n.","1949","09",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190","Sinônimo relevante: Christensonella ferdinandiana (Barb.Rodr.) Szlach. et al.&nf;Orquidário.","002074",NA,"auto","P.E. Leite S.J.",NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:20:58-03","UFPR","UPCB","43608","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Barb.Rodr.","Kersten, R.","407","2000","10",NA,"Brasil","Paraná","Paranaguá","Estação Ecológica Ilha do Mel","-48.5092010498047","-25.5200004577637","24916","Epífita de flores vinosas, ca. 7m do solo..",NA,NA,"auto","Kersten, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","47521",NA,"Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & ?miszek","N. Sanson",NA,NA,NA,NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525","15909",NA,"MBML047521","MBML047521","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","13809",NA,"Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","V. Demuner; et al","1531","2000","10","26","Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222",NA,"Epífita, flores pétalas amarelo alaranjado, labelo interno vermelho com pontos escuros. Lado esquerdo da cachoeira rochoso.","MBML013809","MBML013809",NA,"L. Kollmann/01-11-2001",NA,NA,NA,NA,NA,"40W47'45","19S53'14",NA,NA,NA,NA,NA
"28","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","15474",NA,"Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","L. Kollmann; et al","4463","2001","08","30","Brasil","Espírito Santo","Santa Teresa","Várzea Alegre, cachoeira do Madalão","-40.798056","-19.899167",NA,"Rupícola no sol. Sépalas e pétalas verdes. Labelo vináceo. Herb/Culta.","MBML015474","MBML015474",NA,"L. Kollmann/31-10-2001",NA,NA,NA,NA,NA,"40W47'53","19S53'57",NA,NA,NA,NA,NA
"29","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","623",NA,"Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","H. Q. Boudet Fernandes; W. Boone","2058","1986","10","16","Brasil","Espírito Santo","Conceição da Barra","Fazenda São Joaquim","-39.803889","-18.263889",NA,"Epifita, sépalas amarelas, pétalas amarelas, com manchas vináceas, sendo o labelo e coluna inteiramente vinho e sobre árvore em mata derrubada. Em meio líquido.","MBML000623","MBML000623",NA,"L. Kollmann/01-11-1988",NA,NA,NA,NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA
"30","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","46354",NA,"Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb. Rodr.","Chiron; Nelson Sanson","11222",NA,NA,NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525","15909",NA,"MBML046354","MBML046354","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-07 11:44:53-03","FUVATES","HVAT","520","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","2000","06","18","Brasil","Rio Grande do Sul","Forquetinha","Morro Eckardt.",NA,NA,NA,NA,"HVAT00000520",NA,NA,"E. Freitas","2000","07",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"32","2020-10-20 15:00:16-03","FUVATES","HVAT","233","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","1999","05","23","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944",NA,"Epífita; Coletada no banhado proximo a capela.","HVAT00000233",NA,NA,"A. Jasper; E. Freitas","1999","09",NA,NA,"29","51º57'41''W","29º28'1''S",NA,NA,NA,NA,NA
"33","2019-11-07 11:44:53-03","FUVATES","HVAT","994","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","2002","09","11","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167",NA,NA,"HVAT00000994",NA,NA,"E. Freitas","2002","09",NA,NA,"11","-52º17'43''W","-29º2'39''S",NA,NA,NA,NA,NA
"34","2019-11-07 11:44:53-03","FUVATES","HVAT","831","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Clarice ( Certel )","s.n.","2001","10","05","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167",NA,NA,"HVAT00000831",NA,NA,"E. Freitas","2001","10",NA,NA,"05","-52º17'43''W","-29º2'39''S",NA,NA,NA,NA,NA
"35","2019-11-07 11:44:53-03","FUVATES","HVAT","1188","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","2004","01","13","Brasil","Rio Grande do Sul","Marques de Souza","Tamanduá.","-52.0925","-29.3275",NA,NA,"HVAT00001188",NA,NA,"E. Freitas","2004","01",NA,NA,"13","-52º5'33''W","-29º19'39''S",NA,NA,NA,NA,NA
"36","2019-11-07 11:44:53-03","FUVATES","HVAT","828","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Clarice ( Certel )","s.n.","2001","05","05","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167",NA,NA,"HVAT00000828",NA,NA,"E. Freitas","2001","10",NA,NA,"05","-52º17'43''W","-29º2'39''S",NA,NA,NA,NA,NA
"37","2020-06-25 16:06:22-03","FUVATES","HVAT","860","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","2001","11","24","Brasil","Rio Grande do Sul","Vespasiano Correa",NA,"-51.859167","-29.0675",NA,NA,"HVAT00000860",NA,NA,"E. Freitas","2001","11",NA,NA,"24","-51º51'33''W","-29º4'3''S",NA,NA,NA,NA,NA
"38","2019-11-07 11:44:53-03","FUVATES","HVAT","1587","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","E. Freitas","s.n.","2004","05","02","Brasil","Rio Grande do Sul","Doutor Ricardo",NA,"-51.991667","-29.085833",NA,"epífita","HVAT00001587",NA,NA,"E. Freitas","2012","07",NA,NA,"24","-51º59'30''W","-29º5'9''S",NA,NA,NA,NA,NA
"39","2014-11-06 16:18:29-02","UFPB","EAN","11141","S","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","B. Rodr.",NA,NA,"2004","01","01","Brasil","São Paulo","Campinas","Unicamp","-47.06","-22.9","23900","Material cultivado e cedido pela UNICAMP.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2014-11-06 16:18:29-02","UFPB","EAN","3790","S","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","B. Rodr.","L. P. Felix ; G. V. Dornelas","757","1987","09",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"Herbácea. Cedida por Vitorino - São Bernardo. Mantida em cultivo no orquidário..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-25 10:11:27-03","CVRD","CVRD","4672","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb. Rodr.","Folli, D.A.","2061","1993","10","26","BRASIL","ES","Linhares","Erva epífita, aceiro com a Lasa.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Orquídea trançada","CVRD004672","CVRD004672","auto","J. T. Atwood","1995","06","Liliopsida","Asparagales","30",NA,NA,NA,NA,"América do Sul",NA,NA
"42","2021-03-01 11:50:03-03","UFPE","UFP","7092","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb. Rodr.) Szlach., MyllysGórniak & Smiszek","Caldasso, A","s.n.","1979","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Epífita; floração cultural: março - 1987.; Epífita; floração cultural: março - 1987.","UFP007092",NA,NA,"Pessoa, E","2012","06",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2403568","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana",NA,"R. Reitz & R. M. Klein","9058","1959","9","5","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00473559","US00473559_01",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,NA,NA,NA,NA,"South America","1",NA
"44","2020-09-12 05:00:02-03","US","US","1934529","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana",NA,"R. Reitz","C1876","1947","9","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00473558","US00473558_01",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,NA,NA,NA,NA,"South America","1",NA
"45","2020-09-12 05:00:02-03","US","US","2558101","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana",NA,"L. B. Smith, R. M. Klein & A. Gevieski","7615","1956","11","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00473560","US00473560_01",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,NA,NA,NA,NA,"South America","1",NA
"46","2020-09-12 05:00:02-03","US","US","2279657","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana",NA,"A. Gevieski","1","1953","10","25","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00473561","US00473561_01",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,NA,NA,NA,NA,"South America","1",NA
"47","2020-09-12 05:00:02-03","US","US","2562799","PreservedSpecimen","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana",NA,"F. C. Hoehne","s.n.","1920","7","17","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"US00473557","US00473557_01",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,NA,NA,NA,NA,"South America - Neotropics","1",NA
"48","2021-03-25 13:53:02-03","UNIVILLE","JOI","15423","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach. et al.","Mancinelli, W.S.","1488","2014","11","15","Brasil","Santa Catarina","Canoinhas","PADESC.","-50.3899993896484","-26.1772003173828","50616","; HABITO: Epífita","JOI015423",NA,"auto","Mancinelli, W. S.","2014","11",NA,NA,"15",NA,NA,"700","700",NA,NA,NA
"49","2019-10-03 10:04:24-03","UFSCar","SORO","2482","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach. et al.",NA,"412","1995","10","13","Brasil","Minas Gerais",NA,"Pico da Bandeira - Parque Nacional Caparaós",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-08-20 20:37:52-03","UFSC","FLOR","37063","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach. et al.","Falkenberg, D.B.; Neves, F.F.D.E.","6299-a","1993","10","20","Brasil","Santa Catarina","Florianópolis","Horto Botânico da UFSC, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000","epífita, flor amarela externamente, sépalas e pétalas internamente manchadas levemente de marrom, labelo extremamente salpicado de marrom, com calo marrom na porção mediana; borda levemente recortada, em 3 lóbulos. Coluna verde, exce","FLOR0037063",NA,"auto","Falkenberg, D.B.; Neves, F.F.D.E.","1993",NA,NA,"Asparagales",NA,NA,NA,"15","15",NA,NA,NA
"51","2014-10-09 13:58:29-03","UHH","HBG","500377","S","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Rodr.","Ule, E.",NA,"1887","09",NA,"Brazil",NA,NA,"Rio de Janeiro, Felsen am Ozean",NA,NA,NA,NA,"HBG500377",NA,NA,"A. Cogniaux",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA
"52","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Schwacke, CAW","11123?",NA,NA,NA,"Brazil",NA,NA,"in arboribus ad Ribeirão prope Rio Novo",NA,NA,NA,NA,NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"53","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Comm. Geogr.Geol. S. Paulo","2270?",NA,NA,NA,"Brazil",NA,NA,"in sylvis virgineis supra arbores ad Campo Grande prov. S. Paulo",NA,NA,NA,"Floret Augusto - Novembri",NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
